bund_nr,lfd_nr,baumkennzahl,zwiesel,bart,alter,alter_methode,d_mess,bhd_hoehe,hoehe,kransatz,azi,hori,kraft,schi
130028,37,1,0,sbi,40,5,197,130,NA,NA,89,650,NA,2
130028,38,1,0,gki,97,1,415,130,NA,NA,53,627,2,1
130028,39,1,0,sbi,40,5,130,130,NA,NA,204,90,3,2
130028,40,1,0,gki,97,1,465,130,NA,NA,169,312,1,1
130028,41,1,0,sbi,40,5,149,130,NA,NA,150,437,2,2
130028,42,1,0,gki,97,1,297,130,NA,NA,160,559,3,1
130028,43,1,0,gki,97,1,339,130,297,216,170,707,2,1
130028,44,1,0,gki,97,1,383,130,282,235,171,885,2,1
130028,45,4,0,sbi,30,5,99,130,NA,NA,151,841,NA,NA
130028,46,1,0,sbi,40,5,132,130,NA,NA,157,940,3,2
130028,47,1,0,sbi,40,5,145,130,271,185,134,1061,1,2
130028,48,1,0,me,40,5,143,130,122,21,124,1193,2,2
130028,49,1,0,gki,97,1,372,130,234,173,123,1467,3,1
130028,50,1,0,sei,40,5,179,130,173,86,163,1195,2,2
130028,51,1,0,sbi,40,5,138,130,NA,NA,176,1114,2,2
130028,52,1,0,gki,97,1,438,130,NA,NA,176,1449,1,1
130028,53,1,0,gki,97,1,378,130,NA,NA,200,1090,2,1
130028,54,1,0,gki,97,1,301,130,NA,NA,206,777,3,1
130028,55,1,0,sbi,40,5,146,130,NA,NA,198,630,2,2
130028,56,1,0,gki,97,1,376,130,NA,NA,234,871,2,1
130028,57,1,0,gki,97,1,264,130,NA,NA,225,1033,3,1
130028,58,1,0,gki,97,1,373,130,NA,NA,221,1521,2,1
130028,59,1,0,gki,97,1,408,130,NA,NA,224,1612,2,1
130028,60,1,0,gki,97,1,391,130,NA,NA,211,1703,2,1
130029,1,2,0,gki,47,1,NA,NA,NA,NA,282,1074,NA,NA
130029,2,1,0,gki,47,1,256,130,NA,NA,282,1030,1,1
130029,3,2,0,gki,47,1,NA,NA,NA,NA,283,747,NA,NA
130029,4,1,0,gki,47,1,142,130,NA,NA,285,555,3,1
130029,5,1,0,gki,47,1,194,130,NA,NA,293,264,2,1
130029,6,2,0,gki,47,1,NA,NA,NA,NA,319,155,NA,NA
130029,7,1,0,gki,47,1,281,130,222,143,344,101,1,1
130029,8,2,0,gki,47,1,NA,NA,NA,NA,33,140,NA,NA
130029,9,1,0,gki,47,1,154,130,204,155,70,366,3,1
130029,10,2,0,gki,47,1,NA,NA,NA,NA,72,921,NA,NA
130029,11,2,0,gki,47,1,NA,NA,NA,NA,72,1049,NA,NA
130029,12,2,0,gki,47,1,NA,NA,NA,NA,63,1206,NA,NA
130029,13,2,0,gki,47,1,NA,NA,NA,NA,64,1260,NA,NA
130029,14,1,0,gki,47,1,216,130,NA,NA,62,1005,2,1
130029,15,2,0,gki,47,1,NA,NA,NA,NA,61,852,NA,NA
130029,16,1,0,gki,47,1,233,130,NA,NA,58,790,2,1
130029,17,2,0,gki,47,1,NA,NA,NA,NA,57,725,NA,NA
130029,18,1,0,gki,47,1,149,130,NA,NA,51,578,3,1
130029,19,3,0,gki,47,1,NA,NA,NA,NA,315,425,NA,NA
130029,20,2,0,gki,47,1,NA,NA,NA,NA,302,604,NA,NA
130029,21,1,0,gki,47,1,197,130,NA,NA,300,675,3,1
130029,22,1,0,gki,47,1,236,130,NA,NA,295,894,2,1
130029,23,1,0,gki,47,1,174,130,NA,NA,302,1238,4,1
130029,24,1,0,gki,47,1,198,130,NA,NA,301,1142,2,1
130029,25,2,0,gki,47,1,NA,NA,NA,NA,332,530,NA,NA
130029,26,1,0,gki,47,1,222,130,NA,NA,352,479,2,1
130029,27,1,0,gki,47,1,218,130,NA,NA,374,445,3,1
130029,28,1,0,gki,47,1,219,130,NA,NA,10,487,3,1
130029,29,2,0,gki,47,1,NA,NA,NA,NA,26,488,NA,NA
130029,30,2,0,gki,47,1,NA,NA,NA,NA,32,690,NA,NA
130029,31,2,0,gki,47,1,NA,NA,NA,NA,42,836,NA,NA
130029,32,1,0,gki,47,1,203,130,NA,NA,43,902,3,1
130029,33,1,0,gki,47,1,220,130,NA,NA,47,1085,2,1
130029,34,3,0,gki,47,1,NA,NA,NA,NA,40,1259,NA,NA
130029,35,2,0,gki,47,1,NA,NA,NA,NA,35,1107,NA,NA
130029,36,1,0,gki,47,1,245,130,NA,NA,26,934,2,1
130029,37,2,0,gki,47,1,NA,NA,NA,NA,25,785,NA,NA
130029,38,1,0,gki,47,1,178,130,NA,NA,356,662,3,1
130029,39,1,0,gki,47,1,227,130,NA,NA,342,725,1,1
130029,40,1,0,gki,47,1,215,130,NA,NA,317,934,1,1
130029,41,2,0,gki,47,1,NA,NA,NA,NA,312,1121,NA,NA
130029,42,2,0,gki,47,1,NA,NA,NA,NA,310,1205,NA,NA
130029,43,2,0,gki,47,1,NA,NA,NA,NA,320,1262,NA,NA
130029,44,2,0,gki,47,1,NA,NA,NA,NA,342,936,NA,NA
130029,45,1,0,gki,47,1,155,130,NA,NA,366,820,3,1
130029,46,1,0,gki,47,1,208,130,NA,NA,380,803,3,1
130029,47,1,0,gki,47,1,181,130,NA,NA,395,848,3,1
130029,48,1,0,gki,47,1,226,130,NA,NA,7,894,2,1
130029,49,2,0,gki,47,1,NA,NA,NA,NA,20,1051,NA,NA
130029,50,2,0,gki,47,1,NA,NA,NA,NA,22,1114,NA,NA
130029,51,1,0,gki,47,1,201,130,NA,NA,396,1090,2,1
130029,52,1,0,gki,47,1,179,130,NA,NA,388,1060,3,1
130029,53,1,0,gki,47,1,182,130,NA,NA,370,1019,3,1
130029,54,2,0,gki,47,1,NA,NA,NA,NA,347,1114,NA,NA
130029,55,2,0,gki,47,1,NA,NA,NA,NA,345,1148,NA,NA
130029,56,1,0,gki,47,1,253,130,NA,NA,338,1216,1,1
130029,57,1,0,gki,47,1,225,130,NA,NA,335,1256,1,1
130029,58,2,0,gki,47,1,NA,NA,NA,NA,357,1253,NA,NA
130029,59,1,0,gki,47,1,161,130,NA,NA,368,1185,3,1
130029,60,2,0,gki,47,1,NA,NA,NA,NA,375,1187,NA,NA
130029,61,1,0,gki,47,1,197,130,NA,NA,394,1234,2,1
130029,62,2,0,gki,47,1,NA,NA,NA,NA,86,1215,NA,NA
130029,63,2,0,gki,47,1,NA,NA,NA,NA,88,1073,NA,NA
130029,64,2,0,gki,47,1,NA,NA,NA,NA,90,878,NA,NA
130029,65,2,0,gki,47,1,NA,NA,NA,NA,90,776,NA,NA
130029,66,2,0,gki,47,1,NA,NA,NA,NA,92,638,NA,NA
130029,67,2,0,gki,47,1,NA,NA,NA,NA,90,556,NA,NA
130029,68,2,0,gki,47,1,NA,NA,NA,NA,104,313,NA,NA
130029,69,2,0,gki,47,1,NA,NA,NA,NA,255,285,NA,NA
130029,70,1,0,gki,47,1,255,130,NA,NA,263,562,1,1
130029,71,1,0,gki,47,1,242,130,NA,NA,266,761,2,1
130029,72,2,0,gki,47,1,NA,NA,NA,NA,268,874,NA,NA
130029,73,1,0,gki,47,1,334,130,NA,NA,272,1179,1,1
130029,74,2,0,gki,47,1,NA,NA,NA,NA,243,691,NA,NA
130029,75,2,0,gki,47,1,NA,NA,NA,NA,220,476,NA,NA
130029,76,1,0,gki,47,1,223,130,228,161,196,393,2,1
130029,77,1,0,gki,47,1,242,130,NA,NA,148,402,2,1
130029,78,2,0,gki,47,1,NA,NA,NA,NA,114,615,NA,NA
130029,79,1,0,gki,47,1,291,130,NA,NA,113,658,2,1
130029,80,2,0,gki,47,1,NA,NA,NA,NA,98,1064,NA,NA
130029,81,1,0,gki,47,1,125,130,NA,NA,98,1120,4,1
130029,82,1,0,gki,47,1,185,130,NA,NA,110,1189,3,1
130029,83,1,0,gki,47,1,206,130,NA,NA,115,983,3,1
130029,84,1,0,gki,47,1,192,130,NA,NA,136,710,3,1
130029,85,2,0,gki,47,1,NA,NA,NA,NA,166,565,NA,NA
130029,86,2,0,gki,47,1,NA,NA,NA,NA,211,619,NA,NA
130029,87,1,0,gki,47,1,272,130,NA,NA,203,861,2,1
130029,88,1,0,gki,47,1,165,130,NA,NA,197,811,3,1
130029,89,1,0,gki,47,1,179,130,NA,NA,173,798,3,1
130029,90,2,0,gki,47,1,NA,NA,NA,NA,169,693,NA,NA
130029,91,2,0,gki,47,1,NA,NA,NA,NA,158,805,NA,NA
130029,92,1,0,gki,47,1,118,130,NA,NA,146,870,4,1
130029,93,1,0,gki,47,1,218,130,NA,NA,137,941,3,1
130029,94,2,0,gki,47,1,NA,NA,NA,NA,132,987,NA,NA
130029,95,1,0,gki,47,1,223,130,NA,NA,128,1092,2,1
130029,96,1,0,gki,47,1,188,130,NA,NA,142,1191,3,1
130029,97,2,0,gki,47,1,NA,NA,NA,NA,151,1109,NA,NA
130029,98,1,0,gki,47,1,154,130,NA,NA,159,1065,3,1
130029,99,1,0,gki,47,1,151,130,NA,NA,167,1064,3,1
130029,100,2,0,gki,47,1,NA,NA,NA,NA,169,1025,NA,NA
130029,101,1,0,gki,47,1,141,130,NA,NA,180,1012,4,1
130029,102,2,0,gki,47,1,NA,NA,NA,NA,204,1046,NA,NA
130029,103,1,0,gki,47,1,180,130,NA,NA,203,1101,3,1
130029,104,1,0,gki,47,1,215,130,NA,NA,215,1191,3,1
130029,105,1,0,gki,47,1,189,130,NA,NA,170,1245,3,1
130032,1,1,0,rbu,64,1,172,130,196,113,331,210,0,2
130032,2,1,0,rbu,150,5,787,130,315,152,278,866,1,1
130032,3,1,0,sei,150,5,518,130,315,219,311,1024,2,1
130032,4,1,0,gfi,84,1,305,130,229,148,330,1188,3,1
130032,5,1,0,rbu,135,1,362,130,NA,NA,326,1722,3,1
130032,6,1,0,rbu,135,1,385,130,NA,NA,347,1745,3,1
130032,7,1,0,rbu,135,1,477,130,303,104,382,1391,2,1
130032,8,1,0,gfi,84,1,344,130,205,102,394,1735,3,1
130032,9,1,0,gfi,84,1,345,200,198,86,389,1742,3,1
130032,10,1,0,rbu,135,1,309,130,NA,NA,30,1231,4,1
130032,11,1,0,gki,135,1,480,130,281,226,38,1471,1,1
130032,12,1,0,rbu,135,1,414,130,303,105,48,1013,3,1
130032,13,1,0,rbu,135,1,417,130,NA,NA,98,865,3,1
130032,14,1,0,rbu,135,1,369,130,NA,NA,123,1050,4,1
130032,15,1,0,rbu,64,1,188,130,NA,NA,136,873,0,2
130032,16,1,0,rbu,64,1,118,130,NA,NA,144,601,0,2
130032,17,1,0,rbu,64,1,153,130,NA,NA,136,501,0,2
130032,18,1,0,rbu,64,1,209,130,NA,NA,131,397,0,2
130032,19,1,0,rbu,135,1,366,130,297,136,153,246,4,1
130032,20,3,0,gfi,84,1,NA,NA,NA,NA,156,1190,NA,NA
130032,21,3,0,gfi,84,1,NA,NA,NA,NA,160,1443,NA,NA
130032,22,1,0,rbu,64,1,237,130,NA,NA,193,1155,0,2
130032,23,1,0,rbu,135,1,469,130,NA,NA,226,1316,3,1
130032,24,1,0,rbu,64,1,138,130,202,139,226,720,0,2
130033,1,1,0,gki,58,1,295,130,211,95,268,265,2,1
130033,2,1,0,gki,58,1,327,130,NA,NA,256,924,1,1
130033,3,1,0,gki,58,1,417,130,200,107,262,1448,1,1
130033,4,1,0,gki,58,1,324,130,NA,NA,302,1283,4,1
130033,5,1,0,gki,58,1,247,130,NA,NA,331,1067,3,1
130033,6,1,0,gki,58,1,326,130,NA,NA,326,732,2,1
130033,7,1,0,gki,58,1,219,130,NA,NA,345,557,4,1
130033,8,1,0,gki,58,1,323,130,NA,NA,348,1204,2,1
130033,9,1,0,gki,58,1,185,130,NA,NA,388,1250,4,1
130033,10,1,0,gki,58,1,234,130,NA,NA,10,1058,4,1
130033,11,1,0,gki,58,1,291,130,NA,NA,392,820,3,1
130033,12,1,0,gki,58,1,211,130,NA,NA,2,673,4,1
130033,13,1,0,gki,58,1,330,130,199,127,2,473,2,1
130033,14,1,0,gki,58,1,268,130,NA,NA,29,883,3,1
130033,15,1,0,gki,58,1,359,130,NA,NA,42,849,1,1
130033,16,1,0,gki,58,1,215,130,NA,NA,71,967,4,1
130033,17,1,0,gki,58,1,222,130,NA,NA,68,723,3,1
130033,18,1,0,gki,58,1,222,130,NA,NA,84,763,3,1
130033,19,1,0,gki,58,1,231,130,NA,NA,84,582,4,1
130033,20,1,0,gki,58,1,270,130,230,163,120,135,2,1
130033,21,1,0,gki,58,1,245,130,NA,NA,152,432,3,1
130033,22,1,0,gki,58,1,189,130,NA,NA,125,533,4,1
130033,23,3,0,gki,58,1,NA,NA,NA,NA,107,834,NA,NA
130033,24,1,0,gki,58,1,246,130,NA,NA,121,1135,3,1
130033,25,1,0,gki,58,1,220,130,NA,NA,129,977,3,1
130033,26,1,0,gki,58,1,177,130,NA,NA,137,1067,4,1
130033,27,1,0,gki,58,1,251,130,NA,NA,129,731,3,1
130033,28,1,0,gki,58,1,201,130,NA,NA,138,666,4,1
130033,29,1,0,gki,58,1,240,130,NA,NA,154,751,4,1
130033,30,1,0,gki,58,1,303,130,NA,NA,170,1025,2,1
130033,31,1,0,gki,58,1,249,130,NA,NA,180,1143,3,1
130033,32,1,0,gki,58,1,266,130,NA,NA,206,1090,3,1
130033,33,1,0,gki,58,1,196,130,NA,NA,212,821,4,1
130033,34,1,0,gki,58,1,242,130,NA,NA,192,707,3,1
130033,35,1,0,gki,58,1,292,130,NA,NA,217,448,2,1
130033,36,1,0,gki,58,1,182,130,181,136,227,507,4,1
130033,37,1,0,gki,58,1,265,130,NA,NA,219,839,3,1
130033,38,1,0,gki,58,1,205,130,NA,NA,241,905,4,1
130033,39,1,0,gki,58,1,240,130,NA,NA,221,1245,3,1
130033,40,1,0,gki,58,1,375,130,NA,NA,231,1661,1,1
130036,1,1,0,gki,93,1,513,130,342,255,320,124,2,1
130036,2,1,0,rbu,54,1,321,130,237,20,357,250,2,2
130036,3,1,0,gki,93,1,413,130,319,256,54,295,3,1
130036,4,2,0,rbu,30,5,NA,NA,NA,NA,388,520,NA,NA
130036,5,1,0,gki,93,1,430,130,277,210,373,636,3,1
130036,6,2,0,gki,93,1,NA,NA,NA,NA,397,728,NA,NA
130036,7,1,0,gki,93,1,445,130,NA,NA,3,823,2,1
130036,8,2,0,rbu,30,5,NA,NA,NA,NA,6,1096,NA,NA
130036,9,2,0,rbu,54,1,NA,NA,NA,NA,386,1226,NA,NA
130036,10,1,0,gki,93,1,376,130,304,230,383,1248,3,1
130036,11,1,0,gki,93,1,488,130,NA,NA,7,1421,2,1
130036,12,1,0,gki,93,1,509,130,NA,NA,34,1579,2,1
130036,13,2,0,gki,93,1,NA,NA,NA,NA,76,1243,NA,NA
130036,14,1,0,gki,93,1,338,130,NA,NA,87,1331,3,1
130036,15,1,0,rbu,93,1,358,130,313,90,89,1442,2,1
130036,16,1,0,rbu,93,1,305,130,NA,NA,96,1221,3,2
130036,17,1,0,gki,93,1,425,130,NA,NA,82,791,2,1
130036,18,1,0,gki,93,1,368,130,318,253,102,560,3,1
130036,19,1,0,gki,93,1,355,130,NA,NA,115,1228,2,1
130036,20,2,0,gki,93,1,NA,NA,NA,NA,137,819,NA,NA
130036,21,2,0,rbu,30,5,NA,NA,NA,NA,166,522,NA,NA
130036,22,1,0,rbu,54,1,447,130,291,100,197,508,1,2
130036,23,1,0,gki,93,1,399,130,NA,NA,171,1044,2,1
130036,24,1,0,gki,93,1,401,130,NA,NA,161,1298,2,1
130036,25,1,0,gki,93,1,411,130,NA,NA,156,1680,2,1
130036,26,1,0,gki,93,1,397,130,NA,NA,180,1421,2,1
130036,27,2,0,gki,93,1,NA,NA,NA,NA,179,1784,NA,NA
130036,28,2,0,gki,93,1,NA,NA,NA,NA,198,1461,NA,NA
130036,29,1,0,rbu,54,1,363,130,NA,NA,198,1634,2,2
130036,30,1,0,gki,93,1,354,130,NA,NA,208,1712,2,1
130036,31,1,0,gki,93,1,382,130,NA,NA,203,1124,2,1
130036,32,1,0,rbu,30,5,241,130,NA,NA,208,986,3,2
130036,33,2,0,gki,93,1,NA,NA,NA,NA,212,720,NA,NA
130036,34,1,0,rbu,54,1,443,130,320,113,250,382,1,2
130036,35,1,0,gki,93,1,596,130,348,207,250,1286,1,1
130036,36,1,0,gki,93,1,463,130,NA,NA,231,1630,2,1
130036,37,1,0,gki,93,1,470,130,NA,NA,285,902,1,1
130036,38,2,0,gki,93,1,NA,NA,NA,NA,311,1232,NA,NA
130036,39,1,0,gki,93,1,371,130,NA,NA,295,1435,2,1
130036,40,1,0,rbu,54,1,418,130,NA,NA,299,1754,1,2
130036,41,1,0,gki,93,1,435,130,NA,NA,325,1441,3,1
130036,42,1,0,gki,93,1,370,130,NA,NA,335,1415,3,1
130036,43,2,0,gki,93,1,NA,NA,NA,NA,343,799,NA,NA
130036,44,1,0,gki,93,1,461,130,286,167,359,889,2,1
130036,45,1,0,gki,93,1,405,130,NA,NA,370,1183,2,1
130037,1,1,0,rbu,97,1,256,130,NA,NA,11,145,2,2
130037,2,1,0,rbu,97,1,260,130,NA,NA,368,267,1,2
130037,3,1,0,gki,140,1,499,130,NA,NA,339,585,1,1
130037,4,1,0,rbu,60,5,103,130,NA,NA,368,750,4,2
130037,5,1,0,rbu,97,1,213,130,NA,NA,363,982,2,2
130037,6,1,0,gki,140,1,334,130,NA,NA,371,1422,2,1
130037,7,1,0,gki,140,1,522,130,NA,NA,386,1720,2,1
130037,8,1,0,gki,140,1,524,130,320,241,382,1195,1,1
130037,9,1,0,rbu,60,5,111,130,NA,NA,393,1216,4,2
130037,10,1,0,rbu,97,1,389,130,301,119,20,1547,1,2
130037,11,1,0,gki,140,1,416,130,297,172,41,1499,2,1
130037,12,1,0,rbu,97,1,109,130,NA,NA,26,1160,3,2
130037,13,1,0,rbu,97,1,243,130,NA,NA,47,1212,2,2
130037,14,1,0,rbu,97,1,200,130,NA,NA,40,791,3,2
130037,15,1,0,rbu,97,1,326,130,NA,NA,30,684,2,2
130037,16,1,0,rbu,97,1,212,130,NA,NA,28,433,2,2
130037,17,1,0,rbu,97,1,226,130,NA,NA,391,636,2,2
130037,18,1,0,gki,140,1,579,130,351,220,91,782,2,1
130037,19,1,0,rbu,97,1,214,130,NA,NA,101,884,3,2
130037,20,1,0,rbu,97,1,348,130,NA,NA,105,1143,2,2
130037,21,1,0,gki,140,1,374,130,NA,NA,96,1307,2,1
130037,22,1,0,gki,140,1,482,130,NA,NA,101,1538,1,1
130037,23,1,0,gki,140,1,432,130,NA,NA,70,1466,2,1
130037,24,1,0,gki,140,1,477,130,338,205,57,1722,1,1
130037,25,1,0,gki,140,1,446,130,NA,NA,131,1565,2,1
130037,26,1,0,gki,140,1,434,130,NA,NA,141,1728,2,1
130037,27,1,0,gki,140,1,515,130,NA,NA,162,1420,2,1
130037,28,1,0,rbu,97,1,282,130,247,140,161,1241,1,2
130037,29,1,0,rbu,60,5,129,130,NA,NA,147,1105,3,2
130037,30,1,0,rbu,97,1,363,130,291,152,161,992,3,1
130037,31,1,0,rbu,97,1,252,130,NA,NA,138,648,2,2
130037,32,1,0,rbu,97,1,263,130,NA,NA,182,561,2,2
130037,33,1,0,gki,140,1,434,130,NA,NA,244,425,2,1
130037,34,1,0,rbu,60,5,180,130,NA,NA,230,801,3,2
130037,35,1,0,gki,140,1,427,130,NA,NA,221,947,1,1
130037,36,1,0,rbu,97,1,208,130,226,120,205,1230,2,2
130037,37,1,0,rbu,97,1,356,130,NA,NA,214,1676,1,2
130037,38,1,0,gki,140,1,399,130,304,204,218,1675,2,1
130037,39,1,0,rbu,60,5,177,130,NA,NA,221,1177,2,2
130037,40,3,0,rbu,60,5,NA,NA,NA,NA,236,1060,NA,NA
130037,41,3,0,gki,140,1,NA,NA,NA,NA,234,1248,NA,NA
130037,42,1,0,gki,140,1,515,130,NA,NA,244,1601,2,1
130037,43,1,1,rbu,153,1,494,130,258,78,264,1582,2,1
130037,44,1,0,gki,140,1,473,130,NA,NA,267,1651,2,1
130037,45,1,0,rbu,60,5,129,130,NA,NA,273,1060,3,2
130037,46,1,0,rbu,60,5,187,130,NA,NA,249,900,4,2
130037,47,1,0,rbu,97,1,198,130,186,124,270,489,2,2
130037,48,1,0,rbu,60,5,130,130,153,91,315,633,4,2
130037,49,1,0,rbu,60,5,175,130,NA,NA,328,728,3,2
130037,50,1,0,gki,140,1,480,130,NA,NA,300,1018,2,1
130037,51,1,0,rbu,60,5,174,130,NA,NA,299,1115,3,2
130037,52,1,0,rbu,60,5,186,130,NA,NA,319,1177,2,2
130037,53,1,0,gki,140,1,350,130,258,186,339,1334,3,1
130037,54,1,0,rbu,97,1,336,130,NA,NA,339,1120,2,2
130037,55,1,0,gki,140,1,483,130,NA,NA,325,1064,2,1
130039,1,1,0,gki,63,1,345,130,295,186,205,326,1,1
130039,2,1,0,gki,63,1,295,130,NA,NA,183,683,2,1
130039,3,2,0,gki,63,1,NA,NA,NA,NA,176,1167,NA,NA
130039,4,2,0,gki,63,1,NA,NA,NA,NA,188,1117,NA,NA
130039,5,1,0,gki,63,1,249,130,246,187,191,954,3,1
130039,6,2,0,gki,63,1,NA,NA,NA,NA,209,655,NA,NA
130039,7,1,0,gki,63,1,239,130,NA,NA,214,788,3,1
130039,8,2,0,gki,63,1,NA,NA,NA,NA,210,1104,NA,NA
130039,8,2,0,gki,63,1,NA,NA,NA,NA,210,1104,NA,NA
130039,9,2,0,gki,63,1,NA,NA,NA,NA,205,1088,NA,NA
130039,10,2,0,gki,63,1,NA,NA,NA,NA,207,1235,NA,NA
130039,11,1,0,gki,63,1,364,130,NA,NA,224,1201,1,1
130039,12,2,0,gki,63,1,NA,NA,NA,NA,214,798,NA,NA
130039,14,1,0,gki,63,1,265,130,281,212,233,745,2,1
130039,15,1,0,gki,63,1,316,130,NA,NA,235,892,1,1
130039,16,1,0,gki,63,1,207,130,NA,NA,259,947,2,1
130039,17,1,0,gki,63,1,365,130,NA,NA,253,1571,1,1
130039,18,1,0,gki,63,1,338,130,NA,NA,284,1105,2,1
130039,19,2,0,gki,63,1,NA,NA,NA,NA,277,1141,NA,NA
130039,20,1,0,gki,63,1,236,130,NA,NA,268,1228,3,1
130039,21,1,0,gki,63,1,445,130,327,209,288,707,1,1
130039,22,2,0,gki,63,1,NA,NA,NA,NA,309,1135,NA,NA
130039,23,1,0,gki,63,1,309,130,NA,NA,325,991,2,1
130039,24,1,0,gki,63,1,250,130,NA,NA,334,959,2,1
130039,25,1,0,gki,63,1,279,130,286,238,314,448,2,1
130039,26,1,0,gki,63,1,261,130,295,233,324,315,3,1
130039,27,1,0,gki,63,1,356,130,NA,NA,7,291,1,1
130039,28,2,0,gki,63,1,NA,NA,NA,NA,394,425,NA,NA
130039,29,2,0,gki,63,1,NA,NA,NA,NA,384,559,NA,NA
130039,30,2,0,gki,63,1,NA,NA,NA,NA,386,669,NA,NA
130039,31,1,0,gki,63,1,225,130,NA,NA,362,728,3,1
130039,32,1,0,gki,63,1,244,130,NA,NA,376,850,2,1
130039,33,1,0,gki,63,1,254,130,NA,NA,361,1102,2,1
130039,34,2,0,gki,63,1,NA,NA,NA,NA,339,717,NA,NA
130039,35,1,0,gki,63,1,234,130,NA,NA,398,1249,2,1
130039,36,1,0,gki,63,1,297,130,NA,NA,6,973,2,1
130039,37,1,0,gki,63,1,242,130,NA,NA,19,1044,2,1
130039,38,2,0,gki,63,1,NA,NA,NA,NA,24,914,NA,NA
130039,39,1,0,gki,63,1,220,130,213,186,34,1006,2,1
130039,40,2,0,gki,63,1,NA,NA,NA,NA,48,1230,NA,NA
130039,41,1,0,gki,63,1,319,130,272,216,51,1034,2,1
130039,42,2,0,gki,63,1,NA,NA,NA,NA,50,588,NA,NA
130039,43,2,0,gki,63,1,NA,NA,NA,NA,75,621,NA,NA
130039,44,2,0,gki,63,1,NA,NA,NA,NA,38,319,NA,NA
130039,45,2,0,gki,63,1,NA,NA,NA,NA,114,154,NA,NA
130039,46,2,0,gki,63,1,NA,NA,NA,NA,115,252,NA,NA
130039,47,1,0,gki,63,1,352,130,NA,NA,88,577,1,1
130039,48,1,0,gki,63,1,222,130,NA,NA,110,528,3,1
130039,49,2,0,gki,63,1,NA,NA,NA,NA,111,622,NA,NA
130039,50,1,0,gki,63,1,240,130,NA,NA,89,783,2,1
130039,51,2,0,gki,63,1,NA,NA,NA,NA,66,841,NA,NA
130039,52,2,0,gki,63,1,NA,NA,NA,NA,71,985,NA,NA
130039,53,2,0,gki,63,1,NA,NA,NA,NA,75,1102,NA,NA
130039,54,2,0,gki,63,1,NA,NA,NA,NA,77,1216,NA,NA
130039,55,2,0,gki,63,1,NA,NA,NA,NA,60,1239,NA,NA
130039,56,2,0,gki,63,1,NA,NA,NA,NA,87,1148,NA,NA
130039,57,2,0,gki,63,1,NA,NA,NA,NA,114,1179,NA,NA
130039,58,1,0,gki,63,1,280,130,NA,NA,123,1178,2,1
130039,59,1,0,gki,63,1,372,130,284,167,120,898,1,1
130039,60,2,0,gki,63,1,NA,NA,NA,NA,126,771,NA,NA
130039,61,1,0,gki,63,1,280,130,271,175,148,973,2,1
130039,62,2,0,gki,63,1,NA,NA,NA,NA,159,1213,NA,NA
130039,63,1,0,gki,63,1,231,130,NA,NA,158,623,3,1
130039,64,2,0,gki,63,1,NA,NA,NA,NA,144,532,NA,NA
130039,65,2,0,gki,63,1,NA,NA,NA,NA,132,432,NA,NA
130042,1,2,0,gki,90,1,NA,NA,NA,NA,348,107,NA,NA
130042,2,2,0,gki,90,1,NA,NA,NA,NA,343,431,NA,NA
130042,3,2,0,gki,90,1,NA,NA,NA,NA,382,546,NA,NA
130042,4,1,0,gki,90,1,284,130,NA,NA,370,988,3,1
130042,5,1,0,gki,90,1,428,130,NA,NA,373,1278,1,1
130042,6,1,0,gki,90,1,340,130,NA,NA,10,1386,1,1
130042,7,1,0,gki,90,1,321,130,NA,NA,17,1168,1,1
130042,8,2,0,gki,90,1,NA,NA,NA,NA,29,994,NA,NA
130042,9,2,0,gki,90,1,NA,NA,NA,NA,27,834,NA,NA
130042,10,1,0,gki,90,1,313,130,NA,NA,34,642,2,1
130042,11,1,0,gki,90,1,477,130,235,156,139,458,2,1
130042,12,2,0,gki,90,1,NA,NA,NA,NA,111,861,NA,NA
130042,13,2,0,gki,90,1,NA,NA,NA,NA,126,1101,NA,NA
130042,14,1,0,gki,90,1,490,130,NA,NA,97,1475,1,1
130042,15,1,0,gki,90,1,290,130,NA,NA,59,887,3,1
130042,16,1,0,gki,90,1,315,130,NA,NA,55,1015,3,1
130042,17,2,0,gki,90,1,NA,NA,NA,NA,123,1752,NA,NA
130042,18,1,0,gki,90,1,346,130,NA,NA,138,1134,2,1
130042,19,1,0,gki,90,1,280,130,NA,NA,155,1064,3,1
130042,20,2,0,gki,90,1,NA,NA,NA,NA,175,1234,NA,NA
130042,21,2,0,gki,90,1,NA,NA,NA,NA,186,997,NA,NA
130042,22,2,0,gki,90,1,NA,NA,NA,NA,182,700,NA,NA
130042,23,1,0,gki,90,1,398,130,281,209,198,514,1,1
130042,24,1,0,gki,90,1,272,130,NA,NA,211,888,3,1
130042,25,2,0,gki,90,1,NA,NA,NA,NA,196,1256,NA,NA
130042,26,1,0,gki,90,1,406,130,NA,NA,197,1581,1,1
130042,27,1,0,gki,90,1,344,130,NA,NA,230,1117,2,1
130042,28,1,0,gki,90,1,361,130,292,208,248,1378,1,1
130042,29,1,0,gki,90,1,280,130,276,214,243,691,2,1
130042,30,1,0,gki,90,1,282,130,258,208,286,370,3,1
130042,31,2,0,gki,90,1,NA,NA,NA,NA,293,617,NA,NA
130042,32,2,0,gki,90,1,NA,NA,NA,NA,313,632,NA,NA
130042,33,2,0,gki,90,1,NA,NA,NA,NA,306,1046,NA,NA
