bund_nr,lfd_nr,baumkennzahl,zwiesel,bart,alter,alter_methode,d_mess,bhd_hoehe,hoehe,kransatz,azi,hori,kraft,schi
130042,34,2,0,gki,90,1,NA,NA,NA,NA,296,1256,NA,NA
130042,35,2,0,gki,90,1,NA,NA,NA,NA,312,1233,NA,NA
130042,36,1,0,gki,90,1,320,130,229,173,283,863,3,1
130042,37,2,0,gki,90,1,NA,NA,NA,NA,273,1094,NA,NA
130042,38,1,0,gki,90,1,336,130,NA,NA,328,897,2,1
130042,39,1,0,gki,90,1,342,130,NA,NA,351,1125,2,1
130042,40,1,0,gki,90,1,342,130,NA,NA,323,1428,1,1
130042,41,1,0,gki,90,1,455,130,NA,NA,356,1735,1,1
130044,1,1,0,gki,161,1,434,130,269,199,0,149,2,1
130044,2,2,0,gfi,161,1,NA,NA,NA,NA,366,413,NA,NA
130044,3,2,0,gfi,161,1,NA,NA,NA,NA,332,506,NA,NA
130044,4,2,0,gfi,161,1,NA,NA,NA,NA,358,1098,NA,NA
130044,5,2,0,gfi,161,1,NA,NA,NA,NA,351,1699,NA,NA
130044,6,2,0,gfi,161,1,NA,NA,NA,NA,369,1152,NA,NA
130044,7,2,0,gfi,161,1,NA,NA,NA,NA,394,594,NA,NA
130044,8,1,0,gki,161,1,587,130,286,232,24,769,1,1
130044,9,1,0,gki,161,1,658,130,NA,NA,385,1754,2,1
130044,10,1,0,gki,161,1,467,130,293,197,64,1092,3,1
130044,11,1,0,gki,161,1,507,130,NA,NA,75,1776,2,1
130044,12,1,0,gki,161,1,551,130,327,225,92,1304,1,1
130044,13,1,0,gki,161,1,431,130,303,239,101,1574,2,1
130044,14,1,0,gki,161,1,487,130,NA,NA,128,1531,2,1
130044,15,1,0,gki,161,1,530,130,NA,NA,153,1076,1,1
130044,16,1,0,gki,161,1,496,130,298,192,194,1337,2,1
130044,17,1,0,gki,161,1,388,130,NA,NA,187,1762,3,1
130044,18,1,0,gki,161,1,400,130,250,199,228,1012,3,1
130044,19,1,0,gki,161,1,456,130,NA,NA,243,825,2,1
130044,20,1,0,gki,161,1,674,130,358,185,258,1661,1,1
130044,21,1,0,gki,161,1,527,130,NA,NA,278,886,1,1
130044,22,3,0,gki,161,1,NA,NA,NA,NA,317,1326,NA,NA
130046,1,1,0,gki,81,1,333,130,NA,NA,95,318,2,1
130046,2,1,0,gki,81,1,380,130,NA,NA,95,658,2,1
130046,3,1,0,gki,81,1,377,130,NA,NA,84,949,2,1
130046,4,1,0,gki,81,1,319,130,NA,NA,73,1088,3,1
130046,5,1,0,gki,81,1,300,130,NA,NA,74,1179,3,1
130046,6,3,0,gki,81,1,NA,NA,NA,NA,95,1000,NA,NA
130046,7,1,0,gki,81,1,210,130,NA,NA,124,1079,4,1
130046,8,1,0,gki,81,1,239,130,NA,NA,127,1176,3,1
130046,9,1,0,gki,81,1,333,130,NA,NA,125,1316,2,1
130046,10,1,0,gki,81,1,403,130,NA,NA,107,1599,1,1
130046,11,1,0,gki,81,1,374,130,NA,NA,139,1696,1,1
130046,12,1,0,gki,81,1,326,130,NA,NA,140,1055,3,1
130046,13,1,0,gki,81,1,238,130,NA,NA,140,792,4,1
130046,14,1,0,gki,81,1,393,130,358,292,162,477,1,1
130046,15,1,0,sbi,45,5,230,150,199,96,203,189,4,1
130046,16,1,0,gki,81,1,329,130,NA,NA,195,412,3,1
130046,17,1,0,gki,81,1,228,130,NA,NA,172,782,4,1
130046,18,1,0,gki,81,1,412,130,345,261,159,854,1,1
130046,19,3,0,gki,81,1,NA,NA,NA,NA,155,1248,NA,NA
130046,20,1,0,gki,81,1,262,130,NA,NA,179,1176,3,1
130046,21,3,0,gki,81,1,NA,NA,NA,NA,190,1149,NA,NA
130046,22,1,0,gki,81,1,356,130,NA,NA,199,1430,1,1
130046,23,3,0,gki,81,1,NA,NA,NA,NA,210,1262,NA,NA
130046,24,1,0,gki,81,1,217,130,NA,NA,213,1172,4,1
130046,25,1,0,gki,81,1,397,130,NA,NA,207,948,1,1
130046,26,1,0,gki,81,1,398,130,NA,NA,233,897,2,1
130046,27,1,0,gki,81,1,468,130,318,227,228,1311,1,1
130046,28,1,0,gki,81,1,169,130,NA,NA,252,1152,4,1
130046,29,1,0,gki,81,1,195,130,NA,NA,261,865,4,1
130046,30,1,0,gki,81,1,202,130,269,254,271,706,4,1
130046,31,1,0,gki,81,1,502,130,NA,NA,276,1207,1,1
130046,32,1,0,gki,81,1,342,130,NA,NA,278,1390,2,1
130046,33,1,0,gki,81,1,389,130,NA,NA,307,859,2,1
130046,34,1,0,gki,81,1,309,130,306,250,334,615,3,1
130046,35,1,0,gki,81,1,381,130,NA,NA,359,317,1,1
130046,36,1,0,gki,81,1,378,130,NA,NA,362,886,2,1
130046,37,1,0,gki,81,1,434,130,NA,NA,368,1453,1,1
130046,38,1,0,gki,81,1,425,130,NA,NA,343,1653,1,1
130046,39,1,0,gki,81,1,292,130,NA,NA,383,1095,3,1
130046,40,1,0,gki,81,1,237,130,NA,NA,386,1541,2,1
130046,41,1,0,gki,81,1,339,130,NA,NA,392,1257,3,1
130046,42,1,0,gki,81,1,194,130,NA,NA,4,1171,4,1
130046,43,1,0,sbi,45,5,187,130,207,200,15,945,4,1
130046,44,1,0,gki,81,1,214,130,NA,NA,17,711,4,1
130046,45,1,0,gki,81,1,245,130,269,260,394,568,3,1
130046,46,1,0,gki,81,1,386,130,NA,NA,25,304,2,1
130046,47,1,0,gki,81,1,470,130,NA,NA,25,1227,1,1
130046,48,1,0,gki,81,1,431,130,NA,NA,32,1746,1,1
130046,49,1,0,gki,81,1,269,130,359,266,55,955,3,1
130047,1,1,0,gki,133,1,495,130,NA,NA,54,821,1,1
130047,2,1,0,gki,133,1,539,130,NA,NA,33,1365,1,2
130047,3,1,0,gki,133,1,454,130,NA,NA,29,1764,1,1
130047,4,1,0,gki,133,1,426,130,NA,NA,58,1679,2,1
130047,5,1,0,gki,133,1,486,130,NA,NA,76,1752,1,1
130047,6,1,0,gki,133,1,449,130,NA,NA,95,1153,1,1
130047,7,1,0,gki,133,1,467,130,NA,NA,114,1706,1,1
130047,8,1,0,gki,133,1,447,130,NA,NA,126,1369,2,1
130047,9,1,0,gki,133,1,386,130,NA,NA,132,1635,3,1
130047,10,1,0,gki,133,1,469,130,NA,NA,158,1259,1,1
130047,11,1,0,gki,133,1,486,130,NA,NA,152,842,2,1
130047,12,1,0,gki,133,1,351,150,NA,NA,181,1590,3,1
130047,13,1,0,gki,133,1,334,140,340,284,185,1317,3,1
130047,14,1,0,gki,133,1,417,130,338,190,194,783,2,1
130047,15,1,0,gki,133,1,433,130,NA,NA,221,716,2,1
130047,16,1,0,gki,133,1,440,130,NA,NA,242,527,3,1
130047,17,1,0,gki,133,1,445,130,NA,NA,217,1532,1,1
130047,18,1,0,gki,133,1,477,130,NA,NA,243,1143,2,1
130047,19,1,0,gki,133,1,480,130,377,297,263,1581,2,1
130047,20,1,0,gki,133,1,584,130,363,177,293,740,1,1
130047,21,1,0,gki,133,1,374,130,NA,NA,312,1058,3,1
130047,22,1,0,gki,133,1,545,130,NA,NA,307,1358,1,1
130047,23,1,0,gki,133,1,497,130,NA,NA,329,1293,2,1
130047,24,1,0,gki,133,1,408,130,293,231,349,869,3,1
130047,25,1,0,gki,133,1,530,130,NA,NA,347,1610,1,1
130047,26,1,0,gki,133,1,468,130,NA,NA,370,1669,2,1
130047,27,1,0,gki,133,1,403,130,NA,NA,398,1647,2,1
130047,28,1,0,gki,133,1,480,140,NA,NA,4,1405,1,1
130047,29,1,0,stk,30,1,116,130,98,39,92,414,0,2
130048,1,1,0,gki,83,1,298,130,217,177,27,211,3,1
130048,2,1,0,ela,83,1,496,130,305,184,394,573,1,1
130048,3,3,0,ela,83,1,NA,NA,NA,NA,381,972,NA,NA
130048,4,1,0,gki,83,1,442,130,NA,NA,395,1451,1,1
130048,5,1,0,gki,83,1,422,130,NA,NA,385,1663,2,1
130048,6,1,0,gki,83,1,388,130,NA,NA,9,1592,2,1
130048,7,1,0,gki,40,5,207,130,178,158,18,576,3,1
130048,8,1,0,gki,120,5,495,130,296,177,43,891,1,1
130048,9,1,0,gki,83,1,272,130,NA,NA,63,812,3,1
130048,10,1,0,gki,120,5,565,130,296,185,85,1367,1,1
130048,11,1,0,gki,83,1,398,130,NA,NA,141,1583,2,1
130048,12,2,0,gki,83,1,NA,NA,NA,NA,153,953,NA,NA
130048,13,7,0,gki,83,1,NA,NA,NA,NA,164,884,NA,NA
130048,14,1,0,gki,83,1,422,130,287,163,175,1353,2,1
130048,15,1,0,gki,83,1,355,130,NA,NA,195,1605,3,1
130048,16,1,0,ela,83,1,431,130,308,166,210,1741,2,1
130048,17,2,0,gki,83,1,NA,NA,NA,NA,211,1561,NA,NA
130048,18,1,0,gki,83,1,438,130,NA,NA,205,904,2,1
130048,19,1,0,gki,83,1,379,130,NA,NA,185,898,2,1
130048,20,1,0,gki,83,1,433,130,NA,NA,163,871,2,1
130048,21,2,0,ela,83,1,NA,NA,NA,NA,154,316,NA,NA
130048,22,1,0,gki,40,5,200,130,215,139,185,193,4,1
130048,23,1,0,gki,83,1,443,130,314,198,285,330,2,1
130048,24,1,0,gki,83,1,326,130,272,188,273,841,2,1
130048,25,1,0,gki,83,1,440,130,NA,NA,310,1588,2,1
130048,26,1,0,gki,120,5,525,130,NA,NA,344,1533,1,1
130048,27,1,0,gki,83,1,278,130,NA,NA,361,1266,3,1
130048,28,1,0,gki,83,1,355,130,NA,NA,354,944,3,1
130050,1,1,0,rbu,111,1,390,130,272,60,302,451,2,1
130050,2,1,0,rbu,111,1,418,130,NA,NA,316,1571,1,1
130050,3,1,0,rbu,111,1,317,150,NA,NA,339,1028,3,1
130050,4,1,0,rbu,111,1,343,130,NA,NA,355,1377,2,1
130050,5,1,0,rbu,111,1,353,150,NA,NA,382,880,3,1
130050,6,1,0,rbu,111,1,242,140,NA,NA,372,516,4,1
130050,7,1,0,rbu,111,1,191,130,234,128,399,557,4,1
130050,8,1,0,rbu,111,1,278,130,256,150,9,320,3,1
130050,9,1,0,rbu,111,1,385,130,NA,NA,4,1030,3,1
130050,10,1,0,rbu,111,1,224,130,148,118,20,1118,4,1
130050,11,1,0,rbu,111,1,367,130,262,113,35,851,2,1
130050,12,1,0,rbu,111,1,337,130,NA,NA,88,958,3,1
130050,13,1,0,rbu,111,1,339,130,NA,NA,99,1766,2,1
130050,14,1,0,rbu,111,1,380,130,NA,NA,129,1377,1,1
130050,15,1,0,rbu,111,1,199,130,NA,NA,142,1042,4,1
130050,16,1,0,rbu,111,1,513,130,286,161,117,595,1,1
130050,17,1,0,rbu,111,1,338,130,NA,NA,159,1137,2,1
130050,18,1,0,rbu,111,1,486,130,282,155,169,1700,1,1
130050,19,1,0,rbu,111,1,322,130,NA,NA,191,835,3,1
130050,20,1,0,rbu,111,1,356,130,NA,NA,231,696,3,1
130050,21,1,0,rbu,111,1,403,130,NA,NA,253,1074,2,1
130050,22,1,0,rbu,111,1,338,130,NA,NA,234,1235,3,1
130050,23,1,0,rbu,111,1,479,130,NA,NA,226,1755,1,1
130050,24,1,0,rbu,111,1,324,130,NA,NA,269,1560,3,1
130051,1,1,0,gki,66,1,360,140,304,222,24,379,2,1
130051,2,1,0,gki,66,1,366,130,NA,NA,394,937,1,1
130051,3,1,0,gki,66,1,259,130,NA,NA,2,1140,3,1
130051,4,1,0,gki,66,1,473,130,NA,NA,16,1150,1,1
130051,5,1,0,gki,66,1,389,150,NA,NA,35,1283,1,1
130051,6,1,0,gki,66,1,332,130,NA,NA,61,1006,3,1
130051,7,1,0,gki,66,1,328,150,NA,NA,65,678,2,1
130051,8,1,0,gki,66,1,302,130,NA,NA,91,770,3,1
130051,9,1,0,gki,66,1,250,130,NA,NA,87,1128,3,1
130051,10,1,0,gki,66,1,230,130,NA,NA,109,984,3,1
130051,11,1,0,gki,66,1,286,130,NA,NA,125,562,3,1
130051,12,1,0,gki,66,1,202,130,234,201,144,424,4,1
130051,13,1,0,gki,66,1,275,130,NA,NA,129,1012,2,1
130051,14,1,0,gki,66,1,356,130,NA,NA,143,1334,1,1
130051,15,1,0,gki,66,1,370,130,NA,NA,142,1783,1,1
130051,16,1,0,gki,66,1,406,130,280,208,172,814,1,1
130051,17,1,0,gki,66,1,290,130,268,233,214,155,3,1
130051,18,1,0,gki,66,1,375,130,NA,NA,201,472,1,1
130051,19,1,0,gki,66,1,317,130,NA,NA,210,962,3,1
130051,20,1,0,gki,66,1,340,130,NA,NA,198,1302,2,1
130051,21,1,0,gki,66,1,374,140,NA,NA,227,1461,1,1
130051,22,1,0,gki,66,1,352,130,NA,NA,236,1015,1,1
130051,23,1,0,gki,66,1,302,150,NA,NA,242,816,2,1
130051,24,1,0,gki,66,1,221,150,260,219,269,421,3,1
130051,25,1,0,gki,66,1,379,130,276,194,298,351,1,1
130051,26,1,0,gki,66,1,294,130,NA,NA,271,694,3,1
130051,27,1,0,gki,66,1,295,150,NA,NA,292,964,3,1
130051,28,1,0,gki,66,1,410,130,NA,NA,304,1288,1,1
130051,29,1,0,gki,66,1,431,130,NA,NA,306,1530,1,1
130051,30,1,0,gki,66,1,355,130,NA,NA,324,1307,2,1
130051,31,1,0,gki,66,1,291,130,NA,NA,344,864,3,1
130051,32,1,0,gki,66,1,234,130,NA,NA,350,1148,3,1
130051,33,3,0,gki,66,1,NA,NA,NA,NA,368,1123,NA,NA
130052,1,1,0,gki,106,1,375,130,NA,NA,10,335,2,1
130052,2,1,0,gki,106,1,414,130,NA,NA,336,187,1,1
130052,3,3,0,gki,106,1,NA,NA,NA,NA,367,528,NA,NA
130052,4,1,0,gki,106,1,421,130,NA,NA,353,1446,2,1
130052,5,1,0,gki,106,1,446,130,316,199,372,1597,1,1
130052,6,1,0,gki,106,1,360,130,304,259,385,1637,3,1
130052,7,1,0,gki,106,1,385,130,305,237,395,1637,2,1
130052,8,1,0,gki,106,1,330,130,NA,NA,23,1429,3,1
130052,9,1,0,gki,106,1,395,130,NA,NA,23,1155,2,1
130052,10,1,0,gki,106,1,511,130,NA,NA,36,1323,1,1
130052,11,1,0,gki,106,1,310,130,NA,NA,47,1579,3,1
130052,12,1,0,gki,106,1,419,130,NA,NA,61,1622,1,1
130052,13,1,0,gki,106,1,382,130,NA,NA,88,1476,2,1
130052,14,1,0,gki,106,1,315,130,310,236,81,664,3,1
130052,15,1,0,gki,106,1,320,130,NA,NA,42,491,3,1
130052,16,1,0,gki,106,1,504,130,323,249,133,738,1,1
130052,17,1,0,gki,106,1,429,130,344,264,118,1228,2,1
130052,18,1,0,gki,106,1,547,130,NA,NA,158,1566,1,1
130052,19,1,0,gki,106,1,369,130,NA,NA,156,1757,3,1
130052,20,1,0,gki,106,1,428,130,NA,NA,195,1423,2,1
130052,21,1,0,gki,106,1,432,130,331,250,174,752,1,1
130052,22,1,0,gki,106,1,373,130,286,214,188,537,3,1
130052,23,1,0,gki,106,1,358,130,292,215,210,774,2,1
130052,24,1,0,gki,106,1,392,130,NA,NA,225,1328,2,1
130052,25,1,0,gki,106,1,382,130,334,237,229,1608,1,1
130052,26,1,0,gki,106,1,349,130,NA,NA,209,1757,3,1
130052,27,1,0,gki,106,1,324,130,NA,NA,238,1277,2,1
130052,28,1,0,gki,106,1,405,130,NA,NA,258,1748,2,1
130052,29,1,0,gki,106,1,340,130,316,261,275,1233,2,1
130052,30,1,0,gki,106,1,500,130,284,193,264,764,1,1
130052,31,1,0,gki,106,1,447,130,NA,NA,299,1713,1,1
130052,32,1,0,gki,106,1,387,130,NA,NA,302,1396,2,1
130056,1,1,0,rbu,172,1,573,130,373,207,301,381,1,1
130056,2,1,0,rbu,172,1,545,130,NA,NA,294,993,2,1
130056,3,1,0,rbu,172,1,629,130,394,176,354,1043,1,1
130056,4,1,0,rbu,172,1,503,130,NA,NA,384,1438,3,1
130056,5,3,0,rbu,172,1,NA,NA,NA,NA,5,1049,NA,NA
130056,6,1,0,rbu,172,1,363,130,274,166,21,965,4,1
130056,7,1,0,rbu,172,1,594,130,NA,NA,51,1426,1,1
130056,8,1,0,rbu,172,1,375,130,NA,NA,57,1676,3,1
130056,9,1,0,rbu,172,1,595,130,NA,NA,75,1041,1,1
130056,10,1,0,rbu,172,1,498,130,365,110,91,1654,2,1
130056,11,1,0,rbu,172,1,448,130,NA,NA,125,1584,3,1
130056,12,1,0,rbu,172,1,545,140,NA,NA,258,1364,2,1
130056,13,1,0,rbu,172,1,547,130,NA,NA,269,1733,2,1
130056,14,1,0,rbu,172,1,437,130,326,96,196,474,3,1
130057,1,1,0,rbu,60,1,169,150,232,208,228,416,3,1
130057,2,1,0,tei,60,1,190,130,254,233,243,626,3,1
130057,3,1,0,rbu,60,1,217,130,NA,NA,253,736,3,1
130057,4,3,0,rbu,60,1,NA,NA,NA,NA,250,905,NA,NA
130057,5,1,0,rbu,60,1,262,130,NA,NA,242,1020,2,1
130057,6,3,0,rbu,60,1,NA,NA,NA,NA,242,1101,NA,NA
130057,7,3,0,rbu,60,1,NA,NA,NA,NA,247,1129,NA,NA
130057,8,1,0,rbu,60,1,115,130,NA,NA,250,1162,4,1
130057,9,3,0,rbu,60,1,NA,NA,NA,NA,276,908,NA,NA
130057,10,3,0,rbu,60,1,NA,NA,NA,NA,301,765,NA,NA
130057,11,1,0,tei,60,1,284,130,257,84,298,724,2,1
130057,12,1,0,rbu,60,1,164,130,NA,NA,295,970,3,1
130057,13,1,0,rbu,60,1,232,130,NA,NA,292,1173,2,1
130057,14,1,0,rbu,60,1,198,130,NA,NA,310,1114,3,1
130057,15,1,0,rbu,60,1,116,130,NA,NA,307,1249,4,1
130057,16,1,0,rbu,60,1,219,130,NA,NA,310,973,3,1
130057,17,1,0,rbu,60,1,147,130,NA,NA,339,739,3,1
130057,18,1,0,rbu,60,1,113,130,NA,NA,332,904,4,1
130057,19,1,0,rbu,60,1,187,130,NA,NA,328,1217,3,1
130057,20,1,0,rbu,60,1,189,130,NA,NA,336,1194,2,1
130057,21,3,0,rbu,60,1,NA,NA,NA,NA,338,989,NA,NA
130057,22,1,0,rbu,60,1,186,130,NA,NA,341,934,2,1
130057,23,1,0,rbu,60,1,141,130,NA,NA,351,702,3,1
130057,24,1,0,rbu,60,1,223,130,NA,NA,359,809,2,1
130057,25,1,0,rbu,60,1,196,130,NA,NA,370,1004,2,1
130057,26,1,0,rbu,60,1,234,130,NA,NA,385,714,1,1
130057,27,1,0,rbu,60,1,210,140,NA,NA,366,608,2,1
130057,28,1,0,rbu,60,1,175,140,NA,NA,366,496,3,1
130057,29,1,0,rbu,60,1,473,130,294,83,30,528,1,1
130057,30,1,0,rbu,60,1,183,130,NA,NA,19,1252,3,1
130057,31,1,0,tei,60,1,358,130,246,113,33,1327,1,1
130057,32,3,0,sbi,60,1,NA,NA,NA,NA,70,1562,NA,NA
130057,33,1,0,rbu,60,1,440,130,264,200,104,1461,1,1
130057,34,3,0,rbu,60,1,NA,NA,NA,NA,89,516,NA,NA
130057,35,1,0,tei,60,1,246,130,240,144,96,500,2,1
130057,36,1,0,rbu,60,1,383,130,255,23,124,630,1,1
130057,37,3,0,rbu,60,1,NA,NA,NA,NA,161,1082,NA,NA
130057,38,1,0,rbu,60,1,130,130,NA,NA,171,1111,4,1
130057,39,3,0,rbu,60,1,NA,NA,NA,NA,178,1142,NA,NA
130057,40,3,0,rbu,60,1,NA,NA,NA,NA,181,1242,NA,NA
130057,41,1,0,rbu,60,1,312,130,247,100,179,957,1,1
130057,42,1,0,rbu,60,1,269,130,NA,NA,168,952,2,1
130057,43,1,0,rbu,60,1,267,130,NA,NA,174,776,2,1
130057,44,3,0,rbu,60,1,NA,NA,NA,NA,160,551,NA,NA
130057,45,3,0,rbu,60,1,NA,NA,NA,NA,187,538,NA,NA
130057,46,1,0,rbu,60,1,170,130,NA,NA,188,745,2,1
130057,47,3,0,rbu,60,1,NA,NA,NA,NA,203,985,NA,NA
130057,48,3,0,rbu,60,1,NA,NA,NA,NA,195,1180,NA,NA
130057,49,1,0,rbu,60,1,271,130,NA,NA,211,1216,1,1
130057,50,1,0,rbu,60,1,245,130,NA,NA,219,829,2,1
130057,51,3,0,rbu,60,1,NA,NA,NA,NA,222,884,NA,NA
130057,52,1,0,rbu,60,1,179,140,NA,NA,229,966,3,1
130057,53,3,0,rbu,60,1,NA,NA,NA,NA,228,1028,NA,NA
130057,54,1,0,rbu,60,1,138,130,NA,NA,236,1197,3,1
130059,1,2,0,sbi,71,1,NA,NA,NA,NA,17,112,NA,NA
130059,2,1,0,sbi,71,1,248,130,262,131,375,106,3,1
130059,3,1,0,gki,71,1,400,130,276,193,397,406,1,1
130059,4,1,0,gki,71,1,294,130,NA,NA,375,739,2,1
130059,5,1,0,gki,71,1,309,130,NA,NA,380,1226,2,1
130059,6,1,0,gki,71,1,288,130,NA,NA,387,1249,2,1
130059,7,2,0,gki,71,1,NA,NA,NA,NA,396,911,NA,NA
130059,8,1,0,gki,71,1,330,130,241,179,10,924,2,1
130059,9,2,0,gki,71,1,NA,NA,NA,NA,11,1230,NA,NA
130059,10,1,0,gki,71,1,335,130,244,164,42,573,2,1
130059,11,2,0,gki,71,1,NA,NA,NA,NA,62,350,NA,NA
130059,12,2,0,sbi,71,1,NA,NA,NA,NA,65,834,NA,NA
130059,13,1,0,gki,71,1,373,130,256,181,74,1010,2,1
130059,14,1,0,gki,71,1,222,130,NA,NA,74,1215,3,1
130059,15,2,0,gki,71,1,NA,NA,NA,NA,85,1050,NA,NA
130059,16,1,0,gki,71,1,346,130,257,176,95,772,2,1
130059,17,2,0,gki,71,1,NA,NA,NA,NA,133,1139,NA,NA
130059,18,1,0,gki,71,1,232,130,245,183,140,1028,2,1
130059,19,1,0,gki,71,1,243,130,NA,NA,140,745,2,1
130059,20,1,0,gki,71,1,223,130,238,188,123,691,3,1
130059,21,3,0,gki,71,1,NA,NA,NA,NA,117,319,NA,NA
130059,22,2,0,gki,71,1,NA,NA,NA,NA,133,262,NA,NA
130059,23,2,0,gki,71,1,NA,NA,NA,NA,156,615,NA,NA
130059,24,1,0,gki,71,1,291,130,233,173,171,819,2,1
130059,25,7,0,gki,71,1,NA,NA,NA,NA,193,1131,NA,NA
130059,26,1,0,gki,71,1,218,130,NA,NA,168,1234,2,1
130059,27,1,0,gki,71,1,230,130,NA,NA,190,1114,2,1
130059,28,1,0,gki,71,1,344,130,NA,NA,194,1703,1,1
130059,29,3,0,gki,71,1,NA,NA,NA,NA,228,1056,NA,NA
130059,30,1,0,gki,71,1,296,130,246,188,221,679,1,1
130059,31,1,0,gki,71,1,376,130,262,186,252,657,2,1
130059,32,1,0,gki,71,1,273,130,NA,NA,262,1178,2,1
130059,33,1,0,gki,71,1,309,130,196,156,206,442,2,1
130059,34,1,0,gki,71,1,298,130,NA,NA,303,641,2,1
130059,35,1,0,gki,71,1,350,130,NA,NA,307,863,1,1
130059,36,2,0,gki,71,1,NA,NA,NA,NA,337,428,NA,NA
130059,37,2,0,gki,71,1,NA,NA,NA,NA,334,877,NA,NA
130059,38,1,0,gki,71,1,234,130,NA,NA,344,840,2,1
130059,39,1,0,gki,71,1,211,130,NA,NA,322,1278,3,1
130059,40,1,0,gki,71,1,350,130,NA,NA,320,1675,2,1
130059,41,1,0,gki,71,1,398,130,NA,NA,340,1678,1,1
130059,42,1,0,gki,71,1,305,130,NA,NA,334,1132,2,1
130059,43,1,0,gki,71,1,301,130,NA,NA,354,1085,2,1
130060,1,1,0,gki,68,1,191,130,207,160,365,80,3,1
130060,2,1,0,gki,68,1,244,130,NA,NA,323,199,2,1
130060,3,1,0,gki,68,1,220,130,NA,NA,347,354,2,1
130060,4,3,0,gki,68,1,NA,NA,NA,NA,379,272,NA,NA
130060,5,1,0,gki,68,1,195,130,NA,NA,15,242,3,1
130060,6,1,0,gki,68,1,345,130,226,138,362,652,1,1
130060,7,1,0,gki,68,1,281,130,NA,NA,395,885,2,1
130060,8,3,0,gki,68,1,NA,NA,NA,NA,380,1127,NA,NA
130060,9,1,0,gki,68,1,377,130,NA,NA,388,1771,1,1
130060,10,1,0,gki,68,1,274,130,NA,NA,395,1217,2,1
130060,11,1,0,gki,68,1,186,130,217,180,15,971,3,1
130060,12,1,0,gki,68,1,146,130,NA,NA,20,949,3,1
130060,13,1,0,gki,68,1,316,130,NA,NA,25,689,1,1
130060,14,1,0,gki,68,1,219,130,224,171,31,1111,2,1
130060,15,1,0,gki,68,1,221,130,NA,NA,31,1202,3,1
130060,16,3,0,gki,68,1,NA,NA,NA,NA,42,1235,NA,NA
130060,17,1,0,gki,68,1,279,130,NA,NA,47,1083,2,1
130060,18,1,0,gki,68,1,181,130,NA,NA,53,1146,4,1
130060,19,3,0,gki,68,1,NA,NA,NA,NA,48,788,NA,NA
130060,20,1,0,gki,68,1,155,130,NA,NA,53,833,3,1
130060,21,3,0,gki,68,1,NA,NA,NA,NA,69,1019,NA,NA
130060,22,1,0,gki,68,1,227,130,NA,NA,74,1138,2,1
130060,23,1,0,gki,68,1,328,130,244,166,85,1011,1,1
130060,24,1,0,gki,68,1,161,130,NA,NA,74,440,3,1
130060,25,3,0,gki,68,1,NA,NA,NA,NA,100,649,NA,NA
130060,26,1,0,gki,68,1,293,130,232,175,123,462,2,1
130060,27,1,0,gki,68,1,178,130,195,148,125,152,3,1
130060,28,1,0,gki,68,1,211,130,NA,NA,203,191,3,1
130060,29,1,0,gki,68,1,177,130,NA,NA,159,448,3,1
130060,30,1,0,gki,68,1,250,130,NA,NA,134,818,2,1
130060,31,1,0,gki,68,1,273,130,212,165,122,1182,3,1
130060,32,1,0,gki,68,1,142,130,NA,NA,129,1083,4,1
130060,33,3,0,gki,68,1,NA,NA,NA,NA,137,1059,NA,NA
130060,34,1,0,gki,68,1,230,130,NA,NA,151,911,2,1
130060,35,1,0,gki,68,1,312,130,225,156,168,735,1,1
130060,36,1,0,gki,68,1,302,130,NA,NA,171,925,2,1
130060,37,1,0,gki,68,1,333,130,NA,NA,159,1564,1,1
130060,38,1,0,gki,68,1,211,130,NA,NA,177,531,3,1
130060,39,1,0,gki,68,1,328,130,228,174,182,641,1,1
130060,40,1,0,gki,68,1,131,130,NA,NA,203,1084,4,1
130060,41,1,0,gki,68,1,150,130,NA,NA,199,1138,3,1
130060,42,1,0,gki,68,1,128,130,NA,NA,198,1196,4,1
130060,43,1,0,gki,68,1,193,130,NA,NA,216,1243,2,1
130060,44,3,0,gki,68,1,NA,NA,NA,NA,221,1187,NA,NA
130060,45,1,0,gki,68,1,148,130,NA,NA,226,1107,3,1
130060,46,1,0,gki,68,1,165,130,NA,NA,231,1210,3,1
130060,47,3,0,gki,68,1,NA,NA,NA,NA,229,915,NA,NA
130060,48,3,0,gki,68,1,NA,NA,NA,NA,220,810,NA,NA
130060,49,3,0,gki,68,1,NA,NA,NA,NA,223,782,NA,NA
130060,50,1,0,gki,68,1,220,130,219,161,240,975,2,1
130060,51,1,0,gki,68,1,208,130,NA,NA,245,807,3,1
130060,52,1,0,gki,68,1,196,130,NA,NA,246,955,3,1
130060,53,1,0,gki,68,1,291,130,221,158,254,1182,1,1
130060,54,1,0,gki,68,1,197,130,NA,NA,260,1035,3,1
130060,55,1,0,gki,68,1,145,130,NA,NA,275,1163,3,1
130060,56,1,0,gki,68,1,166,130,174,120,278,583,3,1
130060,57,3,0,gki,68,1,NA,NA,NA,NA,289,759,NA,NA
130060,58,1,0,gki,68,1,281,130,212,132,304,1005,1,1
130060,59,3,0,gki,68,1,NA,NA,NA,NA,309,1201,NA,NA
130060,60,3,0,gki,68,1,NA,NA,NA,NA,296,1246,NA,NA
130060,61,1,0,gki,68,1,240,130,NA,NA,313,1079,3,1
130060,62,3,0,gki,68,1,NA,NA,NA,NA,323,780,NA,NA
