bund_nr,ort,bover_1,bover_2,bover_3,bover_4,auswirkung,richtungskorr,entfkorr
50103,7,,,,,0,-9,-2
50103,3,,,,,0,-9,-2
50103,1,,,,,0,-9,-2
50103,8,,,,,0,-9,-2
50103,2,,,,,0,-9,-2
50103,6,,,,,0,-9,-2
50103,5,,,,,0,-9,-2
50104,4,,,,,0,-9,-2
50104,6,,,,,0,-9,-2
50104,5,,,,,0,-9,-2
50104,3,,,,,0,-9,-2
50104,1,,,,,0,-9,-2
50104,2,,,,,0,-9,-2
50104,7,,,,,0,-9,-2
50104,8,,,,,0,-9,-2
50105,7,,,,,0,-9,-2
50105,2,,,,,0,-9,-2
50105,3,,,,,0,-9,-2
50105,8,,,,,0,-9,-2
50105,6,,,,,0,-9,-2
50105,1,,,,,0,-9,-2
50105,4,,,,,0,-9,-2
50105,5,,,,,0,-9,-2
50106,8,,,,,0,-9,-2
50106,1,,,,,0,-9,-2
50106,3,,,,,0,-9,-2
50106,7,,,,,0,-9,-2
50106,6,,,,,0,-9,-2
50106,2,,,,,0,-9,-2
50106,4,,,,,0,-9,-2
50106,5,,,,,0,-9,-2
50107,6,,,,,0,-9,-2
50107,8,,,,,0,-9,-2
50107,7,,,,,0,-9,-2
50107,4,,,,,0,-9,-2
50107,1,,,,,0,-9,-2
50107,5,,,,,0,-9,-2
50107,2,,,,,0,-9,-2
50107,3,,,,,0,-9,-2
50108,7,,,,,0,-9,-2
50108,5,,,,,0,-9,-2
50108,4,,,,,0,-9,-2
50108,1,,,,,0,-9,-2
50108,8,,,,,0,-9,-2
50108,2,,,,,0,-9,-2
50108,6,,,,,0,-9,-2
50108,3,,,,,0,-9,-2
50109,5,,,,,0,-9,-2
50109,8,,,,,0,-9,-2
50109,7,,,,,0,-9,-2
50109,4,,,,,0,-9,-2
50109,1,,,,,0,-9,-2
50109,6,,,,,0,-9,-2
50109,2,,,,,0,-9,-2
50109,3,,,,,0,-9,-2
50110,2,,,,,0,-9,-2
50110,3,,,,,0,-9,-2
50110,7,,,,,0,-9,-2
50110,6,,,,,0,-9,-2
50110,1,,,,,0,-9,-2
50110,8,,,,,0,-9,-2
50110,4,,,,,0,-9,-2
50110,5,,,,,0,-9,-2
50111,2,,,,,0,-9,-2
50111,7,,,,,0,-9,-2
50111,8,,,,,0,-9,-2
50111,6,,,,,0,-9,-2
50111,5,,,,,0,-9,-2
50111,4,,,,,0,-9,-2
50111,1,,,,,0,-9,-2
50111,3,,,,,0,-9,-2
50112,2,,,,,0,-9,-2
50112,5,,,,,0,-9,-2
50112,4,,,,,0,-9,-2
50112,6,,,,,0,-9,-2
50112,8,,,,,0,-9,-2
50112,1,,,,,0,-9,-2
50112,7,,,,,0,-9,-2
50112,3,,,,,0,-9,-2
50113,3,,,,,0,-9,-2
50113,8,,,,,0,-9,-2
50113,6,,,,,0,-9,-2
50113,2,,,,,0,-9,-2
50113,4,,,,,0,-9,-2
50113,7,,,,,0,-9,-2
50113,1,,,,,0,-9,-2
50113,5,,,,,0,-9,-2
50114,2,,,,,0,-9,-2
50114,3,,,,,0,-9,-2
50114,5,,,,,0,-9,-2
50114,4,,,,,0,-9,-2
50114,7,,,,,0,-9,-2
50114,1,,,,,0,-9,-2
50114,6,,,,,0,-9,-2
50114,8,,,,,0,-9,-2
50115,8,,,,,0,-9,-2
50115,1,,,,,0,-9,-2
50115,3,,,,,0,-9,-2
50115,6,,,,,0,-9,-2
50115,7,,,,,0,-9,-2
50115,2,,,,,0,-9,-2
50115,4,,,,,0,-9,-2
50115,5,,,,,0,-9,-2
50116,4,,,,,0,-9,-2
50116,2,,,,,0,-9,-2
50116,3,,,,,0,-9,-2
50116,7,,,,,0,-9,-2
50116,1,,,,,0,-9,-2
50116,5,,,,,0,-9,-2
50116,6,,,,,0,-9,-2
50116,8,,,,,0,-9,-2
50117,8,,,,,0,-9,-2
50117,6,,,,,0,-9,-2
50117,2,,,,,0,-9,-2
50117,1,,,,,0,-9,-2
50117,7,,,,,0,-9,-2
50117,4,,,,,0,-9,-2
50117,5,,,,,0,-9,-2
50117,3,,,,,0,-9,-2
50118,2,,,,,0,-9,-2
50118,7,,,,,0,-9,-2
50118,8,,,,,0,-9,-2
50118,3,,,,,0,-9,-2
50118,1,,,,,0,-9,-2
50118,4,,,,,0,-9,-2
50118,6,,,,,0,-9,-2
50118,5,,,,,0,-9,-2
50119,1,,,,,0,-9,-2
50119,5,,,,,0,-9,-2
50119,7,,,,,0,-9,-2
50119,4,,,,,0,-9,-2
50119,6,,,,,0,-9,-2
50119,8,,,,,0,-9,-2
50119,2,,,,,0,-9,-2
50119,3,,,,,0,-9,-2
50120,1,,,,,0,-9,-2
50120,8,,,,,0,-9,-2
50120,3,,,,,0,-9,-2
50120,7,,,,,0,-9,-2
50120,6,,,,,0,-9,-2
50120,4,,,,,0,-9,-2
50120,2,,,,,0,-9,-2
50120,5,,,,,0,-9,-2
50121,2,,,,,0,-9,-2
50121,8,,,,,0,-9,-2
50121,6,,,,,0,-9,-2
50121,1,,,,,0,-9,-2
50121,7,,,,,0,-9,-2
50121,4,,,,,0,-9,-2
50121,5,,,,,0,-9,-2
50121,3,,,,,0,-9,-2
50122,8,,,,,0,-9,-2
50122,6,,,,,0,-9,-2
50122,1,,,,,0,-9,-2
50122,2,,,,,0,-9,-2
50122,4,,,,,0,-9,-2
50122,7,,,,,0,-9,-2
50122,5,,,,,0,-9,-2
50122,3,,,,,0,-9,-2
50123,5,39,,,,0,-9,-2
50123,4,39,,,,0,-9,-2
50123,2,39,,,,0,-9,-2
50123,8,39,,,,0,-9,-2
50123,3,49,,,,1,-9,1
50123,1,39,,,,0,-9,-2
50123,7,39,,,,0,-9,-2
50123,6,39,,,,0,-9,-2
50124,3,,,,,0,-9,-2
50124,1,,,,,0,-9,-2
50124,7,,,,,0,-9,-2
50124,5,,,,,0,-9,-2
50124,8,19,,,,1,-9,2
50124,6,19,,,,1,-9,2
50124,4,44,,,,1,-9,2
50124,2,37,,,,1,-9,4
50125,7,,,,,0,-9,-2
50125,1,,,,,0,-9,-2
50125,3,,,,,0,-9,-2
50125,5,,,,,0,-9,-2
50125,8,,,,,0,-9,-2
50125,4,,,,,0,-9,-2
50125,2,,,,,0,-9,-2
50125,6,,,,,0,-9,-2
50126,4,,,,,0,-9,-2
50126,2,,,,,0,-9,-2
50126,1,,,,,0,-9,-2
50126,6,,,,,0,-9,-2
50126,3,,,,,0,-9,-2
50126,8,,,,,0,-9,-2
50126,7,,,,,0,-9,-2
50126,5,,,,,0,-9,-2
50127,8,,,,,0,-9,-2
50127,3,49,,,,0,-9,-2
50127,4,49,,,,0,-9,-2
50127,7,,,,,0,-9,-2
50127,5,,,,,0,-9,-2
50127,2,,,,,0,-9,-2
50127,6,,,,,0,-9,-2
50127,1,,,,,0,-9,-2
50128,5,,,,,0,-9,-2
50128,1,,,,,0,-9,-2
50128,6,,,,,0,-9,-2
50128,2,,,,,0,-9,-2
50128,7,,,,,0,-9,-2
50128,4,,,,,0,-9,-2
50128,8,,,,,0,-9,-2
50128,3,,,,,0,-9,-2
50129,6,,,,,0,-9,-2
50129,5,,,,,0,-9,-2
50129,4,,,,,0,-9,-2
50129,2,,,,,0,-9,-2
50129,3,,,,,0,-9,-2
50129,1,,,,,0,-9,-2
50129,7,,,,,0,-9,-2
50129,8,,,,,0,-9,-2
50130,4,,,,,0,-9,-2
50130,7,,,,,0,-9,-2
50130,8,,,,,0,-9,-2
50130,3,,,,,0,-9,-2
50130,6,,,,,0,-9,-2
50130,5,,,,,0,-9,-2
50130,1,,,,,0,-9,-2
50130,2,,,,,0,-9,-2
50131,3,,,,,0,-9,-2
50131,8,,,,,0,-9,-2
50131,4,,,,,0,-9,-2
50131,5,,,,,0,-9,-2
50131,2,,,,,0,-9,-2
50131,7,,,,,0,-9,-2
50131,1,,,,,0,-9,-2
50131,6,,,,,0,-9,-2
50132,7,,,,,0,-9,-2
50132,8,,,,,0,-9,-2
50132,2,,,,,0,-9,-2
50132,6,,,,,0,-9,-2
50132,3,,,,,0,-9,-2
50132,1,,,,,0,-9,-2
50132,4,,,,,0,-9,-2
50132,5,,,,,0,-9,-2
50133,4,,,,,0,-9,-2
50133,5,,,,,0,-9,-2
50133,2,,,,,0,-9,-2
50133,3,,,,,0,-9,-2
50133,8,11,,,,1,-9,4
50133,6,49,,,,0,-9,-2
50133,1,11,,,,1,-9,4
50133,7,,,,,0,-9,-2
50134,8,,,,,0,-9,-2
50134,5,,,,,0,-9,-2
50134,2,,,,,0,-9,-2
50134,6,,,,,0,-9,-2
50134,4,,,,,0,-9,-2
50134,3,,,,,0,-9,-2
50134,1,,,,,0,-9,-2
50134,7,,,,,0,-9,-2
50135,6,,,,,0,-9,-2
50135,7,,,,,0,-9,-2
50135,3,,,,,0,-9,-2
50135,5,,,,,0,-9,-2
50135,2,,,,,0,-9,-2
50135,8,,,,,0,-9,-2
50135,4,,,,,0,-9,-2
50135,1,,,,,0,-9,-2
50136,5,,,,,0,-9,-2
50136,8,,,,,0,-9,-2
50136,3,,,,,0,-9,-2
50136,6,,,,,0,-9,-2
50136,4,,,,,0,-9,-2
50136,1,,,,,0,-9,-2
50136,2,,,,,0,-9,-2
50136,7,,,,,0,-9,-2
50137,3,,,,,0,-9,-2
50137,6,,,,,0,-9,-2
50137,1,44,,,,0,-9,-2
50137,2,44,,,,0,-9,-2
50137,4,11,,,,0,-9,-2
50137,8,,,,,0,-9,-2
50137,7,,,,,0,-9,-2
50137,5,,,,,0,-9,-2
50138,3,,,,,0,-9,-2
50138,6,,,,,0,-9,-2
50138,5,,,,,0,-9,-2
50138,8,,,,,0,-9,-2
50138,1,,,,,0,-9,-2
50138,7,,,,,0,-9,-2
50138,2,,,,,0,-9,-2
50138,4,,,,,0,-9,-2
50139,2,,,,,0,-9,-2
50139,3,,,,,0,-9,-2
50139,7,,,,,0,-9,-2
50139,4,,,,,0,-9,-2
50139,6,,,,,0,-9,-2
50139,8,,,,,0,-9,-2
50139,1,,,,,0,-9,-2
50139,5,,,,,0,-9,-2
50140,2,,,,,0,-9,-2
50140,7,35,,,,1,-9,1
50140,8,,,,,0,-9,-2
50140,5,19,,,,1,-9,1
50140,3,42,,,,1,-9,1
50140,1,49,,,,1,-9,1
50140,6,,,,,0,-9,-2
50140,4,,,,,0,-9,-2
50141,8,,,,,0,-9,-2
50141,6,,,,,0,-9,-2
50141,4,,,,,0,-9,-2
50141,1,,,,,0,-9,-2
50141,2,,,,,0,-9,-2
50141,5,,,,,0,-9,-2
50141,7,,,,,0,-9,-2
50141,3,,,,,0,-9,-2
50142,5,,,,,0,-9,-2
50142,1,,,,,0,-9,-2
50142,2,,,,,0,-9,-2
50142,6,,,,,0,-9,-2
50142,4,,,,,0,-9,-2
50142,8,,,,,0,-9,-2
50142,3,,,,,0,-9,-2
50142,7,,,,,0,-9,-2
50143,2,,,,,0,-9,-2
50143,3,,,,,0,-9,-2
50143,1,,,,,0,-9,-2
50143,6,,,,,0,-9,-2
50143,8,,,,,0,-9,-2
50143,4,,,,,0,-9,-2
50143,7,,,,,0,-9,-2
50143,5,,,,,0,-9,-2
50144,5,,,,,0,-9,-2
50144,4,,,,,0,-9,-2
50144,7,,,,,0,-9,-2
50144,6,,,,,0,-9,-2
50144,1,,,,,0,-9,-2
50144,2,,,,,0,-9,-2
50144,3,,,,,0,-9,-2
50144,8,,,,,0,-9,-2
50145,6,,,,,0,-9,-2
50145,5,,,,,0,-9,-2
50145,3,,,,,0,-9,-2
50145,7,,,,,0,-9,-2
50145,1,,,,,0,-9,-2
50145,2,,,,,0,-9,-2
50145,8,,,,,0,-9,-2
50145,4,,,,,0,-9,-2
50146,1,,,,,0,-9,-2
50146,7,,,,,0,-9,-2
50146,6,,,,,0,-9,-2
50146,4,,,,,0,-9,-2
50146,2,,,,,0,-9,-2
50146,3,,,,,0,-9,-2
50146,8,,,,,0,-9,-2
50146,5,,,,,0,-9,-2
51025,3,,,,,0,-9,-9
51025,4,,,,,0,-9,-9
51025,6,,,,,0,-9,-9
51025,2,,,,,0,-9,-9
51025,7,,,,,0,-9,-9
51025,8,,,,,0,-9,-9
51025,5,,,,,0,-9,-9
51025,1,,,,,0,-9,-9
