"";"plot_ID";"e_ID";"e_form";"X";"Y";"CCS_r_m";"stand"
"1";50005;1;1;2517016,1865509;5679016,12032654;17,84;"B"
"2";50005;1;1;2517016,11327061;5679015,18921222;17,84;"B"
"3";50005;1;1;2517015,99136;5679014,26320914;17,84;"B"
"4";50005;1;1;2517015,8211532;5679013,34485544;17,84;"B"
"5";50005;1;1;2517015,60311674;5679012,43666823;17,84;"B"
"6";50005;1;1;2517015,33784825;5679011,54113682;17,84;"B"
"7";50005;1;1;2517015,02607481;5679010,66071578;17,84;"B"
"8";50005;1;1;2517014,66865096;5679009,79781829;17,84;"B"
"9";50005;1;1;2517014,26655639;5679008,95480948;17,84;"B"
"10";50005;1;1;2517013,8208932;5679008,134;17,84;"B"
"11";50005;1;1;2517013,33288293;5679007,33763961;17,84;"B"
"12";50005;1;1;2517012,80386318;5679006,5679111;17,84;"B"
"13";50005;1;1;2517012,23528395;5679005,82692422;17,84;"B"
"14";50005;1;1;2517011,62870369;5679005,11670998;17,84;"B"
"15";50005;1;1;2517010,98578498;5679004,43921502;17,84;"B"
"16";50005;1;1;2517010,30829002;5679003,79629631;17,84;"B"
"17";50005;1;1;2517009,59807578;5679003,18971605;17,84;"B"
"18";50005;1;1;2517008,8570889;5679002,62113682;17,84;"B"
"19";50005;1;1;2517008,08736038;5679002,09211707;17,84;"B"
"20";50005;1;1;2517007,291;5679001,6041068;17,84;"B"
"21";50005;1;1;2517006,47019052;5679001,15844361;17,84;"B"
"22";50005;1;1;2517005,62718171;5679000,75634904;17,84;"B"
"23";50005;1;1;2517004,76428422;5679000,39892519;17,84;"B"
"24";50005;1;1;2517003,88386318;5679000,08715175;17,84;"B"
"25";50005;1;1;2517002,98833176;5678999,82188326;17,84;"B"
"26";50005;1;1;2517002,08014456;5678999,6038468;17,84;"B"
"27";50005;1;1;2517001,16179086;5678999,43364;17,84;"B"
"28";50005;1;1;2517000,23578778;5678999,31172939;17,84;"B"
"29";50005;1;1;2516999,30467346;5678999,2384491;17,84;"B"
"30";50005;1;1;2516998,371;5678999,214;17,84;"B"
"31";50005;1;1;2516997,43732654;5678999,2384491;17,84;"B"
"32";50005;1;1;2516996,50621221;5678999,31172939;17,84;"B"
"33";50005;1;1;2516995,58020914;5678999,43364;17,84;"B"
"34";50005;1;1;2516994,66185544;5678999,6038468;17,84;"B"
"35";50005;1;1;2516993,75366824;5678999,82188326;17,84;"B"
"36";50005;1;1;2516992,85813682;5679000,08715175;17,84;"B"
"37";50005;1;1;2516991,97771578;5679000,39892519;17,84;"B"
"38";50005;1;1;2516991,11481829;5679000,75634904;17,84;"B"
"39";50005;1;1;2516990,27180948;5679001,15844361;17,84;"B"
"40";50005;1;1;2516989,451;5679001,6041068;17,84;"B"
"41";50005;1;1;2516988,65463962;5679002,09211707;17,84;"B"
"42";50005;1;1;2516987,8849111;5679002,62113682;17,84;"B"
"43";50005;1;1;2516987,14392422;5679003,18971605;17,84;"B"
"44";50005;1;1;2516986,43370998;5679003,79629631;17,84;"B"
"45";50005;1;1;2516985,75621502;5679004,43921502;17,84;"B"
"46";50005;1;1;2516985,11329631;5679005,11670998;17,84;"B"
"47";50005;1;1;2516984,50671605;5679005,82692422;17,84;"B"
"48";50005;1;1;2516983,93813682;5679006,5679111;17,84;"B"
"49";50005;1;1;2516983,40911707;5679007,33763961;17,84;"B"
"50";50005;1;1;2516982,9211068;5679008,134;17,84;"B"
"51";50005;1;1;2516982,47544361;5679008,95480948;17,84;"B"
"52";50005;1;1;2516982,07334904;5679009,79781829;17,84;"B"
"53";50005;1;1;2516981,71592519;5679010,66071578;17,84;"B"
"54";50005;1;1;2516981,47128057;5679011,35157088;17,84;"B"
"55";50005;1;1;2517015,65255975;5679021,46538681;17,84;"B"
"56";50005;1;1;2517015,8211532;5679020,76314456;17,84;"B"
"57";50005;1;1;2517015,99136;5679019,84479086;17,84;"B"
"58";50005;1;1;2517016,11327061;5679018,91878778;17,84;"B"
"59";50005;1;1;2517016,1865509;5679017,98767346;17,84;"B"
"60";50005;1;1;2517016,211;5679017,054;17,84;"B"
"61";50005;1;1;2517016,1865509;5679016,12032654;17,84;"B"
"62";50006;1;1;2517056,0205509;5687009,46932654;17,84;"warning"
"63";50006;1;1;2517055,94727061;5687008,53821222;17,84;"warning"
"64";50006;1;1;2517055,82536;5687007,61220914;17,84;"warning"
"65";50006;1;1;2517055,6551532;5687006,69385544;17,84;"warning"
"66";50006;1;1;2517055,43711674;5687005,78566824;17,84;"warning"
"67";50006;1;1;2517055,17184825;5687004,89013682;17,84;"warning"
"68";50006;1;1;2517054,86007481;5687004,00971578;17,84;"warning"
"69";50006;1;1;2517054,50265096;5687003,14681829;17,84;"warning"
"70";50006;1;1;2517054,10055639;5687002,30380948;17,84;"warning"
"71";50006;1;1;2517053,6548932;5687001,483;17,84;"warning"
"72";50006;1;1;2517053,16688293;5687000,68663962;17,84;"warning"
"73";50006;1;1;2517052,63786318;5686999,9169111;17,84;"warning"
"74";50006;1;1;2517052,06928395;5686999,17592422;17,84;"warning"
"75";50006;1;1;2517051,46270369;5686998,46570998;17,84;"warning"
"76";50006;1;1;2517050,81978498;5686997,78821502;17,84;"warning"
"77";50006;1;1;2517050,14229002;5686997,14529631;17,84;"warning"
"78";50006;1;1;2517049,43207578;5686996,53871605;17,84;"warning"
"79";50006;1;1;2517048,6910889;5686995,97013682;17,84;"warning"
"80";50006;1;1;2517047,92136038;5686995,44111707;17,84;"warning"
"81";50006;1;1;2517047,125;5686994,9531068;17,84;"warning"
"82";50006;1;1;2517046,30419052;5686994,50744361;17,84;"warning"
"83";50006;1;1;2517045,46118171;5686994,10534904;17,84;"warning"
"84";50006;1;1;2517044,59828422;5686993,74792519;17,84;"warning"
"85";50006;1;1;2517043,71786318;5686993,43615175;17,84;"warning"
"86";50006;1;1;2517042,82233176;5686993,17088326;17,84;"warning"
"87";50006;1;1;2517041,91414456;5686992,9528468;17,84;"warning"
"88";50006;1;1;2517040,99579086;5686992,78264;17,84;"warning"
"89";50006;1;1;2517040,06978778;5686992,66072939;17,84;"warning"
"90";50006;1;1;2517039,13867346;5686992,5874491;17,84;"warning"
"91";50006;1;1;2517038,205;5686992,563;17,84;"warning"
"92";50006;1;1;2517037,27132654;5686992,5874491;17,84;"warning"
"93";50006;1;1;2517036,34021222;5686992,66072939;17,84;"warning"
"94";50006;1;1;2517035,41420914;5686992,78264;17,84;"warning"
"95";50006;1;1;2517034,49585544;5686992,9528468;17,84;"warning"
"96";50006;1;1;2517033,58766824;5686993,17088326;17,84;"warning"
"97";50006;1;1;2517032,69213682;5686993,43615175;17,84;"warning"
"98";50006;1;1;2517031,81171578;5686993,74792519;17,84;"warning"
"99";50006;1;1;2517030,94881829;5686994,10534904;17,84;"warning"
"100";50006;1;1;2517030,10580948;5686994,50744361;17,84;"warning"
"101";50006;1;1;2517029,285;5686994,9531068;17,84;"warning"
"102";50006;1;1;2517028,48863962;5686995,44111707;17,84;"warning"
"103";50006;1;1;2517027,7189111;5686995,97013682;17,84;"warning"
"104";50006;1;1;2517026,97792422;5686996,53871605;17,84;"warning"
"105";50006;1;1;2517026,54140824;5686996,91153591;17,84;"warning"
"106";50006;1;1;2517055,59385152;5687014,36748441;17,84;"warning"
"107";50006;1;1;2517055,6551532;5687014,11214456;17,84;"warning"
"108";50006;1;1;2517055,82536;5687013,19379086;17,84;"warning"
"109";50006;1;1;2517055,94727061;5687012,26778778;17,84;"warning"
"110";50006;1;1;2517056,0205509;5687011,33667346;17,84;"warning"
"111";50006;1;1;2517056,045;5687010,403;17,84;"warning"
"112";50006;1;1;2517056,0205509;5687009,46932654;17,84;"warning"
"113";50007;1;1;2516872,45479086;5710956,49436;17,84;"no forest"
"114";50007;1;1;2516873,37314456;5710956,3241532;17,84;"no forest"
"115";50007;1;1;2516874,28133176;5710956,10611674;17,84;"no forest"
"116";50007;1;1;2516875,17686318;5710955,84084825;17,84;"no forest"
"117";50007;1;1;2516876,05728422;5710955,52907481;17,84;"no forest"
"118";50007;1;1;2516876,92018171;5710955,17165096;17,84;"no forest"
"119";50007;1;1;2516877,76319052;5710954,76955639;17,84;"no forest"
"120";50007;1;1;2516878,584;5710954,3238932;17,84;"no forest"
"121";50007;1;1;2516879,38036038;5710953,83588293;17,84;"no forest"
"122";50007;1;1;2516880,1500889;5710953,30686318;17,84;"no forest"
"123";50007;1;1;2516880,89107578;5710952,73828395;17,84;"no forest"
"124";50007;1;1;2516881,60129002;5710952,13170369;17,84;"no forest"
"125";50007;1;1;2516882,27878498;5710951,48878498;17,84;"no forest"
"126";50007;1;1;2516882,92170369;5710950,81129002;17,84;"no forest"
"127";50007;1;1;2516883,52828395;5710950,10107578;17,84;"no forest"
"128";50007;1;1;2516884,09686318;5710949,3600889;17,84;"no forest"
"129";50007;1;1;2516884,62588293;5710948,59036038;17,84;"no forest"
"130";50007;1;1;2516885,1138932;5710947,794;17,84;"no forest"
"131";50007;1;1;2516885,55955639;5710946,97319052;17,84;"no forest"
"132";50007;1;1;2516885,96165096;5710946,13018171;17,84;"no forest"
"133";50007;1;1;2516885,96561766;5710946,12060525;17,84;"no forest"
"134";50007;1;1;2516871,8855615;5710956,56930046;17,84;"no forest"
"135";50007;1;1;2516872,45479086;5710956,49436;17,84;"no forest"
"136";50010;1;2;2524747,57329631;5614861,19770998;17,84;"B"
"137";50010;1;2;2524746,96671605;5614861,90792422;17,84;"B"
"138";50010;1;2;2524746,39813682;5614862,6489111;17,84;"B"
"139";50010;1;2;2524745,86911707;5614863,41863962;17,84;"B"
"140";50010;1;2;2524745,3811068;5614864,215;17,84;"B"
"141";50010;1;2;2524744,93544361;5614865,03580948;17,84;"B"
"142";50010;1;2;2524744,53334904;5614865,87881829;17,84;"B"
"143";50010;1;2;2524744,17592519;5614866,74171578;17,84;"B"
"144";50010;1;2;2524743,86415175;5614867,62213682;17,84;"B"
"145";50010;1;2;2524743,59888326;5614868,51766824;17,84;"B"
"146";50010;1;2;2524743,3808468;5614869,42585544;17,84;"B"
"147";50010;1;2;2524743,21064;5614870,34420914;17,84;"B"
"148";50010;1;2;2524743,08872939;5614871,27021222;17,84;"B"
"149";50010;1;2;2524743,0154491;5614872,20132654;17,84;"B"
"150";50010;1;2;2524742,991;5614873,135;17,84;"B"
"151";50010;1;2;2524743,0154491;5614874,06867346;17,84;"B"
"152";50010;1;2;2524743,08872939;5614874,99978778;17,84;"B"
"153";50010;1;2;2524743,21064;5614875,92579086;17,84;"B"
"154";50010;1;2;2524743,3808468;5614876,84414456;17,84;"B"
"155";50010;1;2;2524743,59888326;5614877,75233176;17,84;"B"
"156";50010;1;2;2524743,86415175;5614878,64786318;17,84;"B"
"157";50010;1;2;2524744,17592519;5614879,52828422;17,84;"B"
"158";50010;1;2;2524744,53334904;5614880,39118171;17,84;"B"
"159";50010;1;2;2524744,93544361;5614881,23419052;17,84;"B"
"160";50010;1;2;2524745,3811068;5614882,055;17,84;"B"
"161";50010;1;2;2524745,86911707;5614882,85136038;17,84;"B"
"162";50010;1;2;2524746,39813682;5614883,6210889;17,84;"B"
"163";50010;1;2;2524746,96671605;5614884,36207578;17,84;"B"
"164";50010;1;2;2524747,48631375;5614884,97044652;17,84;"B"
"165";50010;1;2;2524752,12611712;5614885,11669913;17,84;"B"
"166";50010;1;2;2524747,97868966;5614860,77051453;17,84;"B"
"167";50010;1;2;2524747,57329631;5614861,19770998;17,84;"B"
"168";50013;1;1;2525018,22170998;5679083,94770369;17,84;"no forest"
"169";50013;1;1;2525018,93192422;5679084,55428395;17,84;"no forest"
"170";50013;1;1;2525019,6729111;5679085,12286318;17,84;"no forest"
"171";50013;1;1;2525020,44263962;5679085,65188293;17,84;"no forest"
"172";50013;1;1;2525021,239;5679086,1398932;17,84;"no forest"
"173";50013;1;1;2525022,05980948;5679086,58555639;17,84;"no forest"
"174";50013;1;1;2525022,90281829;5679086,98765096;17,84;"no forest"
"175";50013;1;1;2525023,76571578;5679087,34507481;17,84;"no forest"
"176";50013;1;1;2525024,64613682;5679087,65684825;17,84;"no forest"
"177";50013;1;1;2525025,54166824;5679087,92211674;17,84;"no forest"
"178";50013;1;1;2525026,44985544;5679088,1401532;17,84;"no forest"
"179";50013;1;1;2525027,36820914;5679088,31036;17,84;"no forest"
"180";50013;1;1;2525028,29421222;5679088,43227061;17,84;"no forest"
"181";50013;1;1;2525029,22532654;5679088,5055509;17,84;"no forest"
"182";50013;1;1;2525030,159;5679088,53;17,84;"no forest"
"183";50013;1;1;2525031,09267346;5679088,5055509;17,84;"no forest"
"184";50013;1;1;2525032,02378778;5679088,43227061;17,84;"no forest"
"185";50013;1;1;2525032,94979086;5679088,31036;17,84;"no forest"
"186";50013;1;1;2525033,86814456;5679088,1401532;17,84;"no forest"
"187";50013;1;1;2525034,77633176;5679087,92211674;17,84;"no forest"
"188";50013;1;1;2525035,35463631;5679087,75081513;17,84;"no forest"
"189";50013;1;1;2525017,80880313;5679083,55586972;17,84;"no forest"
"190";50013;1;1;2525018,22170998;5679083,94770369;17,84;"no forest"
"191";50014;1;1;2525000,58485899;5727063,39351919;17,84;"no forest"
"192";50014;1;1;2524972,47760219;5727124,42135513;17,84;"no forest"
"193";50014;1;1;2524954,44521977;5727014,55144372;17,84;"no forest"
"194";50014;1;1;2525000,58485899;5727063,39351919;17,84;"no forest"
"195";50023;1;2;2556890,86371605;5598920,86707578;17,84;"warning"
"196";50023;1;2;2556891,47029631;5598921,57729002;17,84;"warning"
"197";50023;1;2;2556892,11321502;5598922,25478498;17,84;"warning"
"198";50023;1;2;2556892,79070998;5598922,89770369;17,84;"warning"
"199";50023;1;2;2556893,50092422;5598923,50428395;17,84;"warning"
"200";50023;1;2;2556894,2419111;5598924,07286318;17,84;"warning"
"201";50023;1;2;2556895,01163962;5598924,60188293;17,84;"warning"
"202";50023;1;2;2556895,808;5598925,0898932;17,84;"warning"
"203";50023;1;2;2556896,62880948;5598925,53555639;17,84;"warning"
"204";50023;1;2;2556897,47181829;5598925,93765096;17,84;"warning"
"205";50023;1;2;2556898,33471578;5598926,29507481;17,84;"warning"
"206";50023;1;2;2556899,21513682;5598926,60684825;17,84;"warning"
"207";50023;1;2;2556900,11066824;5598926,87211674;17,84;"warning"
"208";50023;1;2;2556901,01885544;5598927,0901532;17,84;"warning"
"209";50023;1;2;2556901,93720914;5598927,26036;17,84;"warning"
"210";50023;1;2;2556902,86321222;5598927,38227061;17,84;"warning"
"211";50023;1;2;2556903,79432654;5598927,4555509;17,84;"warning"
"212";50023;1;2;2556904,728;5598927,48;17,84;"warning"
"213";50023;1;2;2556905,66167346;5598927,4555509;17,84;"warning"
"214";50023;1;2;2556906,59278778;5598927,38227061;17,84;"warning"
"215";50023;1;2;2556907,51879086;5598927,26036;17,84;"warning"
"216";50023;1;2;2556908,43714456;5598927,0901532;17,84;"warning"
"217";50023;1;2;2556909,34533176;5598926,87211674;17,84;"warning"
"218";50023;1;2;2556910,24086318;5598926,60684825;17,84;"warning"
"219";50023;1;2;2556911,12128422;5598926,29507481;17,84;"warning"
"220";50023;1;2;2556911,98418171;5598925,93765096;17,84;"warning"
"221";50023;1;2;2556912,82719052;5598925,53555639;17,84;"warning"
"222";50023;1;2;2556913,648;5598925,0898932;17,84;"warning"
"223";50023;1;2;2556914,44436038;5598924,60188293;17,84;"warning"
"224";50023;1;2;2556915,2140889;5598924,07286318;17,84;"warning"
"225";50023;1;2;2556914,95196868;5598924,25301341;17,84;"warning"
"226";50023;1;2;2556890,44364252;5598920,3196253;17,84;"warning"
