"plot_ID","inv","inv_year","stand","tree_ID","tree_inventory_status","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Chr_code_ger","tpS_ID","LH_NH","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","DBH_class","Kraft","C_layer","H_dm","H_m","H_method","C_h_dm","D_mm","DBH_h_cm","DBH_cm","BA_m2","CCS_r_m","stand_plot_A_ha","plot_A_ha"
140037,"BZE3",2022,"A",12,1,NA,331,157,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",3,1,231,23.1,"sampled",98,312,130,31.2,0.0764537988177612,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",13,1,NA,539,180,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,NA,24.8219363736107,"coeff_SP_P",NA,355,130,35.5,0.0989798035421634,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",16,1,NA,1282,174,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",1,1,NA,25.772588196985,"coeff_SP_P",NA,473,200,47.6070175438596,0.178004848246587,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",18,1,NA,1541,198,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,NA,25.7829194196575,"coeff_SP_P",NA,478,160,47.9315789473684,0.180440221943129,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",20,1,NA,220,196,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","15",2,1,196,19.6,"sampled",129,195,150,19.5877192982456,0.0301340583469444,12.62,0.0500115280167522,0.0500343869018386
140037,"BZE3",2022,"A",21,1,NA,377,242,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,NA,25.3301157743998,"coeff_SP_P",NA,395,190,39.7631578947368,0.124179988934497,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",22,1,NA,1479,243,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,244,24.4,"sampled",100,394,130,39.4,0.121922069293166,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",25,1,NA,765,272,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,269,26.9,"sampled",116,372,160,37.3315789473684,0.109456762670176,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",26,1,NA,554,307,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,274,27.4,"sampled",131,404,180,40.619298245614,0.129584994181855,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",27,1,NA,833,309,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","25",2,1,219,21.9,"sampled",103,288,160,28.9315789473684,0.0657406741605655,12.62,0.0500115280167522,0.0500343869018386
140037,"BZE3",2022,"A",28,1,NA,1563,294,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",1,1,285,28.5,"sampled",116,486,130,48.6,0.185507904601824,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",30,1,NA,1029,323,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,253,25.3,"sampled",104,464,160,46.5315789473684,0.170053455242434,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",31,1,NA,752,346,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,NA,25.0352948331839,"coeff_SP_P",NA,368,180,37.019298245614,0.107633198188387,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",32,1,NA,1767,353,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,NA,25.423077058212,"coeff_SP_P",NA,407,170,40.8754385964912,0.13122444141515,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",33,1,NA,1648,378,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,NA,25.6057867504143,"coeff_SP_P",NA,435,170,43.6754385964912,0.149818150440234,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",34,1,NA,1554,391,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,258,25.8,"sampled",106,422,150,42.2877192982456,0.140448921088072,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",36,1,NA,1162,368,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,256,25.6,"sampled",100,408,170,40.9754385964912,0.131867296701349,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",37,1,NA,799,381,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,NA,24.2314984654445,"coeff_SP_P",NA,322,170,32.3754385964912,0.0823230026627231,17.84,0.0999404070914056,0.0999860870850348
140037,"BZE3",2022,"A",39,1,NA,379,377,64,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","20",3,1,236,23.6,"sampled",133,248,150,24.8877192982456,0.0486474500756339,12.62,0.0500115280167522,0.0500343869018386
140038,"BZE3",2022,"A",1,1,NA,258,98,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,285,28.5,"sampled",191,430,130,43,0.145220120412188,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",2,1,NA,816,110,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",2,1,305,30.5,"sampled",174,545,130,54.5,0.233282889483127,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",3,1,NA,1369,101,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",1,1,298,29.8,"sampled",133,554,130,55.4,0.241051262717291,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",4,1,NA,1131,116,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,240,24,"sampled",109,341,130,34.1,0.0913268838380187,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",5,1,NA,1553,131,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,248,24.8,"sampled",138,432,130,43.2,0.146574146845885,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",6,1,NA,1592,163,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,NA,28.0351350079587,"coeff_SP_P",NA,445,130,44.5,0.15552847130678,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",9,1,NA,1117,201,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",3,1,283,28.3,"sampled",157,341,130,34.1,0.0913268838380187,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",11,1,NA,454,218,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,295,29.5,"sampled",168,435,130,43.5,0.148616967468882,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",12,1,NA,1484,222,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",2,1,303,30.3,"sampled",133,505,180,50.719298245614,0.202039531772681,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",13,1,NA,1454,235,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,288,28.8,"sampled",148,423,150,42.3877192982456,0.141113960427657,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",14,1,NA,1533,256,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,NA,27.6718405840454,"coeff_SP_P",NA,425,130,42.5,0.141862543263664,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",15,1,NA,738,255,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,272,27.2,"sampled",148,418,130,41.8,0.137227908701456,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",17,1,NA,581,282,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,NA,28.0275120635213,"coeff_SP_P",NA,445,120,44.4561403508772,0.155222041529348,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",18,1,NA,1359,284,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,276,27.6,"sampled",130,428,130,42.8,0.143872377163798,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",19,1,NA,1781,287,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,295,29.5,"sampled",154,420,130,42,0.13854423602331,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",20,1,NA,1041,301,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,NA,28.3564442990492,"coeff_SP_P",NA,463,160,46.4315789473684,0.169323324307692,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",22,1,NA,1143,337,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",3,1,NA,26.9714680224379,"coeff_SP_P",NA,390,150,39.0877192982456,0.119997042681881,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",23,1,NA,852,363,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,277,27.7,"sampled",138,484,130,48.4,0.183984232164833,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",24,1,NA,1568,366,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",2,1,290,29,"sampled",114,543,130,54.3,0.231573863079574,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",25,1,NA,1678,14,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,292,29.2,"sampled",140,493,130,49.3,0.190890238215586,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",26,1,NA,1518,27,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",1,1,296,29.6,"sampled",142,579,130,57.9,0.263297665695524,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",27,1,NA,855,38,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,277,27.7,"sampled",120,445,150,44.5877192982456,0.156142237369219,17.84,0.0999860870850348,0.0999860870850348
140038,"BZE3",2022,"A",29,0,NA,1326,171,101,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,NA,25.1206628531008,"coeff_SP_P",NA,320,130,32,0.0804247719318987,17.84,0.0999860870850348,0.0999860870850348
140039,"BZE3",2022,"B",31,0,NA,321,187,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,280,28,"sampled",128,402,130,40.2,0.126923484797681,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",31,0,NA,321,187,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,280,28,"sampled",128,402,130,40.2,0.126923484797681,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"A",32,0,NA,1249,223,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",1,1,305,30.5,"sampled",175,530,130,53,0.220618344098343,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",32,0,NA,1249,223,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",1,1,305,30.5,"sampled",175,530,130,53,0.220618344098343,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",33,0,NA,789,230,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,328,32.8,"sampled",185,443,130,44.3,0.154133604168586,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",33,0,NA,789,230,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,328,32.8,"sampled",185,443,130,44.3,0.154133604168586,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",34,0,NA,1430,275,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",3,1,225,22.5,"sampled",130,322,130,32.2,0.081433223173701,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",34,0,NA,1430,275,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",3,1,225,22.5,"sampled",130,322,130,32.2,0.081433223173701,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",35,0,NA,1380,289,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,262,26.2,"sampled",142,329,130,32.9,0.0850122826043032,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",35,0,NA,1380,289,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,262,26.2,"sampled",142,329,130,32.9,0.0850122826043032,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",36,0,NA,787,289,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,256,25.6,"sampled",138,345,130,34.5,0.0934820163983813,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",36,0,NA,787,289,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,256,25.6,"sampled",138,345,130,34.5,0.0934820163983813,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",37,0,NA,1570,298,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,280,28,"sampled",140,427,150,42.7877192982456,0.143789825749268,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",37,0,NA,1570,298,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,280,28,"sampled",140,427,150,42.7877192982456,0.143789825749268,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",38,0,NA,1010,297,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,250,25,"sampled",148,347,130,34.7,0.0945690074565234,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",38,0,NA,1010,297,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,250,25,"sampled",148,347,130,34.7,0.0945690074565234,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",39,0,NA,670,325,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,250,25,"sampled",140,322,130,32.2,0.081433223173701,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",39,0,NA,670,325,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,250,25,"sampled",140,322,130,32.2,0.081433223173701,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",40,0,NA,1320,327,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,280,28,"sampled",130,388,130,38.8,0.118236981110505,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",40,0,NA,1320,327,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,280,28,"sampled",130,388,130,38.8,0.118236981110505,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",41,0,NA,1770,314,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,NA,25.9429105664551,"coeff_SP_P",NA,338,130,33.8,0.0897270277791781,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",41,0,NA,1770,314,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,NA,25.9429105664551,"coeff_SP_P",NA,338,130,33.8,0.0897270277791781,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",42,0,NA,1100,344,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,256,25.6,"sampled",132,365,130,36.5,0.104634670318625,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",42,0,NA,1100,344,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,256,25.6,"sampled",132,365,130,36.5,0.104634670318625,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",43,0,NA,1780,391,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",1,1,299,29.9,"sampled",164,501,130,50.1,0.197135724410923,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"A",43,0,NA,1780,391,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",1,1,299,29.9,"sampled",164,501,130,50.1,0.197135724410923,17.84,0.0573035319508418,0.0999860870850348
140039,"BZE3",2022,"B",44,0,NA,271,39,15,5,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","5",0,2,72,7.2,"sampled",11,76,130,7.6,0.00453645979178366,5.64,0.00715351489728496,0.00999328056736299
140039,"BZE3",2022,"B",44,0,NA,271,39,15,5,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","5",0,2,72,7.2,"sampled",11,76,130,7.6,0.00453645979178366,5.64,0.00715351489728496,0.00999328056736299
140039,"BZE3",2022,"B",45,0,NA,410,125,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,283,28.3,"sampled",195,443,130,44.3,0.154133604168586,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",45,0,NA,410,125,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,283,28.3,"sampled",195,443,130,44.3,0.154133604168586,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",46,0,NA,1460,126,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,NA,26.143715560551,"coeff_SP_P",NA,344,130,34.4,0.0929408770638004,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",46,0,NA,1460,126,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,NA,26.143715560551,"coeff_SP_P",NA,344,130,34.4,0.0929408770638004,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",47,0,NA,1030,141,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,272,27.2,"sampled",146,440,130,44,0.152053084433746,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",47,0,NA,1030,141,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,272,27.2,"sampled",146,440,130,44,0.152053084433746,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",48,0,NA,1070,158,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,NA,28.5510578852741,"coeff_SP_P",NA,439,130,43.9,0.15136271944812,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",48,0,NA,1070,158,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,NA,28.5510578852741,"coeff_SP_P",NA,439,130,43.9,0.15136271944812,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",49,0,NA,1590,159,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,NA,26.2557470695422,"coeff_SP_P",NA,347,140,34.7438596491228,0.0948082227189253,17.84,0.0426368751405637,0.0999860870850348
140039,"BZE3",2022,"B",49,0,NA,1590,159,110,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","30",2,1,NA,26.2557470695422,"coeff_SP_P",NA,347,140,34.7438596491228,0.0948082227189253,17.84,0.0426368751405637,0.0999860870850348
140040,"BZE3",2022,"A",1,1,NA,342,93,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",2,1,305,30.5,"sampled",156,575,130,57.5,0.259672267773281,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",2,1,NA,1113,81,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",2,1,346,34.6,"sampled",200,505,130,50.5,0.200296166620434,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",3,1,NA,1660,101,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",2,1,NA,32.9988470663861,"coeff_SP_P",NA,553,130,55.3,0.24018182695041,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",4,1,NA,1484,138,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",3,1,NA,30.1846600479445,"coeff_SP_P",NA,415,130,41.5,0.135265198691126,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",5,1,NA,985,123,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",3,1,285,28.5,"sampled",189,415,130,41.5,0.135265198691126,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",6,1,NA,720,184,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",3,1,307,30.7,"sampled",175,382,130,38.2,0.114608441595609,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",7,1,NA,1011,217,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",3,1,NA,29.792784007631,"coeff_SP_P",NA,398,130,39.8,0.124410210674809,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",8,1,NA,1633,210,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",2,1,NA,32.4157377421685,"coeff_SP_P",NA,522,130,52.2,0.21400843315519,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",9,1,NA,1477,227,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",1,1,NA,33.9077057381414,"coeff_SP_P",NA,604,130,60.4,0.286525816378004,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",10,1,NA,1420,256,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,NA,31.8867752230794,"coeff_SP_P",NA,495,130,49.5,0.19244218498646,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",11,1,NA,1205,264,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",2,1,NA,32.4349398622555,"coeff_SP_P",NA,523,130,52.3,0.214829174235941,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",12,1,NA,555,281,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",1,1,359,35.9,"sampled",215,624,130,62.4,0.305815195271045,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",13,1,NA,1369,288,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,330,33,"sampled",223,488,130,48.8,0.187037860224122,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",14,1,NA,1655,324,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,294,29.4,"sampled",176,378,160,37.9315789473684,0.113003455429097,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",15,1,NA,1509,340,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,NA,30.7838611041865,"coeff_SP_P",NA,442,130,44.2,0.153438526793979,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",16,1,NA,1628,362,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,NA,31.6245315523578,"coeff_SP_P",NA,482,130,48.2,0.182466842913149,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",17,1,NA,760,317,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","25",3,1,263,26.3,"sampled",176,264,140,26.4438596491228,0.0549211431606891,12.62,0.0500343869018386,0.0500343869018386
140040,"BZE3",2022,"A",18,1,NA,293,353,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,NA,31.5632820221988,"coeff_SP_P",NA,479,130,47.9,0.180202540008074,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",19,1,NA,1002,375,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",1,1,338,33.8,"sampled",186,639,130,63.9,0.32069456347661,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",20,1,NA,1660,9,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",2,1,328,32.8,"sampled",156,515,130,51.5,0.208307227887088,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",21,1,NA,1755,51,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",2,1,334,33.4,"sampled",196,561,130,56.1,0.247181295382608,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",22,1,NA,766,14,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","50",2,1,320,32,"sampled",168,542,130,54.2,0.230721706072288,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",23,0,NA,1778,303,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,306,30.6,"sampled",184,445,130,44.5,0.15552847130678,17.84,0.0999860870850348,0.0999860870850348
140040,"BZE3",2022,"A",24,0,NA,1757,182,126,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",2,1,336,33.6,"sampled",186,560,130,56,0.24630086404144,17.84,0.0999860870850348,0.0999860870850348
140041,"BZE3",2022,"A",1,1,NA,1605,235,89,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","35",2,1,291,29.1,"sampled",138,382,130,38.2,0.114608441595609,17.84,0.0999860870850348,0.0999860870850348
140041,"BZE3",2022,"A",2,1,NA,1541,286,89,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","45",2,1,NA,29.6411875262459,"coeff_SP_P",NA,452,130,45.2,0.160459986374752,17.84,0.0999860870850348,0.0999860870850348
140041,"BZE3",2022,"A",3,1,NA,1526,347,89,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",1,1,316,31.6,"sampled",143,651,130,65.1,0.332852527046002,17.84,0.0999860870850348,0.0999860870850348
140041,"BZE3",2022,"A",4,1,NA,857,375,89,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,292,29.2,"sampled",135,400,130,40,0.125663706143592,17.84,0.0999860870850348,0.0999860870850348
140041,"BZE3",2022,"A",5,1,NA,1336,394,89,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","40",2,1,304,30.4,"sampled",141,413,130,41.3,0.133964579332539,17.84,0.0999860870850348,0.0999860870850348
140041,"BZE3",2022,"A",6,1,NA,1274,15,89,1,"gfi","GFi",1,"NB","fi","fi","fi","FI","FI","FI","55",1,1,334,33.4,"sampled",148,574,130,57.4,0.258769845283538,17.84,0.0999860870850348,0.0999860870850348
