"";"plot_ID";"stand";"SP_code";"C_layer";"age_period";"annual_growth_cm";"stand_component";"stand_type";"compartiment";"B_t_ha_diff";"C_t_ha_diff";"N_t_ha_diff";"n_ha_diff";"n_SP_diff";"BA_percent_diff"
"178";"140053";"A";"sbi";"2";10;1,65;"LT";1;"stw";0,21919588965934;0,109597944829671;0,00040069008629728;NA;NA;NA
"179";"140053";"A";"sbi";"2";10;1,65;"LT";1;"sw";9,1522295996712;4,5761147998357;0,0167302757081988;NA;NA;NA
"180";"140053";"A";"sbi";"2";10;1,65;"LT";1;"total";3,65979554489619;1,829897772448;0,005872400918287;NA;NA;NA
"181";"140053";"A";"sei";"2";10;2,335;"LT";1;"ag";22,3480929799109;11,1740464899554;0,146949834516692;NA;NA;NA
"182";"140053";"A";"sei";"2";10;2,335;"LT";1;"bg";11,0072898831514;5,50364494157571;0,0408370454664918;NA;NA;NA
"183";"140053";"A";"sei";"2";10;2,335;"LT";1;"fwb";11,0981105702913;5,54905528514564;0,0689081685309386;NA;NA;NA
"184";"140053";"A";"sei";"2";10;2,335;"LT";1;"ndl";1,43801962097596;0,71900981048798;0;NA;NA;NA
"185";"140053";"A";"sei";"2";10;2,335;"LT";1;"sb";4,43226570475641;2,21613285237821;0,0288407529408499;NA;NA;NA
"186";"140053";"A";"sei";"2";10;2,335;"LT";1;"stb";0,130772839774697;0,0653864198873486;0,000850938868413955;NA;NA;NA
"187";"140053";"A";"sei";"2";10;2,335;"LT";1;"stw";0,919716094621262;0,459858047310631;0,00161134259777645;NA;NA;NA
"188";"140053";"A";"sei";"2";10;2,335;"LT";1;"sw";26,6773011294022;13,3386505647011;0,0467386315787127;NA;NA;NA
"189";"140053";"A";"sei";"2";10;2,335;"LT";1;"total";27,8517379214866;13,9258689607433;0,187786879983183;NA;NA;NA
"190";"140054";"A";"ela";"1";11;0,554545454545454;"LT";1;"ag";8,40448195138787;4,20224097569394;0,011877356578539;NA;NA;NA
"191";"140054";"A";"ela";"1";11;0,554545454545454;"LT";1;"bg";1,47402654871331;0,737013274356653;0,00412727433639726;NA;NA;NA
