"plot_ID","team","date","plot_inv_status","inv_year","inv"
140001,"Heinkele;Martin",2006-10-03,0,2006,"BZE2"
140002,"Heinkele;Martin",2006-10-03,0,2006,"BZE2"
140003,"Heinkele;Martin",2006-10-04,0,2006,"BZE2"
140004,"Heinkele;Martin",2006-10-04,0,2006,"BZE2"
140005,"Heinkele;Martin",2006-10-02,0,2006,"BZE2"
140006,"Heinkele;Martin",2006-10-24,0,2006,"BZE2"
140007,"Heinkele;Martin",2006-10-25,0,2006,"BZE2"
140008,"Heinkele;Martin",2006-10-25,0,2006,"BZE2"
140009,"Heinkele;Martin",2006-10-18,0,2006,"BZE2"
140010,"Heinkele;Martin",2006-10-18,0,2006,"BZE2"
140011,"Heinkele;Martin",2006-10-19,0,2006,"BZE2"
140012,"Heinkele;Martin",2006-10-23,0,2006,"BZE2"
140013,"Heinkele;Martin",2006-10-19,0,2006,"BZE2"
140014,"Heinkele;Martin",2006-10-20,0,2006,"BZE2"
140015,"Heinkele;Martin",2006-10-20,0,2006,"BZE2"
140016,"Heinkele;Martin",2006-09-21,0,2006,"BZE2"
140017,"Heinkele;Martin",2006-10-10,0,2006,"BZE2"
140018,"Heinkele;Martin",2006-10-10,0,2006,"BZE2"
140019,"Heinkele;Martin",2006-10-09,0,2006,"BZE2"
140020,"Heinkele;Martin",2006-10-09,0,2006,"BZE2"
140021,"Heinkele;Martin",2006-10-27,0,2006,"BZE2"
140022,"Heinkele;Martin",2006-10-26,0,2006,"BZE2"
140023,"Heinkele;Martin",2006-09-11,0,2006,"BZE2"
140024,"Heinkele;Martin",2006-09-11,0,2006,"BZE2"
140025,"Heinkele;Martin",2006-09-24,0,2006,"BZE2"
140026,"Heinkele;Martin",2006-09-19,0,2006,"BZE2"
140027,"Heinkele;Martin",2006-09-15,0,2006,"BZE2"
140028,"Heinkele;Martin",2006-09-15,0,2006,"BZE2"
140029,"Heinkele;Martin",2006-09-19,0,2006,"BZE2"
140030,"Heinkele;Martin",2006-09-20,0,2006,"BZE2"
140031,"Heinkele;Martin",2006-09-20,0,2006,"BZE2"
140032,"Heinkele;Martin",2006-09-21,0,2006,"BZE2"
140033,"Heinkele;Martin",2006-09-12,0,2006,"BZE2"
140034,"Heinkele;Martin",2006-09-12,0,2006,"BZE2"
140035,"Heinkele;Martin",2006-09-13,0,2006,"BZE2"
140036,"Heinkele;Martin",2006-09-14,0,2006,"BZE2"
140037,"Heinkele;Martin",2006-09-13,0,2006,"BZE2"
140038,"Heinkele;Martin",2006-09-06,0,2006,"BZE2"
140039,"Heinkele;Martin",2006-09-05,0,2006,"BZE2"
140040,"Heinkele;Martin",2006-08-22,0,2006,"BZE2"
140041,"Heinkele;Martin",2006-08-22,0,2006,"BZE2"
140042,"Heinkele;Martin",2006-07-27,0,2006,"BZE2"
140043,"Heinkele;Martin",2006-08-23,0,2006,"BZE2"
140044,"Heinkele;Martin",2006-07-25,0,2006,"BZE2"
140045,"Heinkele;Martin",2006-07-25,0,2006,"BZE2"
140046,"Heinkele;Martin",2006-08-23,0,2006,"BZE2"
140047,"Heinkele;Martin",2006-07-26,0,2006,"BZE2"
140048,"Heinkele;Martin",2006-08-21,0,2006,"BZE2"
140049,"Heinkele;Martin",2006-07-31,0,2006,"BZE2"
140050,"Heinkele;Martin",2006-08-03,0,2006,"BZE2"
140051,"Heinkele;Martin",2006-08-01,0,2006,"BZE2"
140052,"Heinkele;Martin",2006-08-01,0,2006,"BZE2"
140053,"Heinkele;Martin",2006-08-03,0,2006,"BZE2"
140054,"Heinkele;Martin",2006-09-28,0,2006,"BZE2"
140055,"Heinkele;Martin",2006-09-05,0,2006,"BZE2"
140056,"Heinkele;Martin",2006-09-04,0,2006,"BZE2"
140057,"Heinkele;Martin",2006-09-07,0,2006,"BZE2"
140058,"Heinkele;Martin",2006-09-04,0,2006,"BZE2"
140059,"Heinkele;Martin",2006-09-27,0,2006,"BZE2"
140060,"Heinkele;Martin",2006-09-27,0,2006,"BZE2"
140061,"Heinkele;Martin",2006-09-25,0,2006,"BZE2"
140062,"Heinkele;Martin",2006-09-23,0,2006,"BZE2"
140063,"Heinkele;Martin",2006-09-22,0,2006,"BZE2"
140064,"Heinkele;Martin",2006-09-22,0,2006,"BZE2"
140065,"Heinkele;Martin",2006-09-23,0,2006,"BZE2"
140066,"Heinkele;Martin",2006-09-25,0,2006,"BZE2"
140067,"Heinkele;Martin",2006-09-24,0,2006,"BZE2"
140068,"Heinkele;Martin",2006-09-26,0,2006,"BZE2"
140089,"Heinkele;Martin",2006-10-23,0,2006,"BZE2"
140102,"Heinkele;Martin",2006-10-24,0,2006,"BZE2"
140175,"Heinkele;Martin",2006-09-14,0,2006,"BZE2"
140187,"Heinkele;Martin",2006-09-06,0,2006,"BZE2"
140234,"Heinkele;Martin",2006-08-02,0,2006,"BZE2"
140252,"Heinkele;Martin",2006-07-31,0,2006,"BZE2"
140254,"Heinkele;Martin",2006-09-26,0,2006,"BZE2"
140315,"Heinkele;Martin",2006-08-21,19,2006,"BZE2"
140316,"Heinkele;Martin",2006-09-28,19,2006,"BZE2"
140317,"-9",1970-01-01,-9,1970,"warning"
