"stand_component","plot_ID","stand","stand_type","C_layer","SP_code","compartiment","age_period","annual_growth_cm","B_t_ha_diff","C_t_ha_diff","N_t_ha_diff","n_ha_diff","n_SP_diff","mean_DBH_cm_diff","sd_DBH_cm_diff","Dg_cm_diff","mean_BA_m2_diff","mean_H_m_diff","sd_H_m_diff","Hg_m_diff","BA_percent_diff","dw_sp","dw_type","ST_LY_type","decay","n_dec_diff","n_dw_TY_diff","mean_d_cm_diff","sd_d_cm_diff","mean_l_m_diff","sd_l_m_diff","B_t_ha_BZE3","C_t_ha_BZE3","N_t_ha_BZE3","B_t_ha_HBI","C_t_ha_HBI","N_t_ha_HBI"
"DW","140039",NA,NA,NA,NA,"stw",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4","L","all",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"stb",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"stw",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"1",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"stb",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"1",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"stw",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"1",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"3",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"4",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"5",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"ag",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"all",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"stb",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"all",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140039",NA,NA,NA,NA,"stw",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"all",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"all","140039",NA,NA,NA,NA,"ag",NA,NA,-62.061046949592,-31.0305234747959,-0.086707351384213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.26426252721,73.1321312636051,0.226911505589727,208.325309476802,104.162654738401,0.31361885697394
"all","140039",NA,NA,NA,NA,"bg",NA,NA,-8.1770711586577,-4.0885355793289,-0.0338530749716114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2677114282899,10.1338557141449,0.0839083248506686,28.4447825869476,14.2223912934738,0.11776139982228
"all","140039",NA,NA,NA,NA,"total",NA,NA,-70.293420472885,-35.1467102364423,-0.120828863752216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.144053226607,79.0720266133037,0.289819814933814,228.437473699492,114.218736849746,0.41064867868603
"LT","140040","A",NA,"1","gfi",NA,11,0.3970059446136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","ag",11,0.3970059446136,81.577459188025,40.788729594012,0.119037155494386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","bg",11,0.3970059446136,15.0733086501496,7.5366543250749,0.06240349781162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","fwb",11,0.3970059446136,10.3183014946961,5.159150747348,0.044812383391465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","ndl",11,0.3970059446136,3.7351429522156,1.86757147610778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","sb",11,0.3970059446136,4.5894560783492,2.2947280391746,0.0222129674192102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","stb",11,0.3970059446136,0.225656169202301,0.112828084601151,0.00109217585893914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","stw",11,0.3970059446136,2.83764824248208,1.41882412124104,0.00230417037289544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","sw",11,0.3970059446136,59.87125425108,29.9356271255395,0.048615458451876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","A",1,"all","gfi","total",11,0.3970059446136,96.650767838174,48.325383919087,0.181440653306006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","ag",11,0.3970059446136,81.577459188025,40.788729594012,0.119037155494386,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","bg",11,0.3970059446136,15.0733086501496,7.5366543250749,0.06240349781162,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","fwb",11,0.3970059446136,10.3183014946961,5.159150747348,0.044812383391465,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","ndl",11,0.3970059446136,3.7351429522156,1.86757147610778,0,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","sb",11,0.3970059446136,4.5894560783492,2.2947280391746,0.0222129674192102,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","stb",11,0.3970059446136,0.225656169202301,0.112828084601151,0.00109217585893914,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","stw",11,0.3970059446136,2.83764824248208,1.41882412124104,0.00230417037289544,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","sw",11,0.3970059446136,59.87125425108,29.9356271255395,0.048615458451876,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","gfi","total",11,0.3970059446136,96.650767838174,48.325383919087,0.181440653306006,NA,NA,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","ag",11,0.3970059446136,81.577459188025,40.788729594012,0.119037155494386,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","bg",11,0.3970059446136,15.0733086501496,7.5366543250749,0.06240349781162,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","fwb",11,0.3970059446136,10.3183014946961,5.159150747348,0.044812383391465,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","ndl",11,0.3970059446136,3.7351429522156,1.86757147610778,0,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","sb",11,0.3970059446136,4.5894560783492,2.2947280391746,0.0222129674192102,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","stb",11,0.3970059446136,0.225656169202301,0.112828084601151,0.00109217585893914,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","stw",11,0.3970059446136,2.83764824248208,1.41882412124104,0.00230417037289544,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","sw",11,0.3970059446136,59.87125425108,29.9356271255395,0.048615458451876,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140040","all",1,"all","all","total",11,0.3970059446136,96.650767838174,48.325383919087,0.181440653306006,20.002782970186,0,4.4583371472159,0.60723664490067,4.490620081156,0.033139856720247,1.0628899921778,0.1400191810736,1.0628899921778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"all","ag",NA,NA,1.53900764068845,0.769503820344227,0.0054895648581376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"all","bg",NA,NA,0.430818096470992,0.215409048235497,0.00178358681234493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"all","fwb",NA,NA,1.13872050097553,0.569360250487763,0.00501414061520975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"all","ndl",NA,NA,0.292336380164736,0.146168190082368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"all","total",NA,NA,1.86187497761126,0.930937488805627,0.00679772742755469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"bah","ag",NA,NA,0.00660863924204571,0.00330431962102285,2.82717586774715e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"gfi","ag",NA,NA,0.500137738932516,0.250068869466258,0.00166425169562452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"gfi","bg",NA,NA,0.172327200013632,0.0861636000068162,0.000713434608056435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"gfi","fwb",NA,NA,0.349011488028901,0.17450574401445,0.00151575689250952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"gfi","ndl",NA,NA,0.116934493336264,0.058467246668132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"gfi","total",NA,NA,0.638273181378799,0.319136590689399,0.00222919150056595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"vbe","ag",NA,NA,0.292554183905279,0.146277091952639,0.00134604112461061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"vbe","bg",NA,NA,9.64369124806585e-08,4.82184562403293e-08,2.92203844816396e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"vbe","fwb",NA,NA,0.266191780903273,0.133095890451636,0.00122474838393596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"vbe","ndl",NA,NA,1.46824076071215e-07,7.34120380356074e-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"vbe","total",NA,NA,0.266192024164262,0.133096012082131,0.0012247486761398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"wta","ag",NA,NA,0.740064303153453,0.370032151576727,0.00245232951175635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"wta","bg",NA,NA,0.258490800020448,0.129245400010224,0.00107015191208465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"wta","fwb",NA,NA,0.523517232043351,0.261758616021676,0.00227363533876427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"wta","ndl",NA,NA,0.175401740004396,0.087700870002198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","A",NA,NA,"wta","total",NA,NA,0.957409772068198,0.478704886034098,0.00334378725084893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"all","ag",NA,NA,1.53900764068845,0.769503820344227,0.0054895648581376,3617.74231183893,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"all","bg",NA,NA,0.430818096470992,0.215409048235497,0.00178358681234493,6832.99368743278,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"all","fwb",NA,NA,1.13872050097553,0.569360250487763,0.00501414061520975,6832.99368743278,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"all","ndl",NA,NA,0.292336380164736,0.146168190082368,0,6832.99368743278,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"all","total",NA,NA,1.86187497761126,0.930937488805627,0.00679772742755469,6832.99368743278,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"bah","ag",NA,NA,0.00660863924204571,0.00330431962102285,2.82717586774715e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"gfi","ag",NA,NA,0.500137738932516,0.250068869466258,0.00166425169562452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"gfi","bg",NA,NA,0.172327200013632,0.0861636000068162,0.000713434608056435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"gfi","fwb",NA,NA,0.349011488028901,0.17450574401445,0.00151575689250952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"gfi","ndl",NA,NA,0.116934493336264,0.058467246668132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"gfi","total",NA,NA,0.638273181378799,0.319136590689399,0.00222919150056595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"vbe","ag",NA,NA,0.292554183905279,0.146277091952639,0.00134604112461061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"vbe","bg",NA,NA,9.64369124806585e-08,4.82184562403293e-08,2.92203844816396e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"vbe","fwb",NA,NA,0.266191780903273,0.133095890451636,0.00122474838393596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"vbe","ndl",NA,NA,1.46824076071215e-07,7.34120380356074e-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"vbe","total",NA,NA,0.266192024164262,0.133096012082131,0.0012247486761398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"wta","ag",NA,NA,0.740064303153453,0.370032151576727,0.00245232951175635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"wta","bg",NA,NA,0.258490800020448,0.129245400010224,0.00107015191208465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"wta","fwb",NA,NA,0.523517232043351,0.261758616021676,0.00227363533876427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"wta","ndl",NA,NA,0.175401740004396,0.087700870002198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140040","all",NA,NA,"wta","total",NA,NA,0.957409772068198,0.478704886034098,0.00334378725084893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"all",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","1","L","all",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","1",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4","L","all",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"DW","140040",NA,NA,NA,NA,"ag",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
