"plot_ID","inv","stand","SP_code","tree_inventory_status","compartiment","B_t_ha","C_t_ha","N_t_ha","BA_m2_ha","stand_component","BA_percent","mean_DBH_cm","sd_DBH_cm","Dg_cm","mean_BA_m2","mean_H_m","sd_H_m","Hg_m","n_ha","n_SP"
30019,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30019,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30019,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30019,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30019,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30022,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30022,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30022,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30022,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30037,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30037,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30037,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30037,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30081,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30081,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30081,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30081,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30167,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30167,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30167,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30167,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30503,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30503,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30503,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30503,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30523,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30523,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30523,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30523,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30602,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30602,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30602,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30602,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30609,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30609,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30609,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30609,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30611,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30611,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30611,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30611,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30612,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30612,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30612,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30612,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30615,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30615,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30615,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30615,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30619,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30619,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30619,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30619,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30630,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30630,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30630,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30630,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30631,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI",NA,"all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30631,"HBI",NA,NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30631,"HBI",NA,NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30631,"HBI",NA,NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30647,"HBI","all","all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30647,"HBI","all","all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30647,"HBI","all","all",NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30647,"HBI","all",NA,NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30647,"HBI","all",NA,NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30647,"HBI","all",NA,NA,"total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30647,"HBI",NA,"all",NA,"ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
30647,"HBI",NA,"all",NA,"bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
