"plot_ID","inv","stand","SP_code","tree_inventory_status","compartiment","B_t_ha","C_t_ha","N_t_ha","BA_m2_ha","stand_component","BA_percent","mean_DBH_cm","sd_DBH_cm","Dg_cm","mean_BA_m2","mean_H_m","sd_H_m","Hg_m","n_ha","n_SP"
140044,"HBI","A","all","all","fwb",4.7848789584362,2.3924394792181,0.0207807293164884,5.60816093039116,"LT",NA,NA,NA,NA,NA,NA,NA,NA,49.9904291477134,NA
140044,"HBI","A","all","all","ndl",2.31292413491437,1.15646206745718,0,5.60816093039116,"LT",NA,NA,NA,NA,NA,NA,NA,NA,49.9904291477134,NA
140044,"HBI","A","all","all","sb",2.01270355100838,1.00635177550419,0.00974148518688057,5.60816093039116,"LT",NA,NA,NA,NA,NA,NA,NA,NA,49.9904291477134,NA
140044,"HBI","A","all","all","stb",0.0912477699293341,0.0456238849646671,0.000441639206457977,5.60816093039116,"LT",NA,NA,NA,NA,NA,NA,NA,NA,49.9904291477134,NA
140044,"HBI","A","all","all","stw",1.0996822335453,0.54984111677265,0.000892941973638783,5.60816093039116,"LT",NA,NA,NA,NA,NA,NA,NA,NA,49.9904291477134,NA
140044,"HBI","A","all","all","sw",22.7533327383045,11.3766663691523,0.0184757061835033,5.60816093039116,"LT",NA,NA,NA,NA,NA,NA,NA,NA,49.9904291477134,NA
140044,"HBI","A","all","all","total",38.0371956799156,19.0185978399578,0.0709597467232079,5.60816093039116,"LT",NA,NA,NA,NA,NA,NA,NA,NA,49.9904291477134,NA
140044,"HBI","A","gfi","2","ag",33.0547693861381,16.527384693069,0.050332501866969,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","2","bg",4.98242629377751,2.49121314688876,0.0206272448562389,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","2","fwb",4.7848789584362,2.3924394792181,0.0207807293164884,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","2","ndl",2.31292413491437,1.15646206745718,0,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","2","sb",2.01270355100838,1.00635177550419,0.00974148518688057,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","2","stb",0.0912477699293341,0.0456238849646671,0.000441639206457977,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","2","stw",1.0996822335453,0.54984111677265,0.000892941973638783,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","2","sw",22.7533327383045,11.3766663691523,0.0184757061835033,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","2","total",38.0371956799156,19.0185978399578,0.0709597467232079,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","ag",33.0547693861381,16.527384693069,0.050332501866969,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","bg",4.98242629377751,2.49121314688876,0.0206272448562389,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","fwb",4.7848789584362,2.3924394792181,0.0207807293164884,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","ndl",2.31292413491437,1.15646206745718,0,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","sb",2.01270355100838,1.00635177550419,0.00974148518688057,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","stb",0.0912477699293341,0.0456238849646671,0.000441639206457977,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","stw",1.0996822335453,0.54984111677265,0.000892941973638783,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","sw",22.7533327383045,11.3766663691523,0.0184757061835033,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","A","gfi","all","total",38.0371956799156,19.0185978399578,0.0709597467232079,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,NA,NA
140044,"HBI","all","all","2","ag",33.0547693861381,16.527384693069,0.050332501866969,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","2","bg",4.98242629377751,2.49121314688876,0.0206272448562389,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","2","fwb",4.7848789584362,2.3924394792181,0.0207807293164884,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","2","ndl",2.31292413491437,1.15646206745718,0,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","2","sb",2.01270355100838,1.00635177550419,0.00974148518688057,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","2","stb",0.0912477699293341,0.0456238849646671,0.000441639206457977,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","2","stw",1.0996822335453,0.54984111677265,0.000892941973638783,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","2","sw",22.7533327383045,11.3766663691523,0.0184757061835033,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","2","total",38.0371956799156,19.0185978399578,0.0709597467232079,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","ag",33.0547693861381,16.527384693069,0.050332501866969,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","bg",4.98242629377751,2.49121314688876,0.0206272448562389,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","fwb",4.7848789584362,2.3924394792181,0.0207807293164884,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","ndl",2.31292413491437,1.15646206745718,0,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","sb",2.01270355100838,1.00635177550419,0.00974148518688057,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","stb",0.0912477699293341,0.0456238849646671,0.000441639206457977,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","stw",1.0996822335453,0.54984111677265,0.000892941973638783,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","sw",22.7533327383045,11.3766663691523,0.0184757061835033,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","all","all","total",38.0371956799156,19.0185978399578,0.0709597467232079,5.60816093039116,"LT",NA,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,1
140044,"HBI","all","gfi","2","ag",33.0547693861381,16.527384693069,0.050332501866969,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","2","bg",4.98242629377751,2.49121314688876,0.0206272448562389,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","2","fwb",4.7848789584362,2.3924394792181,0.0207807293164884,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","2","ndl",2.31292413491437,1.15646206745718,0,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","2","sb",2.01270355100838,1.00635177550419,0.00974148518688057,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","2","stb",0.0912477699293341,0.0456238849646671,0.000441639206457977,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","2","stw",1.0996822335453,0.54984111677265,0.000892941973638783,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","2","sw",22.7533327383045,11.3766663691523,0.0184757061835033,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","2","total",38.0371956799156,19.0185978399578,0.0709597467232079,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","ag",33.0547693861381,16.527384693069,0.050332501866969,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","bg",4.98242629377751,2.49121314688876,0.0206272448562389,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","fwb",4.7848789584362,2.3924394792181,0.0207807293164884,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","ndl",2.31292413491437,1.15646206745718,0,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","sb",2.01270355100838,1.00635177550419,0.00974148518688057,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","stb",0.0912477699293341,0.0456238849646671,0.000441639206457977,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","stw",1.0996822335453,0.54984111677265,0.000892941973638783,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","sw",22.7533327383045,11.3766663691523,0.0184757061835033,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140044,"HBI","all","gfi","all","total",38.0371956799156,19.0185978399578,0.0709597467232079,5.60816093039116,"LT",100,36.8718629604314,8.3691403010614,37.7912150818693,0.11216867582142,23.8204486800373,2.92628488204245,23.8204486800373,49.9904291477134,NA
140045,"HBI","A","all","2","ag",31.5359899100492,15.7679949550246,0.0450262861747272,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","2","bg",5.26392295988702,2.63196147994351,0.0217926410539323,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","2","fwb",3.57813453289147,1.78906726644573,0.0155398382763476,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","2","ndl",1.4501678446464,0.725083922323199,0,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","2","sb",1.88819626719395,0.944098133596973,0.0091388699332187,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","2","stb",0.0885181374685205,0.0442590687342603,0.000428427785347639,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","2","stw",1.06994009302094,0.534970046510472,0.000868791355533006,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","2","sw",23.4610330348279,11.730516517414,0.0190503588242803,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","2","total",36.7999128699362,18.3999564349681,0.0668189272286595,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","ag",31.5359899100492,15.7679949550246,0.0450262861747272,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","bg",5.26392295988702,2.63196147994351,0.0217926410539323,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","fwb",3.57813453289147,1.78906726644573,0.0155398382763476,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","ndl",1.4501678446464,0.725083922323199,0,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","sb",1.88819626719395,0.944098133596973,0.0091388699332187,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","stb",0.0885181374685205,0.0442590687342603,0.000428427785347639,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","stw",1.06994009302094,0.534970046510472,0.000868791355533006,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","sw",23.4610330348279,11.730516517414,0.0190503588242803,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","all","all","total",36.7999128699362,18.3999564349681,0.0668189272286595,4.6962177390172,"LT",NA,NA,NA,NA,NA,NA,NA,NA,39.9890376626207,NA
140045,"HBI","A","gfi","2","ag",31.5359899100492,15.7679949550246,0.0450262861747272,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","2","bg",5.26392295988702,2.63196147994351,0.0217926410539323,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","2","fwb",3.57813453289147,1.78906726644573,0.0155398382763476,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","2","ndl",1.4501678446464,0.725083922323199,0,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","2","sb",1.88819626719395,0.944098133596973,0.0091388699332187,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","2","stb",0.0885181374685205,0.0442590687342603,0.000428427785347639,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","2","stw",1.06994009302094,0.534970046510472,0.000868791355533006,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","2","sw",23.4610330348279,11.730516517414,0.0190503588242803,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","2","total",36.7999128699362,18.3999564349681,0.0668189272286595,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","ag",31.5359899100492,15.7679949550246,0.0450262861747272,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","bg",5.26392295988702,2.63196147994351,0.0217926410539323,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","fwb",3.57813453289147,1.78906726644573,0.0155398382763476,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","ndl",1.4501678446464,0.725083922323199,0,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","sb",1.88819626719395,0.944098133596973,0.0091388699332187,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","stb",0.0885181374685205,0.0442590687342603,0.000428427785347639,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","stw",1.06994009302094,0.534970046510472,0.000868791355533006,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","sw",23.4610330348279,11.730516517414,0.0190503588242803,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","A","gfi","all","total",36.7999128699362,18.3999564349681,0.0668189272286595,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,NA,NA
140045,"HBI","all","all","2","ag",31.5359899100492,15.7679949550246,0.0450262861747272,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","2","bg",5.26392295988702,2.63196147994351,0.0217926410539323,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","2","fwb",3.57813453289147,1.78906726644573,0.0155398382763476,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","2","ndl",1.4501678446464,0.725083922323199,0,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","2","sb",1.88819626719395,0.944098133596973,0.0091388699332187,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","2","stb",0.0885181374685205,0.0442590687342603,0.000428427785347639,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","2","stw",1.06994009302094,0.534970046510472,0.000868791355533006,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","2","sw",23.4610330348279,11.730516517414,0.0190503588242803,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","2","total",36.7999128699362,18.3999564349681,0.0668189272286595,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","ag",31.5359899100492,15.7679949550246,0.0450262861747272,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","bg",5.26392295988702,2.63196147994351,0.0217926410539323,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","fwb",3.57813453289147,1.78906726644573,0.0155398382763476,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","ndl",1.4501678446464,0.725083922323199,0,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","sb",1.88819626719395,0.944098133596973,0.0091388699332187,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","stb",0.0885181374685205,0.0442590687342603,0.000428427785347639,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","stw",1.06994009302094,0.534970046510472,0.000868791355533006,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","sw",23.4610330348279,11.730516517414,0.0190503588242803,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","all","all","total",36.7999128699362,18.3999564349681,0.0668189272286595,4.6962177390172,"LT",NA,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,1
140045,"HBI","all","gfi","2","ag",31.5359899100492,15.7679949550246,0.0450262861747272,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,NA
140045,"HBI","all","gfi","2","bg",5.26392295988702,2.63196147994351,0.0217926410539323,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,NA
140045,"HBI","all","gfi","2","fwb",3.57813453289147,1.78906726644573,0.0155398382763476,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,NA
140045,"HBI","all","gfi","2","ndl",1.4501678446464,0.725083922323199,0,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,NA
140045,"HBI","all","gfi","2","sb",1.88819626719395,0.944098133596973,0.0091388699332187,4.6962177390172,"LT",100,32.6896511164274,20.9056030030485,38.6617565704378,0.117395931291366,26.6977096947288,6.63630252103715,26.6977096947288,39.9890376626207,NA
