"";"plot_ID";"plot_A_ha";"inv_year";"compartiment";"B_t_ha";"C_t_ha";"N_t_ha"
"1";"50145";"0.0500343869018386";"2012";"ag";"0";"0";"0"
"2";"50145";"0.0500343869018386";"2012";"bg";"0";"0";"0"
"3";"50145";"0.0500343869018386";"2012";"total";"0";"0";"0"
