;stand_component;plot_ID;inv_year;dom_SP;stand_type;n_stands;SP_code;compartiment;B_t_ha;C_t_ha;N_t_ha;BA_m2_ha;BA_percent;mean_DBH_cm;sd_DBH_cm;Dg_cm;mean_BA_m2;mean_H_m;sd_H_m;Hg_m;n_ha;n_SP
1;LT;50001;2012;gki;Ki-Rein;1;ela;ag;6,637038036;3,318519018;0,009689473;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
2;LT;50001;2012;gki;Ki-Rein;1;ela;bg;1,193454898;0,596727449;0,003341674;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
3;LT;50001;2012;gki;Ki-Rein;1;ela;fwb;0,889024743;0,444512372;0,003607662;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
4;LT;50001;2012;gki;Ki-Rein;1;ela;ndl;0,380603425;0,190301713;0;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
5;LT;50001;2012;gki;Ki-Rein;1;ela;sb;0,497840167;0,248920084;0,002160128;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
6;LT;50001;2012;gki;Ki-Rein;1;ela;stb;0,01558358;0,00779179;6,76E-05;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
7;LT;50001;2012;gki;Ki-Rein;1;ela;stw;0,179535228;0,089767614;0,000142551;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
8;LT;50001;2012;gki;Ki-Rein;1;ela;sw;4,674450891;2,337225446;0,003711514;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
9;LT;50001;2012;gki;Ki-Rein;1;ela;total;7,830492933;3,915246467;0,013031147;1,0695548;4,113493791;36,9;0;36,9;0,106940599;24,3;0;24,3;NA;NA
10;LT;50001;2012;gki;Ki-Rein;1;gfi;ag;5,187248231;2,593624116;0,009364549;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
11;LT;50001;2012;gki;Ki-Rein;1;gfi;bg;0,924763311;0,462381655;0,00382852;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
12;LT;50001;2012;gki;Ki-Rein;1;gfi;fwb;1,289178188;0,644589094;0,005598901;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
13;LT;50001;2012;gki;Ki-Rein;1;gfi;ndl;0,667137976;0,333568988;0;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
14;LT;50001;2012;gki;Ki-Rein;1;gfi;sb;0,271041169;0,135520585;0,001311839;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
15;LT;50001;2012;gki;Ki-Rein;1;gfi;stb;0,012506829;0,006253414;6,05E-05;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
16;LT;50001;2012;gki;Ki-Rein;1;gfi;stw;0,161644142;0,080822071;0,000131255;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
17;LT;50001;2012;gki;Ki-Rein;1;gfi;sw;2,785739927;1,392869964;0,002262021;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
18;LT;50001;2012;gki;Ki-Rein;1;gfi;total;6,112011542;3,056005771;0,013193069;1,104619852;4,248353525;37,5;0;37,5;0,110446617;16,3;0;16,3;NA;NA
19;LT;50001;2012;gki;Ki-Rein;1;gki;ag;120,9095296;60,45476479;0,172068594;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
20;LT;50001;2012;gki;Ki-Rein;1;gki;bg;25,74271913;12,87135956;0,045564613;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
21;LT;50001;2012;gki;Ki-Rein;1;gki;fwb;14,18092091;7,090460455;0,057546177;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
22;LT;50001;2012;gki;Ki-Rein;1;gki;ndl;5,223015023;2,611507511;0;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
23;LT;50001;2012;gki;Ki-Rein;1;gki;sb;9,26298586;4,63149293;0,040192096;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
24;LT;50001;2012;gki;Ki-Rein;1;gki;stb;0,307388017;0,153694009;0,001333757;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
25;LT;50001;2012;gki;Ki-Rein;1;gki;stw;2,953503317;1,476751659;0,002345082;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
26;LT;50001;2012;gki;Ki-Rein;1;gki;sw;88,98171645;44,49085822;0,070651483;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
27;LT;50001;2012;gki;Ki-Rein;1;gki;total;146,6522487;73,32612435;0,217633207;23,82695368;91,63815268;33,72692308;5,422145189;34,15833607;0,091639623;22,05576133;0,994621667;22,05576133;NA;NA
28;LT;50001;2012;gki;Ki-Rein;1;all;ag;132,7338158;66,36690792;0,191122616;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
29;LT;50001;2012;gki;Ki-Rein;1;all;bg;27,86093734;13,93046867;0,052734807;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
30;LT;50001;2012;gki;Ki-Rein;1;all;fwb;16,35912384;8,179561921;0,06675274;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
31;LT;50001;2012;gki;Ki-Rein;1;all;ndl;6,270756424;3,135378212;0;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
32;LT;50001;2012;gki;Ki-Rein;1;all;sb;10,0318672;5,015933598;0,043664063;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
33;LT;50001;2012;gki;Ki-Rein;1;all;stb;0,335478426;0,167739213;0,001461907;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
34;LT;50001;2012;gki;Ki-Rein;1;all;stw;3,294682688;1,647341344;0,002618888;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
35;LT;50001;2012;gki;Ki-Rein;1;all;sw;96,44190726;48,22095363;0,076625018;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
36;LT;50001;2012;gki;Ki-Rein;1;all;total;160,5947532;80,29737659;0,243857423;26,00112833;NA;33,975;5,301086992;34,38461554;0,092857765;21,93034981;1,506820359;21,93034981;279,9893767;3
37;LT;50002;2012;gki;Ki-Rein;1;gki;ag;160,5681175;80,28405876;0,232556184;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
38;LT;50002;2012;gki;Ki-Rein;1;gki;bg;32,90532146;16,45266073;0,058242419;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
39;LT;50002;2012;gki;Ki-Rein;1;gki;fwb;20,22745287;10,11372643;0,082083004;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
40;LT;50002;2012;gki;Ki-Rein;1;gki;ndl;7,476600271;3,738300135;0;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
41;LT;50002;2012;gki;Ki-Rein;1;gki;sb;12,27543707;6,137718536;0,053263121;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
42;LT;50002;2012;gki;Ki-Rein;1;gki;stb;0,412606241;0,206303121;0,001790298;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
43;LT;50002;2012;gki;Ki-Rein;1;gki;stw;3,859968432;1,929984216;0,003064815;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
44;LT;50002;2012;gki;Ki-Rein;1;gki;sw;116,3160526;58,15802631;0,092354946;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
45;LT;50002;2012;gki;Ki-Rein;1;gki;total;193,473439;96,73671949;0,290798603;33,79604516;100;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;NA;NA
46;LT;50002;2012;gki;Ki-Rein;1;all;ag;160,5681175;80,28405876;0,232556184;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
47;LT;50002;2012;gki;Ki-Rein;1;all;bg;32,90532146;16,45266073;0,058242419;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
48;LT;50002;2012;gki;Ki-Rein;1;all;fwb;20,22745287;10,11372643;0,082083004;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
49;LT;50002;2012;gki;Ki-Rein;1;all;ndl;7,476600271;3,738300135;0;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
50;LT;50002;2012;gki;Ki-Rein;1;all;sb;12,27543707;6,137718536;0,053263121;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
51;LT;50002;2012;gki;Ki-Rein;1;all;stb;0,412606241;0,206303121;0,001790298;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
52;LT;50002;2012;gki;Ki-Rein;1;all;stw;3,859968432;1,929984216;0,003064815;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
53;LT;50002;2012;gki;Ki-Rein;1;all;sw;116,3160526;58,15802631;0,092354946;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
54;LT;50002;2012;gki;Ki-Rein;1;all;total;193,473439;96,73671949;0,290798603;33,79604516;NA;29,68541667;3,93761315;29,94489035;0,070426375;20,68123266;1,301191841;20,68123266;479,8353954;1
55;LT;50003;2012;dgl;sonst-Nd;1;dgl;ag;35,57432591;17,78716296;0,070165224;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
56;LT;50003;2012;dgl;sonst-Nd;1;dgl;bg;3,994987752;1,997493876;0,016539249;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
57;LT;50003;2012;dgl;sonst-Nd;1;dgl;fwb;10,38678736;5,193393679;0,045109817;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
58;LT;50003;2012;dgl;sonst-Nd;1;dgl;ndl;4,566372339;2,283186169;0;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
59;LT;50003;2012;dgl;sonst-Nd;1;dgl;sb;2,004764827;1,002382413;0,009703062;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
60;LT;50003;2012;dgl;sonst-Nd;1;dgl;stb;0,058546905;0,029273452;0,000283367;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
61;LT;50003;2012;dgl;sonst-Nd;1;dgl;stw;0,658216219;0,329108109;0,000534472;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
62;LT;50003;2012;dgl;sonst-Nd;1;dgl;sw;17,89963826;8,949819132;0,014534506;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
63;LT;50003;2012;dgl;sonst-Nd;1;dgl;total;39,56931366;19,78465683;0,086704473;11,70690147;84,68122725;10,83833333;2,602051649;11,14605311;0,009757355;8,062848201;2,732247862;8,062848201;NA;NA
64;LT;50003;2012;dgl;sonst-Nd;1;vbe;ag;8,574555092;4,287277546;0,029193567;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
65;LT;50003;2012;dgl;sonst-Nd;1;vbe;bg;0,995641358;0,497820679;0,003016793;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
66;LT;50003;2012;dgl;sonst-Nd;1;vbe;fwb;4,974398326;2,487199163;0,022887207;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
67;LT;50003;2012;dgl;sonst-Nd;1;vbe;ndl;0,412276269;0,206138134;0;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
68;LT;50003;2012;dgl;sonst-Nd;1;vbe;sb;0,336602728;0,168301364;0,002432628;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
69;LT;50003;2012;dgl;sonst-Nd;1;vbe;stb;0,011418319;0,00570916;8,25E-05;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
70;LT;50003;2012;dgl;sonst-Nd;1;vbe;stw;0,14948809;0,074744045;0,000199567;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
71;LT;50003;2012;dgl;sonst-Nd;1;vbe;sw;2,690371361;1,34518568;0,003591646;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
72;LT;50003;2012;dgl;sonst-Nd;1;vbe;total;9,57019645;4,785098225;0,03221036;2,117770007;15,31877275;8,55;1,334876081;8,65329096;0,005881018;7,470324309;0,652391131;7,470324309;NA;NA
73;LT;50003;2012;dgl;sonst-Nd;1;all;ag;44,148881;22,0744405;0,099358791;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
74;LT;50003;2012;dgl;sonst-Nd;1;all;bg;4,99062911;2,495314555;0,019556043;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
75;LT;50003;2012;dgl;sonst-Nd;1;all;fwb;15,36118568;7,680592842;0,067997024;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
76;LT;50003;2012;dgl;sonst-Nd;1;all;ndl;4,978648608;2,489324304;0;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
77;LT;50003;2012;dgl;sonst-Nd;1;all;sb;2,341367555;1,170683777;0,01213569;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
78;LT;50003;2012;dgl;sonst-Nd;1;all;stb;0,069965224;0,034982612;0,000365887;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
79;LT;50003;2012;dgl;sonst-Nd;1;all;stw;0,807704308;0,403852154;0,000734038;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
80;LT;50003;2012;dgl;sonst-Nd;1;all;sw;20,59000962;10,29500481;0,018126152;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
81;LT;50003;2012;dgl;sonst-Nd;1;all;total;49,13951011;24,56975506;0,118914834;13,82467148;NA;10,31025641;2,558843837;10,62284669;0,008862816;7,926111918;2,429343783;7,926111918;1560,287526;2
82;LT;50004;2012;gfi;Fi-Rein;1;gfi;ag;294,4061855;147,2030927;0,41191875;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
83;LT;50004;2012;gfi;Fi-Rein;1;gfi;bg;42,60940717;21,30470358;0,176402946;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
84;LT;50004;2012;gfi;Fi-Rein;1;gfi;fwb;29,98319079;14,9915954;0,130216998;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
85;LT;50004;2012;gfi;Fi-Rein;1;gfi;ndl;13,96104029;6,980520147;0;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
86;LT;50004;2012;gfi;Fi-Rein;1;gfi;sb;18,61726396;9,308631978;0,090107558;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
87;LT;50004;2012;gfi;Fi-Rein;1;gfi;stb;0,828278587;0,414139294;0,004008868;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
88;LT;50004;2012;gfi;Fi-Rein;1;gfi;stw;9,621109615;4,810554807;0,007812341;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
89;LT;50004;2012;gfi;Fi-Rein;1;gfi;sw;221,3953022;110,6976511;0,179772985;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
90;LT;50004;2012;gfi;Fi-Rein;1;gfi;total;337,0155926;168,5077963;0,588321696;46,09353067;100;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;NA;NA
91;LT;50004;2012;gfi;Fi-Rein;1;all;ag;294,4061855;147,2030927;0,41191875;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
92;LT;50004;2012;gfi;Fi-Rein;1;all;bg;42,60940717;21,30470358;0,176402946;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
93;LT;50004;2012;gfi;Fi-Rein;1;all;fwb;29,98319079;14,9915954;0,130216998;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
94;LT;50004;2012;gfi;Fi-Rein;1;all;ndl;13,96104029;6,980520147;0;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
95;LT;50004;2012;gfi;Fi-Rein;1;all;sb;18,61726396;9,308631978;0,090107558;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
96;LT;50004;2012;gfi;Fi-Rein;1;all;stb;0,828278587;0,414139294;0,004008868;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
97;LT;50004;2012;gfi;Fi-Rein;1;all;stw;9,621109615;4,810554807;0,007812341;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
98;LT;50004;2012;gfi;Fi-Rein;1;all;sw;221,3953022;110,6976511;0,179772985;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
99;LT;50004;2012;gfi;Fi-Rein;1;all;total;337,0155926;168,5077963;0,588321696;46,09353067;NA;39,57675439;7,994823628;40,37399094;0,128024546;30,62184793;2,382697902;30,62184793;360,0170369;1
100;LT;50005;2012;bah;sonst-Ld;2;bah;ag;250,7903441;125,395172;0,608746672;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
101;LT;50005;2012;bah;sonst-Ld;2;bah;bg;23,86922396;11,93461198;0,072323749;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
102;LT;50005;2012;bah;sonst-Ld;2;bah;fwb;40,97072259;20,4853613;0,175272751;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
103;LT;50005;2012;bah;sonst-Ld;2;bah;ndl;4,34114433;2,170572165;0;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
104;LT;50005;2012;bah;sonst-Ld;2;bah;sb;20,3496184;10,1748092;0,157282201;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
105;LT;50005;2012;bah;sonst-Ld;2;bah;stb;0,794690648;0,397345324;0,006142164;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
106;LT;50005;2012;bah;sonst-Ld;2;bah;stw;7,461201358;3,730600679;0,01093066;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
107;LT;50005;2012;bah;sonst-Ld;2;bah;sw;176,8729667;88,43648336;0,259118896;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
108;LT;50005;2012;bah;sonst-Ld;2;bah;total;274,659568;137,329784;0,681070421;37,32463227;96,17021943;19,670049;6,440923622;20,69683431;0,033643233;19,33737391;2,236224295;19,33737391;NA;NA
109;LT;50005;2012;bah;sonst-Ld;2;sei;ag;11,96668249;5,983341246;0,033235237;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
110;LT;50005;2012;bah;sonst-Ld;2;sei;bg;2,78696969;1,393484845;0,010339658;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
111;LT;50005;2012;bah;sonst-Ld;2;sei;fwb;1,458884926;0,729442463;0,009058217;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
112;LT;50005;2012;bah;sonst-Ld;2;sei;ndl;0,203159247;0,101579623;0;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
113;LT;50005;2012;bah;sonst-Ld;2;sei;sb;1,253580561;0,62679028;0,008157049;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
114;LT;50005;2012;bah;sonst-Ld;2;sei;stb;0,034178446;0,017089223;0,000222399;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
115;LT;50005;2012;bah;sonst-Ld;2;sei;stw;0,267111511;0,133555756;0,000467979;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
116;LT;50005;2012;bah;sonst-Ld;2;sei;sw;8,749767802;4,374883901;0,015329593;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
117;LT;50005;2012;bah;sonst-Ld;2;sei;total;14,75365218;7,376826091;0,043574894;1,486376473;3,829780573;43,5;0;43,5;0,148616967;23,4;0;23,4;NA;NA
118;LT;50005;2012;bah;sonst-Ld;2;all;ag;262,7570265;131,3785133;0,641981909;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
119;LT;50005;2012;bah;sonst-Ld;2;all;bg;26,65619365;13,32809682;0,082663406;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
120;LT;50005;2012;bah;sonst-Ld;2;all;fwb;42,42960752;21,21480376;0,184330968;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
121;LT;50005;2012;bah;sonst-Ld;2;all;ndl;4,544303577;2,272151788;0;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
122;LT;50005;2012;bah;sonst-Ld;2;all;sb;21,60319896;10,80159948;0,165439249;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
123;LT;50005;2012;bah;sonst-Ld;2;all;stb;0,828869094;0,414434547;0,006364563;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
124;LT;50005;2012;bah;sonst-Ld;2;all;stw;7,728312869;3,864156435;0,011398639;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
125;LT;50005;2012;bah;sonst-Ld;2;all;sw;185,6227345;92,81136726;0,274448489;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
126;LT;50005;2012;bah;sonst-Ld;2;all;total;289,4132202;144,7066101;0,724645315;38,81100874;NA;19,88281642;6,792953531;21,01022147;0,034669784;19,37364735;2,258802848;19,37364735;1119,312904;2
127;LT;50006;2012;rei;Lb-Nd<30;2;hbu;ag;14,00676559;7,003382797;0,038668899;2,444267992;7,955372088;10,75833333;3,738851396;11,38694428;0,010183669;13,225;1,044711728;13,225;NA;NA
128;LT;50006;2012;rei;Lb-Nd<30;2;hbu;bg;1,308265996;0,654132998;0,003964046;2,444267992;7,955372088;10,75833333;3,738851396;11,38694428;0,010183669;13,225;1,044711728;13,225;NA;NA
129;LT;50006;2012;rei;Lb-Nd<30;2;hbu;fwb;3,383912274;1,691956137;0,01556938;2,444267992;7,955372088;10,75833333;3,738851396;11,38694428;0,010183669;13,225;1,044711728;13,225;NA;NA
130;LT;50006;2012;rei;Lb-Nd<30;2;hbu;ndl;0,31758791;0,158793955;0;2,444267992;7,955372088;10,75833333;3,738851396;11,38694428;0,010183669;13,225;1,044711728;13,225;NA;NA
131;LT;50006;2012;rei;Lb-Nd<30;2;hbu;sb;1,535825673;0,767912837;0,011099412;2,444267992;7,955372088;10,75833333;3,738851396;11,38694428;0,010183669;13,225;1,044711728;13,225;NA;NA
132;LT;50006;2012;rei;Lb-Nd<30;2;hbu;stb;0,049712287;0,024856143;0,000359271;2,444267992;7,955372088;10,75833333;3,738851396;11,38694428;0,010183669;13,225;1,044711728;13,225;NA;NA
133;LT;50006;2012;rei;Lb-Nd<30;2;hbu;stw;0,301832641;0,150916321;0,000402947;2,444267992;7,955372088;10,75833333;3,738851396;11,38694428;0,010183669;13,225;1,044711728;13,225;NA;NA
