"plot_ID","inv","stand","SP_code","compartiment","B_t_ha","C_t_ha","N_t_ha","BA_m2_ha","stand_component","BA_percent","dom_SP","stand_type","n_stands","mean_DBH_cm","sd_DBH_cm","Dg_cm","mean_BA_m2","mean_H_m","sd_H_m","Hg_m","n_ha","n_SP"
"140039","HBI","A","all","ag",199.772345203273,99.8861726016364,0.29188035889783,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","all","bg",28.444454935392,14.222227467696,0.117760043432523,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","all","fwb",24.3833626807147,12.1916813403574,0.105896944122344,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","all","ndl",12.4004812311144,6.2002406155572,0,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","all","sb",12.7528452961226,6.37642264806129,0.0617237712332333,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","all","stb",0.563130802892815,0.281565401446408,0.00272555308600122,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","all","stw",6.55228437249052,3.27614218624526,0.0053204549104623,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","all","sw",143.120240819938,71.5601204099689,0.116213635545789,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","all","total",228.216800138665,114.108400069332,0.409640402330353,34.5216854480332,"LT",NA,"gfi","1","1",NA,NA,NA,NA,NA,NA,NA,379.920650211522,NA
"140039","HBI","A","gfi","ag",199.772345203273,99.8861726016364,0.29188035889783,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","A","gfi","bg",28.444454935392,14.222227467696,0.117760043432523,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","A","gfi","fwb",24.3833626807147,12.1916813403574,0.105896944122344,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","A","gfi","ndl",12.4004812311144,6.2002406155572,0,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","A","gfi","sb",12.7528452961226,6.37642264806129,0.0617237712332333,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","A","gfi","stb",0.563130802892815,0.281565401446408,0.00272555308600122,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","A","gfi","stw",6.55228437249052,3.27614218624526,0.0053204549104623,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","A","gfi","sw",143.120240819938,71.5601204099689,0.116213635545789,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","A","gfi","total",228.216800138665,114.108400069332,0.409640402330353,34.5216854480332,"LT",100,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,NA,NA
"140039","HBI","all","all","ag",199.772345203273,99.8861726016364,0.29188035889783,34.5216854480332,"LT",NA,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,379.920650211522,1
"140039","HBI","all","all","bg",28.444454935392,14.222227467696,0.117760043432523,34.5216854480332,"LT",NA,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,379.920650211522,1
"140039","HBI","all","all","fwb",24.3833626807147,12.1916813403574,0.105896944122344,34.5216854480332,"LT",NA,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,379.920650211522,1
"140039","HBI","all","all","ndl",12.4004812311144,6.2002406155572,0,34.5216854480332,"LT",NA,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,379.920650211522,1
"140039","HBI","all","all","sb",12.7528452961226,6.37642264806129,0.0617237712332333,34.5216854480332,"LT",NA,"gfi","1","1",32.9914230019493,8.27628544744999,34.0110369953505,0.0908509826200619,25.0780626596193,3.13300895445633,25.0780626596193,379.920650211522,1
