"","plot_ID","tree_ID","tree_inventory_status","multi_stem","Dist_cm","azi_gon","age","age_meth","SP_code","DBH_class","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","DBH_cm","inv","old_tree_ID","new_tree_inventory_status","plot_inventory_status","inv_year"
"581",50019,1,-9,NA,303,198,75,6,"gfi",NA,2,1,258,99,450,130,45,"pre",1,-9,-9,1970
"582",50019,2,-9,NA,814,233,75,6,"gfi",NA,2,1,NA,NA,394,155,40.4835,"pre",2,-9,-9,1970
"583",50019,3,-9,NA,859,263,75,6,"gfi",NA,2,1,234,73,320,140,32.352,"pre",3,-9,-9,1970
"584",50019,4,-9,NA,1275,277,75,6,"gfi",NA,2,1,NA,NA,361,150,36.8942,"pre",4,-9,-9,1970
"585",50019,5,-9,NA,1271,292,75,6,"gfi",NA,2,1,NA,NA,320,130,32,"pre",5,-9,-9,1970
"586",50019,6,-9,NA,510,302,75,6,"gfi",NA,2,1,243,89,387,140,39.1257,"pre",6,-9,-9,1970
"587",50019,7,-9,NA,1515,311,75,6,"gfi",NA,2,1,NA,NA,387,120,38.2743,"pre",7,-9,-9,1970
"588",50019,8,-9,NA,1549,327,75,6,"gfi",NA,2,1,NA,NA,363,130,36.3,"pre",8,-9,-9,1970
"589",50019,9,-9,NA,1085,335,75,6,"gfi",NA,2,1,NA,NA,337,130,33.7,"pre",9,-9,-9,1970
"590",50019,10,-9,NA,1484,346,75,6,"gfi",NA,2,1,NA,NA,341,130,34.1,"pre",10,-9,-9,1970
"591",50019,11,-9,NA,991,356,75,6,"gfi",NA,2,1,NA,NA,335,130,33.5,"pre",11,-9,-9,1970
"592",50019,12,-9,NA,1584,363,75,6,"gfi",NA,2,1,NA,NA,412,130,41.2,"pre",12,-9,-9,1970
"593",50019,13,-9,NA,1105,396,75,6,"gfi",NA,2,1,253,65,438,130,43.8,"pre",13,-9,-9,1970
"594",50019,14,-9,NA,869,11,75,6,"gfi",NA,2,1,NA,NA,347,130,34.7,"pre",14,-9,-9,1970
"595",50019,15,-9,NA,305,50,75,6,"gfi",NA,2,1,NA,NA,394,150,40.2668,"pre",15,-9,-9,1970
"596",50019,16,-9,NA,1092,50,75,6,"gfi",NA,2,1,NA,NA,361,130,36.1,"pre",16,-9,-9,1970
"597",50019,17,-9,NA,844,56,75,6,"gfi",NA,2,1,NA,NA,333,140,33.6663,"pre",17,-9,-9,1970
"598",50019,18,-9,NA,1393,72,75,6,"gfi",NA,2,1,NA,NA,355,130,35.5,"pre",18,-9,-9,1970
"599",50019,19,-9,NA,756,105,75,6,"gfi",NA,2,1,NA,NA,319,130,31.9,"pre",19,-9,-9,1970
"600",50019,20,-9,NA,1086,108,75,6,"gfi",NA,2,1,NA,NA,333,140,33.6663,"pre",20,-9,-9,1970
"601",50019,21,-9,NA,1377,123,75,6,"gfi",NA,2,1,NA,NA,349,130,34.9,"pre",21,-9,-9,1970
"602",50019,22,-9,NA,877,127,75,6,"gfi",NA,3,1,226,110,266,155,27.3315,"pre",22,-9,-9,1970
"603",50019,23,-9,NA,1112,133,75,6,"gfi",NA,3,1,NA,NA,271,140,27.3981,"pre",23,-9,-9,1970
"604",50019,24,-9,NA,1297,152,75,6,"gfi",NA,2,1,NA,NA,320,130,32,"pre",24,-9,-9,1970
"605",50019,25,-9,NA,622,159,75,6,"gfi",NA,2,1,NA,NA,307,170,32.0508,"pre",25,-9,-9,1970
"606",50019,26,-9,NA,1558,172,75,6,"gfi",NA,2,1,NA,NA,372,130,37.2,"pre",26,-9,-9,1970
"607",50019,27,-9,NA,1121,175,75,6,"gfi",NA,2,1,NA,NA,363,145,36.89895,"pre",27,-9,-9,1970
"608",50019,28,-9,NA,1398,192,75,6,"gfi",NA,2,1,NA,NA,394,130,39.4,"pre",28,-9,-9,1970
"609",50020,1,-9,NA,206,32,113,6,"gki",NA,2,1,NA,NA,340,130,34,"pre",1,-9,-9,1970
"610",50020,2,-9,NA,1500,36,71,4,"gfi",NA,2,1,208,26,325,130,32.5,"pre",2,-9,-9,1970
"611",50020,3,-9,NA,1021,67,113,6,"gki",NA,2,1,187,100,259,130,25.9,"pre",3,-9,-9,1970
"612",50020,4,-9,NA,581,72,113,6,"gki",NA,2,1,NA,NA,342,130,34.2,"pre",4,-9,-9,1970
"613",50020,5,-9,NA,1044,110,113,6,"gki",NA,3,1,170,121,241,130,24.1,"pre",5,-9,-9,1970
"614",50020,6,-9,NA,673,175,113,6,"gki",NA,2,1,199,118,330,130,33,"pre",6,-9,-9,1970
"615",50020,7,-9,NA,1072,214,113,6,"gki",NA,2,1,217,137,357,130,35.7,"pre",7,-9,-9,1970
"616",50020,8,-9,NA,348,219,71,4,"gfi",NA,2,1,217,20,309,130,30.9,"pre",8,-9,-9,1970
"617",50020,9,-9,NA,1314,228,113,6,"gki",NA,2,1,NA,NA,309,130,30.9,"pre",9,-9,-9,1970
"618",50020,10,-9,NA,1217,265,113,6,"gki",NA,2,1,NA,NA,295,130,29.5,"pre",10,-9,-9,1970
"619",50020,11,-9,NA,1069,275,41,2,"gfi",NA,0,2,106,14,167,130,16.7,"pre",11,-9,-9,1970
"620",50020,12,-9,NA,994,291,113,6,"gki",NA,2,1,NA,NA,350,130,35,"pre",12,-9,-9,1970
"621",50020,13,-9,NA,1538,295,113,6,"gki",NA,2,1,NA,NA,380,130,38,"pre",13,-9,-9,1970
"622",50020,14,-9,NA,607,338,113,6,"gki",NA,2,1,NA,NA,327,130,32.7,"pre",14,-9,-9,1970
"623",50020,15,-9,NA,1217,378,71,4,"gfi",NA,3,1,187,31,290,130,29,"pre",15,-9,-9,1970
"624",50020,16,-9,NA,1129,1,113,6,"gki",NA,2,1,NA,NA,296,130,29.6,"pre",16,-9,-9,1970
"625",50020,17,-9,NA,468,3,113,6,"gki",NA,2,1,NA,NA,294,130,29.4,"pre",17,-9,-9,1970
"626",50020,18,-9,NA,1586,156,113,6,"gki",NA,2,1,215,113,338,130,33.8,"pre",18,-9,-9,1970
"627",50021,1,-9,NA,137,298,79,6,"gki",NA,2,1,222,161,269,130,26.9,"pre",1,-9,-9,1970
"628",50021,2,-9,NA,1046,316,79,6,"gki",NA,2,1,222,125,385,130,38.5,"pre",2,-9,-9,1970
"629",50021,3,-9,NA,663,334,79,6,"gki",NA,2,1,NA,NA,274,130,27.4,"pre",3,-9,-9,1970
"630",50021,4,-9,NA,404,354,79,6,"gki",NA,2,1,NA,NA,375,130,37.5,"pre",4,-9,-9,1970
"631",50021,5,-9,NA,1229,354,79,6,"gki",NA,2,1,NA,NA,332,130,33.2,"pre",5,-9,-9,1970
"632",50021,6,-9,NA,1632,355,79,6,"gki",NA,2,1,NA,NA,369,130,36.9,"pre",6,-9,-9,1970
"633",50021,7,-9,NA,1438,18,79,6,"gki",NA,2,1,NA,NA,386,130,38.6,"pre",7,-9,-9,1970
"634",50021,8,-9,NA,1349,66,79,6,"gki",NA,2,1,NA,NA,358,130,35.8,"pre",8,-9,-9,1970
"635",50021,9,-9,NA,1057,80,79,6,"gki",NA,3,1,NA,NA,263,130,26.3,"pre",9,-9,-9,1970
"636",50021,10,-9,NA,428,88,79,6,"gki",NA,2,1,NA,NA,322,130,32.2,"pre",10,-9,-9,1970
"637",50021,11,-9,NA,1224,104,79,6,"gki",NA,2,1,NA,NA,427,130,42.7,"pre",11,-9,-9,1970
"638",50021,12,-9,NA,722,110,79,6,"gki",NA,2,1,NA,NA,387,130,38.7,"pre",12,-9,-9,1970
"639",50021,13,-9,NA,1341,130,79,6,"gki",NA,3,1,NA,NA,318,130,31.8,"pre",13,-9,-9,1970
"640",50021,14,-9,NA,797,150,79,6,"gki",NA,2,1,209,149,308,130,30.8,"pre",14,-9,-9,1970
"641",50021,15,-9,NA,487,197,79,6,"gki",NA,2,1,226,152,382,130,38.2,"pre",15,-9,-9,1970
"642",50021,16,-9,NA,1565,208,79,6,"gki",NA,2,1,NA,NA,381,130,38.1,"pre",16,-9,-9,1970
"643",50021,17,-9,NA,913,228,79,6,"gki",NA,2,1,NA,NA,321,130,32.1,"pre",17,-9,-9,1970
"644",50021,18,-9,NA,949,275,79,6,"gki",NA,1,1,232,140,446,130,44.6,"pre",18,-9,-9,1970
"645",50022,1,-9,NA,200,229,119,6,"gki",NA,4,1,143,110,168,130,16.8,"pre",1,-9,-9,1970
"646",50022,2,-9,NA,1108,264,119,6,"gki",NA,2,1,206,135,353,130,35.3,"pre",2,-9,-9,1970
"647",50022,3,-9,NA,931,276,119,6,"gki",NA,3,1,173,126,204,130,20.4,"pre",3,-9,-9,1970
"648",50022,4,-9,NA,529,280,119,6,"gki",NA,2,1,NA,NA,325,130,32.5,"pre",4,-9,-9,1970
"649",50022,5,-9,NA,1164,288,119,6,"gki",NA,4,1,NA,NA,166,130,16.6,"pre",5,-9,-9,1970
"650",50022,6,-9,NA,1474,295,119,6,"gki",NA,2,1,NA,NA,363,130,36.3,"pre",6,-9,-9,1970
"651",50022,7,-9,NA,1585,301,119,6,"tei",NA,2,1,178,36,342,130,34.2,"pre",7,-9,-9,1970
"652",50022,8,-9,NA,1127,314,119,6,"gki",NA,2,1,217,114,403,130,40.3,"pre",8,-9,-9,1970
"653",50022,9,-9,NA,719,335,119,6,"gki",NA,2,1,NA,NA,355,130,35.5,"pre",9,-9,-9,1970
"654",50022,10,-9,NA,1361,340,119,6,"gki",NA,2,1,196,144,314,130,31.4,"pre",10,-9,-9,1970
"655",50022,11,-9,NA,1300,351,119,6,"tei",NA,2,1,178,47,317,130,31.7,"pre",11,-9,-9,1970
"656",50022,12,-9,NA,713,362,119,6,"gki",NA,4,1,NA,NA,201,130,20.1,"pre",12,-9,-9,1970
"657",50022,13,-9,NA,990,385,119,6,"gki",NA,2,1,NA,NA,370,130,37,"pre",13,-9,-9,1970
"658",50022,14,-9,NA,1315,399,119,6,"gki",NA,2,1,217,141,360,130,36,"pre",14,-9,-9,1970
"659",50022,15,-9,NA,619,12,119,6,"gki",NA,2,1,187,126,266,130,26.6,"pre",15,-9,-9,1970
"660",50022,16,-9,NA,1128,25,119,6,"gki",NA,2,1,NA,NA,424,130,42.4,"pre",16,-9,-9,1970
"661",50022,17,-9,NA,1233,65,119,6,"gki",NA,2,1,NA,NA,336,130,33.6,"pre",17,-9,-9,1970
"662",50022,18,-9,NA,1428,82,119,6,"gki",NA,2,1,NA,NA,356,130,35.6,"pre",18,-9,-9,1970
"663",50022,19,-9,NA,1066,98,119,6,"gki",NA,2,1,NA,NA,345,130,34.5,"pre",19,-9,-9,1970
"664",50022,20,-9,NA,709,104,119,6,"gki",NA,2,1,NA,NA,368,130,36.8,"pre",20,-9,-9,1970
"665",50022,21,-9,NA,1110,104,119,6,"tei",NA,4,1,85,30,161,140,16.2771,"pre",21,-9,-9,1970
"666",50022,22,-9,NA,1522,128,119,6,"gki",NA,2,1,NA,NA,409,130,40.9,"pre",22,-9,-9,1970
"667",50022,23,-9,NA,712,130,119,6,"gki",NA,2,1,NA,NA,365,130,36.5,"pre",23,-9,-9,1970
"668",50022,24,-9,NA,1417,154,119,6,"gki",NA,2,1,NA,NA,319,130,31.9,"pre",24,-9,-9,1970
"669",50022,25,-9,NA,1060,162,119,6,"gki",NA,2,1,NA,NA,366,130,36.6,"pre",25,-9,-9,1970
"670",50022,26,-9,NA,298,180,119,6,"gki",NA,2,1,NA,NA,385,130,38.5,"pre",26,-9,-9,1970
"671",50022,27,-9,NA,1559,180,119,6,"gki",NA,2,1,NA,NA,410,130,41,"pre",27,-9,-9,1970
"672",50022,28,-9,NA,821,185,119,6,"gki",NA,2,1,NA,NA,386,130,38.6,"pre",28,-9,-9,1970
"673",50022,29,-9,NA,1469,202,119,6,"gki",NA,2,1,227,161,459,130,45.9,"pre",29,-9,-9,1970
"674",50022,30,-9,NA,1511,229,119,6,"gki",NA,2,1,NA,NA,302,130,30.2,"pre",30,-9,-9,1970
"675",50023,1,-9,NA,85,59,57,6,"rbu",NA,0,2,NA,NA,83,130,8.3,"pre",1,-9,-9,1970
"676",50023,2,-9,NA,819,64,57,6,"rbu",NA,0,2,NA,NA,153,130,15.3,"pre",2,-9,-9,1970
"677",50023,3,-9,NA,1190,64,57,6,"ela",NA,2,1,217,119,283,130,28.3,"pre",3,-9,-9,1970
"678",50023,4,-9,NA,1173,78,57,6,"rbu",NA,3,1,187,98,175,130,17.5,"pre",4,-9,-9,1970
"679",50023,5,-9,NA,840,81,57,6,"tei",NA,3,1,183,76,186,130,18.6,"pre",5,-9,-9,1970
"680",50023,6,-9,NA,1639,85,57,6,"ela",NA,1,1,NA,NA,395,130,39.5,"pre",6,-9,-9,1970
"681",50023,7,-9,NA,563,104,57,6,"ela",NA,2,1,NA,NA,318,130,31.8,"pre",7,-9,-9,1970
"682",50023,8,-9,NA,1088,113,57,6,"ela",NA,4,1,154,136,207,130,20.7,"pre",8,-9,-9,1970
"683",50023,9,-9,NA,533,120,57,6,"rbu",NA,0,2,NA,NA,80,130,8,"pre",9,-9,-9,1970
"684",50023,10,-9,NA,828,121,57,6,"rbu",NA,0,2,170,64,125,130,12.5,"pre",10,-9,-9,1970
"685",50023,11,-9,NA,971,123,57,6,"rbu",NA,0,2,NA,NA,149,130,14.9,"pre",11,-9,-9,1970
"686",50023,12,-9,NA,581,135,57,6,"rbu",NA,0,2,NA,NA,107,130,10.7,"pre",12,-9,-9,1970
"687",50023,13,-9,NA,1228,136,57,6,"rbu",NA,0,2,NA,NA,138,170,14.4072,"pre",13,-9,-9,1970
"688",50023,14,-9,NA,208,142,57,6,"rbu",NA,0,2,87,59,83,130,8.3,"pre",14,-9,-9,1970
"689",50023,15,-9,NA,734,146,57,6,"ela",NA,2,1,NA,NA,249,130,24.9,"pre",15,-9,-9,1970
"690",50023,16,-9,NA,1100,156,57,6,"rbu",NA,0,2,NA,NA,143,130,14.3,"pre",16,-9,-9,1970
"691",50023,17,-9,NA,779,159,57,6,"rbu",NA,0,2,NA,NA,114,130,11.4,"pre",17,-9,-9,1970
"692",50023,18,-9,NA,930,166,57,6,"rbu",NA,0,2,NA,NA,141,130,14.1,"pre",18,-9,-9,1970
"693",50023,19,-9,NA,352,171,57,6,"rbu",NA,0,2,NA,NA,128,170,13.3632,"pre",19,-9,-9,1970
"694",50023,20,-9,NA,464,180,57,6,"rbu",NA,0,2,NA,NA,149,120,14.7361,"pre",20,-9,-9,1970
"695",50023,21,-9,NA,1046,177,57,6,"ela",NA,0,2,115,97,158,130,15.8,"pre",21,-9,-9,1970
"696",50023,22,-9,NA,1565,177,57,6,"ela",NA,1,1,NA,NA,320,130,32,"pre",22,-9,-9,1970
"697",50023,23,-9,NA,1242,180,57,6,"rbu",NA,0,2,NA,NA,133,130,13.3,"pre",23,-9,-9,1970
"698",50023,24,-9,NA,1153,197,57,6,"rbu",NA,0,2,NA,NA,124,155,12.741,"pre",24,-9,-9,1970
"699",50023,25,-9,NA,1020,205,57,6,"rbu",NA,0,2,NA,NA,104,160,10.7432,"pre",25,-9,-9,1970
"700",50023,26,-9,NA,735,214,57,6,"ela",NA,4,1,NA,NA,179,130,17.9,"pre",26,-9,-9,1970
"701",50023,27,-9,NA,332,225,57,6,"rbu",NA,0,2,NA,NA,88,130,8.8,"pre",27,-9,-9,1970
"702",50023,28,-9,NA,724,241,57,6,"kir",NA,3,1,152,84,181,130,18.1,"pre",28,-9,-9,1970
"703",50023,29,-9,NA,887,261,57,6,"hbu",NA,0,2,94,40,108,160,11.1564,"pre",29,-9,-9,1970
"704",50023,30,-9,NA,1172,259,57,6,"ela",NA,4,1,NA,NA,183,130,18.3,"pre",30,-9,-9,1970
"705",50023,31,-9,NA,872,273,57,6,"ela",NA,2,1,NA,NA,269,130,26.9,"pre",31,-9,-9,1970
"706",50023,32,-9,NA,1597,292,57,6,"ela",NA,2,1,234,121,330,140,33.363,"pre",32,-9,-9,1970
"707",50023,33,-9,NA,844,302,57,6,"ela",NA,2,1,NA,NA,270,130,27,"pre",33,-9,-9,1970
"708",50023,34,-9,NA,816,308,57,6,"rbu",NA,0,2,NA,NA,128,130,12.8,"pre",34,-9,-9,1970
"709",50023,35,-9,NA,1141,318,57,6,"rbu",NA,0,2,NA,NA,111,130,11.1,"pre",35,-9,-9,1970
"710",50023,36,-9,NA,663,318,57,6,"ela",NA,2,1,NA,NA,279,130,27.9,"pre",36,-9,-9,1970
"711",50023,37,-9,NA,625,329,57,6,"rbu",NA,0,2,132,75,108,130,10.8,"pre",37,-9,-9,1970
"712",50023,38,-9,NA,1684,343,57,6,"ela",NA,1,1,NA,NA,341,130,34.1,"pre",38,-9,-9,1970
"713",50023,39,-9,NA,840,346,57,6,"rbu",NA,3,1,NA,NA,144,130,14.4,"pre",39,-9,-9,1970
"714",50023,40,-9,NA,1099,349,57,6,"rbu",NA,2,1,207,69,223,130,22.3,"pre",40,-9,-9,1970
"715",50023,41,-9,NA,636,357,57,6,"ela",NA,1,1,NA,NA,346,130,34.6,"pre",41,-9,-9,1970
"716",50023,42,-9,NA,531,357,57,6,"rbu",NA,0,2,NA,NA,127,180,13.3985,"pre",42,-9,-9,1970
"717",50023,43,-9,NA,1380,362,57,6,"ela",NA,1,1,264,133,376,130,37.6,"pre",43,-9,-9,1970
"718",50023,44,-9,NA,962,366,57,6,"rbu",NA,0,2,NA,NA,119,130,11.9,"pre",44,-9,-9,1970
"719",50023,45,-9,NA,1158,384,57,6,"rbu",NA,3,1,NA,NA,107,150,10.9354,"pre",45,-9,-9,1970
"720",50023,46,-9,NA,810,385,57,6,"ela",NA,3,1,NA,NA,202,130,20.2,"pre",46,-9,-9,1970
"721",50023,47,-9,NA,591,388,57,6,"rbu",NA,0,2,NA,NA,142,130,14.2,"pre",47,-9,-9,1970
"722",50023,48,-9,NA,1273,388,57,6,"ela",NA,1,1,NA,NA,359,130,35.9,"pre",48,-9,-9,1970
"723",50023,49,-9,NA,1170,392,57,6,"rbu",NA,0,2,NA,NA,122,130,12.2,"pre",49,-9,-9,1970
"724",50023,50,-9,NA,943,1,57,6,"rbu",NA,0,2,NA,NA,116,130,11.6,"pre",50,-9,-9,1970
"725",50023,51,-9,NA,475,18,57,6,"rbu",NA,3,1,NA,NA,158,180,16.669,"pre",51,-9,-9,1970
"726",50023,52,-9,NA,1002,23,57,6,"ela",NA,1,1,252,141,417,130,41.7,"pre",52,-9,-9,1970
"727",50023,53,-9,NA,236,37,57,6,"ela",NA,2,1,NA,NA,300,130,30,"pre",53,-9,-9,1970
"728",50023,54,-9,NA,1447,43,57,6,"ela",NA,2,1,NA,NA,313,130,31.3,"pre",54,-9,-9,1970
"729",50024,1,-9,NA,703,326,168,6,"rbu",NA,2,1,269,38,756,130,75.6,"pre",1,-9,-9,1970
"730",50024,2,-9,NA,1186,340,168,6,"rbu",NA,1,1,326,121,933,130,93.3,"pre",2,-9,-9,1970
"731",50024,3,-9,NA,1744,380,168,6,"rbu",NA,2,1,327,126,818,130,81.8,"pre",3,-9,-9,1970
"732",50024,4,-9,NA,1192,24,168,6,"sei",NA,3,1,264,97,498,130,49.8,"pre",4,-9,-9,1970
"733",50024,5,-9,NA,1166,101,168,6,"rbu",NA,2,1,293,42,658,130,65.8,"pre",5,-9,-9,1970
"734",50024,6,-9,NA,1459,113,168,6,"rbu",NA,2,1,NA,NA,875,130,87.5,"pre",6,-9,-9,1970
"735",50024,7,-9,NA,1545,269,168,6,"rbu",NA,2,1,NA,NA,826,130,82.6,"pre",7,-9,-9,1970
"736",50024,8,-9,NA,876,284,168,6,"rbu",NA,2,1,NA,NA,805,130,80.5,"pre",8,-9,-9,1970
"737",50024,9,-9,NA,1892,310,168,6,"rbu",NA,2,1,339,136,830,130,83,"pre",9,-9,-9,1970
"738",50024,10,-9,NA,1977,95,168,6,"rbu",NA,2,1,NA,NA,816,130,81.6,"pre",10,-9,-9,1970
"739",50025,1,-9,NA,258,102,119,6,"sei",NA,2,1,NA,NA,380,130,38,"pre",1,-9,-9,1970
"740",50025,2,-9,NA,756,103,119,6,"sei",NA,2,1,234,84,576,130,57.6,"pre",2,-9,-9,1970
"741",50025,3,-9,NA,1330,103,119,6,"sei",NA,2,1,NA,NA,360,130,36,"pre",3,-9,-9,1970
"742",50025,4,-9,NA,1524,135,119,6,"sei",NA,2,1,NA,NA,350,130,35,"pre",4,-9,-9,1970
"743",50025,5,-9,NA,1412,148,119,6,"sei",NA,2,1,NA,NA,330,130,33,"pre",5,-9,-9,1970
"744",50025,6,-9,NA,1352,169,119,6,"sei",NA,2,1,NA,NA,333,130,33.3,"pre",6,-9,-9,1970
"745",50025,7,-9,NA,1569,172,119,6,"sei",NA,1,1,NA,NA,588,130,58.8,"pre",7,-9,-9,1970
"746",50025,8,-9,NA,849,179,119,6,"sei",NA,2,1,NA,NA,334,130,33.4,"pre",8,-9,-9,1970
"747",50025,9,-9,NA,1174,192,119,6,"sei",NA,2,1,NA,NA,464,130,46.4,"pre",9,-9,-9,1970
"748",50025,10,-9,NA,1239,243,119,6,"sei",NA,2,1,201,129,374,130,37.4,"pre",10,-9,-9,1970
"749",50025,11,-9,NA,1778,256,119,6,"sei",NA,2,1,202,32,414,130,41.4,"pre",11,-9,-9,1970
"750",50025,12,-9,NA,1339,278,119,6,"sei",NA,2,1,212,51,461,130,46.1,"pre",12,-9,-9,1970
"751",50025,13,-9,NA,792,283,119,6,"sei",NA,3,1,183,57,262,130,26.2,"pre",13,-9,-9,1970
"752",50025,14,-9,NA,895,329,89,6,"sbi",NA,2,1,227,97,353,150,36.0766,"pre",14,-9,-9,1970
"753",50025,15,-9,NA,1690,334,89,6,"sbi",NA,2,1,238,96,308,130,30.8,"pre",15,-9,-9,1970
"754",50025,16,-9,NA,1138,372,89,6,"sbi",NA,3,1,191,109,210,130,21,"pre",16,-9,-9,1970
"755",50025,17,-9,NA,1214,382,89,6,"sbi",NA,2,1,228,119,303,130,30.3,"pre",17,-9,-9,1970
"756",50025,18,-9,NA,991,392,74,6,"rbu",NA,2,1,242,111,359,130,35.9,"pre",18,-9,-9,1970
"757",50025,19,-9,NA,1182,71,119,6,"sei",NA,1,1,233,82,547,130,54.7,"pre",19,-9,-9,1970
"758",50025,20,-9,NA,1446,83,119,6,"sei",NA,2,1,203,91,346,130,34.6,"pre",20,-9,-9,1970
"759",50026,1,-9,NA,75,189,35,6,"rbu",NA,2,1,NA,NA,128,130,12.8,"pre",1,-9,-9,1970
"760",50026,2,-9,NA,289,191,35,6,"rbu",NA,2,1,102,25,99,130,9.9,"pre",2,-9,-9,1970
"761",50026,3,-9,NA,474,192,35,6,"rbu",NA,3,1,NA,NA,90,130,9,"pre",3,-9,-9,1970
"762",50026,4,-9,NA,961,202,72,6,"rbu",NA,0,3,178,36,323,130,32.3,"pre",4,-9,-9,1970
"763",50026,5,-9,NA,1741,222,72,6,"rei",NA,0,3,222,86,390,130,39,"pre",5,-9,-9,1970
"764",50026,6,-9,NA,565,232,72,6,"bah",NA,0,3,182,97,247,130,24.7,"pre",6,-9,-9,1970
"765",50026,7,-9,NA,1162,243,35,6,"rbu",NA,2,1,84,10,103,130,10.3,"pre",7,-9,-9,1970
"766",50026,8,-9,NA,593,269,35,6,"rbu",NA,2,1,NA,NA,122,130,12.2,"pre",8,-9,-9,1970
"767",50026,9,-9,NA,392,301,35,6,"rbu",NA,2,1,NA,NA,101,130,10.1,"pre",9,-9,-9,1970
"768",50026,10,-9,NA,955,301,35,6,"rbu",NA,2,1,NA,NA,106,130,10.6,"pre",10,-9,-9,1970
"769",50026,11,-9,NA,1223,309,35,6,"rbu",NA,3,1,NA,NA,106,130,10.6,"pre",11,-9,-9,1970
"770",50026,12,-9,NA,748,321,72,6,"bah",NA,0,3,192,58,400,130,40,"pre",12,-9,-9,1970
"771",50026,13,-9,NA,1137,323,35,6,"rbu",NA,3,1,NA,NA,100,130,10,"pre",13,-9,-9,1970
"772",50026,14,-9,NA,941,337,35,6,"rbu",NA,3,1,NA,NA,112,130,11.2,"pre",14,-9,-9,1970
"773",50026,15,-9,NA,377,337,35,6,"rbu",NA,2,1,NA,NA,104,130,10.4,"pre",15,-9,-9,1970
"774",50026,16,-9,NA,822,350,35,6,"rbu",NA,1,1,NA,NA,137,130,13.7,"pre",16,-9,-9,1970
"775",50026,17,-9,NA,119,365,35,6,"rbu",NA,2,1,NA,NA,128,130,12.8,"pre",17,-9,-9,1970
"776",50026,18,-9,NA,526,361,35,6,"rbu",NA,2,1,NA,NA,83,130,8.3,"pre",18,-9,-9,1970
"777",50026,19,-9,NA,517,370,35,6,"rbu",NA,2,1,NA,NA,96,130,9.6,"pre",19,-9,-9,1970
"778",50026,20,-9,NA,504,383,35,6,"rbu",NA,3,1,NA,NA,79,130,7.9,"pre",20,-9,-9,1970
"779",50026,21,-9,NA,1132,368,35,6,"rbu",NA,2,1,NA,NA,102,130,10.2,"pre",21,-9,-9,1970
"780",50026,22,-9,NA,697,389,35,6,"rbu",NA,2,1,NA,NA,105,130,10.5,"pre",22,-9,-9,1970
"781",50026,23,-9,NA,495,393,35,6,"rbu",NA,3,1,NA,NA,109,130,10.9,"pre",23,-9,-9,1970
"782",50026,24,-9,NA,968,10,35,6,"rbu",NA,1,1,130,35,182,130,18.2,"pre",24,-9,-9,1970
"783",50026,25,-9,NA,795,19,35,6,"kir",NA,1,1,168,97,189,130,18.9,"pre",25,-9,-9,1970
"784",50026,26,-9,NA,1644,24,72,6,"rei",NA,0,3,275,139,429,130,42.9,"pre",26,-9,-9,1970
"785",50026,27,-9,NA,1474,33,72,6,"rei",NA,0,3,256,142,316,130,31.6,"pre",27,-9,-9,1970
"786",50026,28,-9,NA,867,42,35,6,"rbu",NA,2,1,NA,NA,112,135,11.2616,"pre",28,-9,-9,1970
"787",50026,29,-9,NA,543,43,35,6,"rbu",NA,3,1,NA,NA,86,130,8.6,"pre",29,-9,-9,1970
"788",50026,30,-9,NA,318,54,35,6,"rbu",NA,2,1,NA,NA,102,130,10.2,"pre",30,-9,-9,1970
"789",50026,31,-9,NA,887,56,35,6,"rbu",NA,2,1,NA,NA,124,130,12.4,"pre",31,-9,-9,1970
"790",50026,32,-9,NA,1079,64,35,6,"rbu",NA,3,1,NA,NA,111,130,11.1,"pre",32,-9,-9,1970
"791",50026,33,-9,NA,1226,75,35,6,"rbu",NA,2,1,NA,NA,140,130,14,"pre",33,-9,-9,1970
"792",50026,34,-9,NA,991,87,35,6,"rbu",NA,2,1,NA,NA,112,130,11.2,"pre",34,-9,-9,1970
"793",50026,35,-9,NA,1648,91,72,6,"rei",NA,0,3,247,139,378,130,37.8,"pre",35,-9,-9,1970
"794",50026,36,-9,NA,377,94,35,6,"rbu",NA,2,1,NA,NA,110,130,11,"pre",36,-9,-9,1970
"795",50026,37,-9,NA,670,103,35,6,"rbu",NA,2,1,NA,NA,108,130,10.8,"pre",37,-9,-9,1970
"796",50026,38,-9,NA,1138,110,35,6,"rbu",NA,2,1,NA,NA,120,130,12,"pre",38,-9,-9,1970
"797",50026,39,-9,NA,956,115,35,6,"rbu",NA,2,1,NA,NA,102,130,10.2,"pre",39,-9,-9,1970
"798",50026,40,-9,NA,1219,117,35,6,"rbu",NA,3,1,NA,NA,126,130,12.6,"pre",40,-9,-9,1970
"799",50026,41,-9,NA,812,119,35,6,"rbu",NA,2,1,NA,NA,144,130,14.4,"pre",41,-9,-9,1970
"800",50026,42,-9,NA,1049,137,35,6,"rbu",NA,2,1,NA,NA,115,130,11.5,"pre",42,-9,-9,1970
"801",50026,43,-9,NA,341,142,35,6,"rbu",NA,2,1,119,24,147,130,14.7,"pre",43,-9,-9,1970
"802",50027,1,-9,NA,268,95,72,6,"gki",NA,2,1,201,24,293,130,29.3,"pre",1,-9,-9,1970
