"";"plot_ID";"CCS_nr";"CCS_position";"CCS_dist";"CCS_RG_inv_status";"CCS_max_dist_cm";"inv_year";"inv"
"1";140001;1;"n";1000;-9;-9;1970;"warning"
"2";140001;2;"o";1000;-9;-9;1970;"warning"
"3";140001;3;"s";1000;-9;-9;1970;"warning"
"4";140001;4;"w";1000;-9;-9;1970;"warning"
"5";140002;1;"n";1000;-9;-9;1970;"warning"
"6";140002;2;"o";1000;-9;-9;1970;"warning"
"7";140002;3;"s";1000;-9;-9;1970;"warning"
"8";140002;4;"w";1000;-9;-9;1970;"warning"
"9";140003;1;"n";1000;-9;-9;1970;"warning"
"10";140003;2;"o";1000;-9;-9;1970;"warning"
"11";140003;3;"s";1000;-9;-9;1970;"warning"
"12";140003;4;"w";1000;-9;-9;1970;"warning"
"13";140004;1;"n";1000;-9;-9;1970;"warning"
"14";140004;2;"o";1000;-9;-9;1970;"warning"
"15";140004;3;"s";1000;-9;-9;1970;"warning"
"16";140004;4;"w";1000;-9;-9;1970;"warning"
"17";140005;1;"n";1000;-9;-9;1970;"warning"
"18";140005;2;"o";1000;-9;-9;1970;"warning"
"19";140005;3;"s";1000;-9;-9;1970;"warning"
"20";140005;4;"w";1000;-9;-9;1970;"warning"
"21";140006;1;"n";1000;-9;-9;1970;"warning"
"22";140006;2;"o";1000;-9;-9;1970;"warning"
"23";140006;3;"s";1000;-9;-9;1970;"warning"
"24";140006;4;"w";1000;-9;-9;1970;"warning"
"25";140007;1;"n";1000;-9;-9;1970;"warning"
"26";140007;2;"o";1000;-9;-9;1970;"warning"
"27";140007;3;"s";1000;-9;-9;1970;"warning"
"28";140007;4;"w";1000;-9;-9;1970;"warning"
"29";140008;1;"n";1000;-9;-9;1970;"warning"
"30";140008;2;"o";1000;-9;-9;1970;"warning"
"31";140008;3;"s";1000;-9;-9;1970;"warning"
"32";140008;4;"w";1000;-9;-9;1970;"warning"
"33";140009;1;"n";1000;-9;-9;1970;"warning"
"34";140009;2;"o";1000;-9;-9;1970;"warning"
"35";140009;3;"s";1000;-9;-9;1970;"warning"
"36";140009;4;"w";1000;-9;-9;1970;"warning"
"37";140010;1;"n";1000;-9;-9;1970;"warning"
"38";140010;2;"o";1000;-9;-9;1970;"warning"
"39";140010;3;"s";1000;-9;-9;1970;"warning"
"40";140010;4;"w";500;-9;-9;1970;"warning"
"41";140011;1;"n";1000;-9;-9;1970;"warning"
"42";140011;2;"o";1000;-9;-9;1970;"warning"
"43";140011;3;"s";1000;-9;-9;1970;"warning"
"44";140011;4;"w";1000;-9;-9;1970;"warning"
"45";140012;1;"n";1000;-9;-9;1970;"warning"
"46";140012;2;"o";1000;-9;-9;1970;"warning"
"47";140012;3;"s";1000;-9;-9;1970;"warning"
"48";140012;4;"w";1000;-9;-9;1970;"warning"
"49";140013;1;"n";1000;-9;-9;1970;"warning"
"50";140013;2;"o";1000;-9;-9;1970;"warning"
"51";140013;3;"s";1000;-9;-9;1970;"warning"
"52";140013;4;"w";1000;-9;-9;1970;"warning"
"53";140014;1;"n";1000;-9;-9;1970;"warning"
"54";140014;2;"o";1000;-9;-9;1970;"warning"
"55";140014;3;"s";1000;-9;-9;1970;"warning"
"56";140014;4;"w";1000;-9;-9;1970;"warning"
"57";140015;1;"n";1000;-9;-9;1970;"warning"
"58";140015;2;"o";1000;-9;-9;1970;"warning"
"59";140015;3;"s";1000;-9;-9;1970;"warning"
"60";140015;4;"w";1000;-9;-9;1970;"warning"
"61";140016;1;"n";1000;-9;-9;1970;"warning"
"62";140016;2;"o";1000;-9;-9;1970;"warning"
"63";140016;3;"s";1000;-9;-9;1970;"warning"
"64";140016;4;"w";1000;-9;-9;1970;"warning"
"65";140017;1;"n";1000;-9;-9;1970;"warning"
"66";140017;2;"o";1000;-9;-9;1970;"warning"
"67";140017;3;"s";1000;-9;-9;1970;"warning"
"68";140017;4;"w";1000;-9;-9;1970;"warning"
"69";140018;1;"n";1000;-9;-9;1970;"warning"
"70";140018;2;"o";1000;-9;-9;1970;"warning"
"71";140018;3;"s";1000;-9;-9;1970;"warning"
"72";140018;4;"w";1000;-9;-9;1970;"warning"
"73";140019;1;"n";1000;-9;-9;1970;"warning"
"74";140019;2;"o";1000;-9;-9;1970;"warning"
"75";140019;3;"s";1000;-9;-9;1970;"warning"
"76";140019;4;"w";1000;-9;-9;1970;"warning"
"77";140020;1;"n";1000;-9;-9;1970;"warning"
"78";140020;2;"o";1000;-9;-9;1970;"warning"
"79";140020;3;"s";1000;-9;-9;1970;"warning"
"80";140020;4;"w";1000;-9;-9;1970;"warning"
"81";140021;1;"n";1000;-9;-9;1970;"warning"
"82";140021;2;"o";1000;-9;-9;1970;"warning"
"83";140021;3;"s";1000;-9;-9;1970;"warning"
"84";140021;4;"w";1000;-9;-9;1970;"warning"
"85";140022;1;"n";1000;-9;-9;1970;"warning"
"86";140022;2;"o";1000;-9;-9;1970;"warning"
"87";140022;3;"s";1000;-9;-9;1970;"warning"
"88";140022;4;"w";1000;-9;-9;1970;"warning"
"89";140023;1;"n";1000;-9;-9;1970;"warning"
"90";140023;2;"o";1000;-9;-9;1970;"warning"
"91";140023;3;"s";1000;-9;-9;1970;"warning"
"92";140023;4;"w";1000;-9;-9;1970;"warning"
"93";140024;1;"n";1000;-9;-9;1970;"warning"
"94";140024;2;"o";1000;-9;-9;1970;"warning"
"95";140024;3;"s";1000;-9;-9;1970;"warning"
"96";140024;4;"w";1000;-9;-9;1970;"warning"
"97";140025;1;"n";1000;-9;-9;1970;"warning"
"98";140025;2;"o";1000;-9;-9;1970;"warning"
"99";140025;3;"s";1000;-9;-9;1970;"warning"
"100";140025;4;"w";1000;-9;-9;1970;"warning"
"101";140026;1;"n";1000;-9;-9;1970;"warning"
"102";140026;2;"o";1000;-9;-9;1970;"warning"
"103";140026;3;"s";1000;-9;-9;1970;"warning"
"104";140026;4;"w";1000;-9;-9;1970;"warning"
"105";140027;1;"n";1000;-9;-9;1970;"warning"
"106";140027;2;"o";1000;-9;-9;1970;"warning"
"107";140027;3;"s";1000;-9;-9;1970;"warning"
"108";140027;4;"w";1000;-9;-9;1970;"warning"
"109";140028;1;"n";1000;-9;-9;1970;"warning"
"110";140028;2;"o";1000;-9;-9;1970;"warning"
"111";140028;3;"s";1000;-9;-9;1970;"warning"
"112";140028;4;"w";1000;-9;-9;1970;"warning"
"113";140029;1;"n";1000;-9;-9;1970;"warning"
"114";140029;2;"o";1000;-9;-9;1970;"warning"
"115";140029;3;"s";1000;-9;-9;1970;"warning"
"116";140029;4;"w";1000;-9;-9;1970;"warning"
"117";140030;1;"n";1000;-9;-9;1970;"warning"
"118";140030;2;"o";1000;-9;-9;1970;"warning"
"119";140030;3;"s";130;-9;-9;1970;"warning"
"120";140030;4;"w";1000;-9;-9;1970;"warning"
"121";140031;1;"n";1000;-9;-9;1970;"warning"
"122";140031;2;"o";1000;-9;-9;1970;"warning"
"123";140031;3;"s";1000;-9;-9;1970;"warning"
"124";140031;4;"w";1000;-9;-9;1970;"warning"
"125";140032;1;"n";1000;-9;-9;1970;"warning"
"126";140032;2;"o";1000;-9;-9;1970;"warning"
"127";140032;3;"s";1000;-9;-9;1970;"warning"
"128";140032;4;"w";1000;-9;-9;1970;"warning"
"129";140033;1;"n";1000;-9;-9;1970;"warning"
"130";140033;2;"o";1000;-9;-9;1970;"warning"
"131";140033;3;"s";1000;-9;-9;1970;"warning"
"132";140033;4;"w";1000;-9;-9;1970;"warning"
"133";140034;1;"n";1000;-9;-9;1970;"warning"
"134";140034;2;"o";1000;-9;-9;1970;"warning"
"135";140034;3;"s";1000;-9;-9;1970;"warning"
"136";140034;4;"w";1000;-9;-9;1970;"warning"
"137";140035;1;"n";1000;-9;-9;1970;"warning"
"138";140035;2;"o";1000;-9;-9;1970;"warning"
"139";140035;3;"s";1000;-9;-9;1970;"warning"
"140";140035;4;"w";1000;-9;-9;1970;"warning"
"141";140036;1;"n";1000;-9;-9;1970;"warning"
"142";140036;2;"o";1000;-9;-9;1970;"warning"
"143";140036;3;"s";1000;-9;-9;1970;"warning"
"144";140036;4;"w";1000;-9;-9;1970;"warning"
"145";140056;4;"w";1600;3;-1;2022;"BZE3"
"146";140066;1;"n";1600;-9;-2;1980;"warning"
"147";140066;2;"o";1600;-9;-9;1980;"warning"
"148";140066;3;"s";1600;-9;-9;1980;"warning"
"149";140066;4;"w";1600;-9;-9;1980;"warning"
"150";140089;1;"n";1000;-9;-9;1970;"warning"
"151";140089;2;"o";1000;-9;-9;1970;"warning"
"152";140089;3;"s";1000;-9;-9;1970;"warning"
"153";140089;4;"w";1000;-9;-9;1970;"warning"
"154";140102;1;"n";1000;-9;-9;1970;"warning"
"155";140102;2;"o";1000;-9;-9;1970;"warning"
"156";140102;3;"s";1000;-9;-9;1970;"warning"
"157";140102;4;"w";1000;-9;-9;1970;"warning"
"158";140175;1;"n";1000;-9;-9;1970;"warning"
"159";140175;2;"o";1000;-9;-9;1970;"warning"
"160";140175;3;"s";1000;-9;-9;1970;"warning"
"161";140175;4;"w";1000;-9;-9;1970;"warning"
"162";140234;1;"n";1000;-9;-9;1970;"warning"
"163";140234;2;"o";1000;-9;-9;1970;"warning"
"164";140234;3;"s";1000;-9;-9;1970;"warning"
"165";140234;4;"w";1000;-9;-9;1970;"warning"
"166";140254;3;"sw";1600;3;-1;2022;"BZE3"
"167";140317;1;"-9";-9;-9;-9;1970;"warning"
"168";140317;2;"-9";-9;-9;-9;1970;"warning"
"169";140317;3;"-9";-9;-9;-9;1970;"warning"
"170";140317;4;"-9";-9;-9;-9;1970;"warning"
