"";"plot_ID";"inv";"stand";"SP_code";"compartiment";"B_t_ha";"C_t_ha";"N_t_ha";"BA_m2_ha";"stand_component";"dom_SP";"stand_type";"n_stands";"BA_percent";"mean_DBH_cm";"sd_DBH_cm";"Dg_cm";"mean_BA_m2";"mean_H_m";"sd_H_m";"Hg_m";"n_ha";"n_SP"
"98";"140002";"HBI";"A";"all";"sw";124,860857156658;62,4304285783288;0,166810990018155;27,3319961245212;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;309,894381538123;NA
"99";"140002";"HBI";"A";"all";"total";195,17300169805;97,5865008490251;0,452129717110724;27,3319961245212;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;309,894381538123;NA
"100";"140002";"HBI";"A";"hbu";"ag";22,606479428558;11,303239714279;0,0547737820379821;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"101";"140002";"HBI";"A";"hbu";"bg";2,35265349556626;1,17632674778313;0,00712854009156578;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"102";"140002";"HBI";"A";"hbu";"fwb";3,57264316681731;1,78632158340866;0,0164377312105265;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"103";"140002";"HBI";"A";"hbu";"ndl";0,53757414013777;0,268787070068885;0;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"104";"140002";"HBI";"A";"hbu";"sb";2,25549385649972;1,12774692824986;0,0163004541009235;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"105";"140002";"HBI";"A";"hbu";"stb";0,0601105045178952;0,0300552522589476;0,000434418616150829;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"106";"140002";"HBI";"A";"hbu";"stw";0,484771326042187;0,242385663021093;0,000647169720266319;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"107";"140002";"HBI";"A";"hbu";"sw";15,6958864345431;7,84794321727155;0,0209540083901151;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"108";"140002";"HBI";"A";"hbu";"total";24,9591329241242;12,4795664620621;0,0619023221295479;2,9747474192549;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"109";"140002";"HBI";"A";"rei";"ag";0,683633065860619;0,341816532930308;0,00267639194414994;0,17265668925195;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"110";"140002";"HBI";"A";"rei";"bg";0,173121586401546;0,0865607932007731;0,000642281085549736;0,17265668925195;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"111";"140002";"HBI";"A";"rei";"fwb";0,283637915896459;0,14181895794823;0,00176110781980112;0,17265668925195;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"112";"140002";"HBI";"A";"rei";"ndl";0,0375476846896202;0,0187738423448101;0;0,17265668925195;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"113";"140002";"HBI";"A";"rei";"sb";0,0570780325537661;0,0285390162768829;0,000371406757827356;0,17265668925195;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"114";"140002";"HBI";"A";"rei";"stb";0,00186543015660793;0,000932715078303964;1,21383540290478e-05;0,17265668925195;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"115";"140002";"HBI";"A";"rei";"stw";0,0115478538418905;0,00577392692094524;2,02318399309922e-05;0,17265668925195;"LT";"wli";"8";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
