"plot_ID","tree_ID","tree_inventory_status","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","inv_year","inv","Nr_code","Chr_code_ger","name","bot_name","bot_genus","bot_species","Flora_EU","LH_NH","IPC","WZE","BWI","BZE_al","tpS_SP_com_name","tpS_ID","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","RG_Wolff_bio","BWI_comparisson_group","bark_type_SP_group","fruit_type_SP_group","DBH_cm","CCS_r_m","rem_reason","dist_m","X_tree","Y_tree","e_ID","e_type","e_form","stand","inter_stat","area_m2","stand_plot_A_ha","plot_A_ha","old_tree_inventory_status","old_tree_ID","DBH_class","H_m","H_method","BA_m2"
140058,26,2,0,1614,168,47,1,"gfi",2,1,-9,-9,301,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.1","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","16.14","7.7755043","-14.1435898159",2,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,26,NA,NA,NA,NA
140058,27,2,0,1472,197,47,1,"gfi",2,1,-9,-9,318,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","31.8","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","14.72","0.6934069544","-14.7036589594",1,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,27,NA,NA,NA,NA
140058,27,2,0,1472,197,47,1,"gfi",2,1,-9,-9,318,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","31.8","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","14.72","0.6934069544","-14.7036589594",2,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,27,NA,NA,NA,NA
140058,28,2,0,967,196,47,1,"gfi",3,1,-9,-9,194,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","19.4","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.67","0.6071843238","-9.6509184639",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,28,NA,NA,NA,NA
140058,28,2,0,967,196,47,1,"gfi",3,1,-9,-9,194,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","19.4","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.67","0.6071843238","-9.6509184639",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,28,NA,NA,NA,NA
140058,29,2,0,1160,217,47,1,"gfi",2,1,-9,-9,291,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","29.1","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.6","-3.0609273796","-11.1888660541",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,29,NA,NA,NA,NA
140058,29,2,0,1160,217,47,1,"gfi",2,1,-9,-9,291,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","29.1","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.6","-3.0609273796","-11.1888660541",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,29,NA,NA,NA,NA
140058,30,2,0,1106,231,47,1,"gfi",3,1,-9,-9,146,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","14.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.06","-5.1753037457","-9.7744478688",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,30,NA,NA,NA,NA
140058,30,2,0,1106,231,47,1,"gfi",3,1,-9,-9,146,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","14.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.06","-5.1753037457","-9.7744478688",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,30,NA,NA,NA,NA
140058,31,2,0,902,217,47,1,"gfi",2,1,-9,-9,309,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.9","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","9.02","-2.3801349107","-8.7003079145",1,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,31,NA,NA,NA,NA
140058,31,2,0,902,217,47,1,"gfi",2,1,-9,-9,309,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.9","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","9.02","-2.3801349107","-8.7003079145",2,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,31,NA,NA,NA,NA
140058,32,2,0,567,202,47,1,"gfi",2,1,-9,-9,319,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","31.9","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","5.67","-0.178099004","-5.6672021973",1,3,2,"A","partly intersecting","508.281477280971","0.0508281477280971","0.0999860870850348",2,32,NA,NA,NA,NA
140058,32,2,0,567,202,47,1,"gfi",2,1,-9,-9,319,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","31.9","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","5.67","-0.178099004","-5.6672021973",2,3,2,"A","partly intersecting","508.281477280971","0.0508281477280971","0.0999860870850348",2,32,NA,NA,NA,NA
140058,33,2,0,667,217,47,1,"gfi",3,1,-9,-9,225,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","22.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","6.67","-1.7600332433","-6.4335979811",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,33,NA,NA,NA,NA
140058,33,2,0,667,217,47,1,"gfi",3,1,-9,-9,225,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","22.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","6.67","-1.7600332433","-6.4335979811",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,33,NA,NA,NA,NA
140058,34,2,0,893,236,47,1,"gfi",3,1,-9,-9,183,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","18.3","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.93","-4.7849332792","-7.5398483747",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,34,NA,NA,NA,NA
140058,34,2,0,893,236,47,1,"gfi",3,1,-9,-9,183,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","18.3","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.93","-4.7849332792","-7.5398483747",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,34,NA,NA,NA,NA
140058,35,2,0,1117,244,47,1,"gfi",2,1,-9,-9,243,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","24.3","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.17","-7.1200259655","-8.6066329218",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,35,NA,NA,NA,NA
140058,35,2,0,1117,244,47,1,"gfi",2,1,-9,-9,243,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","24.3","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.17","-7.1200259655","-8.6066329218",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,35,NA,NA,NA,NA
140058,36,2,0,1042,256,47,1,"gfi",3,1,-9,-9,190,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","19","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.42","-8.0287479897","-6.6419579732",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,36,NA,NA,NA,NA
140058,36,2,0,1042,256,47,1,"gfi",3,1,-9,-9,190,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","19","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.42","-8.0287479897","-6.6419579732",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,36,NA,NA,NA,NA
140058,37,2,0,821,250,47,1,"gfi",2,1,-9,-9,269,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","26.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.21","-5.8053466735","-5.8053466735",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,37,NA,NA,NA,NA
140058,37,2,0,821,250,47,1,"gfi",2,1,-9,-9,269,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","26.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.21","-5.8053466735","-5.8053466735",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,37,NA,NA,NA,NA
140058,38,2,0,1239,271,47,1,"gfi",4,1,-9,-9,117,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.39","-11.1265616637","-5.4508463145",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,38,NA,NA,NA,NA
140058,38,2,0,1239,271,47,1,"gfi",4,1,-9,-9,117,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.39","-11.1265616637","-5.4508463145",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,38,NA,NA,NA,NA
140058,39,2,0,958,269,47,1,"gfi",2,1,-9,-9,246,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","24.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.58","-8.4664747362","-4.4827676206",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,39,NA,NA,NA,NA
140058,39,2,0,958,269,47,1,"gfi",2,1,-9,-9,246,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","24.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.58","-8.4664747362","-4.4827676206",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,39,NA,NA,NA,NA
140058,40,2,0,379,259,47,1,"gfi",2,1,-9,-9,248,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","24.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","3.79","-3.0308048557","-2.275592654",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,40,NA,NA,NA,NA
140058,40,2,0,379,259,47,1,"gfi",2,1,-9,-9,248,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","24.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","3.79","-3.0308048557","-2.275592654",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,40,NA,NA,NA,NA
140058,41,2,0,413,297,47,1,"gfi",2,1,-9,-9,287,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","28.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","4.13","-4.1254151836","-0.1945496414",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,41,NA,NA,NA,NA
140058,41,2,0,413,297,47,1,"gfi",2,1,-9,-9,287,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","28.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","4.13","-4.1254151836","-0.1945496414",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,41,NA,NA,NA,NA
140058,42,2,0,562,292,47,1,"gfi",2,1,-9,-9,277,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","27.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","5.62","-5.5756846214","-0.7043727726",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,42,NA,NA,NA,NA
140058,42,2,0,562,292,47,1,"gfi",2,1,-9,-9,277,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","27.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","5.62","-5.5756846214","-0.7043727726",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,42,NA,NA,NA,NA
140058,43,2,0,839,286,47,1,"gfi",2,1,-9,-9,290,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","29","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.39","-8.1879416327","-1.8302217953",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,43,NA,NA,NA,NA
140058,43,2,0,839,286,47,1,"gfi",2,1,-9,-9,290,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","29","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.39","-8.1879416327","-1.8302217953",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,43,NA,NA,NA,NA
140058,44,2,0,983,283,47,1,"gfi",3,1,-9,-9,167,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","16.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.83","-9.4815994234","-2.5938720812",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,44,NA,NA,NA,NA
140058,44,2,0,983,283,47,1,"gfi",3,1,-9,-9,167,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","16.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.83","-9.4815994234","-2.5938720812",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,44,NA,NA,NA,NA
140058,45,2,0,1137,282,47,1,"gfi",3,1,169,87,168,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","16.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.37","-10.9185392061","-3.1721288757",1,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,45,NA,NA,NA,NA
140058,45,2,0,1137,282,47,1,"gfi",3,1,169,87,168,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","16.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.37","-10.9185392061","-3.1721288757",2,3,2,"B","0","153.883758342299","0.0153883758342299","0.0500343869018386",2,45,NA,NA,NA,NA
140058,46,2,0,1410,280,47,1,"gfi",1,1,231,105,350,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","35","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","14.1","-13.4098968798","-4.3571396207",1,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,46,NA,NA,NA,NA
140058,46,2,0,1410,280,47,1,"gfi",1,1,231,105,350,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","35","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","14.1","-13.4098968798","-4.3571396207",2,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,46,NA,NA,NA,NA
140058,47,2,0,1742,287,47,1,"gfi",2,1,217,88,306,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.6","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","17.42","-17.058061361","-3.5325546851",1,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,47,NA,NA,NA,NA
140058,47,2,0,1742,287,47,1,"gfi",2,1,217,88,306,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.6","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","17.42","-17.058061361","-3.5325546851",2,3,2,"B","0","491.122593633085","0.0491122593633085","0.0999860870850348",2,47,NA,NA,NA,NA
140058,48,2,0,1070,317,36,2,"gfi",4,1,-9,-9,108,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","10.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.7","-10.3207643775","2.8234416346",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,48,NA,NA,NA,NA
140058,48,2,0,1070,317,36,2,"gfi",4,1,-9,-9,108,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","10.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.7","-10.3207643775","2.8234416346",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,48,NA,NA,NA,NA
140058,49,2,0,837,343,36,2,"gfi",3,1,-9,-9,186,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","18.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.37","-6.5322025094","5.2332810335",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,49,NA,NA,NA,NA
140058,49,2,0,837,343,36,2,"gfi",3,1,-9,-9,186,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","18.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.37","-6.5322025094","5.2332810335",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,49,NA,NA,NA,NA
140058,51,2,0,852,393,36,2,"gfi",3,1,-9,-9,192,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","19.2","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.52","-0.9349363305","8.4685473405",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,51,NA,NA,NA,NA
140058,51,2,0,852,393,36,2,"gfi",3,1,-9,-9,192,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","19.2","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.52","-0.9349363305","8.4685473405",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,51,NA,NA,NA,NA
140058,52,2,0,899,399,36,2,"gfi",4,1,-9,-9,115,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.99","-0.1412087826","8.988890926",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,52,NA,NA,NA,NA
140058,52,2,0,899,399,36,2,"gfi",4,1,-9,-9,115,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.99","-0.1412087826","8.988890926",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,52,NA,NA,NA,NA
140058,53,2,0,1054,12,36,2,"gfi",4,1,-9,-9,126,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","12.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.54","1.9749990557","10.3533076227",1,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,53,NA,NA,NA,NA
140058,53,2,0,1054,12,36,2,"gfi",4,1,-9,-9,126,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","12.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.54","1.9749990557","10.3533076227",2,3,2,"A","partly intersecting","346.231521825223","0.0346231521825223","0.0500343869018386",2,53,NA,NA,NA,NA
