"plot_ID";"tree_ID";"tree_inventory_status";"multi_stem";"dist_cm";"azi_gon";"age";"age_meth";"SP_code";"Kraft";"C_layer";"H_dm";"C_h_dm";"D_mm";"DBH_h_cm";"inv_year";"inv";"Nr_code";"Chr_code_ger";"name";"bot_name";"bot_genus";"bot_species";"Flora_EU";"LH_NH";"IPC";"WZE";"BWI";"BZE_al";"tpS_SP_com_name";"tpS_ID";"H_SP_group";"BWI_SP_group";"Bio_SP_group";"N_SP_group";"N_bg_SP_group";"N_f_SP_group_MoMoK";"RG_Wolff_bio";"BWI_comparisson_group";"bark_type_SP_group";"fruit_type_SP_group";"DBH_cm";"CCS_r_m";"dist_m";"X_tree";"Y_tree";"e_ID";"e_type";"e_form";"stand";"inter_stat";"area_m2";"stand_plot_A_ha";"plot_A_ha"
140234;45;-9;0;959;298;85;1;"gki";2;1;247;188;338;130;2011;"HBI";211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"26.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";33,8;17,84;9,59;4,18255986351061;-8,62984895511794;1;2;1;"warning";"partly intersecting";329,342775424294;0,0329342775424294;0,0999860870850348
140234;46;-9;0;714;317;80;1;"gfi";4;1;-9;-9;166;130;2011;"HBI";207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"26.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";16,6;12,62;7,14;2,11586608987088;-6,81928960301104;1;2;1;"warning";"partly intersecting";131,090357974184;0,0131090357974184;0,0500343869018386
140234;49;-9;0;1043;330;80;1;"gfi";4;1;-9;-9;116;140;2011;"HBI";207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"26.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";11,6438596491228;12,62;10,43;-1,38074039261286;-10,3382037109068;1;2;1;"warning";"partly intersecting";131,090357974184;0,0131090357974184;0,0500343869018386
140234;52;-9;0;1591;318;80;1;"gfi";2;1;-9;-9;380;130;2011;"HBI";207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"26.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";38;17,84;15,91;-10,2390587870823;-12,177428922177;1;2;1;"warning";"partly intersecting";329,342775424294;0,0329342775424294;0,0999860870850348
140234;57;-9;0;1693;368;80;1;"gfi";2;1;-9;-9;301;130;2011;"HBI";207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"26.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";30,1;17,84;16,93;-7,11389104017475;-15,3628595732865;1;2;1;"warning";"partly intersecting";329,342775424294;0,0329342775424294;0,0999860870850348
140254;4;-9;0;428;216;15;5;"rbu";2;1;88;60;76;130;2012;"HBI";111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"36.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";7,6;5,64;4,28;2,97913033011622;-3,07297615939037;1;1;2;"warning";"partly intersecting";43,595337721481;0,0043595337721481;0,00999328056736299
140254;8;-9;0;505;228;15;5;"hbu";2;1;92;40;87;130;2012;"HBI";109;"HBu";"Hainbuche";"Carpinus betulus";"Carpinus";"betulus";"35.001.001";"LB";13;30011;"HBU";"WAHR";"Carpinus betulus";16;"bu";"aLh";"bu";"BU";"BU";"aLB";"ES";"aLh";"Carpinus betulus";"Carpinus betulus";8,7;5,64;5,05;4,9117464655524;-1,17356152720404;1;1;2;"warning";"partly intersecting";43,595337721481;0,0043595337721481;0,00999328056736299
140254;10;-9;0;441;285;15;5;"slb";2;1;84;42;87;130;2012;"HBI";199;"sLb";"sonstige Laubbaeume";"alii frons";"alii";"frons";"999.999.001.DL";"LB";99;30011;"SLB";"WAHR";"Magnoliopsida trees";35;"bu";"aLn";"shw";"BI";"BI";"aLB";"BI";"aLn";"broadleaf species";"broadleaf species";8,7;5,64;4,41;3,41277371281918;-2,79304056273631;1;1;2;"warning";"partly intersecting";43,595337721481;0,0043595337721481;0,00999328056736299
140254;12;-9;0;795;254;15;5;"li";2;1;87;39;104;130;2012;"HBI";122;"Li";"Linde";"Tilia spp.";"Tilia";"spp.";"105.001.999.DL";"LB";210;30011;"LI";"WAHR";"Tilia spp.";27;"bu";"aLh";"bu";"BU";"BU";"aLB";"ES";"aLh";"Tilia spp.";"Tilia spp.";10,4;12,62;7,95;3,59339123960072;-7,09154703849314;1;1;2;"warning";"partly intersecting";235,833709061038;0,0235833709061038;0,0500343869018386
140254;13;-9;0;862;248;15;5;"li";2;1;98;42;122;150;2012;"HBI";122;"Li";"Linde";"Tilia spp.";"Tilia";"spp.";"105.001.999.DL";"LB";210;30011;"LI";"WAHR";"Tilia spp.";27;"bu";"aLh";"bu";"BU";"BU";"aLB";"ES";"aLh";"Tilia spp.";"Tilia spp.";12,2877192982456;12,62;8,62;1,59256326769121;-8,47160800783421;1;1;2;"warning";"partly intersecting";235,833709061038;0,0235833709061038;0,0500343869018386
140254;15;-9;0;1046;280;60;5;"pa";2;3;214;137;285;130;2012;"HBI";114;"Pa";"Pappel";"Populus spp.";"Populus";"spp.";"031.002.999.DL";"LB";211;30011;"PA";"WAHR";"Populus spp.";19;"bu";"aLn";"shw";"BI";"BI";"aLB";"BI";"aLn";"Populus spp.";"Populus balsamifera";28,5;12,62;10,46;-4,05648654187374;-9,64139600553764;1;1;2;"warning";"partly intersecting";235,833709061038;0,0235833709061038;0,0500343869018386
140254;19;-9;0;1609;304;60;5;"pa";2;3;269;155;445;130;2012;"HBI";114;"Pa";"Pappel";"Populus spp.";"Populus";"spp.";"031.002.999.DL";"LB";211;30011;"PA";"WAHR";"Populus spp.";19;"bu";"aLn";"shw";"BI";"BI";"aLB";"BI";"aLn";"Populus spp.";"Populus balsamifera";44,5;17,84;16,09;10,7836274728283;-11,9415860976364;1;1;2;"warning";"partly intersecting";479,591158755202;0,0479591158755202;0,0999860870850348
140254;21;-9;0;1107;361;15;5;"li";2;1;-9;-9;103;130;2012;"HBI";122;"Li";"Linde";"Tilia spp.";"Tilia";"spp.";"105.001.999.DL";"LB";210;30011;"LI";"WAHR";"Tilia spp.";27;"bu";"aLh";"bu";"BU";"BU";"aLB";"ES";"aLh";"Tilia spp.";"Tilia spp.";10,3;12,62;11,07;3,09280915676044;-10,6291783087809;1;1;2;"warning";"partly intersecting";235,833709061038;0,0235833709061038;0,0500343869018386
140254;29;-9;0;337;58;15;5;"bah";2;1;121;58;124;130;2012;"HBI";102;"BAh";"Berg-Ahorn";"Acer pseudoplatanus";"Acer";"pseudoplatanus";"95.001.005";"LB";227;30011;"BAH";"WAHR";"Acer pseudoplatanus";23;"bu";"aLh";"bu";"AH";"BU";"aLB";"BAH";"aLh";"Acer pseudoplatanus";"Acer pseudoplatanus";12,4;12,62;3,37;3,34598082404489;0,401637056462521;1;1;2;"warning";"partly intersecting";235,833709061038;0,0235833709061038;0,0500343869018386
140254;33;-9;0;392;103;15;5;"rbu";2;1;81;32;79;130;2012;"HBI";111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"36.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";7,9;5,64;3,92;2,44211543525401;-3,06634508835749;1;1;2;"warning";"partly intersecting";43,595337721481;0,0043595337721481;0,00999328056736299
140254;36;-9;0;866;96;60;5;"pa";2;3;-9;-9;492;130;2012;"HBI";114;"Pa";"Pappel";"Populus spp.";"Populus";"spp.";"031.002.999.DL";"LB";211;30011;"PA";"WAHR";"Populus spp.";19;"bu";"aLn";"shw";"BI";"BI";"aLB";"BI";"aLn";"Populus spp.";"Populus balsamifera";49,2;17,84;8,66;8,51786987546143;-1,56252769086079;1;1;2;"warning";"partly intersecting";479,591158755202;0,0479591158755202;0,0999860870850348
140254;37;-9;0;952;110;15;5;"slb";2;1;-9;-9;106;130;2012;"HBI";199;"sLb";"sonstige Laubbaeume";"alii frons";"alii";"frons";"999.999.001.DL";"LB";99;30011;"SLB";"WAHR";"Magnoliopsida trees";35;"bu";"aLn";"shw";"BI";"BI";"aLB";"BI";"aLn";"broadleaf species";"broadleaf species";10,6;12,62;9,52;-0,421190295369876;-9,51067814275545;1;1;2;"warning";"partly intersecting";235,833709061038;0,0235833709061038;0,0500343869018386
140254;39;-9;0;1688;129;60;5;"pa";2;3;-9;-9;462;130;2012;"HBI";114;"Pa";"Pappel";"Populus spp.";"Populus";"spp.";"031.002.999.DL";"LB";211;30011;"PA";"WAHR";"Populus spp.";19;"bu";"aLn";"shw";"BI";"BI";"aLB";"BI";"aLn";"Populus spp.";"Populus balsamifera";46,2;17,84;16,88;-3,26583085760935;-16,5610612223217;1;1;2;"warning";"partly intersecting";479,591158755202;0,0479591158755202;0,0999860870850348
