"";"plot_ID";"LT_RMS_DBH";"LT_FSI_DBH_RMS";"LT_sd_DBH_cm";"LT_FSI_DBH_SD";"LT_sd_H_m";"LT_FSI_H_SD";"LT_n_SP";"LT_FSI_n_SP";"inv";"LT_n_bark_TY";"LT_FSI_bark_TY";"LT_Vm340_plot";"LT_FSI_V40";"LT_n_fruit_TY";"LT_FSI_fruit_TY";"DW_n_dec";"DW_FSI_n_dec";"DW_LY_mean_D_cm";"DW_FSI_LY_mean_D_cm";"DW_ST_mean_D_cm";"DW_FSI_ST_mean_D_cm";"RG_n_SP";"RG_FSI_n_SP";"FSI_sum";"FSI_total"
"1";140037;38,9372229950273;0,779511080709698;8,71602489308031;0,479807272346412;2,19307430291483;0,220661668062414;1;0,111111111111111;"BZE3";3;0,428571428571429;18,0706667777327;0,295129703037676;1;0,2;NA;NA;NA;NA;NA;NA;3;0,428571428571429;2,51479226383874;0,228617478530795
"2";140038;45,309261176571;0,907077301080702;6,622538459577;0,364563221569217;1,64353950053073;0,165368846478004;1;0,111111111111111;"BZE3";2;0,285714285714286;43,8592979988429;0,716309019088865;1;0,2;4;0,75;27,8461538461538;0,525399129172714;17,0909090909091;0,371003815287462;4;0,571428571428571;4,39654672950236;0,399686066318396
"3";140039;38,7521440534608;0,775805857926463;15,9808699684858;0,87972874370624;9,76628264601158;0,98265900821219;1;0,111111111111111;"BZE3";3;0,428571428571429;34,582507469823;0,564800695259551;2;0,4;4;0,75;30,52;0,575849056603774;25,4166666666667;0,551736613603473;4;0,571428571428571;6,02026251499423;0,547296592272203
"4";140040;49,9508268177243;1;9,58199186446998;0,527477770719406;2,29722872279739;0,231141426088311;1;0,111111111111111;"BZE3";2;0,285714285714286;61,2295766631995;1;1;0,2;2;0,25;30,5;0,575471698113208;40,2;0,872648335745297;4;0,571428571428571;5,05356462749162;0,459414966135602
"5";140041;39,0314174501602;0,781396824372693;18,0071087160471;0,99127088573957;9,93862831805711;1;3;0,333333333333333;"BZE3";5;0,714285714285714;25,2792097819433;0,412859457137759;3;0,6;3;0,5;22,7222222222222;0,428721174004193;31;0,672937771345876;3;0,428571428571429;6,43480516021914;0,584982287292649
"6";140042;45,7653388031254;0,916207833158152;9,35044670887943;0,514731472849476;2,79263213307289;0,280987681972075;1;0,111111111111111;"BZE3";2;0,285714285714286;58,1166287609749;0,949159408379585;1;0,2;3;0,5;30,95;0,583962264150943;28;0,607814761215629;2;0,285714285714286;4,94968881855126;0,449971710777387
"7";140043;42,0759021647814;0,842346460416374;12,9937130332717;0,71528914667232;6,78798734024871;0,682990360743834;4;0,444444444444444;"BZE3";6;0,857142857142857;53,0496121565625;0,866405012864422;4;0,8;4;0,75;20,8888888888889;0,394129979035639;24,6666666666667;0,535455861070912;2;0,285714285714286;6,8882041223908;0,6262003747628
"8";140044;39,7822025836025;0,796427308976723;8,71131007956944;0,479547727216835;3,20980093060775;0,322962166195106;1;0,111111111111111;"BZE3";2;0,285714285714286;35,2592535215334;0,575853295793324;1;0,2;5;1;38,8888888888889;0,733752620545073;20,55;0,446092619392185;2;0,285714285714286;4,95146113494464;0,450132830449513
"9";140045;43,0069420094406;0,860985588214131;4,72364343979776;0,260031207137295;1,39596687055244;0,140458705756826;1;0,111111111111111;"BZE3";2;0,285714285714286;35,1946165329636;0,574797646022539;1;0,2;4;0,75;28,2352941176471;0,532741398446171;21,15;0,459117221418234;3;0,428571428571429;4,17495716382059;0,379541560347327
"10";140047;28,7165343233447;0,574896075857447;12,2501322211357;0,674355867383117;7,21511875151199;0,72596725831905;1;0,111111111111111;"BZE3";3;0,428571428571429;26,1361004946519;0,426854176020464;2;0,4;NA;NA;NA;NA;NA;NA;1;0,142857142857143;3,34175591726262;0,30379599247842
"11";140048;19,5381644758302;0,391147969324451;6,67793804517762;0,367612905844127;3,62376964178884;0,364614665708441;4;0,444444444444444;"BZE3";5;0,714285714285714;6,77621586859806;0,11066899753156;2;0,4;5;1;41,4545454545455;0,782161234991424;43,7058823529412;0,948752873073976;3;0,428571428571429;5,52368880520414;0,502153527745831
"12";140049;33,101705726624;0,66268584196645;6,91842627833449;0,380851509978222;3,0078108693612;0,302638429882364;1;0,111111111111111;"BZE3";3;0,428571428571429;5,221356506253;0,0852750711469669;1;0,2;NA;NA;NA;NA;NA;NA;0;0;2,17113339265654;0,197375762968777
"13";140050;29,3130791527994;0,586838717600528;9,09636509947745;0,500744568789881;6,09737890079104;0,613503061555582;2;0,222222222222222;"BZE3";3;0,428571428571429;0;0;2;0,4;NA;NA;NA;NA;NA;NA;5;0,714285714285714;2,75187999873964;0,250170908976331
