"plot_ID","inv","dw_sp","dw_type","decay","compartiment","B_t_ha","C_t_ha","N_t_ha","n_ha","inv_year","stand_component","ST_LY_type","mean_d_cm","sd_d_cm","mean_l_m","sd_l_m","n_dec","n_dw_TY"
140040,"BZE3","1","4","all","ag",2.83675604843267,1.41837802421634,0.00230344591132733,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140040,"BZE3","1","all","3","ag",4.02926674134333,2.01463337067166,0.00327176459397078,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140040,"BZE3","1","all","4","ag",0.952562217294011,0.476281108647006,0.000773480520442736,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140040,"BZE3","all","1","3","ag",1.58481587850141,0.792407939250706,0.00128687049334315,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140040,"BZE3","all","1","4","ag",0.560257031703257,0.280128515851628,0.000454928709743044,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140040,"BZE3","all","4","3","ag",2.44445086284191,1.22222543142096,0.00198489410062764,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140040,"BZE3","all","4","4","ag",0.392305185590755,0.196152592795377,0.000318551810699692,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140040,"BZE3","all","1","all","ag",2.14507291020467,1.07253645510233,0.00174179920308619,NA,NA,"DW","L",26.8333333333333,19.8031983948721,2.01666666666667,1.56386273907484,NA,NA
140040,"BZE3","all","4","all","ag",2.83675604843267,1.41837802421634,0.00230344591132733,NA,NA,"DW","L",45.375,13.6898032960928,0.3,0.0534522483824849,NA,NA
140040,"BZE3","all","all","3","ag",4.02926674134333,2.01463337067166,0.00327176459397078,NA,NA,"DW",NA,40.2,18.0049375943872,0.91,1.36255478992793,NA,NA
140040,"BZE3","all","all","4","ag",0.952562217294011,0.476281108647006,0.000773480520442736,NA,NA,"DW",NA,30.5,20.5345237750153,1.35,1.30256157883866,NA,NA
140040,"BZE3","1","all","all","ag",4.98182895863734,2.49091447931867,0.00404524511441352,NA,NA,"DW",NA,37.4285714285714,18.5045287002286,1.03571428571429,1.31125726095058,NA,NA
140040,"BZE3","all","all","all","ag",4.98182895863734,2.49091447931867,0.00404524511441352,279.807565694096,NA,"DW",NA,37.4285714285714,18.5045287002286,1.03571428571429,1.31125726095058,2,2
140041,"BZE3","1","1","3","ag",0.242946634652817,0.121473317326408,0.000197272667338087,39.9725093848708,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","1","4","ag",0.178335522564993,0.0891677612824964,0.000144808444322774,39.9725093848708,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","3","4","ag",0.232594352535783,0.116297176267891,0.000188866614259056,19.9862546924354,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","4","3","ag",2.51641138886029,1.25820569443014,0.00204332604775455,119.917528154612,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","4","4","ag",0.706914100075096,0.353457050037548,0.000574014249260978,199.862546924354,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","4","5","ag",0.169535690336322,0.0847678451681608,0.000137662980553093,79.9450187697416,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","2","1","5","ag",0.0344059940576802,0.0172029970288401,4.5932002067003e-05,19.9862546924354,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","1","all","ag",0.421282157217809,0.210641078608905,0.000342081111660861,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","3","all","ag",0.232594352535783,0.116297176267891,0.000188866614259056,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","4","all","ag",3.3928611792717,1.69643058963585,0.00275500327756862,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","2","1","all","ag",0.0344059940576802,0.0172029970288401,4.5932002067003e-05,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","all","3","ag",2.7593580235131,1.37967901175655,0.00224059871509264,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","all","4","ag",1.11784397517587,0.558921987587936,0.000907689307842808,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","1","all","5","ag",0.169535690336322,0.0847678451681608,0.000137662980553093,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","2","all","5","ag",0.0344059940576802,0.0172029970288401,4.5932002067003e-05,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","all","1","3","ag",0.242946634652817,0.121473317326408,0.000197272667338087,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","all","1","4","ag",0.178335522564993,0.0891677612824964,0.000144808444322774,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","all","1","5","ag",0.0344059940576802,0.0172029970288401,4.5932002067003e-05,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","all","3","4","ag",0.232594352535783,0.116297176267891,0.000188866614259056,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","all","4","3","ag",2.51641138886029,1.25820569443014,0.00204332604775455,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","all","4","4","ag",0.706914100075096,0.353457050037548,0.000574014249260978,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","all","4","5","ag",0.169535690336322,0.0847678451681608,0.000137662980553093,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140041,"BZE3","all","1","all","ag",0.455688151275489,0.227844075637745,0.000388013113727864,NA,NA,"DW","L",10.4,2.96647939483827,2.04,0.823407554009556,NA,NA
140041,"BZE3","all","3","all","ag",0.232594352535783,0.116297176267891,0.000188866614259056,NA,NA,"DW","S",21,NA,1.6,NA,NA,NA
140041,"BZE3","all","4","all","ag",3.3928611792717,1.69643058963585,0.00275500327756862,NA,NA,"DW","L",29.2,9.99262886226379,0.315,0.189944590258373,NA,NA
140041,"BZE3","all","all","3","ag",2.7593580235131,1.37967901175655,0.00224059871509264,NA,NA,"DW",NA,31,14.7841614091374,0.9125,0.89672021436853,NA,NA
140041,"BZE3","all","all","4","ag",1.11784397517587,0.558921987587936,0.000907689307842808,NA,NA,"DW",NA,23.7692307692308,10.1911223306844,0.6,0.751664818918645,NA,NA
140041,"BZE3","all","all","5","ag",0.203941684394002,0.101970842197001,0.000183594982620096,NA,NA,"DW",NA,20,6.28490254498827,0.6,0.894427190999916,NA,NA
140041,"BZE3","1","all","all","ag",4.04673768902529,2.02336884451265,0.00328595100348854,NA,NA,"DW",NA,25.92,11.3465119456745,0.636,0.758221603490695,NA,NA
140041,"BZE3","2","all","all","ag",0.0344059940576802,0.0172029970288401,4.5932002067003e-05,NA,NA,"DW",NA,9,NA,2.2,NA,NA,NA
140041,"BZE3","all","all","all","ag",4.08114368308297,2.04057184154149,0.00333188300555554,519.64262200332,NA,"DW",NA,25.2692307692308,11.6019229175433,0.696153846153846,0.803731681212465,3,3
140042,"BZE3","1","1","3","ag",13.447151403578,6.72357570178898,0.0109190869397053,119.917528154612,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140042,"BZE3","1","1","4","ag",0.476726123352111,0.238363061676056,0.000387101612161914,159.890037539483,NA,"DW",NA,NA,NA,NA,NA,NA,NA
140042,"BZE3","1","1","5","ag",0.110357367999377,0.0551786839996886,8.96101828154943e-05,19.9862546924354,NA,"DW",NA,NA,NA,NA,NA,NA,NA
