"";"plot_ID";"CCS_nr";"plot_A_ha";"inv_year";"compartiment";"B_t_ha";"C_t_ha";"N_t_ha"
"435";"50129";"1";"0.00785398163397448";"2012";"total";"0";"0";"0"
"436";"50129";"2";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"437";"50129";"2";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"438";"50129";"2";"0.00785398163397448";"2012";"total";"0";"0";"0"
"439";"50129";"3";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"440";"50129";"3";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"441";"50129";"3";"0.00785398163397448";"2012";"total";"0";"0";"0"
"442";"50129";"4";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"443";"50129";"4";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"444";"50129";"4";"0.00785398163397448";"2012";"total";"0";"0";"0"
"445";"50134";"1";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"446";"50134";"1";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"447";"50134";"1";"0.00785398163397448";"2012";"total";"0";"0";"0"
"448";"50134";"3";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"449";"50134";"3";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"450";"50134";"3";"0.00785398163397448";"2012";"total";"0";"0";"0"
"451";"50134";"4";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"452";"50134";"4";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"453";"50134";"4";"0.00785398163397448";"2012";"total";"0";"0";"0"
"454";"50137";"1";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"455";"50137";"1";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"456";"50137";"1";"0.00785398163397448";"2012";"total";"0";"0";"0"
"457";"50137";"3";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"458";"50137";"3";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"459";"50137";"3";"0.00785398163397448";"2012";"total";"0";"0";"0"
"460";"50137";"4";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"461";"50137";"4";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"462";"50137";"4";"0.00785398163397448";"2012";"total";"0";"0";"0"
"463";"50140";"2";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"464";"50140";"2";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"465";"50140";"2";"0.00785398163397448";"2012";"total";"0";"0";"0"
"466";"50144";"1";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"467";"50144";"1";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"468";"50144";"1";"0.00785398163397448";"2012";"total";"0";"0";"0"
"469";"50144";"3";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"470";"50144";"3";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"471";"50144";"3";"0.00785398163397448";"2012";"total";"0";"0";"0"
"472";"50144";"4";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"473";"50144";"4";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"474";"50144";"4";"0.00785398163397448";"2012";"total";"0";"0";"0"
"475";"50145";"1";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"476";"50145";"1";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"477";"50145";"1";"0.00785398163397448";"2012";"total";"0";"0";"0"
"478";"50145";"2";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"479";"50145";"2";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"480";"50145";"2";"0.00785398163397448";"2012";"total";"0";"0";"0"
"481";"50145";"3";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"482";"50145";"3";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"483";"50145";"3";"0.00785398163397448";"2012";"total";"0";"0";"0"
"484";"50145";"4";"0.00785398163397448";"2012";"ag";"0";"0";"0"
"485";"50145";"4";"0.00785398163397448";"2012";"bg";"0";"0";"0"
"486";"50145";"4";"0.00785398163397448";"2012";"total";"0";"0";"0"
