"";"plot_ID";"tree_ID";"inv_year";"lon";"lat";"t_stat"
"1";50001;1;2012;2501078,01064646;5735032,48803876;"A"
"2";50001;2;2012;2501092,87390636;5735027,44447084;"A"
"3";50001;3;2012;2501073,49516905;5735037,3663758;"A"
"4";50001;4;2012;2501072,24608273;5735028,06041817;"A"
"5";50001;5;2012;2501062,55813941;5735022,81754711;"A"
"6";50001;6;2012;2501070,48748583;5735036,65146269;"A"
"7";50001;7;2012;2501064,52305491;5735021,33477588;"A"
"8";50001;8;2012;2501090,36299318;5735025,31134919;"A"
"9";50001;9;2012;2501068,18812724;5735015,89889473;"A"
"10";50001;10;2012;2501078,47543039;5735020,52223209;"A"
"11";50001;11;2012;2501066,650504;5735033,51116502;"A"
"12";50001;12;2012;2501091,86764017;5735026,5427617;"A"
"13";50001;13;2012;2501084,82445118;5735027,51517563;"A"
"14";50001;14;2012;2501079,73902952;5735038,25148313;"A"
"15";50001;15;2012;2501089,34478809;5735029,8310651;"A"
"16";50001;17;2012;2501086,32427094;5735031,98171804;"A"
"17";50001;18;2012;2501083,69498862;5735030,8064417;"A"
"18";50001;19;2012;2501077,03212166;5735020,29507114;"A"
"19";50001;20;2012;2501088,30908225;5735032,65873238;"A"
"20";50001;21;2012;2501077,87533748;5735011,06711664;"A"
"21";50001;22;2012;2501063,73577567;5735026,78941139;"A"
"22";50001;23;2012;2501085,24235733;5735032,50772167;"A"
"23";50001;24;2012;2501089,14520033;5735039,96234574;"A"
"24";50001;25;2012;2501070,20679505;5735017,22239299;"A"
"25";50001;26;2012;2501063,71601102;5735036,23099503;"A"
"26";50002;1;2012;2509040,8537232;5679032,56320301;"A"
"27";50002;2;2012;2509053,67913936;5679038,09789127;"A"
"28";50002;3;2012;2509035,32396581;5679028,94683878;"A"
"29";50002;4;2012;2509050,83977687;5679029,73588677;"A"
"30";50002;5;2012;2509052,98953882;5679033,27697403;"A"
"31";50002;6;2012;2509032,18387672;5679026,08120595;"A"
"32";50002;7;2012;2509036,36556853;5679028,17170609;"A"
"33";50002;8;2012;2509037,71533249;5679037,5795668;"A"
"34";50002;9;2012;2509044,06045968;5679021,59404878;"A"
"35";50002;10;2012;2509030,28133676;5679020,3040198;"A"
"36";50002;11;2012;2509049,65725189;5679032,3652933;"A"
"37";50002;12;2012;2509052,6204722;5679022,43349551;"A"
"38";50002;13;2012;2509030,24024091;5679022,93260048;"A"
"39";50002;14;2012;2509044,33506972;5679038,13452963;"A"
"40";50002;15;2012;2509041,47417196;5679028,18337536;"A"
"41";50002;16;2012;2509038,14722238;5679021,59854294;"A"
"42";50002;17;2012;2509051,36141443;5679038,29492413;"A"
"43";50002;18;2012;2509038,377523;5679042,26257567;"A"
"44";50002;19;2012;2509030,17800399;5679037,65761636;"A"
"45";50002;20;2012;2509055,21068638;5679028,2261989;"A"
"46";50002;21;2012;2509038,94486251;5679014,70304887;"A"
"47";50002;22;2012;2509041,3337296;5679024,2467069;"A"
"48";50002;23;2012;2509032,50010458;5679017,23356474;"A"
"49";50002;24;2012;2509051,83760214;5679033,98381237;"A"
"50";50002;25;2012;2509043,56074676;5679039,4799572;"A"
"51";50002;26;2012;2509041,70469145;5679034,92180568;"A"
"52";50002;27;2012;2509050,72084313;5679032,00811015;"A"
"53";50002;28;2012;2509046,23269063;5679032,52250741;"A"
"54";50002;29;2012;2509049,99722253;5679031,76327598;"A"
"55";50002;30;2012;2509047,4668677;5679016,34276252;"A"
"56";50002;31;2012;2509031,81069828;5679034,18084866;"A"
"57";50002;32;2012;2509031,81530557;5679046,24374571;"A"
"58";50002;33;2012;2509033,84542282;5679025,5784183;"A"
"59";50002;34;2012;2509024,52005761;5679034,83882745;"A"
"60";50003;1;2012;2516946,36585371;5599079,98088727;"A"
"61";50003;2;2012;2516939,87944631;5599073,36744106;"A"
"62";50003;3;2012;2516947,75800594;5599080,41345718;"A"
"63";50003;4;2012;2516948,06318137;5599086,26725396;"A"
"64";50003;5;2012;2516946,94808297;5599090,40947495;"A"
"65";50003;6;2012;2516941,77227223;5599089,59113227;"A"
"66";50003;7;2012;2516944,50783989;5599084,07186877;"A"
"67";50003;8;2012;2516944,53004417;5599084,02706955;"A"
"68";50003;9;2012;2516949,2093152;5599076,41024021;"A"
"69";50003;10;2012;2516950,37275547;5599086,48545293;"A"
"70";50003;11;2012;2516945,45567456;5599084,28175411;"A"
"71";50003;12;2012;2516942,1579798;5599089,16690139;"A"
"72";50003;13;2012;2516945,27823461;5599076,03732607;"A"
"73";50003;14;2012;2516951,65813424;5599072,18009919;"A"
"74";50003;15;2012;2516944,5676934;5599086,08983613;"A"
"75";50003;16;2012;2516948,34714548;5599079,54875286;"A"
"76";50003;17;2012;2516948,37209823;5599079,53209871;"A"
"77";50003;18;2012;2516943,62688059;5599089,15942189;"A"
"78";50003;19;2012;2516951,12252071;5599085,52164381;"A"
"79";50003;20;2012;2516957,04902253;5599080,99476087;"A"
"80";50003;21;2012;2516940,60888672;5599089,89603831;"A"
"81";50003;22;2012;2516939,0501287;5599089,66224522;"A"
"82";50003;23;2012;2516947,21466805;5599087,81507336;"A"
"83";50003;24;2012;2516954,00491468;5599075,45852854;"A"
"84";50003;25;2012;2516945,81222945;5599077,80527048;"A"
"85";50003;26;2012;2516946,27266233;5599087,02369553;"A"
"86";50003;27;2012;2516939,52952262;5599072,29143162;"A"
