"";"X.plot_ID.CCS_no.t_ID.SP_code.H_cm.D_class_cm.inv_year.inv.stand.area_m2"
"572";"339;50010;3;10;vbe;130;1;2012;HBI;A;71"
"573";"4476867280046"
"574";"340;50010;3;11;gfi;50;0;2012;HBI;A;71"
"575";"4476867280046"
"576";"341;50010;3;11;gfi;50;0;2012;HBI;A;71"
"577";"4476867280046"
"578";"342;50010;3;12;gfi;50;0;2012;HBI;A;71"
"579";"4476867280046"
"580";"343;50010;3;12;gfi;50;0;2012;HBI;A;71"
"581";"4476867280046"
"582";"344;50010;3;13;gfi;30;0;2012;HBI;A;71"
"583";"4476867280046"
"584";"345;50010;3;13;gfi;30;0;2012;HBI;A;71"
"585";"4476867280046"
"586";"346;50010;3;14;gfi;30;0;2012;HBI;A;71"
"587";"4476867280046"
"588";"347;50010;3;14;gfi;30;0;2012;HBI;A;71"
"589";"4476867280046"
"590";"348;50010;4;1;tei;270;1;2012;HBI;NA;78"
"591";"5039343644158"
"592";"349;50010;4;1;tei;270;1;2012;HBI;B;78"
"593";"5039343644158"
"594";"350;50010;4;1;tei;270;1;2012;HBI;NA;78"
"595";"5039343644158"
"596";"351;50010;4;1;tei;270;1;2012;HBI;B;78"
"597";"5039343644158"
"598";"352;50010;4;2;sbi;130;1;2012;HBI;NA;78"
"599";"5039343644158"
"600";"353;50010;4;2;sbi;130;1;2012;HBI;B;78"
"601";"5039343644158"
"602";"354;50010;4;2;sbi;130;1;2012;HBI;NA;78"
"603";"5039343644158"
"604";"355;50010;4;2;sbi;130;1;2012;HBI;B;78"
"605";"5039343644158"
"606";"356;50010;4;3;sbi;470;3;2012;HBI;NA;78"
"607";"5039343644158"
"608";"357;50010;4;3;sbi;470;3;2012;HBI;B;78"
"609";"5039343644158"
"610";"358;50010;4;3;sbi;470;3;2012;HBI;NA;78"
"611";"5039343644158"
"612";"359;50010;4;3;sbi;470;3;2012;HBI;B;78"
"613";"5039343644158"
"614";"360;50010;4;4;tei;230;1;2012;HBI;NA;78"
"615";"5039343644158"
"616";"361;50010;4;4;tei;230;1;2012;HBI;B;78"
"617";"5039343644158"
"618";"362;50010;4;4;tei;230;1;2012;HBI;NA;78"
"619";"5039343644158"
"620";"363;50010;4;4;tei;230;1;2012;HBI;B;78"
"621";"5039343644158"
"622";"364;50010;4;5;gfi;30;0;2012;HBI;NA;78"
"623";"5039343644158"
"624";"365;50010;4;5;gfi;30;0;2012;HBI;B;78"
"625";"5039343644158"
"626";"366;50010;4;5;gfi;30;0;2012;HBI;NA;78"
"627";"5039343644158"
"628";"367;50010;4;5;gfi;30;0;2012;HBI;B;78"
"629";"5039343644158"
"630";"368;50010;4;6;sbi;200;1;2012;HBI;NA;78"
"631";"5039343644158"
"632";"369;50010;4;6;sbi;200;1;2012;HBI;B;78"
"633";"5039343644158"
"634";"370;50010;4;6;sbi;200;1;2012;HBI;NA;78"
"635";"5039343644158"
"636";"371;50010;4;6;sbi;200;1;2012;HBI;B;78"
"637";"5039343644158"
"638";"372;50010;4;7;sbi;380;1;2012;HBI;NA;78"
"639";"5039343644158"
"640";"373;50010;4;7;sbi;380;1;2012;HBI;B;78"
"641";"5039343644158"
"642";"374;50010;4;7;sbi;380;1;2012;HBI;NA;78"
"643";"5039343644158"
"644";"375;50010;4;7;sbi;380;1;2012;HBI;B;78"
"645";"5039343644158"
"646";"376;50010;4;8;tei;330;1;2012;HBI;NA;78"
"647";"5039343644158"
"648";"377;50010;4;8;tei;330;1;2012;HBI;B;78"
"649";"5039343644158"
"650";"378;50010;4;8;tei;330;1;2012;HBI;NA;78"
"651";"5039343644158"
"652";"379;50010;4;8;tei;330;1;2012;HBI;B;78"
"653";"5039343644158"
"654";"380;50010;4;9;sbi;530;1;2012;HBI;NA;78"
"655";"5039343644158"
"656";"381;50010;4;9;sbi;530;1;2012;HBI;B;78"
"657";"5039343644158"
"658";"382;50010;4;9;sbi;530;1;2012;HBI;NA;78"
"659";"5039343644158"
"660";"383;50010;4;9;sbi;530;1;2012;HBI;B;78"
"661";"5039343644158"
"662";"384;50010;4;10;gfi;70;0;2012;HBI;NA;78"
"663";"5039343644158"
"664";"385;50010;4;10;gfi;70;0;2012;HBI;B;78"
"665";"5039343644158"
"666";"386;50010;4;10;gfi;70;0;2012;HBI;NA;78"
"667";"5039343644158"
"668";"387;50010;4;10;gfi;70;0;2012;HBI;B;78"
"669";"5039343644158"
"670";"388;50010;4;11;sbi;330;1;2012;HBI;NA;78"
"671";"5039343644158"
"672";"389;50010;4;11;sbi;330;1;2012;HBI;B;78"
"673";"5039343644158"
"674";"390;50010;4;11;sbi;330;1;2012;HBI;NA;78"
"675";"5039343644158"
"676";"391;50010;4;11;sbi;330;1;2012;HBI;B;78"
"677";"5039343644158"
"678";"392;50011;1;1;rbu;330;1;2012;HBI;NA;NA"
"679";"393;50011;2;1;rbu;470;1;2012;HBI;NA;NA"
"680";"394;50012;1;2;vbe;40;0;2012;HBI;NA;NA"
"681";"395;50012;1;1;vbe;60;0;2012;HBI;NA;NA"
"682";"396;50012;1;6;vbe;720;3;2012;HBI;NA;NA"
"683";"397;50012;4;3;vbe;30;0;2012;HBI;NA;NA"
"684";"398;50012;4;1;vbe;20;0;2012;HBI;NA;NA"
"685";"399;50012;4;4;vbe;630;3;2012;HBI;NA;NA"
"686";"400;50012;4;2;vbe;30;0;2012;HBI;NA;NA"
"687";"401;50012;3;1;vbe;40;0;2012;HBI;NA;NA"
"688";"402;50012;2;3;vbe;30;0;2012;HBI;NA;NA"
"689";"403;50012;2;2;vbe;40;0;2012;HBI;NA;NA"
"690";"404;50012;2;1;sei;20;0;2012;HBI;NA;NA"
"691";"405;50012;1;4;vbe;20;0;2012;HBI;NA;NA"
"692";"406;50012;1;5;vbe;560;1;2012;HBI;NA;NA"
"693";"407;50012;1;3;vbe;20;0;2012;HBI;NA;NA"
"694";"408;50013;2;5;bah;20;0;2012;HBI;A;61"
"695";"6252744603289"
"696";"409;50013;2;5;bah;20;0;2012;HBI;A;61"
"697";"6252744603289"
"698";"410;50013;1;1;bah;70;0;2012;HBI;A;61"
"699";"0700946365038"
"700";"411;50013;1;1;bah;70;0;2012;HBI;A;61"
"701";"0700946365038"
"702";"412;50013;2;8;bah;110;0;2012;HBI;A;61"
"703";"6252744603289"
"704";"413;50013;2;8;bah;110;0;2012;HBI;A;61"
"705";"6252744603289"
"706";"414;50013;1;10;bah;140;1;2012;HBI;A;61"
"707";"0700946365038"
"708";"415;50013;1;10;bah;140;1;2012;HBI;A;61"
"709";"0700946365038"
"710";"416;50013;2;10;bah;180;1;2012;HBI;A;61"
"711";"6252744603289"
"712";"417;50013;2;10;bah;180;1;2012;HBI;A;61"
"713";"6252744603289"
"714";"418;50013;4;1;bah;20;0;2012;HBI;NA;11"
"715";"0985722247036"
"716";"419;50013;4;1;bah;20;0;2012;HBI;NA;11"
"717";"0985722247036"
"718";"420;50013;2;7;bah;150;1;2012;HBI;A;61"
"719";"6252744603289"
"720";"421;50013;2;7;bah;150;1;2012;HBI;A;61"
"721";"6252744603289"
"722";"422;50013;2;2;bah;70;0;2012;HBI;A;61"
"723";"6252744603289"
"724";"423;50013;2;2;bah;70;0;2012;HBI;A;61"
"725";"6252744603289"
"726";"424;50013;2;3;bah;110;0;2012;HBI;A;61"
"727";"6252744603289"
"728";"425;50013;2;3;bah;110;0;2012;HBI;A;61"
"729";"6252744603289"
"730";"426;50013;2;4;bah;70;0;2012;HBI;A;61"
"731";"6252744603289"
"732";"427;50013;2;4;bah;70;0;2012;HBI;A;61"
"733";"6252744603289"
"734";"428;50013;2;6;bah;80;0;2012;HBI;A;61"
"735";"6252744603289"
"736";"429;50013;2;6;bah;80;0;2012;HBI;A;61"
"737";"6252744603289"
"738";"430;50013;2;1;bah;110;0;2012;HBI;A;61"
"739";"6252744603289"
"740";"431;50013;2;1;bah;110;0;2012;HBI;A;61"
"741";"6252744603289"
"742";"432;50013;1;2;bah;40;0;2012;HBI;A;61"
"743";"0700946365038"
"744";"433;50013;1;2;bah;40;0;2012;HBI;A;61"
"745";"0700946365038"
"746";"434;50013;1;3;bah;80;0;2012;HBI;A;61"
"747";"0700946365038"
"748";"435;50013;1;3;bah;80;0;2012;HBI;A;61"
"749";"0700946365038"
"750";"436;50013;1;4;bah;60;0;2012;HBI;A;61"
"751";"0700946365038"
"752";"437;50013;1;4;bah;60;0;2012;HBI;A;61"
"753";"0700946365038"
"754";"438;50013;1;5;bah;90;0;2012;HBI;A;61"
"755";"0700946365038"
"756";"439;50013;1;5;bah;90;0;2012;HBI;A;61"
"757";"0700946365038"
"758";"440;50013;1;6;bah;130;1;2012;HBI;A;61"
"759";"0700946365038"
"760";"441;50013;1;6;bah;130;1;2012;HBI;A;61"
"761";"0700946365038"
"762";"442;50013;1;7;bah;50;0;2012;HBI;A;61"
"763";"0700946365038"
"764";"443;50013;1;7;bah;50;0;2012;HBI;A;61"
"765";"0700946365038"
"766";"444;50013;1;8;bah;110;0;2012;HBI;A;61"
"767";"0700946365038"
"768";"445;50013;1;8;bah;110;0;2012;HBI;A;61"
"769";"0700946365038"
"770";"446;50013;1;9;bah;50;0;2012;HBI;A;61"
"771";"0700946365038"
"772";"447;50013;1;9;bah;50;0;2012;HBI;A;61"
"773";"0700946365038"
"774";"448;50013;2;9;bah;110;0;2012;HBI;A;61"
"775";"6252744603289"
"776";"449;50013;2;9;bah;110;0;2012;HBI;A;61"
"777";"6252744603289"
"778";"450;50014;4;2;sei;40;0;2012;HBI;A;35"
"779";"2404161361862"
"780";"451;50014;4;2;sei;40;0;2012;HBI;A;35"
"781";"2404161361862"
"782";"452;50014;4;1;rbu;250;1;2012;HBI;A;35"
"783";"2404161361862"
"784";"453;50014;4;1;rbu;250;1;2012;HBI;A;35"
"785";"2404161361862"
"786";"454;50014;1;1;sei;30;0;2012;HBI;A;32"
"787";"1552115156647"
"788";"455;50014;1;1;sei;30;0;2012;HBI;A;32"
"789";"1552115156647"
"790";"456;50015;2;15;vbe;130;1;2012;HBI;NA;NA"
"791";"457;50015;3;2;vbe;160;1;2012;HBI;NA;NA"
"792";"458;50015;3;3;vbe;160;1;2012;HBI;NA;NA"
"793";"459;50015;3;4;vbe;230;1;2012;HBI;NA;NA"
"794";"460;50015;3;5;rbu;120;0;2012;HBI;NA;NA"
"795";"461;50015;3;6;vbe;140;1;2012;HBI;NA;NA"
"796";"462;50015;3;7;rbu;150;1;2012;HBI;NA;NA"
"797";"463;50015;3;8;vbe;120;0;2012;HBI;NA;NA"
"798";"464;50015;3;9;vbe;120;0;2012;HBI;NA;NA"
"799";"465;50015;3;10;dgl;60;0;2012;HBI;NA;NA"
"800";"466;50015;3;11;dgl;60;0;2012;HBI;NA;NA"
"801";"467;50015;3;12;dgl;50;0;2012;HBI;NA;NA"
"802";"468;50015;4;1;vbe;290;1;2012;HBI;NA;NA"
"803";"469;50015;4;2;dgl;60;0;2012;HBI;NA;NA"
"804";"470;50015;4;3;vbe;70;0;2012;HBI;NA;NA"
"805";"471;50015;4;4;vbe;160;1;2012;HBI;NA;NA"
"806";"472;50015;4;5;vbe;150;1;2012;HBI;NA;NA"
"807";"473;50015;4;6;vbe;350;1;2012;HBI;NA;NA"
"808";"474;50015;4;7;vbe;80;0;2012;HBI;NA;NA"
"809";"475;50015;4;8;vbe;100;0;2012;HBI;NA;NA"
"810";"476;50015;1;1;wta;40;0;2012;HBI;NA;NA"
"811";"477;50015;1;2;dgl;50;0;2012;HBI;NA;NA"
"812";"478;50015;1;3;vbe;250;1;2012;HBI;NA;NA"
"813";"479;50015;1;4;rbu;430;1;2012;HBI;NA;NA"
"814";"480;50015;1;5;dgl;40;0;2012;HBI;NA;NA"
"815";"481;50015;1;6;vbe;130;1;2012;HBI;NA;NA"
"816";"482;50015;1;7;vbe;130;1;2012;HBI;NA;NA"
"817";"483;50015;1;8;vbe;80;0;2012;HBI;NA;NA"
"818";"484;50015;1;9;vbe;160;1;2012;HBI;NA;NA"
"819";"485;50015;1;10;rbu;200;1;2012;HBI;NA;NA"
"820";"486;50015;1;11;vbe;170;1;2012;HBI;NA;NA"
"821";"487;50015;1;12;vbe;120;0;2012;HBI;NA;NA"
"822";"488;50015;1;13;dgl;40;0;2012;HBI;NA;NA"
"823";"489;50015;2;1;wta;20;0;2012;HBI;NA;NA"
"824";"490;50015;2;2;gfi;30;0;2012;HBI;NA;NA"
"825";"491;50015;2;3;vbe;170;1;2012;HBI;NA;NA"
"826";"492;50015;4;9;vbe;230;1;2012;HBI;NA;NA"
"827";"493;50015;2;4;vbe;70;0;2012;HBI;NA;NA"
"828";"494;50015;2;5;vbe;90;0;2012;HBI;NA;NA"
"829";"495;50015;2;6;vbe;70;0;2012;HBI;NA;NA"
"830";"496;50015;2;7;gfi;20;0;2012;HBI;NA;NA"
"831";"497;50015;2;8;gfi;20;0;2012;HBI;NA;NA"
"832";"498;50015;2;9;vbe;290;1;2012;HBI;NA;NA"
"833";"499;50015;2;10;vbe;200;1;2012;HBI;NA;NA"
"834";"500;50015;2;11;vbe;140;1;2012;HBI;NA;NA"
"835";"501;50015;2;12;vbe;80;0;2012;HBI;NA;NA"
"836";"502;50015;2;13;vbe;170;1;2012;HBI;NA;NA"
"837";"503;50015;2;14;vbe;180;1;2012;HBI;NA;NA"
"838";"504;50015;3;1;vbe;130;1;2012;HBI;NA;NA"
"839";"505;50015;4;13;vbe;60;0;2012;HBI;NA;NA"
"840";"506;50015;4;12;vbe;60;0;2012;HBI;NA;NA"
"841";"507;50015;4;11;vbe;140;1;2012;HBI;NA;NA"
"842";"508;50015;4;10;vbe;280;1;2012;HBI;NA;NA"
"843";"509;50016;1;7;rbu;40;0;2012;HBI;NA;NA"
"844";"510;50016;1;6;rbu;40;0;2012;HBI;NA;NA"
"845";"511;50016;3;1;rbu;20;0;2012;HBI;NA;NA"
"846";"512;50016;2;2;rbu;30;0;2012;HBI;NA;NA"
"847";"513;50016;2;1;rbu;30;0;2012;HBI;NA;NA"
"848";"514;50016;1;12;rbu;50;0;2012;HBI;NA;NA"
"849";"515;50016;1;11;rbu;30;0;2012;HBI;NA;NA"
"850";"516;50016;1;10;rbu;60;0;2012;HBI;NA;NA"
"851";"517;50016;1;9;rbu;90;0;2012;HBI;NA;NA"
"852";"518;50016;1;8;rbu;30;0;2012;HBI;NA;NA"
"853";"519;50016;3;2;rbu;20;0;2012;HBI;NA;NA"
"854";"520;50016;1;5;rbu;70;0;2012;HBI;NA;NA"
"855";"521;50016;1;4;rbu;70;0;2012;HBI;NA;NA"
"856";"522;50016;1;3;rbu;80;0;2012;HBI;NA;NA"
"857";"523;50016;1;2;rbu;100;0;2012;HBI;NA;NA"
"858";"524;50016;1;1;rbu;60;0;2012;HBI;NA;NA"
"859";"525;50016;4;12;rbu;20;0;2012;HBI;NA;NA"
"860";"526;50016;4;11;rbu;70;0;2012;HBI;NA;NA"
"861";"527;50016;4;10;rbu;20;0;2012;HBI;NA;NA"
"862";"528;50016;4;9;rbu;40;0;2012;HBI;NA;NA"
"863";"529;50016;4;8;rbu;70;0;2012;HBI;NA;NA"
"864";"530;50016;4;7;rbu;20;0;2012;HBI;NA;NA"
"865";"531;50016;4;6;rbu;20;0;2012;HBI;NA;NA"
"866";"532;50016;4;5;rbu;20;0;2012;HBI;NA;NA"
"867";"533;50016;4;4;rbu;20;0;2012;HBI;NA;NA"
"868";"534;50016;4;3;rbu;20;0;2012;HBI;NA;NA"
"869";"535;50016;4;2;rbu;60;0;2012;HBI;NA;NA"
"870";"536;50016;4;1;rbu;20;0;2012;HBI;NA;NA"
"871";"537;50016;3;3;rbu;20;0;2012;HBI;NA;NA"
"872";"538;50017;3;3;rbu;50;0;2012;HBI;NA;NA"
"873";"539;50017;1;1;hbu;30;0;2012;HBI;NA;NA"
"874";"540;50017;1;2;rbu;80;0;2012;HBI;NA;NA"
"875";"541;50017;1;3;hbu;40;0;2012;HBI;NA;NA"
"876";"542;50017;1;4;rbu;50;0;2012;HBI;NA;NA"
"877";"543;50017;1;5;hbu;50;0;2012;HBI;NA;NA"
"878";"544;50017;1;6;hbu;30;0;2012;HBI;NA;NA"
"879";"545;50017;1;7;hbu;20;0;2012;HBI;NA;NA"
"880";"546;50017;1;8;hbu;40;0;2012;HBI;NA;NA"
"881";"547;50017;1;9;hbu;30;0;2012;HBI;NA;NA"
"882";"548;50017;1;10;hbu;20;0;2012;HBI;NA;NA"
"883";"549;50017;1;11;rbu;30;0;2012;HBI;NA;NA"
"884";"550;50017;1;12;hbu;20;0;2012;HBI;NA;NA"
"885";"551;50017;2;1;dgl;30;0;2012;HBI;NA;NA"
"886";"552;50017;2;2;hbu;30;0;2012;HBI;NA;NA"
"887";"553;50017;2;3;hbu;40;0;2012;HBI;NA;NA"
"888";"554;50017;2;4;hbu;20;0;2012;HBI;NA;NA"
"889";"555;50017;2;5;rbu;20;0;2012;HBI;NA;NA"
"890";"556;50017;2;6;hbu;40;0;2012;HBI;NA;NA"
"891";"557;50017;2;7;hbu;30;0;2012;HBI;NA;NA"
"892";"558;50017;2;8;hbu;20;0;2012;HBI;NA;NA"
"893";"559;50017;2;9;hbu;30;0;2012;HBI;NA;NA"
"894";"560;50017;2;10;rbu;20;0;2012;HBI;NA;NA"
"895";"561;50017;3;1;hbu;20;0;2012;HBI;NA;NA"
"896";"562;50017;4;10;hbu;50;0;2012;HBI;NA;NA"
"897";"563;50017;4;9;rbu;130;1;2012;HBI;NA;NA"
"898";"564;50017;4;8;hbu;30;0;2012;HBI;NA;NA"
"899";"565;50017;4;7;hbu;40;0;2012;HBI;NA;NA"
"900";"566;50017;4;6;hbu;30;0;2012;HBI;NA;NA"
"901";"567;50017;4;5;hbu;30;0;2012;HBI;NA;NA"
"902";"568;50017;4;4;hbu;70;0;2012;HBI;NA;NA"
"903";"569;50017;4;3;hbu;30;0;2012;HBI;NA;NA"
"904";"570;50017;4;2;hbu;50;0;2012;HBI;NA;NA"
"905";"571;50017;4;1;hbu;40;0;2012;HBI;NA;NA"
"906";"572;50017;3;2;rbu;50;0;2012;HBI;NA;NA"
"907";"573;50018;3;5;nta;220;1;2012;HBI;NA;NA"
"908";"574;50018;1;5;eta;290;1;2012;HBI;NA;NA"
"909";"575;50018;1;4;eta;260;1;2012;HBI;NA;NA"
"910";"576;50018;1;3;nta;90;0;2012;HBI;NA;NA"
"911";"577;50018;1;2;gfi;40;0;2012;HBI;NA;NA"
"912";"578;50018;1;1;nta;100;0;2012;HBI;NA;NA"
"913";"579;50018;4;9;eta;110;0;2012;HBI;NA;NA"
"914";"580;50018;2;1;gfi;120;0;2012;HBI;NA;NA"
"915";"581;50018;4;10;gfi;30;0;2012;HBI;NA;NA"
"916";"582;50018;1;10;gfi;40;0;2012;HBI;NA;NA"
"917";"583;50018;1;9;nta;120;0;2012;HBI;NA;NA"
"918";"584;50018;1;8;gfi;350;1;2012;HBI;NA;NA"
"919";"585;50018;1;7;gki;90;0;2012;HBI;NA;NA"
"920";"586;50018;1;6;gfi;140;1;2012;HBI;NA;NA"
"921";"587;50018;2;2;gfi;160;1;2012;HBI;NA;NA"
"922";"588;50018;2;3;gfi;210;1;2012;HBI;NA;NA"
"923";"589;50018;2;4;nta;30;0;2012;HBI;NA;NA"
"924";"590;50018;2;5;nta;50;0;2012;HBI;NA;NA"
"925";"591;50018;2;6;gfi;40;0;2012;HBI;NA;NA"
"926";"592;50018;2;7;gfi;40;0;2012;HBI;NA;NA"
"927";"593;50018;2;8;gfi;30;0;2012;HBI;NA;NA"
"928";"594;50018;2;9;gfi;70;0;2012;HBI;NA;NA"
"929";"595;50018;2;10;eta;250;1;2012;HBI;NA;NA"
"930";"596;50018;3;1;nta;380;2;2012;HBI;NA;NA"
"931";"597;50018;3;2;gfi;120;0;2012;HBI;NA;NA"
"932";"598;50018;3;3;gfi;160;1;2012;HBI;NA;NA"
"933";"599;50018;3;4;wei;170;1;2012;HBI;NA;NA"
"934";"600;50018;3;6;nta;180;1;2012;HBI;NA;NA"
"935";"601;50018;3;7;eta;310;1;2012;HBI;NA;NA"
"936";"602;50018;3;8;eta;120;0;2012;HBI;NA;NA"
"937";"603;50018;3;9;nta;310;1;2012;HBI;NA;NA"
"938";"604;50018;3;10;eta;120;0;2012;HBI;NA;NA"
"939";"605;50018;4;1;gfi;160;1;2012;HBI;NA;NA"
"940";"606;50018;4;2;gfi;80;0;2012;HBI;NA;NA"
"941";"607;50018;4;3;gfi;90;0;2012;HBI;NA;NA"
"942";"608;50018;4;4;gfi;40;0;2012;HBI;NA;NA"
"943";"609;50018;4;5;gfi;80;0;2012;HBI;NA;NA"
"944";"610;50018;4;6;nta;60;0;2012;HBI;NA;NA"
"945";"611;50018;4;7;gfi;20;0;2012;HBI;NA;NA"
"946";"612;50018;4;8;gfi;30;0;2012;HBI;NA;NA"
"947";"613;50019;2;3;gfi;20;0;2012;HBI;NA;NA"
"948";"614;50019;2;1;rbu;50;0;2012;HBI;NA;NA"
"949";"615;50019;2;2;rbu;120;0;2012;HBI;NA;NA"
"950";"616;50020;1;9;rbu;90;0;2012;HBI;NA;NA"
"951";"617;50020;1;12;rbu;50;0;2012;HBI;NA;NA"
"952";"618;50020;1;10;rbu;60;0;2012;HBI;NA;NA"
"953";"619;50020;1;11;bah;30;0;2012;HBI;NA;NA"
"954";"620;50020;1;1;gfi;90;0;2012;HBI;NA;NA"
"955";"621;50020;1;2;rbu;80;0;2012;HBI;NA;NA"
"956";"622;50020;1;3;rbu;60;0;2012;HBI;NA;NA"
"957";"623;50020;1;4;rbu;80;0;2012;HBI;NA;NA"
"958";"624;50020;1;5;rbu;60;0;2012;HBI;NA;NA"
"959";"625;50020;1;6;rbu;70;0;2012;HBI;NA;NA"
"960";"626;50020;1;7;rbu;80;0;2012;HBI;NA;NA"
"961";"627;50020;1;8;rbu;70;0;2012;HBI;NA;NA"
"962";"628;50020;1;13;rbu;60;0;2012;HBI;NA;NA"
"963";"629;50020;1;14;rbu;80;0;2012;HBI;NA;NA"
"964";"630;50020;1;15;rbu;70;0;2012;HBI;NA;NA"
"965";"631;50020;1;16;rbu;90;0;2012;HBI;NA;NA"
"966";"632;50020;1;17;rbu;70;0;2012;HBI;NA;NA"
"967";"633;50020;1;18;rbu;90;0;2012;HBI;NA;NA"
"968";"634;50020;1;19;rbu;60;0;2012;HBI;NA;NA"
"969";"635;50020;1;20;rbu;70;0;2012;HBI;NA;NA"
"970";"636;50020;1;21;rbu;60;0;2012;HBI;NA;NA"
"971";"637;50020;2;1;bah;40;0;2012;HBI;NA;NA"
"972";"638;50020;2;2;sei;50;0;2012;HBI;NA;NA"
"973";"639;50020;2;3;vbe;60;0;2012;HBI;NA;NA"
"974";"640;50020;2;4;rbu;90;0;2012;HBI;NA;NA"
"975";"641;50020;2;5;rbu;60;0;2012;HBI;NA;NA"
"976";"642;50020;2;6;rbu;60;0;2012;HBI;NA;NA"
"977";"643;50020;2;7;rbu;70;0;2012;HBI;NA;NA"
"978";"644;50020;2;8;rbu;70;0;2012;HBI;NA;NA"
"979";"645;50020;2;9;rbu;90;0;2012;HBI;NA;NA"
"980";"646;50020;2;10;rbu;70;0;2012;HBI;NA;NA"
"981";"647;50020;3;1;rbu;50;0;2012;HBI;NA;NA"
"982";"648;50020;3;2;rbu;50;0;2012;HBI;NA;NA"
"983";"649;50020;3;3;rbu;50;0;2012;HBI;NA;NA"
"984";"650;50020;3;4;rbu;50;0;2012;HBI;NA;NA"
"985";"651;50020;3;5;rbu;70;0;2012;HBI;NA;NA"
"986";"652;50020;3;6;rbu;60;0;2012;HBI;NA;NA"
"987";"653;50020;3;7;rbu;70;0;2012;HBI;NA;NA"
"988";"654;50020;3;8;rbu;60;0;2012;HBI;NA;NA"
"989";"655;50020;3;9;rbu;50;0;2012;HBI;NA;NA"
"990";"656;50020;3;10;rbu;50;0;2012;HBI;NA;NA"
"991";"657;50020;3;11;rbu;60;0;2012;HBI;NA;NA"
"992";"658;50020;3;12;rbu;60;0;2012;HBI;NA;NA"
"993";"659;50020;3;13;rbu;70;0;2012;HBI;NA;NA"
"994";"660;50020;4;1;rbu;70;0;2012;HBI;NA;NA"
"995";"661;50020;4;2;rbu;70;0;2012;HBI;NA;NA"
"996";"662;50020;4;3;rbu;80;0;2012;HBI;NA;NA"
"997";"663;50020;4;4;rbu;60;0;2012;HBI;NA;NA"
"998";"664;50020;4;5;rbu;70;0;2012;HBI;NA;NA"
"999";"665;50020;4;6;rbu;60;0;2012;HBI;NA;NA"
"1000";"666;50020;4;8;rbu;60;0;2012;HBI;NA;NA"
"1001";"667;50020;4;7;rbu;80;0;2012;HBI;NA;NA"
"1002";"668;50020;4;9;rbu;60;0;2012;HBI;NA;NA"
"1003";"669;50020;4;10;rbu;60;0;2012;HBI;NA;NA"
"1004";"670;50021;1;3;rbu;250;1;2012;HBI;NA;NA"
"1005";"671;50021;4;1;rbu;200;1;2012;HBI;NA;NA"
"1006";"672;50021;4;2;rbu;180;1;2012;HBI;NA;NA"
"1007";"673;50021;4;3;rbu;290;1;2012;HBI;NA;NA"
"1008";"674;50021;4;4;rbu;220;1;2012;HBI;NA;NA"
"1009";"675;50021;4;5;rbu;160;1;2012;HBI;NA;NA"
"1010";"676;50021;4;6;rbu;270;1;2012;HBI;NA;NA"
"1011";"677;50021;4;7;rbu;150;1;2012;HBI;NA;NA"
"1012";"678;50021;4;8;rbu;190;1;2012;HBI;NA;NA"
"1013";"679;50021;4;9;rbu;330;1;2012;HBI;NA;NA"
"1014";"680;50021;4;10;rbu;160;1;2012;HBI;NA;NA"
"1015";"681;50021;2;1;rbu;240;1;2012;HBI;NA;NA"
"1016";"682;50021;2;2;rbu;270;1;2012;HBI;NA;NA"
"1017";"683;50021;2;3;rbu;260;1;2012;HBI;NA;NA"
"1018";"684;50021;2;4;rbu;280;1;2012;HBI;NA;NA"
"1019";"685;50021;2;5;rbu;50;0;2012;HBI;NA;NA"
"1020";"686;50021;2;6;rbu;40;0;2012;HBI;NA;NA"
"1021";"687;50021;2;7;rbu;60;0;2012;HBI;NA;NA"
"1022";"688;50021;2;8;rbu;420;1;2012;HBI;NA;NA"
"1023";"689;50021;2;9;rbu;150;1;2012;HBI;NA;NA"
"1024";"690;50021;2;10;rbu;160;1;2012;HBI;NA;NA"
"1025";"691;50021;2;11;rbu;60;0;2012;HBI;NA;NA"
"1026";"692;50021;1;1;rbu;570;1;2012;HBI;NA;NA"
"1027";"693;50021;1;2;rbu;370;1;2012;HBI;NA;NA"
"1028";"694;50021;1;4;rbu;290;1;2012;HBI;NA;NA"
"1029";"695;50021;1;5;rbu;360;1;2012;HBI;NA;NA"
"1030";"696;50021;1;6;rbu;230;1;2012;HBI;NA;NA"
"1031";"697;50021;1;7;rbu;360;1;2012;HBI;NA;NA"
"1032";"698;50021;1;8;rbu;470;1;2012;HBI;NA;NA"
"1033";"699;50021;1;9;rbu;380;1;2012;HBI;NA;NA"
"1034";"700;50021;1;10;rbu;390;1;2012;HBI;NA;NA"
"1035";"701;50021;1;11;rbu;390;1;2012;HBI;NA;NA"
"1036";"702;50021;1;12;rbu;340;1;2012;HBI;NA;NA"
"1037";"703;50021;3;1;rbu;180;1;2012;HBI;NA;NA"
"1038";"704;50021;3;2;rbu;370;1;2012;HBI;NA;NA"
"1039";"705;50021;3;3;rbu;320;1;2012;HBI;NA;NA"
"1040";"706;50021;3;4;rbu;370;1;2012;HBI;NA;NA"
"1041";"707;50021;3;5;rbu;70;0;2012;HBI;NA;NA"
"1042";"708;50021;3;6;rbu;290;1;2012;HBI;NA;NA"
"1043";"709;50021;3;7;rbu;380;1;2012;HBI;NA;NA"
"1044";"710;50021;3;8;rbu;260;1;2012;HBI;NA;NA"
