"plot_ID","inv","stand","SP_code","compartiment","B_t_ha","C_t_ha","N_t_ha","BA_m2_ha","stand_component","BA_percent","mean_DBH_cm","sd_DBH_cm","Dg_cm","mean_BA_m2","mean_H_m","sd_H_m","Hg_m","n_ha","n_SP"
140060,"HBI","all","sbi","sw",87.5584340215909,43.7792170107954,0.160056817391468,18.101296954837,"LT",56.9160085415096,17.3231848852901,7.39834289860571,18.8346490221652,0.0278615289051469,18.6130412999072,4.97127760946249,18.6130412999072,NA,NA
140060,"HBI","all","sbi","total",126.614626726743,63.3073133633717,0.363708686184754,18.101296954837,"LT",56.9160085415096,17.3231848852901,7.39834289860571,18.8346490221652,0.0278615289051469,18.6130412999072,4.97127760946249,18.6130412999072,NA,NA
140060,"HBI","all","sei","ag",109.55018698335,54.7750934916752,0.291348782840952,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","sei","bg",27.124443305464,13.562221652732,0.100631684663271,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","sei","fwb",10.9569752473983,5.47848762369913,0.0680318593110959,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","sei","ndl",1.72990066936601,0.864950334683007,0,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","sei","sb",10.9876234540241,5.49381172701203,0.0714964658153346,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","sei","stb",0.287329761790394,0.143664880895197,0.0018696547599701,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","sei","stw",2.4494652079732,1.2247326039866,0.00429146304436904,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","sei","sw",83.1388926427984,41.5694463213992,0.145659339910183,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","sei","total",136.674630288814,68.3373151444072,0.391980467504224,12.2026147343602,"LT",38.3687492770515,61.625,9.3934988429669,62.3191182543527,0.305022924873718,26.5915251370232,1.20109381788534,26.5915251370232,NA,NA
140060,"HBI","all","slb","ag",4.4905188283877,2.24525941419385,0.0148625123818047,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","slb","bg",0.139265611159248,0.0696328055796238,0.000515282761289216,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","slb","fwb",1.3847319464984,0.692365973249199,0.0083873213999408,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","slb","ndl",0.106544397447136,0.0532721987235678,0,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","slb","sb",0.22415927757041,0.112079638785205,0.00137432053078418,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","slb","stb",0.00651135229332971,0.00325567614666486,3.99211009104045e-05,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","slb","stw",0.0931981188816137,0.0465990594408069,0.00017036616131559,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","slb","sw",2.67537373569681,1.3376868678484,0.00489058318885377,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","slb","total",4.62978443954694,2.31489221977347,0.015377795143094,0.82204497678075,"LT",2.58476058575768,13.1666666666667,1.10571192905589,13.2122417981709,0.0137101721396537,14.1892278032461,0.0881442319106935,14.1892278032461,NA,NA
140060,"HBI","all","wli","ag",2.64956896234973,1.32478448117486,0.00682599282833843,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140060,"HBI","all","wli","bg",0.378636465313444,0.189318232656722,0.00114726848989973,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140060,"HBI","all","wli","fwb",0.812997911129942,0.406498955564971,0.00374060338910886,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140060,"HBI","all","wli","ndl",0.0951501770753563,0.0475750885376781,0,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140060,"HBI","all","wli","sb",0.12547175086053,0.062735875430265,0.000906784343469051,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140060,"HBI","all","wli","stb",0.00361728041013478,0.00180864020506739,2.61420855240441e-05,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140060,"HBI","all","wli","stw",0.0535832372911206,0.0267916186455603,7.1533621783646e-05,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140060,"HBI","all","wli","sw",1.55874860558265,0.779374302791323,0.00208092938845283,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140060,"HBI","all","wli","total",3.02820542766317,1.51410271383159,0.00797326131823817,0.677568245006417,"LT",2.13048159568123,14.45,2.68375932277172,14.6909836294239,0.0169508558615254,13.2969310673495,1.92585655958226,13.2969310673495,NA,NA
140061,"HBI","A","all","ag",70.1000899937556,35.0500449968778,0.117194670064675,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","all","bg",14.0590980822345,7.02954904111726,0.0292637962840238,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","all","fwb",9.60030307132032,4.80015153566016,0.0416614536254645,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","all","ndl",3.24816089590388,1.62408044795194,0,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","all","sb",5.62324835145827,2.81162417572913,0.0266820914122928,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","all","stb",0.187494026326844,0.0937470131634221,0.000877217701708699,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","all","stw",1.6528298039278,0.826414901963901,0.00152729333136128,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","all","sw",49.7880538448184,24.8940269224092,0.0464466139938482,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","all","total",84.1591880759901,42.079594037995,0.146458466348699,15.2306595239347,"LT",NA,NA,NA,NA,NA,NA,NA,NA,389.909253242192,NA
140061,"HBI","A","gki","ag",60.153130376252,30.076565188126,0.0893091892180504,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","gki","bg",11.8017822685909,5.90089113429543,0.0208891546154058,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","gki","fwb",8.34348123866268,4.17174061933134,0.0338578468664932,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","gki","ndl",3.08278377798883,1.54139188899441,0,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","gki","sb",4.57028856579619,2.2851442828981,0.0198304820869897,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","gki","stb",0.158120815313688,0.0790604076568441,0.000686086217646093,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","gki","stw",1.42845979657644,0.714229898288221,0.00113419707848169,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","gki","sw",42.5699961819141,21.2849980909571,0.0338005769684398,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","gki","total",71.9549126448428,35.9774563224214,0.110198343833456,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","A","tei","ag",9.94695961750359,4.9734798087518,0.027885480846625,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","A","tei","bg",2.25731581364365,1.12865790682182,0.00837464166861794,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","A","tei","fwb",1.25682183265764,0.628410916328821,0.0078036067589713,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","A","tei","ndl",0.165377117915048,0.0826885589575242,0,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","A","tei","sb",1.05295978566208,0.526479892831038,0.00685160932530313,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","A","tei","stb",0.0293732110131559,0.014686605506578,0.000191131484062606,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","A","tei","stw",0.22437000735136,0.11218500367568,0.000393096252879583,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","A","tei","sw",7.21805766290431,3.60902883145215,0.0126460370254083,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","A","tei","total",12.2042754311472,6.10213771557362,0.0362601225152429,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","all","ag",70.1000899937556,35.0500449968778,0.117194670064675,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","all","bg",14.0590980822345,7.02954904111726,0.0292637962840238,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","all","fwb",9.60030307132032,4.80015153566016,0.0416614536254645,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","all","ndl",3.24816089590388,1.62408044795194,0,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","all","sb",5.62324835145827,2.81162417572913,0.0266820914122928,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","all","stb",0.187494026326844,0.0937470131634221,0.000877217701708699,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","all","stw",1.6528298039278,0.826414901963901,0.00152729333136128,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","all","sw",49.7880538448184,24.8940269224092,0.0464466139938482,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","all","total",84.1591880759901,42.079594037995,0.146458466348699,15.2306595239347,"LT",NA,20.6624471434998,8.40607950346562,22.3028632583018,0.0390670955497203,17.4279853384646,3.0150892090483,17.4279853384646,389.909253242192,2
140061,"HBI","all","gki","ag",60.153130376252,30.076565188126,0.0893091892180504,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","gki","bg",11.8017822685909,5.90089113429543,0.0208891546154058,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","gki","fwb",8.34348123866268,4.17174061933134,0.0338578468664932,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","gki","ndl",3.08278377798883,1.54139188899441,0,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","gki","sb",4.57028856579619,2.2851442828981,0.0198304820869897,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","gki","stb",0.158120815313688,0.0790604076568441,0.000686086217646093,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","gki","stw",1.42845979657644,0.714229898288221,0.00113419707848169,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","gki","sw",42.5699961819141,21.2849980909571,0.0338005769684398,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","gki","total",71.9549126448428,35.9774563224214,0.110198343833456,13.9801238078535,"LT",91.7893528240457,20.1561957525392,7.90600459332385,21.6474628823491,0.0368047514060014,17.2736216983266,2.89808136247037,17.2736216983266,NA,NA
140061,"HBI","all","tei","ag",9.94695961750359,4.9734798087518,0.027885480846625,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","tei","bg",2.25731581364365,1.12865790682182,0.00837464166861794,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","tei","fwb",1.25682183265764,0.628410916328821,0.0078036067589713,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","tei","ndl",0.165377117915048,0.0826885589575242,0,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","tei","sb",1.05295978566208,0.526479892831038,0.00685160932530313,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","tei","stb",0.0293732110131559,0.014686605506578,0.000191131484062606,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","tei","stw",0.22437000735136,0.11218500367568,0.000393096252879583,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","tei","sw",7.21805766290431,3.60902883145215,0.0126460370254083,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140061,"HBI","all","tei","total",12.2042754311472,6.10213771557362,0.0362601225152429,1.25053571608116,"LT",8.21064717595431,39.9,0,39.9,0.125036173011037,23.2938036637076,0,23.2938036637076,NA,NA
140062,"HBI","A","all","ag",75.1103921494097,37.5551960747048,0.106555459753945,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","all","bg",13.7646969720132,6.88234848600658,0.0243635136404633,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","all","fwb",8.67056215373624,4.33528107686812,0.0351851412198616,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","all","ndl",2.93714378106207,1.46857189053104,0,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","all","sb",5.70141440625087,2.85070720312544,0.0247384371087225,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","all","stb",0.208087901134807,0.104043950567404,0.000902893403023928,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","all","stw",1.92299961649926,0.961499808249629,0.00152686169550041,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","all","sw",55.6701842907264,27.8350921453632,0.0442021263268368,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","all","total",88.8750891214229,44.4375445607114,0.130918973394409,16.4971185067456,"LT",NA,NA,NA,NA,NA,NA,NA,NA,479.703169173949,NA
140062,"HBI","A","gki","ag",75.1103921494097,37.5551960747048,0.106555459753945,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","A","gki","bg",13.7646969720132,6.88234848600658,0.0243635136404633,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","A","gki","fwb",8.67056215373624,4.33528107686812,0.0351851412198616,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","A","gki","ndl",2.93714378106207,1.46857189053104,0,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","A","gki","sb",5.70141440625087,2.85070720312544,0.0247384371087225,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","A","gki","stb",0.208087901134807,0.104043950567404,0.000902893403023928,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","A","gki","stw",1.92299961649926,0.961499808249629,0.00152686169550041,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","A","gki","sw",55.6701842907264,27.8350921453632,0.0442021263268368,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","A","gki","total",88.8750891214229,44.4375445607114,0.130918973394409,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","all","ag",75.1103921494097,37.5551960747048,0.106555459753945,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","all","bg",13.7646969720132,6.88234848600658,0.0243635136404633,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","all","fwb",8.67056215373624,4.33528107686812,0.0351851412198616,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","all","ndl",2.93714378106207,1.46857189053104,0,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","all","sb",5.70141440625087,2.85070720312544,0.0247384371087225,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","all","stb",0.208087901134807,0.104043950567404,0.000902893403023928,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","all","stw",1.92299961649926,0.961499808249629,0.00152686169550041,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","all","sw",55.6701842907264,27.8350921453632,0.0442021263268368,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","all","total",88.8750891214229,44.4375445607114,0.130918973394409,16.4971185067456,"LT",NA,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,479.703169173949,1
140062,"HBI","all","gki","ag",75.1103921494097,37.5551960747048,0.106555459753945,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","gki","bg",13.7646969720132,6.88234848600658,0.0243635136404633,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","gki","fwb",8.67056215373624,4.33528107686812,0.0351851412198616,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","gki","ndl",2.93714378106207,1.46857189053104,0,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","gki","sb",5.70141440625087,2.85070720312544,0.0247384371087225,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","gki","stb",0.208087901134807,0.104043950567404,0.000902893403023928,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","gki","stw",1.92299961649926,0.961499808249629,0.00152686169550041,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","gki","sw",55.6701842907264,27.8350921453632,0.0442021263268368,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140062,"HBI","all","gki","total",88.8750891214229,44.4375445607114,0.130918973394409,16.4971185067456,"LT",100,19.694670734808,7.07300772695119,20.9237489429646,0.0343849884052475,20.3070999826211,2.29053468203849,20.3070999826211,NA,NA
140063,"HBI","A","all","ag",5.99184272483237,2.99592136241618,0.00834400161000524,1.2324166605971,"LT",NA,NA,NA,NA,NA,NA,NA,NA,19.9862546924354,NA
140063,"HBI","A","all","bg",1.12201397803618,0.561006989018091,0.00198596474112404,1.2324166605971,"LT",NA,NA,NA,NA,NA,NA,NA,NA,19.9862546924354,NA
140063,"HBI","A","all","fwb",0.638344752080708,0.319172376040354,0.00259040300394351,1.2324166605971,"LT",NA,NA,NA,NA,NA,NA,NA,NA,19.9862546924354,NA
140063,"HBI","A","all","ndl",0.214204554066603,0.107102277033301,0,1.2324166605971,"LT",NA,NA,NA,NA,NA,NA,NA,NA,19.9862546924354,NA
140063,"HBI","A","all","sb",0.455443891086141,0.22772194554307,0.00197617104342276,1.2324166605971,"LT",NA,NA,NA,NA,NA,NA,NA,NA,19.9862546924354,NA
140063,"HBI","A","all","stb",0.0164883040128136,0.0082441520064068,7.15427511115982e-05,1.2324166605971,"LT",NA,NA,NA,NA,NA,NA,NA,NA,19.9862546924354,NA
