"plot_ID","inv","stand","SP_code","compartiment","B_t_ha","C_t_ha","N_t_ha","BA_m2_ha","stand_component","BA_percent","mean_DBH_cm","sd_DBH_cm","Dg_cm","mean_BA_m2","mean_H_m","sd_H_m","Hg_m","n_ha","n_SP"
140047,"HBI","A","gfi","total",208.07404724465,104.037023622325,0.376585517777858,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","all","ag",182.725451503583,91.3627257517913,0.271642331409841,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","all","bg",25.3485957410671,12.6742978705335,0.104943186368018,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","all","fwb",24.1995390445323,12.0997695222662,0.105098598070404,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","all","ndl",13.270006952516,6.635003476258,0,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","all","sb",11.5561023479595,5.77805117397974,0.0559315353641239,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","all","stb",0.508430439560582,0.254215219780291,0.00246080332747322,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","all","stw",5.92772609037305,2.96386304518653,0.00481331358538292,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","all","sw",127.263646628641,63.6318233143206,0.103338081062457,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","all","total",208.07404724465,104.037023622325,0.376585517777858,33.2126551284091,"LT",NA,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,1080.1193946734,1
140047,"HBI","all","gfi","ag",182.725451503583,91.3627257517913,0.271642331409841,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","gfi","bg",25.3485957410671,12.6742978705335,0.104943186368018,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","gfi","fwb",24.1995390445323,12.0997695222662,0.105098598070404,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","gfi","ndl",13.270006952516,6.635003476258,0,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","gfi","sb",11.5561023479595,5.77805117397974,0.0559315353641239,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","gfi","stb",0.508430439560582,0.254215219780291,0.00246080332747322,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","gfi","stw",5.92772609037305,2.96386304518653,0.00481331358538292,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","gfi","sw",127.263646628641,63.6318233143206,0.103338081062457,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140047,"HBI","all","gfi","total",208.07404724465,104.037023622325,0.376585517777858,33.2126551284091,"LT",100,15.6219135802469,12.1499469183613,19.7870843663748,0.0307505927962262,12.5642596528781,7.74205274801,12.5642596528781,NA,NA
140048,"HBI","B","all","ag",76.8030772426474,38.4015386213237,0.111793966197048,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","all","bg",11.9149914424992,5.95749572124961,0.0493280645719468,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","all","fwb",9.35814383288089,4.67907191644045,0.0406424186662017,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","all","ndl",4.27449292840814,2.13724646420407,0,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","all","sb",4.71434919458248,2.35717459729124,0.0228174501017792,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","all","stb",0.215429817329893,0.107714908664946,0.00104268031587668,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","all","stw",2.56981633565712,1.28490816782856,0.00208669086455358,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","all","sw",55.6708451337888,27.8354225668944,0.0452047262486366,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","all","total",88.7180686851466,44.3590343425733,0.161122030768994,12.3159543399239,"LT",NA,NA,NA,NA,NA,NA,NA,NA,90.0125233658339,NA
140048,"HBI","B","gfi","ag",76.8030772426474,38.4015386213237,0.111793966197048,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","B","gfi","bg",11.9149914424992,5.95749572124961,0.0493280645719468,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","B","gfi","fwb",9.35814383288089,4.67907191644045,0.0406424186662017,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","B","gfi","ndl",4.27449292840814,2.13724646420407,0,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","B","gfi","sb",4.71434919458248,2.35717459729124,0.0228174501017792,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","B","gfi","stb",0.215429817329893,0.107714908664946,0.00104268031587668,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","B","gfi","stw",2.56981633565712,1.28490816782856,0.00208669086455358,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","B","gfi","sw",55.6708451337888,27.8354225668944,0.0452047262486366,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","B","gfi","total",88.7180686851466,44.3590343425733,0.161122030768994,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","all","ag",76.8030772426474,38.4015386213237,0.111793966197048,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","all","bg",11.9149914424992,5.95749572124961,0.0493280645719468,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","all","fwb",9.35814383288089,4.67907191644045,0.0406424186662017,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","all","ndl",4.27449292840814,2.13724646420407,0,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","all","sb",4.71434919458248,2.35717459729124,0.0228174501017792,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","all","stb",0.215429817329893,0.107714908664946,0.00104268031587668,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","all","stw",2.56981633565712,1.28490816782856,0.00208669086455358,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","all","sw",55.6708451337888,27.8354225668944,0.0452047262486366,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","all","total",88.7180686851466,44.3590343425733,0.161122030768994,12.3159543399239,"LT",NA,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,90.0125233658339,1
140048,"HBI","all","gfi","ag",76.8030772426474,38.4015386213237,0.111793966197048,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","gfi","bg",11.9149914424992,5.95749572124961,0.0493280645719468,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","gfi","fwb",9.35814383288089,4.67907191644045,0.0406424186662017,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","gfi","ndl",4.27449292840814,2.13724646420407,0,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","gfi","sb",4.71434919458248,2.35717459729124,0.0228174501017792,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","gfi","stb",0.215429817329893,0.107714908664946,0.00104268031587668,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","gfi","stw",2.56981633565712,1.28490816782856,0.00208669086455358,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","gfi","sw",55.6708451337888,27.8354225668944,0.0452047262486366,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all","gfi","total",88.7180686851466,44.3590343425733,0.161122030768994,12.3159543399239,"LT",100,40.6493177387914,9.52628001137694,41.7385758026126,0.13682489812966,27.881098045722,3.1120241154296,27.881098045722,NA,NA
140048,"HBI","all",NA,"ag",0,0,0,0,"LT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
140048,"HBI","all",NA,"bg",0,0,0,0,"LT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
140048,"HBI","all",NA,"total",0,0,0,0,"LT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
140048,"HBI",NA,"all","ag",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
140048,"HBI",NA,"all","bg",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
140048,"HBI",NA,"all","total",0,0,0,0,"LT",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
140048,"HBI",NA,NA,"ag",0,0,0,0,"LT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
140048,"HBI",NA,NA,"bg",0,0,0,0,"LT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
140048,"HBI",NA,NA,"total",0,0,0,0,"LT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
140049,"HBI","A","all","ag",13.0827665683635,6.54138328418173,0.0198668422924875,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","all","bg",1.50594387506406,0.752971937532029,0.0062346076427652,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","all","fwb",1.83924186818533,0.919620934092665,0.00798782743352889,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","all","ndl",1.24654592672496,0.62327296336248,0,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","all","sb",0.897127681528712,0.448563840764356,0.00434209797859897,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","all","stb",0.0367025307142454,0.0183512653571227,0.000177640248656948,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","all","stw",0.407208229284599,0.203604114642299,0.000330653082179094,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","all","sw",8.65594033192561,4.32797016596281,0.0070286235495236,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","all","total",14.5887104434275,7.29435522171376,0.0261014499352527,2.87961052310987,"LT",NA,NA,NA,NA,NA,NA,NA,NA,99.931273462177,NA
140049,"HBI","A","gfi","ag",13.0827665683635,6.54138328418173,0.0198668422924875,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","A","gfi","bg",1.50594387506406,0.752971937532029,0.0062346076427652,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","A","gfi","fwb",1.83924186818533,0.919620934092665,0.00798782743352889,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","A","gfi","ndl",1.24654592672496,0.62327296336248,0,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","A","gfi","sb",0.897127681528712,0.448563840764356,0.00434209797859897,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","A","gfi","stb",0.0367025307142454,0.0183512653571227,0.000177640248656948,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","A","gfi","stw",0.407208229284599,0.203604114642299,0.000330653082179094,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","A","gfi","sw",8.65594033192561,4.32797016596281,0.0070286235495236,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","A","gfi","total",14.5887104434275,7.29435522171376,0.0261014499352527,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","all","ag",13.0827665683635,6.54138328418173,0.0198668422924875,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","all","bg",1.50594387506406,0.752971937532029,0.0062346076427652,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","all","fwb",1.83924186818533,0.919620934092665,0.00798782743352889,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","all","ndl",1.24654592672496,0.62327296336248,0,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","all","sb",0.897127681528712,0.448563840764356,0.00434209797859897,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","all","stb",0.0367025307142454,0.0183512653571227,0.000177640248656948,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","all","stw",0.407208229284599,0.203604114642299,0.000330653082179094,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","all","sw",8.65594033192561,4.32797016596281,0.0070286235495236,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","all","total",14.5887104434275,7.29435522171376,0.0261014499352527,2.87961052310987,"LT",NA,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,99.931273462177,1
140049,"HBI","all","gfi","ag",13.0827665683635,6.54138328418173,0.0198668422924875,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","gfi","bg",1.50594387506406,0.752971937532029,0.0062346076427652,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","gfi","fwb",1.83924186818533,0.919620934092665,0.00798782743352889,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","gfi","ndl",1.24654592672496,0.62327296336248,0,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","gfi","sb",0.897127681528712,0.448563840764356,0.00434209797859897,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","gfi","stb",0.0367025307142454,0.0183512653571227,0.000177640248656948,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","gfi","stw",0.407208229284599,0.203604114642299,0.000330653082179094,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","gfi","sw",8.65594033192561,4.32797016596281,0.0070286235495236,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140049,"HBI","all","gfi","total",14.5887104434275,7.29435522171376,0.0261014499352527,2.87961052310987,"LT",100,18.5463009037746,4.81268069780908,19.1545178419459,0.0288159094079771,16.3394929487772,3.53461452713843,16.3394929487772,NA,NA
140050,"HBI","A","all","ag",129.674405211714,64.8372026058568,0.209230592674133,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","all","bg",14.6052247853459,7.30261239267294,0.0602966599778247,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","all","fwb",20.1543693495266,10.0771846747633,0.0905424368445311,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","all","ndl",12.7728277869764,6.38641389348819,0,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","all","sb",8.73993607226854,4.36996803613427,0.0426974724212327,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","all","stb",0.353755705228358,0.176877852614179,0.00172407782578983,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","all","stw",3.95173527241331,1.97586763620666,0.00332009107576676,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","all","sw",83.7017810253004,41.8508905126502,0.070946514506813,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","all","total",144.279629997059,72.1398149985297,0.269527252651958,29.598587156096,"LT",NA,NA,NA,NA,NA,NA,NA,NA,1259.40597771408,NA
140050,"HBI","A","gfi","ag",123.973016962986,61.9865084814928,0.189973573322319,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","gfi","bg",14.3433034522267,7.17165172611333,0.0593812762922184,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","gfi","fwb",18.1415211016446,9.07076055082231,0.0787886261444426,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","gfi","ndl",12.5925566148353,6.29627830741763,0,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","gfi","sb",8.4616445360497,4.23082226802485,0.0409543595544805,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","gfi","stb",0.345438013531683,0.172719006765842,0.00167191998549335,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","gfi","stw",3.83525460406136,1.91762730203068,0.00311422673849782,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","gfi","sw",80.596602092863,40.2983010464315,0.0654444408994048,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","gfi","total",138.316320415212,69.1581602076062,0.249354849614537,28.2939061312931,"LT",95.5920834399214,17.1917606516291,5.13139258073568,17.9405773075902,0.0252791641180585,14.9623446610668,3.98806348625742,14.9623446610668,NA,NA
140050,"HBI","A","rbu","ag",0.727414088192705,0.363707044096353,0.00212598142351383,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","rbu","bg",0.0801869357235999,0.0400934678618,0.000242966415242508,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","rbu","fwb",0.300831825090939,0.15041591254547,0.00138412722724341,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","rbu","ndl",0.0241884550177471,0.0120942275088736,0,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","rbu","sb",0.0336746881336017,0.0168373440668008,0.000243366971141539,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","rbu","stb",0.00106028513154697,0.000530142565773484,7.66268064568993e-06,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","rbu","stw",0.0143252017818186,0.00716260089090929,1.91241443787278e-05,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","rbu","sw",0.353333633037052,0.176666816518526,0.000471700400104464,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","rbu","total",0.807601023916305,0.403800511958153,0.00236894783875634,0.163313333048691,"LT",0.551760569473858,10.2,0,10.2,0.00817128249198705,10.8230994447005,0,10.8230994447005,NA,NA
140050,"HBI","A","sbi","ag",4.97397416053518,2.48698708026759,0.0171310379283005,1.14136769175415,"LT",3.8561559906047,10.7166666666667,2.50741198169315,11.0037114950669,0.0095097318621102,11.7091949669276,2.38229012122672,11.7091949669276,NA,NA
140050,"HBI","A","sbi","bg",0.181734397395624,0.0908671986978122,0.000672417270363811,1.14136769175415,"LT",3.8561559906047,10.7166666666667,2.50741198169315,11.0037114950669,0.0095097318621102,11.7091949669276,2.38229012122672,11.7091949669276,NA,NA
140050,"HBI","A","sbi","fwb",1.712016422791,0.856008211395498,0.0103696834728451,1.14136769175415,"LT",3.8561559906047,10.7166666666667,2.50741198169315,11.0037114950669,0.0095097318621102,11.7091949669276,2.38229012122672,11.7091949669276,NA,NA
