"";"plot_ID";"CCS_nr";"CCS_position";"CCS_dist";"RG_inv_status";"CCS_max_dist_cm";"inv_year";"inv";"e_ID";"e_form";"CCS_gon";"stand";"area_m2"
"26";50006;4;"w";1000;1;444;2012;"HBI";1;1;300;"A";61,9038064194539
"27";50006;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"28";50006;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"29";50006;2;"o";1000;1;344;2012;"HBI";1;1;100;NA;37,15936630779
"30";50006;2;"o";1000;1;344;2012;"HBI";1;1;100;"B";37,15936630779
"31";50006;2;"o";1000;1;344;2012;"HBI";1;1;100;NA;37,15936630779
"32";50006;2;"o";1000;1;344;2012;"HBI";1;1;100;"B";37,15936630779
"33";50006;3;"s";1000;2;500;2012;"HBI";1;1;200;"B";78,5039343644157
"34";50006;3;"s";1000;2;500;2012;"HBI";1;1;200;"B";78,5039343644157
"35";50007;3;"s";1000;1;325;2012;"HBI";1;1;200;"A";33,1679122689657
"36";50007;3;"s";1000;1;325;2012;"HBI";1;1;200;"A";33,1679122689657
"37";50007;4;"w";1000;1;320;2012;"HBI";1;1;300;"A";32,1552115156647
"38";50007;4;"w";1000;1;320;2012;"HBI";1;1;300;"A";32,1552115156647
"39";50007;1;"n";1000;1;472;2012;"HBI";1;1;0;"A";69,957682053768
"40";50007;1;"n";1000;1;472;2012;"HBI";1;1;0;"A";69,957682053768
"41";50007;2;"o";1000;1;300;2012;"HBI";1;1;100;"A";28,2614163711897
"42";50007;2;"o";1000;1;300;2012;"HBI";1;1;100;"A";28,2614163711897
"43";50008;1;"n";1000;2;500;2012;"HBI";NA;NA;0;NA;NA
"44";50008;3;"s";1000;1;170;2012;"HBI";NA;NA;200;NA;NA
"45";50008;2;"o";1000;1;400;2012;"HBI";NA;NA;100;NA;NA
"46";50008;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"47";50009;1;"n";1000;1;82;2012;"HBI";1;1;0;NA;NA
"48";50009;1;"n";1000;1;82;2012;"HBI";2;1;0;NA;NA
"49";50009;4;"w";1000;1;120;2012;"HBI";1;1;300;NA;NA
"50";50009;4;"w";1000;1;120;2012;"HBI";2;1;300;NA;NA
"51";50009;3;"s";1000;1;480;2012;"HBI";1;1;200;NA;NA
"52";50009;3;"s";1000;1;480;2012;"HBI";2;1;200;NA;NA
"53";50009;2;"o";1000;1;460;2012;"HBI";1;1;100;NA;NA
"54";50009;2;"o";1000;1;460;2012;"HBI";2;1;100;NA;NA
"55";50010;4;"w";1000;1;500;2012;"HBI";1;2;300;NA;78,5039343644158
"56";50010;4;"w";1000;1;500;2012;"HBI";1;2;300;"B";78,5039343644158
"57";50010;4;"w";1000;1;500;2012;"HBI";1;2;300;NA;78,5039343644158
"58";50010;4;"w";1000;1;500;2012;"HBI";1;2;300;"B";78,5039343644158
"59";50010;3;"s";1000;1;477;2012;"HBI";1;2;200;"A";71,4476867280046
"60";50010;3;"s";1000;1;477;2012;"HBI";1;2;200;"A";71,4476867280046
"61";50010;2;"o";1000;1;215;2012;"HBI";1;2;100;NA;14,5153774639805
"62";50010;2;"o";1000;1;215;2012;"HBI";1;2;100;NA;14,5153774639805
"63";50010;1;"n";1000;1;370;2012;"HBI";1;2;0;"A";42,9887544579541
"64";50010;1;"n";1000;1;370;2012;"HBI";1;2;0;"A";42,9887544579541
"65";50011;3;"s";1000;2;500;2012;"HBI";NA;NA;200;NA;NA
"66";50011;1;"n";1000;1;297;2012;"HBI";NA;NA;0;NA;NA
"67";50011;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"68";50011;2;"o";1000;1;238;2012;"HBI";NA;NA;100;NA;NA
"69";50012;3;"s";1000;1;495;2012;"HBI";NA;NA;200;NA;NA
"70";50012;1;"n";1000;1;473;2012;"HBI";NA;NA;0;NA;NA
"71";50012;2;"o";1000;1;420;2012;"HBI";NA;NA;100;NA;NA
"72";50012;4;"w";1000;1;472;2012;"HBI";NA;NA;300;NA;NA
"73";50013;3;"s";1000;2;500;2012;"HBI";1;1;200;"A";78,5039343644157
"74";50013;3;"s";1000;2;500;2012;"HBI";1;1;200;"A";78,5039343644157
"75";50013;4;"w";1000;1;188;2012;"HBI";1;1;300;NA;11,0985722247036
"76";50013;4;"w";1000;1;188;2012;"HBI";1;1;300;NA;11,0985722247036
"77";50013;2;"o";1000;1;443;2012;"HBI";1;1;100;"A";61,6252744603289
"78";50013;2;"o";1000;1;443;2012;"HBI";1;1;100;"A";61,6252744603289
"79";50013;1;"n";1000;1;441;2012;"HBI";1;1;0;"A";61,0700946365038
"80";50013;1;"n";1000;1;441;2012;"HBI";1;1;0;"A";61,0700946365038
"81";50014;3;"s";1000;2;500;2012;"HBI";1;1;200;"A";78,5039343644157
"82";50014;3;"s";1000;2;500;2012;"HBI";1;1;200;"A";78,5039343644157
"83";50014;4;"w";1000;1;335;2012;"HBI";1;1;300;"A";35,2404161361862
"84";50014;4;"w";1000;1;335;2012;"HBI";1;1;300;"A";35,2404161361862
"85";50014;2;"o";1000;2;500;2012;"HBI";1;1;100;"A";78,5039343644157
"86";50014;2;"o";1000;2;500;2012;"HBI";1;1;100;"A";78,5039343644157
"87";50014;1;"n";1000;1;320;2012;"HBI";1;1;0;"A";32,1552115156647
"88";50014;1;"n";1000;1;320;2012;"HBI";1;1;0;"A";32,1552115156647
"89";50015;3;"s";1000;1;310;2012;"HBI";NA;NA;200;NA;NA
"90";50015;1;"n";1000;1;375;2012;"HBI";NA;NA;0;NA;NA
"91";50015;2;"o";1000;1;145;2012;"HBI";NA;NA;100;NA;NA
"92";50015;4;"w";1000;1;300;2012;"HBI";NA;NA;300;NA;NA
"93";50016;3;"s";1000;1;285;2012;"HBI";NA;NA;200;NA;NA
"94";50016;2;"o";1000;1;485;2012;"HBI";NA;NA;100;NA;NA
"95";50016;4;"w";1000;1;120;2012;"HBI";NA;NA;300;NA;NA
"96";50016;1;"n";1000;1;136;2012;"HBI";NA;NA;0;NA;NA
"97";50017;2;"o";1000;1;480;2012;"HBI";NA;NA;100;NA;NA
"98";50017;3;"s";1000;1;480;2012;"HBI";NA;NA;200;NA;NA
"99";50017;1;"n";1000;1;315;2012;"HBI";NA;NA;0;NA;NA
"100";50017;4;"w";1000;1;190;2012;"HBI";NA;NA;300;NA;NA
"101";50018;4;"w";1000;1;165;2012;"HBI";NA;NA;300;NA;NA
"102";50018;2;"o";1000;1;214;2012;"HBI";NA;NA;100;NA;NA
"103";50018;3;"s";1000;1;405;2012;"HBI";NA;NA;200;NA;NA
"104";50018;1;"n";1000;1;443;2012;"HBI";NA;NA;0;NA;NA
"105";50019;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"106";50019;3;"s";1000;2;500;2012;"HBI";NA;NA;200;NA;NA
"107";50019;2;"o";1000;1;390;2012;"HBI";NA;NA;100;NA;NA
"108";50019;1;"n";1000;2;500;2012;"HBI";NA;NA;0;NA;NA
"109";50020;4;"w";1000;1;260;2012;"HBI";NA;NA;300;NA;NA
"110";50020;1;"n";1000;1;500;2012;"HBI";NA;NA;0;NA;NA
"111";50020;2;"o";1000;1;275;2012;"HBI";NA;NA;100;NA;NA
"112";50020;3;"s";1000;1;270;2012;"HBI";NA;NA;200;NA;NA
"113";50021;4;"w";1000;1;275;2012;"HBI";NA;NA;300;NA;NA
"114";50021;2;"o";1000;1;228;2012;"HBI";NA;NA;100;NA;NA
"115";50021;3;"s";1000;1;210;2012;"HBI";NA;NA;200;NA;NA
"116";50021;1;"n";1000;1;240;2012;"HBI";NA;NA;0;NA;NA
"117";50022;2;"o";1000;1;363;2012;"HBI";NA;NA;100;NA;NA
"118";50022;1;"n";1000;1;500;2012;"HBI";NA;NA;0;NA;NA
"119";50022;3;"s";1000;1;350;2012;"HBI";NA;NA;200;NA;NA
"120";50022;4;"w";1000;1;330;2012;"HBI";NA;NA;300;NA;NA
"121";50023;1;"n";1000;1;359;2012;"HBI";1;2;0;"A";40,4706622592811
"122";50023;1;"n";1000;1;359;2012;"HBI";1;2;0;"A";40,4706622592811
"123";50023;4;"w";1000;1;491;2012;"HBI";1;2;300;"A";75,7032280020308
"124";50023;4;"w";1000;1;491;2012;"HBI";1;2;300;"A";75,7032280020308
"125";50023;2;"o";1000;1;42;2012;"HBI";1;2;100;"A";0,553923760875319
"126";50023;2;"o";1000;1;42;2012;"HBI";1;2;100;"A";0,553923760875319
"127";50023;3;"s";1000;1;396;2012;"HBI";1;2;200;"A";49,2426918851609
"128";50023;3;"s";1000;1;396;2012;"HBI";1;2;200;"A";49,2426918851609
"129";50024;4;"w";1000;2;500;2012;"HBI";1;2;300;"A";78,5039343644158
"130";50024;4;"w";1000;2;500;2012;"HBI";1;2;300;"A";78,5039343644158
"131";50024;3;"s";1000;1;140;2012;"HBI";1;2;200;"A";6,15470845417019
"132";50024;3;"s";1000;1;140;2012;"HBI";1;2;200;"A";6,15470845417019
"133";50024;2;"o";1000;1;328;2012;"HBI";1;2;100;"B";33,7830690986452
"134";50024;2;"o";1000;1;328;2012;"HBI";1;2;100;"B";33,7830690986452
"135";50024;1;"n";1000;1;397;2012;"HBI";1;2;0;"B";49,4917063649648
"136";50024;1;"n";1000;1;397;2012;"HBI";1;2;0;"B";49,4917063649648
"137";50025;4;"w";1000;1;426;2012;"HBI";1;1;300;"A";56,9863199708668
"138";50025;4;"w";1000;1;426;2012;"HBI";1;1;300;"A";56,9863199708668
"139";50025;3;"s";1000;1;454;2012;"HBI";1;1;200;"A";64,7236677418237
"140";50025;3;"s";1000;1;454;2012;"HBI";1;1;200;"A";64,7236677418237
"141";50025;1;"n";1000;1;474;2012;"HBI";1;1;0;"A";70,5517998290379
"142";50025;1;"n";1000;1;474;2012;"HBI";1;1;0;"A";70,5517998290379
"143";50025;2;"o";1000;1;480;2012;"HBI";1;1;100;"A";72,3492259102455
"144";50025;2;"o";1000;1;480;2012;"HBI";1;1;100;"A";72,3492259102455
"145";50026;3;"s";1000;1;188;2012;"HBI";1;1;200;NA;11,0985722247036
"146";50026;3;"s";1000;1;188;2012;"HBI";1;1;200;NA;11,0985722247036
"147";50026;2;"o";1000;1;240;2012;"HBI";1;1;100;"A";18,0873064775614
"148";50026;2;"o";1000;1;240;2012;"HBI";1;1;100;"A";18,0873064775614
"149";50026;1;"n";1000;1;80;2012;"HBI";1;1;0;NA;2,00970071972904
"150";50026;1;"n";1000;1;80;2012;"HBI";1;1;0;"B";2,00970071972904
"151";50026;1;"n";1000;1;80;2012;"HBI";1;1;0;NA;2,00970071972904
"152";50026;1;"n";1000;1;80;2012;"HBI";1;1;0;"B";2,00970071972904
"153";50026;4;"w";1000;1;163;2012;"HBI";1;1;300;"A";8,34308412851264
"154";50026;4;"w";1000;1;163;2012;"HBI";1;1;300;"A";8,34308412851264
"155";50027;1;"n";1000;1;438;2012;"HBI";NA;NA;0;NA;NA
"156";50027;2;"o";1000;1;496;2012;"HBI";NA;NA;100;NA;NA
"157";50027;4;"w";1000;1;405;2012;"HBI";NA;NA;300;NA;NA
"158";50027;3;"s";1000;1;445;2012;"HBI";NA;NA;200;NA;NA
"159";50028;3;"s";1000;2;500;2012;"HBI";NA;NA;200;NA;NA
"160";50028;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"161";50028;2;"o";1000;2;500;2012;"HBI";NA;NA;100;NA;NA
"162";50028;1;"n";1000;2;500;2012;"HBI";NA;NA;0;NA;NA
"163";50029;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"164";50029;1;"n";1000;1;499;2012;"HBI";NA;NA;0;NA;NA
"165";50029;3;"s";1000;1;391;2012;"HBI";NA;NA;200;NA;NA
"166";50029;2;"o";1000;2;500;2012;"HBI";NA;NA;100;NA;NA
"167";50030;1;"n";1000;1;500;2012;"HBI";NA;NA;0;NA;NA
"168";50030;4;"w";1000;1;173;2012;"HBI";NA;NA;300;NA;NA
"169";50030;2;"o";1000;1;370;2012;"HBI";NA;NA;100;NA;NA
"170";50030;3;"s";1000;2;500;2012;"HBI";NA;NA;200;NA;NA
"171";50031;3;"s";1000;2;500;2012;"HBI";NA;NA;200;NA;NA
"172";50031;2;"o";1000;2;500;2012;"HBI";NA;NA;100;NA;NA
"173";50031;4;"w";1000;1;500;2012;"HBI";NA;NA;300;NA;NA
"174";50031;1;"n";1000;1;480;2012;"HBI";NA;NA;0;NA;NA
"175";50032;3;"s";1000;1;500;2012;"HBI";1;-9;200;NA;NA
"176";50032;1;"n";1000;2;500;2012;"HBI";1;-9;0;NA;NA
"177";50032;2;"o";1000;2;500;2012;"HBI";1;-9;100;NA;NA
"178";50032;4;"w";1000;2;500;2012;"HBI";1;-9;300;NA;NA
"179";50033;2;"o";1000;1;158;2012;"HBI";1;1;100;"A";7,83908886989311
"180";50033;2;"o";1000;1;158;2012;"HBI";1;1;100;"A";7,83908886989311
"181";50033;1;"n";1000;1;220;2012;"HBI";1;1;0;"A";15,1983616929509
"182";50033;1;"n";1000;1;220;2012;"HBI";1;1;0;"A";15,1983616929509
"183";50033;3;"s";1000;1;90;2012;"HBI";1;1;200;"A";2,54352747340707
"184";50033;3;"s";1000;1;90;2012;"HBI";1;1;200;"A";2,54352747340707
"185";50033;4;"w";1000;1;71;2012;"HBI";1;1;300;"A";1,58295333252408
"186";50033;4;"w";1000;1;71;2012;"HBI";1;1;300;"A";1,58295333252408
"187";50034;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"188";50034;1;"n";1000;1;371;2012;"HBI";NA;NA;0;NA;NA
"189";50034;3;"s";1000;2;500;2012;"HBI";NA;NA;200;NA;NA
"190";50034;2;"o";1000;2;500;2012;"HBI";NA;NA;100;NA;NA
"191";50035;2;"o";1000;1;185;2012;"HBI";NA;NA;100;NA;NA
"192";50035;1;"n";1000;1;270;2012;"HBI";NA;NA;0;NA;NA
"193";50035;4;"w";1000;1;210;2012;"HBI";NA;NA;300;NA;NA
"194";50035;3;"s";1000;1;410;2012;"HBI";NA;NA;200;NA;NA
"195";50036;4;"w";1000;1;493;2012;"HBI";1;1;300;"A";76,3212109733475
"196";50036;4;"w";1000;1;493;2012;"HBI";1;1;300;"A";76,3212109733475
"197";50036;1;"n";1000;1;480;2012;"HBI";1;1;0;"A";72,3492259102456
"198";50036;1;"n";1000;1;480;2012;"HBI";1;1;0;"A";72,3492259102456
"199";50036;3;"s";1000;2;500;2012;"HBI";1;1;200;"A";78,5039343644157
"200";50036;3;"s";1000;2;500;2012;"HBI";1;1;200;"A";78,5039343644157
"201";50036;2;"o";1000;1;379;2012;"HBI";1;1;100;"A";45,1055345441562
"202";50036;2;"o";1000;1;379;2012;"HBI";1;1;100;"A";45,1055345441562
"203";50037;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"204";50037;2;"o";1000;1;480;2012;"HBI";NA;NA;100;NA;NA
"205";50037;3;"s";1000;1;500;2012;"HBI";NA;NA;200;NA;NA
"206";50037;1;"n";1000;1;497;2012;"HBI";NA;NA;0;NA;NA
"207";50038;2;"o";1000;1;450;2012;"HBI";NA;NA;100;NA;NA
"208";50038;3;"s";1000;1;291;2012;"HBI";NA;NA;200;NA;NA
"209";50038;4;"w";1000;1;462;2012;"HBI";NA;NA;300;NA;NA
"210";50038;1;"n";1000;1;466;2012;"HBI";NA;NA;0;NA;NA
"211";50039;2;"o";1000;1;50;2012;"HBI";1;1;100;NA;NA
"212";50039;2;"o";1000;1;50;2012;"HBI";2;1;100;NA;NA
"213";50039;4;"w";1000;1;150;2012;"HBI";1;1;300;NA;NA
"214";50039;4;"w";1000;1;150;2012;"HBI";2;1;300;NA;NA
"215";50039;3;"s";1000;1;135;2012;"HBI";1;1;200;NA;NA
"216";50039;3;"s";1000;1;135;2012;"HBI";2;1;200;NA;NA
"217";50039;1;"n";1000;1;440;2012;"HBI";1;1;0;NA;NA
"218";50039;1;"n";1000;1;440;2012;"HBI";2;1;0;NA;NA
"219";50040;3;"s";1000;1;160;2012;"HBI";NA;NA;200;NA;NA
"220";50040;2;"o";1000;1;330;2012;"HBI";NA;NA;100;NA;NA
"221";50040;4;"w";1000;1;470;2012;"HBI";NA;NA;300;NA;NA
"222";50040;1;"n";1000;1;500;2012;"HBI";NA;NA;0;NA;NA
"223";50041;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"224";50041;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"225";50041;3;"s";1000;2;500;2012;"HBI";1;1;200;"A";78,5039343644157
"226";50041;3;"s";1000;2;500;2012;"HBI";1;1;200;"A";78,5039343644157
"227";50041;4;"w";1000;2;500;2012;"HBI";1;1;300;"A";78,5039343644158
"228";50041;4;"w";1000;2;500;2012;"HBI";1;1;300;"A";78,5039343644158
"229";50041;2;"o";1000;2;500;2012;"HBI";1;1;100;"A";78,5039343644157
"230";50041;2;"o";1000;2;500;2012;"HBI";1;1;100;"A";78,5039343644157
"231";50042;4;"w";1000;1;395;2012;"HBI";1;1;300;NA;NA
"232";50042;4;"w";1000;1;395;2012;"HBI";2;2;300;NA;NA
"233";50042;3;"s";1000;1;500;2012;"HBI";1;1;200;NA;NA
"234";50042;3;"s";1000;1;500;2012;"HBI";2;2;200;NA;NA
"235";50042;2;"o";1000;1;499;2012;"HBI";1;1;100;NA;NA
"236";50042;2;"o";1000;1;499;2012;"HBI";2;2;100;NA;NA
"237";50042;1;"n";1000;1;160;2012;"HBI";1;1;0;NA;NA
"238";50042;1;"n";1000;1;160;2012;"HBI";2;2;0;NA;NA
"239";50043;1;"n";1000;2;500;2012;"HBI";NA;NA;0;NA;NA
"240";50043;2;"o";1000;2;500;2012;"HBI";NA;NA;100;NA;NA
"241";50043;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"242";50043;3;"s";1000;2;500;2012;"HBI";NA;NA;200;NA;NA
"243";50044;2;"o";1000;1;245;2012;"HBI";NA;NA;100;NA;NA
"244";50044;4;"w";1000;1;234;2012;"HBI";NA;NA;300;NA;NA
"245";50044;3;"s";1000;1;175;2012;"HBI";NA;NA;200;NA;NA
"246";50044;1;"n";1000;1;245;2012;"HBI";NA;NA;0;NA;NA
"247";50045;4;"w";1000;1;500;2012;"HBI";1;1;300;"B";78,5039343644158
"248";50045;4;"w";1000;1;500;2012;"HBI";1;1;300;"B";78,5039343644158
"249";50045;3;"s";1000;2;500;2012;"HBI";1;1;200;NA;78,5039343644157
"250";50045;3;"s";1000;2;500;2012;"HBI";1;1;200;"B";78,5039343644157
"251";50045;3;"s";1000;2;500;2012;"HBI";1;1;200;NA;78,5039343644157
"252";50045;3;"s";1000;2;500;2012;"HBI";1;1;200;"B";78,5039343644157
"253";50045;2;"o";1000;2;500;2012;"HBI";1;1;100;"A";78,5039343644157
"254";50045;2;"o";1000;2;500;2012;"HBI";1;1;100;"A";78,5039343644157
"255";50045;1;"n";1000;1;270;2012;"HBI";1;1;0;"A";22,8917472606636
"256";50045;1;"n";1000;1;270;2012;"HBI";1;1;0;"A";22,8917472606636
"257";50046;3;"s";1000;1;110;2012;"HBI";NA;NA;200;NA;NA
"258";50046;2;"o";1000;1;240;2012;"HBI";NA;NA;100;NA;NA
"259";50046;1;"n";1000;1;285;2012;"HBI";NA;NA;0;NA;NA
"260";50046;4;"w";1000;1;190;2012;"HBI";NA;NA;300;NA;NA
"261";50047;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"262";50047;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"263";50047;4;"w";1000;2;500;2012;"HBI";1;1;300;"A";78,5039343644158
"264";50047;4;"w";1000;2;500;2012;"HBI";1;1;300;"A";78,5039343644158
"265";50047;3;"s";1000;1;390;2012;"HBI";1;1;200;"B";47,7617936673105
"266";50047;3;"s";1000;1;390;2012;"HBI";1;1;200;"B";47,7617936673105
"267";50047;2;"o";1000;1;497;2012;"HBI";1;1;100;NA;77,5647132936799
"268";50047;2;"o";1000;1;497;2012;"HBI";1;1;100;"B";77,5647132936799
"269";50047;2;"o";1000;1;497;2012;"HBI";1;1;100;NA;77,5647132936799
"270";50047;2;"o";1000;1;497;2012;"HBI";1;1;100;"B";77,5647132936799
"271";50048;2;"o";1000;1;261;2012;"HBI";1;1;100;"A";21,3910660513535
"272";50048;2;"o";1000;1;261;2012;"HBI";1;1;100;"A";21,3910660513535
"273";50048;3;"s";1000;1;500;2012;"HBI";1;1;200;"A";78,5039343644157
"274";50048;3;"s";1000;1;500;2012;"HBI";1;1;200;"A";78,5039343644157
"275";50048;4;"w";1000;1;140;2012;"HBI";1;1;300;"B";6,1547084541702
"276";50048;4;"w";1000;1;140;2012;"HBI";1;1;300;"B";6,1547084541702
"277";50048;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"278";50048;1;"n";1000;2;500;2012;"HBI";1;1;0;"B";78,5039343644157
"279";50048;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"280";50048;1;"n";1000;2;500;2012;"HBI";1;1;0;"B";78,5039343644157
"281";50049;4;"w";1000;2;500;2012;"HBI";NA;NA;300;NA;NA
"282";50049;1;"n";1000;1;128;2012;"HBI";NA;NA;0;NA;NA
"283";50049;3;"s";1000;2;500;2012;"HBI";NA;NA;200;NA;NA
"284";50049;2;"o";1000;1;330;2012;"HBI";NA;NA;100;NA;NA
"285";50050;3;"s";1000;1;419;2012;"HBI";1;1;200;"A";55,1289168838048
"286";50050;3;"s";1000;1;419;2012;"HBI";1;1;200;"A";55,1289168838048
"287";50050;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"288";50050;1;"n";1000;2;500;2012;"HBI";1;1;0;"A";78,5039343644157
"289";50050;4;"w";1000;1;468;2012;"HBI";1;1;300;NA;68,7769828809272
"290";50050;4;"w";1000;1;468;2012;"HBI";1;1;300;"B";68,7769828809272
"291";50050;4;"w";1000;1;468;2012;"HBI";1;1;300;NA;68,7769828809272
"292";50050;4;"w";1000;1;468;2012;"HBI";1;1;300;"B";68,7769828809272
"293";50050;2;"o";1000;1;442;2012;"HBI";1;1;100;"A";61,3473705326789
"294";50050;2;"o";1000;1;442;2012;"HBI";1;1;100;"A";61,3473705326789
"295";50051;2;"o";1000;1;190;2012;"HBI";NA;NA;100;NA;NA
"296";50051;1;"n";1000;1;170;2012;"HBI";NA;NA;0;NA;NA
"297";50051;3;"s";1000;1;160;2012;"HBI";NA;NA;200;NA;NA
"298";50051;4;"w";1000;1;500;2012;"HBI";NA;NA;300;NA;NA
"299";50052;2;"o";1000;1;400;2012;"HBI";1;2;100;"A";50,2425179932261
"300";50052;2;"o";1000;1;400;2012;"HBI";1;2;100;"A";50,2425179932261
"301";50052;1;"n";1000;1;500;2012;"HBI";1;2;0;"A";78,5039343644157
"302";50052;1;"n";1000;1;500;2012;"HBI";1;2;0;"B";78,5039343644157
"303";50052;1;"n";1000;1;500;2012;"HBI";1;2;0;"A";78,5039343644157
"304";50052;1;"n";1000;1;500;2012;"HBI";1;2;0;"B";78,5039343644157
"305";50052;4;"w";1000;1;500;2012;"HBI";1;2;300;NA;78,5039343644158
"306";50052;4;"w";1000;1;500;2012;"HBI";1;2;300;"B";78,5039343644158
"307";50052;4;"w";1000;1;500;2012;"HBI";1;2;300;NA;78,5039343644158
"308";50052;4;"w";1000;1;500;2012;"HBI";1;2;300;"B";78,5039343644158
"309";50052;3;"s";1000;1;345;2012;"HBI";1;2;200;"B";37,3757231508983
"310";50052;3;"s";1000;1;345;2012;"HBI";1;2;200;"B";37,3757231508983
"311";50053;2;"o";1000;1;130;2012;"HBI";1;1;100;"A";5,3068659630345
"312";50053;2;"o";1000;1;130;2012;"HBI";1;1;100;"A";5,3068659630345
"313";50053;1;"n";500;1;321;2012;"HBI";1;1;0;"A";32,3564956033751
"314";50053;1;"n";500;1;321;2012;"HBI";1;1;0;"A";32,3564956033751
"315";50053;3;"s";1000;1;395;2012;"HBI";1;1;200;"A";48,9943054368319
"316";50053;3;"s";1000;1;395;2012;"HBI";1;1;200;"A";48,9943054368319
"317";50053;4;"w";1000;1;190;2012;"HBI";1;1;300;NA;11,3359681222216
"318";50053;4;"w";1000;1;190;2012;"HBI";1;1;300;NA;11,3359681222216
"319";50054;3;"s";1000;1;120;2012;"HBI";NA;NA;200;NA;NA
"320";50054;1;"n";1000;1;80;2012;"HBI";NA;NA;0;NA;NA
"321";50054;4;"w";1000;1;82;2012;"HBI";NA;NA;300;NA;NA
"322";50054;2;"o";1000;1;117;2012;"HBI";NA;NA;100;NA;NA
"323";50055;1;"n";1000;2;500;2012;"HBI";NA;NA;0;NA;NA
"324";50055;3;"s";1000;1;420;2012;"HBI";NA;NA;200;NA;NA
"325";50055;4;"w";1000;1;423;2012;"HBI";NA;NA;300;NA;NA
"326";50055;2;"o";1000;2;500;2012;"HBI";NA;NA;100;NA;NA
"327";50056;3;"s";1000;1;480;2012;"HBI";1;1;200;"A";72,3492259102456
"328";50056;3;"s";1000;1;480;2012;"HBI";1;1;200;"A";72,3492259102456
"329";50056;2;"o";1000;1;330;2012;"HBI";1;1;100;"A";34,1963138091395
"330";50056;2;"o";1000;1;330;2012;"HBI";1;1;100;"A";34,1963138091395
"331";50056;1;"n";1000;1;145;2012;"HBI";1;1;0;"A";6,60218088004736
"332";50056;1;"n";1000;1;145;2012;"HBI";1;1;0;"A";6,60218088004736
"333";50056;4;"w";1000;1;500;2012;"HBI";1;1;300;"A";78,5039343644158
