"";"plot_ID";"CCS_no";"tree_ID";"SP_code";"H_cm";"D_class_cm";"stand";"area_m2"
"189";50009;4;5;"gfi";20;0;"A";4,52182661939035
"190";50009;4;5;"gfi";20;0;"A";4,52182661939035
"191";50009;4;4;"gfi";30;0;"A";4,52182661939035
"192";50009;4;4;"gfi";30;0;"A";4,52182661939035
"193";50009;4;3;"gfi";50;0;"A";4,52182661939035
"194";50009;4;3;"gfi";50;0;"A";4,52182661939035
"195";50009;4;2;"gfi";30;0;"A";4,52182661939035
"196";50009;4;2;"gfi";30;0;"A";4,52182661939035
"197";50009;4;1;"gfi";50;0;"A";4,52182661939035
"198";50009;4;1;"gfi";50;0;"A";4,52182661939035
"199";50009;3;10;"rbu";170;1;"A";72,3492259102456
"200";50009;3;10;"rbu";170;1;"A";72,3492259102456
"201";50009;3;9;"mbi";20;0;"A";72,3492259102456
"202";50009;3;9;"mbi";20;0;"A";72,3492259102456
"203";50009;3;8;"gfi";40;0;"A";72,3492259102456
"204";50009;3;8;"gfi";40;0;"A";72,3492259102456
"205";50009;3;7;"wei";70;0;"A";72,3492259102456
"206";50009;3;7;"wei";70;0;"A";72,3492259102456
"207";50009;3;6;"bah";70;0;"A";72,3492259102456
"208";50009;3;6;"bah";70;0;"A";72,3492259102456
"209";50009;3;5;"ger";110;0;"A";72,3492259102456
"210";50009;3;5;"ger";110;0;"A";72,3492259102456
"211";50009;3;4;"vbe";60;0;"A";72,3492259102456
"212";50009;3;4;"vbe";60;0;"A";72,3492259102456
"213";50009;3;3;"vbe";100;0;"A";72,3492259102456
"214";50009;3;3;"vbe";100;0;"A";72,3492259102456
"215";50009;3;2;"bah";60;0;"A";72,3492259102456
"216";50009;3;2;"bah";60;0;"A";72,3492259102456
"217";50009;3;1;"vbe";40;0;"A";72,3492259102456
"218";50009;3;1;"vbe";40;0;"A";72,3492259102456
"219";50009;2;4;"vbe";80;0;"A";66,47610054996
"220";50009;2;4;"vbe";80;0;"A";66,47610054996
"221";50009;2;2;"vbe";80;0;"A";66,47610054996
"222";50009;2;2;"vbe";80;0;"A";66,47610054996
"223";50010;2;5;"sbi";320;1;NA;14,5153774639805
"224";50010;1;1;"tei";70;0;"A";42,9887544579541
"225";50010;1;2;"tei";50;0;"A";42,9887544579541
"226";50010;1;3;"dgl";80;0;"A";42,9887544579541
"227";50010;1;4;"tei";70;0;"A";42,9887544579541
"228";50010;1;5;"sbi";400;1;"A";42,9887544579541
"229";50010;1;6;"dgl";80;0;"A";42,9887544579541
"230";50010;1;7;"tei";90;0;"A";42,9887544579541
"231";50010;1;8;"tei";70;0;"A";42,9887544579541
"232";50010;1;9;"sbi";140;1;"A";42,9887544579541
"233";50010;1;10;"sbi";110;0;"A";42,9887544579541
"234";50010;1;11;"gfi";80;0;"A";42,9887544579541
"235";50010;1;12;"sbi";230;1;"A";42,9887544579541
"236";50010;2;1;"sbi";180;1;NA;14,5153774639805
"237";50010;2;2;"as";220;1;NA;14,5153774639805
"238";50010;2;3;"sbi";350;1;NA;14,5153774639805
"239";50010;2;4;"sbi";100;0;NA;14,5153774639805
"240";50010;2;6;"sbi";260;1;NA;14,5153774639805
"241";50010;2;7;"as";120;0;NA;14,5153774639805
"242";50010;2;8;"sbi";360;1;NA;14,5153774639805
"243";50010;2;9;"as";110;0;NA;14,5153774639805
"244";50010;2;10;"tei";190;1;NA;14,5153774639805
"245";50010;2;11;"tei";60;0;NA;14,5153774639805
"246";50010;2;12;"sbi";320;1;NA;14,5153774639805
"247";50010;3;1;"sbi";610;1;"A";71,4476867280046
"248";50010;3;2;"sbi";760;3;"A";71,4476867280046
"249";50010;3;3;"sbi";660;3;"A";71,4476867280046
"250";50010;3;4;"rbu";80;0;"A";71,4476867280046
"251";50010;3;5;"sbi";220;1;"A";71,4476867280046
"252";50010;3;6;"rbu";520;3;"A";71,4476867280046
"253";50010;3;7;"gfi";20;0;"A";71,4476867280046
"254";50010;3;8;"gfi";30;0;"A";71,4476867280046
"255";50010;3;9;"rbu";390;1;"A";71,4476867280046
"256";50010;3;10;"vbe";130;1;"A";71,4476867280046
"257";50010;3;11;"gfi";50;0;"A";71,4476867280046
"258";50010;3;12;"gfi";50;0;"A";71,4476867280046
"259";50010;3;13;"gfi";30;0;"A";71,4476867280046
"260";50010;3;14;"gfi";30;0;"A";71,4476867280046
"261";50010;4;1;"tei";270;1;NA;78,5039343644158
"262";50010;4;1;"tei";270;1;"B";78,5039343644158
"263";50010;4;2;"sbi";130;1;NA;78,5039343644158
"264";50010;4;2;"sbi";130;1;"B";78,5039343644158
"265";50010;4;3;"sbi";470;3;NA;78,5039343644158
"266";50010;4;3;"sbi";470;3;"B";78,5039343644158
"267";50010;4;4;"tei";230;1;NA;78,5039343644158
"268";50010;4;4;"tei";230;1;"B";78,5039343644158
"269";50010;4;5;"gfi";30;0;NA;78,5039343644158
"270";50010;4;5;"gfi";30;0;"B";78,5039343644158
"271";50010;4;6;"sbi";200;1;NA;78,5039343644158
"272";50010;4;6;"sbi";200;1;"B";78,5039343644158
"273";50010;4;7;"sbi";380;1;NA;78,5039343644158
"274";50010;4;7;"sbi";380;1;"B";78,5039343644158
"275";50010;4;8;"tei";330;1;NA;78,5039343644158
"276";50010;4;8;"tei";330;1;"B";78,5039343644158
"277";50010;4;9;"sbi";530;1;NA;78,5039343644158
"278";50010;4;9;"sbi";530;1;"B";78,5039343644158
"279";50010;4;10;"gfi";70;0;NA;78,5039343644158
"280";50010;4;10;"gfi";70;0;"B";78,5039343644158
"281";50010;4;11;"sbi";330;1;NA;78,5039343644158
"282";50010;4;11;"sbi";330;1;"B";78,5039343644158
"283";50011;1;1;"rbu";330;1;"A";27,7116746380502
"284";50011;2;1;"rbu";470;1;"A";17,795237426994
"285";50012;1;2;"vbe";40;0;"A";70,2865382794991
"286";50012;1;1;"vbe";60;0;"A";70,2865382794991
"287";50012;1;6;"vbe";720;3;"A";70,2865382794991
"288";50012;4;3;"vbe";30;0;"A";69,9896577737348
"289";50012;4;1;"vbe";20;0;"A";69,9896577737348
"290";50012;4;4;"vbe";630;3;"A";69,9896577737348
"291";50012;4;2;"vbe";30;0;"A";69,9896577737348
"292";50012;3;1;"vbe";40;0;"A";76,9768739945839
"293";50012;2;3;"vbe";30;0;"A";55,4176944093239
"294";50012;2;2;"vbe";40;0;"A";55,4176944093239
"295";50012;2;1;"sei";20;0;"A";55,4176944093239
"296";50012;1;4;"vbe";20;0;"A";70,2865382794991
"297";50012;1;5;"vbe";560;1;"A";70,2865382794991
"298";50012;1;3;"vbe";20;0;"A";70,2865382794991
"299";50013;2;5;"bah";20;0;"A";61,6252744603289
"300";50013;1;1;"bah";70;0;"A";61,0700946365038
"301";50013;2;8;"bah";110;0;"A";61,6252744603289
"302";50013;1;10;"bah";140;1;"A";61,0700946365038
"303";50013;2;10;"bah";180;1;"A";61,6252744603289
"304";50013;4;1;"bah";20;0;NA;11,0985722247036
"305";50013;2;7;"bah";150;1;"A";61,6252744603289
"306";50013;2;2;"bah";70;0;"A";61,6252744603289
"307";50013;2;3;"bah";110;0;"A";61,6252744603289
"308";50013;2;4;"bah";70;0;"A";61,6252744603289
"309";50013;2;6;"bah";80;0;"A";61,6252744603289
"310";50013;2;1;"bah";110;0;"A";61,6252744603289
"311";50013;1;2;"bah";40;0;"A";61,0700946365038
"312";50013;1;3;"bah";80;0;"A";61,0700946365038
"313";50013;1;4;"bah";60;0;"A";61,0700946365038
"314";50013;1;5;"bah";90;0;"A";61,0700946365038
"315";50013;1;6;"bah";130;1;"A";61,0700946365038
"316";50013;1;7;"bah";50;0;"A";61,0700946365038
"317";50013;1;8;"bah";110;0;"A";61,0700946365038
"318";50013;1;9;"bah";50;0;"A";61,0700946365038
"319";50013;2;9;"bah";110;0;"A";61,6252744603289
"320";50014;4;2;"sei";40;0;"A";35,2404161361862
"321";50014;4;1;"rbu";250;1;"A";35,2404161361862
"322";50014;1;1;"sei";30;0;"A";32,1552115156647
"323";50015;2;15;"vbe";130;1;"A";6,60519855417254
"324";50015;3;2;"vbe";160;1;"A";30,1907054009979
"325";50015;3;3;"vbe";160;1;"A";30,1907054009979
"326";50015;3;4;"vbe";230;1;"A";30,1907054009979
"327";50015;3;5;"rbu";120;0;"A";30,1907054009979
"328";50015;3;6;"vbe";140;1;"A";30,1907054009979
"329";50015;3;7;"rbu";150;1;"A";30,1907054009979
"330";50015;3;8;"vbe";120;0;"A";30,1907054009979
"331";50015;3;9;"vbe";120;0;"A";30,1907054009979
"332";50015;3;10;"dgl";60;0;"A";30,1907054009979
"333";50015;3;11;"dgl";60;0;"A";30,1907054009979
"334";50015;3;12;"dgl";50;0;"A";30,1907054009979
"335";50015;4;1;"vbe";290;1;"A";28,2743338823081
"336";50015;4;2;"dgl";60;0;"A";28,2743338823081
"337";50015;4;3;"vbe";70;0;"A";28,2743338823081
"338";50015;4;4;"vbe";160;1;"A";28,2743338823081
"339";50015;4;5;"vbe";150;1;"A";28,2743338823081
"340";50015;4;6;"vbe";350;1;"A";28,2743338823081
"341";50015;4;7;"vbe";80;0;"A";28,2743338823081
"342";50015;4;8;"vbe";100;0;"A";28,2743338823081
"343";50015;1;1;"wta";40;0;"A";44,1786466911065
"344";50015;1;2;"dgl";50;0;"A";44,1786466911065
"345";50015;1;3;"vbe";250;1;"A";44,1786466911065
"346";50015;1;4;"rbu";430;1;"A";44,1786466911065
"347";50015;1;5;"dgl";40;0;"A";44,1786466911065
"348";50015;1;6;"vbe";130;1;"A";44,1786466911065
"349";50015;1;7;"vbe";130;1;"A";44,1786466911065
"350";50015;1;8;"vbe";80;0;"A";44,1786466911065
"351";50015;1;9;"vbe";160;1;"A";44,1786466911065
"352";50015;1;10;"rbu";200;1;"A";44,1786466911065
"353";50015;1;11;"vbe";170;1;"A";44,1786466911065
"354";50015;1;12;"vbe";120;0;"A";44,1786466911065
"355";50015;1;13;"dgl";40;0;"A";44,1786466911065
"356";50015;2;1;"wta";20;0;"A";6,60519855417254
"357";50015;2;2;"gfi";30;0;"A";6,60519855417254
"358";50015;2;3;"vbe";170;1;"A";6,60519855417254
"359";50015;4;9;"vbe";230;1;"A";28,2743338823081
"360";50015;2;4;"vbe";70;0;"A";6,60519855417254
"361";50015;2;5;"vbe";90;0;"A";6,60519855417254
"362";50015;2;6;"vbe";70;0;"A";6,60519855417254
"363";50015;2;7;"gfi";20;0;"A";6,60519855417254
"364";50015;2;8;"gfi";20;0;"A";6,60519855417254
"365";50015;2;9;"vbe";290;1;"A";6,60519855417254
"366";50015;2;10;"vbe";200;1;"A";6,60519855417254
"367";50015;2;11;"vbe";140;1;"A";6,60519855417254
"368";50015;2;12;"vbe";80;0;"A";6,60519855417254
"369";50015;2;13;"vbe";170;1;"A";6,60519855417254
"370";50015;2;14;"vbe";180;1;"A";6,60519855417254
"371";50015;3;1;"vbe";130;1;"A";30,1907054009979
"372";50015;4;13;"vbe";60;0;"A";28,2743338823081
"373";50015;4;12;"vbe";60;0;"A";28,2743338823081
"374";50015;4;11;"vbe";140;1;"A";28,2743338823081
"375";50015;4;10;"vbe";280;1;"A";28,2743338823081
"376";50016;1;7;"rbu";40;0;"A";5,81068977207968
"377";50016;1;6;"rbu";40;0;"A";5,81068977207968
"378";50016;3;1;"rbu";20;0;"A";25,5175863287831
"379";50016;2;2;"rbu";30;0;"A";73,8981131940659
"380";50016;2;1;"rbu";30;0;"A";73,8981131940659
"381";50016;1;12;"rbu";50;0;"A";5,81068977207968
"382";50016;1;11;"rbu";30;0;"A";5,81068977207968
"383";50016;1;10;"rbu";60;0;"A";5,81068977207968
"384";50016;1;9;"rbu";90;0;"A";5,81068977207968
"385";50016;1;8;"rbu";30;0;"A";5,81068977207968
"386";50016;3;2;"rbu";20;0;"A";25,5175863287831
"387";50016;1;5;"rbu";70;0;"A";5,81068977207968
"388";50016;1;4;"rbu";70;0;"A";5,81068977207968
"389";50016;1;3;"rbu";80;0;"A";5,81068977207968
"390";50016;1;2;"rbu";100;0;"A";5,81068977207968
"391";50016;1;1;"rbu";60;0;"A";5,81068977207968
"392";50016;4;12;"rbu";20;0;"A";4,5238934211693
"393";50016;4;11;"rbu";70;0;"A";4,5238934211693
"394";50016;4;10;"rbu";20;0;"A";4,5238934211693
"395";50016;4;9;"rbu";40;0;"A";4,5238934211693
"396";50016;4;8;"rbu";70;0;"A";4,5238934211693
"397";50016;4;7;"rbu";20;0;"A";4,5238934211693
"398";50016;4;6;"rbu";20;0;"A";4,5238934211693
"399";50016;4;5;"rbu";20;0;"A";4,5238934211693
"400";50016;4;4;"rbu";20;0;"A";4,5238934211693
"401";50016;4;3;"rbu";20;0;"A";4,5238934211693
"402";50016;4;2;"rbu";60;0;"A";4,5238934211693
"403";50016;4;1;"rbu";20;0;"A";4,5238934211693
"404";50016;3;3;"rbu";20;0;"A";25,5175863287831
"405";50017;3;3;"rbu";50;0;"A";72,3822947387088
"406";50017;1;1;"hbu";30;0;"A";31,1724531052447
"407";50017;1;2;"rbu";80;0;"A";31,1724531052447
"408";50017;1;3;"hbu";40;0;"A";31,1724531052447
"409";50017;1;4;"rbu";50;0;"A";31,1724531052447
"410";50017;1;5;"hbu";50;0;"A";31,1724531052447
"411";50017;1;6;"hbu";30;0;"A";31,1724531052447
"412";50017;1;7;"hbu";20;0;"A";31,1724531052447
"413";50017;1;8;"hbu";40;0;"A";31,1724531052447
"414";50017;1;9;"hbu";30;0;"A";31,1724531052447
"415";50017;1;10;"hbu";20;0;"A";31,1724531052447
"416";50017;1;11;"rbu";30;0;"A";31,1724531052447
"417";50017;1;12;"hbu";20;0;"A";31,1724531052447
"418";50017;2;1;"dgl";30;0;"A";72,3822947387088
"419";50017;2;2;"hbu";30;0;"A";72,3822947387088
"420";50017;2;3;"hbu";40;0;"A";72,3822947387088
"421";50017;2;4;"hbu";20;0;"A";72,3822947387088
"422";50017;2;5;"rbu";20;0;"A";72,3822947387088
"423";50017;2;6;"hbu";40;0;"A";72,3822947387088
"424";50017;2;7;"hbu";30;0;"A";72,3822947387088
"425";50017;2;8;"hbu";20;0;"A";72,3822947387088
"426";50017;2;9;"hbu";30;0;"A";72,3822947387088
"427";50017;2;10;"rbu";20;0;"A";72,3822947387088
"428";50017;3;1;"hbu";20;0;"A";72,3822947387088
"429";50017;4;10;"hbu";50;0;"A";11,3411494794592
"430";50017;4;9;"rbu";130;1;"A";11,3411494794592
"431";50017;4;8;"hbu";30;0;"A";11,3411494794592
"432";50017;4;7;"hbu";40;0;"A";11,3411494794592
"433";50017;4;6;"hbu";30;0;"A";11,3411494794592
"434";50017;4;5;"hbu";30;0;"A";11,3411494794592
"435";50017;4;4;"hbu";70;0;"A";11,3411494794592
"436";50017;4;3;"hbu";30;0;"A";11,3411494794592
"437";50017;4;2;"hbu";50;0;"A";11,3411494794592
"438";50017;4;1;"hbu";40;0;"A";11,3411494794592
"439";50017;3;2;"rbu";50;0;"A";72,3822947387088
"440";50018;3;5;"nta";220;1;"A";51,5299735005066
"441";50018;1;5;"eta";290;1;"A";61,6534416674343
"442";50018;1;4;"eta";260;1;"A";61,6534416674343
"443";50018;1;3;"nta";90;0;"A";61,6534416674343
"444";50018;1;2;"gfi";40;0;"A";61,6534416674343
"445";50018;1;1;"nta";100;0;"A";61,6534416674343
"446";50018;4;9;"eta";110;0;"A";8,55298599939821
"447";50018;2;1;"gfi";120;0;"A";14,3872377163798
"448";50018;4;10;"gfi";30;0;"A";8,55298599939821
"449";50018;1;10;"gfi";40;0;"A";61,6534416674343
"450";50018;1;9;"nta";120;0;"A";61,6534416674343
"451";50018;1;8;"gfi";350;1;"A";61,6534416674343
"452";50018;1;7;"gki";90;0;"A";61,6534416674343
"453";50018;1;6;"gfi";140;1;"A";61,6534416674343
"454";50018;2;2;"gfi";160;1;"A";14,3872377163798
"455";50018;2;3;"gfi";210;1;"A";14,3872377163798
"456";50018;2;4;"nta";30;0;"A";14,3872377163798
"457";50018;2;5;"nta";50;0;"A";14,3872377163798
"458";50018;2;6;"gfi";40;0;"A";14,3872377163798
"459";50018;2;7;"gfi";40;0;"A";14,3872377163798
"460";50018;2;8;"gfi";30;0;"A";14,3872377163798
"461";50018;2;9;"gfi";70;0;"A";14,3872377163798
"462";50018;2;10;"eta";250;1;"A";14,3872377163798
"463";50018;3;1;"nta";380;2;"A";51,5299735005066
"464";50018;3;2;"gfi";120;0;"A";51,5299735005066
"465";50018;3;3;"gfi";160;1;"A";51,5299735005066
"466";50018;3;4;"wei";170;1;"A";51,5299735005066
"467";50018;3;6;"nta";180;1;"A";51,5299735005066
"468";50018;3;7;"eta";310;1;"A";51,5299735005066
