"";"plot_ID";"team";"date";"stand_spec";"stand_type";"structure";"inv_year";"inv";"CCS_r_m";"CCS_LT_inv_status";"CCS_LT_inv_status_old"
"171";50081;"Tilo Schindler; Karin Morgenstern";"2012-03-20";1;1;1;2012;"HBI";12,62;1;1
"172";50082;"Tilo Schindler; Karin Morgenstern";"2011-11-23";1;1;1;2012;"HBI";17,84;1;1
"173";50083;"Tilo Schindler; Karin Morgenstern";"2011-11-24";1;1;1;2012;"HBI";12,62;1;1
"174";50083;"Tilo Schindler; Karin Morgenstern";"2011-11-24";1;1;1;2012;"HBI";17,84;1;1
"175";50085;"Tilo Schindler; Karin Morgenstern";"2011-11-25";1;1;1;2012;"HBI";17,84;1;1
"176";50086;"Tilo Schindler; Karin Morgenstern";"2011-11-03";1;4;1;2012;"HBI";12,62;1;1
"177";50086;"Tilo Schindler; Karin Morgenstern";"2011-11-03";1;4;1;2012;"HBI";17,84;1;1
"178";50087;"Tilo Schindler; Karin Morgenstern";"2011-09-09";1;5;5;2012;"HBI";12,62;1;1
"179";50087;"Tilo Schindler; Karin Morgenstern";"2011-09-09";1;5;5;2012;"HBI";17,84;1;1
"180";50087;"Tilo Schindler; Karin Morgenstern";"2011-09-09";1;5;5;2012;"HBI";5,64;1;1
"181";50088;"Tilo Schindler; Karin Morgenstern";"2012-03-05";1;1;1;2012;"HBI";17,84;1;1
"182";50088;"Tilo Schindler; Karin Morgenstern";"2012-03-05";1;1;1;2012;"HBI";12,62;1;1
"183";50089;"Tilo Schindler; Karin Morgenstern";"2012-03-20";1;4;3;2012;"HBI";17,84;1;1
"184";50089;"Tilo Schindler; Karin Morgenstern";"2012-03-20";1;4;3;2012;"HBI";12,62;1;1
"185";50090;"Tilo Schindler; Karin Morgenstern";"2011-11-23";1;1;4;2012;"HBI";12,62;1;1
"186";50090;"Tilo Schindler; Karin Morgenstern";"2011-11-23";1;1;4;2012;"HBI";17,84;1;1
"187";50091;"Tilo Schindler; Karin Morgenstern";"2011-11-24";1;1;1;2012;"HBI";17,84;1;1
"188";50091;"Tilo Schindler; Karin Morgenstern";"2011-11-24";1;1;1;2012;"HBI";12,62;1;1
"189";50092;"Tilo Schindler; Karin Morgenstern";"2011-11-04";1;1;1;2012;"HBI";17,84;1;1
"190";50093;"Tilo Schindler; Karin Morgenstern";"2011-11-03";1;4;3;2012;"HBI";17,84;1;1
"191";50094;"Tilo Schindler; Karin Morgenstern";"2011-11-03";1;1;1;2012;"HBI";12,62;1;1
"192";50094;"Tilo Schindler; Karin Morgenstern";"2011-11-03";1;1;1;2012;"HBI";17,84;1;1
"193";50095;"Tilo Schindler; Karin Morgenstern";"2012-04-16";1;4;1;2012;"HBI";17,84;1;1
"194";50095;"Tilo Schindler; Karin Morgenstern";"2012-04-16";1;4;1;2012;"HBI";12,62;1;1
"195";50096;"Tilo Schindler; Karin Morgenstern";"2012-03-20";1;3;1;2012;"HBI";17,84;1;1
"196";50096;"Tilo Schindler; Karin Morgenstern";"2012-03-20";1;3;1;2012;"HBI";12,62;1;1
"197";50097;"Tilo Schindler; Karin Morgenstern";"2012-04-17";1;6;2;2012;"HBI";17,84;1;1
"198";50097;"Tilo Schindler; Karin Morgenstern";"2012-04-17";1;6;2;2012;"HBI";12,62;1;1
"199";50098;"Tilo Schindler; Karin Morgenstern";"2012-04-17";1;1;1;2012;"HBI";5,64;1;1
"200";50098;"Tilo Schindler; Karin Morgenstern";"2012-04-17";1;1;1;2012;"HBI";12,62;1;1
"201";50099;"Tilo Schindler; Karin Morgenstern";"2011-11-04";1;4;1;2012;"HBI";17,84;1;1
"202";50099;"Tilo Schindler; Karin Morgenstern";"2011-11-04";1;4;1;2012;"HBI";12,62;1;1
"203";50100;"Tilo Schindler; Karin Morgenstern";"2011-11-02";1;1;1;2012;"HBI";12,62;1;1
"204";50100;"Tilo Schindler; Karin Morgenstern";"2011-11-02";1;1;1;2012;"HBI";17,84;1;1
"205";50101;"Tilo Schindler; Karin Morgenstern";"2011-11-02";1;1;1;2012;"HBI";17,84;1;1
"206";50101;"Tilo Schindler; Karin Morgenstern";"2011-11-02";1;1;1;2012;"HBI";12,62;1;1
"207";50102;"Tilo Schindler; Karin Morgenstern";"2011-09-11";1;4;1;2012;"HBI";17,84;1;1
"208";50102;"Tilo Schindler; Karin Morgenstern";"2011-09-11";1;4;1;2012;"HBI";12,62;1;1
"209";50103;"Tilo Schindler; Karin Morgenstern";"2012-04-16";1;3;1;2012;"HBI";12,62;1;1
"210";50103;"Tilo Schindler; Karin Morgenstern";"2012-04-16";1;3;1;2012;"HBI";17,84;1;1
"211";50104;"Tilo Schindler; Karin Morgenstern";"2012-04-16";1;6;1;2012;"HBI";12,62;1;1
"212";50104;"Tilo Schindler; Karin Morgenstern";"2012-04-16";1;6;1;2012;"HBI";17,84;1;1
"213";50105;"Tilo Schindler; Karin Morgenstern";"2011-11-26";1;4;1;2012;"HBI";17,84;1;1
"214";50105;"Tilo Schindler; Karin Morgenstern";"2011-11-26";1;4;1;2012;"HBI";12,62;1;1
"215";50106;"Tilo Schindler; Karin Morgenstern";"2011-11-26";1;4;1;2012;"HBI";17,84;1;1
"216";50106;"Tilo Schindler; Karin Morgenstern";"2011-11-26";1;4;1;2012;"HBI";12,62;1;1
