"";"stand_component";"plot_ID";"inv";"compartiment";"SP_code";"B_t_ha";"C_t_ha";"N_t_ha";"stand";"n_ha";"n_SP"
"236";"RG";140048;"BZE3";"ag";"all";29,2184836136069;14,6092418068034;0,104217686865856;"A";NA;NA
"237";"RG";140048;"BZE3";"ag";"all";4,51537155684532;2,25768577842266;0,0148264469439031;"B";NA;NA
"238";"RG";140048;"BZE3";"bg";"all";9,28913771254359;4,6445688562718;0,0384570301299305;"A";NA;NA
"239";"RG";140048;"BZE3";"bg";"all";1,56165858759451;0,780829293797256;0,00608973457212311;"B";NA;NA
"240";"RG";140048;"BZE3";"fwb";"all";22,7416958734129;11,3708479367064;0,0987671851782322;"A";NA;NA
"241";"RG";140048;"BZE3";"fwb";"all";3,14323288269757;1,57161644134879;0,0134948769171845;"B";NA;NA
"242";"RG";140048;"BZE3";"ndl";"all";5,22415581234576;2,61207790617288;0;"A";NA;NA
"243";"RG";140048;"BZE3";"ndl";"all";1,06553724041103;0,532768620205514;0;"B";NA;NA
"244";"RG";140048;"BZE3";"total";"all";37,2549893983023;18,6274946991511;0,137224215308163;"A";NA;NA
"245";"RG";140048;"BZE3";"total";"all";5,77042871070312;2,88521435535156;0,0195846114893077;"B";NA;NA
"246";"RG";140048;"BZE3";"ag";"all";33,7338551704522;16,8669275852261;0,119044133809759;"all";25404,7886417601;3
"247";"RG";140048;"BZE3";"bg";"all";10,8507963001381;5,42539815006906;0,0445467647020536;"all";25404,7886417601;3
"248";"RG";140048;"BZE3";"fwb";"all";25,8849287561105;12,9424643780552;0,112262062095417;"all";25404,7886417601;3
"249";"RG";140048;"BZE3";"ndl";"all";6,28969305275679;3,1448465263784;0;"all";25404,7886417601;3
"250";"RG";140048;"BZE3";"total";"all";43,0254181090054;21,5127090545027;0,15680882679747;"all";25404,7886417601;3
"251";"RG";140049;"BZE3";"ag";NA;0;0;0;"all";NA;NA
"252";"RG";140049;"BZE3";"bg";NA;0;0;0;"all";NA;NA
"253";"RG";140049;"BZE3";"total";NA;0;0;0;"all";NA;NA
"254";"RG";140049;"BZE3";"ag";"all";0;0;0;NA;NA;NA
"255";"RG";140049;"BZE3";"bg";"all";0;0;0;NA;NA;NA
"256";"RG";140049;"BZE3";"total";"all";0;0;0;NA;NA;NA
"257";"RG";140049;"BZE3";"ag";"all";0;0;0;"all";0;0
"258";"RG";140049;"BZE3";"bg";"all";0;0;0;"all";0;0
"259";"RG";140049;"BZE3";"total";"all";0;0;0;"all";0;0
"260";"RG";140050;"BZE3";"ag";"bah";0,000968995043185818;0,000484497521592907;4,14536079474893e-06;"all";NA;NA
"261";"RG";140050;"BZE3";"ag";"bi";0,00506111200520579;0,0025305560026029;3,06551554155315e-05;"all";NA;NA
"262";"RG";140050;"BZE3";"ag";"gfi";0,00344514292379936;0,00172257146189968;1,49622557180606e-05;"all";NA;NA
"263";"RG";140050;"BZE3";"ag";"rbu";0,0514187365138271;0,0257093682569135;0,000236577478317209;"all";NA;NA
