"stand_component","plot_ID","dw_sp","dw_type","ST_LY_type","decay","compartiment","B_t_ha_diff","C_t_ha_diff","N_t_ha_diff","n_ha_diff","n_dec_diff","n_dw_TY_diff","mean_d_cm_diff","sd_d_cm_diff","mean_l_m_diff","sd_l_m_diff"
"DW","140045","all","all",NA,"1","stb",-0.130954552610794,-0.0654772763053964,-0.000633820034636247,NA,NA,NA,-4.5555555555556,21.1301621886011,0.7,0.438953655853621
"DW","140045","all","all",NA,"1","stw",-1.48051668641061,-0.740258343205302,-0.00120217954936541,NA,NA,NA,-4.5555555555556,21.1301621886011,0.7,0.438953655853621
"DW","140045","all","all",NA,"2","ag",5.18549281019046,2.59274640509523,0.0244874379371221,NA,NA,NA,-13.975,-3.56536454360659,4.3275,4.41948866917973
"DW","140045","all","all",NA,"2","fwb",0.1719439710706,0.0859719855352998,0.000746752666359614,NA,NA,NA,16.625,6.69621428228561,4.5875,4.53350621168964
"DW","140045","all","all",NA,"2","sb",0.0919484005754949,0.0459742002877473,0.000445030258785395,NA,NA,NA,16.625,6.69621428228561,4.5875,4.53350621168964
"DW","140045","all","all",NA,"2","stb",-0.0576908535925009,-0.0288454267962505,-0.000279223731387705,NA,NA,NA,-13.975,-3.56536454360659,4.3275,4.41948866917973
"DW","140045","all","all",NA,"2","stw",-0.680969946825738,-0.340484973412869,-0.0005529475968225,NA,NA,NA,-13.975,-3.56536454360659,4.3275,4.41948866917973
"DW","140045","all","all",NA,"2","sw",0.81128055024622,0.405640275123109,0.000658759806799931,NA,NA,NA,16.625,6.69621428228561,4.5875,4.53350621168964
"DW","140045","all","all",NA,"3","ag",0.823857999653404,0.411928999826704,0.00398747271832249,NA,NA,NA,-0.433333333333302,1.45603133674794,-0.751666666666667,-1.77251188641305
"DW","140045","all","all",NA,"4","ag",2.07690011075922,1.0384500553796,0.0100521965360746,NA,NA,NA,3.1333333333333,7.50407180806236,0.055714285714286,-0.043427255712247
"DW","140045","all","all",NA,"all","ag",6.46825279924013,3.23412639962006,0.0366595174969843,-219.848801616789,-1,2,-0.1570945945946,3.84795512891199,0.99577702702703,1.93532240868066
"DW","140045","all","all",NA,"all","fwb",0.1719439710706,0.0859719855352998,0.000746752666359614,739.49142362011,4,4,24.4054054054054,13.8051106870275,1.32702702702703,2.67339241919832
"DW","140045","all","all",NA,"all","sb",0.0919484005754949,0.0459742002877473,0.000445030258785395,739.49142362011,4,4,24.4054054054054,13.8051106870275,1.32702702702703,2.67339241919832
"DW","140045","all","all",NA,"all","stb",-0.188645406203294,-0.0943227031016474,-0.000913043766023946,-219.848801616789,-1,2,-0.1570945945946,3.84795512891199,0.99577702702703,1.93532240868066
"DW","140045","all","all",NA,"all","stw",-2.16148663323634,-1.08074331661817,-0.00175512714618791,-219.848801616789,-1,2,-0.1570945945946,3.84795512891199,0.99577702702703,1.93532240868066
"DW","140045","all","all",NA,"all","sw",0.81128055024622,0.405640275123109,0.000658759806799931,739.49142362011,4,4,24.4054054054054,13.8051106870275,1.32702702702703,2.67339241919832
"DW","140046","1","1",NA,"2","ag",2.88699169431461,1.44349584715731,0.0139730398004827,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","1",NA,"3","ag",4.79167660820624,2.39583830410312,0.0231917147837182,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","1",NA,"4","ag",0.146887816737451,0.0734439083687251,0.000710937033009262,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","1",NA,"all","ag",7.8255561192583,3.91277805962915,0.0378756916172102,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","4",NA,"2","ag",8.13565366773743,4.06782683386871,0.00914817734462203,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","4",NA,"2","stb",0.631089018475481,0.315544509237741,0.00305447084942133,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","4",NA,"2","stw",7.50456464926195,3.75228232463097,0.0060937064952007,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","4",NA,"3","ag",1.58963647871087,0.794818239355436,0.00769384055696062,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","4",NA,"4","ag",0.215387117271656,0.107693558635828,0.00104247364759482,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","4",NA,"all","ag",9.91794462541536,4.95897231270768,0.0177744655797832,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","4",NA,"all","stb",0.631089018475481,0.315544509237741,0.00305447084942133,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","4",NA,"all","stw",7.50456464926195,3.75228232463097,0.0060937064952007,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","all",NA,"2","ag",11.022645362052,5.51132268102602,0.0231212171451048,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","all",NA,"2","stb",0.631089018475481,0.315544509237741,0.00305447084942133,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","all",NA,"2","stw",7.50456464926195,3.75228232463097,0.0060937064952007,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","all",NA,"3","ag",6.38131308691711,3.19065654345855,0.0308855553406788,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","all",NA,"4","ag",0.362274934009107,0.181137467004554,0.00175341068060408,NA,NA,NA,NA,NA,NA,NA
"DW","140046","1","all",NA,"all","ag",17.7435007446737,8.87175037233683,0.0556501571969933,NA,NA,NA,13.7833333333333,10.4146318201332,0.413333333333333,0.361732739343073
"DW","140046","1","all",NA,"all","stb",0.631089018475481,0.315544509237741,0.00305447084942133,NA,NA,NA,25.5333333333333,11.672937559345,0.513333333333333,0.361732739343073
"DW","140046","1","all",NA,"all","stw",7.50456464926195,3.75228232463097,0.0060937064952007,NA,NA,NA,25.5333333333333,11.672937559345,0.513333333333333,0.361732739343073
"DW","140046","all","1","L","all","ag",7.6327333666532,3.8163666833266,0.0364821615841331,NA,NA,NA,-0.578947368421101,8.66869072181084,-1.2421052631579,0.419412008350426
"DW","140046","all","1",NA,"2","ag",2.88699169431461,1.44349584715731,0.0139730398004827,NA,NA,NA,NA,NA,NA,NA
"DW","140046","all","1",NA,"3","ag",4.79167660820624,2.39583830410312,0.0231917147837182,NA,NA,NA,NA,NA,NA,NA
"DW","140046","all","1",NA,"4","ag",-0.045934935867651,-0.0229674679338259,-0.000682593000067808,NA,NA,NA,NA,NA,NA,NA
"DW","140046","all","4","L","all","ag",9.89166756663762,4.94583378331881,0.0177294426092035,NA,NA,NA,20.2363636363636,11.3079877028325,0.316363636363636,0.184506593687506
"DW","140046","all","4","L","all","stb",0.629401459563145,0.314700729781573,0.00304227486116188,NA,NA,NA,20.2363636363636,11.3079877028325,0.316363636363636,0.184506593687506
"DW","140046","all","4","L","all","stw",7.47997514939656,3.73998757469827,0.0060608795128804,NA,NA,NA,20.2363636363636,11.3079877028325,0.316363636363636,0.184506593687506
"DW","140046","all","4",NA,"2","ag",8.13565366773743,4.06782683386871,0.00914817734462203,NA,NA,NA,NA,NA,NA,NA
"DW","140046","all","4",NA,"2","stb",0.631089018475481,0.315544509237741,0.00305447084942133,NA,NA,NA,NA,NA,NA,NA
"DW","140046","all","4",NA,"2","stw",7.50456464926195,3.75228232463097,0.0060937064952007,NA,NA,NA,NA,NA,NA,NA
"DW","140046","all","4",NA,"3","ag",1.58963647871087,0.794818239355436,0.00769384055696062,NA,NA,NA,NA,NA,NA,NA
"DW","140046","all","4",NA,"4","ag",0.215387117271656,0.107693558635828,0.00104247364759482,NA,NA,NA,NA,NA,NA,NA
"DW","140046","all","all",NA,"2","ag",11.022645362052,5.51132268102602,0.0231212171451048,NA,NA,NA,31.1,14.1692154569922,0.62,0.34253953543107
"DW","140046","all","all",NA,"2","stb",0.631089018475481,0.315544509237741,0.00305447084942133,NA,NA,NA,31.1,14.1692154569922,0.62,0.34253953543107
"DW","140046","all","all",NA,"2","stw",7.50456464926195,3.75228232463097,0.0060937064952007,NA,NA,NA,31.1,14.1692154569922,0.62,0.34253953543107
"DW","140046","all","all",NA,"3","ag",6.38131308691711,3.19065654345855,0.0308855553406788,NA,NA,NA,23.9375,8.87294577165141,0.4875,0.408044115262063
"DW","140046","all","all",NA,"4","ag",0.169452181404005,0.084726090702003,0.00035988064752701,NA,NA,NA,-4,11.3431330181157,-1.45,0.0577350269189626
"DW","140046","all","all",NA,"all","ag",17.5244009332909,8.76220046664541,0.0542116041933365,1079.25775339151,0,0,11.5333333333333,7.43029687222572,0.113333333333333,-0.325289822149634
"DW","140046","all","all",NA,"all","stb",0.629401459563145,0.314700729781573,0.00304227486116188,1079.25775339151,0,0,11.5333333333333,7.43029687222572,0.113333333333333,-0.325289822149634
"DW","140046","all","all",NA,"all","stw",7.47997514939656,3.73998757469827,0.0060608795128804,1079.25775339151,0,0,11.5333333333333,7.43029687222572,0.113333333333333,-0.325289822149634
"DW","140047","1","1",NA,"1","ag",0.448298552595559,0.224149276297779,0.00216976499456251,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","1",NA,"3","ag",6.46239209766906,3.23119604883453,0.0312779777527182,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","1",NA,"4","ag",1.63448956577867,0.817244782889334,0.00791092949836875,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","1",NA,"5","ag",0.489751633133331,0.244875816566666,0.00237039790436532,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","1",NA,"all","ag",9.03493184917662,4.5174659245883,0.0437290701500148,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"1","ag",1.0036773187336,0.501838659366799,0.00211132227282196,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"1","fwb",0.276266980980729,0.138133490490364,0.00119982749839931,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"1","sb",0.0766165067866986,0.0383082533933493,0.000370823892847621,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"1","stb",0.00303532542961728,0.00151766271480864,1.46909750793477e-05,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"1","stw",0.0338527346884621,0.016926367344231,2.74884205670312e-05,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"1","sw",0.613905770848094,0.306952885424047,0.000498491485928652,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"2","ag",69.4345051855339,34.7172525927669,0.113001721991766,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"2","fwb",11.0683340643509,5.53416703217548,0.0480697748414761,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"2","sb",4.15302284965335,2.07651142482668,0.0201006305923222,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"2","stb",0.201151976535636,0.100575988267818,0.000973575566432481,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"2","stw",2.54927325060206,1.27463662530103,0.00207000987948887,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"2","sw",51.4627230443917,25.7313615221959,0.0417877311120462,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"all","ag",70.4381825042675,35.2190912521337,0.115113044264588,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"all","fwb",11.3446010453317,5.67230052266585,0.0492696023398754,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"all","sb",4.22963935644005,2.11481967822002,0.0204714544851698,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"all","stb",0.204187301965253,0.102093650982627,0.000988266541511828,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"all","stw",2.58312598529053,1.29156299264526,0.00209749830005591,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","2",NA,"all","sw",52.0766288152398,26.0383144076199,0.0422862225979749,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","3",NA,"4","ag",1.71360329113098,0.856801645565488,0.00829383992907392,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","3",NA,"all","ag",1.71360329113098,0.856801645565488,0.00829383992907392,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"1","ag",1.60892201898227,0.804461009491133,0.00180705959429967,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"1","stb",0.124283742523848,0.0621418712619242,0.000601533313815428,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"1","stw",1.48463827645842,0.742319138229212,0.00120552628048424,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"3","ag",1.85854465907007,0.929272329535039,0.00899535614989916,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"4","ag",-0.242285783891441,-0.12114289194572,-0.00117266319403458,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"5","ag",-0.64573752828629,-0.322868764143148,-0.00312536963690567,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"all","ag",2.57944336587461,1.28972168293731,0.0065043829132586,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"all","stb",0.124283742523848,0.0621418712619242,0.000601533313815428,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","4",NA,"all","stw",1.48463827645842,0.742319138229212,0.00120552628048424,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"1","ag",0.28166186867437,0.140830934337185,0.000580328835561389,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"1","fwb",0.0733588069615911,0.0366794034807955,0.00031859729863419,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"1","sb",0.0221826127837001,0.0110913063918501,0.000107363845873109,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"1","stb",0.000803844717894362,0.000401922358947183,3.89060843460871e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"1","stw",0.00837317202930889,0.00418658601465442,6.79901568779881e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"1","sw",0.176943432181875,0.0884717160909374,0.000143678066931683,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"2","ag",0.301112877544302,0.150556438772151,0.000567687258801216,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"2","fwb",0.0613308881287848,0.0306654440643924,0.000266360047143312,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"2","sb",0.0255614030928988,0.0127807015464494,0.00012371719096963,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"2","stb",0.000909360624206966,0.000454680312103483,4.40130542116174e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"2","stw",0.0091398826723705,0.00456994133618525,7.42158472996484e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"2","sw",0.204171343026041,0.10208567151302,0.000165787130537145,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"all","ag",0.582774746218671,0.291387373109336,0.0011480160943626,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"all","fwb",0.134689695090376,0.067344847545188,0.000584957345777502,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"all","sb",0.0477440158765989,0.0238720079382995,0.000231081036842739,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"all","stb",0.00171320534210133,0.000856602671050666,8.29191385577045e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"all","stw",0.0175130547016794,0.00875652735083967,1.42206004177637e-05,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","5",NA,"all","sw",0.381114775207916,0.190557387603958,0.000309465197468828,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"1","ag",3.3425597589858,1.6712798794929,0.00666847569724552,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"1","fwb",0.34962578794232,0.17481289397116,0.0015184247970335,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"1","sb",0.0987991195703987,0.0493995597851994,0.00047818773872073,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"1","stb",0.12812291267136,0.06406145633568,0.000620114897329384,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"1","stw",1.52686418317619,0.763432091588097,0.00123981371673907,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"1","sw",0.790849203029969,0.395424601514984,0.000642169552860335,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"2","ag",69.7356180630782,34.8678090315391,0.113569409250567,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"2","fwb",11.1296649524797,5.56483247623988,0.0483361348886194,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"2","sb",4.17858425274625,2.08929212637312,0.0202243477832918,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"2","stb",0.202061337159843,0.101030668579922,0.000977976871853642,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"2","stw",2.55841313327443,1.27920656663722,0.00207743146421884,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"2","sw",51.6668943874178,25.8334471937089,0.0419535182425834,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"3","ag",8.32093675673913,4.16046837836957,0.0402733339026174,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"4","ag",3.1058070730182,1.55290353650911,0.0150321062334081,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"5","ag",-0.15598589515296,-0.077992947576482,-0.00075497173254035,NA,NA,NA,NA,NA,NA,NA
"DW","140047","1","all",NA,"all","ag",84.3489357566684,42.1744678783341,0.174788353351298,NA,NA,NA,3.8370370370371,6.00235143072739,2.51203703703703,5.69915369697592
"DW","140047","1","all",NA,"all","fwb",11.479290740422,5.73964537021103,0.0498545596856529,NA,NA,NA,25.3703703703704,13.5025585841754,2.7037037037037,5.94361205131393
"DW","140047","1","all",NA,"all","sb",4.27738337231665,2.13869168615832,0.0207025355220126,NA,NA,NA,25.3703703703704,13.5025585841754,2.7037037037037,5.94361205131393
"DW","140047","1","all",NA,"all","stb",0.330184249831203,0.165092124915602,0.00159809176918303,NA,NA,NA,25.3703703703704,13.5025585841754,2.7037037037037,5.94361205131393
"DW","140047","1","all",NA,"all","stw",4.08527731645063,2.04263865822531,0.00331724518095791,NA,NA,NA,25.3703703703704,13.5025585841754,2.7037037037037,5.94361205131393
"DW","140047","1","all",NA,"all","sw",52.4577435904477,26.2288717952239,0.0425956877954437,NA,NA,NA,25.3703703703704,13.5025585841754,2.7037037037037,5.94361205131393
"DW","140047","all","1","L","all","ag",9.03493184917662,4.5174659245883,0.0437290701500148,NA,NA,NA,5.3,10.371435130524,-0.49,0.693541635375988
"DW","140047","all","1",NA,"1","ag",0.448298552595559,0.224149276297779,0.00216976499456251,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","1",NA,"3","ag",6.46239209766906,3.23119604883453,0.0312779777527182,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","1",NA,"4","ag",1.63448956577867,0.817244782889334,0.00791092949836875,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","1",NA,"5","ag",0.489751633133331,0.244875816566666,0.00237039790436532,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2","S","all","ag",70.4381825042675,35.2190912521337,0.115113044264588,NA,NA,NA,35.5,34.6482322781408,19.5,14.9906637611548
"DW","140047","all","2","S","all","fwb",11.3446010453317,5.67230052266585,0.0492696023398754,NA,NA,NA,35.5,34.6482322781408,19.5,14.9906637611548
"DW","140047","all","2","S","all","sb",4.22963935644005,2.11481967822002,0.0204714544851698,NA,NA,NA,35.5,34.6482322781408,19.5,14.9906637611548
"DW","140047","all","2","S","all","stb",0.204187301965253,0.102093650982627,0.000988266541511828,NA,NA,NA,35.5,34.6482322781408,19.5,14.9906637611548
"DW","140047","all","2","S","all","stw",2.58312598529053,1.29156299264526,0.00209749830005591,NA,NA,NA,35.5,34.6482322781408,19.5,14.9906637611548
"DW","140047","all","2","S","all","sw",52.0766288152398,26.0383144076199,0.0422862225979749,NA,NA,NA,35.5,34.6482322781408,19.5,14.9906637611548
"DW","140047","all","2",NA,"1","ag",1.0036773187336,0.501838659366799,0.00211132227282196,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"1","fwb",0.276266980980729,0.138133490490364,0.00119982749839931,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"1","sb",0.0766165067866986,0.0383082533933493,0.000370823892847621,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"1","stb",0.00303532542961728,0.00151766271480864,1.46909750793477e-05,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"1","stw",0.0338527346884621,0.016926367344231,2.74884205670312e-05,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"1","sw",0.613905770848094,0.306952885424047,0.000498491485928652,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"2","ag",69.4345051855339,34.7172525927669,0.113001721991766,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"2","fwb",11.0683340643509,5.53416703217548,0.0480697748414761,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"2","sb",4.15302284965335,2.07651142482668,0.0201006305923222,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"2","stb",0.201151976535636,0.100575988267818,0.000973575566432481,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"2","stw",2.54927325060206,1.27463662530103,0.00207000987948887,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","2",NA,"2","sw",51.4627230443917,25.7313615221959,0.0417877311120462,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","3","S","all","ag",1.71360329113098,0.856801645565488,0.00829383992907392,NA,NA,NA,38,0,1.8,0
"DW","140047","all","3",NA,"4","ag",1.71360329113098,0.856801645565488,0.00829383992907392,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","4","L","all","ag",2.57944336587461,1.28972168293731,0.0065043829132586,NA,NA,NA,7.6228813559322,2.51746245843186,0.097316384180791,0.202199613594012
"DW","140047","all","4","L","all","stb",0.124283742523848,0.0621418712619242,0.000601533313815428,NA,NA,NA,29.25,10.0464828762019,0.258333333333333,0.260971378902095
"DW","140047","all","4","L","all","stw",1.48463827645842,0.742319138229212,0.00120552628048424,NA,NA,NA,29.25,10.0464828762019,0.258333333333333,0.260971378902095
"DW","140047","all","4",NA,"1","ag",1.60892201898227,0.804461009491133,0.00180705959429967,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","4",NA,"1","stb",0.124283742523848,0.0621418712619242,0.000601533313815428,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","4",NA,"1","stw",1.48463827645842,0.742319138229212,0.00120552628048424,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","4",NA,"3","ag",1.85854465907007,0.929272329535039,0.00899535614989916,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","4",NA,"4","ag",-0.242285783891441,-0.12114289194572,-0.00117266319403458,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","4",NA,"5","ag",-0.64573752828629,-0.322868764143148,-0.00312536963690567,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5","L","all","ag",0.582774746218671,0.291387373109336,0.0011480160943626,NA,NA,NA,6,0,7,0.848528137423857
"DW","140047","all","5","L","all","fwb",0.134689695090376,0.067344847545188,0.000584957345777502,NA,NA,NA,6,0,7,0.848528137423857
"DW","140047","all","5","L","all","sb",0.0477440158765989,0.0238720079382995,0.000231081036842739,NA,NA,NA,6,0,7,0.848528137423857
"DW","140047","all","5","L","all","stb",0.00171320534210133,0.000856602671050666,8.29191385577045e-06,NA,NA,NA,6,0,7,0.848528137423857
"DW","140047","all","5","L","all","stw",0.0175130547016794,0.00875652735083967,1.42206004177637e-05,NA,NA,NA,6,0,7,0.848528137423857
"DW","140047","all","5","L","all","sw",0.381114775207916,0.190557387603958,0.000309465197468828,NA,NA,NA,6,0,7,0.848528137423857
"DW","140047","all","5",NA,"1","ag",0.28166186867437,0.140830934337185,0.000580328835561389,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"1","fwb",0.0733588069615911,0.0366794034807955,0.00031859729863419,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"1","sb",0.0221826127837001,0.0110913063918501,0.000107363845873109,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"1","stb",0.000803844717894362,0.000401922358947183,3.89060843460871e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"1","stw",0.00837317202930889,0.00418658601465442,6.79901568779881e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"1","sw",0.176943432181875,0.0884717160909374,0.000143678066931683,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"2","ag",0.301112877544302,0.150556438772151,0.000567687258801216,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"2","fwb",0.0613308881287848,0.0306654440643924,0.000266360047143312,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"2","sb",0.0255614030928988,0.0127807015464494,0.00012371719096963,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"2","stb",0.000909360624206966,0.000454680312103483,4.40130542116174e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"2","stw",0.0091398826723705,0.00456994133618525,7.42158472996484e-06,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","5",NA,"2","sw",0.204171343026041,0.10208567151302,0.000165787130537145,NA,NA,NA,NA,NA,NA,NA
"DW","140047","all","all",NA,"1","ag",3.3425597589858,1.6712798794929,0.00666847569724552,NA,NA,NA,16.8,17.0058813355851,3.58,3.85318050446641
"DW","140047","all","all",NA,"1","fwb",0.34962578794232,0.17481289397116,0.0015184247970335,NA,NA,NA,16.8,17.0058813355851,3.58,3.85318050446641
"DW","140047","all","all",NA,"1","sb",0.0987991195703987,0.0493995597851994,0.00047818773872073,NA,NA,NA,16.8,17.0058813355851,3.58,3.85318050446641
"DW","140047","all","all",NA,"1","stb",0.12812291267136,0.06406145633568,0.000620114897329384,NA,NA,NA,16.8,17.0058813355851,3.58,3.85318050446641
"DW","140047","all","all",NA,"1","stw",1.52686418317619,0.763432091588097,0.00123981371673907,NA,NA,NA,16.8,17.0058813355851,3.58,3.85318050446641
"DW","140047","all","all",NA,"1","sw",0.790849203029969,0.395424601514984,0.000642169552860335,NA,NA,NA,16.8,17.0058813355851,3.58,3.85318050446641
"DW","140047","all","all",NA,"2","ag",69.7356180630782,34.8678090315391,0.113569409250567,NA,NA,NA,33,38.1837661840736,18.85,15.9099025766973
"DW","140047","all","all",NA,"2","fwb",11.1296649524797,5.56483247623988,0.0483361348886194,NA,NA,NA,33,38.1837661840736,18.85,15.9099025766973
"DW","140047","all","all",NA,"2","sb",4.17858425274625,2.08929212637312,0.0202243477832918,NA,NA,NA,33,38.1837661840736,18.85,15.9099025766973
"DW","140047","all","all",NA,"2","stb",0.202061337159843,0.101030668579922,0.000977976871853642,NA,NA,NA,33,38.1837661840736,18.85,15.9099025766973
"DW","140047","all","all",NA,"2","stw",2.55841313327443,1.27920656663722,0.00207743146421884,NA,NA,NA,33,38.1837661840736,18.85,15.9099025766973
"DW","140047","all","all",NA,"2","sw",51.6668943874178,25.8334471937089,0.0419535182425834,NA,NA,NA,33,38.1837661840736,18.85,15.9099025766973
