"";"plot_ID";"CCS_nr";"CCS_position";"CCS_dist";"CCS_RG_inv_status";"CCS_max_dist_cm";"inv_year";"inv"
"1";50001;4;"w";1000;2;-9;2012;"HBI"
"2";50001;1;"n";1000;2;-9;2012;"HBI"
"3";50001;2;"o";1000;2;-9;2012;"HBI"
"4";50001;3;"s";1000;2;-9;2012;"HBI"
"5";50002;3;"s";1000;2;-9;2012;"HBI"
"6";50002;1;"n";1000;2;-9;2012;"HBI"
"7";50002;4;"w";1000;2;-9;2012;"HBI"
"8";50002;2;"o";1000;2;-9;2012;"HBI"
"9";50003;2;"o";1000;1;230;2012;"HBI"
"10";50003;3;"s";1000;1;425;2012;"HBI"
"11";50003;1;"n";1000;1;500;2012;"HBI"
"12";50003;4;"w";1000;1;237;2012;"HBI"
"13";50004;4;"w";1000;1;500;2012;"HBI"
"14";50004;3;"s";1000;1;500;2012;"HBI"
"15";50004;2;"o";1000;1;500;2012;"HBI"
"16";50004;1;"n";1000;1;202;2012;"HBI"
"17";50005;2;"o";1000;1;455;2012;"HBI"
"18";50005;1;"n";1000;1;349;2012;"HBI"
"19";50005;4;"w";1000;1;288;2012;"HBI"
"20";50005;3;"s";1000;1;457;2012;"HBI"
"21";50006;4;"w";1000;1;444;2012;"HBI"
"22";50006;1;"n";1000;2;-9;2012;"HBI"
"23";50006;2;"o";1000;1;344;2012;"HBI"
"24";50006;3;"s";1000;2;-9;2012;"HBI"
"25";50007;3;"s";1000;1;325;2012;"HBI"
"26";50007;4;"w";1000;1;320;2012;"HBI"
"27";50007;1;"n";1000;1;472;2012;"HBI"
"28";50007;2;"o";1000;1;300;2012;"HBI"
"29";50008;1;"n";1000;2;-9;2012;"HBI"
"30";50008;3;"s";1000;1;170;2012;"HBI"
"31";50008;2;"o";1000;1;400;2012;"HBI"
"32";50008;4;"w";1000;2;-9;2012;"HBI"
"33";50009;1;"n";1000;1;82;2012;"HBI"
"34";50009;4;"w";1000;1;120;2012;"HBI"
"35";50009;3;"s";1000;1;480;2012;"HBI"
"36";50009;2;"o";1000;1;460;2012;"HBI"
"37";50010;4;"w";1000;1;500;2012;"HBI"
"38";50010;3;"s";1000;1;477;2012;"HBI"
"39";50010;2;"o";1000;1;215;2012;"HBI"
"40";50010;1;"n";1000;1;370;2012;"HBI"
"41";50011;3;"s";1000;2;-9;2012;"HBI"
"42";50011;1;"n";1000;1;297;2012;"HBI"
"43";50011;4;"w";1000;2;-9;2012;"HBI"
"44";50011;2;"o";1000;1;238;2012;"HBI"
"45";50012;3;"s";1000;1;495;2012;"HBI"
"46";50012;1;"n";1000;1;473;2012;"HBI"
"47";50012;2;"o";1000;1;420;2012;"HBI"
"48";50012;4;"w";1000;1;472;2012;"HBI"
"49";50013;3;"s";1000;2;-9;2012;"HBI"
"50";50013;4;"w";1000;1;188;2012;"HBI"
"51";50013;2;"o";1000;1;443;2012;"HBI"
"52";50013;1;"n";1000;1;441;2012;"HBI"
"53";50014;3;"s";1000;2;-9;2012;"HBI"
"54";50014;4;"w";1000;1;335;2012;"HBI"
"55";50014;2;"o";1000;2;-9;2012;"HBI"
"56";50014;1;"n";1000;1;320;2012;"HBI"
"57";50015;3;"s";1000;1;310;2012;"HBI"
"58";50015;1;"n";1000;1;375;2012;"HBI"
"59";50015;2;"o";1000;1;145;2012;"HBI"
"60";50015;4;"w";1000;1;300;2012;"HBI"
"61";50016;3;"s";1000;1;285;2012;"HBI"
"62";50016;2;"o";1000;1;485;2012;"HBI"
"63";50016;4;"w";1000;1;120;2012;"HBI"
"64";50016;1;"n";1000;1;136;2012;"HBI"
"65";50017;2;"o";1000;1;480;2012;"HBI"
"66";50017;3;"s";1000;1;480;2012;"HBI"
"67";50017;1;"n";1000;1;315;2012;"HBI"
"68";50017;4;"w";1000;1;190;2012;"HBI"
"69";50018;4;"w";1000;1;165;2012;"HBI"
"70";50018;2;"o";1000;1;214;2012;"HBI"
"71";50018;3;"s";1000;1;405;2012;"HBI"
"72";50018;1;"n";1000;1;443;2012;"HBI"
"73";50019;4;"w";1000;2;-9;2012;"HBI"
"74";50019;3;"s";1000;2;-9;2012;"HBI"
"75";50019;2;"o";1000;1;390;2012;"HBI"
"76";50019;1;"n";1000;2;-9;2012;"HBI"
"77";50020;4;"w";1000;1;260;2012;"HBI"
"78";50020;1;"n";1000;1;500;2012;"HBI"
"79";50020;2;"o";1000;1;275;2012;"HBI"
"80";50020;3;"s";1000;1;270;2012;"HBI"
"81";50021;4;"w";1000;1;275;2012;"HBI"
"82";50021;2;"o";1000;1;228;2012;"HBI"
"83";50021;3;"s";1000;1;210;2012;"HBI"
"84";50021;1;"n";1000;1;240;2012;"HBI"
"85";50022;2;"o";1000;1;363;2012;"HBI"
"86";50022;1;"n";1000;1;500;2012;"HBI"
"87";50022;3;"s";1000;1;350;2012;"HBI"
"88";50022;4;"w";1000;1;330;2012;"HBI"
"89";50023;1;"n";1000;1;359;2012;"HBI"
"90";50023;4;"w";1000;1;491;2012;"HBI"
"91";50023;2;"o";1000;1;42;2012;"HBI"
"92";50023;3;"s";1000;1;396;2012;"HBI"
"93";50024;4;"w";1000;2;-9;2012;"HBI"
"94";50024;3;"s";1000;1;140;2012;"HBI"
"95";50024;2;"o";1000;1;328;2012;"HBI"
"96";50024;1;"n";1000;1;397;2012;"HBI"
"97";50025;4;"w";1000;1;426;2012;"HBI"
"98";50025;3;"s";1000;1;454;2012;"HBI"
"99";50025;1;"n";1000;1;474;2012;"HBI"
"100";50025;2;"o";1000;1;480;2012;"HBI"
"101";50026;3;"s";1000;1;188;2012;"HBI"
"102";50026;2;"o";1000;1;240;2012;"HBI"
"103";50026;1;"n";1000;1;80;2012;"HBI"
"104";50026;4;"w";1000;1;163;2012;"HBI"
"105";50027;1;"n";1000;1;438;2012;"HBI"
"106";50027;2;"o";1000;1;496;2012;"HBI"
"107";50027;4;"w";1000;1;405;2012;"HBI"
"108";50027;3;"s";1000;1;445;2012;"HBI"
"109";50028;3;"s";1000;2;-9;2012;"HBI"
"110";50028;4;"w";1000;2;-9;2012;"HBI"
"111";50028;2;"o";1000;2;-9;2012;"HBI"
"112";50028;1;"n";1000;2;-9;2012;"HBI"
"113";50029;4;"w";1000;2;-9;2012;"HBI"
"114";50029;1;"n";1000;1;499;2012;"HBI"
"115";50029;3;"s";1000;1;391;2012;"HBI"
"116";50029;2;"o";1000;2;-9;2012;"HBI"
"117";50030;1;"n";1000;1;500;2012;"HBI"
"118";50030;4;"w";1000;1;173;2012;"HBI"
"119";50030;2;"o";1000;1;370;2012;"HBI"
"120";50030;3;"s";1000;2;-9;2012;"HBI"
"121";50031;3;"s";1000;2;-9;2012;"HBI"
"122";50031;2;"o";1000;2;-9;2012;"HBI"
"123";50031;4;"w";1000;1;500;2012;"HBI"
"124";50031;1;"n";1000;1;480;2012;"HBI"
"125";50032;3;"s";1000;1;500;2012;"HBI"
"126";50032;1;"n";1000;2;-9;2012;"HBI"
"127";50032;2;"o";1000;2;-9;2012;"HBI"
"128";50032;4;"w";1000;2;-9;2012;"HBI"
"129";50033;2;"o";1000;1;158;2012;"HBI"
"130";50033;1;"n";1000;1;220;2012;"HBI"
"131";50033;3;"s";1000;1;90;2012;"HBI"
"132";50033;4;"w";1000;1;71;2012;"HBI"
"133";50034;4;"w";1000;2;-9;2012;"HBI"
"134";50034;1;"n";1000;1;371;2012;"HBI"
"135";50034;3;"s";1000;2;-9;2012;"HBI"
"136";50034;2;"o";1000;2;-9;2012;"HBI"
"137";50035;2;"o";1000;1;185;2012;"HBI"
"138";50035;1;"n";1000;1;270;2012;"HBI"
"139";50035;4;"w";1000;1;210;2012;"HBI"
"140";50035;3;"s";1000;1;410;2012;"HBI"
"141";50036;4;"w";1000;1;493;2012;"HBI"
"142";50036;1;"n";1000;1;480;2012;"HBI"
"143";50036;3;"s";1000;2;-9;2012;"HBI"
"144";50036;2;"o";1000;1;379;2012;"HBI"
"145";50037;4;"w";1000;2;-9;2012;"HBI"
"146";50037;2;"o";1000;1;480;2012;"HBI"
"147";50037;3;"s";1000;1;500;2012;"HBI"
"148";50037;1;"n";1000;1;497;2012;"HBI"
"149";50038;2;"o";1000;1;450;2012;"HBI"
"150";50038;3;"s";1000;1;291;2012;"HBI"
"151";50038;4;"w";1000;1;462;2012;"HBI"
"152";50038;1;"n";1000;1;466;2012;"HBI"
"153";50039;2;"o";1000;1;50;2012;"HBI"
"154";50039;4;"w";1000;1;150;2012;"HBI"
"155";50039;3;"s";1000;1;135;2012;"HBI"
"156";50039;1;"n";1000;1;440;2012;"HBI"
"157";50040;3;"s";1000;1;160;2012;"HBI"
"158";50040;2;"o";1000;1;330;2012;"HBI"
"159";50040;4;"w";1000;1;470;2012;"HBI"
"160";50040;1;"n";1000;1;500;2012;"HBI"
"161";50041;1;"n";1000;2;-9;2012;"HBI"
"162";50041;3;"s";1000;2;-9;2012;"HBI"
"163";50041;4;"w";1000;2;-9;2012;"HBI"
"164";50041;2;"o";1000;2;-9;2012;"HBI"
"165";50042;4;"w";1000;1;395;2012;"HBI"
"166";50042;3;"s";1000;1;500;2012;"HBI"
"167";50042;2;"o";1000;1;499;2012;"HBI"
"168";50042;1;"n";1000;1;160;2012;"HBI"
"169";50043;1;"n";1000;2;-9;2012;"HBI"
"170";50043;2;"o";1000;2;-9;2012;"HBI"
"171";50043;4;"w";1000;2;-9;2012;"HBI"
"172";50043;3;"s";1000;2;-9;2012;"HBI"
"173";50044;2;"o";1000;1;245;2012;"HBI"
"174";50044;4;"w";1000;1;234;2012;"HBI"
"175";50044;3;"s";1000;1;175;2012;"HBI"
"176";50044;1;"n";1000;1;245;2012;"HBI"
"177";50045;4;"w";1000;1;500;2012;"HBI"
"178";50045;3;"s";1000;2;-9;2012;"HBI"
"179";50045;2;"o";1000;2;-9;2012;"HBI"
"180";50045;1;"n";1000;1;270;2012;"HBI"
"181";50046;3;"s";1000;1;110;2012;"HBI"
"182";50046;2;"o";1000;1;240;2012;"HBI"
"183";50046;1;"n";1000;1;285;2012;"HBI"
"184";50046;4;"w";1000;1;190;2012;"HBI"
"185";50047;1;"n";1000;2;-9;2012;"HBI"
"186";50047;4;"w";1000;2;-9;2012;"HBI"
"187";50047;3;"s";1000;1;390;2012;"HBI"
"188";50047;2;"o";1000;1;497;2012;"HBI"
"189";50048;2;"o";1000;1;261;2012;"HBI"
"190";50048;3;"s";1000;1;500;2012;"HBI"
"191";50048;4;"w";1000;1;140;2012;"HBI"
"192";50048;1;"n";1000;2;-9;2012;"HBI"
"193";50049;4;"w";1000;2;-9;2012;"HBI"
"194";50049;1;"n";1000;1;128;2012;"HBI"
"195";50049;3;"s";1000;2;-9;2012;"HBI"
"196";50049;2;"o";1000;1;330;2012;"HBI"
"197";50050;3;"s";1000;1;419;2012;"HBI"
"198";50050;1;"n";1000;2;-9;2012;"HBI"
"199";50050;4;"w";1000;1;468;2012;"HBI"
"200";50050;2;"o";1000;1;442;2012;"HBI"
"201";50051;2;"o";1000;1;190;2012;"HBI"
"202";50051;1;"n";1000;1;170;2012;"HBI"
"203";50051;3;"s";1000;1;160;2012;"HBI"
"204";50051;4;"w";1000;1;500;2012;"HBI"
"205";50052;2;"o";1000;1;400;2012;"HBI"
"206";50052;1;"n";1000;1;500;2012;"HBI"
"207";50052;4;"w";1000;1;500;2012;"HBI"
"208";50052;3;"s";1000;1;345;2012;"HBI"
"209";50053;2;"o";1000;1;130;2012;"HBI"
"210";50053;1;"n";500;1;321;2012;"HBI"
"211";50053;3;"s";1000;1;395;2012;"HBI"
"212";50053;4;"w";1000;1;190;2012;"HBI"
"213";50054;3;"s";1000;1;120;2012;"HBI"
"214";50054;1;"n";1000;1;80;2012;"HBI"
"215";50054;4;"w";1000;1;82;2012;"HBI"
"216";50054;2;"o";1000;1;117;2012;"HBI"
"217";50055;1;"n";1000;2;-9;2012;"HBI"
"218";50055;3;"s";1000;1;420;2012;"HBI"
"219";50055;4;"w";1000;1;423;2012;"HBI"
"220";50055;2;"o";1000;2;-9;2012;"HBI"
"221";50056;3;"s";1000;1;480;2012;"HBI"
"222";50056;2;"o";1000;1;330;2012;"HBI"
"223";50056;1;"n";1000;1;145;2012;"HBI"
"224";50056;4;"w";1000;1;500;2012;"HBI"
"225";50057;1;"n";1000;1;470;2012;"HBI"
"226";50057;4;"w";1000;1;466;2012;"HBI"
"227";50057;2;"o";1000;2;-9;2012;"HBI"
"228";50057;3;"s";1000;1;494;2012;"HBI"
"229";50058;1;"n";1000;1;320;2012;"HBI"
"230";50058;2;"o";1000;1;500;2012;"HBI"
"231";50058;4;"w";1000;1;500;2012;"HBI"
"232";50058;3;"s";1000;1;480;2012;"HBI"
"233";50059;1;"n";1000;1;500;2012;"HBI"
"234";50059;3;"s";1000;1;500;2012;"HBI"
"235";50059;2;"o";1000;1;500;2012;"HBI"
"236";50059;4;"w";1000;1;500;2012;"HBI"
"237";50060;3;"s";1000;1;253;2012;"HBI"
"238";50060;4;"w";1000;1;214;2012;"HBI"
"239";50060;1;"n";1000;1;171;2012;"HBI"
"240";50060;2;"o";1000;1;196;2012;"HBI"
"241";50061;1;"n";1000;2;-9;2012;"HBI"
"242";50061;2;"o";1000;2;-9;2012;"HBI"
"243";50061;4;"w";1000;2;-9;2012;"HBI"
"244";50061;3;"s";1000;2;-9;2012;"HBI"
"245";50062;3;"s";1000;1;320;2012;"HBI"
"246";50062;1;"n";1000;1;303;2012;"HBI"
"247";50062;2;"o";1000;1;290;2012;"HBI"
"248";50062;4;"w";1000;1;370;2012;"HBI"
"249";50063;3;"s";1000;2;-9;2012;"HBI"
"250";50063;4;"w";1000;1;455;2012;"HBI"
"251";50063;1;"n";1000;1;383;2012;"HBI"
"252";50063;2;"o";1000;2;-9;2012;"HBI"
"253";50064;1;"n";500;1;482;2012;"HBI"
"254";50064;3;"s";1000;2;-9;2012;"HBI"
"255";50064;4;"w";1000;1;498;2012;"HBI"
"256";50064;2;"o";1000;1;333;2012;"HBI"
"257";50065;1;"n";500;1;216;2012;"HBI"
"258";50065;4;"w";500;1;255;2012;"HBI"
"259";50065;2;"o";1000;1;190;2012;"HBI"
"260";50065;3;"s";1000;1;300;2012;"HBI"
"261";50066;2;"o";1000;1;206;2012;"HBI"
"262";50066;4;"w";1000;1;226;2012;"HBI"
"263";50066;3;"s";1000;1;450;2012;"HBI"
"264";50066;1;"n";1000;1;275;2012;"HBI"
"265";50067;3;"s";1000;1;400;2012;"HBI"
"266";50067;2;"o";1000;1;494;2012;"HBI"
"267";50067;1;"n";1000;2;-9;2012;"HBI"
"268";50067;4;"w";1000;2;-9;2012;"HBI"
"269";50068;2;"o";1000;2;-9;2012;"HBI"
"270";50068;1;"n";1000;1;498;2012;"HBI"
"271";50068;4;"w";1000;2;-9;2012;"HBI"
"272";50068;3;"s";1000;2;-9;2012;"HBI"
"273";50069;4;"w";1000;1;450;2012;"HBI"
"274";50069;1;"n";1000;1;262;2012;"HBI"
"275";50069;2;"o";1000;1;98;2012;"HBI"
"276";50069;3;"s";1000;1;97;2012;"HBI"
"277";50070;2;"o";1000;1;125;2012;"HBI"
"278";50070;3;"s";1000;1;380;2012;"HBI"
"279";50070;4;"w";1000;1;356;2012;"HBI"
"280";50070;1;"n";1000;1;38;2012;"HBI"
"281";50071;4;"w";1000;1;140;2012;"HBI"
"282";50071;2;"o";1000;1;55;2012;"HBI"
"283";50071;1;"n";1000;1;170;2012;"HBI"
"284";50071;3;"s";1000;1;110;2012;"HBI"
"285";50072;1;"n";1000;1;228;2012;"HBI"
"286";50072;3;"s";1000;1;500;2012;"HBI"
"287";50072;4;"w";1000;1;115;2012;"HBI"
"288";50072;2;"o";1000;2;-9;2012;"HBI"
"289";50073;4;"w";1000;1;380;2012;"HBI"
"290";50073;1;"n";1000;1;407;2012;"HBI"
"291";50073;2;"o";1000;1;315;2012;"HBI"
"292";50073;3;"s";1000;1;458;2012;"HBI"
"293";50074;1;"n";1000;2;-9;2012;"HBI"
"294";50074;4;"w";1000;2;-9;2012;"HBI"
"295";50074;3;"s";1000;2;-9;2012;"HBI"
"296";50074;2;"o";1000;2;-9;2012;"HBI"
"297";50075;4;"w";1000;1;344;2012;"HBI"
"298";50075;3;"s";1000;1;390;2012;"HBI"
"299";50075;1;"n";1000;1;190;2012;"HBI"
"300";50075;2;"o";1000;1;500;2012;"HBI"
"301";50076;2;"o";1000;2;-9;2012;"HBI"
"302";50076;1;"n";1000;2;-9;2012;"HBI"
"303";50076;4;"w";1000;2;-9;2012;"HBI"
"304";50076;3;"s";1000;2;-9;2012;"HBI"
"305";50077;2;"o";1000;1;250;2012;"HBI"
"306";50077;1;"n";1000;1;211;2012;"HBI"
"307";50077;3;"s";1000;1;145;2012;"HBI"
"308";50077;4;"w";1000;1;61;2012;"HBI"
"309";50078;1;"n";1000;1;485;2012;"HBI"
"310";50078;3;"s";1000;2;-9;2012;"HBI"
"311";50078;2;"o";1000;2;-9;2012;"HBI"
"312";50078;4;"w";1000;1;483;2012;"HBI"
"313";50079;1;"n";1000;2;-9;2012;"HBI"
"314";50079;3;"s";1000;2;-9;2012;"HBI"
"315";50079;4;"w";1000;2;-9;2012;"HBI"
"316";50079;2;"o";1000;2;-9;2012;"HBI"
"317";50080;3;"s";1000;1;154;2012;"HBI"
"318";50080;2;"o";1000;1;165;2012;"HBI"
"319";50080;1;"n";1000;1;108;2012;"HBI"
"320";50080;4;"w";1000;1;145;2012;"HBI"
"321";50081;2;"o";1000;1;465;2012;"HBI"
"322";50081;4;"w";1000;1;25;2012;"HBI"
"323";50081;1;"n";1000;1;500;2012;"HBI"
"324";50081;3;"s";1000;1;495;2012;"HBI"
"325";50082;3;"s";1000;1;380;2012;"HBI"
"326";50082;2;"o";1000;2;-9;2012;"HBI"
"327";50082;4;"w";1000;1;424;2012;"HBI"
"328";50082;1;"n";1000;2;-9;2012;"HBI"
"329";50083;4;"w";1000;2;-9;2012;"HBI"
"330";50083;3;"s";1000;2;-9;2012;"HBI"
"331";50083;2;"o";1000;2;-9;2012;"HBI"
"332";50083;1;"n";1000;1;425;2012;"HBI"
"333";50084;3;"s";1000;1;224;2012;"HBI"
"334";50084;1;"n";1000;1;212;2012;"HBI"
"335";50084;2;"o";1000;1;255;2012;"HBI"
"336";50084;4;"w";1000;1;240;2012;"HBI"
"337";50085;3;"s";1000;1;126;2012;"HBI"
"338";50085;4;"w";1000;1;310;2012;"HBI"
"339";50085;2;"o";1000;1;320;2012;"HBI"
"340";50085;1;"n";1000;1;87;2012;"HBI"
"341";50086;3;"s";1000;2;-9;2012;"HBI"
"342";50086;2;"o";1000;2;-9;2012;"HBI"
"343";50086;4;"w";1000;2;-9;2012;"HBI"
"344";50086;1;"n";1000;2;-9;2012;"HBI"
"345";50087;2;"o";1000;1;366;2012;"HBI"
"346";50087;3;"s";1000;1;200;2012;"HBI"
"347";50087;1;"n";1000;1;321;2012;"HBI"
"348";50087;4;"w";1000;1;317;2012;"HBI"
"349";50088;4;"w";1000;2;-9;2012;"HBI"
"350";50088;1;"n";1000;1;140;2012;"HBI"
"351";50088;2;"o";1000;1;480;2012;"HBI"
"352";50088;3;"s";1000;2;-9;2012;"HBI"
"353";50089;2;"o";1000;1;242;2012;"HBI"
"354";50089;1;"n";1000;1;165;2012;"HBI"
"355";50089;3;"s";1000;1;115;2012;"HBI"
"356";50089;4;"w";1000;1;215;2012;"HBI"
"357";50090;4;"w";1000;2;-9;2012;"HBI"
"358";50090;1;"n";1000;1;290;2012;"HBI"
"359";50090;3;"s";1000;1;481;2012;"HBI"
"360";50090;2;"o";1000;1;342;2012;"HBI"
"361";50091;1;"n";1000;2;-9;2012;"HBI"
"362";50091;3;"s";1000;2;-9;2012;"HBI"
"363";50091;4;"w";1000;2;-9;2012;"HBI"
"364";50091;2;"o";1000;2;-9;2012;"HBI"
"365";50092;1;"n";1000;1;427;2012;"HBI"
"366";50092;3;"s";1000;1;232;2012;"HBI"
"367";50092;2;"o";1000;1;177;2012;"HBI"
"368";50092;4;"w";1000;1;455;2012;"HBI"
"369";50093;3;"s";1000;1;135;2012;"HBI"
"370";50093;2;"o";1000;1;241;2012;"HBI"
"371";50093;4;"w";1000;1;80;2012;"HBI"
"372";50093;1;"n";1000;1;270;2012;"HBI"
"373";50094;1;"n";1000;2;-9;2012;"HBI"
"374";50094;3;"s";1000;2;-9;2012;"HBI"
"375";50094;2;"o";1000;2;-9;2012;"HBI"
"376";50094;4;"w";1000;2;-9;2012;"HBI"
"377";50095;4;"w";1000;1;300;2012;"HBI"
"378";50095;1;"n";1000;1;280;2012;"HBI"
"379";50095;2;"o";1000;1;130;2012;"HBI"
"380";50095;3;"s";1000;1;195;2012;"HBI"
