bund_nr,lfd_nr,typ,baumgruppe,anzahl,durchmesser,laenge,zersetzung
50023,69,4,1,-9,16,2,3
50023,70,1,1,-9,8,47,2
50023,71,4,2,-9,13,2,2
50023,72,1,1,-9,9,15,3
50023,73,4,2,-9,12,1,2
50023,74,1,2,-9,8,58,2
50023,75,1,1,-9,12,6,2
50023,76,4,1,-9,23,3,3
50023,77,1,1,-9,10,20,4
50023,78,4,2,-9,14,1,2
50023,79,1,2,-9,9,23,2
50023,80,1,1,-9,13,34,2
50023,81,4,1,-9,21,2,2
50023,82,1,1,-9,17,29,3
50023,83,1,2,-9,10,67,3
50023,84,4,1,-9,27,3,2
50023,85,4,1,-9,22,2,2
50023,86,1,1,-9,14,17,2
50023,87,1,2,-9,8,106,2
50023,88,1,1,-9,23,11,1
50023,89,1,1,-9,13,20,3
50023,90,1,1,-9,20,15,2
50023,91,1,1,-9,15,74,2
50023,92,1,1,-9,12,123,3
50023,93,1,1,-9,13,15,2
50023,94,1,1,-9,14,20,2
50023,95,4,1,-9,24,2,5
50023,96,1,1,-9,11,12,2
50023,97,1,1,-9,16,15,4
50023,98,1,1,-9,14,17,5
50023,99,1,1,-9,12,30,3
50023,100,1,1,-9,14,22,3
50023,101,1,1,-9,18,28,2
50023,102,4,1,-9,21,2,4
50023,103,1,1,-9,13,24,2
50023,104,4,2,-9,11,3,3
50023,105,1,1,-9,14,10,2
50023,106,4,2,-9,11,2,2
50023,107,1,1,-9,11,18,2
50023,108,1,1,-9,7,64,3
50023,109,4,1,-9,21,2,5
50023,110,1,1,-9,18,12,4
50023,111,4,1,-9,20,2,2
50023,112,4,1,-9,15,2,4
50023,113,1,1,-9,8,25,4
50023,114,1,1,-9,20,6,3
50023,115,1,1,-9,19,23,2
50023,116,1,1,-9,10,81,3
50023,117,1,1,-9,9,75,2
50023,118,1,1,-9,17,8,2
50023,119,1,1,-9,12,24,3
50023,120,1,1,-9,16,10,3
50023,121,1,1,-9,13,15,3
50023,122,1,1,-9,15,24,3
50023,123,1,1,-9,10,35,3
50023,124,1,1,-9,10,20,3
50023,125,1,1,-9,9,17,3
50023,126,1,1,-9,17,4,2
50023,127,1,1,-9,9,27,4
50023,128,1,1,-9,13,20,3
50023,129,4,1,-9,20,2,5
50023,130,1,1,-9,14,17,3
50023,131,1,1,-9,13,30,3
50023,132,1,1,-9,24,3,3
50023,133,4,1,-9,26,6,2
50023,134,1,1,-9,11,18,3
50023,135,1,1,-9,23,18,2
50023,136,1,1,-9,21,16,2
50023,137,1,1,-9,15,27,2
50023,138,1,1,-9,17,13,2
50023,139,1,1,-9,20,16,2
50023,140,1,1,-9,18,14,2
50023,141,1,1,-9,11,22,4
50023,142,1,1,-9,10,15,2
50023,143,1,1,-9,9,32,2
50023,144,1,1,-9,13,34,2
50023,145,1,1,-9,13,14,2
50023,146,1,1,-9,10,15,2
50023,147,1,1,-9,17,2,2
50023,148,1,1,-9,12,14,2
50023,42,4,2,-9,10,1,2
50023,1,1,1,-9,19,15,2
50023,2,1,1,-9,13,30,4
50023,3,1,1,-9,21,1,2
50023,4,1,1,-9,24,6,2
50023,5,1,1,-9,12,22,3
50023,6,1,1,-9,12,32,3
50023,7,4,1,-9,25,2,3
50023,8,1,1,-9,8,25,4
50023,9,1,1,-9,12,18,4
50023,10,1,1,-9,15,44,3
50023,11,4,1,-9,14,1,4
50023,12,2,1,-9,20,190,1
50023,13,4,1,-9,14,2,4
50023,14,1,1,-9,12,16,3
50023,15,1,1,-9,10,12,3
50023,16,1,1,-9,16,16,2
50023,17,1,1,-9,8,63,2
50023,18,4,1,-9,34,2,3
50023,19,1,1,-9,25,42,3
50023,20,1,1,-9,9,13,2
50023,21,4,2,-9,10,2,2
50023,22,1,1,-9,15,48,3
50023,23,4,1,-9,22,2,3
50023,24,1,1,-9,18,26,3
50023,25,1,1,-9,25,11,2
50023,26,4,1,-9,28,3,2
50023,27,1,1,-9,19,188,2
50023,28,1,1,-9,12,38,4
50023,29,1,1,-9,17,18,3
50023,30,4,2,-9,13,1,2
50024,1,1,1,-9,15,13,3
50024,2,1,2,-9,14,9,4
50024,3,1,2,-9,18,4,4
50025,1,1,1,-9,13,10,1
50025,2,5,2,-9,19,112,4
50025,3,1,2,-9,19,22,3
50025,4,1,3,-9,21,30,4
50025,5,1,1,-9,11,38,3
50025,6,1,2,-9,11,35,3
50025,7,1,2,-9,12,25,2
50025,8,1,1,-9,12,35,2
50025,9,1,1,-9,14,35,2
50025,10,1,1,-9,11,40,2
50025,11,1,1,-9,14,12,3
50025,12,2,3,-9,35,217,1
50025,13,2,3,-9,27,214,1
50025,14,2,3,-9,46,193,1
50025,15,5,3,-9,26,120,2
50025,16,2,2,-9,19,216,1
50025,17,1,2,-9,16,30,2
50025,18,1,3,-9,34,187,1
50025,19,1,2,-9,9,11,1
50026,1,4,3,-9,26,1,5
50026,2,1,3,-9,11,11,3
50026,3,4,3,-9,38,1,3
50026,4,1,3,-9,10,19,3
50026,5,4,3,-9,56,1,4
50026,6,1,3,-9,10,21,4
50026,7,1,3,-9,12,92,4
50026,8,4,3,-9,60,1,4
50026,9,4,3,-9,54,1,4
50026,10,1,3,-9,15,1,4
50027,1,4,1,-9,20,3,4
50027,2,4,1,-9,18,1,5
50027,3,1,1,-9,11,13,3
50027,4,1,1,-9,15,2,5
50027,5,4,1,-9,25,1,4
50027,6,4,1,-9,26,1,3
50027,7,4,2,-9,17,1,5
50027,8,4,2,-9,18,1,5
50027,9,4,2,-9,25,1,4
50027,10,4,1,-9,23,2,5
50027,11,1,1,-9,11,12,4
50027,12,1,1,-9,18,12,4
50027,13,1,1,-9,13,12,5
50027,14,4,1,-9,35,2,4
50027,15,1,1,-9,12,20,2
50027,16,4,1,-9,25,2,3
50027,17,4,1,-9,32,1,4
50027,18,4,1,-9,19,2,5
50027,19,4,1,-9,18,1,4
50027,20,1,1,-9,22,7,3
50027,21,1,1,-9,8,37,3
50027,22,4,1,-9,27,2,4
50027,23,4,1,-9,23,2,5
50028,1,4,1,-9,20,2,5
50028,2,4,1,-9,13,2,3
50028,3,1,3,-9,10,10,3
50028,4,1,1,-9,20,3,5
50028,5,4,1,-9,16,1,5
50028,6,1,1,-9,13,6,4
50028,7,1,1,-9,9,12,4
50028,8,1,1,-9,19,6,4
50028,9,1,1,-9,21,11,4
50028,10,1,1,-9,16,9,4
50028,11,1,1,-9,14,15,4
50028,12,4,1,-9,25,1,5
50028,13,5,3,-9,16,144,4
50028,14,4,3,-9,14,1,4
50028,15,4,3,-9,26,3,3
50028,16,4,3,-9,20,3,3
50029,1,4,1,-9,16,1,5
50029,2,1,1,-9,10,41,5
50029,3,1,1,-9,8,28,5
50029,4,4,1,-9,21,1,4
50029,5,4,1,-9,15,1,5
50029,6,4,1,-9,19,1,4
50029,7,4,1,-9,16,1,5
50029,8,4,1,-9,26,1,5
50029,9,4,1,-9,20,1,5
50029,10,4,1,-9,15,1,5
50029,11,4,1,-9,26,1,4
50029,12,1,1,-9,11,50,4
50029,13,4,1,-9,20,1,3
50029,14,4,1,-9,24,1,4
50029,15,4,1,-9,24,1,4
50029,16,4,1,-9,22,1,5
50029,17,4,1,-9,15,1,4
50030,1,1,2,-9,10,83,2
50030,2,5,2,-9,52,272,2
50030,3,1,2,-9,10,35,4
50030,4,4,2,-9,20,1,5
50030,5,4,2,-9,15,8,4
50030,6,1,2,-9,16,28,5
50030,7,3,2,-9,76,115,2
50030,8,3,3,-9,35,21,4
50031,1,4,3,-9,42,2,4
50031,2,1,3,-9,10,22,4
50031,3,4,3,-9,21,1,4
50031,4,4,2,-9,47,1,4
50031,5,1,3,-9,11,24,4
50031,6,1,3,-9,11,13,4
50031,7,1,3,-9,10,20,4
50031,8,1,3,-9,12,33,4
50031,9,4,2,-9,25,1,4
50031,10,4,2,-9,55,2,3
50031,11,1,3,-9,12,40,3
50031,12,4,2,-9,54,1,4
50031,13,4,3,-9,38,1,3
50032,36,1,1,-9,9,18,2
50032,1,4,1,-9,13,1,4
50032,2,1,1,-9,36,1,2
50032,3,1,1,-9,23,3,4
50032,4,1,1,-9,23,1,2
50032,5,1,1,-9,9,7,2
50032,6,4,1,-9,26,1,2
50032,7,4,1,-9,36,1,2
50032,8,4,1,-9,34,2,4
50032,9,4,3,-9,53,1,4
50032,10,4,1,-9,20,1,2
50032,11,1,3,-9,17,3,4
50032,12,4,1,-9,31,2,2
50032,13,4,1,-9,36,2,4
50032,14,4,1,-9,27,2,4
50032,15,4,1,-9,22,1,2
50032,16,4,1,-9,16,1,5
50032,17,4,1,-9,27,2,4
50032,18,1,1,-9,8,28,3
50032,19,4,1,-9,28,1,4
50032,20,4,1,-9,16,1,2
50032,21,4,1,-9,24,1,2
50032,22,1,1,-9,9,12,2
50032,23,1,1,-9,25,2,2
50032,24,1,1,-9,9,15,2
50032,25,1,1,-9,9,14,2
50032,26,1,1,-9,8,19,2
50032,27,1,1,-9,8,13,2
50032,28,1,1,-9,9,7,2
50032,29,1,1,-9,22,2,2
50032,30,1,1,-9,15,2,2
50032,31,1,1,-9,22,6,2
50032,32,1,1,-9,8,15,2
50032,33,4,1,-9,20,1,4
50032,34,4,1,-9,25,2,5
50032,35,4,1,-9,43,2,2
50032,37,1,1,-9,9,20,2
50032,38,1,1,-9,26,2,2
50032,39,1,1,-9,20,3,2
50032,40,4,1,-9,38,2,4
50032,41,4,3,-9,28,2,5
50032,42,1,1,-9,27,2,2
50032,43,1,1,-9,10,10,4
50032,44,1,1,-9,10,14,2
50032,45,4,3,-9,40,1,5
50032,46,1,1,-9,29,6,2
50032,47,1,1,-9,22,3,2
50032,48,4,1,-9,44,2,2
50032,49,1,1,-9,10,15,2
50032,50,1,1,-9,10,15,2
50032,51,1,1,-9,18,5,2
50032,52,1,1,-9,22,3,2
50032,53,1,1,-9,13,17,2
50032,54,1,1,-9,12,20,2
50032,55,1,1,-9,29,1,2
50032,56,1,1,-9,35,1,2
50032,57,4,1,-9,30,2,3
50032,58,4,1,-9,34,2,2
50032,59,4,1,-9,22,1,2
50032,60,4,1,-9,25,1,2
50032,61,4,1,-9,14,1,2
50032,62,4,1,-9,38,2,2
50032,63,4,1,-9,17,1,3
50032,64,4,1,-9,22,1,4
50032,65,4,1,-9,34,2,4
50032,66,4,1,-9,25,2,4
50032,67,4,1,-9,27,2,4
50032,68,4,1,-9,27,2,4
50032,69,4,1,-9,34,2,3
50032,70,4,1,-9,33,1,3
50032,71,4,1,-9,22,1,5
50033,35,4,2,-9,36,1,2
50033,2,1,2,-9,11,7,4
50033,3,1,2,-9,10,46,2
50033,4,1,2,-9,9,60,2
50033,5,1,2,-9,8,60,2
50033,6,1,2,-9,13,28,2
50033,7,1,2,-9,13,3,2
50033,8,4,2,-9,40,1,3
50033,9,1,2,-9,10,21,2
50033,10,1,2,-9,8,52,2
50033,11,1,2,-9,8,52,2
50033,12,1,2,-9,23,64,2
50033,13,4,2,-9,32,1,2
50033,14,1,1,-9,10,36,2
50033,15,1,1,-9,14,37,2
50033,16,1,2,-9,10,15,3
50033,17,1,2,-9,11,94,3
50033,18,1,1,-9,17,16,2
50033,19,1,2,-9,8,62,3
50033,20,1,2,-9,7,56,3
50033,21,1,2,-9,11,12,3
50033,22,1,2,-9,29,74,2
50033,23,1,2,-9,11,60,3
50033,24,1,2,-9,8,87,3
50033,25,1,2,-9,20,79,2
50033,26,4,2,-9,47,1,3
50033,27,1,2,-9,14,24,2
50033,1,4,2,-9,32,1,2
50033,28,1,2,-9,11,34,2
50033,29,1,2,-9,10,25,3
50033,30,1,2,-9,18,32,2
50033,31,1,1,-9,10,22,2
50033,32,1,2,-9,11,60,4
50033,33,4,2,-9,39,1,3
50033,34,1,2,-9,8,55,5
50034,4,1,3,-9,13,106,3
50034,1,3,2,-9,40,87,2
50034,2,1,3,-9,25,77,3
50034,3,1,3,-9,14,46,3
50034,5,1,3,-9,11,55,3
50034,6,1,3,-9,21,127,4
50034,7,1,3,-9,13,61,3
50034,8,1,2,-9,28,30,2
50034,9,1,2,-9,10,68,3
50034,10,1,3,-9,13,71,3
50034,11,1,3,-9,15,25,3
50034,12,3,3,-9,25,25,4
50034,13,1,3,-9,10,91,3
50034,14,1,3,-9,9,35,3
50034,15,1,2,-9,15,100,4
50034,16,2,3,-9,66,187,2
50035,3,1,1,-9,11,40,3
50035,4,4,1,-9,16,1,4
50035,5,4,1,-9,16,1,2
50035,6,1,1,-9,18,35,4
50035,7,1,1,-9,38,50,5
50035,8,4,1,-9,34,4,2
50035,9,1,1,-9,13,16,2
50035,1,1,1,-9,32,16,2
50035,2,1,1,-9,16,16,3
50036,9,4,1,-9,28,1,3
50036,10,1,1,-9,8,40,1
50036,12,4,1,-9,43,3,4
50036,11,4,1,-9,40,1,4
50036,1,4,1,-9,43,2,4
50036,2,4,1,-9,41,1,4
50036,3,4,1,-9,28,1,4
50036,4,1,1,-9,14,12,5
50036,5,4,1,-9,29,1,5
50036,6,1,1,-9,27,8,4
50036,7,4,1,-9,25,3,4
50036,8,1,1,-9,17,45,5
50037,11,4,3,-9,43,2,4
50037,1,2,3,-9,21,174,3
50037,2,1,3,-9,12,80,2
50037,3,1,2,-9,8,111,3
50037,4,1,2,-9,11,33,3
50037,5,1,3,-9,26,35,2
50037,6,2,3,-9,37,174,2
50037,7,1,2,-9,20,3,4
50037,8,4,3,-9,28,2,4
50037,9,1,2,-9,24,8,2
50037,10,1,3,-9,10,62,3
50038,19,1,2,-9,14,40,4
50038,1,4,2,-9,35,1,5
50038,2,4,2,-9,15,1,4
50038,3,1,2,-9,10,15,5
50038,4,1,2,-9,10,30,5
50038,5,2,2,-9,10,111,2
50038,6,4,2,-9,20,1,4
50038,7,4,2,-9,20,1,4
50038,20,4,2,-9,44,1,4
50038,8,1,2,-9,8,74,4
50038,9,1,2,-9,10,59,2
50038,10,2,2,-9,12,143,1
50038,11,4,2,-9,14,3,3
50038,12,1,2,-9,11,30,5
50038,13,1,2,-9,9,55,3
50038,14,1,2,-9,48,16,4
50038,15,4,3,-9,31,1,4
50038,16,1,2,-9,10,67,4
50038,17,4,2,-9,13,2,4
50038,18,4,2,-9,17,1,4
50039,5,1,1,-9,8,13,2
50039,1,5,2,-9,11,80,2
50039,2,1,2,-9,25,9,2
50039,3,1,2,-9,17,6,4
50039,4,1,2,-9,17,6,4
50039,6,2,2,-9,11,128,1
50039,7,1,2,-9,17,12,3
50039,8,1,2,-9,10,17,3
50039,9,1,2,-9,13,20,3
50039,10,1,2,-9,9,17,2
50039,11,1,1,-9,15,21,2
50039,12,1,2,-9,11,15,2
50039,13,1,2,-9,10,21,2
50039,14,1,2,-9,10,63,2
50039,15,1,2,-9,12,18,3
50039,16,1,2,-9,12,14,4
50039,17,1,2,-9,9,20,4
50039,18,2,2,-9,16,176,1
50039,19,1,2,-9,13,12,3
50039,20,1,2,-9,12,23,3
50039,21,2,2,-9,24,184,1
50039,22,2,2,-9,13,124,2
50039,23,4,2,-9,11,1,5
50039,24,4,2,-9,13,3,5
50039,25,1,2,-9,12,28,5
50039,26,4,2,-9,10,12,5
50039,27,4,2,-9,16,1,4
50039,28,1,2,-9,9,65,3
50039,29,1,2,-9,8,53,3
50039,30,1,2,-9,8,65,2
50039,31,4,2,-9,17,2,4
50039,32,2,2,-9,12,129,1
50039,33,1,2,-9,12,63,3
50039,34,1,2,-9,8,32,2
50039,35,1,2,-9,7,45,4
50039,36,3,2,-9,23,65,3
50039,37,1,2,-9,16,62,4
50039,38,1,2,-9,14,4,4
50039,39,1,2,-9,9,14,3
50039,40,1,2,-9,8,22,2
50039,41,1,2,-9,10,15,2
50040,8,4,3,-9,38,1,4
50040,9,4,2,-9,40,4,3
50040,1,1,2,-9,14,45,5
50040,2,4,3,-9,32,1,3
50040,3,4,3,-9,26,1,3
50040,4,4,2,-9,51,4,4
50040,5,4,2,-9,25,1,4
50040,6,4,2,-9,27,2,4
50040,7,4,3,-9,32,2,3
50041,9,4,1,-9,42,2,4
50041,11,4,1,-9,29,7,3
50041,12,1,1,-9,28,19,3
50041,13,4,1,-9,24,2,4
50041,14,1,1,-9,22,5,5
50041,15,1,1,-9,16,7,4
50041,16,1,1,-9,12,124,2
50041,17,1,1,-9,11,124,2
50041,18,1,1,-9,14,13,3
50041,19,4,1,-9,18,2,5
50041,20,4,1,-9,19,2,5
50041,21,1,1,-9,13,12,5
50041,22,1,1,-9,10,17,4
50041,23,1,1,-9,14,7,3
50041,24,1,1,-9,15,14,3
50041,25,1,1,-9,15,13,3
50041,26,1,1,-9,12,15,4
50041,27,1,1,-9,13,14,4
50041,28,1,1,-9,12,14,3
50041,29,1,1,-9,12,16,3
50041,30,1,1,-9,11,30,3
50041,31,4,1,-9,36,3,4
50041,32,1,1,-9,31,6,4
50041,33,4,1,-9,15,1,5
50041,34,4,1,-9,19,2,5
50041,35,1,1,-9,13,11,5
50041,36,1,1,-9,16,6,4
50041,37,4,1,-9,18,2,4
50041,38,1,1,-9,21,23,4
50041,39,4,2,-9,16,2,4
50041,40,1,1,-9,13,30,3
50041,41,1,1,-9,20,24,4
50041,42,1,1,-9,18,46,4
50041,43,1,1,-9,8,50,4
50041,44,4,1,-9,21,7,3
50041,45,1,1,-9,19,15,4
50041,46,4,2,-9,28,3,4
50041,47,4,1,-9,20,3,4
50041,48,4,1,-9,21,3,4
50041,49,1,1,-9,15,3,4
50041,50,1,1,-9,22,19,4
50041,51,4,1,-9,19,3,4
50041,52,1,1,-9,16,4,4
50041,53,1,1,-9,12,15,3
50041,54,1,1,-9,14,7,4
50041,55,4,1,-9,31,3,3
50041,56,1,1,-9,18,12,4
50041,57,1,1,-9,18,9,4
50041,58,1,1,-9,12,20,4
50041,59,1,1,-9,11,16,4
50041,60,4,1,-9,18,2,4
50041,61,1,1,-9,11,13,4
50041,62,1,1,-9,13,18,4
50041,63,1,1,-9,8,14,4
50041,64,1,1,-9,9,4,4
50041,65,4,2,-9,19,2,4
50041,66,4,1,-9,29,2,4
50041,67,4,2,-9,10,3,4
50041,68,4,1,-9,26,2,3
50041,69,1,1,-9,23,4,4
50041,70,4,1,-9,29,3,4
50041,71,1,1,-9,9,40,4
50041,72,1,1,-9,30,1,3
50041,73,4,1,-9,35,4,3
50041,74,1,1,-9,9,12,4
50041,75,1,1,-9,8,18,4
50041,76,1,1,-9,12,15,4
50041,77,1,1,-9,13,23,4
50041,78,4,1,-9,11,1,3
50041,79,1,1,-9,12,14,5
50041,80,4,1,-9,19,1,4
50041,81,1,1,-9,9,35,5
50041,82,4,1,-9,16,1,4
50041,83,4,1,-9,16,1,4
50041,84,1,1,-9,9,27,4
50041,85,1,1,-9,12,11,4
50041,86,4,1,-9,18,2,3
50041,87,4,1,-9,25,3,4
50041,88,1,1,-9,12,4,5
50041,89,1,1,-9,13,20,3
50041,90,1,1,-9,18,27,4
50041,91,4,1,-9,22,2,4
50041,92,1,1,-9,14,15,4
50041,93,1,1,-9,9,35,4
50041,94,1,1,-9,16,18,4
50041,95,1,1,-9,12,18,5
50041,96,4,1,-9,17,2,3
50041,97,1,1,-9,10,20,4
50041,98,1,1,-9,13,17,5
50041,10,4,1,-9,24,2,4
50041,99,1,1,-9,11,55,4
50041,100,1,1,-9,9,12,5
50041,101,1,1,-9,11,15,3
50041,102,1,1,-9,12,7,3
50041,103,4,1,-9,28,3,3
50041,104,1,1,-9,11,77,4
50041,105,1,1,-9,10,22,4
50041,106,4,1,-9,14,1,5
50041,107,1,1,-9,9,57,3
50041,108,1,1,-9,8,55,5
50041,109,4,1,-9,20,2,3
50041,110,1,1,-9,9,12,4
50041,111,1,1,-9,32,5,4
50041,112,4,1,-9,23,2,4
50041,113,1,1,-9,7,12,4
50041,114,1,1,-9,10,8,5
50041,115,4,1,-9,30,2,3
50041,116,1,1,-9,7,17,3
50041,117,1,1,-9,15,5,5
50041,118,1,1,-9,9,7,3
50041,119,4,1,-9,23,2,5
50041,120,1,2,-9,8,27,2
50041,121,4,1,-9,22,2,3
50041,122,4,2,-9,16,2,4
50041,123,4,1,-9,28,2,3
50041,124,4,2,-9,23,2,4
50041,125,3,1,-9,32,171,2
50041,126,1,2,-9,10,11,2
50041,127,4,1,-9,15,2,5
50041,128,1,2,-9,6,57,2
50041,129,1,2,-9,10,45,5
50041,130,1,2,-9,6,64,2
50041,131,3,1,-9,24,93,3
50041,132,5,1,-9,10,155,2
50041,134,1,1,-9,18,3,4
50041,133,1,2,-9,8,51,2
50041,1,4,1,-9,27,2,3
50041,2,1,1,-9,22,18,5
50041,3,4,1,-9,24,2,5
50041,4,4,1,-9,17,3,4
50041,5,1,1,-9,11,17,5
50041,6,4,1,-9,40,3,3
50041,7,4,3,-9,10,2,5
50041,8,1,1,-9,20,3,4
50042,16,4,1,-9,30,1,3
50042,1,4,1,-9,44,3,2
50042,2,4,1,-9,42,3,2
50042,3,1,1,-9,35,3,4
50042,4,4,1,-9,38,6,3
50042,5,4,1,-9,25,2,5
50042,6,4,1,-9,30,2,4
50042,7,4,1,-9,11,2,4
50042,8,4,1,-9,16,1,4
50042,9,4,1,-9,38,1,4
50042,10,1,1,-9,7,60,4
50042,11,4,1,-9,36,2,5
50042,12,4,1,-9,33,2,5
50042,13,4,1,-9,14,5,4
50042,14,4,1,-9,45,5,3
50042,15,4,1,-9,16,1,4
50042,17,4,1,-9,48,3,3
50042,18,4,1,-9,25,3,5
50042,19,4,1,-9,42,3,3
50042,20,1,1,-9,41,7,4
50042,21,1,1,-9,41,7,4
50042,22,1,1,-9,20,13,3
50042,23,4,1,-9,23,2,5
50042,24,4,1,-9,46,2,3
50042,25,1,1,-9,26,8,3
50042,26,4,1,-9,25,2,4
50042,27,1,1,-9,9,20,3
50042,28,1,1,-9,24,12,4
50042,29,4,1,-9,38,6,4
50042,30,4,1,-9,26,2,5
50042,31,4,1,-9,19,2,4
50042,32,4,1,-9,28,4,5
50042,33,4,1,-9,14,4,5
50042,34,1,1,-9,11,20,3
50042,35,1,1,-9,10,15,4
50042,36,4,1,-9,22,3,5
50042,37,4,1,-9,29,5,4
50042,38,4,1,-9,36,3,2
50042,39,4,1,-9,12,4,4
50042,40,4,1,-9,22,2,4
50042,41,1,1,-9,20,14,4
50042,42,5,1,-9,11,136,3
50042,43,4,1,-9,20,2,5
50042,44,1,1,-9,35,5,5
50042,45,4,1,-9,16,1,5
50042,46,4,1,-9,25,1,4
50042,47,4,1,-9,18,3,3
50042,48,4,1,-9,44,2,4
50042,49,1,1,-9,20,10,4
50042,50,1,1,-9,13,19,4
50042,51,1,1,-9,9,60,5
50042,52,1,1,-9,16,11,4
50042,53,1,1,-9,8,92,4
50042,54,4,1,-9,25,3,5
50042,55,1,1,-9,8,20,3
50042,56,4,1,-9,18,3,5
50042,57,4,1,-9,17,1,5
50042,58,4,1,-9,24,1,5
50042,59,4,1,-9,17,2,5
50042,60,4,1,-9,27,1,4
50043,1,4,1,-9,14,2,4
50043,2,3,2,-9,10,108,2
50043,3,1,2,-9,17,13,4
50043,4,1,1,-9,12,21,4
50043,5,1,1,-9,12,21,4
50043,6,4,2,-9,11,9,4
50043,7,1,1,-9,15,26,3
50043,8,1,2,-9,8,24,3
50043,9,5,1,-9,13,111,2
50043,10,1,1,-9,8,20,3
50043,11,1,1,-9,14,1,5
50043,12,2,2,-9,10,129,2
50043,13,4,1,-9,13,3,5
50043,14,5,1,-9,13,130,2
50043,15,4,1,-9,13,3,4
50043,16,3,1,-9,37,13,2
50043,17,1,1,-9,17,194,2
50043,18,2,1,-9,11,170,2
50043,19,4,1,-9,21,1,5
50043,20,4,1,-9,14,2,4
50043,21,1,1,-9,10,19,4
50043,22,2,2,-9,20,181,2
50043,23,4,1,-9,14,2,4
50043,24,1,1,-9,20,11,3
50043,25,1,1,-9,17,60,3
50043,26,4,1,-9,10,3,3
50043,27,4,1,-9,11,3,3
50043,28,5,1,-9,15,149,3
50043,29,1,2,-9,10,14,4
50043,30,1,1,-9,14,15,4
50044,1,4,1,-9,30,3,4
50044,2,4,1,-9,10,1,5
50044,3,4,1,-9,28,3,3
50044,4,4,1,-9,10,1,5
50044,5,4,1,-9,26,5,4
50044,6,4,1,-9,14,2,4
50044,7,4,1,-9,24,3,5
50044,8,4,1,-9,12,2,5
50044,9,1,1,-9,9,18,4
50044,10,4,2,-9,18,2,3
50044,11,4,2,-9,18,1,3
50044,12,4,1,-9,33,4,5
50044,13,4,1,-9,50,3,5
50044,14,4,1,-9,34,3,4
50044,15,4,1,-9,27,2,5
50044,16,4,1,-9,50,1,4
50044,17,4,1,-9,28,2,5
50044,18,4,1,-9,43,4,4
50044,19,4,1,-9,32,2,4
50044,20,1,1,-9,23,1,5
50045,1,1,2,-9,12,55,4
50045,2,1,1,-9,9,94,4
50045,3,4,1,-9,26,1,5
50045,4,4,2,-9,17,6,4
50045,5,1,1,-9,15,130,3
50045,6,1,2,-9,12,90,4
50045,7,1,2,-9,13,72,4
50045,8,1,2,-9,10,8,4
50045,9,1,2,-9,11,22,3
50045,10,3,1,-9,19,147,2
50045,11,1,2,-9,9,49,2
50045,12,3,2,-9,18,61,2
50045,13,3,2,-9,11,31,1
50045,14,1,2,-9,16,8,4
50045,15,4,2,-9,25,5,4
50045,16,1,2,-9,13,76,5
50045,17,1,2,-9,10,44,4
50045,18,5,1,-9,21,155,5
50046,1,4,2,-9,17,1,5
50046,2,4,2,-9,35,1,5
50046,3,1,2,-9,10,36,3
50046,4,4,2,-9,45,1,5
50046,5,4,2,-9,23,1,2
50046,6,4,2,-9,24,2,2
50046,7,4,2,-9,18,1,5
50046,8,4,2,-9,55,3,4
50046,9,4,2,-9,27,2,5
50047,1,1,1,-9,12,6,2
50047,2,4,1,-9,23,2,4
50047,3,1,1,-9,7,45,2
50047,4,1,1,-9,10,9,2
50047,5,1,1,-9,9,15,2
50047,6,4,1,-9,33,2,3
50047,7,1,1,-9,13,11,2
50047,8,4,1,-9,14,1,4
50047,9,1,1,-9,10,11,2
50047,10,4,1,-9,10,1,1
50047,11,4,1,-9,31,1,3
50047,12,4,1,-9,20,1,3
50047,13,4,1,-9,30,2,4
50047,14,4,1,-9,24,1,4
50047,15,4,1,-9,18,1,4
50047,16,1,1,-9,15,10,5
50047,17,4,1,-9,12,1,5
50047,18,1,1,-9,10,34,2
50047,19,4,1,-9,10,1,4
50047,20,4,1,-9,45,1,5
50047,21,4,1,-9,12,4,4
50047,22,4,1,-9,15,1,4
50047,23,4,1,-9,17,1,4
50048,1,4,1,-9,24,6,2
50048,2,4,1,-9,20,6,2
50048,3,4,1,-9,19,9,2
50048,4,1,1,-9,18,6,2
50048,5,1,1,-9,22,4,2
50048,6,1,1,-9,17,85,2
50048,7,1,1,-9,12,58,3
50048,8,4,1,-9,18,2,3
50048,9,4,1,-9,29,3,2
50048,10,1,1,-9,25,10,2
50048,11,1,1,-9,22,6,2
50048,12,1,2,-9,9,18,2
50048,13,4,1,-9,30,12,2
50048,14,1,1,-9,11,26,2
50048,15,1,1,-9,9,39,2
50048,16,1,1,-9,10,15,2
50048,17,1,1,-9,10,15,2
50048,18,1,1,-9,7,55,2
50048,19,4,1,-9,24,9,2
50048,20,1,1,-9,12,15,2
50048,21,1,1,-9,10,30,2
50048,22,1,1,-9,11,30,2
50048,23,1,1,-9,16,15,3
50048,24,1,1,-9,10,15,2
50048,25,1,1,-9,10,12,2
50048,26,1,1,-9,9,12,2
50048,27,1,1,-9,11,12,2
50048,28,1,1,-9,9,15,2
50048,29,4,1,-9,20,5,2
50048,30,4,1,-9,24,3,2
50048,31,1,1,-9,11,13,3
50048,32,1,1,-9,10,9,4
50048,33,1,1,-9,10,60,2
50048,34,1,1,-9,12,11,2
50048,35,1,1,-9,10,21,2
50048,36,1,1,-9,11,11,2
50048,37,1,1,-9,12,32,2
