bund_nr,uthori,grus,kies,stein,bodenart,humifizierung,grobanteil,genese,gestein_1,gestein_2,gestein_3
120001,10,0,0,0,su2,-2,0,964,941,999,-1
120001,20,0,0,0,su2,-2,0,964,941,999,-1
120001,40,0,0,0,su2,-2,0,964,941,928,-1
120001,70,0,6,0,su2,-2,-9,964,928,-1,-1
120001,90,0,6,0,fsms,-2,-9,928,964,-1,-1
120001,130,0,0,0,fsms,-2,0,928,-1,-1,-1
120001,177,0,0,0,us,-2,0,928,-1,-1,-1
120001,193,0,0,0,fs,-2,0,928,-1,-1,-1
120002,20,0,0,0,su2,-2,0,969,941,-1,-1
120002,35,0,0,0,ms,-2,0,969,-1,-1,-1
120002,40,0,6,0,ms,-2,-9,969,-1,-1,-1
120002,55,0,6,6,su2,-2,-9,928,969,-1,-1
120002,90,0,6,0,su2,-2,-9,928,-1,-1,-1
120002,115,0,6,0,msfs,-2,-9,928,931,-1,-1
120002,125,0,6,0,su2,-2,-9,928,931,-1,-1
120003,19,0,0,0,sl2,-2,0,928,-1,-1,-1
120003,45,0,1,0,sl2,-2,-1,928,-1,-1,-1
120003,87,0,0,0,su3,-2,0,928,-1,-1,-1
120003,117,0,0,0,fsms,-2,0,928,-1,-1,-1
120003,170,0,0,0,fs,-2,0,928,-1,-1,-1
120004,10,0,6,0,ms,-2,-9,999,-1,-1,-1
120004,45,0,6,0,sl2,-2,-9,899,-1,-1,-1
120004,80,0,6,0,slu,-2,-9,899,-1,-1,-1
120004,105,0,6,0,ha,-2,-9,1012,-1,-1,-1
120005,30,0,6,0,su2,-2,-9,969,-1,-1,-1
120005,45,0,17,17,su2,-2,-9,969,-1,-1,-1
120005,75,0,37,17,msgs,-2,-9,869,829,-1,-1
120005,130,0,37,6,msgs,-2,-9,928,969,-1,-1
120005,170,0,37,6,gs,-2,-9,829,-1,-1,-1
120006,25,0,0,0,su2,-2,0,969,928,-1,-1
120006,45,0,0,0,su2,-2,0,969,928,-1,-1
120006,70,0,0,0,msfs,-2,0,928,-1,-1,-1
120006,110,0,0,0,msfs,-2,0,928,-1,-1,-1
120006,165,0,0,0,ms,-2,0,928,-1,-1,-1
120006,210,0,0,0,fs,-2,0,928,-1,-1,-1
120006,230,0,0,0,sl2,-2,0,928,931,-1,-1
120007,4,0,6,0,su2,-2,-9,969,941,-1,-1
120007,16,0,6,0,su2,-2,-9,969,941,-1,-1
120007,36,0,6,6,sl2,-2,-9,969,-1,-1,-1
120007,58,0,6,6,msgs,-2,-9,928,969,-1,-1
120007,82,0,17,6,gs,-2,-9,928,-1,-1,-1
120007,105,0,37,6,gs,-2,-9,928,-1,-1,-1
120007,160,0,6,0,ms,-2,-9,928,-1,-1,-1
120008,10,0,0,0,fsms,-2,0,941,-1,-1,-1
120008,23,0,0,0,su2,-2,0,969,941,-1,-1
120008,38,0,0,0,su2,-2,0,928,-1,-1,-1
120008,70,0,1,0,msfs,-2,-1,928,-1,-1,-1
120008,130,0,0,0,msfs,-2,0,928,-1,-1,-1
120008,170,0,0,0,msfs,-2,0,928,-1,-1,-1
120008,195,0,0,0,msfs,-2,0,928,-1,-1,-1
120009,10,0,6,0,msgs,-2,-9,964,-1,-1,-1
120009,35,0,6,0,msgs,-2,-9,964,-1,-1,-1
120009,70,0,6,0,msgs,-2,-9,964,-1,-1,-1
120009,95,0,0,0,ms,-2,0,964,-1,-1,-1
120009,160,0,0,0,ms,-2,0,964,928,-1,-1
120010,3,0,6,0,sl2,-2,-9,969,-1,-1,-1
120010,10,0,6,0,sl2,-2,-9,969,-1,-1,-1
120010,20,0,6,6,su3,-2,-9,969,-1,-1,-1
120010,34,0,6,6,su3,-2,-9,969,-1,-1,-1
120010,65,0,6,6,su3,-2,-9,969,931,-1,-1
120010,91,0,6,6,su2,-2,-9,931,-1,-1,-1
120010,130,0,6,6,sl2,-2,-9,931,-1,-1,-1
120010,170,0,6,6,sl2,-2,-9,928,931,-1,-1
120010,200,0,6,0,msgs,-2,-9,928,-1,-1,-1
120011,25,0,0,0,su2,-2,0,969,-1,-1,-1
120011,55,0,6,6,su2,-2,-9,969,931,-1,-1
120011,95,0,6,6,fsms,-2,-9,931,-1,-1,-1
120011,130,0,6,6,su3,-2,-9,931,-1,-1,-1
120011,170,0,6,0,sl3,-2,-9,931,-1,-1,-1
120012,3,0,0,0,fs,-2,0,969,941,-1,-1
120012,15,0,6,6,fs,-2,-9,969,-1,-1,-1
120012,40,0,6,6,fs,-2,-9,969,928,-1,-1
120012,75,0,0,0,fs,-2,0,928,-1,-1,-1
120012,105,0,0,0,fs,-2,0,928,-1,-1,-1
120012,155,0,0,0,fs,-2,0,928,-1,-1,-1
120012,180,0,0,0,fs,-2,0,928,-1,-1,-1
120012,205,0,0,0,fs,-2,0,928,-1,-1,-1
120013,5,0,0,0,su2,-2,0,928,969,-1,-1
120013,18,0,1,0,su2,-2,-1,928,969,-1,-1
120013,35,0,1,0,su2,-2,-1,928,969,-1,-1
120013,70,1,1,0,su2,-2,-1,928,969,-1,-1
120013,110,0,1,0,fsms,-2,-1,928,-1,-1,-1
120013,130,0,0,0,fsms,-2,0,928,-1,-1,-1
120013,170,0,0,0,fsms,-2,0,928,-1,-1,-1
120013,210,0,0,0,fsms,-2,0,928,-1,-1,-1
120014,5,0,0,0,su2,-2,0,928,941,-1,-1
120014,17,0,0,0,su2,-2,0,928,941,-1,-1
120014,41,0,0,0,su2,-2,0,928,941,-1,-1
120014,63,0,0,0,su2,-2,0,928,-1,-1,-1
120014,83,0,0,0,msfs,-2,0,928,-1,-1,-1
120014,170,0,0,0,msfs,-2,0,928,-1,-1,-1
120015,7,0,0,0,fsms,-2,0,928,-9,941,-1
120015,37,0,0,0,fsms,-2,0,928,-9,941,-1
120015,60,0,0,0,fsms,-2,0,928,-1,-1,-1
120015,85,0,0,0,fsms,-2,0,928,-1,-1,-1
120015,125,0,0,0,ms,-2,0,928,-1,-1,-1
120016,10,0,0,0,fs,-2,0,964,941,-1,-1
120016,21,0,1,0,msfs,-2,-1,964,-1,-1,-1
120016,39,0,1,0,su2,-2,-1,964,-1,-1,-1
120016,72,0,1,0,su2,-2,-1,928,-1,-1,-1
120016,130,0,0,0,fs,-2,0,928,-1,-1,-1
120016,170,0,1,0,fs,-2,-1,928,-1,-1,-1
120017,6,0,6,0,sl2,-2,-9,969,-1,-1,-1
120017,20,0,6,6,sl2,-2,-9,969,-1,-1,-1
120017,30,0,6,6,sl2,-2,-9,969,-1,-1,-1
120017,45,0,6,6,sl3,-2,-9,931,-1,-1,-1
120017,85,0,37,6,msgs,-2,-9,831,-1,-1,-1
120017,130,0,6,6,sl2,-2,-9,931,-1,-1,-1
120017,170,0,6,0,ls3,-2,-9,931,831,-1,-1
120017,190,0,17,0,sl2,-2,-9,931,931,928,-1
120018,10,0,0,0,sl2,-2,0,969,-1,-1,-1
120018,23,0,6,0,sl2,-2,-9,969,-1,-1,-1
120018,40,0,6,6,sl2,-2,-9,969,-1,-1,-1
120018,70,0,6,0,su2,-2,-9,931,-1,-1,-1
120018,120,0,6,0,su3,-2,-9,931,-1,-1,-1
120018,170,0,0,0,ms,-2,0,931,-1,-1,-1
120018,190,0,0,0,ms,-2,0,928,931,-1,-1
120019,3,0,0,0,fsms,-2,0,941,-1,-1,-1
120019,16,0,0,0,fsms,-2,0,941,-1,-1,-1
120019,50,0,0,0,fsms,-2,0,941,-1,-1,-1
120019,85,0,0,0,msfs,-2,0,941,-1,-1,-1
120019,120,0,0,0,msfs,-2,0,928,941,-1,-1
120019,155,0,0,0,msfs,-2,0,928,-1,-1,-1
120020,25,0,0,0,sl2,-2,0,964,-1,-1,-1
120020,50,0,1,0,msfs,-2,-1,964,-1,-1,-1
120020,85,0,6,0,su2,-2,-9,964,-1,-1,-1
120020,130,0,1,0,su2,-2,-1,928,-1,-1,-1
120020,170,0,0,0,su2,-2,0,928,-1,-1,-1
120021,7,0,17,1,su2,-2,-9,969,941,-1,-1
120021,19,0,17,6,su2,-2,-9,969,941,-1,-1
120021,50,0,17,6,msgs,-2,-9,969,-1,-1,-1
120021,85,0,6,1,ms,-2,-9,928,969,-1,-1
120021,130,0,17,1,msgs,-2,-9,928,-1,-1,-1
120021,170,0,17,6,gs,-2,-9,928,-1,-1,-1
120021,205,0,6,0,msgs,-2,-9,931,928,-1,-1
120022,6,0,0,0,fsms,-2,0,941,-1,-1,-1
120022,20,0,0,0,fsms,-2,0,941,-1,-1,-1
120022,55,0,0,0,su2,-2,0,941,-1,-1,-1
120022,80,0,0,0,msfs,-2,0,941,-1,-1,-1
120022,115,0,0,0,msfs,-2,0,941,928,-1,-1
120022,155,0,0,0,ms,-2,0,928,-1,-1,-1
120024,2,0,6,0,su2,-2,-9,969,941,-1,-1
120024,17,0,6,0,su2,-2,-9,969,-1,-1,-1
120024,30,0,6,0,ms,-2,-9,969,-1,-1,-1
120024,60,0,6,0,msfs,-2,-9,928,-1,-1,-1
120024,100,0,1,0,msfs,-2,-1,928,-1,-1,-1
120024,130,0,6,0,msfs,-2,-9,928,-1,-1,-1
120024,170,0,1,0,fs,-2,-1,928,-1,-1,-1
120024,180,0,0,0,fs,-2,0,928,-1,-1,-1
120025,3,0,0,0,fsms,-2,0,969,928,941,-1
120025,9,0,6,0,fsms,-2,-9,969,928,941,-1
120025,30,0,6,0,fsms,-2,-9,969,928,-1,-1
120025,48,0,0,0,fsms,-2,0,969,928,-1,-1
120025,80,0,0,0,fs,-2,0,928,-1,-1,-1
120025,110,0,6,0,fs,-2,-9,928,-1,-1,-1
120025,140,0,6,0,fsms,-2,-9,928,-1,-1,-1
120025,190,0,17,6,msfs,-2,-9,928,-1,-1,-1
120025,205,0,0,0,gs,-2,0,928,-1,-1,-1
120026,8,0,0,0,fsms,-2,0,969,941,-1,-1
120026,25,0,0,0,fsms,-2,0,969,941,-1,-1
120026,50,0,1,0,su2,-2,-1,969,-1,-1,-1
120026,83,0,6,6,fsms,-2,-9,931,-1,-1,-1
120026,108,0,6,17,su2,-2,-9,931,-1,-1,-1
120026,160,0,6,0,slu,-2,-9,931,-1,-1,-1
120026,185,0,0,0,tu2,-2,0,923,-1,-1,-1
120027,4,0,0,0,msgs,-2,0,969,-1,-1,-1
120027,18,0,0,0,msgs,-2,0,969,-1,-1,-1
120027,42,0,37,6,msgs,-2,-9,969,-1,-1,-1
120027,60,0,17,6,msgs,-2,-9,928,-1,-1,-1
120027,90,0,17,6,gs,-2,-9,928,-1,-1,-1
120027,120,0,17,6,msgs,-2,-9,928,-1,-1,-1
120027,140,0,6,6,msgs,-2,-9,928,-1,-1,-1
120027,160,0,6,0,ms,-2,-9,928,-1,-1,-1
120028,9,0,0,0,fs,-2,0,928,-1,-1,-1
120028,20,0,0,0,fs,-2,0,928,-1,-1,-1
120028,45,0,0,0,fs,-2,0,928,-1,-1,-1
120028,75,0,0,0,fs,-2,0,928,-1,-1,-1
120028,115,0,0,0,su2,-2,0,928,-1,-1,-1
120028,140,0,0,0,fs,-2,0,928,-1,-1,-1
120028,180,0,0,0,fs,-2,0,928,-1,-1,-1
120028,200,0,0,0,fsms,-2,0,928,-1,-1,-1
120029,4,0,0,0,fs,-2,0,941,928,-1,-1
120029,23,0,1,0,fs,-2,-1,941,928,-1,-1
120029,50,0,0,0,fsms,-2,0,928,941,-1,-1
120029,78,0,6,0,fsms,-2,-9,928,-1,-1,-1
120029,110,0,6,0,fsms,-2,-9,928,-1,-1,-1
120029,140,0,6,1,fsms,-2,-9,928,-1,-1,-1
120029,160,0,0,0,fsms,-2,0,928,-1,-1,-1
120030,4,0,6,0,msfs,-2,-9,969,941,-1,-1
120030,22,0,6,0,msfs,-2,-9,969,-1,-1,-1
120030,40,0,17,0,ms,-2,-9,969,-1,-1,-1
120030,55,0,6,0,ms,-2,-9,928,969,-1,-1
