bund_nr,bover_1,bover_2,bover_3,bover_4,auswirkung,richtungskorr,entfkorr
120114,39,,,,0,-9,-2
120114,49,,,,0,-9,-2
120114,,,,,0,-9,-2
120114,39,,,,0,-9,-2
120114,11,,,,1,-9,1
120114,39,,,,0,-9,-2
120114,,,,,0,-9,-2
120115,,,,,0,-9,-2
120115,,,,,0,-9,-2
120115,,,,,0,-9,-2
120115,29,,,,1,-9,1
120115,,,,,0,-9,-2
120115,,,,,0,-9,-2
120115,,,,,0,-9,-2
120115,,,,,0,-9,-2
120116,,,,,0,-9,-2
120116,,,,,0,-9,-2
120116,,,,,0,-9,-2
120116,-9,,,,1,-9,1
120116,,,,,0,-9,-2
120116,,,,,0,-9,-2
120116,-9,,,,1,-9,1
120116,-9,,,,1,-9,1
120117,13,,,,1,-9,2
120117,,,,,0,-9,-2
120117,13,,,,1,-9,2
120117,,,,,0,-9,-2
120117,,,,,0,-9,-2
120117,,,,,0,-9,-2
120117,11,,,,0,-9,-2
120117,11,,,,0,-9,-2
120118,,,,,0,-9,-2
120118,29,,,,0,-9,-2
120118,,,,,0,-9,-2
120118,29,,,,0,-9,-2
120118,29,,,,0,-9,-2
120118,,,,,0,-9,-2
120118,,,,,0,-9,-2
120118,,,,,0,-9,-2
120119,,,,,0,-9,-2
120119,,,,,0,-9,-2
120119,,,,,0,-9,-2
120119,-1,,,,1,-9,2
120119,,,,,0,-9,-2
120119,,,,,0,-9,-2
120119,,,,,0,-9,-2
120119,,,,,0,-9,-2
120120,,,,,0,-9,-2
120120,,,,,0,-9,-2
120120,,,,,0,-9,-2
120120,,,,,0,-9,-2
120120,,,,,0,-9,-2
120120,,,,,0,-9,-2
120120,,,,,0,-9,-2
120120,,,,,0,-9,-2
120121,-2,,,,0,-9,-9
120121,-2,,,,0,-9,-9
120121,-2,,,,0,-9,-9
120121,-2,,,,0,-9,-9
120121,-2,,,,0,-9,-9
120121,-2,,,,0,-9,-9
120121,-2,,,,0,-9,-9
120121,-2,,,,0,-9,-9
120122,29,,,,1,-9,2
120122,,,,,0,-9,-2
120122,,,,,0,-9,-2
120122,,,,,0,-9,-2
120122,29,11,,,0,-9,-2
120122,,,,,0,-9,-2
120122,29,,,,0,-9,-2
120122,29,,,,0,-9,-2
120123,,,,,0,-9,-2
120123,,,,,0,-9,-2
120123,,,,,0,-9,-2
120123,,,,,0,-9,-2
120123,,,,,0,-9,-2
120123,,,,,0,-9,-2
120123,,,,,0,-9,-2
120123,,,,,0,-9,-2
120124,-9,,,,1,-9,2
120124,,,,,0,-9,-2
120124,,,,,0,-9,-2
120124,,,,,0,-9,-2
120124,,,,,0,-9,-2
120124,,,,,0,-9,-2
120124,,,,,0,-9,-2
120124,,,,,0,-9,-2
120125,29,,,,0,-9,-2
120125,29,,,,0,-9,-2
120125,29,,,,0,-9,-2
120125,29,,,,0,-9,-2
120125,29,,,,0,-9,-2
120125,29,,,,0,-9,-2
120125,,,,,0,-9,-2
120125,29,,,,0,-9,-2
120126,-2,,,,0,-9,-9
120126,-2,,,,0,-9,-9
120126,-2,,,,0,-9,-9
120126,-2,,,,0,-9,-9
120126,-2,,,,0,-9,-9
120126,-2,,,,0,-9,-9
120126,-2,,,,0,-9,-9
120126,-2,,,,0,-9,-9
120127,,,,,0,-9,-2
120127,,,,,0,-9,-2
120127,29,,,,1,-9,2
120127,29,,,,1,-9,1
120127,29,,,,0,-9,-2
120127,,,,,0,-9,-2
120127,,,,,0,-9,-2
120127,,,,,0,-9,-2
120128,29,,,,0,-9,-2
120128,,,,,0,-9,-2
120128,,,,,0,-9,-2
120128,,,,,0,-9,-2
120128,29,,,,1,-9,1
120128,,,,,0,-9,-2
120128,29,,,,1,-9,2
120128,13,29,,,1,-9,1
120129,19,,,,0,-9,-2
120129,19,,,,0,-9,-2
120129,19,,,,0,-9,-2
120129,19,,,,0,-9,-2
120129,19,,,,0,-9,-2
120129,19,,,,0,-9,-2
120129,19,,,,0,-9,-2
120129,19,,,,0,-9,-2
120130,29,,,,0,-9,-2
120130,,,,,0,-9,-2
120130,,,,,0,-9,-2
120130,29,,,,1,-9,1
120130,29,,,,1,-9,0
120130,29,,,,0,-9,-2
120130,,,,,0,-9,-2
120130,,,,,0,-9,-2
120131,,,,,0,-9,-2
120131,,,,,0,-9,-2
120131,,,,,0,-9,-2
120131,,,,,0,-9,-2
120131,,,,,0,-9,-2
120131,,,,,0,-9,-2
120131,,,,,0,-9,-2
120131,,,,,0,-9,-2
120132,,,,,0,-9,-2
120132,,,,,0,-9,-2
120132,,,,,0,-9,-2
120132,,,,,0,-9,-2
120132,,,,,0,-9,-2
120132,,,,,0,-9,-2
120132,,,,,0,-9,-2
120132,,,,,0,-9,-2
120133,29,,,,0,-9,-2
120133,29,,,,0,-9,-2
120133,29,,,,0,-9,-2
120133,29,,,,0,-9,-2
120133,29,,,,0,-9,-2
120133,29,,,,0,-9,-2
120133,29,,,,0,-9,-2
120133,,,,,0,-9,-2
120134,29,,,,1,-9,2
120134,13,,,,1,-9,2
120134,,,,,0,-9,-2
120134,,,,,0,-9,-2
120134,,,,,0,-9,-2
120134,29,,,,0,-9,-2
120134,29,,,,0,-9,-2
120134,,,,,0,-9,-2
120135,,,,,0,-9,-2
120135,,,,,0,-9,-2
120135,,,,,0,-9,-2
120135,,,,,0,-9,-2
120135,,,,,0,-9,-2
120135,,,,,0,-9,-2
120135,,,,,0,-9,-2
120135,,,,,0,-9,-2
120136,13,,,,1,-9,2
120136,,,,,0,-9,-2
120136,,,,,0,-9,-2
120136,13,,,,1,-9,1
120136,29,13,,,1,-9,2
120136,29,,,,1,-9,2
120136,,,,,0,-9,-2
120136,,,,,0,-9,-2
120137,29,,,,0,-9,-2
120137,29,,,,1,-9,1
120137,29,,,,1,-9,1
120137,,,,,0,-9,-2
120137,,,,,0,-9,-2
120137,29,,,,1,-9,1
120137,29,,,,1,-9,1
120137,,,,,0,-9,-2
120138,29,,,,1,-9,1
120138,,,,,0,-9,-2
120138,29,,,,0,-9,-2
120138,29,,,,0,-9,-2
120138,,,,,0,-9,-2
120138,29,,,,1,-9,2
120138,,,,,0,-9,-2
120138,13,,,,1,-9,2
120139,29,,,,0,-9,-2
120139,29,,,,0,-9,-2
120139,29,,,,0,-9,-2
120139,29,,,,0,-9,-2
120139,29,,,,0,-9,-2
120139,29,,,,0,-9,-2
120139,,,,,0,-9,-2
120139,29,,,,0,-9,-2
120140,29,,,,0,-9,-2
120140,,,,,0,-9,-2
120140,,,,,0,-9,-2
120140,,,,,0,-9,-2
120140,,,,,0,-9,-2
120140,29,,,,0,-9,-2
120140,,,,,0,-9,-2
120140,29,,,,0,-9,-2
120141,,,,,0,-9,-2
120141,,,,,0,-9,-2
120141,,,,,0,-9,-2
120141,29,,,,0,-9,-2
120141,29,,,,0,-9,-2
120141,29,,,,0,-9,-2
120141,29,,,,0,-9,-2
120141,,,,,0,-9,-2
120142,11,,,,0,-9,-2
120142,29,,,,0,-9,-2
120142,,,,,0,-9,-2
120142,,,,,0,-9,-2
120142,,,,,0,-9,-2
120142,,,,,0,-9,-2
120142,,,,,0,-9,-2
120142,29,11,,,0,-9,-2
120143,,,,,0,-9,-2
120143,,,,,0,-9,-2
120143,29,,,,0,-9,-2
120143,,,,,0,-9,-2
120143,13,,,,1,-9,2
120143,29,,,,0,-9,-2
120143,,,,,0,-9,-2
120143,,,,,0,-9,-2
120144,,,,,0,-9,-2
120144,,,,,0,-9,-2
120144,,,,,0,-9,-2
120144,,,,,0,-9,-2
120144,,,,,0,-9,-2
120144,,,,,0,-9,-2
120144,,,,,0,-9,-2
120144,,,,,0,-9,-2
120145,33,,,,0,-9,-2
120145,33,,,,0,-9,-2
120145,33,,,,0,-9,-2
120145,33,,,,0,-9,-2
120145,33,29,,,0,-9,-2
120145,33,,,,0,-9,-2
120145,33,29,,,1,-9,1
120145,33,29,,,0,-9,-2
120146,,,,,0,-9,-2
120146,,,,,0,-9,-2
120146,,,,,0,-9,-2
120146,,,,,0,-9,-2
120146,29,,,,0,-9,-2
120146,,,,,0,-9,-2
120146,29,,,,0,-9,-2
120146,,,,,0,-9,-2
120147,29,,,,1,-9,2
120147,29,,,,0,-9,-2
120147,,,,,0,-9,-2
120147,,,,,0,-9,-2
120147,,,,,0,-9,-2
120147,29,,,,0,-9,-2
120147,,,,,0,-9,-2
120147,29,,,,1,-9,2
120148,,,,,0,-9,-2
120148,,,,,0,-9,-2
120148,,,,,0,-9,-2
120148,,,,,0,-9,-2
120148,,,,,0,-9,-2
120148,,,,,0,-9,-2
120148,,,,,0,-9,-2
120148,,,,,0,-9,-2
120149,29,19,,,0,-9,-2
120149,29,,,,0,-9,-2
120149,29,,,,0,-9,-2
120149,29,,,,0,-9,-2
120149,29,,,,0,-9,-2
120149,29,,,,0,-9,-2
120149,29,,,,0,-9,-2
120149,29,,,,0,-9,-2
120150,,,,,0,-9,-2
120150,,,,,0,-9,-2
120150,,,,,0,-9,-2
120150,29,,,,0,-9,-2
120150,29,,,,0,-9,-2
120150,29,,,,0,-9,-2
120150,,,,,0,-9,-2
120150,,,,,0,-9,-2
120151,29,11,,,0,-9,-2
120151,,,,,0,-9,-2
120151,29,13,11,,1,-9,2
120151,29,,,,0,-9,-2
120151,29,13,,,1,-9,3
120151,29,13,,,1,-9,1
120151,,,,,0,-9,-2
120151,29,11,,,1,-9,2
120152,-2,,,,0,-9,-9
120152,-2,,,,0,-9,-9
120152,-2,,,,0,-9,-9
120152,-2,,,,0,-9,-9
120152,-2,,,,0,-9,-9
120152,-2,,,,0,-9,-9
120152,-2,,,,0,-9,-9
120152,-2,,,,0,-9,-9
120153,29,,,,0,-9,-2
120153,29,,,,0,-9,-2
120153,29,,,,0,-9,-2
120153,11,29,,,1,-9,1
120153,11,,,,1,-9,1
120153,,,,,0,-9,-2
120153,,,,,0,-9,-2
120153,,,,,0,-9,-2
120154,,,,,0,-9,-2
120154,,,,,0,-9,-2
120154,,,,,0,-9,-2
120154,,,,,0,-9,-2
120154,,,,,0,-9,-2
120154,,,,,0,-9,-2
120154,,,,,0,-9,-2
120154,,,,,0,-9,-2
120155,29,,,,0,-9,-2
120155,13,,,,1,-9,2
120155,,,,,0,-9,-2
120155,13,,,,1,-9,1
120155,29,,,,0,-9,-2
120155,29,,,,0,-9,-2
120155,29,,,,0,-9,-2
120155,29,,,,0,-9,-2
120156,29,,,,1,-9,2
120156,,,,,0,-9,-2
120156,,,,,0,-9,-2
120156,,,,,0,-9,-2
120156,,,,,0,-9,-2
120156,,,,,0,-9,-2
120156,,,,,0,-9,-2
120156,,,,,0,-9,-2
120157,,,,,0,-9,-2
120157,,,,,0,-9,-2
120157,,,,,0,-9,-2
120157,,,,,0,-9,-2
120157,,,,,0,-9,-2
120157,,,,,0,-9,-2
120157,,,,,0,-9,-2
120157,,,,,0,-9,-2
120158,-2,,,,0,-9,-9
120158,-2,,,,0,-9,-9
120158,-2,,,,0,-9,-9
120158,-2,,,,0,-9,-9
120158,-2,,,,0,-9,-9
120158,-2,,,,0,-9,-9
120158,-2,,,,0,-9,-9
120158,-2,,,,0,-9,-9
120159,,,,,0,-9,-2
120159,,,,,0,-9,-2
120159,,,,,0,-9,-2
120159,,,,,0,-9,-2
120159,,,,,0,-9,-2
120159,,,,,0,-9,-2
120159,,,,,0,-9,-2
120159,,,,,0,-9,-2
120160,,,,,0,-9,-2
120160,11,,,,0,-9,-2
120160,,,,,0,-9,-2
120160,11,,,,0,-9,-2
120160,13,,,,1,-9,1
120160,,,,,0,-9,-2
120160,11,,,,0,-9,-2
120160,11,,,,1,-9,3
120161,,,,,0,-9,-2
120161,29,,,,0,-9,-2
120161,,,,,0,-9,-2
120161,,,,,0,-9,-2
120161,,,,,0,-9,-2
120161,,,,,0,-9,-2
120161,34,,,,0,-9,-2
120161,34,,,,0,-9,-2
120162,-2,,,,0,-9,-9
120162,-2,,,,0,-9,-9
120162,-2,,,,0,-9,-9
120162,-2,,,,0,-9,-9
120162,-2,,,,0,-9,-9
120162,-2,,,,0,-9,-9
120162,-2,,,,0,-9,-9
120162,-2,,,,0,-9,-9
120163,,,,,0,-9,-2
120163,,,,,0,-9,-2
120163,,,,,0,-9,-2
120163,,,,,0,-9,-2
120163,,,,,0,-9,-2
120163,29,,,,1,-9,2
120163,,,,,0,-9,-2
120163,,,,,0,-9,-2
120164,,,,,0,-9,-2
120164,44,,,,1,-9,13
120164,44,,,,1,-9,10
120164,29,,,,0,-9,-2
120164,,,,,0,-9,-2
120164,,,,,0,-9,-2
120164,,,,,0,-9,-2
120164,,,,,0,-9,-2
120165,29,,,,0,-9,-2
120165,29,,,,0,-9,-2
120165,29,,,,0,-9,-2
120165,29,,,,0,-9,-2
120165,29,,,,0,-9,-2
120165,29,,,,0,-9,-2
120165,29,,,,0,-9,-2
120165,29,,,,0,-9,-2
120166,-2,,,,0,-9,-9
120166,-2,,,,0,-9,-9
120166,-2,,,,0,-9,-9
120166,-2,,,,0,-9,-9
120166,-2,,,,0,-9,-9
120166,-2,,,,0,-9,-9
120166,-2,,,,0,-9,-9
120166,-2,,,,0,-9,-9
120167,13,,,,1,-9,2
120167,,,,,0,-9,-2
120167,13,,,,1,-9,2
120167,13,,,,1,-9,1
120167,29,,,,1,-9,1
120167,,,,,0,-9,-2
120167,,,,,0,-9,-2
120167,,,,,0,-9,-2
120168,,,,,0,-9,-2
120168,,,,,0,-9,-2
120168,-1,,,,1,-9,2
120168,,,,,0,-9,-2
120168,,,,,0,-9,-2
120168,,,,,0,-9,-2
120168,,,,,0,-9,-2
120168,,,,,0,-9,-2
120169,,,,,0,-9,-2
120169,11,,,,0,-9,-2
120169,11,,,,0,-9,-2
120169,11,,,,0,-9,-2
120169,,,,,0,-9,-2
120169,,,,,0,-9,-2
120169,,,,,0,-9,-2
120169,,,,,0,-9,-2
120170,,,,,0,-9,-2
120170,,,,,0,-9,-2
120170,,,,,0,-9,-2
120170,,,,,0,-9,-2
120170,,,,,0,-9,-2
120170,,,,,0,-9,-2
120170,,,,,0,-9,-2
120170,,,,,0,-9,-2
120181,,,,,0,-9,-2
120181,,,,,0,-9,-2
120181,,,,,0,-9,-2
120181,,,,,0,-9,-2
120181,,,,,0,-9,-2
120181,,,,,0,-9,-2
120181,-9,,,,1,-9,1
120181,-9,,,,1,-9,2
120182,,,,,0,-9,-2
120182,-1,,,,1,-9,1
120182,,,,,0,-9,-2
120182,,,,,0,-9,-2
120182,,,,,0,-9,-2
120182,,,,,0,-9,-2
120182,,,,,0,-9,-2
120182,,,,,0,-9,-2
120183,29,,,,0,-9,-2
120183,29,,,,0,-9,-2
120183,29,,,,0,-9,-2
120183,,,,,0,-9,-2
120183,29,,,,0,-9,-2
120183,29,,,,0,-9,-2
120183,29,,,,0,-9,-2
120183,29,,,,0,-9,-2
120184,,,,,0,-9,-2
120184,49,,,,1,-9,1
120184,,,,,0,-9,-2
120184,38,,,,0,-9,-2
120184,13,,,,0,-9,-2
120184,49,29,,,1,-9,4
120184,49,,,,1,-9,1
120184,29,,,,0,-9,-2
120185,-1,,,,1,-9,1
120185,11,,,,0,-9,-2
120185,-1,,,,1,-9,2
120185,,,,,0,-9,-2
120185,,,,,0,-9,-2
120185,,,,,0,-9,-2
120185,,,,,0,-9,-2
120185,-1,,,,1,-9,1
120186,,,,,0,-9,-2
120186,,,,,0,-9,-2
120186,,,,,0,-9,-2
120186,,,,,0,-9,-2
120186,,,,,0,-9,-2
120186,,,,,0,-9,-2
120186,,,,,0,-9,-2
120186,,,,,0,-9,-2
120187,-1,,,,1,-9,2
120187,,,,,0,-9,-2
120187,-1,,,,1,-9,4
120187,,,,,0,-9,-2
120187,,,,,0,-9,-2
120187,,,,,0,-9,-2
120187,,,,,0,-9,-2
120187,,,,,0,-9,-2
120188,,,,,0,-9,-2
120188,13,,,,1,-9,1
120188,33,,,,1,-9,1
120188,,,,,0,-9,-2
120188,,,,,0,-9,-2
120188,,,,,0,-9,-2
120188,,,,,0,-9,-2
120188,13,,,,1,-9,1
