bund_nr,horizont,lfd_nr,param,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8
50082,s,,streuart,vn,vn,vn,vgn,vgn,vgn,vgn,vgn
50082,s,,hackschn_maechtigkeit,,,,,,,,
50082,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50082,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
50082,ol,,lagerung,lo,lo,lo,vn,vn,vn,vn,vn
50082,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50082,of,1,maechtigkeit,3,1.5,1,3,2,3,1.5,4.5
50082,of,1,durchwurz,2,2,1,4,4,4,4,4
50082,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50082,oh,1,maechtigkeit,3,0.5,0,0.5,0.1,2,1,2
50082,oh,1,durchwurz,2,2,1,2,2,1,2,2
50082,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50082,a,,maechtigkeit,3,2,2.5,4,4.5,5,3.5,1.5
50082,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50082,h,,humusform_ka5,mra,mom,muo,mom,mom,gmo,gmo,gmo
50082,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50083,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
50083,s,,hackschn_maechtigkeit,,,,,,,,
50083,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50083,ol,,maechtigkeit,0.5,0.1,0.1,0.5,0.5,1,1,0.5
50083,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50083,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50083,of,1,maechtigkeit,5,1.5,1,1,1.5,2,2,7
50083,of,1,durchwurz,2,2,2,2,1,1,1,2
50083,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50083,oh,1,maechtigkeit,7,0.5,0.5,1,3,2.5,1.5,1.5
50083,oh,1,durchwurz,3,2,4,3,3,3,4,3
50083,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50083,a,,maechtigkeit,3,4,2,3,3,4,4,2
50083,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50083,h,,humusform_ka5,mor,moa,moa,moa,mor,mor,moa,moa
50083,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50084,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
50084,s,,hackschn_maechtigkeit,,,,,,,,
50084,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50084,ol,,maechtigkeit,3,2,1,2,2,2,1,3
50084,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50084,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50084,of,1,maechtigkeit,4,3,1,2,2,3,1,4
50084,of,1,durchwurz,3,2,2,3,2,3,2,2
50084,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50084,oh,1,maechtigkeit,4,4,1.5,1.5,1,1,0.2,3
50084,oh,1,durchwurz,3,3,3,4,4,4,3,3
50084,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50084,a,,maechtigkeit,4,5,4,5,5,4,3,4
50084,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50084,h,,humusform_ka5,mor,mor,moa,moa,moa,moa,mom,mor
50084,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50085,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
50085,s,,hackschn_maechtigkeit,,,,,,,,
50085,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50085,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
50085,ol,,lagerung,lo,lo,lo,lo,lo,vn,lo,lo
50085,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50085,of,1,maechtigkeit,4.5,3.5,1.5,3,2,1,3.5,10.5
50085,of,1,durchwurz,2,1,2,2,2,3,3,4
50085,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50085,oh,1,maechtigkeit,5.5,5,5,4.5,2.5,3,4,2
50085,oh,1,durchwurz,2,3,3,3,3,3,3,3
50085,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50085,a,,maechtigkeit,5,4,3,3,3.5,3,6,4
50085,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50085,h,,humusform_ka5,mor,mor,mrr,mrr,mra,mor,mor,mor
50085,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50086,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50086,s,,hackschn_maechtigkeit,,,,,,,,
50086,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50086,ol,,maechtigkeit,2,2,0.5,1,0.5,3,0.5,2.5
50086,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50086,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50086,of,1,maechtigkeit,2,2,1.5,4,3,1,3.5,4
50086,of,1,durchwurz,2,2,1,3,3,2,2,2
50086,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50086,oh,1,maechtigkeit,0.5,0.3,0,0,0,1,0,0.3
50086,oh,1,durchwurz,2,2,1,1,1,4,1,2
50086,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50086,a,,maechtigkeit,1,1.5,4,6,3,3,7,2
50086,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50086,h,,humusform_ka5,mom,mom,muo,muo,muo,moa,muo,mom
50086,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50087,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50087,s,,hackschn_maechtigkeit,,,,,,,,
50087,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50087,ol,,maechtigkeit,2.2,2,3,3,2,2,2,3
50087,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50087,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50087,of,1,maechtigkeit,2,2,2,3,2,3,1,2
50087,of,1,durchwurz,2,2,2,2,2,2,2,2
50087,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50087,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50087,oh,1,durchwurz,1,1,1,1,1,1,1,1
50087,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50087,a,,maechtigkeit,10,10,10,15,15,10,15,10
50087,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50087,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,muo,muo
50087,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50088,s,,streuart,vbn,vbn,vn,vn,vn,vn,vn,vbn
50088,s,,hackschn_maechtigkeit,,,,,,,,
50088,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50088,ol,,maechtigkeit,2,0.5,0.5,0.5,0.5,0.5,0.5,2
50088,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50088,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50088,of,1,maechtigkeit,5,2,3,1.5,2.5,3.5,7.5,4
50088,of,1,durchwurz,1,2,2,2,2,2,2,2
50088,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50088,oh,1,maechtigkeit,3.5,0.5,1,1,2,1,0.5,0.5
50088,oh,1,durchwurz,1,1,1,1,1,1,1,1
50088,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50088,a,,maechtigkeit,4,5.5,2.5,1,2.5,5,1,3.5
50088,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50088,h,,humusform_ka5,mrr,moa,moa,moa,mra,moa,moa,moa
50088,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50089,s,,streuart,vbn,vbn,vgbn,vgbn,vgbn,vgbn,vgbn,vgbn
50089,s,,hackschn_maechtigkeit,,,,,,,,
50089,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50089,ol,,maechtigkeit,3,7,2,2,0.5,0.5,1,2
50089,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50089,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50089,of,1,maechtigkeit,2,1,5,5,1,3,4,3
50089,of,1,durchwurz,3,3,1,1,1,1,2,2
50089,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50089,oh,1,maechtigkeit,0,0.5,5,5,4,6,8,3
50089,oh,1,durchwurz,1,3,4,4,4,4,4,4
50089,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50089,a,,maechtigkeit,5,4,4,5,5,6,6,5
50089,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50089,h,,humusform_ka5,muo,mra,gmo,gmo,gmo,gmo,gmo,gmo
50089,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50090,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
50090,s,,hackschn_maechtigkeit,,,,,,,,
50090,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50090,ol,,maechtigkeit,0.5,0.5,0.1,0.5,0.2,1.5,0.5,0.5
50090,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50090,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50090,of,1,maechtigkeit,1.5,2,2.5,1.5,2,2,1.5,3.5
50090,of,1,durchwurz,1,1,2,1,2,2,3,3
50090,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50090,oh,1,maechtigkeit,3.5,4.5,2.5,6,9,5,5,4
50090,oh,1,durchwurz,2,3,2,3,3,3,3,3
50090,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50090,a,,maechtigkeit,6,4,4,7,5,6,1,2
50090,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50090,h,,humusform_ka5,mor,mor,mor,mor,mor,mor,mor,mor
50090,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50091,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
50091,s,,hackschn_maechtigkeit,,,,,,,,
50091,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50091,ol,,maechtigkeit,3,4,2,2.5,3,3,2.5,2.5
50091,ol,,lagerung,vn,vn,vn,lo,lo,lo,lo,lo
50091,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50091,of,1,maechtigkeit,3,3,1,2,3,2,2.5,2.5
50091,of,1,durchwurz,3,3,3,3,2,2,3,3
50091,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50091,oh,1,maechtigkeit,2,1,2,2.5,1,3,2.5,2
50091,oh,1,durchwurz,3,3,3,3,3,3,3,3
50091,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50091,a,,maechtigkeit,5,5,5,4,4,5,4,5
50091,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50091,h,,humusform_ka5,mor,moa,mor,mor,moa,mor,mor,moa
50091,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50092,s,,streuart,vn,vn,vn,vw,vw,vw,vw,vw
50092,s,,hackschn_maechtigkeit,,,,,,,,
50092,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50092,ol,,maechtigkeit,0.5,6,1,0.1,0.1,0.1,0.1,0.1
50092,ol,,lagerung,lo,lo,lo,vn,vn,vn,vn,vn
50092,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50092,of,1,maechtigkeit,4.5,5,7,8.9,8.9,6.9,9.9,6.9
50092,of,1,durchwurz,4,4,4,4,4,4,4,4
50092,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50092,oh,1,maechtigkeit,3,4,0.5,2,5,0.5,1.5,2.5
50092,oh,1,durchwurz,4,4,4,4,4,4,4,4
50092,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50092,a,,maechtigkeit,5,3,3,4,3,3,5,7
50092,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50092,h,,humusform_ka5,mra,mrr,moa,gmo,gmo,gmo,gmo,gmo
50092,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50093,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50093,s,,hackschn_maechtigkeit,,,,,,,,
50093,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50093,ol,,maechtigkeit,4,2,2,4,4,5,7,4.5
50093,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50093,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50093,of,1,maechtigkeit,2,1.5,2.5,2,4,2,3,2
50093,of,1,durchwurz,3,3,3,3,3,3,3,3
50093,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50093,oh,1,maechtigkeit,0.3,0,0,0,0.5,0.5,0,2
50093,oh,1,durchwurz,3,1,1,1,3,3,1,3
50093,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50093,a,,maechtigkeit,3,2,2,4,5,3,2,3
50093,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50093,h,,humusform_ka5,mom,muo,muo,muo,moa,moa,muo,moa
50093,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50094,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
50094,s,,hackschn_maechtigkeit,,,,,,,,
50094,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50094,ol,,maechtigkeit,3,1,1,0.5,1,0.5,0.5,0.5
50094,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50094,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50094,of,1,maechtigkeit,3.5,3.5,2,1.5,4,2.5,3.5,3.5
50094,of,1,durchwurz,2,2,2,2,3,3,2,2
50094,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50094,oh,1,maechtigkeit,1.5,1.5,1,2,2.5,5,3,4
50094,oh,1,durchwurz,3,3,2,3,3,3,4,4
50094,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50094,a,,maechtigkeit,4,4,3,4,2,5,3,4
50094,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50094,h,,humusform_ka5,moa,moa,moa,moa,moa,mra,mor,mor
50094,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50095,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50095,s,,hackschn_maechtigkeit,,,,,,,,
50095,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50095,ol,,maechtigkeit,2.5,2,2,1,2,2.5,1,1
50095,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50095,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50095,of,1,maechtigkeit,1.5,3,2,2,3,3,2.5,2.5
50095,of,1,durchwurz,1,2,2,2,4,4,4,4
50095,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50095,oh,1,maechtigkeit,4,3.5,2,4,6,4.5,4,4.5
50095,oh,1,durchwurz,3,3,3,3,3,3,4,4
50095,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50095,a,,maechtigkeit,2,3,2,3,4,2,3,2
50095,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50095,h,,humusform_ka5,mor,mor,moa,mor,mor,mor,mor,mor
50095,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50096,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50096,s,,hackschn_maechtigkeit,,,,,,,,
50096,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50096,ol,,maechtigkeit,0.5,1,0.5,0.5,0.5,0.5,1,1
50096,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50096,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50096,of,1,maechtigkeit,7.5,10,9.5,10,7.5,4,4,7
50096,of,1,durchwurz,2,3,3,2,4,2,2,2
50096,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50096,oh,1,maechtigkeit,5,1,1.5,1.5,5,7,6,4
50096,oh,1,durchwurz,2,3,3,2,4,4,4,4
50096,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50096,a,,maechtigkeit,6,4,4,5,5,6,6,5
50096,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50096,h,,humusform_ka5,mor,moa,moa,moa,mor,mor,mor,mor
50096,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50097,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50097,s,,hackschn_maechtigkeit,,,,,,,,
50097,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50097,ol,,maechtigkeit,1,2,0.5,1.5,1,1,1.5,2
50097,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50097,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50097,of,1,maechtigkeit,0.5,4,1,1.5,1,1.5,1,0.5
50097,of,1,durchwurz,2,2,3,2,2,2,2,2
50097,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50097,oh,1,maechtigkeit,0,4,4,3.5,7,4.5,5.5,0
50097,oh,1,durchwurz,1,3,3,3,4,4,4,1
50097,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50097,a,,maechtigkeit,3,3,2,4,3,3,3,4
50097,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50097,h,,humusform_ka5,muo,mor,mor,mor,mor,mor,mor,muo
50097,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50098,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50098,s,,hackschn_maechtigkeit,,,,,,,,
50098,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50098,ol,,maechtigkeit,0.1,0.2,0.2,0.1,0.1,0.3,0.3,0.2
50098,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50098,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50098,of,1,maechtigkeit,3,2,1.5,1.5,3,2.5,3,2
50098,of,1,durchwurz,3,3,2,2,3,3,3,2
50098,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50098,oh,1,maechtigkeit,3,4,4,4,6,5,5,4.5
50098,oh,1,durchwurz,4,4,4,4,4,4,4,4
50098,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50098,a,,maechtigkeit,3,3,4,4,4,2.5,1.5,3
50098,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50098,h,,humusform_ka5,mor,mor,mor,mor,mrr,mrr,mrr,mor
50098,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50099,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50099,s,,hackschn_maechtigkeit,,,,,,,,
50099,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50099,ol,,maechtigkeit,0.5,2,0.5,3,1,2,1.5,0.5
50099,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50099,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50099,of,1,maechtigkeit,4.5,1.5,3,1.5,5,1.5,3,2
50099,of,1,durchwurz,2,1,1,2,2,2,2,2
50099,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50099,oh,1,maechtigkeit,0.1,0.1,0.1,0.1,0.1,0.2,0.5,3.5
50099,oh,1,durchwurz,2,1,1,2,2,2,2,4
50099,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50099,a,,maechtigkeit,4,2,3.5,3,4,3,4,5
50099,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50099,h,,humusform_ka5,mom,mom,mom,mom,mom,mom,moa,mor
50099,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50100,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
50100,s,,hackschn_maechtigkeit,,,,,,,,
50100,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50100,ol,,maechtigkeit,2,1,0.5,2,0.5,1.5,0.5,0.5
50100,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50100,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50100,of,1,maechtigkeit,3,1.5,0.5,6,2.5,2,2,3.5
50100,of,1,durchwurz,4,4,4,4,4,4,4,4
50100,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50100,oh,1,maechtigkeit,2,2.5,3,1,2.5,3,1.5,1
50100,oh,1,durchwurz,4,4,4,4,4,4,4,4
50100,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50100,a,,maechtigkeit,3,2,3,2,2,3,2,5
50100,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50100,h,,humusform_ka5,mra,mra,mrr,moa,mra,mra,mra,moa
50100,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50101,s,,streuart,vn,vn,vn,vbn,vbn,vn,vn,vn
50101,s,,hackschn_maechtigkeit,,,,,,,,
50101,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50101,ol,,maechtigkeit,0.5,0.1,0.5,0.1,0.1,2,0.1,0.1
50101,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50101,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50101,of,1,maechtigkeit,3.5,4.5,2,3.5,4.5,4,3,2.5
50101,of,1,durchwurz,3,4,3,4,4,4,4,4
50101,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50101,oh,1,maechtigkeit,1,1.5,1.5,4,0.5,1,0.5,1.5
50101,oh,1,durchwurz,3,3,4,4,3,4,4,4
50101,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50101,a,,maechtigkeit,4,4,6,2.5,4.5,3,4.5,4
50101,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50101,h,,humusform_ka5,moa,moa,moa,mor,moa,moa,moa,moa
50101,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50102,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50102,s,,hackschn_maechtigkeit,,,,,,,,
50102,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50102,ol,,maechtigkeit,1,2,1,0.5,0.5,0.5,0.5,1
50102,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50102,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50102,of,1,maechtigkeit,0.5,1,0.5,0.5,1,0.5,0,1
50102,of,1,durchwurz,1,2,2,2,1,1,1,2
50102,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50102,oh,1,maechtigkeit,0,0,0,0,0,0,0,0.5
50102,oh,1,durchwurz,1,1,1,1,1,1,1,3
50102,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50102,a,,maechtigkeit,5,4,8,10,10,10,5,5
50102,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50102,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,mut,moa
50102,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50103,s,,streuart,vbn,vn,vn,vn,vn,vn,vn,vbn
50103,s,,hackschn_maechtigkeit,,,,,,,,
50103,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50103,ol,,maechtigkeit,0.1,0.1,1,1,0.5,1,1,0.5
50103,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50103,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50103,of,1,maechtigkeit,5,3.5,2,2,3.5,3.5,2,3
50103,of,1,durchwurz,2,2,1,1,1,2,2,3
50103,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50103,oh,1,maechtigkeit,6,0.5,1.5,0.1,4,2,2,1
50103,oh,1,durchwurz,2,2,2,2,2,3,3,3
50103,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50103,a,,maechtigkeit,3,5,2,4,4,4,3,3
50103,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50103,h,,humusform_ka5,mor,moa,moa,mom,mra,roa,mra,moa
50103,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50104,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50104,s,,hackschn_maechtigkeit,,,,,,,,
50104,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50104,ol,,maechtigkeit,0.5,1.5,1.5,2,2,1.5,0.5,0.5
50104,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50104,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50104,of,1,maechtigkeit,5,5.5,3,3.5,3,4,6,4
50104,of,1,durchwurz,3,3,4,4,4,4,4,4
50104,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50104,oh,1,maechtigkeit,2,4,1.5,2.5,3,4,4,3.5
50104,oh,1,durchwurz,4,3,3,4,4,4,4,4
50104,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50104,a,,maechtigkeit,2,3,2.5,4,3,2,4,4
50104,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50104,h,,humusform_ka5,moa,mra,moa,mra,mor,mor,mra,mra
50104,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50105,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50105,s,,hackschn_maechtigkeit,,,,,,,,
50105,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50105,ol,,maechtigkeit,4,4,2,3,2.5,2,3,3
50105,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50105,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50105,of,1,maechtigkeit,2,2,1,2,1,2,1,2.5
50105,of,1,durchwurz,2,2,2,2,2,2,2,3
50105,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50105,oh,1,maechtigkeit,3,4,0.5,4,1,0.5,0.5,2.5
50105,oh,1,durchwurz,4,4,3,4,2,2,2,4
50105,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50105,a,,maechtigkeit,2,3,1.5,3,2.5,2,2,3
50105,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50105,h,,humusform_ka5,mor,mor,moa,mor,moa,mom,mom,mor
50105,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50106,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50106,s,,hackschn_maechtigkeit,,,,,,,,
50106,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50106,ol,,maechtigkeit,3,6,5,3,2,5,4,2
50106,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50106,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50106,of,1,maechtigkeit,2,1,2,3,3,0.5,2,2
50106,of,1,durchwurz,2,2,2,2,2,2,3,2
50106,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50106,oh,1,maechtigkeit,1,2,4,5,2,1.5,0,0.5
50106,oh,1,durchwurz,2,4,4,4,4,4,1,2
50106,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50106,a,,maechtigkeit,2,1,2,2.5,2,1.5,3,2
50106,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50106,h,,humusform_ka5,moa,mra,mor,mor,mor,moa,muo,mom
50106,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50107,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
