bund_nr,horizont,lfd_nr,param,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8
50107,s,,hackschn_maechtigkeit,,,,,,,,
50107,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50107,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
50107,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50107,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50107,of,1,maechtigkeit,4.5,8,3,4.5,6,4,5.5,4
50107,of,1,durchwurz,2,2,2,2,2,2,2,2
50107,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50107,oh,1,maechtigkeit,4,4.5,4,2,2,4,2.5,2
50107,oh,1,durchwurz,3,2,3,2,2,2,4,3
50107,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50107,a,,maechtigkeit,3,2,3.5,2,5,3,4,2.5
50107,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50107,h,,humusform_ka5,mor,mor,mor,moa,moa,mor,mor,moa
50107,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50108,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50108,s,,hackschn_maechtigkeit,,,,,,,,
50108,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50108,ol,,maechtigkeit,8,7,3,5,4,3,2,3
50108,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50108,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50108,of,1,maechtigkeit,0.5,0.1,0.1,0.5,0.1,0.1,0.1,0.5
50108,of,1,durchwurz,3,2,2,2,1,1,2,2
50108,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50108,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50108,oh,1,durchwurz,1,1,1,1,1,1,1,1
50108,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50108,a,,maechtigkeit,4,4,6,3,5,4,5,3
50108,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50108,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,muo,muo
50108,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50109,s,,streuart,vn,vbn,vbn,vbn,vn,vn,vbn,vn
50109,s,,hackschn_maechtigkeit,,,,,,,,
50109,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50109,ol,,maechtigkeit,2,2,2,4,4,3,3,3
50109,ol,,lagerung,vn,lo,lo,lo,lo,lo,lo,lo
50109,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50109,of,1,maechtigkeit,11,3,5.5,6,2,7,3,6
50109,of,1,durchwurz,2,2,2,2,2,3,3,2
50109,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50109,oh,1,maechtigkeit,0,3,0,0.5,1,1,2,1
50109,oh,1,durchwurz,1,3,1,2,3,3,3,3
50109,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50109,a,,maechtigkeit,6,4,8,6,6,8,4,6
50109,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50109,h,,humusform_ka5,muo,muo,muo,mom,moa,moa,moa,moa
50109,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50110,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50110,s,,hackschn_maechtigkeit,,,,,,,,
50110,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50110,ol,,maechtigkeit,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
50110,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50110,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50110,of,1,maechtigkeit,0,2,2.5,1.5,8,0.5,1,1.5
50110,of,1,durchwurz,1,3,2,1,3,4,4,4
50110,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50110,oh,1,maechtigkeit,0,0,0,0,0,0,0,1.5
50110,oh,1,durchwurz,1,1,1,1,1,1,1,4
50110,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50110,a,,maechtigkeit,9,3.5,3.5,2.5,4,12,4,8
50110,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50110,h,,humusform_ka5,mut,muo,muo,muo,muo,muo,muo,gmo
50110,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50111,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50111,s,,hackschn_maechtigkeit,,,,,,,,
50111,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50111,ol,,maechtigkeit,1,1.5,1,0.5,1,0.5,0.5,0.5
50111,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50111,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50111,of,1,maechtigkeit,2,2.5,3.5,3.5,3,3,2.5,3
50111,of,1,durchwurz,1,1,1,3,2,1,1,1
50111,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50111,oh,1,maechtigkeit,3.5,3.5,4,3,0,0,0,0.5
50111,oh,1,durchwurz,2,2,3,3,1,1,1,2
50111,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50111,a,,maechtigkeit,5,6,2.5,3,4,7,4,4.5
50111,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50111,h,,humusform_ka5,mor,mor,mor,moa,muo,muo,muo,mom
50111,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50112,s,,streuart,vn,vn,vbn,vbn,vn,vn,vn,vn
50112,s,,hackschn_maechtigkeit,,,,,,,,
50112,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50112,ol,,maechtigkeit,0.1,0.5,3,0.5,0.5,1,0.5,1
50112,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50112,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50112,of,1,maechtigkeit,2.5,3,4,1.5,0.5,4.5,3.5,4.5
50112,of,1,durchwurz,3,3,3,1,1,3,1,2
50112,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50112,oh,1,maechtigkeit,3.5,3.5,0.5,2.2,0.2,0.5,1.5,4
50112,oh,1,durchwurz,3,4,3,3,1,3,2,2
50112,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50112,a,,maechtigkeit,4,4.5,1.5,3,3,3,7,3
50112,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50112,h,,humusform_ka5,mor,mor,moa,mor,moa,moa,moa,mrr
50112,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50113,s,,streuart,vbg,vbg,vbg,vbg,vbg,vbg,vbg,vbg
50113,s,,hackschn_maechtigkeit,,,,,,,,
50113,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50113,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
50113,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50113,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50113,of,1,maechtigkeit,0,0,0,0,0,0,0,0
50113,of,1,durchwurz,1,1,1,1,1,1,1,1
50113,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50113,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50113,oh,1,durchwurz,1,1,1,1,1,1,1,1
50113,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50113,a,,maechtigkeit,8,8,8,8,8,8,8,8
50113,a,,gefuege,kru,kru,kru,kru,kru,kru,shi,kru
50113,h,,humusform_ka5,mut,mut,mut,mut,mut,mut,mut,mut
50113,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50114,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50114,s,,hackschn_maechtigkeit,,,,,,,,
50114,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50114,ol,,maechtigkeit,2,2,2.5,1.5,2,1.5,2,4
50114,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50114,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50114,of,1,maechtigkeit,2,4,4.5,3.5,1.5,2,3,2
50114,of,1,durchwurz,2,2,2,2,2,2,2,2
50114,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50114,oh,1,maechtigkeit,5,6,5,5.5,5.5,6.5,5.5,5
50114,oh,1,durchwurz,4,4,4,4,4,4,4,4
50114,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50114,a,,maechtigkeit,3,3,2,4,2,3,5,4
50114,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50114,h,,humusform_ka5,mor,mor,mor,mor,mor,mor,mor,mor
50114,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50115,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50115,s,,hackschn_maechtigkeit,,,,,,,,
50115,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50115,ol,,maechtigkeit,1,1,1,1.5,0.5,1.5,1,1
50115,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50115,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50115,of,1,maechtigkeit,2,3,3,4,3.5,2.5,2,1
50115,of,1,durchwurz,4,4,3,3,3,4,4,4
50115,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50115,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50115,oh,1,durchwurz,1,1,1,1,1,1,1,1
50115,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50115,a,,maechtigkeit,9,3.5,3.5,2.5,4,12,4,8
50115,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50115,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,muo,muo
50115,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50116,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50116,s,,hackschn_maechtigkeit,,,,,,,,
50116,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50116,ol,,maechtigkeit,4,4,3,5,4,4,6,4
50116,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50116,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50116,of,1,maechtigkeit,3,3,1,2,0.5,2,2,1
50116,of,1,durchwurz,2,2,2,2,2,2,2,2
50116,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50116,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50116,oh,1,durchwurz,-9,-9,-9,-9,-9,-9,-9,-9
50116,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50116,a,,maechtigkeit,8,10,10,10,10,10,10,8
50116,a,,gefuege,kru,sub,sub,sub,sub,sub,sub,sub
50116,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,muo,muo
50116,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50117,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50117,s,,hackschn_maechtigkeit,,,,,,,,
50117,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50117,ol,,maechtigkeit,3,2,3,3,3,4,4,3
50117,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50117,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50117,of,1,maechtigkeit,4,1,2,0.5,3,4.5,2,4
50117,of,1,durchwurz,2,2,2,2,3,3,3,3
50117,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50117,oh,1,maechtigkeit,0.5,0.5,0.5,0.5,1.5,0,0.5,1
50117,oh,1,durchwurz,3,3,3,2,3,1,3,3
50117,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50117,a,,maechtigkeit,7,7,7,10,8,8,10,7
50117,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50117,h,,humusform_ka5,mom,mom,mom,mom,moa,muo,mom,moa
50117,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50118,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50118,s,,hackschn_maechtigkeit,,,,,,,,
50118,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50118,ol,,maechtigkeit,4,4,7,4,4,4,4,6
50118,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50118,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50118,of,1,maechtigkeit,3,5,3,2,2,4,4,4
50118,of,1,durchwurz,1,2,2,2,2,2,2,2
50118,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50118,oh,1,maechtigkeit,0,0,1,0,0,5,4,0
50118,oh,1,durchwurz,1,1,3,1,1,2,2,1
50118,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50118,a,,maechtigkeit,10,15,12,10,12,10,15,12
50118,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50118,h,,humusform_ka5,muo,muo,moa,muo,muo,mor,mor,muo
50118,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50119,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50119,s,,hackschn_maechtigkeit,,,,,,,,
50119,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50119,ol,,maechtigkeit,2,3,3,1.5,2,0.5,2,1.5
50119,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50119,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50119,of,1,maechtigkeit,2.5,3,2.5,2.5,3,1.5,2.5,2.5
50119,of,1,durchwurz,1,1,1,1,1,1,2,2
50119,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50119,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50119,oh,1,durchwurz,1,1,1,1,1,1,1,1
50119,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50119,a,,maechtigkeit,12,15,17,13,11,17,15,14
50119,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50119,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,muo,muo
50119,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50120,s,,streuart,vn,vn,vn,vgn,vn,vn,vn,vn
50120,s,,hackschn_maechtigkeit,,,,,,,,
50120,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50120,ol,,maechtigkeit,0.1,0.5,0.2,0.1,0.1,0.5,0.5,0.5
50120,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50120,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50120,of,1,maechtigkeit,5,3,2,0.5,1,4.5,5,2.5
50120,of,1,durchwurz,2,4,3,4,3,4,3,3
50120,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50120,oh,1,maechtigkeit,6,13,11,7,10,8.5,7,9
50120,oh,1,durchwurz,4,4,4,3,4,3,3,3
50120,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50120,a,,maechtigkeit,5,4,6,5,4,4,4,3
50120,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50120,h,,humusform_ka5,mor,mor,mor,gmo,mrr,mrr,mrr,mrr
50120,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50121,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50121,s,,hackschn_maechtigkeit,,,,,,,,
50121,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50121,ol,,maechtigkeit,3,4,2.5,1.5,3,4.5,4.5,3
50121,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50121,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50121,of,1,maechtigkeit,1.5,2,2,0.5,0.5,3.5,7.5,11
50121,of,1,durchwurz,4,3,2,1,2,2,4,3
50121,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50121,oh,1,maechtigkeit,0,0,0.2,0,0.2,0.1,0,0
50121,oh,1,durchwurz,1,1,3,1,3,3,1,1
50121,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50121,a,,maechtigkeit,8,7,9,11,8,8,10,11
50121,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50121,h,,humusform_ka5,muo,muo,mom,muo,mom,mom,muo,muo
50121,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50122,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
50122,s,,hackschn_maechtigkeit,,,,,,,,
50122,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50122,ol,,maechtigkeit,1,0.5,0.5,1,0.5,1,1,1
50122,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50122,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50122,of,1,maechtigkeit,1.5,1.5,1,1,1,0,4,2
50122,of,1,durchwurz,2,2,2,2,2,1,2,2
50122,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50122,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50122,oh,1,durchwurz,1,1,1,1,1,1,1,1
50122,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50122,a,,maechtigkeit,15,10,15,8,8,10,15,15
50122,a,,gefuege,sub,sub,kru,sub,sub,sub,sub,sub
50122,h,,humusform_ka5,muo,muo,muo,muo,muo,mut,muo,muo
50122,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50123,s,,streuart,vn,vgn,vbg,vn,vgn,vgn,vn,vn
50123,s,,hackschn_maechtigkeit,,,,,,,,
50123,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50123,ol,,maechtigkeit,2,2,3,2,1,4,3,3
50123,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50123,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50123,of,1,maechtigkeit,1,1,3,2,1,2,2,2
50123,of,1,durchwurz,1,1,2,1,2,1,1,1
50123,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50123,oh,1,maechtigkeit,1,1,4,2,0.5,2,2,2
50123,oh,1,durchwurz,2,2,2,2,3,3,2,2
50123,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50123,a,,maechtigkeit,35,35,35,35,35,35,35,35
50123,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
50123,h,,humusform_ka5,moa,moa,mor,mor,moa,mor,moa,moa
50123,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50124,s,,streuart,vn,vbn,vbn,vn,vn,vn,vn,vn
50124,s,,hackschn_maechtigkeit,,,,,,,,
50124,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50124,ol,,maechtigkeit,2,3,3,1,0.5,2,1,1
50124,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50124,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50124,of,1,maechtigkeit,5,4,5,2,1,2,4,4
50124,of,1,durchwurz,2,3,3,3,2,2,3,3
50124,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50124,oh,1,maechtigkeit,0.5,1,0,2,0.5,0,1,2
50124,oh,1,durchwurz,2,3,1,3,2,1,3,4
50124,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50124,a,,maechtigkeit,20,20,20,20,20,20,20,20
50124,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
50124,h,,humusform_ka5,mom,moa,muo,moa,mom,muo,mom,moa
50124,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50125,s,,streuart,vbn,vbn,vgbn,vbn,vgbn,vbn,vbn,vbn
50125,s,,hackschn_maechtigkeit,,,,,,,,
50125,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50125,ol,,maechtigkeit,0.5,1,3,1,1,1,0.5,0.5
50125,ol,,lagerung,lo,lo,vn,lo,lo,lo,lo,lo
50125,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50125,of,1,maechtigkeit,5,8,5,6,6,5,4,4
50125,of,1,durchwurz,3,3,3,3,3,3,3,3
50125,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50125,oh,1,maechtigkeit,0,0,1,1,1,2,0.5,0.5
50125,oh,1,durchwurz,-9,-9,3,3,3,3,3,3
50125,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50125,a,,maechtigkeit,10,10,10,10,10,10,10,10
50125,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
50125,h,,humusform_ka5,muo,muo,moa,moa,moa,moa,moa,moa
50125,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50126,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50126,s,,hackschn_maechtigkeit,,,,,,,,
50126,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50126,ol,,maechtigkeit,4,6.5,5,6,5.5,3.5,3.5,2
50126,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50126,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50126,of,1,maechtigkeit,1.5,0,1,0.5,0,2.5,0,1.5
50126,of,1,durchwurz,1,1,1,1,1,1,1,1
50126,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50126,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50126,oh,1,durchwurz,1,1,1,1,1,1,1,1
50126,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50126,a,,maechtigkeit,12,15,13,14,16,14,15,9
50126,a,,gefuege,sub,sub,sub,kru,kru,kru,kru,kru
50126,h,,humusform_ka5,muo,mut,muo,mut,mut,muo,mut,muo
50126,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50127,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50127,s,,hackschn_maechtigkeit,,,,,,,,
50127,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50127,ol,,maechtigkeit,3.5,6,8,5.5,5,4.5,4,4
50127,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50127,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50127,of,1,maechtigkeit,0,0,0,0,0.1,0,0.1,0.1
50127,of,1,durchwurz,1,1,1,1,1,1,1,1
50127,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50127,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50127,oh,1,durchwurz,1,1,1,1,1,1,1,1
50127,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50127,a,,maechtigkeit,9,9,5,10,8,7,4,7
50127,a,,gefuege,sub,pol,kru,kru,sub,sub,sub,sub
50127,h,,humusform_ka5,mut,mut,mut,mut,muo,mut,muo,muo
50127,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50128,s,,streuart,vn,vn,vn,vn,vn,vn,vbn,vn
50128,s,,hackschn_maechtigkeit,,,,,,,,
50128,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50128,ol,,maechtigkeit,3,2,2,1,2,2.5,2,1.5
50128,ol,,lagerung,lo,vn,lo,lo,lo,lo,lo,lo
50128,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50128,of,1,maechtigkeit,2,2,2,1.5,3,3.5,4,1
50128,of,1,durchwurz,2,1,1,1,2,2,3,2
50128,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50128,oh,1,maechtigkeit,0,0,0,0,0.5,0,0,0
50128,oh,1,durchwurz,1,1,1,1,3,1,1,1
50128,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50128,a,,maechtigkeit,10,5,5,5,10,5,5,5
50128,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50128,h,,humusform_ka5,muo,muo,muo,muo,mom,muo,muo,muo
50128,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50129,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
50129,s,,hackschn_maechtigkeit,,,,,,,,
50129,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50129,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
50129,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50129,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50129,of,1,maechtigkeit,7.5,3.5,6.5,7,3,3.5,5.5,3.5
50129,of,1,durchwurz,3,2,3,3,2,3,3,3
50129,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50129,oh,1,maechtigkeit,2,8,5,2,0.5,0.5,1,3
50129,oh,1,durchwurz,2,1,1,1,1,1,1,1
50129,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50129,a,,maechtigkeit,18,35,3,5,7,15,8,35
50129,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
50129,h,,humusform_ka5,mra,ror,roa,ror,moa,moa,mra,roa
50129,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50130,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50130,s,,hackschn_maechtigkeit,,,,,,,,
50130,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50130,ol,,maechtigkeit,2.5,2,1,4.5,3.5,3,4,2
50130,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50130,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50130,of,1,maechtigkeit,1,2,4,1,2.5,3,1.5,2
50130,of,1,durchwurz,2,2,2,2,2,2,2,2
50130,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50130,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
50130,oh,1,durchwurz,1,1,1,1,1,1,1,1
50130,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50130,a,,maechtigkeit,7.5,6,9,8,5,12,15,6
50130,a,,gefuege,pol,pol,pol,pol,pol,pol,pol,pol
50130,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,muo,muo
50130,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50131,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50131,s,,hackschn_maechtigkeit,,,,,,,,
50131,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50131,ol,,maechtigkeit,3,4,4,3,5,1,2,4
50131,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50131,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50131,of,1,maechtigkeit,2.5,2,2,4,4,1,2,4
50131,of,1,durchwurz,2,2,2,1,1,1,1,2
50131,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50131,oh,1,maechtigkeit,0,0,0.3,0,0,0,0,0
50131,oh,1,durchwurz,1,1,1,1,1,1,1,1
50131,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50131,a,,maechtigkeit,2,1,3.5,4,2.5,2.5,2.5,2
50131,a,,gefuege,sub,sub,sub,sub,sub,sub,sub,sub
50131,h,,humusform_ka5,muo,muo,mom,muo,muo,muo,muo,muo
50131,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
50132,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
50132,s,,hackschn_maechtigkeit,,,,,,,,
50132,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
50132,ol,,maechtigkeit,3.5,2,3,4,5,3.5,4,3
50132,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
50132,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
