bund_nr,otprobe,utprobe,pr_art,probennr,lfd_nr
120118,65,85,phg,,6
120118,85,105,phg,,7
120118,105,135,phg,,8
120118,135,165,phg,,9
120119,0,5,ftg,,1
120119,5,10,ftg,,2
120119,10,28,phg,,3
120119,28,43,phg,,4
120119,43,73,phg,,5
120119,73,90,phg,,6
120120,0,5,ftg,,1
120120,5,10,ftg,,2
120120,10,19,phg,,3
120120,19,31,phg,,4
120120,31,55,phg,,5
120120,55,88,phg,,6
120120,88,130,phg,,7
120120,130,170,phg,,8
120122,0,5,ftg,,1
120122,5,10,ftg,,2
120122,10,30,phg,,3
120122,30,43,phg,,4
120122,43,63,phg,,5
120122,63,90,phg,,6
120122,90,130,phg,,7
120122,130,170,phg,,8
120123,0,5,ftg,,1
120123,5,10,ftg,,2
120123,10,28,phg,,3
120123,28,55,phg,,4
120123,55,75,phg,,5
120123,75,120,phg,,6
120123,120,180,phg,,7
120124,0,5,ftg,,1
120124,5,10,ftg,,2
120124,10,30,phg,,3
120124,30,70,phg,,4
120124,70,100,phg,,5
120124,100,130,phg,,6
120124,130,170,phg,,7
120124,170,195,phg,,8
120125,0,5,ftg,,1
120125,5,10,ftg,,2
120125,10,30,phg,,3
120125,30,60,phg,,4
120125,60,95,phg,,5
120125,95,130,phg,,6
120125,130,170,phg,,7
120125,170,200,phg,,8
120127,0,5,ftg,,1
120127,5,10,ftg,,2
120127,10,35,phg,,3
120127,35,65,phg,,4
120127,65,95,phg,,5
120127,95,130,phg,,6
120127,130,170,phg,,7
120127,170,220,phg,,8
120128,0,5,ftg,,1
120128,5,10,ftg,,2
120128,10,25,phg,,3
120128,25,55,phg,,4
120128,55,95,phg,,5
120128,95,120,phg,,6
120128,120,180,phg,,7
120128,180,200,phg,,8
120129,0,5,ftg,,1
120129,5,10,ftg,,2
120129,10,25,phg,,3
120129,25,45,phg,,4
120129,45,80,phg,,5
120129,80,130,phg,,6
120129,130,170,phg,,7
120130,0,5,ftg,,1
120130,5,10,ftg,,2
120130,10,20,phg,,3
120130,20,50,phg,,4
120130,50,90,phg,,5
120130,90,130,phg,,6
120130,130,170,phg,,7
120130,170,200,phg,,8
120131,0,5,ftg,,1
120131,5,10,ftg,,2
120131,10,28,phg,,3
120131,28,45,phg,,4
120131,45,68,phg,,5
120131,68,100,phg,,6
120131,100,120,phg,,7
120131,120,180,phg,,8
120132,0,5,ftg,,1
120132,5,10,ftg,,2
120133,0,5,ftg,,1
120133,5,10,ftg,,2
120133,10,18,phg,,3
120133,18,35,phg,,4
120133,35,50,phg,,5
120133,50,90,phg,,6
120133,90,110,phg,,7
120133,110,135,phg,,8
120133,135,165,phg,,9
120133,165,185,phg,,10
120134,0,5,ftg,,1
120134,5,10,ftg,,2
120134,10,20,phg,,3
120134,20,45,phg,,4
120134,45,70,phg,,5
120134,70,110,phg,,6
120134,110,135,phg,,7
120134,135,165,phg,,8
120134,165,200,phg,,9
120135,0,5,ftg,,1
120135,5,10,ftg,,2
120135,10,24,phg,,3
120135,24,50,phg,,4
120135,50,80,phg,,5
120135,80,110,phg,,6
120135,110,140,phg,,7
120135,140,160,phg,,8
120135,160,190,phg,,9
120136,0,5,ftg,,1
120136,5,10,ftg,,2
120136,10,35,phg,,3
120136,35,65,phg,,4
120136,65,90,phg,,5
120136,90,135,phg,,6
120136,135,165,phg,,7
120136,165,195,phg,,8
120137,0,5,ftg,,1
120137,5,10,ftg,,2
120137,10,20,phg,,3
120137,20,40,phg,,4
120137,40,65,phg,,5
120137,65,75,phg,,6
120137,75,90,phg,,7
120137,90,135,phg,,8
120137,135,165,phg,,9
120137,165,195,phg,,10
120138,0,5,ftg,,1
120138,5,10,ftg,,2
120138,10,20,phg,,3
120138,20,30,phg,,4
120138,30,60,phg,,5
120138,60,100,phg,,6
120138,100,140,phg,,7
120138,140,160,phg,,8
120138,160,190,phg,,9
120139,0,5,ftg,,1
120139,5,10,ftg,,2
120139,10,28,phg,,3
120139,28,50,phg,,4
120139,50,70,phg,,5
120139,70,107,phg,,6
120139,107,135,phg,,7
120139,135,165,phg,,8
120139,165,185,phg,,9
120140,0,5,ftg,,1
120140,5,10,ftg,,2
120140,10,18,phg,,3
120140,18,40,phg,,4
120140,40,80,phg,,5
120140,80,130,phg,,6
120140,130,170,phg,,7
120140,170,200,phg,,8
120141,0,5,ftg,,1
120141,5,10,ftg,,2
120141,10,30,phg,,3
120141,30,65,phg,,4
120141,65,102,phg,,5
120141,102,140,phg,,6
120141,140,160,phg,,7
120141,160,200,phg,,8
120142,0,5,ftg,,1
120142,5,10,ftg,,2
120142,10,18,phg,,3
120142,18,40,phg,,4
120142,40,80,phg,,5
120142,80,140,phg,,6
120142,140,160,phg,,7
120142,160,180,phg,,8
120143,0,5,ftg,,1
120143,5,10,ftg,,2
120143,10,15,phg,,3
120143,15,33,phg,,4
120143,33,55,phg,,5
120143,55,100,phg,,6
120143,100,130,phg,,7
120143,130,170,phg,,8
120143,170,200,phg,,9
120144,0,5,ftg,,1
120144,5,10,ftg,,2
120144,10,30,phg,,3
120144,30,58,phg,,4
120144,58,90,phg,,5
120144,90,130,phg,,6
120144,130,170,phg,,7
120144,170,200,phg,,8
120145,0,5,ftg,,1
120145,5,10,ftg,,2
120145,10,28,phg,,3
120145,28,40,phg,,4
120145,40,70,phg,,5
120145,70,90,phg,,6
120145,90,130,phg,,7
120145,130,170,phg,,8
120145,170,200,phg,,9
120146,0,5,ftg,,1
120146,5,10,ftg,,2
120146,10,22,phg,,3
120146,22,34,phg,,4
120146,34,55,phg,,5
120146,55,85,phg,,6
120146,85,115,phg,,7
120146,115,185,phg,,8
120146,185,195,phg,,9
120147,0,5,ftg,,1
120147,5,10,ftg,,2
120147,10,35,phg,,3
120147,35,68,phg,,4
120147,68,100,phg,,5
120147,100,130,phg,,6
120147,130,140,phg,,7
120147,140,160,phg,,8
120147,160,180,phg,,9
120147,180,200,phg,,10
120148,0,5,ftg,,1
120148,5,10,ftg,,2
120148,10,50,phg,,3
120148,50,90,phg,,4
120148,90,130,phg,,5
120148,130,170,phg,,6
120148,170,200,phg,,7
120149,0,5,ftg,,1
120149,5,10,ftg,,2
120149,10,17,phg,,3
120149,17,30,phg,,4
120149,30,60,phg,,5
120149,60,90,phg,,6
120149,90,108,phg,,7
120149,108,128,phg,,8
120149,128,140,phg,,9
120149,140,160,phg,,10
120150,0,5,ftg,,1
120150,5,10,ftg,,2
120150,10,20,phg,,3
120150,20,36,phg,,4
120150,36,70,phg,,5
120150,70,90,phg,,6
120150,90,130,phg,,7
120150,130,170,phg,,8
120151,0,5,ftg,,1
120151,5,10,ftg,,2
120151,10,17,phg,,3
120151,17,30,phg,,4
120151,30,65,phg,,5
120151,65,85,phg,,6
120151,85,112,phg,,7
120151,112,145,phg,,8
120151,145,155,phg,,9
120153,0,5,ftg,,1
120153,5,10,ftg,,2
120153,10,30,phg,,3
120153,30,85,phg,,4
120153,85,130,phg,,5
120153,130,170,phg,,6
120153,170,200,phg,,7
120154,0,5,ftg,,1
120154,5,10,ftg,,2
120154,10,28,phg,,3
120154,28,45,phg,,4
120154,45,95,phg,,5
120154,95,130,phg,,6
120154,130,170,phg,,7
120155,0,5,ftg,,1
120155,5,10,ftg,,2
120155,10,26,phg,,3
120155,26,48,phg,,4
120155,48,75,phg,,5
120155,75,115,phg,,6
120155,115,140,phg,,7
120155,140,160,phg,,8
120156,0,5,ftg,,1
120156,5,10,ftg,,2
120156,10,22,phg,,3
120156,22,35,phg,,4
120156,35,50,phg,,5
120156,50,85,phg,,6
120156,85,120,phg,,7
120156,120,180,phg,,8
120156,180,205,phg,,9
120157,0,5,ftg,,1
120157,5,10,ftg,,2
120157,10,17,phg,,3
120157,17,46,phg,,4
120157,46,75,phg,,5
120157,75,120,phg,,6
120157,120,140,phg,,7
120157,140,160,phg,,8
120157,160,200,phg,,9
120157,10,20,ftg,EU,10
120157,20,40,ftg,EU,11
120157,40,80,ftg,EU,12
120159,0,5,ftg,,1
120159,5,10,ftg,,2
120159,10,25,phg,,3
120159,25,50,phg,,4
120159,50,70,phg,,5
120159,70,80,phg,,6
120159,80,130,phg,,7
120159,10,20,ftg,EU,8
120159,20,40,ftg,EU,9
120159,40,80,ftg,EU,10
120160,0,5,ftg,,1
120160,5,10,ftg,,2
120160,10,23,phg,,3
120160,23,35,phg,,4
120160,35,52,phg,,5
120160,52,80,phg,,6
120160,80,110,phg,,7
120160,110,145,phg,,8
120160,145,155,phg,,9
120160,155,185,phg,,10
120160,10,20,ftg,EU,11
120160,20,40,ftg,EU,12
120160,40,80,ftg,EU,13
120161,0,5,ftg,,1
120161,5,10,ftg,,2
120161,10,15,phg,,3
120161,15,26,phg,,4
120161,26,40,phg,,5
120161,40,60,phg,,6
120161,60,90,phg,,7
120161,90,125,phg,,8
120161,125,175,phg,,9
120161,10,20,ftg,EU,10
120161,20,40,ftg,EU,11
120161,40,80,ftg,EU,12
120163,0,5,ftg,,1
120163,5,10,ftg,,2
120163,10,20,phg,,3
120163,20,30,phg,,4
120163,30,52,phg,,5
120163,52,80,phg,,6
120163,80,120,phg,,7
120163,120,140,phg,,8
120163,140,160,phg,,9
120163,10,20,ftg,EU,10
120163,20,40,ftg,EU,11
120163,40,80,ftg,EU,12
120164,0,5,ftg,,1
120164,5,10,ftg,,2
120164,10,14,phg,,3
120164,14,45,phg,,4
120164,45,95,phg,,5
120164,95,110,phg,,6
120164,10,20,ftg,EU,7
120164,20,40,ftg,EU,8
120164,40,80,ftg,EU,9
120165,0,5,ftg,,1
120165,5,10,ftg,,2
120165,10,25,phg,,3
120165,25,50,phg,,4
120165,50,90,phg,,5
120165,90,130,phg,,6
120165,130,170,phg,,7
120167,0,5,ftg,,1
120167,5,10,ftg,,2
120167,10,28,phg,,3
120167,28,50,phg,,4
120167,50,90,phg,,5
120167,90,130,phg,,6
120167,130,170,phg,,7
120167,170,200,phg,,8
120167,10,20,ftg,EU,9
120167,20,40,ftg,EU,10
120167,40,80,ftg,EU,11
120168,0,5,ftg,,1
120168,5,10,ftg,,2
120168,10,22,phg,,3
120168,22,43,phg,,4
120168,43,90,phg,,5
120168,90,110,phg,,6
120168,110,120,phg,,7
120168,10,20,ftg,EU,8
120168,20,40,ftg,EU,9
120168,40,80,ftg,EU,10
120169,0,5,ftg,,1
120169,5,10,ftg,,2
120169,10,28,phg,,3
120169,28,50,phg,,4
120169,50,75,phg,,5
120169,75,110,phg,,6
120169,110,140,phg,,7
120169,140,160,phg,,8
120169,160,190,phg,,9
120169,190,205,phg,,10
120169,10,20,ftg,EU,11
120169,20,40,ftg,EU,12
120169,40,80,ftg,EU,13
120170,0,5,ftg,,1
120170,5,10,ftg,,2
120170,10,20,phg,,3
120170,20,50,phg,,4
120170,50,80,phg,,5
120170,80,110,phg,,6
120170,110,140,phg,,7
120170,140,160,phg,,8
120170,160,175,phg,,9
120170,10,20,ftg,EU,10
120170,20,40,ftg,EU,11
120170,40,80,ftg,EU,12
120181,0,5,ftg,,1
120181,5,10,ftg,,2
120181,10,21,phg,,3
120181,21,45,phg,,4
120181,45,65,phg,,5
120181,65,115,phg,,6
120182,0,5,ftg,,1
120182,5,10,ftg,,2
120182,10,19,phg,,3
120182,19,41,phg,,4
120182,41,75,phg,,5
120182,75,105,phg,,6
120182,105,140,phg,,7
120183,0,5,ftg,,1
120183,5,10,ftg,,2
120183,10,15,phg,,3
120183,15,25,phg,,4
120183,25,40,phg,,5
120183,40,60,phg,,6
120183,60,110,phg,,7
120184,0,5,ftg,,1
120184,5,10,ftg,,2
120184,10,25,phg,,3
120184,25,50,phg,,4
120184,50,75,phg,,5
120184,75,100,phg,,6
120185,0,5,ftg,,1
120185,5,10,ftg,,2
120185,10,15,phg,,3
120185,15,55,phg,,4
120185,55,75,phg,,5
120185,75,95,phg,,6
120185,95,125,phg,,7
120186,0,5,ftg,,1
120186,5,10,ftg,,2
120186,10,13,phg,,3
120186,13,48,phg,,4
120186,48,80,phg,,5
120186,80,110,phg,,6
120187,0,5,ftg,,1
120187,5,10,ftg,,2
120187,10,16,phg,,3
120187,16,35,phg,,4
120187,35,65,phg,,5
120187,65,80,phg,,6
120187,80,95,phg,,7
120188,0,5,ftg,,1
120188,5,10,ftg,,2
120188,10,14,phg,,3
120188,14,31,phg,,4
120188,31,55,phg,,5
120188,55,85,phg,,6
