MoMoK_Nr;Name;Bundeland;Datum_Aufnahme;Nr_PK;BNr;ZW;St;Baumart (Code);Baumart;Schi;Kraft;Alt;Alt-Meth;BHD [mm];BHD Hoehe [cm];Permanent-Maßband;BHD Stufen;Hoehe [dm];Kronenansatz [dm];Azimut [Gon];Azimut [°];Distanz [cm];Bemerkung
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;19;;0;;BKI;1;3;;;107;;0;2;;;391;352;787;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;20;;0;;BKI;1;3;;;90;;0;1;;;396;356;863;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;21;;0;;BKI;1;2;;;165;;0;3;;;388;349;1194;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;22;;0;;BKI;1;2;;;110;;0;2;;;388;349;1260;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;23;;0;;BKI;1;3;;;77;;0;1;;;386;347;1241;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;24;;0;;BKI;1;3;;;75;;0;1;;;356;320;710;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;25;;0;;BKI;1;3;;;90;;0;1;;;346;311;772;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;26;;0;;BKI;1;3;;;76;;0;1;;;340;306;790;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;27;;0;;BKI;1;3;;;91;;0;1;;;331;298;982;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;28;;0;;BKI;1;3;;;127;;0;2;;;329;296;1023;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;29;;0;;BKI;1;2;;;74;;0;1;;;319;287;863;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;30;;0;;BKI;1;2;;;110;;0;2;;;300;270;1053;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;31;;0;;BKI;1;2;;;110;;0;2;;;304;274;881;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;32;;0;;BKI;1;4;;;85;;0;1;;;302;272;688;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;33;;0;;BKI;1;3;;;85;;0;1;;;286;257;744;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;34;;0;;BKI;1;3;;;90;;0;1;;;280;252;777;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;35;;0;;BKI;1;3;;;104;;0;2;;;270;243;907;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;36;;0;;BKI;1;3;;;78;;0;1;;;267;240;828;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;37;;0;;BKI;1;3;;;106;;0;2;;;294;265;659;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;38;;0;;BKI;1;3;;;87;;0;1;;;280;252;608;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;39;;0;;BKI;1;2;;;98;;0;1;;;261;235;457;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;40;;0;;BKI;1;3;;;79,2;;1;1;40;26;228;205;340;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;41;;0;;BKI;1;3;;;80;;0;1;;;229;206;342;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;42;;0;;BKI;1;3;;;72;;0;1;;;223;201;371;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;43;;0;;BKI;1;3;;;91;;0;1;;;216;194;492;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;44;;0;;BKI;1;3;;;71;;0;1;;;236;212;428;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;45;;0;;BKI;1;3;;;75;;0;1;;;248;223;518;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;46;;0;;BKI;1;3;;;90;;0;1;;;240;216;578;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;47;;0;;BKI;1;4;;;79;;0;1;;;222;200;519;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;48;;0;;BKI;1;3;;;89;;0;1;;;219;197;570;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;49;;0;;BKI;1;3;;;102;;0;2;;;212;191;854;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;50;;0;;BKI;1;2;;;140;;0;2;;;222;200;991;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;51;;0;;BKI;1;3;;;95;;0;1;;;224;202;1190;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;52;;0;;BKI;1;3;;;114;;0;2;;;221;199;1219;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;53;;0;;BKI;1;3;;;96;;0;1;;;208;187;1108;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;54;;0;;BKI;1;3;;;125;;0;2;;;224;202;1248;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;55;;0;;BKI;1;3;;;104;;0;2;;;208;187;1207;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;56;;0;;BKI;1;2;;;85;;0;1;;;202;182;1102;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;57;;0;;BKI;1;2;;;104;;0;2;;;202;182;1235;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;58;;0;;BKI;1;2;;;78;;0;1;;;153;138;607;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;59;;0;;BKI;1;3;;;84;;0;1;;;111;100;335;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;60;;0;;BKI;1;3;;;100;;0;2;;;117;105;382;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;61;;0;;BKI;1;4;;;96;;0;1;;;113;102;464;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;62;;0;;BKI;1;2;;;162,9;;1;4;79;32;106;95;475;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;63;;0;;BKI;1;3;;;96,4;;1;1;67;45;100;90;374;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;64;;0;;BKI;1;4;;;79;;0;1;;;74;67;639;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;65;;0;;BKI;1;2;;;80;;0;1;;;67;60;819;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;66;;0;;BKI;1;2;;;120;;0;2;;;56;50;759;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;67;;0;;BKI;1;3;;;79;;0;1;;;66;59;1013;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;68;;0;;BKI;1;3;;;110;;0;2;;;58;52;1260;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;69;;0;;BKI;1;4;;;71;;0;1;;;48;43;896;
33040;Drewensee/Priepert;MV;07.09.2022;MB;1;;0;;RER;1;3;;;190;;0;3;;;317;285;140;
33040;Drewensee/Priepert;MV;07.09.2022;MB;2;;0;;RER;1;4;;;210;;0;4;;;272;245;166;
33040;Drewensee/Priepert;MV;07.09.2022;MB;3;;0;;RER;1;2;;;225;;0;4;;;289;260;222;
33040;Drewensee/Priepert;MV;07.09.2022;MB;4;;0;;RER;1;3;;;217,5;;1;4;;;276;248;196;
33040;Drewensee/Priepert;MV;07.09.2022;MB;5;;0;;RER;1;4;;;166;;0;3;;;308;277;276;
33040;Drewensee/Priepert;MV;07.09.2022;MB;6;;0;;RER;1;2;;;317;;0;6;;;300;270;625;
33040;Drewensee/Priepert;MV;07.09.2022;MB;7;;0;;RER;1;3;;;180;;0;3;;;304;274;955;
33040;Drewensee/Priepert;MV;07.09.2022;MB;8;;0;;RER;1;2;;;224;;0;4;;;311;280;1126;
33040;Drewensee/Priepert;MV;07.09.2022;MB;9;;0;;RER;1;4;;;180;;0;3;;;311;280;1178;
33040;Drewensee/Priepert;MV;07.09.2022;MB;10;;0;;RER;1;4;;;154;;0;3;;;317;285;1203;
33040;Drewensee/Priepert;MV;07.09.2022;MB;11;;0;;RER;1;2;;;180;;0;3;;;327;294;1224;
33040;Drewensee/Priepert;MV;07.09.2022;MB;12;;0;;RER;1;2;;;190,3;;1;3;;;329;296;984;
33040;Drewensee/Priepert;MV;07.09.2022;MB;13;;0;;RER;1;3;;;181;;0;3;;;332;299;995;
33040;Drewensee/Priepert;MV;07.09.2022;MB;14;;0;;RER;1;2;;;304,1;;1;6;;;229;206;350;
33040;Drewensee/Priepert;MV;07.09.2022;MB;15;;0;;RER;1;3;;;278,5;;1;5;;;233;210;428;
33040;Drewensee/Priepert;MV;07.09.2022;MB;16;;0;;RER;1;4;;;178;;0;3;;;266;239;631;
33040;Drewensee/Priepert;MV;07.09.2022;MB;17;;0;;RER;1;4;;;210;;0;4;;;254;229;791;
33040;Drewensee/Priepert;MV;07.09.2022;MB;18;;0;;RER;1;2;;;206;;0;4;;;251;226;1025;
33040;Drewensee/Priepert;MV;07.09.2022;MB;19;;0;;RER;1;3;;;227;;0;4;;;260;234;1242;
33040;Drewensee/Priepert;MV;07.09.2022;MB;20;;0;;RER;1;4;;;217;;0;4;;;256;230;1244;
33040;Drewensee/Priepert;MV;07.09.2022;MB;21;;0;;RER;1;3;;;228;;0;4;;;214;193;1261;
33040;Drewensee/Priepert;MV;07.09.2022;MB;22;;0;;RER;1;4;;;165;;0;3;;;213;192;1228;
33040;Drewensee/Priepert;MV;07.09.2022;MB;23;;0;;RER;1;3;;;193;;0;3;;;203;183;821;
33040;Drewensee/Priepert;MV;07.09.2022;MB;24;;0;;RER;1;3;;;183;;0;3;;;206;185;795;
33040;Drewensee/Priepert;MV;07.09.2022;MB;25;;0;;RER;1;2;;;218;;0;4;;;211;190;801;
33040;Drewensee/Priepert;MV;07.09.2022;MB;26;;0;;RER;1;2;;;236;;0;4;;;182;164;946;
33040;Drewensee/Priepert;MV;07.09.2022;MB;27;;0;;RER;1;2;;;211;;0;4;;;189;170;1030;
33040;Drewensee/Priepert;MV;07.09.2022;MB;28;;0;;RER;1;2;;;215;;0;4;;;199;179;1231;
33040;Drewensee/Priepert;MV;07.09.2022;MB;29;;0;;RER;1;2;;;265;;0;5;;;177;159;1214;
33040;Drewensee/Priepert;MV;07.09.2022;MB;30;;0;;RER;1;4;;;190;;0;3;;;147;132;782;
33040;Drewensee/Priepert;MV;07.09.2022;MB;31;;0;;RER;1;1;;;295,3;;1;5;258;174;134;121;606;
33040;Drewensee/Priepert;MV;07.09.2022;MB;32;;0;;RER;1;2;;;234;;0;4;241;139;119;107;1066;
33040;Drewensee/Priepert;MV;07.09.2022;MB;33;;0;;RER;1;2;;;254;;0;5;261;191;114;103;1166;
33040;Drewensee/Priepert;MV;07.09.2022;MB;34;;0;;RER;1;2;;;258;;0;5;;;118;106;1213;
33040;Drewensee/Priepert;MV;07.09.2022;MB;35;;0;;RER;1;2;;;292;;0;5;;;121;109;1193;
33040;Drewensee/Priepert;MV;07.09.2022;MB;36;;0;;RER;1;3;;;192;;0;3;;;82;74;935;
33040;Drewensee/Priepert;MV;07.09.2022;MB;37;;0;;RER;1;4;;;162;;0;3;;;81;73;1017;
33040;Drewensee/Priepert;MV;07.09.2022;MB;38;;0;;RER;1;2;;;260;;0;5;;;84;76;1077;
33040;Drewensee/Priepert;MV;07.09.2022;MB;39;;0;;RER;1;3;;;230;;0;4;;;84;76;508;
33040;Drewensee/Priepert;MV;07.09.2022;MB;40;;0;;RER;1;4;;;152;;0;3;;;62;56;281;
33040;Drewensee/Priepert;MV;07.09.2022;MB;41;;0;;RER;1;2;;;231;;0;4;;;46;41;538;
33040;Drewensee/Priepert;MV;07.09.2022;MB;42;;0;;RER;1;2;;;205;;0;4;;;43;39;793;
33040;Drewensee/Priepert;MV;07.09.2022;MB;43;;0;;RER;1;2;;;205;;0;4;;;61;55;1189;
33040;Drewensee/Priepert;MV;07.09.2022;MB;44;;0;;RER;1;3;;;185;;0;3;;;57;51;1205;
33040;Drewensee/Priepert;MV;07.09.2022;MB;45;;0;;RER;1;2;;;224;;0;4;;;38;34;1080;
33040;Drewensee/Priepert;MV;07.09.2022;MB;46;;0;;RER;2;;;;125;;0;2;127;73;2;2;373;
33040;Drewensee/Priepert;MV;07.09.2022;MB;47;;0;;RER;1;4;;;159;;0;3;;;396;356;520;
33040;Drewensee/Priepert;MV;07.09.2022;MB;48;;0;;RER;1;2;;;233;;0;4;;;1;1;553;
33040;Drewensee/Priepert;MV;07.09.2022;MB;49;;0;;RER;1;4;;;170;;0;3;;;8;7;560;
33040;Drewensee/Priepert;MV;07.09.2022;MB;50;;0;;RER;1;3;;;166;;0;3;;;394;355;631;
33040;Drewensee/Priepert;MV;07.09.2022;MB;51;;0;;RER;1;4;;;143;;0;2;;;1;1;671;
33040;Drewensee/Priepert;MV;07.09.2022;MB;52;;0;;RER;1;1;;;310;;0;6;;;1;1;1043;
33040;Drewensee/Priepert;MV;07.09.2022;MB;53;;0;;RER;1;3;;;196;;0;3;;;374;337;1224;
33040;Drewensee/Priepert;MV;07.09.2022;MB;54;;0;;RER;1;4;;;119;;0;2;;;376;338;986;
33040;Drewensee/Priepert;MV;07.09.2022;MB;55;;0;;RER;1;3;;;169;;0;3;;;361;325;997;
33040;Drewensee/Priepert;MV;07.09.2022;MB;56;;0;;RER;1;4;;;134;;0;2;180;141;357;321;750;
33040;Drewensee/Priepert;MV;07.09.2022;MB;57;;0;;RER;1;2;;;265;;0;5;;;349;314;791;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;1;;0;;GFI;1;3;;;284,5;;1;5;200;128;41;37;289;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;2;;0;;GFI;1;3;;;183;;0;3;;;50;45;671;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;3;;0;;GFI;1;3;;;276;;0;5;;;341;307;629;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;4;;0;;GFI;1;4;;;154;;0;3;;;358;322;857;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;5;;0;;GFI;1;3;;;217,1;;1;4;159;97;363;327;890;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;6;;0;;GFI;1;4;;;197;;0;3;;;381;343;912;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;7;;0;;GFI;1;3;;;303;;0;6;;;387;348;1038;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;8;;0;;GFI;1;4;;;179,7;;1;3;136;99;348;313;1202;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;9;;0;;GFI;2;;;;117;;0;2;96;71;322;290;1172;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;10;;0;;GFI;1;4;;;314;;0;6;;;258;232;303;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;11;;0;;GFI;1;2;;;327;;0;6;;;296;266;761;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;12;;0;;GFI;1;4;;;182;;0;3;;;258;232;857;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;13;;0;;GFI;1;3;;;331,4;;1;6;210;123;242;218;847;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;14;;0;;GFI;2;;;;88;;0;1;72;61;243;219;1056;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;15;;0;;GFI;2;;;;105;;0;2;98;84;249;224;1073;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;16;;0;;GFI;2;;;;97;;0;1;67;56;261;235;1100;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;17;;0;;GFI;1;2;;;209,2;;1;4;159;83;186;167;978;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;18;;0;;GFI;1;2;;;223;;0;4;;;170;153;849;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;19;;0;;GFI;1;4;;;172;;0;3;;;153;138;768;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;20;;0;;GFI;1;3;;;268;;0;5;;;144;130;809;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;21;;0;;GFI;1;2;;;322;;0;6;;;139;125;644;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;22;;0;;GFI;2;;;;92;;0;1;58;32;111;100;1198;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;23;;0;;GFI;1;2;;;280;;0;5;;;167;150;318;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;24;;0;;GFI;1;4;;;168;;0;3;;;207;186;304;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;1;;0;;BKI;1;4;;;97;140;0;1;;;373;336;249;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;2;;0;;BKI;1;2;;;124,7;;1;2;87;63;299;269;286;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;3;;0;;MBI;1;4;;;151;;0;3;92;32;264;238;261;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;4;;0;;BKI;2;;;;75;;0;1;;;322;290;406;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;5;;0;;BKI;2;;;;96;;0;1;;;313;282;393;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;6;;0;;BKI;1;3;;;119,2;;1;2;;;289;260;556;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;7;;0;;BKI;2;;;;95;;0;1;;;287;258;509;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;8;;0;;BKI;2;;;;84;;0;1;;;272;245;589;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;9;;0;;BKI;2;;;;75;;0;1;;;288;259;687;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;10;;0;;BKI;1;4;;;110;;0;2;;;296;266;906;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;11;;0;;BKI;1;3;;;112,2;;1;2;;;298;268;918;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;12;;0;;BKI;2;;;;79;;0;1;;;302;272;1126;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;13;;0;;BKI;2;;;;77;;0;1;;;316;284;1156;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;14;;0;;BKI;1;1;;;188,3;;1;3;56;27;334;301;966;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;15;;0;;BKI;2;;;;87;;0;1;;;352;317;1020;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;16;;0;;BKI;1;4;;;133;140;0;2;;;354;319;1050;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;17;;0;;BKI;1;4;;;71;;0;1;;;369;332;981;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;18;;0;;BKI;1;4;;;88;;0;1;;;366;329;1100;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;19;1;0;;BKI;1;4;;;123;;0;2;;;398;358;544;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;20;;0;;BKI;1;3;;;93;;0;1;64;34;63;57;640;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;21;;0;;GFI;1;3;;;110;;0;2;78;13;53;48;693;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;22;;0;;BKI;2;;;;76;;0;1;;;67;60;640;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;23;;0;;BKI;1;4;;;75;;0;1;;;79;71;593;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;24;1;0;;BKI;2;;;;92;;0;1;;;101;91;380;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;25;;0;;BKI;2;;;;79;;0;1;;;92;83;781;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;26;;0;;BKI;1;2;;;154,5;140;1;3;;;110;99;789;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;27;;0;;BKI;2;;;;101;;0;2;;;90;81;1066;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;28;;0;;BKI;1;4;;;85;;0;1;;;69;62;941;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;29;;0;;BKI;2;;;;76;;0;1;48;36;74;67;1076;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;30;;0;;BKI;2;;;;86;;0;1;;;131;118;576;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;31;;0;;BKI;1;4;;;120;;0;2;;;209;188;342;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;32;;0;;BKI;2;;;;100;;0;2;;;192;173;337;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;33;1;0;;BKI;1;4;;;112;;0;2;;;206;185;552;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;34;;0;;BKI;2;;;;76;;0;1;41;24;211;190;733;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;35;;0;;BKI;1;3;;;167;;0;3;;;238;214;656;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;36;;0;;BKI;1;4;;;86;;0;1;;;241;217;609;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;37;;0;;BKI;2;;;;74;;0;1;38;17;248;223;693;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;38;;0;;BKI;2;;;;99;;0;1;34;21;261;235;1077;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;39;;0;;BKI;2;;;;89;;0;1;49;31;264;238;1095;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;40;;0;;BKI;1;4;;;106;;0;2;;;259;233;1210;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;41;;0;;BKI;1;4;;;101;;0;2;;;174;157;543;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;42;;0;;BKI;2;;;;90;;0;1;;;170;153;628;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;43;;0;;GKI;1;4;;;256;;0;5;157;104;173;156;733;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;44;;0;;BKI;2;;;;86;;0;1;;;168;151;931;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;45;;0;;BKI;1;4;;;173;;0;3;;;164;148;1016;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;46;;0;;BKI;2;;;;76;;0;1;;;160;144;1083;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;47;;0;;BKI;1;3;;;160;;0;3;61;28;140;126;1086;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;48;;0;;BKI;2;;;;126;;0;2;;;70;63;838;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;1;;0;;MBI;1;2;;;249,2;;1;4;190;96;136;122;211;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;2;;0;;MBI;1;2;;;268;;1;5;237;89;67;60;332;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;3;;0;;MBI;1;3;;;218,1;;1;4;194;89;159;143;585;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;4;;0;;MBI;1;2;;;282,4;;1;5;218;99;122;110;1125;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;5;;0;;MBI;1;3;;;316;140;1;6;218;58;81;73;948;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;6;;0;;MBI;1;3;;;212;140;0;4;;;370;333;378;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;7;;0;;MBI;1;2;;;284;;0;5;;;0;0;1020;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;8;;0;;MBI;1;2;;;238;;0;4;;;387;348;1058;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;9;;0;;MBI;1;2;;;222;;0;4;;;304;274;841;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;10;;0;;MBI;1;2;;;255;140;0;5;;;291;262;970;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;11;;0;;MBI;1;2;;;213;;0;4;;;248;223;1022;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;12;;0;;MBI;1;3;;;244;;0;4;;;209;188;1254;
