bund_nr,othori,uthori,uz,farbe,humus,kalk,hydrooxid,hydrooxidanteil,hydrored,hydroredanteil,geform,aggroesse,pedogen,wurzelintfein,wurzelintgrob,wurzelverteil
140064,60,110,True,10YR8/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf0,wg1,g
140065,0,10,,10YR6/2,h2,c0,-1,-1,-1,-1,ein,-1,oh,wf4,wg3,l
140065,10,20,,10YR6/4,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg3,n
140065,20,64,,10YR6/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,n
140065,64,90,True,10YR7/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140066,0,3,,10YR5/2,h3,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg2,g
140066,3,40,,10YR7/4,h1,c0,-1,-1,rb,f9,sub,gre2,-1,wf1,wg2,g
140066,40,70,,10YR6/4,h1,c0,es,f4,rb,f8,pol,gre4,-1,wf1,wg1,g
140066,70,90,True,10YR5/6,h1,c0,eh,f7,rb,f5,pol,gre3,-1,wf1,wg1,g
140067,0,2,,10YR4/2,h3,c0,-1,-1,-1,-1,kru,-1,-1,wf4,wg2,g
140067,2,40,,10YR7/2,h1,c0,ed,f3,rb,f8,koh,-1,-1,wf2,wg1,g
140067,40,85,True,10YR6/8,h1,c0,ed,f8,rb,f2,pol,gre3,-1,wf1,wg1,g
140068,0,20,,10YR5/3,h3,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg2,g
140068,20,42,,10YR7/6,h1,c0,es,f2,-1,-1,sub,gre3,-1,wf1,wg1,g
140068,42,67,,10YR6/3,h1,c0,es,f4,rb,f5,sub,gre3,-1,wf1,wg1,g
140068,67,80,,7.5YR5/6,h1,c0,ed,f6,rb,f4,sub,gre3,-1,wf1,wg1,g
140068,80,100,True,10YR5/4,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf0,wg0,z
140089,0,5,,10YR5/1,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140089,5,35,,10YR6/4,h1,c0,es,f2,-1,-1,ein,-1,-1,wf3,wg2,g
140089,35,145,True,10YR8/1,h1,c0,ed,f7,rb,f6,ein,-1,-1,wf1,wg1,g
140102,0,15,,10YR5/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140102,15,65,,10YR7/2,h1,c0,ed,f5,rb,f6,ein,-1,-1,wf1,wg1,g
140102,65,100,,10YR6/3,h1,c0,ed,f2,rb,f8,ein,-1,-1,wf1,wg1,g
140175,0,10,,10YR4/3,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg3,g
140175,10,45,,7.5YR4/6,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf3,wg2,g
140175,45,80,True,7.5YR5/4,h1,c0,-1,-1,-1,-1,sub,gre4,-1,wf2,wg1,g
140187,0,6,,7.5YR3/3,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg2,g
140187,6,50,,7.5YR7/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg3,g
140187,50,90,,7.5YR5/8,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg2,g
140234,0,5,,10YR3/3,h4,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg2,g
140234,5,45,,10YR4/4,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf4,wg2,g
140234,45,70,,2.5Y5/3,h0,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg1,g
140234,70,71,True,-1,h0,c0,-1,-1,-1,-1,-9,-1,-1,-1,-1,-1
140252,0,2,,10YR4/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg3,g
140252,2,6,,10YR5/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,g
140252,6,72,,10YR6/6,h1,c0,-1,-1,rb,f3,ein,-1,-1,wf2,wg2,k
140252,72,125,True,10YR6/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,k
140254,0,25,,10YR5/3,h3,c0,-1,-1,-1,-1,kru,gre3,-1,wf4,wg3,g
140254,25,45,,10YR6/6,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf3,wg2,g
140254,45,90,True,10YR5/6,h1,c0,ed,f4,-1,-1,sub,gre3,-1,wf1,wg0,g
140315,0,5,,10YR3/2,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg1,g
140315,5,35,,10YR4/4,h1,c0,-1,-1,-1,-1,kru,gre2,-1,wf3,wg2,g
140315,35,80,True,10YR4/6,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf2,wg2,g
140316,0,8,,10YR5/3,h3,c0,-1,-1,-1,-1,kru,gre3,-1,wf4,wg1,g
140316,8,55,,10YR6/4,h1,c0,-1,-1,-1,-1,sub,gre4,-1,wf2,wg2,k
140316,55,74,,10YR5/6,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf1,wg1,g
140316,74,95,True,7.5YR4/4,h1,c0,-1,-1,-1,-1,pol,gre3,-1,wf1,wg0,g
