bund_nr,labor,labornr,otprobe,utprobe
140009,220,200600591,5,10
140009,220,200600592,10,30
140009,220,200600593,30,60
140009,220,200600594,60,90
140009,220,200600595,90,140
140009,220,200600596,140,200
140009,220,200600597,10,20
140009,220,200600598,20,55
140009,220,200600599,55,110
140009,220,200600600,110,130
140009,220,200600601,130,180
140010,100,0613200,0,5
140010,100,0613201,5,10
140010,100,1101230,10,45
140010,100,1101231,45,76
140010,100,1101232,76,90
140010,100,1101233,90,140
140010,160,3726,0,5
140010,160,3727,5,10
140010,160,3728,10,30
140010,160,3729,30,60
140010,160,3730,60,85
140010,220,200600576,0,5
140010,220,200600577,5,10
140010,220,200600578,10,30
140010,220,200600579,30,60
140010,220,200600580,60,90
140010,220,200600581,90,140
140010,220,200600582,10,45
140010,220,200600583,45,76
140010,220,200600584,76,90
140010,220,200600585,90,140
140010,220,200600586,0,10
140010,220,200600587,10,20
140010,220,200600588,20,40
140010,220,200600589,40,80
140011,100,0613202,0,5
140011,100,0613203,5,10
140011,100,1101234,10,40
140011,100,1101235,40,47
140011,100,1101236,47,90
140011,100,1101237,90,110
140011,160,3707,0,5
140011,160,3708,5,10
140011,160,3709,10,30
140011,160,3710,30,60
140011,160,3711,60,90
140011,220,200600616,0,5
140011,220,200600617,5,10
140011,220,200600618,10,30
140011,220,200600619,30,60
140011,220,200600620,60,90
140011,220,200600621,90,110
140011,220,200600622,10,40
140011,220,200600623,40,47
140011,220,200600624,46,90
140011,220,200600625,90,110
140012,100,0613204,0,5
140012,100,0613205,5,10
140012,100,1101238,10,45
140012,100,1101239,45,90
140012,100,1101240,90,130
140012,160,3678,0,5
140012,160,3679,5,10
140012,160,3680,10,30
140012,160,3681,30,60
140012,160,3682,60,90
140012,220,200600648,0,5
140012,220,200600649,5,10
140012,220,200600650,10,30
140012,220,200600651,30,60
140012,220,200600652,60,90
140012,220,200600653,90,130
140012,220,200600654,10,45
140012,220,200600655,45,90
140012,220,200600656,90,130
140012,220,200600657,0,10
140012,220,200600658,10,20
140012,220,200600659,20,40
140012,220,200600660,40,80
140013,-9,S06811,5,10
140013,-9,S06821,30,60
140013,-9,S06831,60,90
140013,-9,S06841,90,140
140013,100,0613206,0,5
140013,100,0613207,5,10
140013,100,1101241,10,40
140013,100,1101242,40,54
140013,100,1101243,54,90
140013,100,1101244,90,140
140013,160,3670,0,5
140013,160,3671,5,10
140013,160,3672,10,30
140013,160,3673,30,60
140013,160,3674,60,90
140013,220,200600602,0,5
140013,220,200600603,5,10
140013,220,200600604,10,30
140013,220,200600605,30,60
140013,220,200600606,60,90
140013,220,200600607,90,140
140013,220,200600608,10,40
140013,220,200600609,40,54
140013,220,200600610,54,90
140013,220,200600611,90,140
140013,220,200600612,0,10
140013,220,200600613,10,20
140013,220,200600614,20,40
140013,220,200600615,40,80
140014,100,0613208,0,5
140014,100,0613209,5,10
140014,100,1101245,10,46
140014,100,1101246,46,65
140014,100,1101247,65,90
140014,100,1101248,90,140
140014,160,3685,0,5
140014,160,3686,5,10
140014,160,3687,10,30
140014,160,3688,30,60
140014,160,3689,60,90
140014,160,G07121,10,30
140014,160,G07131,30,60
140014,160,G07141,60,90
140014,160,G07151,90,140
140014,220,200600626,0,5
140014,220,200600627,5,10
140014,220,200600628,10,30
140014,220,200600629,30,60
140014,220,200600630,60,90
140014,220,200600631,90,140
140014,220,200600632,10,46
140014,220,200600633,46,65
140014,220,200600634,65,90
140014,220,200600635,90,140
140015,100,0613210,0,5
140015,100,0613211,5,10
140015,100,1101249,10,40
140015,100,1101250,40,70
140015,100,1101251,70,90
140015,100,1101252,90,140
140015,100,1101253,140,200
140015,160,3863,0,5
140015,160,3864,5,10
140015,160,3865,10,30
140015,160,3866,30,60
140015,160,3867,60,90
140015,160,G07921,5,10
140015,160,G07931,10,30
140015,160,G07941,30,60
140015,160,G07951,30,60
140015,160,G07961,90,140
140015,220,200600636,0,5
140015,220,200600637,5,10
140015,220,200600638,10,30
140015,220,200600639,30,60
140015,220,200600640,60,90
140015,220,200600641,90,140
140015,220,200600642,140,200
140015,220,200600643,10,40
140015,220,200600644,40,70
140015,220,200600645,70,90
140015,220,200600646,90,140
140015,220,200600647,140,200
140016,100,0613212,0,5
140016,100,0613213,5,10
140016,100,1101254,10,20
140016,100,1101255,20,60
140016,100,1101256,60,90
140016,160,3612,0,5
140016,160,3613,5,10
140016,160,3614,10,30
140016,160,3615,30,60
140016,220,200600350,0,5
140016,220,200600351,5,10
140016,220,200600352,10,30
140016,220,200600353,30,60
140016,220,200600354,60,90
140016,220,200600355,10,20
140016,220,200600356,20,60
140016,220,200600357,60,90
140016,220,200600358,0,10
140016,220,200600359,10,20
140016,220,200600360,20,40
140016,220,200600361,40,80
140017,100,0613214,0,5
140017,100,0613215,5,10
140017,100,1101257,10,70
140017,100,1101258,70,90
140017,160,3798,0,5
140017,160,3799,5,10
140017,160,3800,10,30
140017,160,3801,30,60
140017,220,200600569,0,5
140017,220,200600570,5,10
140017,220,200600571,10,30
140017,220,200600572,30,60
140017,220,200600573,60,90
140017,220,200600574,10,70
140017,220,200600575,70,90
140018,100,0613216,0,5
140018,100,0613217,5,10
140018,100,1101259,10,45
140018,100,1101260,45,90
140018,160,3803,0,5
140018,160,3804,5,10
140018,160,3805,10,30
140018,160,3806,30,60
140018,160,G09011,0,5
140018,160,G09021,10,30
140018,160,G09031,60,90
140018,220,200600557,0,5
140018,220,200600558,5,10
140018,220,200600559,10,30
140018,220,200600560,30,60
140018,220,200600561,60,90
140018,220,200600562,10,45
140018,220,200600563,45,90
140018,220,200600564,0,10
140018,220,200600565,10,20
140018,220,200600566,20,40
140018,220,200600567,40,60
140018,220,200600568,60,80
140019,100,0613218,0,5
140019,100,0613219,5,10
140019,100,1101261,10,20
140019,100,1101262,20,55
140019,100,1101263,55,90
140019,100,1101264,90,140
140019,160,3877,0,5
140019,160,3878,5,10
140019,160,3879,10,30
140019,160,3880,30,60
140019,160,3881,60,90
140019,160,G09111,0,5
140019,160,G09121,10,30
140019,160,G09131,30,60
140019,220,200600547,0,5
140019,220,200600548,5,10
140019,220,200600549,10,30
140019,220,200600550,30,60
140019,220,200600551,60,90
140019,220,200600552,90,140
140019,220,200600553,10,20
140019,220,200600554,20,55
140019,220,200600555,55,90
140019,220,200600556,90,140
140020,100,0613220,0,5
140020,100,0613221,5,10
140020,100,1101265,10,20
140020,100,1101266,20,55
140020,100,1101267,55,85
140020,100,1101268,85,90
140020,100,1101269,90,140
140020,100,1101270,140,160
140020,160,3870,0,5
140020,160,3871,5,10
140020,160,3872,10,30
140020,160,3873,30,60
140020,160,3874,60,90
140020,160,G09311,5,10
140020,160,G09321,10,30
140020,160,G09331,30,60
140020,160,G09341,60,90
140020,220,200600530,0,5
140020,220,200600531,5,10
140020,220,200600532,10,30
140020,220,200600533,30,60
140020,220,200600534,60,90
140020,220,200600535,90,140
140020,220,200600536,140,160
140020,220,200600537,10,20
140020,220,200600538,20,55
140020,220,200600539,55,85
140020,220,200600540,85,90
140020,220,200600541,90,140
140020,220,200600542,140,160
140020,220,200600543,0,10
140020,220,200600544,10,20
140020,220,200600545,20,40
140020,220,200600546,40,80
140021,100,0613222,0,5
140021,100,0613223,5,10
140021,100,1101271,10,33
140021,100,1101272,33,90
140021,100,1101273,90,140
140021,100,1101274,140,200
140021,160,G09521,5,10
140021,160,G09531,10,30
140021,160,G09541,30,60
140021,220,200600731,0,5
140021,220,200600732,5,10
140021,220,200600733,10,30
140021,220,200600734,30,60
140021,220,200600735,60,90
140021,220,200600736,90,140
140021,220,200600737,140,200
140021,220,200600738,10,33
140021,220,200600739,33,90
140021,220,200600740,90,140
140021,220,200600741,140,200
140021,220,9500427,0,5
140021,220,9500428,5,10
140021,220,9500429,10,30
140021,220,9500430,30,60
140021,220,9500431,60,90
140022,100,0613224,0,5
140022,100,0613225,5,10
140022,100,1101275,10,25
140022,100,1101276,25,55
140022,100,1101277,55,85
140022,160,3591,0,5
140022,160,3592,5,10
140022,160,3593,10,30
140022,160,3594,30,60
140022,160,3595,60,90
140022,160,G09921,0,5
140022,160,G09931,10,30
140022,160,G09941,30,60
140022,160,G09951,60,90
140022,220,200600719,0,5
140022,220,200600720,5,10
140022,220,200600721,10,30
140022,220,200600722,30,60
140022,220,200600723,60,90
140022,220,200600724,10,25
140022,220,200600725,25,55
140022,220,200600726,55,85
140022,220,200600727,0,10
140022,220,200600728,10,20
140022,220,200600729,20,40
140022,220,200600730,40,80
140023,100,0613226,0,5
140023,100,0613227,5,10
140023,100,1101278,10,65
140023,100,1101279,65,90
140023,160,3935,0,5
140023,160,3936,5,10
140023,160,3937,10,30
140023,160,3938,30,60
140023,160,3939,60,90
140023,220,200600240,0,5
140023,220,200600241,5,10
140023,220,200600242,10,30
140023,220,200600243,30,60
140023,220,200600244,60,90
140023,220,200600245,10,65
140023,220,200600246,65,90
140024,100,0613228,0,5
140024,100,0613229,5,10
140024,100,1101280,10,35
140024,100,1101281,35,60
140024,100,1101282,60,100
140024,160,3941,0,5
140024,160,3942,5,10
140024,160,3943,10,30
140024,160,3944,30,60
140024,160,3945,60,90
140024,220,200600231,0,5
140024,220,200600232,5,10
140024,220,200600233,10,30
140024,220,200600234,30,60
140024,220,200600235,60,90
140024,220,200600236,90,100
140024,220,200600237,10,35
140024,220,200600238,35,60
140024,220,200600239,60,100
140025,100,0613230,0,5
140025,100,0613231,5,10
140025,100,1101283,10,40
140025,100,1101284,40,90
140025,100,1101285,90,140
140025,160,3921,0,5
140025,160,3922,5,10
140025,160,3923,10,30
140025,160,3924,30,60
140025,160,3925,60,90
140025,160,G11311,0,5
140025,160,G11321,10,30
140025,160,G11331,30,60
140025,160,G11341,60,90
140025,160,G11351,90,140
140025,220,200600406,0,5
140025,220,200600407,5,10
140025,220,200600408,10,30
140025,220,200600409,30,60
140025,220,200600410,60,90
140025,220,200600411,90,140
140025,220,200600412,10,40
140025,220,200600413,40,90
140025,220,200600414,90,140
140025,220,200600415,0,10
140025,220,200600416,10,20
140025,220,200600417,20,40
140025,220,200600418,40,80
140026,100,0613232,0,5
140026,100,0613233,5,10
140026,100,1101286,3,30
140026,100,1101287,30,60
140026,100,1101288,60,90
140026,160,3960,0,5
140026,160,3961,5,10
140026,160,3962,10,30
140026,220,200600311,0,5
140026,220,200600312,5,10
140026,220,200600313,10,30
140026,220,200600314,30,60
140026,220,200600315,60,90
140026,220,200600316,3,30
140026,220,200600317,30,60
140026,220,200600318,60,90
140027,100,0613234,0,5
140027,100,0613235,5,10
140027,100,1101289,10,25
140027,100,1101290,25,45
140027,100,1101291,45,90
140027,160,3965,0,5
140027,160,3966,5,10
140027,160,3967,10,30
140027,160,3968,30,60
140027,160,3969,60,90
140027,160,G11821,10,30
140027,160,G11831,30,60
140027,160,G11841,60,90
140027,220,200600294,0,5
140027,220,200600295,5,10
140027,220,200600296,10,30
140027,220,200600297,30,60
140027,220,200600298,60,90
140027,220,200600299,10,25
140027,220,200600300,25,45
140027,220,200600301,45,90
140028,100,0613236,0,5
140028,100,0613237,5,10
140028,100,1101292,10,13
140028,100,1101293,13,30
140028,100,1101294,30,60
140028,100,1101295,60,90
140028,160,3607,0,5
140028,160,3608,5,10
140028,160,3609,10,30
140028,160,3610,30,60
140028,160,3611,60,90
140028,220,200600302,0,5
140028,220,200600303,5,10
140028,220,200600304,10,30
140028,220,200600305,30,60
140028,220,200600306,60,90
140028,220,200600307,10,13
140028,220,200600308,13,30
140028,220,200600309,30,60
140028,220,200600310,60,90
140029,-9,S12811,0,5
140029,-9,S12821,10,30
140029,-9,S12831,30,60
140029,-9,S12841,60,90
140029,-9,S12851,90,140
140029,100,0613238,0,5
140029,100,0613239,5,10
140029,100,1101296,12,50
140029,100,1101297,50,70
140029,100,1101298,70,110
140029,100,1101299,110,140
140029,160,3947,0,5
140029,160,3948,5,10
140029,160,3949,10,30
140029,160,3950,30,60
140029,160,3951,60,90
140029,220,200600319,0,5
140029,220,200600320,5,10
140029,220,200600321,10,30
140029,220,200600322,30,60
140029,220,200600323,60,90
140029,220,200600324,90,140
140029,220,200600325,140,155
140029,220,200600326,12,50
140029,220,200600327,50,70
140029,220,200600328,70,110
140029,220,200600329,110,140
140030,100,0613240,0,5
140030,100,0613241,5,10
140030,100,1101300,10,20
140030,100,1101301,20,40
140030,100,1101302,40,60
140030,160,3618,0,5
140030,160,3619,5,10
140030,160,3620,10,30
140030,160,3621,30,60
140030,160,G13211,5,10
140030,160,G13221,30,60
140030,220,200600343,0,5
140030,220,200600344,5,10
140030,220,200600345,10,30
140030,220,200600346,30,60
140030,220,200600347,10,20
140030,220,200600348,20,40
140030,220,200600349,40,60
140031,100,0613242,0,5
140031,100,0613243,5,10
140031,100,1101303,10,16
140031,100,1101304,16,30
140031,100,1101305,30,75
140031,100,1101306,75,90
140031,160,3782,0,5
140031,160,3783,5,10
140031,160,3784,10,30
140031,160,3785,30,60
140031,160,3786,60,90
140031,220,200600330,0,5
140031,220,200600331,5,10
140031,220,200600332,10,30
140031,220,200600333,30,60
140031,220,200600334,60,90
140031,220,200600335,10,16
140031,220,200600336,16,30
140031,220,200600337,30,75
140031,220,200600338,75,90
140031,220,200600339,0,10
140031,220,200600340,10,20
140031,220,200600341,20,40
140031,220,200600342,40,80
140032,-9,S13911,0,5
140032,-9,S13921,10,30
140032,-9,S13931,60,90
140032,100,0613244,0,5
140032,100,0613245,5,10
140032,100,1101307,10,40
140032,100,1101308,40,80
140032,160,3788,0,5
140032,160,3789,5,10
140032,160,3790,10,30
140032,160,3791,30,60
140032,160,3792,60,90
140032,220,200600362,0,5
140032,220,200600363,5,10
140032,220,200600364,10,30
140032,220,200600365,30,60
140032,220,200600366,60,90
140032,220,200600367,10,40
140032,220,200600368,40,80
140033,100,0613246,0,5
140033,100,0613247,5,10
140033,100,1101309,10,65
140033,100,1101310,65,85
140033,160,3915,0,5
140033,160,3916,5,10
140033,160,3917,10,30
140033,160,3918,30,60
140033,160,3919,60,90
140033,220,200600247,0,5
140033,220,200600248,5,10
140033,220,200600249,10,30
140033,220,200600250,30,60
140033,220,200600251,60,90
140033,220,200600252,10,65
140033,220,200600253,65,85
140033,220,200600254,0,10
140033,220,200600255,10,20
140033,220,200600256,20,40
140033,220,200600257,40,80
140034,100,0613248,0,5
140034,100,0613249,5,10
140034,100,1101311,10,60
140034,100,1101312,60,90
140034,160,3767,0,5
140034,160,3768,5,10
140034,160,3769,10,30
140034,220,200600258,0,5
140034,220,200600259,5,10
140034,220,200600260,10,30
140034,220,200600261,30,60
140034,220,200600262,60,90
140034,220,200600263,10,60
140034,220,200600264,60,90
140035,100,0613250,0,5
140035,100,0613251,5,10
140035,100,1101313,10,55
140035,100,1101314,55,90
140035,160,3757,0,5
140035,160,3758,5,10
140035,160,3759,10,30
140035,160,3760,30,60
140035,160,G15111,0,5
140035,160,G15121,10,30
140035,160,G15131,30,60
140035,220,200600272,0,5
140035,220,200600273,5,10
140035,220,200600274,10,30
140035,220,200600275,30,60
140035,220,200600276,60,90
140035,220,200600277,10,55
140035,220,200600278,55,90
140036,100,0613252,0,5
140036,100,0613253,5,10
140036,100,1101315,0,10
140036,100,1101316,10,20
140036,100,1101317,20,40
140036,100,1101318,40,60
140036,220,200600279,0,5
140036,220,200600280,5,10
140036,220,200600281,10,30
140036,220,200600282,30,60
140036,220,200600283,0,10
140036,220,200600284,10,20
140036,220,200600285,20,40
140036,220,200600286,40,60
140037,100,0613254,0,5
140037,100,0613255,5,10
140037,100,1101319,10,60
140037,100,1101320,60,75
140037,160,3762,0,5
140037,160,3763,5,10
140037,160,3764,10,30
140037,160,3765,30,60
140037,220,200600265,0,5
140037,220,200600266,5,10
140037,220,200600267,10,30
140037,220,200600268,30,60
140037,220,200600269,60,75
140037,220,200600270,10,60
140037,220,200600271,60,75
140038,-9,S17411,5,10
140038,-9,S17421,10,30
140038,-9,S17431,30,60
140038,-9,S17441,60,90
140038,100,0613256,0,5
140038,100,0613257,5,10
140038,100,1101321,10,30
140038,100,1101322,30,60
140038,100,1101323,60,90
140038,160,3838,0,5
140038,160,3839,5,10
140038,160,3840,10,30
140038,160,3841,30,60
140038,160,3842,60,90
140038,220,200600212,0,5
140038,220,200600213,5,10
140038,220,200600214,10,30
140038,220,200600215,30,60
140038,220,200600216,60,90
140038,220,200600217,10,30
140038,220,200600218,30,60
140038,220,200600219,60,90
140039,100,0613258,0,5
140039,100,0613259,5,10
140039,100,1101324,10,20
140039,100,1101325,20,43
140039,100,1101326,43,70
140039,100,1101327,70,90
140039,220,200600183,0,5
140039,220,200600184,5,10
140039,220,200600185,10,30
140039,220,200600186,30,60
140039,220,200600187,60,90
140039,220,200600188,10,20
140039,220,200600189,20,43
140039,220,200600190,43,70
140039,220,200600191,70,90
140040,100,0613260,0,5
140040,100,0613261,5,10
140040,100,1101328,10,30
140040,100,1101329,30,80
140040,160,3833,0,5
140040,160,3834,5,10
140040,160,3835,10,30
140040,160,3836,30,60
140040,160,3837,60,90
140040,220,200600135,0,5
140040,220,200600136,5,10
140040,220,200600137,10,30
140040,220,200600138,30,60
140040,220,200600139,60,80
140040,220,200600140,10,30
140040,220,200600141,30,80
140041,-9,S18611,0,5
140041,-9,S18621,10,30
140041,-9,S18631,30,60
140041,100,0613262,0,5
140041,100,0613263,5,10
140041,100,1101330,6,60
140041,100,1101331,60,90
140041,220,200600142,0,5
140041,220,200600143,5,10
140041,220,200600144,10,30
140041,220,200600145,30,60
140041,220,200600146,60,90
140041,220,200600147,6,60
140041,220,200600148,60,90
140041,220,9500138,0,5
140041,220,9500139,5,10
140041,220,9500140,10,30
140041,220,9500141,30,60
140042,100,0613264,0,5
140042,100,0613265,5,10
140042,100,1101332,3,16
140042,100,1101333,16,42
140042,100,1101334,42,60
140042,160,3829,0,5
140042,160,3830,5,10
140042,160,3831,10,30
140042,160,3832,30,60
140042,220,200600054,0,5
140042,220,200600055,5,10
140042,220,200600056,10,30
140042,220,200600057,30,60
140042,220,200600058,3,16
140042,220,200600059,16,42
140042,220,200600060,42,60
140043,100,0613266,0,5
140043,100,0613267,5,10
140043,100,1101335,5,45
140043,100,1101336,45,77
140043,100,1101337,77,140
140043,100,1101338,140,160
140043,160,3824,0,5
140043,160,3825,5,10
140043,160,3826,10,30
140043,160,3827,30,60
140043,220,200600156,0,5
140043,220,200600157,5,10
140043,220,200600158,10,30
140043,220,200600159,30,60
140043,220,200600160,60,90
140043,220,200600161,90,140
140043,220,200600162,140,160
140043,220,200600163,5,45
140043,220,200600164,45,77
140043,220,200600165,77,140
140043,220,200600166,140,160
140044,100,0613268,0,5
140044,100,0613269,5,10
140044,100,1101339,10,43
140044,100,1101340,43,80
140044,160,3819,0,5
140044,160,3820,5,10
140044,160,3821,10,30
140044,160,3822,30,60
140044,220,200600038,0,5
140044,220,200600039,5,10
140044,220,200600040,10,30
140044,220,200600041,30,60
140044,220,200600042,60,90
140044,220,200600043,10,43
140044,220,200600044,43,80
140045,100,0613270,0,5
140045,100,0613271,5,10
140045,100,1101341,10,23
140045,100,1101342,23,40
140045,100,1101343,40,60
140045,160,3811,10,30
140045,160,3812,30,60
140045,220,200600031,0,5
140045,220,200600032,5,10
140045,220,200600033,10,30
140045,220,200600034,30,60
140045,220,200600035,10,23
140045,220,200600036,23,40
140045,220,200600037,40,60
140046,100,0613272,0,5
140046,100,0613273,5,10
140046,100,1101344,8,18
140046,100,1101345,18,80
140046,160,3814,0,5
140046,160,3815,5,10
140046,160,3816,10,30
140046,160,3817,30,60
140046,160,3818,60,90
140046,220,200600149,0,5
140046,220,200600150,5,10
140046,220,200600151,10,30
140046,220,200600152,30,60
140046,220,200600153,60,85
140046,220,200600154,8,18
140046,220,200600155,18,80
140047,100,0613274,0,5
140047,100,0613275,5,10
140047,100,1101346,10,23
140047,100,1101347,23,40
140047,100,1101348,40,65
140047,100,1101349,65,80
140047,160,3748,0,5
140047,160,3749,5,10
140047,160,3750,10,30
140047,160,3751,30,60
140047,160,3752,60,90
140047,220,200600045,0,5
140047,220,200600046,5,10
140047,220,200600047,10,30
140047,220,200600048,30,60
140047,220,200600049,60,90
140047,220,200600050,10,24
140047,220,200600051,24,40
140047,220,200600052,40,65
140047,220,200600053,65,80
140048,100,0613276,0,5
140048,100,0613277,5,10
140048,100,1101350,10,19
140048,100,1101351,19,50
140048,100,1101352,50,80
140048,100,1101353,80,90
140048,160,3753,0,5
140048,160,3754,5,10
140048,160,3755,10,30
140048,160,3756,30,60
140048,220,200600126,0,5
140048,220,200600127,5,10
140048,220,200600128,10,30
140048,220,200600129,30,60
140048,220,200600130,60,90
140048,220,200600131,10,19
140048,220,200600132,19,50
140048,220,200600133,50,80
140048,220,200600134,80,90
140049,-9,S21811,5,10
140049,-9,S21831,30,60
140049,-9,S21841,60,90
140049,100,0613278,0,5
140049,100,0613279,5,10
140049,100,1101354,10,70
140049,100,1101355,70,85
140049,160,3721,0,5
140049,160,3722,5,10
140049,160,3723,10,30
140049,160,3724,30,60
140049,160,3725,60,90
140049,220,200600069,0,5
140049,220,200600070,5,10
140049,220,200600071,10,30
140049,220,200600072,30,60
140049,220,200600073,60,90
140049,220,200600074,10,70
140049,220,200600075,70,85
140050,100,0613280,0,5
140050,100,0613281,5,10
140050,100,1101356,5,30
140050,100,1101357,30,80
140050,160,3740,0,5
140050,160,3741,5,10
140050,160,3742,10,30
140050,160,3743,30,60
140050,220,200600104,0,5
140050,220,200600105,5,10
140050,220,200600106,10,30
140050,220,200600107,30,60
140050,220,200600108,60,80
140050,220,200600109,5,30
140050,220,200600110,30,80
140051,100,0613282,0,5
140051,100,0613283,5,10
140051,100,1101358,7,15
140051,100,1101359,15,60
140051,100,1101360,60,100
140051,160,3744,0,5
140051,160,3745,5,10
140051,160,3746,10,30
140051,160,3747,30,60
140051,220,200600076,0,5
140051,220,200600077,5,10
140051,220,200600078,10,30
140051,220,200600079,30,60
140051,220,200600080,60,90
140051,220,200600081,7,15
140051,220,200600082,15,60
140051,220,200600083,60,100
140052,100,0613284,0,5
140052,100,0613285,5,10
140052,100,1101361,0,15
140052,100,1101362,15,30
140052,100,1101363,30,70
140052,100,1101364,70,77
140052,160,3777,0,5
140052,160,3778,5,10
140052,160,3779,10,30
140052,160,3780,30,60
140052,220,200600084,0,5
140052,220,200600085,5,10
140052,220,200600086,10,30
140052,220,200600087,30,60
140052,220,200600088,60,77
140052,220,200600089,0,15
140052,220,200600090,15,30
140052,220,200600091,30,70
140052,220,200600092,70,77
140053,-9,S24221,10,30
140053,-9,S24231,30,60
140053,100,0613286,0,5
140053,100,0613287,5,10
140053,100,1101365,10,26
140053,100,1101366,26,65
140053,100,1101367,65,80
140053,160,3772,0,5
140053,160,3773,5,10
140053,160,3774,10,30
140053,160,3775,30,60
140053,160,3776,60,90
140053,220,200600111,0,5
140053,220,200600112,5,10
140053,220,200600113,10,30
140053,220,200600114,30,60
140053,220,200600115,60,80
140053,220,200600116,10,26
140053,220,200600117,26,65
140053,220,200600118,65,80
140054,100,0613288,0,5
140054,100,0613289,5,10
140054,100,1101368,10,30
140054,100,1101369,30,60
140054,160,3929,0,5
140054,160,3930,5,10
140054,160,3931,10,30
140054,160,3932,30,60
140054,160,3933,60,90
140054,220,200600488,0,5
140054,220,200600489,5,10
