bund_nr,labor,labornr,methode,parameter,messnr,datum,wert,nwg,laboreinheit,methcode1,methcode2,methcode3,atyp,lab_quelle
140023,100,1101278,52,18,1,2011-11-29,0.36,0.000400000005960464,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,100,1101279,52,18,1,2011-11-29,0.365,0.000400000005960464,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,220,200600240,52,18,1,2007-01-16,0.647,0.00333333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600241,52,18,1,2007-01-16,0.63,0.00333333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600242,52,18,1,2007-01-16,0.56,0.00333333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600243,52,18,1,2007-01-16,0.433,0.00333333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600244,52,18,1,2007-01-16,0.476,0.00333333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600245,52,18,1,2007-01-16,0.372,0.00333333333333333,g/kg,2300620000,52190902,0400000,30,2
140023,220,200600246,52,18,1,2007-01-16,0.388,0.00333333333333333,g/kg,2300620000,52190902,0400000,30,2
140023,220,200630107,52,18,1,2007-01-16,1.18,0.00333333333333333,g/kg,2300620000,52190902,0400000,31,2
140023,220,200630108,52,18,1,2007-01-16,0.526,0.00333333333333333,g/kg,2300620000,52190902,0400000,31,2
140023,100,0613226,52,20,1,2007-10-17,0.181,0.0015,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,100,0613227,52,20,1,2007-10-17,0.0910999984741211,0.0015,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,100,1101278,52,20,1,2011-11-29,0.148,0.024,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,100,1101279,52,20,1,2011-11-29,0.147,0.024,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,220,200600240,52,20,1,2007-01-16,0.149,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600241,52,20,1,2007-01-16,0.186,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600242,52,20,1,2007-01-16,0.141,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600243,52,20,1,2007-01-16,0.164,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600244,52,20,1,2007-01-16,0.149,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600245,52,20,1,2007-01-16,0.174,0.00033333333333333,g/kg,2300620000,52190902,0400000,30,2
140023,220,200600246,52,20,1,2007-01-16,0.157,0.00033333333333333,g/kg,2300620000,52190902,0400000,30,2
140023,220,200630107,52,20,1,2007-01-16,0.208,0.00033333333333333,g/kg,2300620000,52190902,0400000,31,2
140023,220,200630108,52,20,1,2007-01-16,0.2375,0.00033333333333333,g/kg,2300620000,52190902,0400000,31,2
140023,100,0613226,52,23,1,2007-10-17,14.0629997253418,0.300000011920929,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;0,14,2
140023,100,0613227,52,23,1,2007-10-17,12.7150001525879,0.300000011920929,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;0,14,2
140023,100,1101278,52,23,1,2012-02-17,13.3999996185303,0.200000002980232,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;0,14,2
140023,100,1101279,52,23,1,2012-02-17,13.5,0.200000002980232,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;0,14,2
140023,220,200600240,52,23,1,2007-01-16,15.3,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600241,52,23,1,2007-01-16,14.1,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600242,52,23,1,2007-01-16,13.5,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600243,52,23,1,2007-01-16,14.0,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600244,52,23,1,2007-01-16,13.9,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600245,52,23,1,2007-01-16,13.1,0.133333333333333,mg/kg,2300620000,52190902,0400000,30,2
140023,220,200600246,52,23,1,2007-01-16,13.4,0.133333333333333,mg/kg,2300620000,52190902,0400000,30,2
140023,220,200630107,52,23,1,2007-01-16,10.0,0.133333333333333,mg/kg,2300620000,52190902,0400000,31,2
140023,220,200630108,52,23,1,2007-01-16,16.15,0.133333333333333,mg/kg,2300620000,52190902,0400000,31,2
140023,100,0613226,52,25,1,2007-10-17,1.602,0.00240000009536743,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;1,14,2
140023,100,0613227,52,25,1,2007-10-17,1.39,0.00240000009536743,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;1,14,2
140023,100,1101278,52,25,1,2011-11-29,1.13,0.00819999980926514,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;1,14,2
140023,100,1101279,52,25,1,2011-11-29,0.823,0.00819999980926514,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;1,14,2
140023,220,200600240,52,25,1,2007-01-16,1.565,0.025,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600241,52,25,1,2007-01-16,1.47,0.025,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600242,52,25,1,2007-01-16,1.4,0.025,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600243,52,25,1,2007-01-16,1.36,0.025,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600244,52,25,1,2007-01-16,0.919,0.025,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600245,52,25,1,2007-01-16,1.15,0.025,g/kg,2300620000,52190902,0400000,30,2
140023,220,200600246,52,25,1,2007-01-16,0.831,0.025,g/kg,2300620000,52190902,0400000,30,2
140023,220,200630107,52,25,1,2007-01-16,1.26,0.025,g/kg,2300620000,52190902,0400000,31,2
140023,220,200630108,52,25,1,2007-01-16,1.845,0.025,g/kg,2300620000,52190902,0400000,31,2
140023,100,0613226,52,26,1,2007-10-17,74.5550003051758,0.300000011920929,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;2,14,2
140023,100,0613227,52,26,1,2007-10-17,45.9410018920898,0.300000011920929,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;2,14,2
140023,100,1101278,52,26,1,2012-02-17,28.3999996185303,0.200000002980232,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;2,14,2
140023,100,1101279,52,26,1,2012-02-17,19.1000003814697,0.200000002980232,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;2,14,2
140023,220,200600240,52,26,1,2007-01-16,75.85,0.333333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600241,52,26,1,2007-01-16,43.6,0.333333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600242,52,26,1,2007-01-16,30.9,0.333333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600243,52,26,1,2007-01-16,22.6,0.333333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600244,52,26,1,2007-01-16,17.1,0.333333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600245,52,26,1,2007-01-16,22.8,0.333333333333333,mg/kg,2300620000,52190902,0400000,30,2
140023,220,200600246,52,26,1,2007-01-16,14.7,0.333333333333333,mg/kg,2300620000,52190902,0400000,30,2
140023,220,200630107,52,26,1,2007-01-16,37.7,0.333333333333333,mg/kg,2300620000,52190902,0400000,31,2
140023,220,200630108,52,26,1,2007-01-16,104.0,0.333333333333333,mg/kg,2300620000,52190902,0400000,31,2
140023,100,0613226,52,28,1,2007-10-17,0.517,0.00229999995231628,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,100,0613227,52,28,1,2007-10-17,0.206,0.00229999995231628,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,100,1101278,52,28,1,2011-11-29,0.119,0.03,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,100,1101279,52,28,1,2011-11-29,0.0504000015258789,0.03,g/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,4;1;1;-1;-1;0,14,2
140023,220,200600240,52,28,1,2007-01-16,0.5915,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600241,52,28,1,2007-01-16,0.219,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600242,52,28,1,2007-01-16,0.141,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600243,52,28,1,2007-01-16,0.0939,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600244,52,28,1,2007-01-16,0.0565,0.00033333333333333,g/kg,2300620000,52190902,0400000,10,2
140023,220,200600245,52,28,1,2007-01-16,0.124,0.00033333333333333,g/kg,2300620000,52190902,0400000,30,2
140023,220,200600246,52,28,1,2007-01-16,0.0554,0.00033333333333333,g/kg,2300620000,52190902,0400000,30,2
140023,220,200630107,52,28,1,2007-01-16,1.22,0.00033333333333333,g/kg,2300620000,52190902,0400000,31,2
140023,220,200630108,52,28,1,2007-01-16,1.51,0.00033333333333333,g/kg,2300620000,52190902,0400000,31,2
140023,100,0613226,52,36,1,2007-10-17,100.0,2.0,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;0,14,2
140023,100,0613227,52,36,1,2007-10-17,90.0,2.0,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;0,14,2
140023,100,1101278,52,36,1,2012-02-17,83.6999969482422,1.5,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;0,14,2
140023,100,1101279,52,36,1,2012-02-17,77.5,1.5,mg/kg,1;2;5;5;6;2;4;2;-3;-3,52;-3;-3;-3,5;1;1;-1;-1;0,14,2
140023,220,200600240,52,36,1,2007-01-16,105.0,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600241,52,36,1,2007-01-16,103.0,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600242,52,36,1,2007-01-16,97.0,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600243,52,36,1,2007-01-16,97.1,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600244,52,36,1,2007-01-16,81.9,0.133333333333333,mg/kg,2300620000,52190902,0400000,10,2
140023,220,200600245,52,36,1,2007-01-16,89.3,0.133333333333333,mg/kg,2300620000,52190902,0400000,30,2
140023,220,200600246,52,36,1,2007-01-16,78.0,0.133333333333333,mg/kg,2300620000,52190902,0400000,30,2
140023,220,200630107,52,36,1,2007-01-16,71.2,0.133333333333333,mg/kg,2300620000,52190902,0400000,31,2
140023,220,200630108,52,36,1,2007-01-16,99.9,0.133333333333333,mg/kg,2300620000,52190902,0400000,31,2
140023,220,200600240,60,21,1,2007-01-16,4.46,0.0333333333333333,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600241,60,21,1,2007-01-16,1.58,0.0333333333333333,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600242,60,21,1,2007-01-16,0.98,0.0333333333333333,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600243,60,21,1,2007-01-16,0.67,0.0333333333333333,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600244,60,21,1,2007-01-16,0.37,0.0333333333333333,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600245,60,21,1,2007-01-16,0.79,0.0333333333333333,g/kg,2200323300,99999900,0800000,30,2
140023,220,200600246,60,21,1,2007-01-16,0.38,0.0333333333333333,g/kg,2200323300,99999900,0800000,30,2
140023,220,200600240,60,40,1,2007-01-16,72.09,0.1,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600241,60,40,1,2007-01-16,23.16,0.1,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600242,60,40,1,2007-01-16,14.1,0.1,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600243,60,40,1,2007-01-16,9.88,0.1,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600244,60,40,1,2007-01-16,4.68,0.1,g/kg,2200323300,99999900,0800000,10,2
140023,220,200600245,60,40,1,2007-01-16,12.14,0.1,g/kg,2200323300,99999900,0800000,30,2
140023,220,200600246,60,40,1,2007-01-16,4.59,0.1,g/kg,2200323300,99999900,0800000,30,2
140023,220,200630107,61,21,1,2007-01-16,13.3,0.0333333333333333,g/kg,2300623300,99999900,0800000,31,2
140023,220,200630108,61,21,1,2007-01-16,12.2,0.0333333333333333,g/kg,2300623300,99999900,0800000,31,2
140023,220,200630107,61,40,1,2007-01-16,355.7,0.1,g/kg,2300623300,99999900,0800000,31,2
140023,220,200630108,61,40,1,2007-01-16,206.6,0.1,g/kg,2300623300,99999900,0800000,31,2
140023,160,3935,99,100,1,1990-01-01,0.599185280117173,,g/cm3,9400920000,00006200,0000000,10,1
140023,160,3936,99,100,1,1990-01-01,0.790394088669951,,g/cm3,9400920000,00006200,0000000,10,1
140023,160,3937,99,100,1,1990-01-01,1.03601215465195,,g/cm3,9400920000,00006200,0000000,10,1
140023,160,3938,99,100,1,1990-01-01,1.07934431524548,,g/cm3,9400920000,00006200,0000000,10,1
140023,160,3939,99,100,1,1990-01-01,1.30324348530729,,g/cm3,9400920000,00006200,0000000,10,1
140023,160,3935,99,103,1,1990-01-01,247.0,,t/ha,9400920000,00006200,0000000,10,1
140023,160,3936,99,103,1,1990-01-01,320.9,,t/ha,9400920000,00006200,0000000,10,1
140023,160,3937,99,103,1,1990-01-01,1564.48,,t/ha,9400920000,00006200,0000000,10,1
140023,160,3938,99,103,1,1990-01-01,2421.12,,t/ha,9400920000,00006200,0000000,10,1
140023,160,3939,99,103,1,1990-01-01,2702.27782573464,,t/ha,9400920000,00006200,0000000,10,1
140023,160,3935,99,105,1,1990-01-01,17.5547169811321,,vol-%,9400920000,00006200,0000000,10,1
140023,160,3936,99,105,1,1990-01-01,18.8,,vol-%,9400920000,00006200,0000000,10,1
140023,160,3937,99,105,1,1990-01-01,24.4950943396226,,vol-%,9400920000,00006200,0000000,10,1
140023,160,3938,99,105,1,1990-01-01,25.228679245283,,vol-%,9400920000,00006200,0000000,10,1
140023,160,3939,99,105,1,1990-01-01,30.8832704402516,,vol-%,9400920000,00006200,0000000,10,1
140023,220,200630107,111,71,1,2007-09-22,5.33777191069296,-2.0,masse-%,2300620000,11100000,0000000,31,2
140023,220,200630108,111,71,1,2007-09-23,4.21316404944851,-2.0,masse-%,2300620000,11100000,0000000,31,2
140023,160,3935,112,110,1,1990-01-01,0.9592,,g/cm3,9400000000,11200000,0000000,10,1
140023,160,3936,112,110,1,1990-01-01,1.14,,g/cm3,9400000000,11200000,0000000,10,1
140023,160,3937,112,110,1,1990-01-01,1.43136,,g/cm3,9400000000,11200000,0000000,10,1
140023,160,3938,112,110,1,1990-01-01,1.4756,,g/cm3,9400000000,11200000,0000000,10,1
140023,160,3939,112,110,1,1990-01-01,1.69672,,g/cm3,9400000000,11200000,0000000,10,1
140023,900,200630107,116,119,1,2013-06-17,14.1,-2.0,t/ha,,,,31,2
140023,900,200630108,116,119,1,2013-06-17,12.6,-2.0,t/ha,,,,31,2
140023,220,200630107,116,120,1,2006-09-11,14.1,-2.0,t/ha,-9,-9,-9,31,2
140023,220,200630108,116,120,1,2006-09-11,12.6,-2.0,t/ha,-9,-9,-9,31,2
140023,300,1231,500,146,1,2007-01-16,1.53750000149012,-2.0,cm,,,,31,2
140023,300,9495,500,146,1,2007-01-16,0.225000000558794,-2.0,cm,,,,31,2
140024,220,200600231,2,60,1,2007-01-16,4.06,-2.0,-,2300620000,02401500,1100000,10,2
140024,220,200600232,2,60,1,2007-01-16,4.11,-2.0,-,2300620000,02401500,1100000,10,2
140024,220,200600233,2,60,1,2007-01-16,4.3,-2.0,-,2300620000,02401500,1100000,10,2
140024,220,200600234,2,60,1,2007-01-16,4.47,-2.0,-,2300620000,02401500,1100000,10,2
140024,220,200600235,2,60,1,2007-01-16,4.44,-2.0,-,2300620000,02401500,1100000,10,2
140024,220,200600236,2,60,1,2007-01-16,4.3,-2.0,-,2300620000,02401500,1100000,10,2
140024,220,200600237,2,60,1,2007-01-16,4.29,-2.0,-,2300620000,02401500,1100000,30,2
140024,220,200600238,2,60,1,2007-01-16,4.42,-2.0,-,2300620000,02401500,1100000,30,2
140024,220,200600239,2,60,1,2007-01-16,4.12,-2.0,-,2300620000,02401500,1100000,30,2
140024,220,200630105,2,60,1,2007-01-16,4.27,-2.0,-,2300620000,02401500,1100000,31,2
140024,220,200630106,2,60,1,2007-01-16,3.74,-2.0,-,2300620000,02401500,1100000,31,2
140024,220,200600231,4,60,1,2007-01-16,3.3,-2.0,-,2300620000,04281500,1100000,10,2
140024,220,200600232,4,60,1,2007-01-16,3.56,-2.0,-,2300620000,04281500,1100000,10,2
140024,220,200600233,4,60,1,2007-01-16,3.9,-2.0,-,2300620000,04281500,1100000,10,2
140024,220,200600234,4,60,1,2007-01-16,4.11,-2.0,-,2300620000,04281500,1100000,10,2
140024,220,200600235,4,60,1,2007-01-16,3.89,-2.0,-,2300620000,04281500,1100000,10,2
140024,220,200600236,4,60,1,2007-01-16,3.9,-2.0,-,2300620000,04281500,1100000,10,2
140024,220,200600237,4,60,1,2007-01-16,4.13,-2.0,-,2300620000,04281500,1100000,30,2
140024,220,200600238,4,60,1,2007-01-16,4.08,-2.0,-,2300620000,04281500,1100000,30,2
140024,220,200600239,4,60,1,2007-01-16,3.65,-2.0,-,2300620000,04281500,1100000,30,2
140024,220,200630105,4,60,1,2007-01-16,3.56,-2.0,-,2300620000,04281500,1100000,31,2
140024,220,200630106,4,60,1,2007-01-16,3.11,-2.0,-,2300620000,04281500,1100000,31,2
140024,220,200600231,7,60,1,2007-01-16,3.39,-2.0,-,2300620000,07031500,1100000,10,2
140024,220,200600232,7,60,1,2007-01-16,3.58,-2.0,-,2300620000,07031500,1100000,10,2
140024,220,200600233,7,60,1,2007-01-16,3.93,-2.0,-,2300620000,07031500,1100000,10,2
140024,220,200600234,7,60,1,2007-01-16,4.12,-2.0,-,2300620000,07031500,1100000,10,2
140024,220,200600235,7,60,1,2007-01-16,3.99,-2.0,-,2300620000,07031500,1100000,10,2
140024,220,200600236,7,60,1,2007-01-16,3.95,-2.0,-,2300620000,07031500,1100000,10,2
140024,220,200600237,7,60,1,2007-01-16,4.08,-2.0,-,2300620000,07031500,1100000,30,2
140024,220,200600238,7,60,1,2007-01-16,4.12,-2.0,-,2300620000,07031500,1100000,30,2
140024,220,200600239,7,60,1,2007-01-16,3.8,-2.0,-,2300620000,07031500,1100000,30,2
140024,220,200630105,7,60,1,2007-01-16,3.67,-2.0,-,2300620000,07031500,1100000,31,2
140024,220,200630106,7,60,1,2007-01-16,3.23,-2.0,-,2300620000,07031500,1100000,31,2
140024,220,200600231,11,1,1,2007-01-16,30.51,0.059299891,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600232,11,1,1,2007-01-16,29.398,0.059299891,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600233,11,1,1,2007-01-16,19.569,0.059299891,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600234,11,1,1,2007-01-16,8.984,0.059299891,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600235,11,1,1,2007-01-16,18.635,0.059299891,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600236,11,1,1,2007-01-16,15.567,0.059299891,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600237,11,1,1,2007-01-16,20.948,0.059299891,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600238,11,1,1,2007-01-16,14.944,0.059299891,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600239,11,1,1,2007-01-16,30.421,0.059299891,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600231,11,4,1,2007-01-16,11.198,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600232,11,4,1,2007-01-16,6.567,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600233,11,4,1,2007-01-16,1.577,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600234,11,4,1,2007-01-16,0.439,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600235,11,4,1,2007-01-16,6.387,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600236,11,4,1,2007-01-16,1.737,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600237,11,4,1,2007-01-16,2.295,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600238,11,4,1,2007-01-16,1.816,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600239,11,4,1,2007-01-16,12.954,0.0133067198935462,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600231,11,12,1,2007-01-16,1.526,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600232,11,12,1,2007-01-16,0.859,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600233,11,12,1,2007-01-16,0.15,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600234,11,12,1,2007-01-16,0.172,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600235,11,12,1,2007-01-16,0.859,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600236,11,12,1,2007-01-16,1.397,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600237,11,12,1,2007-01-16,0.258,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600238,11,12,1,2007-01-16,0.236,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600239,11,12,1,2007-01-16,4.534,0.0143248518273139,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600231,11,13,1,2007-01-16,10.544,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600232,11,13,1,2007-01-16,4.855,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600233,11,13,1,2007-01-16,0.34,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600234,11,13,1,2007-01-16,-2.0,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600235,11,13,1,2007-01-16,0.089,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600236,11,13,1,2007-01-16,0.199,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600237,11,13,1,2007-01-16,-2.0,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600238,11,13,1,2007-01-16,-2.0,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600239,11,13,1,2007-01-16,0.874,0.0134733941149037,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600231,11,16,1,2007-01-16,0.87,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,10,2
140024,220,200600232,11,16,1,2007-01-16,0.645,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,10,2
140024,220,200600233,11,16,1,2007-01-16,0.604,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,10,2
140024,220,200600234,11,16,1,2007-01-16,0.317,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,10,2
140024,220,200600235,11,16,1,2007-01-16,1.187,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,10,2
140024,220,200600236,11,16,1,2007-01-16,1.975,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,10,2
140024,220,200600237,11,16,1,2007-01-16,0.532,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,30,2
140024,220,200600238,11,16,1,2007-01-16,0.563,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,30,2
140024,220,200600239,11,16,1,2007-01-16,1.995,0.0818372461766662,mmolc/kg,2200320000,11341099,0100000,30,2
140024,220,200600231,11,17,1,2007-01-16,1.073,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600232,11,17,1,2007-01-16,0.747,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600233,11,17,1,2007-01-16,0.346,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600234,11,17,1,2007-01-16,0.086,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600235,11,17,1,2007-01-16,2.087,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600236,11,17,1,2007-01-16,0.52,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600237,11,17,1,2007-01-16,0.382,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600238,11,17,1,2007-01-16,0.467,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600239,11,17,1,2007-01-16,2.837,0.00877734348213673,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600231,11,18,1,2007-03-30,1.497,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600232,11,18,1,2007-03-30,1.236,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600233,11,18,1,2007-03-30,0.917,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600234,11,18,1,2007-03-30,0.467,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600235,11,18,1,2007-03-30,1.998,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600236,11,18,1,2007-03-30,1.057,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,10,2
140024,220,200600237,11,18,1,2008-03-19,0.973,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600238,11,18,1,2008-03-19,0.907,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600239,11,18,1,2008-03-19,2.927,0.000970791316271676,mmolc/kg,2200320000,11341099,0400000,30,2
140024,220,200600231,11,20,1,2007-01-16,0.505,0.0579967347838317,mmolc/kg,2200320000,11341099,0100000,10,2
140024,220,200600232,11,20,1,2007-01-16,0.4,0.0579967347838317,mmolc/kg,2200320000,11341099,0100000,10,2
140024,220,200600233,11,20,1,2007-01-16,0.331,0.0579967347838317,mmolc/kg,2200320000,11341099,0100000,10,2
