bund_nr,lfd_nr,otprobe,utprobe,grobb_anteil,grobb_fraktion,grobb_methode,grobb_anz,grobb_vol,probennr_grobb,trd_methode,trd_geschaetzt,trd_anz,trd_vol,probennr_trd,grobb_pr_art,trd_pr_art
130032,1,0,5,3,20,7,-9,-9.0,-9,4,-1.0,8,100.0,12,-9,-9
130032,2,5,10,3,20,7,-9,-9.0,-9,4,-1.0,8,100.0,13,-9,-9
130032,3,10,30,3,20,7,-9,-9.0,-9,4,-1.0,8,100.0,14,-9,-9
130032,4,30,60,2,20,7,-9,-9.0,-9,4,-1.0,5,100.0,15,-9,-9
130032,5,60,90,0,20,7,-9,-9.0,-9,4,-1.0,5,100.0,16,-9,-9
130033,1,0,5,0,20,2,-9,-9.0,-9,4,-1.0,8,100.0,1,-9,-9
130033,2,5,10,0,20,2,-9,-9.0,-9,4,-1.0,8,100.0,2,-9,-9
130033,3,10,30,0,20,2,-9,-9.0,-9,4,-1.0,8,100.0,3,-9,-9
130033,4,30,60,0,20,2,-9,-9.0,-9,4,-1.0,5,100.0,4,-9,-9
130033,5,60,90,0,20,2,-9,-9.0,-9,4,-1.0,5,100.0,5,-9,-9
130036,1,0,5,5,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130036 TRD 0 - 5,-9,-9
130036,2,5,10,5,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130036 TRD 5 - 10,-9,-9
130036,3,10,30,5,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130036 TRD 10 - 30,-9,-9
130036,4,30,60,15,63,2,-9,-9.0,-9,4,-1.0,5,250.0,130036 TRD 30 - 60,-9,-9
130036,5,60,90,13,63,2,-9,-9.0,-9,4,-1.0,5,250.0,130036 TRD 60 - 90,-9,-9
130037,1,0,5,0,20,7,-9,-9.0,-9,4,-1.0,8,100.0,57,-9,-9
130037,2,5,10,0,20,7,-9,-9.0,-9,4,-1.0,8,100.0,58,-9,-9
130037,3,10,30,0,20,7,-9,-9.0,-9,4,-1.0,8,100.0,59,-9,-9
130037,4,30,60,10,20,7,-9,-9.0,-9,4,-1.0,5,100.0,60,-9,-9
130037,5,60,90,0,20,7,-9,-9.0,-9,4,-1.0,5,100.0,61,-9,-9
130039,1,0,5,2,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13039 TRD 0 - 5,-9,-9
130039,2,5,10,2,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13039 TRD 5 - 10,-9,-9
130039,3,10,30,2,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13039 TRD 10 - 30,-9,-9
130039,4,30,60,2,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13039 TRD 30 - 60,-9,-9
130039,5,60,90,2,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13039 TRD 60 - 90,-9,-9
130042,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130042 TRD 0 - 5,-9,-9
130042,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130042 TRD 5 - 10,-9,-9
130042,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130042 TRD 10 - 30,-9,-9
130042,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130042 TRD 30 - 60,-9,-9
130042,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130042 TRD60 - 90,-9,-9
130044,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130044 TRD 0 - 5,-9,-9
130044,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130044 TRD 5 - 10,-9,-9
130044,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130044 TRD 10 - 30,-9,-9
130044,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130044 TRD 30 - 60,-9,-9
130044,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130044 TRD 60 - 90,-9,-9
130046,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130046 TRD 0 - 5,-9,-9
130046,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130046 TRD5 - 10,-9,-9
130046,3,10,30,2,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130046 TRD 10 - 30,-9,-9
130046,4,30,60,2,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130046 TRD 30 - 60,-9,-9
130046,5,60,75,2,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130046 TRD 60 - 75,-9,-9
130046,6,75,90,10,63,2,-9,-9.0,-9,4,-1.0,5,250.0,130046 TRD 75 - 90,-9,-9
130047,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130047 TRD 0 - 5,-9,-9
130047,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130047 TRD 5 - 10,-9,-9
130047,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130047 TRD 10 - 30,-9,-9
130047,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130047 TRD 30 - 60,-9,-9
130047,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130047 TRD 60 - 90,-9,-9
130048,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13048 TRD 0 - 5,-9,-9
130048,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13048 TRD 5 - 10,-9,-9
130048,3,10,30,2,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13048 TRD 10 - 30,-9,-9
130048,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13048 TRD 30 - 60,-9,-9
130048,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13048 TRD 60 - 90,-9,-9
130050,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130050 TRD 0 - 5,-9,-9
130050,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130050 TRD 5 - 10,-9,-9
130050,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130050 TRD 10 - 30,-9,-9
130050,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130050 TRD 30 - 60,-9,-9
130050,5,60,80,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130050 TRD 60 - 80,-9,-9
130050,6,80,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130050 TRD 80 - 90,-9,-9
130051,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130051 TRD 0 - 5,-9,-9
130051,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130051 TRD 5 - 10,-9,-9
130051,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130051 TRD 10 - 30,-9,-9
130051,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130051 TRD 30 - 60,-9,-9
130051,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130051 TRD 60 - 90,-9,-9
130052,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130052 TRD 0 - 5,-9,-9
130052,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130052 TRD 5 - 10,-9,-9
130052,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130052 TRD 10 - 30,-9,-9
130052,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130052 TRD 30 - 60,-9,-9
130052,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130052 TRD 60 - 90,-9,-9
130056,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130056 TRD 0 - 5,-9,-9
130056,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130056 TRD 5 - 10,-9,-9
130056,3,10,30,10,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130056 TRD 10 - 30,-9,-9
130056,4,30,60,10,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130056 TRD 30 - 60,-9,-9
130056,5,60,90,10,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130056 TRD 60 - 90,-9,-9
130057,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130057 TRD 0 - 5,-9,-9
130057,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130057 TRD 5 - 10,-9,-9
130057,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,130057 TRD 10 - 30,-9,-9
130057,4,30,45,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130057 TRD 30 - 45,-9,-9
130057,5,45,60,2,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130057 TRD 45 - 60,-9,-9
130057,6,60,90,2,63,2,-9,-9.0,-9,4,-1.0,5,100.0,130057 TRD 60 - 90,-9,-9
130059,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13059 TRD 0 - 5,-9,-9
130059,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13059 TRD 5 - 10,-9,-9
130059,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13059 TRD 10 - 30,-9,-9
130059,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13059 TRD 30 - 60,-9,-9
130059,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13059 TRD 60 - 90,-9,-9
130060,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13060/TRD/0-5,-9,-9
130060,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13060/TRD/5-10,-9,-9
130060,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13060/TRD/10-30,-9,-9
130060,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13060/TRD/30-60,-9,-9
130060,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13060/TRD/60-90,-9,-9
130061,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13061 TRD 0 - 5,-9,-9
130061,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13061 TRD 5 - 10,-9,-9
130061,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13061 TRD 10 - 30,-9,-9
130061,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13061 TRD 30 - 60,-9,-9
130061,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13061 TRD 60 - 90,-9,-9
130064,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13064 TRD 0 - 5,-9,-9
130064,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13064 TRD 5 - 10,-9,-9
130064,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13064 TRD 10 - 30,-9,-9
130064,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13064 TRD 30 - 60,-9,-9
130064,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13064 TRD 60 - 90,-9,-9
130068,1,0,5,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13068/TRD/0-5,-9,-9
130068,2,5,10,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13068/TRD/5-10,-9,-9
130068,3,10,30,0,63,2,-9,-9.0,-9,4,-1.0,8,100.0,13068/TRD/10-30,-9,-9
130068,4,30,60,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13068/TRD/30-60,-9,-9
130068,5,60,90,0,63,2,-9,-9.0,-9,4,-1.0,5,100.0,13068/TRD/60-90,-9,-9
130069,1,0,5,0,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130069; FTS; 0 - 5,-9,-9
130069,2,5,10,0,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130069; FTS; 5 - 10,-9,-9
130069,3,10,30,0,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130069; FTS; 10 - 30,-9,-9
130069,4,30,60,0,2,2,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130069,5,60,90,0,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130070,1,0,5,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130070; FTS; 0 - 5,-9,-9
130070,2,5,10,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130070; FTS; 5 - 10,-9,-9
130070,3,10,30,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130070; FTS; 10 - 30,-9,-9
130070,4,30,60,2,2,2,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130070,5,60,90,2,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130071,1,0,5,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130071; FTS; 0 - 5,-9,-9
130071,2,5,10,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130071; FTS; 5 - 10,-9,-9
130071,3,10,30,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130071; FTS; 10 - 30,-9,-9
130071,4,30,60,2,2,2,-1,-1.0,-1,2,1.3,-9,-9.0,-9,-9,-9
130071,5,60,90,1,2,2,-1,-1.0,-1,2,1.6,-9,-9.0,-9,-9,-9
130072,1,0,5,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130072; FTS; 0 - 5,-9,-9
130072,2,5,10,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130072; FTS; 5 - 10,-9,-9
130072,3,10,30,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130072; FTS; 10 - 30,-9,-9
130072,4,30,60,2,2,2,-1,-1.0,-1,2,1.2,-9,-9.0,-9,-9,-9
130072,5,60,90,2,2,2,-1,-1.0,-1,2,1.6,-9,-9.0,-9,-9,-9
130073,1,0,5,1,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130073; FTS; 0 - 5,-9,-9
130073,2,5,10,1,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130073; FTS; 5 - 10,-9,-9
130073,3,10,30,1,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130073; FTS; 10 - 30,-9,-9
130073,4,30,60,1,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130073,5,60,90,1,2,2,-1,-1.0,-1,2,1.6,-9,-9.0,-9,-9,-9
130074,1,0,5,0,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130074; FTS; 0 - 5,-9,-9
130074,2,5,10,0,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130074; FTS; 5 - 10,-9,-9
130074,3,10,30,0,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130074; FTS; 10 - 30,-9,-9
130074,4,30,60,0,2,2,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130074,5,60,90,0,2,2,-1,-1.0,-1,2,1.6,-9,-9.0,-9,-9,-9
130075,1,0,5,0,2,-1,-1,-1.0,-1,4,-1.0,4,250.0,130075; FTS; 0 - 5,-9,-9
130075,2,5,10,0,2,-1,-1,-1.0,-1,4,-1.0,4,250.0,130075; FTS; 5 - 10,-9,-9
130075,3,10,30,0,2,-1,-1,-1.0,-1,4,-1.0,4,100.0,130075; FTS; 10 - 30,-9,-9
130075,4,30,60,0,2,-1,-1,-1.0,-1,-1,-1.0,-9,-9.0,-9,-9,-9
130075,5,60,90,0,2,-1,-1,-1.0,-1,-1,-1.0,-9,-9.0,-9,-9,-9
130076,1,0,5,7,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130076; FTS; 0 - 5,-9,-9
130076,2,5,10,7,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130076; FTS; 5 - 10,-9,-9
130076,3,10,30,7,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130076; FTS; 10 - 30,-9,-9
130076,4,30,60,7,2,3,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130076,5,60,90,7,2,3,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130077,1,0,5,1,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130077; FTS; 0 - 5,-9,-9
130077,2,5,10,1,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130077; FTS; 5 - 10,-9,-9
130077,3,10,30,1,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130077; FTS; 10 - 30,-9,-9
130077,4,30,60,0,2,3,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130077,5,60,90,0,2,3,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130078,1,0,5,0,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130078; FTS; 0 - 5,-9,-9
130078,2,5,10,0,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130078; FTS; 5 - 10,-9,-9
130078,3,10,30,2,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130078; FTS; 10 - 30,-9,-9
130078,4,30,60,0,2,3,-1,-1.0,-1,2,1.3,-9,-9.0,-9,-9,-9
130078,5,60,90,0,2,3,-1,-1.0,-1,2,1.3,-9,-9.0,-9,-9,-9
130079,1,0,5,1,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130079; FTS; 0 - 5,-9,-9
130079,2,5,10,1,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130079; FTS; 5 - 10,-9,-9
130079,3,10,30,4,2,2,-1,-1.0,-1,4,-1.0,8,250.0,130079; FTS; 10 - 30,-9,-9
130079,4,30,60,4,2,3,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130079,5,60,90,1,2,3,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130080,1,0,5,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130080; FTS; 0 - 5,-9,-9
130080,2,5,10,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130080; FTS; 5 - 10,-9,-9
130080,3,10,30,4,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130080; FTS; 10 - 30,-9,-9
130080,4,30,60,4,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130080,5,60,90,2,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130081,1,0,5,12,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130081; FTS; 0 - 5,-9,-9
130081,2,5,10,12,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130081; FTS; 5 - 10,-9,-9
130081,3,10,30,12,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130081; FTS; 10 - 30,-9,-9
130081,4,30,60,15,2,2,-1,-1.0,-1,2,1.3,-9,-9.0,-9,-9,-9
130081,5,60,90,12,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130082,1,0,5,6,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130082; FTS; 0 - 5,-9,-9
130082,2,5,10,15,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130082; FTS; 5 - 10,-9,-9
130082,3,10,30,3,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130082; FTS; 10 - 30,-9,-9
130082,4,30,60,10,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130082,5,60,90,7,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130083,1,0,5,1,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130083; FTS; 0 - 5,-9,-9
130083,2,5,10,1,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130083; FTS; 5 - 10,-9,-9
130083,3,10,30,1,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130083; FTS; 10 - 30,-9,-9
130083,4,30,60,10,2,2,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130083,5,60,90,10,2,2,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130084,1,0,5,0,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130084; FTS; 0 - 5,-9,-9
130084,2,5,10,1,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130084; FTS; 5 - 10,-9,-9
130084,3,10,30,3,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130084; FTS; 10 - 30,-9,-9
130084,4,30,60,5,2,2,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
130084,5,60,90,20,2,2,-1,-1.0,-1,2,1.5,-9,-9.0,-9,-9,-9
130088,1,0,5,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130088; FTS; 0 - 5,-9,-9
130088,2,5,10,2,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130088; FTS; 5 - 10,-9,-9
130088,3,10,30,10,2,3,-1,-1.0,-1,4,-1.0,8,250.0,130088; FTS; 10 - 30,-9,-9
130088,4,30,60,10,2,2,-1,-1.0,-1,2,1.3,-9,-9.0,-9,-9,-9
130088,5,60,90,3,2,2,-1,-1.0,-1,2,1.4,-9,-9.0,-9,-9,-9
