bund_nr,horizont,lfd_nr,param,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8
130014,a,,maechtigkeit,5,7,5,6,5,8,5,4
130014,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130014,h,,humusform_ka5,mom,mom,mom,mom,mom,mom,mom,mom
130014,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130016,s,,streuart,-9,-9,-9,-9,-9,-9,-9,-9
130016,s,,hackschn_maechtigkeit,,,,,,,,
130016,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130016,ol,,maechtigkeit,-9,-9,-9,-9,-9,-9,-9,-9
130016,ol,,lagerung,-9,-9,-9,-9,-9,-9,-9,-9
130016,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130016,of,1,maechtigkeit,-9,-9,-9,-9,-9,-9,-9,-9
130016,of,1,durchwurz,-9,-9,-9,-9,-9,-9,-9,-9
130016,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130016,oh,1,maechtigkeit,-9,-9,-9,-9,-9,-9,-9,-9
130016,oh,1,durchwurz,-9,-9,-9,-9,-9,-9,-9,-9
130016,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130016,a,,maechtigkeit,-9,-9,-9,-9,-9,-9,-9,-9
130016,a,,gefuege,-9,-9,-9,-9,-9,-9,-9,-9
130016,h,,humusform_ka5,-9,-9,-9,-9,-9,-9,-9,-9
130016,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130017,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
130017,s,,hackschn_maechtigkeit,,,,,,,,
130017,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130017,ol,,maechtigkeit,0.5,0.5,0.5,0.5,1,0.5,0.5,1
130017,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130017,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130017,of,1,maechtigkeit,1,1,1,1,0.5,1,0.5,1
130017,of,1,durchwurz,3,3,2,4,2,3,3,3
130017,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130017,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
130017,oh,1,durchwurz,-2,-2,-2,-2,-2,-2,-2,-2
130017,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130017,a,,maechtigkeit,8,10,10,4,5,4,6,6
130017,a,,gefuege,kru,kru,kru,kru,kru,kru,kru,kru
130017,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,muo,muo
130017,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130022,s,,streuart,vgn,vgn,vgn,vgn,vgn,vgn,vgn,vgn
130022,s,,hackschn_maechtigkeit,,,,,,,,
130022,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130022,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
130022,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130022,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130022,of,1,maechtigkeit,4,3,5,3,3,3,4,5
130022,of,1,durchwurz,4,4,4,4,4,4,4,3
130022,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130022,oh,1,maechtigkeit,1,1,1,0.5,0.5,0.2,0.5,1
130022,oh,1,durchwurz,3,3,3,3,3,3,3,2
130022,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130022,a,,maechtigkeit,2,3,3,3,3,3,3,4
130022,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130022,h,,humusform_ka5,gmo,gmo,moa,gmo,gmo,gmo,gmo,moa
130022,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130023,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
130023,s,,hackschn_maechtigkeit,,,,,,,,
130023,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130023,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
130023,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130023,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130023,of,1,maechtigkeit,3,3,3,3,5,3,5,3
130023,of,1,durchwurz,3,3,3,3,3,3,4,3
130023,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130023,oh,1,maechtigkeit,2,1,2,2,5,2,8,6
130023,oh,1,durchwurz,3,3,3,3,3,3,3,3
130023,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130023,a,,maechtigkeit,3,3,6,5,4,3,3,4
130023,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130023,h,,humusform_ka5,mor,moa,mor,mor,ror,moa,ror,ror
130023,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130026,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
130026,s,,hackschn_maechtigkeit,,,,,,,,
130026,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130026,ol,,maechtigkeit,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
130026,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130026,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130026,of,1,maechtigkeit,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
130026,of,1,durchwurz,2,2,2,2,2,2,2,2
130026,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130026,oh,1,maechtigkeit,0,0,0,0,0,0,0,0
130026,oh,1,durchwurz,-2,-2,-2,-2,-2,-2,-2,-2
130026,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130026,a,,maechtigkeit,4,6,6,6,6,3,5,5
130026,a,,gefuege,kru,kru,kru,kru,kru,kru,kru,kru
130026,h,,humusform_ka5,muo,muo,muo,muo,muo,muo,muo,muo
130026,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130027,s,,streuart,vbn,vbn,vn,vbn,vbn,vn,vbn,vbn
130027,s,,hackschn_maechtigkeit,,,,,,,,
130027,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130027,ol,,maechtigkeit,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5
130027,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130027,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130027,of,1,maechtigkeit,2.5,3,3,2,2,2,2,1.5
130027,of,1,durchwurz,2,2,4,3,3,3,3,3
130027,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130027,oh,1,maechtigkeit,0.2,0.2,2,0.2,0.2,1,0.2,0.2
130027,oh,1,durchwurz,3,4,2,3,3,3,3,3
130027,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130027,a,,maechtigkeit,12,10,5,8,6,12,4,7
130027,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130027,h,,humusform_ka5,mom,mom,moa,mom,mom,moa,mom,mom
130027,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130028,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
130028,s,,hackschn_maechtigkeit,,,,,,,,
130028,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130028,ol,,maechtigkeit,2,1.5,1.5,1,1,2,2,1.5
130028,ol,,lagerung,lo,lo,lo,lo,lo,lo,si,lo
130028,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130028,of,1,maechtigkeit,2,1.5,2,0.5,0.5,2,2,2
130028,of,1,durchwurz,4,3,4,4,4,4,4,4
130028,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130028,oh,1,maechtigkeit,1,0,1.5,0.5,0.2,2,0.5,0.2
130028,oh,1,durchwurz,4,-2,4,4,4,4,4,4
130028,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130028,a,,maechtigkeit,2,4,3,4,4,3,3,4
130028,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130028,h,,humusform_ka5,moa,mom,moa,mom,mom,moa,moa,mom
130028,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130029,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
130029,s,,hackschn_maechtigkeit,,,,,,,,
130029,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130029,ol,,maechtigkeit,0.5,0.7,0.4,0.3,0.6,0.3,1,0.3
130029,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130029,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130029,of,1,maechtigkeit,3,2,3,2,3,3,2,2
130029,of,1,durchwurz,3,2,3,2,2,2,3,3
130029,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130029,oh,1,maechtigkeit,3,3,2,4,0.5,3,3,3
130029,oh,1,durchwurz,3,2,3,2,3,2,2,2
130029,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130029,a,,maechtigkeit,8,4,4,4,6,6,6,4
130029,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130029,h,,humusform_ka5,mrr,mrr,mra,mrr,moa,roa,mrr,roa
130029,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130032,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
130032,s,,hackschn_maechtigkeit,,,,,,,,
130032,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130032,ol,,maechtigkeit,0.5,0.5,1,0.5,0.5,1,0.5,0.5
130032,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130032,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130032,of,1,maechtigkeit,1,2,2,1.5,2,2,3,2.5
130032,of,1,durchwurz,3,3,3,3,4,4,3,3
130032,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130032,oh,1,maechtigkeit,0,1.5,1,0,0.2,1,1,0.5
130032,oh,1,durchwurz,-2,2,3,-2,2,2,2,2
130032,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130032,a,,maechtigkeit,4,4,6,9,8,6,8,8
130032,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130032,h,,humusform_ka5,muo,moa,moa,muo,mom,moa,moa,mom
130032,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130033,s,,streuart,vgn,vgn,vgn,vgn,vgn,vgn,vgn,vgn
130033,s,,hackschn_maechtigkeit,,,,,,,,
130033,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130033,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
130033,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130033,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130033,of,1,maechtigkeit,3,3,4,3,4,4,1.5,4
130033,of,1,durchwurz,4,4,4,4,4,4,4,4
130033,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130033,oh,1,maechtigkeit,0.5,2.5,2.5,2.5,0.5,0.5,0.5,0.5
130033,oh,1,durchwurz,4,4,4,4,4,4,4,4
130033,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130033,a,,maechtigkeit,5,4,4,4,6,6,4,4
130033,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130033,h,,humusform_ka5,gmo,gmo,gmo,gmo,gmo,gmo,gmo,gmo
130033,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130036,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
130036,s,,hackschn_maechtigkeit,,,,,,,,
130036,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130036,ol,,maechtigkeit,1,1,1,1,1,1,1,1
130036,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130036,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130036,of,1,maechtigkeit,2,3,4,1.5,4,1.5,3,3
130036,of,1,durchwurz,4,4,4,4,4,4,4,4
130036,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130036,oh,1,maechtigkeit,0.2,1,0.3,0.3,1.5,0.5,1.5,0.5
130036,oh,1,durchwurz,4,4,4,4,4,4,4,4
130036,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130036,a,,maechtigkeit,4,4,2,3,3,4,6,2
130036,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130036,h,,humusform_ka5,mom,moa,mom,mom,moa,mom,moa,mom
130036,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130037,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
130037,s,,hackschn_maechtigkeit,,,,,,,,
130037,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130037,ol,,maechtigkeit,0.5,0.3,0.6,0.6,0.4,0.6,0.5,0.5
130037,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130037,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130037,of,1,maechtigkeit,3,3,3,4,2.5,3,3,2.5
130037,of,1,durchwurz,4,4,4,4,4,4,4,4
130037,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130037,oh,1,maechtigkeit,4,3,3,2,1,2.5,2,2.5
130037,oh,1,durchwurz,3,4,4,4,4,4,4,4
130037,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130037,a,,maechtigkeit,4,4,5,5,6,3,5,6
130037,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130037,h,,humusform_ka5,mrr,mor,mrr,mor,moa,mor,mor,mor
130037,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130039,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
130039,s,,hackschn_maechtigkeit,,,,,,,,
130039,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130039,ol,,maechtigkeit,2,1,2,1,2,1,1,1
130039,ol,,lagerung,lo,si,lo,si,si,si,si,si
130039,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130039,of,1,maechtigkeit,2,3,1,2,2,2,2,2
130039,of,1,durchwurz,3,3,3,4,4,3,3,3
130039,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130039,oh,1,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
130039,oh,1,durchwurz,3,3,3,4,4,3,3,3
130039,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130039,a,,maechtigkeit,5,5,5,1,5,3,3,6
130039,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130039,h,,humusform_ka5,moa,moa,moa,moa,moa,moa,moa,moa
130039,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130042,s,,streuart,vgn,vgn,vgn,vgn,vgn,vgn,vgn,vgn
130042,s,,hackschn_maechtigkeit,,,,,,,,
130042,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130042,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
130042,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130042,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130042,of,1,maechtigkeit,2,1,2,3,2,4,3,3
130042,of,1,durchwurz,4,4,4,4,4,4,4,4
130042,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130042,oh,1,maechtigkeit,0.5,0,0.5,0.5,1,0.5,0.5,0.5
130042,oh,1,durchwurz,4,-2,4,4,4,4,4,4
130042,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130042,a,,maechtigkeit,2,2,2,3,4,2,3,4
130042,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130042,h,,humusform_ka5,gmo,gmo,gmo,gmo,gmo,gmo,gmo,gmo
130042,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130044,s,,streuart,vg,vg,vg,vg,vg,vg,vg,vg
130044,s,,hackschn_maechtigkeit,,,,,,,,
130044,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130044,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
130044,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130044,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130044,of,1,maechtigkeit,3,4,2,3,2,4,3,3
130044,of,1,durchwurz,4,4,4,4,4,4,4,4
130044,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130044,oh,1,maechtigkeit,0.3,0.3,0.3,0.3,0.3,1,0.5,0.7
130044,oh,1,durchwurz,4,4,4,4,4,4,4,4
130044,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130044,a,,maechtigkeit,2,2,4,2,4,2,2,4
130044,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130044,h,,humusform_ka5,gmo,gmo,gmo,gmo,gmo,moa,gmo,moa
130044,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130046,s,,streuart,vgn,vgn,vgn,vgn,vgn,vgn,vgn,vgn
130046,s,,hackschn_maechtigkeit,,,,,,,,
130046,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130046,ol,,maechtigkeit,0.5,0.5,0,0.2,0.2,0.2,0.2,-9
130046,ol,,lagerung,lo,lo,-2,lo,lo,lo,lo,-9
130046,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130046,of,1,maechtigkeit,2,2,1.5,2,4,3,2,2
130046,of,1,durchwurz,4,4,4,4,4,4,4,4
130046,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130046,oh,1,maechtigkeit,0.2,0.5,0,0.2,1,0.5,0.2,0.2
130046,oh,1,durchwurz,4,4,-2,4,4,4,4,4
130046,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130046,a,,maechtigkeit,1,2,4,2,2,2,3,3
130046,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130046,h,,humusform_ka5,gmo,gmo,gmo,gmo,gmo,gmo,gmo,gmo
130046,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130047,s,,streuart,vn,vg,vn,vn,vn,vn,vn,vn
130047,s,,hackschn_maechtigkeit,,,,,,,,
130047,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130047,ol,,maechtigkeit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
130047,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130047,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130047,of,1,maechtigkeit,4.5,1.5,4.5,6,4.5,2,3,3
130047,of,1,durchwurz,4,4,4,4,3,4,4,4
130047,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130047,oh,1,maechtigkeit,2,0,2,2,2,0.2,1.5,2
130047,oh,1,durchwurz,3,-2,3,3,3,3,3,3
130047,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130047,a,,maechtigkeit,5,4,4,4,5,1,1,3
130047,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
130047,h,,humusform_ka5,moa,gmo,moa,moa,moa,moa,moa,moa
130047,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
130048,s,,streuart,vgn,vgn,vgn,vgn,vgn,vgn,vgn,vgn
130048,s,,hackschn_maechtigkeit,,,,,,,,
130048,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130048,ol,,maechtigkeit,1,1,1,1,1,1,1,1
130048,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
130048,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
130048,of,1,maechtigkeit,2,1,0.5,0.3,0.3,5,0.3,0.3
130048,of,1,durchwurz,4,4,4,-1,-1,3,-1,-1
