bund_nr,bover_1,bover_2,bover_3,bover_4,auswirkung,richtungskorr,entfkorr
130010,,,,,0,-9,-2
130010,,,,,0,-9,-2
130010,,,,,0,-9,-2
130010,,,,,0,-9,-2
130010,,,,,0,-9,-2
130010,,,,,0,-9,-2
130010,,,,,0,-9,-2
130010,,,,,0,-9,-2
130013,,,,,0,-9,-2
130013,,,,,0,-9,-2
130013,,,,,0,-9,-2
130013,,,,,0,-9,-2
130013,,,,,0,-9,-2
130013,,,,,0,-9,-2
130013,,,,,0,-9,-2
130013,,,,,0,-9,-2
130014,,,,,0,-9,-2
130014,,,,,0,-9,-2
130014,,,,,0,-9,-2
130014,,,,,0,-9,-2
130014,,,,,0,-9,-2
130014,,,,,0,-9,-2
130014,,,,,0,-9,-2
130014,,,,,0,-9,-2
130016,,,,,0,-9,-2
130016,,,,,0,-9,-2
130016,,,,,0,-9,-2
130016,,,,,0,-9,-2
130016,,,,,0,-9,-2
130016,,,,,0,-9,-2
130016,,,,,0,-9,-2
130016,,,,,0,-9,-2
130017,,,,,0,-9,-2
130017,44,,,,1,-9,-3
130017,,,,,0,-9,-2
130017,,,,,0,-9,-2
130017,44,,,,1,-9,-4
130017,,,,,0,-9,-2
130017,,,,,0,-9,-2
130017,,,,,0,-9,-2
130022,,,,,0,-9,-2
130022,,,,,0,-9,-2
130022,,,,,0,-9,-2
130022,,,,,0,-9,-2
130022,,,,,0,-9,-2
130022,,,,,0,-9,-2
130022,,,,,0,-9,-2
130022,,,,,0,-9,-2
130023,,,,,0,-9,-2
130023,,,,,0,-9,-2
130023,,,,,0,-9,-2
130023,,,,,0,-9,-2
130023,,,,,0,-9,-2
130023,,,,,0,-9,-2
130023,,,,,0,-9,-2
130023,,,,,0,-9,-2
130026,,,,,0,-9,-2
130026,,,,,0,-9,-2
130026,,,,,0,-9,-2
130026,,,,,0,-9,-2
130026,,,,,0,-9,-2
130026,,,,,0,-9,-2
130026,,,,,0,-9,-2
130026,,,,,0,-9,-2
130027,,,,,0,-9,-2
130027,19,,,,1,-9,2
130027,,,,,0,-9,-2
130027,,,,,0,-9,-2
130027,19,,,,1,-9,-2
130027,11,,,,1,-9,5
130027,42,,,,1,-9,-2
130027,19,,,,1,-9,2
130028,19,,,,1,-9,-2
130028,,,,,0,-9,-2
130028,,,,,0,-9,-2
130028,,,,,0,-9,-2
130028,,,,,0,-9,-2
130028,,,,,0,-9,-2
130028,,,,,0,-9,-2
130028,,,,,0,-9,-2
130029,,,,,0,-9,-2
130029,,,,,0,-9,-2
130029,,,,,0,-9,-2
130029,,,,,0,-9,-2
130029,,,,,0,-9,-2
130029,,,,,0,-9,-2
130029,,,,,0,-9,-2
130029,,,,,0,-9,-2
130032,,,,,0,-9,-2
130032,,,,,0,-9,-2
130032,,,,,0,-9,-2
130032,,,,,0,-9,-2
130032,,,,,0,-9,-2
130032,,,,,0,-9,-2
130032,,,,,0,-9,-2
130032,,,,,0,-9,-2
130033,,,,,0,-9,-2
130033,,,,,0,-9,-2
130033,,,,,0,-9,-2
130033,,,,,0,-9,-2
130033,,,,,0,-9,-2
130033,,,,,0,-9,-2
130033,,,,,0,-9,-2
130033,,,,,0,-9,-2
130036,,,,,0,-9,-2
130036,,,,,0,-9,-2
130036,,,,,0,-9,-2
130036,,,,,0,-9,-2
130036,,,,,0,-9,-2
130036,,,,,0,-9,-2
130036,,,,,0,-9,-2
130036,,,,,0,-9,-2
130037,,,,,0,-9,-2
130037,,,,,0,-9,-2
130037,,,,,0,-9,-2
130037,,,,,0,-9,-2
130037,,,,,0,-9,-2
130037,,,,,0,-9,-2
130037,,,,,0,-9,-2
130037,,,,,0,-9,-2
130039,,,,,0,-9,-2
130039,,,,,0,-9,-2
130039,,,,,0,-9,-2
130039,,,,,0,-9,-2
130039,,,,,0,-9,-2
130039,,,,,0,-9,-2
130039,,,,,0,-9,-2
130039,,,,,0,-9,-2
130042,,,,,0,-9,-2
130042,,,,,0,-9,-2
130042,,,,,0,-9,-2
130042,,,,,0,-9,-2
130042,,,,,0,-9,-2
130042,,,,,0,-9,-2
130042,,,,,0,-9,-2
130042,,,,,0,-9,-2
130044,,,,,0,-9,-2
130044,,,,,0,-9,-2
130044,,,,,0,-9,-2
130044,,,,,0,-9,-2
130044,,,,,0,-9,-2
130044,,,,,0,-9,-2
130044,,,,,0,-9,-2
130044,,,,,0,-9,-2
130046,,,,,0,-9,-2
130046,,,,,0,-9,-2
130046,,,,,0,-9,-2
130046,,,,,0,-9,-2
130046,,,,,0,-9,-2
130046,,,,,0,-9,-2
130046,,,,,0,-9,-2
130046,,,,,0,-9,-2
130047,39,,,,1,-9,2
130047,,,,,0,-9,-2
130047,,,,,0,-9,-2
130047,,,,,0,-9,-2
130047,,,,,0,-9,-2
130047,,,,,0,-9,-2
130047,,,,,0,-9,-2
130047,42,,,,1,-9,-2
130048,19,,,,1,-9,-2
130048,19,,,,1,-9,-1
130048,,,,,0,-9,-2
130048,,,,,0,-9,-2
130048,,,,,0,-9,-2
130048,19,,,,1,-9,-2
130048,,,,,0,-9,-2
130048,,,,,0,-9,-2
130049,-2,,,,0,-9,-9
130049,-2,,,,0,-9,-9
130049,-2,,,,0,-9,-9
130049,-2,,,,0,-9,-9
130049,-2,,,,0,-9,-9
130049,-2,,,,0,-9,-9
130049,-2,,,,0,-9,-9
130049,-2,,,,0,-9,-9
130050,,,,,0,-9,-2
130050,,,,,0,-9,-2
130050,19,,,,1,-9,2
130050,,,,,0,-9,-2
130050,,,,,0,-9,-2
130050,,,,,0,-9,-2
130050,19,,,,1,-9,2
130050,,,,,0,-9,-2
130051,,,,,0,-9,-2
130051,,,,,0,-9,-2
130051,,,,,0,-9,-2
130051,,,,,0,-9,-2
130051,,,,,0,-9,-2
130051,,,,,0,-9,-2
130051,,,,,0,-9,-2
130051,,,,,0,-9,-2
130052,,,,,0,-9,-2
130052,,,,,0,-9,-2
130052,,,,,0,-9,-2
130052,,,,,0,-9,-2
130052,,,,,0,-9,-2
130052,,,,,0,-9,-2
130052,,,,,0,-9,-2
130052,,,,,0,-9,-2
130056,,,,,0,-9,-2
130056,,,,,0,-9,-2
130056,,,,,0,-9,-2
130056,,,,,0,-9,-2
130056,,,,,0,-9,-2
130056,19,,,,1,-9,-2
130056,,,,,0,-9,-2
130056,,,,,0,-9,-2
130057,,,,,0,-9,-2
130057,11,,,,1,-9,4
130057,,,,,0,-9,-2
130057,,,,,0,-9,-2
130057,,,,,0,-9,-2
130057,,,,,0,-9,-2
130057,,,,,0,-9,-2
130057,11,,,,1,-9,4
130059,,,,,0,-9,-2
130059,,,,,0,-9,-2
130059,,,,,0,-9,-2
130059,19,,,,1,-9,-1
130059,,,,,0,-9,-2
130059,35,,,,1,-9,-3
130059,35,,,,1,-9,-5
130059,35,,,,1,-9,-2
130060,,,,,0,-9,-2
130060,11,,,,1,-9,2
130060,11,,,,1,-9,-3
130060,,,,,0,-9,-2
130060,,,,,0,-9,-2
130060,,,,,0,-9,-2
130060,,,,,0,-9,-2
130060,,,,,0,-9,-2
130061,,,,,0,-9,-2
130061,,,,,0,-9,-2
130061,,,,,0,-9,-2
130061,,,,,0,-9,-2
130061,,,,,0,-9,-2
130061,,,,,0,-9,-2
130061,,,,,0,-9,-2
130061,,,,,0,-9,-2
130064,,,,,0,-9,-2
130064,,,,,0,-9,-2
130064,,,,,0,-9,-2
130064,,,,,0,-9,-2
130064,,,,,0,-9,-2
130064,,,,,0,-9,-2
130064,,,,,0,-9,-2
130064,11,,,,1,-9,-2
130068,,,,,0,-9,-2
130068,,,,,0,-9,-2
130068,,,,,0,-9,-2
130068,,,,,0,-9,-2
130068,,,,,0,-9,-2
130068,,,,,0,-9,-2
130068,,,,,0,-9,-2
130068,,,,,0,-9,-2
130069,,,,,0,-9,-2
130069,,,,,0,-9,-2
130069,,,,,0,-9,-2
130069,,,,,0,-9,-2
130069,,,,,0,-9,-2
130069,,,,,0,-9,-2
