bund_nr,bover_1,bover_2,bover_3,bover_4,auswirkung,richtungskorr,entfkorr
130069,,,,,0,-9,-2
130069,,,,,0,-9,-2
130070,,,,,0,-9,-2
130070,,,,,0,-9,-2
130070,,,,,0,-9,-2
130070,,,,,0,-9,-2
130070,,,,,0,-9,-2
130070,,,,,0,-9,-2
130070,,,,,0,-9,-2
130070,,,,,0,-9,-2
130071,,,,,0,-9,-2
130071,,,,,0,-9,-2
130071,,,,,0,-9,-2
130071,,,,,0,-9,-2
130071,,,,,0,-9,-2
130071,,,,,0,-9,-2
130071,,,,,0,-9,-2
130071,,,,,0,-9,-2
130072,,,,,0,-9,-2
130072,,,,,0,-9,-2
130072,,,,,0,-9,-2
130072,,,,,0,-9,-2
130072,,,,,0,-9,-2
130072,,,,,0,-9,-2
130072,,,,,0,-9,-2
130072,,,,,0,-9,-2
130073,,,,,0,-9,-2
130073,,,,,0,-9,-2
130073,,,,,0,-9,-2
130073,,,,,0,-9,-2
130073,,,,,0,-9,-2
130073,,,,,0,-9,-2
130073,,,,,0,-9,-2
130073,,,,,0,-9,-2
130074,,,,,0,-9,-2
130074,,,,,0,-9,-2
130074,,,,,0,-9,-2
130074,,,,,0,-9,-2
130074,,,,,0,-9,-2
130074,,,,,0,-9,-2
130074,,,,,0,-9,-2
130074,,,,,0,-9,-2
130075,,,,,0,-9,-2
130075,,,,,0,-9,-2
130075,,,,,0,-9,-2
130075,,,,,0,-9,-2
130075,,,,,0,-9,-2
130075,,,,,0,-9,-2
130075,,,,,0,-9,-2
130075,,,,,0,-9,-2
130076,,,,,0,-9,-2
130076,,,,,0,-9,-2
130076,,,,,0,-9,-2
130076,,,,,0,-9,-2
130076,,,,,0,-9,-2
130076,,,,,0,-9,-2
130076,,,,,0,-9,-2
130076,,,,,0,-9,-2
130077,,,,,0,-9,-2
130077,,,,,0,-9,-2
130077,,,,,0,-9,-2
130077,,,,,0,-9,-2
130077,,,,,0,-9,-2
130077,,,,,0,-9,-2
130077,,,,,0,-9,-2
130077,,,,,0,-9,-2
130078,,,,,0,-9,-2
130078,,,,,0,-9,-2
130078,,,,,0,-9,-2
130078,,,,,0,-9,-2
130078,,,,,0,-9,-2
130078,,,,,0,-9,-2
130078,,,,,0,-9,-2
130078,,,,,0,-9,-2
130079,,,,,0,-9,-2
130079,,,,,0,-9,-2
130079,,,,,0,-9,-2
130079,,,,,0,-9,-2
130079,,,,,0,-9,-2
130079,,,,,0,-9,-2
130079,,,,,0,-9,-2
130079,,,,,0,-9,-2
130080,,,,,0,-9,-2
130080,,,,,0,-9,-2
130080,,,,,0,-9,-2
130080,,,,,0,-9,-2
130080,,,,,0,-9,-2
130080,,,,,0,-9,-2
130080,,,,,0,-9,-2
130080,,,,,0,-9,-2
130081,,,,,0,-9,-2
130081,,,,,0,-9,-2
130081,,,,,0,-9,-2
130081,,,,,0,-9,-2
130081,,,,,0,-9,-2
130081,,,,,0,-9,-2
130081,,,,,0,-9,-2
130081,,,,,0,-9,-2
130082,,,,,0,-9,-2
130082,,,,,0,-9,-2
130082,,,,,0,-9,-2
130082,,,,,0,-9,-2
130082,,,,,0,-9,-2
130082,,,,,0,-9,-2
130082,,,,,0,-9,-2
130082,,,,,0,-9,-2
130083,,,,,0,-9,-2
130083,,,,,0,-9,-2
130083,,,,,0,-9,-2
130083,,,,,0,-9,-2
130083,,,,,0,-9,-2
130083,,,,,0,-9,-2
130083,,,,,0,-9,-2
130083,,,,,0,-9,-2
130084,,,,,0,-9,-2
130084,,,,,0,-9,-2
130084,,,,,0,-9,-2
130084,,,,,0,-9,-2
130084,,,,,0,-9,-2
130084,,,,,0,-9,-2
130084,,,,,0,-9,-2
130084,,,,,0,-9,-2
130085,,,,,0,-9,-2
130085,,,,,0,-9,-2
130085,,,,,0,-9,-2
130085,,,,,0,-9,-2
130085,,,,,0,-9,-2
130085,,,,,0,-9,-2
130085,,,,,0,-9,-2
130085,,,,,0,-9,-2
130086,,,,,0,-9,-2
130086,,,,,0,-9,-2
130086,,,,,0,-9,-2
130086,,,,,0,-9,-2
130086,,,,,0,-9,-2
130086,,,,,0,-9,-2
130086,,,,,0,-9,-2
130086,,,,,0,-9,-2
130087,,,,,0,-9,-2
130087,,,,,0,-9,-2
130087,,,,,0,-9,-2
130087,,,,,0,-9,-2
130087,,,,,0,-9,-2
130087,,,,,0,-9,-2
130087,,,,,0,-9,-2
130087,,,,,0,-9,-2
130088,,,,,0,-9,-2
130088,,,,,0,-9,-2
130088,,,,,0,-9,-2
130088,,,,,0,-9,-2
130088,,,,,0,-9,-2
130088,,,,,0,-9,-2
130088,,,,,0,-9,-2
130088,,,,,0,-9,-2
