bund_nr,uthori,grus,kies,stein,bodenart,humifizierung,grobanteil,genese,gestein_1,gestein_2,gestein_3
130059,8,-2,0,0,fsms,-2,0,931,-2,-2,-2
130059,32,-2,6,0,fsms,-2,-9,931,-2,-2,-2
130059,90,-2,0,0,fs,-2,0,931,-2,-2,-2
130060,12,-2,0,0,fs,-2,0,928,-2,-2,-2
130060,19,-2,0,0,fs,-2,0,928,-2,-2,-2
130060,30,-2,0,0,fs,-2,0,928,-2,-2,-2
130060,50,-2,0,0,fs,-2,0,928,-2,-2,-2
130060,60,-2,0,0,fs,-2,0,928,-2,-2,-2
130060,90,-2,0,0,fs,-2,0,928,-2,-2,-2
130061,12,-2,0,0,fs,-2,0,928,-2,-2,-2
130061,15,-2,0,0,fs,-2,0,928,-2,-2,-2
130061,20,-2,0,0,fs,-2,0,928,-2,-2,-2
130061,30,-2,0,0,fs,-2,0,928,-2,-2,-2
130061,45,-2,0,0,fs,-2,0,928,-2,-2,-2
130061,60,-2,0,0,fs,-2,0,928,-2,-2,-2
130061,120,-2,0,0,fs,-2,0,928,-2,-2,-2
130061,160,-2,0,0,fs,-2,0,928,-2,-2,-2
130064,2,-2,1,0,fsms,-2,-1,990,-2,-2,-2
130064,5,-2,1,0,fsms,-2,-1,990,-2,-2,-2
130064,20,-2,1,0,fsms,-2,-1,990,-2,-2,-2
130064,35,-2,1,0,fsms,-2,-1,969,-2,-2,-2
130064,90,-2,1,0,fsms,-2,-1,969,-2,-2,-2
130068,10,-2,0,0,fs,-2,0,941,-2,-2,-2
130068,15,-2,0,0,fs,-2,0,941,-2,-2,-2
130068,25,-2,0,0,fs,-2,0,941,-2,-2,-2
130068,90,-2,0,0,fs,-2,0,941,-2,-2,-2
130069,25,-2,0,0,ha,h5,0,1012,-2,-2,-2
130069,44,-2,0,0,fs,h5,0,910,-2,-2,-2
130069,110,-2,0,0,fs,-2,0,810,-2,-2,-2
130070,40,-2,1,1,sl4,-2,-9,931,-2,-2,-2
130070,90,-2,1,1,ls3,-2,-9,931,-2,-2,-2
130071,7,-2,1,1,fsms,-2,-9,931,-2,-2,-2
130071,47,-2,1,1,fsms,-2,-9,931,-2,-2,-2
130071,63,-2,1,1,fsms,-2,-9,931,-2,-2,-2
130071,66,-2,1,1,fsms,-2,-9,931,-2,-2,-2
130071,100,-2,1,0,tu2,-2,-1,831,-2,-2,-2
130072,41,-2,1,1,sl3,-2,-9,931,-2,-2,-2
130072,48,-2,1,1,sl3,-2,-9,931,-2,-2,-2
130072,110,-2,1,1,sl3,-2,-9,931,-2,-2,-2
130073,5,-2,1,1,sl2,-2,-9,931,-2,-2,-2
130073,27,-2,1,1,sl2,-2,-9,931,-2,-2,-2
130073,56,-2,1,1,sl2,-2,-9,931,-2,-2,-2
130073,180,-2,1,1,sl3,-2,-9,931,-2,-2,-2
130074,24,-2,0,0,sl2,-2,0,928,923,-2,-2
130074,35,-2,0,0,sl2,-2,0,928,923,-2,-2
130074,58,-2,0,0,sl2,-2,0,928,923,-2,-2
130074,100,-2,0,0,sl4,-2,0,928,923,-2,-2
130075,10,-2,0,0,ha,h6,0,1012,-2,-2,-2
130075,50,-2,0,0,ha,h6,0,1012,-2,-2,-2
130075,100,-2,0,0,hnp,h5,0,1012,-2,-2,-2
130075,200,-2,0,0,hnr,h4,0,1012,-2,-2,-2
130076,17,-2,6,1,msfs,-2,-9,928,-2,-2,-2
130076,55,-2,6,1,msfs,-2,-9,928,-2,-2,-2
130076,87,-2,1,6,msfs,-2,-9,928,-2,-2,-2
130076,110,-2,1,1,msfs,-2,-9,928,-2,-2,-2
130077,29,-2,1,0,fsms,-2,-1,928,-2,-2,-2
130077,39,-2,0,0,fsms,-2,0,928,-2,-2,-2
130077,87,-2,0,0,fsms,-2,0,928,-2,-2,-2
130077,170,-2,0,0,fsms,-2,0,928,-2,-2,-2
130078,16,-2,0,0,sl3,-2,0,931,-2,-2,-2
130078,51,-2,1,1,su3,-2,-9,931,-2,-2,-2
130078,74,-2,0,0,su2,-2,0,931,-2,-2,-2
130078,118,-2,0,0,sl4,-2,0,931,-2,-2,-2
130078,125,-2,0,0,fs,-2,0,931,-2,-2,-2
130079,4,-2,1,0,su2,-2,-1,931,-2,-2,-2
130079,10,-2,1,0,su2,-2,-1,931,-2,-2,-2
130079,42,-2,1,6,su2,-2,-9,931,-2,-2,-2
130079,71,-2,1,6,fsms,-2,-9,931,-2,-2,-2
130079,140,-2,1,0,slu,-2,-1,831,-2,-2,-2
130080,8,-2,1,1,msfs,-2,-9,931,-2,-2,-2
130080,74,-2,6,1,msfs,-2,-9,931,-2,-2,-2
130080,120,-2,1,1,msfs,-2,-9,931,-2,-2,-2
130081,3,-2,6,6,msfs,-2,-9,964,-2,-2,-2
130081,23,-2,6,6,msfs,-2,-9,964,-2,-2,-2
130081,34,-2,6,6,msfs,-2,-9,931,-2,-2,-2
130081,72,-2,6,6,msfs,-2,-9,931,-2,-2,-2
130081,91,-2,6,6,gs,-2,-9,931,-2,-2,-2
130081,102,-2,6,1,gs,-2,-9,931,-2,-2,-2
130081,115,-2,1,0,lts,-2,-1,931,-2,-2,-2
130082,16,-2,1,1,st2,-2,-9,829,-2,-2,-2
130082,47,-2,17,17,st2,-2,-9,829,-2,-2,-2
130082,71,-2,6,1,msfs,-2,-9,829,-2,-2,-2
130082,110,-2,6,1,msgs,-2,-9,829,-2,-2,-2
130083,22,-2,1,0,fsms,-2,-1,931,-2,-2,-2
130083,31,-2,1,0,sl2,-2,-1,931,-2,-2,-2
130083,44,-2,6,6,sl2,-2,-9,931,-2,-2,-2
130083,77,-2,6,6,fsgs,-2,-9,931,-2,-2,-2
130083,120,-2,6,6,fsgs,-2,-9,931,-2,-2,-2
130084,5,-2,0,0,msfs,-2,0,931,-2,-2,-2
130084,21,-2,1,0,msfs,-2,-1,931,-2,-2,-2
130084,35,-2,1,1,fsms,-2,-9,931,-2,-2,-2
130084,64,-2,6,1,msfs,-2,-9,931,-2,-2,-2
130084,155,-2,17,6,gs,-2,-9,931,-2,-2,-2
130088,12,-2,1,1,msfs,-2,-9,928,-2,-2,-2
130088,74,-2,6,6,msfs,-2,-9,928,-2,-2,-2
130088,93,-2,1,1,msfs,-2,-9,928,-2,-2,-2
130088,100,-2,1,1,msfs,-2,-9,928,-2,-2,-2
