bund_nr,uthori,grus,kies,stein,bodenart,humifizierung,grobanteil,genese,gestein_1,gestein_2,gestein_3
50087,20,0,1,0,lt3,-1,-1,931,870,-1,-1
50087,40,0,1,0,tl,-1,-1,931,870,-1,-1
50087,58,0,0,0,tl,-1,0,931,870,-1,-1
50087,85,0,0,0,tl,-1,0,870,631,-1,-1
50087,200,0,0,0,-1,-1,0,631,-1,-1,-1
50088,7,17,0,6,lu,-1,-1,965,944,760,-1
50088,13,17,0,6,lu,-1,-1,965,944,760,-1
50088,30,17,0,6,lu,-1,-1,965,944,760,-1
50088,40,37,0,37,lu,-1,-1,965,760,944,-1
50088,50,44,0,44,lu,-1,-1,760,-1,-1,-1
50089,5,37,0,6,uls,-1,-1,965,944,711,-1
50089,55,17,0,17,uls,-1,-1,965,944,711,-1
50089,70,44,0,44,ls3,-1,-1,965,711,-1,-1
50089,75,50,0,50,-1,-1,-1,711,-1,-1,-1
50090,5,17,0,17,lu,-1,-1,965,944,710,-1
50090,45,17,0,17,lu,-1,-1,965,944,710,-1
50090,60,37,0,37,lu,-1,-1,965,944,710,-1
50090,70,50,0,50,-1,-1,-1,710,-1,-1,-1
50091,5,17,0,17,ut4,-1,-1,965,944,760,-1
50091,35,17,0,17,ut4,-1,-1,965,944,760,-1
50091,90,44,0,44,ut3,-1,-1,965,760,-1,-1
50092,10,6,0,17,ut3,-1,-1,965,944,711,-1
50092,25,17,0,37,ut3,-1,-1,965,944,711,-1
50092,45,17,0,37,ut3,-1,-1,965,944,711,-1
50092,60,17,0,62,ut3,-1,-1,965,711,-1,-1
50092,65,44,0,44,ut3,-1,-1,711,-1,-1,-1
50093,2,17,0,17,uls,-1,-1,965,944,711,-1
50093,35,17,0,62,lu,-1,-1,965,944,711,-1
50093,55,6,0,62,uls,-1,-1,965,711,944,-1
50093,60,44,0,44,ls2,-1,-1,711,-1,-1,-1
50094,2,17,0,6,uls,-1,-1,965,944,770,-1
50094,35,17,0,17,uls,-1,-1,965,944,770,-1
50094,80,66,0,22,lt3,-1,-1,965,770,970,-1
50094,85,50,0,50,-1,-1,-1,770,-1,-1,-1
50095,2,17,0,6,uls,-1,-1,965,944,760,-1
50095,35,17,0,17,uls,-1,-1,965,944,760,-1
50095,50,44,0,44,ls3,-1,-1,965,944,760,-1
50095,60,50,0,50,-1,-1,-1,760,-1,-1,-1
50096,3,6,0,37,uls,-1,-1,965,944,770,-1
50096,50,6,0,37,uls,-1,-1,965,944,770,-1
50096,60,6,0,37,ls3,-1,-1,965,944,770,-1
50096,65,50,0,50,-1,-1,-1,770,-1,-1,-1
50097,6,6,0,6,ls2,-1,-1,965,944,760,-1
50097,12,6,0,6,ls2,-1,-1,965,944,760,-1
50097,45,17,0,17,ls2,-1,-1,965,944,760,-1
50097,60,44,0,44,ls3,-1,-1,965,760,-1,-1
50098,20,17,0,6,lu,-1,-1,965,944,760,-1
50098,50,17,0,17,lu,-1,-1,965,944,760,-1
50098,60,37,0,55,lu,-1,-1,965,760,-1,-1
50099,2,17,0,17,ut3,-1,-1,965,944,770,-1
50099,9,17,0,17,ut3,-1,-1,965,944,770,-1
50099,27,17,0,37,ut3,-1,-1,965,944,770,-1
50099,65,44,0,44,ut3,-1,-1,965,770,-1,-1
50099,80,44,0,44,ut3,-1,-1,770,-1,-1,-1
50100,5,17,0,17,lu,-1,-1,965,944,712,-1
50100,12,17,0,17,lu,-1,-1,965,944,712,-1
50100,35,17,0,62,lu,-1,-1,965,944,712,-1
50100,55,37,0,37,lu,-1,-1,965,770,944,712
50100,70,44,0,44,lu,-1,-1,770,712,-1,-1
50101,6,6,0,6,lu,-1,-1,965,944,770,-1
50101,35,6,0,6,lu,-1,-1,965,944,770,-1
50101,45,17,0,6,lu,-1,-1,965,944,770,-1
50101,95,37,0,6,ls2,-1,-1,965,770,-1,-1
50101,100,-1,-1,-1,-1,-1,-1,770,-1,-1,-1
50102,8,6,0,6,lu,-1,-1,965,944,610,-1
50102,25,6,0,6,lt3,-1,-1,965,944,610,-1
50102,90,44,0,44,tu4,-1,-1,865,944,610,-1
50102,110,44,0,44,tu4,-1,-1,610,-1,-1,-1
50103,11,37,0,6,uls,-1,-1,965,944,770,-1
50103,32,44,0,44,ls4,-1,-1,965,944,770,-1
50103,55,50,0,50,-1,-1,-1,770,-1,-1,-1
50104,1,37,0,6,lu,-1,-1,965,944,760,-1
50104,10,37,0,6,lu,-1,-1,965,944,760,-1
50104,33,37,0,17,lu,-1,-1,965,944,760,-1
50104,62,44,0,44,ls3,-1,-1,965,760,-1,-1
50104,65,0,0,100,-1,-1,-9,760,-1,-1,-1
50105,10,17,0,17,lu,-1,-1,965,944,770,-1
50105,40,17,0,17,ls2,-1,-1,965,944,770,-1
50105,60,44,0,44,slu,-1,-1,965,770,-1,-1
50106,5,6,0,6,lu,-1,-1,965,944,711,-1
50106,60,17,0,17,lu,-1,-1,965,944,711,-1
50106,90,44,0,44,sl3,-1,-1,965,711,-1,-1
50107,5,17,0,17,ut3,-1,-1,965,944,711,770
50107,25,17,0,17,ut3,-1,-1,965,944,711,770
50107,40,17,0,17,lu,-1,-1,965,944,711,770
50107,65,37,0,37,lu,-1,-1,965,711,770,944
50107,70,44,0,44,ut3,-1,-1,770,-1,-1,-1
50108,7,17,0,6,lu,-1,-1,965,944,760,-1
50108,40,37,0,6,lu,-1,-1,965,944,760,-1
50108,80,44,0,44,ls3,-1,-1,965,760,-1,-1
50108,85,50,0,50,-1,-1,-1,760,-1,-1,-1
50109,8,17,0,17,ut2,-1,-1,965,944,760,-1
50109,30,17,0,17,ut2,-1,-1,965,944,760,-1
50109,55,37,0,37,uls,-1,-1,965,944,711,-1
50109,90,44,0,44,sl3,-1,-1,965,711,-1,-1
50109,120,44,0,44,sl2,-1,-1,965,711,-1,-1
50110,30,37,0,6,lu,-1,-1,965,944,770,-1
50110,45,37,0,17,ls2,-1,-1,965,944,770,-1
50110,58,37,0,17,ls3,-1,-1,965,944,770,-1
50110,65,0,0,100,-1,-1,-9,770,-1,-1,-1
50111,7,17,0,17,lu,-1,-1,965,944,770,-1
50111,45,17,0,17,lu,-1,-1,965,944,770,-1
50111,50,44,0,44,sl3,-1,-1,770,-1,-1,-1
50112,7,17,0,6,lu,-1,-1,965,944,711,-1
50112,32,17,0,17,lu,-1,-1,965,944,711,-1
50112,40,-1,-1,-1,-1,-1,-1,711,-1,-1,-1
50113,6,0,0,0,ut3,-1,0,963,944,610,-1
50113,25,6,0,6,ut3,-1,-1,863,944,610,-1
50113,33,44,0,44,tu4,-1,-1,863,610,-1,-1
50113,40,0,0,100,-1,-1,-9,610,-1,-1,-1
50114,1,37,0,17,lu,-1,-1,965,944,711,-1
50114,40,37,0,37,lu,-1,-1,965,944,711,-1
50114,50,44,0,44,ls3,-1,-1,965,711,-1,-1
50115,5,6,0,0,lu,-1,-1,965,944,610,-1
50115,20,6,0,1,tu4,-1,-1,865,944,610,-1
50115,35,6,0,17,lt3,-1,-1,865,944,610,-1
50115,45,0,0,62,tl,-1,-9,863,610,-1,-1
50115,48,-1,-1,-1,-1,-1,-1,610,-1,-1,-1
50116,8,0,0,0,ut3,-1,0,963,944,-1,-1
50116,22,0,0,0,ut3,-1,0,963,944,-1,-1
50116,48,1,0,1,tu4,-1,-1,865,944,610,-1
50116,55,0,0,87,tu4,-1,-9,610,-1,-1,-1
50117,5,0,0,0,ut2,-1,0,963,944,-1,-1
50117,20,1,0,0,ut2,-1,-1,963,944,-1,-1
50117,45,1,0,0,ut2,-1,-1,963,944,-1,-1
50117,95,6,0,0,ut3,-1,-1,963,944,-1,-1
50117,135,6,0,0,us,-1,-1,963,944,-1,-1
50117,150,6,0,6,su4,-1,-1,928,-1,-1,-1
50117,170,17,0,37,uls,-1,-1,831,-1,-1,-1
50118,20,0,0,0,ut2,-1,0,963,944,-1,-1
50118,40,0,0,0,ut2,-1,0,963,944,-1,-1
50118,100,0,0,0,ut2,-1,0,863,944,-1,-1
50118,210,0,0,0,ut2,-1,0,863,944,-1,-1
50118,220,44,0,44,tu4,-1,-1,770,-1,-1,-1
50119,17,17,0,1,lu,-1,-1,865,944,610,-1
50119,35,17,0,6,tu4,-1,-1,865,944,610,-1
50119,70,17,0,17,tu4,-1,-1,865,944,610,-1
50119,92,17,0,37,lt2,-1,-1,865,610,-1,-1
50120,4,17,0,6,lu,-1,-1,965,944,711,-1
50120,35,17,0,17,lu,-1,-1,965,944,711,-1
50120,75,44,0,44,tu4,-1,-1,965,711,-1,-1
50120,80,50,0,50,-1,-1,-1,711,-1,-1,-1
50121,30,0,0,1,uls,-1,-9,843,944,-1,-1
50121,45,0,0,1,lt2,-1,-9,843,970,944,-1
50121,65,0,0,1,tl,-1,-9,800,970,-1,-1
50121,70,0,0,0,-1,-1,0,610,-1,-1,-1
50122,10,6,0,6,ut3,-1,-1,865,944,610,-1
50122,20,6,0,17,ut3,-1,-1,865,944,610,-1
50122,50,33,0,55,ut2,-1,-1,610,610,-1,-1
50123,35,0,0,0,msfs,-1,0,999,941,-1,-1
50123,75,0,0,0,msfs,-1,0,941,-1,-1,-1
50123,140,0,0,0,msfs,-1,0,941,-1,-1,-1
50123,200,0,0,0,msfs,-1,0,941,-1,-1,-1
50124,12,0,0,0,msfs,-1,0,928,-1,-1,-1
50124,45,1,0,0,msfs,-1,-1,928,-1,-1,-1
50124,65,1,0,0,msfs,-1,-1,928,-1,-1,-1
50124,120,1,0,0,msfs,-1,-1,928,-1,-1,-1
50124,145,1,0,0,msfs,-1,-1,928,-1,-1,-1
50124,180,1,0,0,sl2,-1,-1,829,-1,-1,-1
50124,200,44,0,44,ls3,-1,-1,610,-1,-1,-1
50125,12,0,6,0,msfs,-1,-9,941,-1,-1,-1
50125,22,0,6,0,msfs,-1,-9,941,-1,-1,-1
50125,33,0,6,0,msfs,-1,-9,941,-1,-1,-1
50125,80,0,17,6,sl2,-1,-9,831,-1,-1,-1
50125,200,0,17,6,sl2,-1,-9,831,-1,-1,-1
50126,5,6,0,0,ut2,-1,-1,965,944,-1,-1
50126,16,6,0,0,ut4,-1,-1,865,944,-1,-1
50126,75,33,0,55,tu4,-1,-1,610,-1,-1,-1
50127,8,1,0,1,ut3,-1,-1,968,944,610,-1
50127,45,1,0,1,ut3,-1,-1,968,944,610,-1
50127,65,1,0,1,ut3,-1,-1,967,944,-1,-1
50127,95,1,0,1,lu,-1,-1,967,944,-1,-1
50127,130,6,0,6,tu4,-1,-1,966,610,-1,-1
50127,150,44,0,44,tu4,-1,-1,610,-1,-1,-1
50128,8,6,0,6,lu,-1,-1,965,944,760,-1
50128,35,6,0,17,lu,-1,-1,965,944,760,-1
50128,80,44,0,44,sl2,-1,-1,760,760,-1,-1
50128,100,44,0,44,sl2,-1,-1,760,-1,-1,-1
50129,5,6,0,6,su2,-1,-1,965,944,711,-1
50129,70,6,0,6,su2,-1,-1,965,944,711,-1
50129,80,17,0,17,msfs,-1,-1,965,711,-1,-1
50129,130,17,0,37,sl2,-1,-1,965,711,-1,-1
50129,140,6,0,0,ls3,-1,-1,965,711,-1,-1
50129,170,0,0,0,lt3,-1,0,711,-1,-1,-1
50130,8,1,0,1,lu,-1,-1,965,944,610,-1
50130,26,6,0,6,lu,-1,-1,965,944,610,-1
50130,42,1,0,1,lt3,-1,-1,963,610,-1,-1
50130,60,55,0,33,lt3,-1,-1,610,-1,-1,-1
50131,18,6,0,1,ut3,-1,-1,868,944,635,-1
50131,30,6,0,1,uls,-1,-1,868,944,635,-1
50131,50,6,0,1,tl,-1,-1,866,635,-1,-1
50131,100,17,0,6,lts,-1,-1,635,-1,-1,-1
50132,10,6,0,6,ut3,-1,-1,965,944,770,-1
50132,22,6,0,6,ut3,-1,-1,965,944,770,-1
50132,65,6,0,17,lu,-1,-1,965,944,770,-1
50132,100,6,0,1,lt3,-1,-1,963,770,-1,-1
50133,5,1,0,1,ut3,-1,-1,965,944,931,-1
50133,20,1,0,1,ut3,-1,-1,965,944,931,-1
50133,38,1,0,1,ut3,-1,-1,965,944,931,-1
50133,140,6,0,6,lu,-1,-1,965,944,931,-1
50133,170,44,0,44,lt3,-1,-1,931,-1,-1,-1
50134,3,0,0,0,ut2,-1,0,843,-1,-1,-1
50134,24,0,0,0,ut3,-1,0,843,-1,-1,-1
50134,55,6,0,0,tu3,-1,-1,865,-1,-1,-1
50134,100,6,0,37,tu2,-1,-1,610,-1,-1,-1
50135,10,1,0,6,ut3,-1,-1,968,944,610,-1
50135,35,1,0,1,uls,-1,-1,968,944,610,-1
50135,65,1,0,1,tu4,-1,-1,868,610,944,-1
50135,75,17,0,17,tu4,-1,-1,868,610,944,-1
50135,80,44,0,44,tu4,-1,-1,610,-1,-1,-1
50136,3,0,0,0,lu,-1,0,965,944,631,-1
50136,20,6,0,0,lu,-1,-1,865,944,631,-1
50136,45,6,0,0,tu4,-1,-1,865,631,-1,-1
50136,65,33,0,55,lt3,-1,-1,631,-1,-1,-1
50137,6,6,0,1,lu,-1,-1,965,944,970,-1
50137,20,17,0,1,tu4,-1,-1,965,944,970,-1
50137,50,37,0,6,tu4,-1,-1,965,970,-1,-1
50137,80,44,0,44,tu4,-1,-1,760,-1,-1,-1
50138,5,1,0,1,lu,-1,-1,865,944,610,-1
50138,30,6,0,6,tu4,-1,-1,865,944,610,-1
50138,48,44,0,44,tu4,-1,-1,865,610,-1,-1
50139,5,1,0,0,lu,-1,-1,965,944,610,-1
50139,40,1,0,0,lu,-1,-1,965,944,610,-1
50139,55,6,0,0,tu4,-1,-1,865,610,-1,-1
50139,70,44,0,44,tu4,-1,-1,610,-1,-1,-1
50140,6,1,0,2,ut3,-1,-1,965,944,711,-1
50140,35,1,0,2,ut3,-1,-1,965,944,711,-1
50140,120,6,0,17,ut3,-1,-1,965,944,711,-1
50141,8,0,0,0,sl2,-1,0,999,925,-1,-1
50141,155,0,16,0,sl3,-1,-9,999,925,-1,-1
50142,12,9,0,8,sl3,-1,-1,999,711,-1,-1
50142,22,34,0,33,sl4,-1,-1,999,711,-1,-1
50142,40,28,0,27,lts,-1,-1,999,711,770,-1
50142,85,24,0,23,ls4,-1,-1,999,711,-1,-1
50142,115,6,0,6,sl3,-1,-1,999,711,-1,-1
50142,185,0,0,0,su2,-1,0,920,-1,-1,-1
50142,200,0,0,0,lts,-1,0,920,-1,-1,-1
50143,20,0,1,0,msfs,-1,-1,969,-1,-1,-1
50143,30,0,1,0,msfs,-1,-1,969,-1,-1,-1
50143,75,0,1,0,msfs,-1,-1,969,-1,-1,-1
50143,151,0,1,0,msfs,-1,-1,969,-1,-1,-1
50143,175,0,1,0,msfs,-1,-1,969,-1,-1,-1
50143,220,0,1,0,msfs,-1,-1,969,-1,-1,-1
50144,4,62,0,6,uls,-1,-1,965,751,944,-1
50144,10,62,0,6,uls,-1,-1,965,751,944,-1
50144,35,62,0,6,uls,-1,-1,965,751,944,-1
50144,90,62,0,6,uls,-1,-1,965,751,944,-1
50144,120,17,0,6,uls,-1,-1,965,751,944,-1
50144,180,17,0,6,ut3,-1,-1,965,751,944,-1
50144,200,62,0,17,uls,-1,-1,965,751,944,-1
50145,6,9,0,8,ut3,-1,-1,965,944,631,-1
50145,14,9,0,8,ut3,-1,-1,965,944,631,-1
50145,47,9,0,8,ut3,-1,-1,965,944,631,-1
50145,59,9,0,8,tu2,-1,-1,970,631,-1,-1
50145,76,44,0,43,tu2,-1,-1,631,-1,-1,-1
50145,80,0,0,0,-1,-1,0,631,-1,-1,-1
50146,5,17,0,6,uls,-1,-1,965,944,712,-1
50146,20,17,0,6,slu,-1,-1,965,944,712,-1
50146,40,6,0,67,slu,-1,-1,965,944,712,-1
50146,60,37,0,17,sl4,-1,-1,965,712,-1,-1
50146,100,30,0,60,sl3,-1,-1,965,712,-1,-1
