bund_nr,othori,uthori,uz,farbe,humus,kalk,hydrooxid,hydrooxidanteil,hydrored,hydroredanteil,geform,aggroesse,pedogen,wurzelintfein,wurzelintgrob,wurzelverteil
50046,35,55,,10YR5/8,h0,c0,e,f4,r,f2,pol,gre3,-1,wf2,wg0,g
50046,55,80,,10YR5/6,h0,c0,e,f4,r,f3,pol,gre3,-1,wf2,wg0,g
50046,80,90,True,10YR5/6,h0,c0,e,f4,r,f3,pol,gra3,-1,wf0,wg0,z
50047,0,7,,7.5YR4/3,h4,c0,e0,-2,r0,-2,sub,gre4,-1,wf6,wg0,g
50047,7,40,,10YR5/8,h1,c0,e0,-2,r0,-2,sub,gre4,-1,wf4,wg0,g
50047,40,70,,10YR4/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50047,70,90,True,10YR6/4,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf1,wg0,g
50048,0,16,,10YR5/2,h3,c0,e0,-2,r0,-2,sub,gre4,-1,wf4,wg0,g
50048,16,45,,10YR5/8,h1,c0,e0,-2,r0,-2,sub,gre4,-1,wf3,wg0,g
50048,45,60,True,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre4,-1,wf2,wg0,g
50049,0,3,,7.5YR3/1,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50049,3,7,,7.5YR4/4,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50049,7,45,,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50049,45,58,,10YR5/4,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50049,58,105,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50049,105,120,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf0,wg0,z
50049,120,130,True,10YR5/3,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50050,0,9,,7.5YR3/2,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50050,9,45,,10YR5/6,h1,c0,eh,f5,rb,f2,sub,gre3,-1,wf3,wg0,g
50050,45,65,,10YR7/3,h0,c0,eh,f4,rb,f6,sub,gre3,-1,wf2,wg0,g
50050,65,170,True,7.5YR5/6,h0,c0,eh,f7,r0,-2,sub,gre2,-1,wf1,wg0,g
50051,0,10,,7.5YR4/2,h3,c0,eh,f5,rb,f3,sub,gre2,-1,wf3,wg0,g
50051,10,30,,10YR7/8,h1,c0,eh,f6,rb,f4,sub,gre2,-1,wf2,wg0,g
50051,30,75,,7.5YR5/8,h0,c0,ed,f4,rb,f6,pol,gre3,-1,wf3,wg0,g
50051,75,105,,7.5YR5/8,h0,c0,ed,f4,rb,f6,pol,gre3,-1,wf2,wg0,g
50051,105,140,True,10YR6/4,h0,c3,eh,f4,rb,f3,sub,gre3,-1,wf1,wg0,g
50052,0,5,,10YR2/2,h5,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50052,5,10,,10YR4/4,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50052,10,40,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50052,40,85,,10YR5/6,h0,c0,e,f1,r0,-2,pol,gre3,-1,wf3,wg0,g
50052,85,100,,10YR5/6,h0,c0,e,f1,r,f2,pol,gre4,-1,wf3,wg0,g
50052,100,120,,10YR7/2,h0,c0,e,f2,rb,f7,pol,gre4,-1,wf2,wg0,u
50052,120,130,True,-1,h0,c0,e0,-2,rb,f6,-1,-1,-1,wf0,wg0,z
50053,0,1,,7.5YR3/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50053,1,15,,10YR4/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50053,15,45,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50053,45,60,,10YR4/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50053,60,70,,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50054,0,7,,7.5YR3/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50054,7,20,,7.5YR5/6,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50054,20,30,,7.5YR5/4,h0,c0,e,f2,r,f1,sub,gre2,-1,wf3,wg0,g
50054,30,40,,10YR5/4,h0,c0,e,f2,rs,f2,sub,gre2,-1,wf3,wg0,g
50054,40,50,,10YR5/4,h0,c0,e,f3,r,f2,sub,gre2,-1,wf2,wg0,g
50054,50,65,True,10YR5/4,h0,c0,e,f3,r,f2,-1,-1,-1,wf0,wg0,-2
50055,0,5,,7.5YR4/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50055,5,15,,10YR4/6,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50055,15,50,,10YR5/6,h2,c0,e,f1,rb,f2,sub,gre3,-1,wf4,wg0,g
50055,50,70,,7.5YR5/6,h0,c0,e,f1,rb,f2,sub,gre3,-1,wf2,wg0,g
50055,70,80,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50056,0,10,,10YR2/2,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50056,10,30,,10YR4/6,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50056,30,80,,10YR5/6,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50056,80,105,,7.5YR4/6,h0,c0,e,f2,r,f2,sub,gre3,-1,wf4,wg0,g
50056,105,110,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50057,0,5,,7.5YR3/2,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50057,5,45,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50057,45,65,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,g
50057,65,80,True,10YR6/4,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,g
50058,0,10,,10YR3/1,h4,c0,e0,-2,r0,-2,kru,gre3,-1,wf4,wg0,g
50058,10,40,,10YR4/6,h0,c0,eh,f5,r0,-2,sub,gre3,-1,wf3,wg0,g
50058,40,75,,10YR7/1,h0,c4,eh,f5,rb,f6,pol,gre4,-1,wf1,wg0,g
50058,75,90,,10YR7/1,h0,c4,eh,f5,rb,f6,koh,-1,-1,wf1,wg0,g
50058,90,115,,10YR6/1,h0,c4,eh,f2,rg,f6,shi,-1,-1,wf1,wg0,k
50058,115,140,True,10YR6/1,h0,c4,e0,-2,rb,f6,shi,-1,-1,wf1,wg0,k
50059,0,10,,10YR3/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50059,10,45,,10YR4/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50059,45,100,True,2.5Y7/3,h0,c0,eh,f6,rb,f7,sub,gre3,-1,wf1,wg0,g
50060,0,5,,10YR3/3,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50060,5,12,,10YR5/4,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50060,12,45,,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50060,45,80,,2.5YR5/2,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50060,80,90,True,2.5YR5/2,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50061,0,5,,7.5YR3/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50061,5,40,,10YR5/6,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50061,40,50,,10YR5/6,h2,c0,e,f1,r,f1,sub,gre3,-1,wf4,wg0,g
50061,50,70,,10YR4/6,h0,c0,e,f3,rb,f3,sub,gre3,-1,wf3,wg0,g
50061,70,80,True,10YR4/4,h0,c0,e,f2,r,f3,sub,gre3,-1,wf0,wg0,z
50062,0,4,,7.5YR4/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50062,4,35,,7.5YR5/6,h2,c0,e,f1,r,f1,sub,gre3,-1,wf3,wg0,g
50062,35,50,,5YR5/6,h1,c0,e,f2,rb,f5,pol,gre4,-1,wf1,wg0,g
50062,50,95,,5YR6/4,h0,c0,e,f3,rb,f5,kit,gre2,-1,wf0,wg0,z
50062,95,145,True,7.5YR6/6,h0,c0,e,f2,r,f2,pol,gre3,-1,wf0,wg0,z
50063,0,30,,10YR4/2,h3,c0,e0,-2,r0,-2,kru,gre3,-1,wf3,wg0,g
50063,30,80,,10YR5/4,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50063,80,100,,10YR5/4,h1,c0,eh,f1,r0,-2,sub,gre3,-1,wf1,wg0,g
50063,100,140,,10YR5/6,h1,c0,eh,f6,r0,-2,sub,gre3,-1,wf1,wg0,g
50063,140,250,True,10YR5/6,h0,c0,eh,f3,rb,f3,sub,gre3,-1,wf0,wg0,g
50064,0,2,,10YR5/2,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50064,2,10,,7.5YR3/4,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50064,10,17,,7.5YR5/8,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50064,17,27,,10YR7/2,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50064,27,35,,7.5YR5/8,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50064,35,100,,10YR5/8,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,g
50064,100,130,,10YR6/4,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,g
50064,130,150,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,g
50065,0,10,,7.5YR3/4,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50065,10,25,,10YR4/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50065,25,60,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf1,wg0,g
50065,60,75,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf1,wg0,u
50065,75,80,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50066,0,2,,10YR3/1,h4,c0,e0,-2,r0,-2,sub,gre1,-1,wf4,wg0,g
50066,2,8,,10YR3/4,h4,c0,e0,-2,r0,-2,sub,gre1,-1,wf4,wg0,g
50066,8,18,,10YR5/4,h3,c0,e0,-2,r0,-2,sub,gre1,-1,wf3,wg0,g
50066,18,50,,10YR5/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50066,50,60,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50066,60,100,True,10YR5/6,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50067,0,7,,7.5YR2.5/3,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50067,7,12,,5YR3/4,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50067,12,25,,5YR4/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50067,25,60,,2.5YR5/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50067,60,90,,5YR5/6,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf1,wg0,g
50067,90,100,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50068,0,6,,10YR3/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50068,6,15,,10YR4/4,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50068,15,45,,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50068,45,60,,10YR4/4,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,u
50068,60,70,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50069,0,30,,10YR2/1,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50069,30,50,,10YR6/2,h1,c0,eh,f2,r0,-2,sub,gre3,-1,wf4,wg0,g
50069,50,75,,2.5Y7/2,h0,c0,eh,f5,r0,-2,sub,gre2,-1,wf2,wg0,g
50069,75,100,,2.5Y7/2,h0,c0,eh,f5,rb,f7,sub,gre2,-1,wf0,wg0,z
50069,100,115,,2.5Y7/2,h0,c0,eh,f2,rb,f7,sub,gre2,-1,wf0,wg0,z
50069,115,130,,5BG5/1,h0,c0,e0,-2,rg,f6,sub,gre2,-1,wf0,wg0,z
50069,130,195,,10YR7/1,h0,c0,e0,-2,rg,f8,koh,-1,-1,wf0,wg0,z
50069,195,200,True,10YR7/1,h0,c3,e0,-2,rb,f8,koh,-1,-1,wf0,wg0,z
50070,0,5,,10YR4/2,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50070,5,20,,10YR4/6,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50070,20,40,,10YR4/6,h0,c0,eh,f4,r,f2,sub,gre3,-1,wf3,wg0,g
50070,40,60,,10YR4/4,h0,c0,eh,f4,rb,f4,sub,gre3,-1,wf2,wg0,g
50070,60,90,,7.5YR5/6,h0,c0,e,f2,rb,f5,pol,gre4,-1,wf1,wg0,k
50070,90,120,,10YR5/3,h0,c0,eh,f5,rb,f5,pol,gre4,-1,wf0,wg0,k
50070,120,200,True,10YR5/3,h0,c0,eh,f5,rb,f5,pol,gre4,-1,wf0,wg0,k
50071,0,10,,10YR2/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50071,10,35,,10YR6/6,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50071,35,60,,10YR7/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50071,60,90,,10YR7/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50071,90,100,True,-1,h0,c0,-1,-1,r0,-2,-1,-1,-1,wf0,wg0,z
50072,0,7,,7.5YR4/3,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50072,7,40,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50072,40,55,,10YR6/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50072,55,85,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50072,85,110,,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,z
50072,110,120,True,-1,h0,c0,e0,-2,-1,-1,-1,-1,-1,wf0,wg0,z
50073,0,12,,5YR3/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50073,12,30,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50073,30,60,True,-1,h1,c0,e0,-2,r0,-2,-1,-1,-1,wf2,wg0,k
50074,0,18,,10YR3/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf5,wg0,g
50074,18,35,,10YR5/4,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50074,35,60,True,10YR6/4,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50075,0,5,,7.5YR3/3,h3,c0,e0,-2,r0,-2,sub,gre3,oh,wf3,wg0,g
50075,5,20,,7.5YR5/4,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50075,20,60,,10YR5/3,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50076,0,3,,10YR2/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50076,3,25,,7.5YR4/3,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50076,25,32,,10YR4/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50076,32,55,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50076,55,60,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50077,0,12,,10YR3/1,h3,c2,e0,-2,rb,f2,sub,gre2,-1,wf4,wg0,g
50077,12,22,,10YR5/4,h2,c3,eh,f2,rb,f3,pol,gre3,-1,wf4,wg0,k
50077,22,33,,10YR5/4,h0,c3,eh,f3,rb,f3,pol,gre3,-1,wf3,wg0,k
50077,33,120,True,10YR8/1,h0,c5,eh,f6,rb,f6,pol,gre3,-1,wf1,wg0,k
50078,0,30,,10YR7/1,h3,c0,e0,-2,r0,-2,ein,-1,oh,wf3,wg0,g
50078,30,45,,7.5YR3/4,h2,c0,eh,f5,r,f1,ein,-1,-1,wf2,wg0,g
50078,45,80,,2.5Y8/4,h1,c0,ed,f4,rb,f7,ein,-1,-1,wf1,wg0,g
50078,80,90,,2.5Y8/4,h0,c0,ed,f4,rb,f7,ein,-1,-1,wf0,wg0,z
50078,90,260,True,2.5Y8/2,h0,c0,ed,f1,rb,f7,ein,-1,-1,wf0,wg0,z
50079,0,8,,10YR3/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50079,8,30,,10YR5/8,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50079,30,60,,10YR6/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50079,60,70,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50080,0,9,,5YR3/3,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50080,9,65,,10YR6/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50080,65,100,True,10YR7/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf1,wg0,u
50081,0,5,,7.5YR3/3,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50081,5,10,,10YR4/3,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50081,10,22,,10YR4/4,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50081,22,55,,10YR5/8,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50081,55,85,,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50081,85,100,True,-1,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,z
50082,0,5,,5YR3/3,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50082,5,6,,7.5YR3/2,h5,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50082,6,8,,5YR4/4,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50082,8,22,,7.5YR4/6,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50082,22,40,,7.5YR5/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50082,40,55,,10YR4/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,u
50082,55,80,True,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,u
50083,0,3,,5YR4/3,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50083,3,14,,7.5YR4/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50083,14,45,,10YR5/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50083,45,55,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50083,55,60,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50084,0,5,,7.5YR4/3,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50084,5,35,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50084,35,45,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf1,wg0,u
50085,0,7,,7.5YR2.5/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50085,7,32,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50085,32,50,,7.5YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50085,50,65,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50086,0,5,,5YR4/3,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50086,5,40,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50086,40,50,,10YR5/6,h0,c0,eh,f2,r,f1,sub,gre3,-1,wf2,wg0,g
50086,50,70,True,7.5YR5/8,h0,c0,eh,f5,rb,f5,sub,gre2,-1,wf2,wg0,u
50087,0,12,,10YR3/2,h3,c0,e0,-2,rb,f3,sub,gre2,-1,wf4,wg0,g
50087,12,20,,7.5YR6/8,h1,c0,eh,f6,rb,f6,pol,gre2,-1,wf2,wg0,g
50087,20,40,,7.5YR6/8,h0,c0,eh,f6,rb,f6,pol,gre2,-1,wf1,wg0,g
50087,40,58,,10YR7/1,h0,c0,eh,f5,rb,f7,pol,gre2,-1,wf1,wg0,g
50087,58,85,,10YR7/1,h0,c3,eh,f3,rb,f7,pol,gre2,-1,wf1,wg0,u
50087,85,200,True,10YR7/1,h0,c4,eh,f2,rb,f7,pol,gre2,-1,wf1,wg0,u
50088,0,7,,5YR2.5/1,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50088,7,13,,10YR5/4,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50088,13,30,,10YR5/8,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50088,30,40,,10YR5/4,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50088,40,50,,-1,h0,c0,e0,-2,-1,-1,-1,-1,-1,wf0,wg0,z
50089,0,5,,5YR4/3,h4,c0,e0,-2,r0,-2,kit,gre2,-1,wf2,wg0,g
50089,5,55,,10YR4/6,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50089,55,70,,10YR5/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50089,70,75,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf2,wg0,k
50090,0,5,,7.5YR3/4,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50090,5,45,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50090,45,60,,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50090,60,70,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50091,0,5,,5YR3/2,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50091,5,35,,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre4,-1,wf4,wg0,g
50091,35,90,True,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50092,0,10,,7.5YR2.5/3,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50092,10,25,,10YR3/4,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50092,25,45,,10YR5/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50092,45,60,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50092,60,65,True,-1,h0,c0,-1,-1,r0,-2,-1,-1,-1,wf0,wg0,z
50093,0,2,,7.5YR4/4,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50093,2,35,,10YR5/8,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50093,35,55,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50093,55,60,True,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,z
50094,0,2,,7.5YR3/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50094,2,35,,10YR5/6,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50094,35,80,,10YR6/6,h1,c0,eh,f1,rb,f1,sub,gre2,-1,wf1,wg0,g
50094,80,85,,-1,h1,c0,e0,-2,r0,-2,-1,-1,-1,wf1,wg0,k
50095,0,2,,5YR3/3,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf5,wg0,g
50095,2,35,,10YR4/6,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf6,wg0,g
50095,35,50,,10YR3/4,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50095,50,60,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf1,wg0,g
50096,0,3,,5YR3/3,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50096,3,50,,10YR5/6,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50096,50,60,,10YR4/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50096,60,65,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf1,wg0,k
50097,0,6,,5YR2.5/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50097,6,12,,7.5YR3/2,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50097,12,45,,10YR4/6,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50097,45,60,True,10YR5/4,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,k
50098,0,20,,10YR3/3,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50098,20,50,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50098,50,60,True,10YR4/4,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf1,wg0,g
50099,0,2,,7.5YR4/3,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50099,2,9,,10YR5/4,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50099,9,27,,10YR6/6,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50099,27,65,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,u
50099,65,80,True,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,u
50100,0,5,,10YR6/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50100,5,12,,5YR3/4,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50100,12,35,,10YR6/8,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50100,35,55,,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
50100,55,70,True,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,z
