bund_nr,status,pk_dist,pk_azi
50001,1,-9,-9
50002,1,-9,-9
50003,1,-9,-9
50004,1,-9,-9
50005,1,-9,-9
50006,1,-9,-9
50007,1,-9,-9
50008,1,-9,-9
50009,1,-9,-9
50010,1,-9,-9
50011,1,-9,-9
50012,1,-9,-9
50013,1,-9,-9
50014,1,-9,-9
50015,1,-9,-9
50016,1,-9,-9
50017,1,-9,-9
50018,1,-9,-9
50019,1,-9,-9
50020,1,-9,-9
50021,1,-9,-9
50022,1,-9,-9
50023,1,-9,-9
50024,1,-9,-9
50025,1,-9,-9
50026,1,-9,-9
50027,1,-9,-9
50028,1,-9,-9
50029,1,-9,-9
50030,1,-9,-9
50031,1,-9,-9
50032,1,-9,-9
50033,1,-9,-9
50034,1,-9,-9
50035,1,-9,-9
50036,1,-9,-9
50037,1,-9,-9
50038,1,-9,-9
50039,1,-9,-9
50040,1,-9,-9
50041,1,-9,-9
50042,1,-9,-9
50043,1,-9,-9
50044,1,-9,-9
50045,1,-9,-9
50046,1,-9,-9
50047,1,-9,-9
50048,1,-9,-9
50049,1,-9,-9
50050,1,-9,-9
50051,1,-9,-9
50052,1,-9,-9
50053,1,-9,-9
50054,1,-9,-9
50055,1,-9,-9
50056,1,-9,-9
50057,1,-9,-9
50058,1,-9,-9
50059,1,-9,-9
50060,1,-9,-9
50061,1,-9,-9
50062,1,-9,-9
50063,1,-9,-9
50064,1,-9,-9
50065,1,-9,-9
50066,1,-9,-9
50067,1,-9,-9
50068,1,-9,-9
50069,1,-9,-9
50070,1,-9,-9
50071,1,-9,-9
50072,1,-9,-9
50073,1,-9,-9
50074,1,-9,-9
50075,1,-9,-9
50076,1,-9,-9
50077,1,-9,-9
50078,1,-9,-9
50079,1,-9,-9
50080,1,-9,-9
50081,1,-9,-9
50082,1,-9,-9
50083,1,-9,-9
50084,1,-9,-9
50085,1,-9,-9
50086,1,-9,-9
50087,1,-9,-9
50088,1,-9,-9
50089,1,-9,-9
50090,1,-9,-9
50091,1,-9,-9
50092,1,-9,-9
50093,1,-9,-9
50094,1,-9,-9
50095,1,-9,-9
50096,1,-9,-9
50097,1,-9,-9
50098,1,-9,-9
50099,1,-9,-9
50100,1,-9,-9
50101,1,-9,-9
50102,1,-9,-9
50103,1,-9,-9
50104,1,-9,-9
50105,1,-9,-9
50106,1,-9,-9
50107,1,-9,-9
50108,1,-9,-9
50109,1,-9,-9
50110,1,-9,-9
50111,1,-9,-9
50112,1,-9,-9
50113,1,-9,-9
50114,1,-9,-9
50115,1,-9,-9
50116,1,-9,-9
50117,1,-9,-9
50118,1,-9,-9
50119,1,-9,-9
50120,1,-9,-9
50121,1,-9,-9
50122,1,-9,-9
50123,1,-9,-9
50124,1,-9,-9
50125,1,-9,-9
50126,1,-9,-9
50127,1,-9,-9
50128,1,-9,-9
50129,1,-9,-9
50130,1,-9,-9
50131,1,-9,-9
50132,1,-9,-9
50133,1,-9,-9
50134,1,-9,-9
50135,1,-9,-9
50136,1,-9,-9
50137,1,-9,-9
50138,1,-9,-9
50139,1,-9,-9
50140,1,-9,-9
50141,1,-9,-9
50142,1,-9,-9
50143,1,-9,-9
50144,1,-9,-9
50145,2,-9,-9
50146,1,-9,-9
