bund_nr,lfd_nr,zwiesel,bart,alter,alter_methode,d_mess,bhd_hoehe,hoehe,kransatz,azi,hori,kraft,schi
50003,15,,dgl,21,6,138,130,-9,-9,383,514,2,1
50003,16,1,dgl,21,6,109,130,-9,-9,398,287,2,1
50003,17,1,dgl,21,6,95,130,-9,-9,398,290,3,1
50003,18,,dgl,21,6,145,130,-9,-9,6,835,2,1
50003,19,,dgl,21,6,119,130,-9,-9,26,677,2,1
50003,20,,vbe,21,6,107,130,83,20,33,1109,2,1
50003,21,,dgl,21,6,144,130,111,30,56,1026,2,1
50003,22,,dgl,21,6,105,130,-9,-9,81,1097,2,1
50003,23,,vbe,21,6,112,130,77,15,107,679,2,1
50003,24,,dgl,21,6,102,130,-9,-9,109,985,2,1
50003,25,,dgl,21,6,85,130,-9,-9,110,334,3,1
50003,26,,dgl,21,6,100,130,-9,-9,132,589,2,1
50003,27,,dgl,21,6,115,130,-9,-9,142,1094,2,1
50003,28,,dgl,21,6,151,130,-9,-9,165,1144,1,1
50003,29,,dgl,21,6,112,130,-9,-9,171,919,2,1
50003,30,,dgl,21,6,99,130,-9,-9,184,462,3,1
50003,31,,dgl,21,6,181,130,-9,-9,185,1227,1,1
50003,32,,dgl,21,6,155,130,-9,-9,194,975,2,1
50003,33,,dgl,21,6,141,130,-9,-9,197,874,2,1
50003,34,,dgl,21,6,92,130,-9,-9,197,322,2,1
50003,35,,dgl,21,6,130,130,-9,-9,208,1256,2,1
50003,36,,dgl,21,6,113,130,-9,-9,212,1182,2,1
50003,37,,dgl,21,6,134,130,-9,-9,215,691,2,1
50003,38,,dgl,21,6,79,130,-9,-9,223,250,3,1
50004,1,,gfi,98,6,282,130,257,182,350,166,3,1
50004,2,,gfi,98,6,448,130,-9,-9,379,1379,2,1
50004,3,,gfi,98,6,390,130,-9,-9,380,1090,2,1
50004,4,,gfi,98,6,320,130,290,182,11,585,2,1
50004,5,,gfi,98,6,417,160,-9,-9,14,1558,2,1
50004,6,,gfi,98,6,488,130,-9,-9,36,1171,1,1
50004,7,,gfi,98,6,388,130,-9,-9,48,1656,2,1
50004,8,,gfi,98,6,452,140,319,180,62,847,2,1
50004,9,,gfi,98,6,507,130,-9,-9,68,1391,2,1
50004,10,,gfi,98,6,230,130,245,183,79,297,4,1
50004,11,,gfi,98,6,430,130,-9,-9,92,1410,2,1
50004,12,,gfi,98,6,350,130,-9,-9,111,1103,3,1
50004,13,,gfi,98,6,384,130,-9,-9,125,819,2,1
50004,14,,gfi,98,6,425,130,317,209,129,1479,2,1
50004,15,,gfi,98,6,470,130,-9,-9,146,450,1,1
50004,16,,gfi,98,6,467,130,-9,-9,156,1318,2,1
50004,17,,gfi,98,6,480,130,-9,-9,157,1547,2,1
50004,18,,gfi,98,6,310,130,-9,-9,173,952,3,1
50004,19,,gfi,98,6,376,130,-9,-9,181,1508,2,1
50004,20,,gfi,98,6,320,130,-9,-9,194,1755,2,1
50004,21,,gfi,98,6,300,130,-9,-9,200,810,2,1
50004,22,,gfi,98,6,375,130,322,176,201,213,2,1
50004,23,,gfi,98,6,360,130,-9,-9,219,1441,2,1
50004,24,,gfi,98,6,369,150,-9,-9,238,1339,2,1
50004,25,,gfi,98,6,465,130,-9,-9,251,555,1,1
50004,26,,gfi,98,6,364,130,-9,-9,256,1330,2,1
50004,27,,gfi,98,6,564,130,342,193,273,1728,1,1
50004,28,,gfi,98,6,412,130,-9,-9,297,424,2,1
50004,29,,gfi,98,6,539,130,324,175,299,1406,1,1
50004,30,,gfi,98,6,368,130,-9,-9,307,1760,2,1
50004,31,,gfi,98,6,482,130,-9,-9,317,1736,2,1
50004,32,,gfi,98,6,342,130,-9,-9,327,982,3,1
50004,33,,gfi,98,6,440,130,-9,-9,335,1760,2,1
50004,34,,gfi,98,6,419,130,-9,-9,341,996,2,1
50005,1,,bah,53,6,238,130,-9,-9,282,212,2,1
50005,2,,bah,53,6,128,130,-9,-9,294,671,4,1
50005,3,,bah,53,6,202,130,206,132,298,1255,2,1
50005,4,,sei,80,5,435,130,234,74,306,1770,1,1
50005,5,,bah,53,6,154,130,165,116,307,681,3,1
50005,6,,bah,53,6,102,130,-9,-9,313,559,4,1
50005,7,1,bah,53,6,287,130,-9,-9,315,398,2,1
50005,8,1,bah,53,6,243,130,-9,-9,316,398,2,1
50005,9,,bah,53,6,312,130,-9,-9,327,1046,2,1
50005,10,2,bah,53,6,185,130,-9,-9,333,791,3,1
50005,11,2,bah,53,6,145,130,-9,-9,334,791,4,1
50005,12,3,bah,53,6,120,130,-9,-9,355,575,4,1
50005,13,3,bah,53,6,115,130,171,112,356,575,4,1
50005,14,,bah,53,6,309,130,-9,-9,357,1127,2,1
50005,15,,bah,53,6,190,130,-9,-9,361,887,3,1
50005,16,4,bah,53,6,268,130,212,84,364,1224,2,1
50005,17,4,bah,53,6,147,130,-9,-9,365,1224,4,1
50005,18,,bah,53,6,221,130,-9,-9,366,1053,4,1
50005,19,,bah,53,6,188,130,-9,-9,382,927,2,1
50005,20,,bah,53,6,146,130,-9,-9,390,433,4,1
50005,21,,bah,53,6,252,130,-9,-9,5,1219,2,1
50005,22,,bah,53,6,130,130,-9,-9,7,732,4,1
50005,23,,bah,53,6,303,130,-9,-9,12,415,1,1
50005,24,,bah,53,6,150,130,-9,-9,14,275,4,1
50005,25,,bah,53,6,337,130,239,110,14,1756,2,1
50005,26,,bah,53,6,208,130,-9,-9,23,997,2,1
50005,27,,bah,53,6,155,130,-9,-9,32,1050,4,1
50005,28,,bah,53,6,322,130,-9,-9,48,1678,2,1
50005,29,,bah,53,6,111,130,-9,-9,44,750,4,1
50005,30,5,bah,53,6,241,140,-9,-9,52,1099,2,1
50005,31,5,bah,53,6,280,130,-9,-9,53,1099,2,1
50005,32,,bah,53,6,245,130,-9,-9,64,1136,2,1
50005,33,,bah,53,6,222,130,-9,-9,76,866,2,1
50005,34,,bah,53,6,144,130,-9,-9,91,844,4,1
50005,35,,bah,53,6,156,130,-9,-9,93,1121,3,1
50005,36,,bah,53,6,137,130,-9,-9,102,1113,4,1
50005,37,6,bah,53,6,155,130,-9,-9,105,371,3,1
50005,38,6,bah,53,6,250,130,-9,-9,106,371,3,1
50005,39,,bah,53,6,182,130,-9,-9,106,512,3,1
50005,40,,bah,53,6,125,130,-9,-9,110,857,4,1
50005,41,,bah,53,6,105,130,-9,-9,140,642,4,1
50005,42,,bah,53,6,269,130,-9,-9,140,841,2,1
50005,43,,bah,53,6,156,130,-9,-9,167,769,3,1
50005,44,,bah,53,6,372,130,247,85,168,1111,2,1
50005,45,,bah,53,6,128,130,-9,-9,179,1237,4,1
50005,46,,bah,53,6,190,130,-9,-9,189,538,3,1
50005,47,,bah,53,6,365,130,-9,-9,191,697,1,1
50005,48,,bah,53,6,201,130,-9,-9,192,1022,3,1
50005,49,,bah,53,6,165,130,-9,-9,195,1174,3,1
50005,50,,bah,53,6,297,130,-9,-9,209,1188,2,1
50005,51,,bah,53,6,182,130,-9,-9,212,1058,3,1
50005,52,,bah,53,6,249,130,-9,-9,220,730,2,1
50005,53,,bah,53,6,119,140,-9,-9,222,596,4,1
50005,54,,bah,53,6,243,130,-9,-9,218,1245,2,1
50005,55,,bah,53,6,228,130,-9,-9,222,1076,2,1
50005,56,,bah,53,6,315,130,-9,-9,227,1472,2,1
50005,57,,bah,53,6,205,130,-9,-9,239,1067,3,1
50005,58,,bah,53,6,144,130,-9,-9,247,320,4,1
50005,59,,bah,53,6,160,130,-9,-9,255,854,4,1
50005,60,,bah,53,6,315,130,-9,-9,262,978,2,1
50005,61,,bah,53,6,178,130,-9,-9,262,1086,2,1
50006,1,1,hbu,68,6,227,130,164,28,176,245,3,1
50006,2,1,hbu,68,6,129,130,138,56,177,245,3,1
50006,3,1,hbu,68,6,94,130,132,60,177,250,4,1
50006,4,1,hbu,68,6,93,130,125,60,178,250,4,1
50006,5,2,rei,68,6,426,140,269,150,178,574,1,1
50006,6,2,rei,68,6,434,140,-9,-9,179,574,1,1
50006,7,3,rei,68,6,396,130,247,145,202,395,1,1
50006,8,3,rei,68,6,511,130,282,127,202,405,1,1
50006,9,3,rei,68,6,440,130,-9,-9,204,395,1,1
50006,10,,rbu,68,6,245,130,123,95,203,945,4,1
50006,11,,rei,68,6,173,130,-9,-9,207,1173,2,1
50006,12,,rbu,68,6,320,130,147,76,210,1677,4,1
50006,13,,rei,68,6,317,130,271,98,230,954,2,1
50006,14,4,rbu,68,6,166,130,-9,-9,233,1175,3,1
50006,15,4,rbu,68,6,120,130,115,35,234,1175,4,1
50006,16,4,rbu,68,6,193,130,-9,-9,234,1180,3,1
50006,17,,rbu,68,6,382,130,209,86,234,1375,3,1
50006,18,,rbu,68,6,130,130,-9,-9,237,1220,4,1
50006,19,,rei,68,6,156,130,157,84,260,1197,4,1
50006,20,,pa,58,6,572,130,303,158,269,1546,1,1
50006,21,,rbu,48,5,163,130,139,36,317,426,4,1
50006,22,5,rei,68,6,447,130,-9,-9,347,1001,1,1
50006,23,5,rei,68,6,485,130,295,98,348,1001,1,1
50006,24,,rei,68,6,319,130,-9,-9,350,1000,3,1
50006,25,,vbe,20,5,78,130,64,24,389,461,0,2
50006,26,,ser,58,6,174,130,199,144,44,687,3,1
50006,27,,ser,58,6,278,130,248,176,65,1165,2,1
50006,28,6,rbu,68,6,269,130,208,67,93,772,3,1
50006,29,6,rbu,68,6,145,130,-9,-9,94,772,4,1
50006,30,,rei,68,6,526,130,-9,-9,135,930,1,1
50006,31,,rei,68,6,439,130,-9,-9,151,682,1,1
50006,32,,pa,58,6,919,130,387,147,252,2043,1,1
50007,1,,sbi,29,6,89,130,151,109,72,92,4,1
50007,2,,sbi,29,6,126,130,-9,-9,75,896,3,1
50007,3,,sbi,29,6,117,130,157,105,92,525,3,1
50007,4,,sbi,29,6,102,130,-9,-9,97,894,3,1
50007,5,,sbi,29,6,111,130,-9,-9,96,1227,4,1
50007,6,,pa,30,6,184,130,-9,-9,102,1152,1,1
50007,7,,sbi,29,6,85,130,-9,-9,111,332,4,1
50007,8,,sbi,29,6,128,130,-9,-9,111,681,2,1
50007,9,,pa,30,6,161,130,-9,-9,111,752,1,1
50007,10,,sbi,29,6,94,130,-9,-9,120,492,3,1
50007,11,,sbi,29,6,105,130,-9,-9,130,741,3,1
50007,12,,sbi,29,6,146,130,-9,-9,131,312,2,1
50007,13,,sbi,29,6,120,130,-9,-9,131,506,3,1
50007,14,,pa,30,6,156,130,-9,-9,162,372,1,1
50007,15,,sbi,29,6,149,130,174,71,166,554,2,1
50007,16,,sbi,29,6,166,130,157,64,166,813,2,1
50007,17,,sbi,29,6,164,130,-9,-9,168,1159,2,1
50007,18,,sbi,29,6,124,130,-9,-9,178,1169,3,1
50007,19,,pa,30,6,190,130,-9,-9,180,945,1,1
50007,20,,pa,30,6,350,130,233,107,198,1438,1,1
50007,21,,sbi,29,6,158,130,-9,-9,198,195,2,1
50007,22,,sbi,29,6,136,130,-9,-9,208,1020,3,1
50007,23,,sbi,29,6,115,130,-9,-9,209,899,3,1
50007,24,,sbi,29,6,121,130,-9,-9,224,1259,2,1
50007,25,,pa,30,6,154,130,-9,-9,236,551,2,1
50007,26,,sbi,29,6,123,130,-9,-9,238,626,3,1
50007,27,,pa,30,6,174,130,-9,-9,260,973,1,1
50007,28,,sbi,29,6,163,130,-9,-9,266,868,3,1
50007,29,,sbi,29,6,121,130,-9,-9,280,665,2,1
50007,30,,sbi,29,6,118,130,-9,-9,296,455,2,1
50007,31,,sbi,29,6,97,130,-9,-9,297,436,4,1
50007,32,,sbi,29,6,177,130,-9,-9,297,689,2,1
50007,33,,sbi,29,6,169,130,-9,-9,297,1138,2,1
50007,34,,sbi,29,6,155,130,-9,-9,316,1126,3,1
50007,35,,pa,30,6,186,130,191,104,316,428,2,1
50007,36,,sbi,29,6,96,130,-9,-9,319,474,4,1
50007,37,,sbi,29,6,203,130,-9,-9,324,390,2,1
50007,38,,pa,30,6,289,130,242,123,328,1128,1,1
50007,39,,sbi,29,6,234,130,139,51,336,1205,3,1
50007,40,,pa,30,6,408,130,254,98,350,1562,1,1
50007,41,,pa,30,6,341,130,-9,-9,355,858,1,1
50007,42,,pa,30,6,364,140,-9,-9,369,1410,1,1
50007,43,,pa,30,6,331,130,244,133,389,1378,1,1
50007,44,,pa,30,6,167,130,-9,-9,9,252,2,1
50007,45,,sbi,29,6,141,130,-9,-9,9,1109,3,1
50007,46,,sbi,29,6,120,130,-9,-9,10,998,4,1
50007,47,,sbi,29,6,100,130,-9,-9,21,631,4,1
50007,48,,sbi,29,6,107,130,-9,-9,22,430,4,1
50007,49,,pa,30,6,216,130,196,106,29,1073,2,1
50007,50,,sbi,29,6,134,130,-9,-9,31,631,2,1
50007,51,,sbi,29,6,120,130,-9,-9,36,725,2,1
50007,52,,sbi,29,6,212,130,-9,-9,54,1169,2,1
50007,53,,sbi,29,6,148,130,-9,-9,58,452,3,1
50007,54,,pa,30,6,170,130,-9,-9,61,699,1,1
50007,55,,pa,30,6,175,130,178,124,69,1137,1,1
50008,1,,gfi,35,6,275,125,-9,-9,9,198,1,1
50008,2,,gfi,35,6,220,130,-9,-9,15,832,2,1
50008,3,,gfi,35,6,246,130,-9,-9,33,443,2,1
50008,4,,gfi,35,6,305,130,188,30,51,1694,1,1
50008,5,,gfi,35,6,291,130,-9,-9,56,1209,2,1
50008,6,,gfi,35,6,208,130,-9,-9,72,722,2,1
50008,7,,gfi,35,6,151,130,-9,-9,76,445,3,1
50008,8,,gfi,35,6,110,130,115,59,93,521,4,1
50008,9,,gfi,35,6,114,130,-9,-9,93,854,4,1
50008,10,,gfi,35,6,283,130,-9,-9,98,1221,1,1
50008,11,,gfi,35,6,205,130,175,89,108,1066,3,1
50008,12,,gfi,35,6,183,130,-9,-9,114,711,3,1
50008,13,,gfi,35,6,199,130,-9,-9,127,1110,2,1
50008,14,,gfi,35,6,202,130,-9,-9,130,1251,3,1
50008,15,,gfi,35,6,192,130,171,67,134,617,2,1
50008,16,,gfi,35,6,171,130,-9,-9,141,900,2,1
50008,17,,gfi,35,6,220,130,-9,-9,157,1045,2,1
50008,18,,gfi,35,6,216,130,-9,-9,161,754,2,1
50008,19,,gfi,35,6,253,130,170,23,165,462,2,1
50008,20,,gfi,35,6,226,130,-9,-9,190,1098,2,1
50008,21,,gfi,35,6,203,130,-9,-9,210,771,2,1
50008,22,,gfi,35,6,220,130,-9,-9,218,985,2,1
50008,23,,gfi,35,6,224,130,-9,-9,235,878,2,1
50008,24,,gfi,35,6,274,130,-9,-9,244,1125,1,1
50008,25,,gfi,35,6,209,130,-9,-9,270,1167,2,1
50008,26,,gfi,35,6,257,130,-9,-9,281,929,2,1
50008,27,,gfi,35,6,217,130,-9,-9,301,1166,2,1
50008,28,,gfi,35,6,194,140,-9,-9,301,845,3,1
50008,29,,gfi,35,6,253,130,-9,-9,335,340,2,1
50008,30,,gfi,35,6,278,130,-9,-9,344,618,1,1
50008,31,,gfi,35,6,274,130,-9,-9,377,1171,2,1
50008,32,,gfi,35,6,218,130,-9,-9,384,905,2,1
50008,33,,gfi,35,6,272,130,-9,-9,4,600,2,1
50009,1,,gfi,81,6,463,130,-9,-9,21,219,2,1
50009,2,,gfi,81,6,359,130,281,160,45,1621,2,1
50009,3,,gfi,81,6,312,130,261,142,52,1300,2,1
50009,4,,gfi,81,6,519,130,323,148,65,868,1,1
50009,5,,gfi,81,6,505,130,-9,-9,81,1346,1,1
50009,6,,gfi,81,6,362,130,-9,-9,94,1743,2,1
50009,7,,gfi,81,6,380,130,-9,-9,94,1089,2,1
50009,8,,gfi,81,6,474,130,282,156,125,1751,2,1
50009,9,,gfi,81,6,428,150,-9,-9,127,685,2,1
50009,10,,gfi,81,6,539,130,-9,-9,129,1239,1,1
50009,11,,gfi,81,6,408,130,256,153,154,1212,2,1
50009,12,,gfi,81,6,430,130,-9,-9,188,675,2,1
50009,13,,gfi,81,6,385,150,-9,-9,213,1000,2,1
50009,14,,gfi,81,6,360,130,-9,-9,224,1287,2,1
50009,15,,gfi,81,6,434,130,-9,-9,232,1730,2,1
50009,16,,gfi,81,6,426,130,-9,-9,236,1027,2,1
50009,17,,gfi,81,6,430,130,-9,-9,255,1490,2,1
50009,18,,gfi,81,6,485,130,-9,-9,263,1525,3,1
50009,19,,gfi,81,6,492,130,-9,-9,272,272,1,1
50009,20,,gfi,81,6,409,130,-9,-9,281,975,2,1
50009,21,,gfi,81,6,325,130,-9,-9,295,1374,2,1
50009,22,,gfi,81,6,318,130,-9,-9,328,735,3,1
50009,23,,gfi,81,6,499,130,-9,-9,337,1216,2,1
50009,24,,gfi,81,6,441,130,-9,-9,358,675,2,1
50009,25,,gfi,81,6,397,155,-9,-9,395,1003,2,1
50009,26,,gfi,81,6,403,130,-9,-9,15,803,2,1
50010,1,,sbi,20,5,80,130,91,11,218,262,3,1
50010,2,,sbi,15,5,73,130,69,10,274,285,3,1
50010,3,,sbi,20,5,98,130,89,10,314,496,2,1
50010,4,,sbi,20,5,149,130,103,20,160,516,1,1
50010,5,,sbi,20,5,146,130,122,19,209,313,1,1
50010,6,,sbi,20,5,112,130,-9,-9,195,1104,2,1
50010,7,,sbi,20,5,143,130,-9,-9,338,1002,2,1
50010,8,,sbi,17,5,118,130,-9,-9,370,992,2,1
50010,9,,sbi,20,5,120,130,-9,-9,309,1169,2,1
50010,10,,sbi,17,5,112,130,-9,-9,316,1195,2,1
50011,1,,tei,102,6,436,130,-9,-9,316,414,2,1
50011,2,,tei,102,6,351,130,-9,-9,346,832,2,1
50011,3,,tei,102,6,483,130,160,38,370,1504,1,1
50011,4,,tei,102,6,305,130,161,49,379,1284,2,1
50011,5,,tei,102,6,336,130,-9,-9,1,1577,2,1
50011,6,,tei,102,6,295,130,-9,-9,12,589,3,1
50011,7,,tei,102,6,353,130,-9,-9,45,1351,2,1
50011,8,,rbu,102,6,428,130,208,45,51,1275,1,1
50011,9,,rbu,102,6,435,130,207,62,54,1204,1,1
50011,10,,rbu,102,6,236,130,-9,-9,56,514,4,1
50011,11,,rbu,102,6,410,130,196,35,65,470,1,1
50011,12,,rbu,102,6,256,90,188,54,73,456,3,1
50011,13,,rbu,102,6,415,130,200,97,77,456,1,1
50011,14,,tei,102,6,267,130,-9,-9,83,668,3,1
50011,15,,tei,102,6,444,130,143,63,106,1475,2,1
50011,16,,tei,102,6,150,130,95,37,126,1097,4,1
50011,17,,tei,102,6,345,130,-9,-9,127,1374,2,1
50011,18,,tei,102,6,374,130,181,36,128,1668,2,1
50011,19,,tei,102,6,408,130,-9,-9,154,1045,2,1
50011,20,,tei,102,6,335,130,-9,-9,171,1335,2,1
50011,21,,tei,102,6,275,130,-9,-9,188,1169,3,1
50011,22,,sbi,35,5,110,130,140,93,193,542,4,1
50011,23,,tei,102,6,291,130,-9,-9,202,1226,2,1
50011,24,,tei,102,6,313,130,-9,-9,234,1169,2,1
50011,25,,tei,102,6,313,130,-9,-9,251,1378,2,1
50011,26,,tei,102,6,283,130,142,75,267,595,2,1
50011,27,,tei,102,6,253,130,-9,-9,274,643,2,1
50011,28,,tei,102,6,344,130,-9,-9,295,872,2,1
50011,29,,tei,102,6,344,130,-9,-9,295,1528,2,1
50012,1,,vbe,30,5,120,130,93,33,160,219,0,2
50012,2,,sei,63,6,344,130,-9,-9,202,1499,2,1
50012,3,,mbi,63,6,346,130,-9,-9,203,1271,2,1
50012,4,,sei,63,6,415,130,-9,-9,204,294,1,1
50012,5,,mbi,63,6,266,130,178,106,204,707,3,1
50012,6,,mbi,63,6,317,130,-9,-9,237,1503,2,1
50012,7,,mbi,40,5,151,130,158,113,280,830,4,1
50012,8,,rbu,45,5,247,120,139,20,301,588,2,1
50012,9,,sei,63,6,310,130,-9,-9,310,1101,2,1
50012,10,,sei,63,6,253,130,-9,-9,323,841,2,1
50012,11,,sei,63,6,370,130,-9,-9,325,626,2,1
50012,12,,vbe,30,5,104,130,80,35,321,315,0,2
50012,13,,sei,63,6,425,130,249,71,348,1423,2,1
50012,14,,sei,63,6,315,130,-9,-9,354,881,3,1
50012,15,,mbi,63,6,288,130,222,135,359,500,2,1
50012,16,,sei,63,6,376,130,-9,-9,375,1719,2,1
50012,17,,sei,63,6,439,150,-9,-9,384,1164,1,1
50012,18,,sei,63,6,229,130,200,106,397,880,4,1
50012,19,,sei,63,6,305,130,228,129,17,296,2,1
50012,20,,sei,63,6,374,130,241,75,29,1707,2,1
50012,21,,mbi,35,5,135,130,159,89,30,1140,4,1
50012,22,,sei,63,6,342,130,-9,-9,63,778,2,1
50012,23,,mbi,63,6,305,130,221,97,87,829,3,1
50012,24,,sei,63,6,253,130,-9,-9,111,1118,3,1
50012,25,,sei,63,6,336,130,-9,-9,117,1498,2,1
50012,26,,sei,63,6,282,130,202,90,151,1068,2,1
50013,1,,sei,25,5,73,130,48,27,263,366,0,2
50013,2,,sei,68,6,409,140,222,91,263,370,1,1
50013,3,,sei,68,6,324,130,200,94,270,1466,2,1
50013,4,,mbi,64,6,310,130,197,101,280,992,2,1
50013,5,,mbi,64,6,134,130,150,82,280,1222,0,2
50013,6,,mbi,64,6,249,130,178,97,295,856,2,1
50013,7,,mbi,64,6,217,130,196,95,317,930,2,1
50013,8,,mbi,64,6,247,130,-9,-9,343,1175,2,1
50013,9,,mbi,64,6,157,130,176,66,356,1016,0,2
50013,10,,mbi,64,6,221,130,-9,-9,356,1238,3,1
50013,11,,mbi,64,6,241,130,-9,-9,362,739,2,1
50013,12,,bah,68,6,355,130,198,79,373,1617,2,1
50013,13,,sei,68,6,285,130,186,114,384,1170,2,1
50013,14,,bah,68,6,382,110,138,13,388,1725,2,1
50013,15,,sei,68,6,252,130,162,89,2,881,3,1
50013,16,,sei,68,6,377,130,199,97,26,1632,2,1
50013,17,,sei,68,6,400,140,-9,-9,31,622,2,1
50013,18,,sei,68,6,408,130,-9,-9,57,1149,1,1
50013,19,,sei,68,6,338,130,-9,-9,122,1285,2,1
50013,20,,sei,68,6,493,130,253,81,128,639,1,1
50013,21,,sei,68,6,326,130,-9,-9,139,1319,2,1
50013,22,,sei,68,6,411,130,-9,-9,193,639,2,1
50013,23,,sei,68,6,260,130,-9,-9,224,1048,2,1
50014,1,,rbu,20,5,98,120,55,13,283,229,0,2
50014,2,,sei,61,6,269,130,-9,-9,327,812,2,1
50014,3,,sbi,25,5,135,130,131,28,374,402,0,2
50014,4,,sei,61,6,313,130,-9,-9,385,1166,2,1
50014,5,,sei,61,6,422,130,228,81,390,702,1,1
50014,6,,sei,61,6,320,130,-9,-9,397,1608,2,1
50014,7,,sei,61,6,405,130,-9,-9,29,1429,2,1
50014,8,,sei,61,6,347,130,-9,-9,82,1556,2,1
50014,9,,sei,61,6,270,130,-9,-9,101,400,3,1
50014,10,,sei,61,6,260,130,-9,-9,125,1067,2,1
50014,11,,sei,61,6,273,130,-9,-9,126,753,2,1
50014,12,,sei,61,6,282,130,-9,-9,145,1256,2,1
50014,13,,sei,61,6,348,130,-9,-9,201,1111,2,1
50014,14,,sei,61,6,309,130,214,94,222,903,2,1
