bund_nr,horizont,lfd_nr,param,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8
140008,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140008,a,,maechtigkeit,5,3,2,3,3,3,4,2
140008,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140008,h,,humusform_ka5,ror,roa,roa,-9,mra,roa,roa,ror
140008,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140009,s,,streuart,vn,vn,vn,vgn,vn,vgn,vn,vn
140009,s,,hackschn_maechtigkeit,,,,,,,,
140009,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140009,ol,,maechtigkeit,0,0.5,0.5,0.5,0.5,0.5,0,0.5
140009,ol,,lagerung,-9,lo,lo,lo,lo,lo,-9,lo
140009,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140009,of,1,maechtigkeit,3,2,2.5,3.5,3.5,2.5,3,2.5
140009,of,1,durchwurz,3,2,2,3,3,4,3,3
140009,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140009,oh,1,maechtigkeit,4,4,2.5,2,3.5,3.5,2.5,1.5
140009,oh,1,durchwurz,3,3,2,3,2,4,3,3
140009,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140009,a,,maechtigkeit,2,2,2,4,3,4,2,3
140009,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140009,h,,humusform_ka5,mrr,mrr,mra,mor,mrr,gmo,mra,mra
140009,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140010,s,,streuart,vbg,vbg,vbg,vbg,vbg,vbg,vbg,vbg
140010,s,,hackschn_maechtigkeit,,,,,,,,
140010,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140010,ol,,maechtigkeit,1,1,0.5,1,1,1.5,1,1
140010,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140010,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140010,of,1,maechtigkeit,3,2.5,3.5,3.5,4,3.5,1.5,4
140010,of,1,durchwurz,3,3,4,3,3,3,3,3
140010,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140010,oh,1,maechtigkeit,27,24,37,37,22,27,27,30
140010,oh,1,durchwurz,2,3,3,2,2,2,2,2
140010,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140010,a,,maechtigkeit,2,2,4,4,4,3,4,4
140010,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140010,h,,humusform_ka5,-9,-9,-9,-9,-9,-9,-9,-9
140010,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140011,s,,streuart,vgn,vgn,vgn,vbn,vgn,vgn,vgn,vgn
140011,s,,hackschn_maechtigkeit,,,,,,,,
140011,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140011,ol,,maechtigkeit,0.5,0.5,0.5,1,0.5,1,1,0.5
140011,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140011,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140011,of,1,maechtigkeit,4.5,8,8,4,4,7,4,3.5
140011,of,1,durchwurz,3,4,3,4,3,4,3,4
140011,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140011,oh,1,maechtigkeit,5,9,9,4,5,9,4,0
140011,oh,1,durchwurz,3,4,3,3,2,2,2,-9
140011,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140011,a,,maechtigkeit,2,2,2,3,2,3,3,4
140011,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140011,h,,humusform_ka5,mrr,ror,ror,mor,ror,ror,mrr,gmo
140011,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140012,s,,streuart,vgn,vgn,vgn,vg,vn,vn,vn,vgn
140012,s,,hackschn_maechtigkeit,,,,,,,,
140012,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140012,ol,,maechtigkeit,0.2,0,0.5,0,0,0.2,0,0.5
140012,ol,,lagerung,lo,-9,lo,-9,-9,lo,-9,lo
140012,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140012,of,1,maechtigkeit,2.5,2,3,4,3,2,4,1
140012,of,1,durchwurz,4,4,4,4,4,3,4,4
140012,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140012,oh,1,maechtigkeit,2,2.5,3,3,3,2,10,1
140012,oh,1,durchwurz,3,3,3,4,2,2,2,2
140012,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140012,a,,maechtigkeit,2,10,6,5,2,8,3,6
140012,a,,gefuege,ein,ein,ein,ein,ein,ein,pla,ein
140012,h,,humusform_ka5,mra,mra,mra,gmo,roa,roa,ror,mra
140012,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140013,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
140013,s,,hackschn_maechtigkeit,,,,,,,,
140013,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140013,ol,,maechtigkeit,0.5,1,0.5,0.5,0.5,0.5,0.5,1
140013,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140013,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140013,of,1,maechtigkeit,2.5,3,1.5,2,1.5,2.5,2.5,2
140013,of,1,durchwurz,3,3,2,3,3,2,2,2
140013,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140013,oh,1,maechtigkeit,1.5,2.5,1.5,2,3,3,3,4
140013,oh,1,durchwurz,2,3,2,3,3,2,2,2
140013,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140013,a,,maechtigkeit,2,2,3,2,3,1,2,2
140013,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140013,h,,humusform_ka5,mra,mra,mra,mra,mrr,mrr,mrr,mrr
140013,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140014,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
140014,s,,hackschn_maechtigkeit,,,,,,,,
140014,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140014,ol,,maechtigkeit,0.5,1,1,1,1,2,2,0.5
140014,ol,,lagerung,lo,lo,lo,ve,lo,ve,lo,lo
140014,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140014,of,1,maechtigkeit,1.5,3,1.5,4,1,3,2,1
140014,of,1,durchwurz,2,3,2,2,3,2,2,3
140014,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140014,oh,1,maechtigkeit,4,4,4,2.5,3,4,3,4.5
140014,oh,1,durchwurz,2,3,2,3,3,2,2,3
140014,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140014,a,,maechtigkeit,4,3,4,2,1,1,2,1
140014,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140014,h,,humusform_ka5,mor,mor,mor,mra,mor,mrr,mor,mor
140014,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140015,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
140015,s,,hackschn_maechtigkeit,,,,,,,,
140015,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140015,ol,,maechtigkeit,0,0,0.5,0.5,0,0.5,0,0
140015,ol,,lagerung,-9,-9,lo,lo,-9,ve,-9,-9
140015,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140015,of,1,maechtigkeit,4,2,2.5,2.5,3,4,3,4
140015,of,1,durchwurz,4,4,4,4,3,4,4,4
140015,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140015,oh,1,maechtigkeit,2,2.5,6,3,5,6,3.5,4.5
140015,oh,1,durchwurz,2,4,4,3,3,4,4,3
140015,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140015,a,,maechtigkeit,8,2,3,2,2,2,1,1
140015,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140015,h,,humusform_ka5,mor,mra,mrr,mrr,mrr,mrr,mrr,mrr
140015,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140016,s,,streuart,vbn,vbn,vbn,vbn,vbn,vbn,vbn,vbn
140016,s,,hackschn_maechtigkeit,,,,,,,,
140016,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140016,ol,,maechtigkeit,1,1,1,1,1,2,2,1.5
140016,ol,,lagerung,vn,lo,lo,lo,lo,si,lo,lo
140016,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140016,of,1,maechtigkeit,5,4,3,3,3,5,1,1
140016,of,1,durchwurz,2,2,1,1,4,3,1,2
140016,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140016,oh,1,maechtigkeit,0,1.5,1.9,1.5,1,2,0,2
140016,oh,1,durchwurz,-9,3,2,4,4,3,-9,4
140016,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140016,a,,maechtigkeit,5,5,2,3,4,5,4,2
140016,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140016,h,,humusform_ka5,muo,moa,moa,moa,moa,mor,muo,mor
140016,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140017,s,,streuart,vbn,vbn,vbn,vbn,-9,vbn,vbn,vbn
140017,s,,hackschn_maechtigkeit,,,,,,,,
140017,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140017,ol,,maechtigkeit,1,1,1,1.5,0.5,0.5,0.5,1
140017,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140017,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140017,of,1,maechtigkeit,3,2,2,2,0.5,1,0.5,3
140017,of,1,durchwurz,3,3,3,3,4,3,3,3
140017,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140017,oh,1,maechtigkeit,4,3.5,3,3,0.5,2,1.5,4
140017,oh,1,durchwurz,3,3,3,2,4,3,3,2
140017,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140017,a,,maechtigkeit,5,3,2,3,6,4,5,3
140017,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140017,h,,humusform_ka5,mrr,mrr,mrr,mrr,moa,mor,moa,mrr
140017,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140018,s,,streuart,vn,vn,vn,vn,vn,vgn,vn,vgn
140018,s,,hackschn_maechtigkeit,,,,,,,,
140018,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140018,ol,,maechtigkeit,0.5,2,1.5,0.5,1,0,1,0
140018,ol,,lagerung,lo,lo,lo,lo,lo,-9,lo,-9
140018,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140018,of,1,maechtigkeit,1.5,4,4,1.5,3,4,4,3
140018,of,1,durchwurz,3,3,3,3,3,4,3,4
140018,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140018,oh,1,maechtigkeit,3,4,3.5,3,3,4,5,3
140018,oh,1,durchwurz,3,3,3,3,3,4,3,3
140018,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140018,a,,maechtigkeit,4,5,3,3,2,3,3,3
140018,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140018,h,,humusform_ka5,mor,mor,mrr,mrr,mrr,gmo,mor,mor
140018,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140019,s,,streuart,vb,vb,vb,vb,vb,vb,vb,vb
140019,s,,hackschn_maechtigkeit,,,,,,,,
140019,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140019,ol,,maechtigkeit,1,1,0.5,1,0.5,0.5,0.5,1
140019,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140019,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140019,of,1,maechtigkeit,2,1.5,0.5,3,1,1,1,1.5
140019,of,1,durchwurz,2,2,2,4,2,2,2,2
140019,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140019,oh,1,maechtigkeit,2.5,2,0,3,0,0,1,1.5
140019,oh,1,durchwurz,3,3,-9,4,-9,-9,4,4
140019,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140019,a,,maechtigkeit,3,8,8,6,8,6,7,6
140019,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140019,h,,humusform_ka5,mor,mor,muo,mor,muo,muo,moa,moa
140019,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140020,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
140020,s,,hackschn_maechtigkeit,,,,,,,,
140020,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140020,ol,,maechtigkeit,0.5,0.5,0.5,0.3,0.5,0.5,1,0.5
140020,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140020,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140020,of,1,maechtigkeit,1,1.2,0.5,2,0.3,1,2.5,0.5
140020,of,1,durchwurz,2,2,2,2,2,2,2,2
140020,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140020,oh,1,maechtigkeit,0,0,0,4,0,0,0,0
140020,oh,1,durchwurz,-9,-9,-9,3,-9,-9,-9,-9
140020,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140020,a,,maechtigkeit,2,2,3,4,2,4,6,5
140020,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140020,h,,humusform_ka5,-9,-9,-9,mrr,-9,-9,-9,-9
140020,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140021,s,,streuart,vbn,vbn,vbn,-9,vbn,vbn,vbn,vbn
140021,s,,hackschn_maechtigkeit,,,,,,,,
140021,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140021,ol,,maechtigkeit,1,0.2,0.2,0.5,0.2,0.5,0.5,1.5
140021,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140021,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140021,of,1,maechtigkeit,3,4,3,2,3,3.5,4,3.5
140021,of,1,durchwurz,3,4,3,3,3,3,3,3
140021,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140021,oh,1,maechtigkeit,2,1.5,2.5,1,2,3.5,6,4
140021,oh,1,durchwurz,3,3,3,3,3,3,3,3
140021,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140021,a,,maechtigkeit,3,2,3,4,4,5,3,3
140021,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140021,h,,humusform_ka5,mra,moa,mor,moa,mor,mrr,mor,mor
140021,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140022,s,,streuart,vb,vb,vb,vb,vbg,vbg,vb,vb
140022,s,,hackschn_maechtigkeit,,,,,,,,
140022,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140022,ol,,maechtigkeit,1,0.5,1,1,0.2,0.2,1,1
140022,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140022,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140022,of,1,maechtigkeit,2,3,4,4,3,2,2,2.5
140022,of,1,durchwurz,2,3,3,3,4,4,3,2
140022,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140022,oh,1,maechtigkeit,3.5,4.5,5,4,3,4,4,3
140022,oh,1,durchwurz,3,3,3,2,4,4,2,3
140022,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140022,a,,maechtigkeit,3,1,2,2,2,2,2,2
140022,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140022,h,,humusform_ka5,mor,mrr,mrr,mor,mor,gmo,mor,mrr
140022,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140023,s,,streuart,vbg,vb,vb,vb,vb,vb,vb,vbg
140023,s,,hackschn_maechtigkeit,,,,,,,,
140023,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140023,ol,,maechtigkeit,0.5,0.8,1.5,1,1,0.5,0.5,0.5
140023,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140023,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140023,of,1,maechtigkeit,0.5,0.5,0.5,0.5,1.5,0.5,1,1
140023,of,1,durchwurz,3,2,2,2,2,2,2,2
140023,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140023,oh,1,maechtigkeit,0,0.5,0.5,0.5,0.1,0,0,0.2
140023,oh,1,durchwurz,-9,2,2,2,2,-9,-9,2
140023,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140023,a,,maechtigkeit,8,10,9,6,7,6,7,7
140023,a,,gefuege,kru,kru,kru,kru,kru,kru,kru,kru
140023,h,,humusform_ka5,muo,-9,-9,-9,-9,muo,muo,-9
140023,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140024,s,,streuart,vn,vn,vn,vn,vn,vn,vn,vn
140024,s,,hackschn_maechtigkeit,,,,,,,,
140024,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140024,ol,,maechtigkeit,1,1,1,1,1.5,1,0.5,0.5
140024,ol,,lagerung,lo,lo,lo,lo,lo,lo,lo,lo
140024,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140024,of,1,maechtigkeit,1,1.5,0.2,2.5,4,0.5,1,1.5
140024,of,1,durchwurz,2,2,2,2,3,2,2,2
140024,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140024,oh,1,maechtigkeit,0.5,3.5,0,0.5,5,0.5,1,1
140024,oh,1,durchwurz,2,2,-9,2,2,2,2,3
140024,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140024,a,,maechtigkeit,7,4,5,3,3,6,6,5
140024,a,,gefuege,ein,ein,ein,ein,ein,ein,ein,ein
140024,h,,humusform_ka5,moa,mrr,muo,moa,mrr,moa,mra,moa
140024,h,,humusform_ka6,-9,-9,-9,-9,-9,-9,-9,-9
140025,s,,streuart,vgn,vgn,vgn,vgn,vgn,vgn,vgn,vgn
140025,s,,hackschn_maechtigkeit,,,,,,,,
140025,ol,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140025,ol,,maechtigkeit,0,0.5,2,0.5,0,0.5,0.2,0.2
140025,ol,,lagerung,-9,lo,lo,lo,-9,lo,lo,lo
140025,of,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140025,of,1,maechtigkeit,1.5,2,2.5,2,1.5,1.5,1,2
140025,of,1,durchwurz,4,3,3,3,4,4,3,4
140025,oh,1,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140025,oh,1,maechtigkeit,1.5,1.5,3.5,1.5,0.5,1.5,0,1.5
140025,oh,1,durchwurz,4,3,3,3,4,3,-9,4
140025,a,,horizont,-9,-9,-9,-9,-9,-9,-9,-9
140025,a,,maechtigkeit,3,2,2,2,2,2,2,3
