"","ID_pt","SP_P_ID","plot_ID","loc_name","state","date","CCS_nr","t_ID","st_ID","pieces","SP_nr","SP_code","C_layer","Kraft","age","age_m","DBH_mm","DBH_h_cm","DBH_p_mm","DBH_class","H_dm","CH_dm","azimut_g","azimut_d","dist_m","H_m","DBH_cm","BA_m2","plot_A_ha","Chr_code_ger","bot_name","H_SP_group","BWI_SP_group","LH_NH","BWI","Bio_SP_group","N_SP_group","N_bg_SP_group","tpS_SP_com_name","tpS_ID","R2.x","R2.y","H_g","mean_DBH_mm","D_g","R2_comb","H_method","HD_value","H_g_top","D_03_cm","DBH_h_m","aB_kg_GHG","bg","ag","f","fw","sw","swb","stw","stwb","total"
"311","3207038","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",38,1,0,NA,"SER",1,"2",NA,NA,259,130,0,5,NA,NA,1158,"266",239,21.0822648943349,25.9,0.0526852941988642,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",81.3987061557333,25.4773904663335,21.5671856079365,1.3,214.525555664768,0.237659698527703,254.741891008743,6.33757793768223,50.7672344151953,184.064054949877,13.7730563877278,5.78878994437301,0.34875531157042,254.979550707271
"312","3207039","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",39,1,0,NA,"SER",1,"2",NA,NA,307,130,0,6,NA,NA,1165,"261",235,23.119427885633,30.7,0.0740229915020461,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",75.3075826893583,25.4773904663335,25.4050409076112,1.3,326.227323178733,0.353100616334433,396.399805235092,8.80595630178236,71.2508433898978,293.776242186664,21.6469643848587,9.1925264213147,0.53322885235653,396.752905851426
"313","3207040","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",40,1,0,NA,"SER",1,"3",NA,NA,234,130,0,4,NA,NA,584,"314",283,19.9490653247871,23.4,0.0430052618349907,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",85.2524159178935,25.4773904663335,19.5432376986555,1.3,167.3790830183,0.187648830677533,195.635950729621,5.20842714073112,41.4667000962613,138.995029559727,10.5107674380683,4.3927520452277,0.27070159033632,195.823599560298
"314","3207041","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",41,1,0,NA,"SER",1,"2",NA,NA,242,130,0,4,NA,NA,631,"313",282,20.3177195806941,24.2,0.0459960580412082,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",83.957518928488,25.4773904663335,20.1929492138552,1.3,181.677271490183,0.202919578740592,213.499520256989,5.55805511732159,44.3381961613017,152.55942707774,11.494750958329,4.81277353650626,0.294372523111978,213.70243983573
"315","3207042","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",42,1,0,NA,"SER",1,"3",NA,NA,244,130,0,4,NA,NA,947,"294",265,20.4089708027006,24.4,0.0467594650560305,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",83.6433229618876,25.4773904663335,20.3550694184842,1.3,185.366590905269,0.206844278807067,218.118263249566,5.64718427956273,45.0715495229121,156.075108458106,11.7494674781346,4.92165688807293,0.300480902340182,218.325107528373
"316","3207043","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",43,1,0,NA,"SER",1,"4",NA,NA,197,130,0,3,NA,NA,975,"292",263,18.1602451194616,19.7,0.0304805173232916,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",92.1839853779776,25.4773904663335,16.510974107961,1.3,110.467857443882,0.125728735690134,125.282452852634,3.73521979126806,29.4949742367215,86.1933096406758,6.65856587007532,2.75894057126031,0.176662533901356,125.408181588324
"317","3207044","32070MBI",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",44,NA,0,NA,"MBI",2,"",NA,NA,127,130,0,2,109,71,1029,"299",269,10.9,12.7,0.0126676869774374,0.0500343869018386,"MBi","Betula pubescens","bu","aLn","LB","BI","shw","BI","BI","Betula spp.",26,0.682127613600332,0.719489622432443,13.3666666666667,134.75,13.8946932315903,0.719489622432443,"sampled",85.8267716535433,14.3792303145597,10.8242664524587,1.3,32.6175714168739,0.0453166439631746,49.8174755990762,2.04839637927752,20.0105265851098,26.5195046026323,2.24447531158809,0.97435994006642,0.0686091596795246,49.8627922430393
"318","3207045","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",45,NA,0,NA,"SER",1,"2",NA,NA,178,130,0,3,NA,NA,660,"336",302,17.1798743817185,17.8,0.0248845554090848,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",96.5161482119019,25.4773904663335,14.9349061286665,1.3,86.8199799778366,0.0993118526443368,96.5552815141996,3.07106289230474,24.1991843171128,65.013278884948,5.10089098050989,2.10411789774124,0.13780943388774,96.654593366844
"319","3207046","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",46,1,0,NA,"SER",1,"2",NA,NA,316,130,0,6,NA,NA,1220,"322",290,23.4837404894676,31.6,0.0784267190042156,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",74.3156344603406,25.4773904663335,26.1183868056726,1.3,350.419005288122,0.377684739900151,427.268408000526,9.31258910441584,75.4621369509042,317.920887265938,23.3698343685155,9.94251823478229,0.57303118038644,427.646092740426
"320","3207047","32070SER",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",47,1,0,NA,"SER",1,"2",NA,NA,290,130,0,5,NA,NA,1262,"323",291,22.416825676458,29,0.0660519855417254,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.9302162014122,0.716254958485491,22.5,268.427027027027,27.4205621209163,0.9302162014122,"coeff_SP_P",77.2993988843379,25.4773904663335,24.0524650910852,1.3,283.374895677183,0.309226347175604,341.858127610936,7.88668179259548,63.6107597684452,251.302600667685,18.6082202125146,7.87396770402401,0.462579258266715,342.167353958111
"321","320901","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",1,NA,0,NA,"SER",1,"4",NA,NA,144,130,0,2,NA,NA,90,"263",237,12.9944258042829,14.4,0.0162860163162095,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",90.2390680852978,14.9115340937906,12.1996602861636,1.3,46.9099126727001,0.0606757390370217,49.6331528950705,2.36756537239019,16.7005971339817,29.4538988519285,2.3917765885119,1.01715706505984,0.0697232555885311,49.6938286341075
"322","320902","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",2,1,0,NA,"SER",1,"4",NA,NA,75,130,0,1,NA,NA,877,"270",243,7.54976762673709,7.5,0.00441786466911065,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",100.663568356495,14.9115340937906,6.36833589226321,1.3,10.301354375,0.0133446180792771,11.1492155525867,0.796501975667919,7.2679817421112,3.13657398629324,0.506803496620507,0.220422037804642,0.0174342897571097,11.162560170666
"323","320903","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",3,1,0,NA,"SER",1,"4",NA,NA,74,130,0,1,NA,NA,875,"272",245,7.4601049355299,7.4,0.00430084034276443,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",100.812228858512,14.9115340937906,6.21445038448046,1.3,10.061210292,0.0129355436496862,11.0285625088571,0.779396232643141,7.31152375861333,2.97922817923682,0.499845506063973,0.220504859814446,0.0174602051285313,11.0414980525068
"324","320904","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",4,1,0,NA,"SER",1,"4",NA,NA,120,130,0,2,NA,NA,1012,"276",248,11.259770312575,12,0.0113097335529233,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",93.8314192714584,14.9115340937906,10.1691520410403,1.3,30.2117546002176,0.0397252882332357,30.6129374805152,1.73262794965041,12.0563390141556,16.4722244938726,1.42986129617656,0.610921353011407,0.0435913232990824,30.6526627687485
"325","320905","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",5,1,0,NA,"SER",1,"4",NA,NA,106,150,0,2,NA,NA,995,"274",247,10.1718703055134,10.6,0.00882473376393373,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",95.9610406180509,14.9115340937906,9.100612802545,1.5,22.7435492309009,0.0297826157575924,22.7073146481914,1.40629897259983,10.0084712196824,11.1850454900581,1.03575830377209,0.445471271492645,0.0325683631861752,22.737097263949
"326","320906","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",6,1,0,NA,"SER",1,"4",NA,NA,100,150,0,2,NA,NA,1012,"277",249,9.68769936131926,10,0.00785398163397448,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",96.8769936131926,14.9115340937906,8.59340737249725,1.5,19.8781141743516,0.0260144752140874,19.5753055159367,1.27620926780639,9.13084176230205,9.14878784053632,0.885608394034571,0.381800741784317,0.0282667772794761,19.6013199911508
"327","320907","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",7,NA,0,NA,"SER",1,"4",NA,NA,127,130,0,2,NA,NA,839,"288",259,11.7823405146791,12.7,0.0126676869774374,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",92.7743347612531,14.9115340937906,10.7622714756004,1.3,34.5989507157765,0.0453166439631746,35.5437071047407,1.90787522668606,13.3108438193759,19.7915564596605,1.67603689204599,0.714891913669205,0.0503780199890944,35.5890237487039
"328","320908","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",8,NA,0,NA,"SER",1,"4",NA,NA,86,130,0,1,NA,NA,872,"287",258,8.51480329583191,8.6,0.00580880481648753,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",99.0093406492083,14.9115340937906,7.28850310151507,1.3,13.066043412,0.018331439720036,14.6977189855651,0.995229313021314,8.08791331866093,5.63937466933785,0.661980745729538,0.286460785090539,0.0219894667462541,14.7160504252851
"329","320909","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",9,NA,0,NA,"SER",1,"4",NA,NA,165,130,0,3,NA,NA,673,"296",266,14.3856125264391,16.5,0.0213824649984955,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",87.1855304632672,14.9115340937906,13.9675222537224,1.3,65.5713553388845,0.0832580273801753,71.5041744067064,3.00357681536313,21.5560591597879,44.825964011777,3.52584231859148,1.49674579326189,0.0995631232881053,71.5874324340866
"330","3209010","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",10,NA,0,NA,"SER",1,"4",NA,NA,137,130,0,2,NA,NA,583,"303",273,12.5049337903496,13.7,0.0147411381288067,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",91.2768889806539,14.9115340937906,11.6083554290716,1.3,41.5489539406855,0.0540416304060337,43.4571727038198,2.17238608990499,15.2460823472718,25.1898338088936,2.07615158751229,0.883850812646647,0.0612541474954895,43.5112143342259
"331","3209011","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",11,NA,0,NA,"SER",1,"4",NA,NA,100,130,0,2,NA,NA,298,"356",320,9.68769936131926,10,0.00785398163397448,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",96.8769936131926,14.9115340937906,8.47259629786752,1.3,19.7102679983091,0.0260144752140874,19.0801062887216,1.27620926780639,8.93429084515615,8.8764993225116,0.868187877994929,0.373396993258125,0.0277312498008157,19.1061207639357
"332","3209012","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",12,NA,0,NA,"SER",1,"4",NA,NA,150,130,0,3,NA,NA,1222,"3",3,13.403562170145,15,0.0176714586764426,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",89.3570811342998,14.9115340937906,12.7058184718302,1.3,51.8409165537265,0.0667136504285913,55.3607360780874,2.54150540063588,18.0127090502735,33.4421628372603,2.68658507764488,1.14171849646179,0.0775606164468779,55.427449728516
"333","3209013","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",13,NA,0,NA,"SER",1,"4",NA,NA,173,130,1,3,168,117,1187,"17",15,16.8,17.3,0.0235061816323222,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"sampled",97.1098265895954,14.9115340937906,14.5242396193246,1.3,80.7776238858928,0.0929458941110624,89.3044347479201,2.92473152701186,22.9427047139379,59.5999151388094,4.69615656316665,1.93793413722822,0.127724194777853,89.3973806420311
"334","3209014","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",14,NA,0,NA,"SER",1,"4",NA,NA,108,130,0,2,NA,NA,1163,"19",17,10.3308425021821,10.8,0.00916088417786784,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",95.6559490942788,14.9115340937906,9.15125830211627,1.3,23.5621571870429,0.0311035968499197,23.258572264147,1.45095901400573,10.0997081616283,11.5982585182615,1.06881446614648,0.458322581067793,0.0334685370428357,23.2896758609969
"335","3209015","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",15,NA,0,NA,"SER",1,"4",NA,NA,166,130,0,3,154,108,225,"44",40,15.4,16.6,0.0216424317905801,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"sampled",92.7710843373494,14.9115340937906,13.9949786463928,1.3,69.8468711262731,0.0844357753861756,76.4162373357248,2.86416204971643,21.5144655305003,49.2750612234805,3.89114388998229,1.62738868533966,0.108178006422108,76.500673111111
"336","3209016","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",16,NA,0,NA,"SER",1,"4",NA,NA,156.6,130,1,3,NA,NA,188,"53",48,13.8427392285813,15.66,0.0192607589839671,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",88.3955250867262,14.9115340937906,13.2616924205876,1.3,57.6319254217395,0.0737357244258968,62.1373300310927,2.73999393226307,19.5255660308824,38.1973028392329,3.03755114819541,1.2900977997875,0.0868122129944429,62.2110657555186
"337","3209017","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",17,NA,0,NA,"SER",1,"4",NA,NA,131,160,0,2,NA,NA,1031,"28",25,12.0747171106666,13.1,0.0134782178820636,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",92.1734130585236,14.9115340937906,11.2833810099404,1.6,37.7290697593458,0.0487015596666521,39.8424264667424,2.0116708822085,14.4936455281744,22.6082554088957,1.88062829256262,0.803841971222303,0.0560552658873943,39.8911280264091
"338","3209018","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",18,NA,0,NA,"SER",1,"4",NA,NA,138,160,0,2,NA,NA,1074,"29",26,12.5756742601792,13.8,0.014957122623741,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",91.1280743491246,14.9115340937906,11.877806079431,1.6,42.7968331036948,0.0549625710181568,45.7148184867947,2.19976086737273,15.9125808173697,26.6300082491624,2.17830251439278,0.929817123368834,0.0641097825009693,45.7697810578128
"339","3209019","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",19,NA,0,NA,"SER",1,"4",NA,NA,144,130,0,2,88,28,976,"48",43,8.8,14.4,0.0162860163162095,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"sampled",61.1111111111111,14.9115340937906,12.5967386985384,1.3,35.0793340756282,0.0606757390370217,36.7076900204417,3.37947724317474,17.2986198951696,17.332232234372,1.3891405873029,0.643742086927495,0.0439552166698464,36.7683657594788
"340","3209020","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",20,NA,0,NA,"SER",1,"4",NA,NA,80.1,130,1,1,NA,NA,1141,"57",51,8.00201959589482,8.01,0.00503912247033966,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",99.9003694868268,14.9115340937906,6.79311934410221,1.3,11.55611395706,0.0155447347300635,12.7305728303444,0.886231372271577,7.62354416326756,4.26389835135477,0.574431952311076,0.249264323591457,0.0194340398195113,12.7461175650744
"341","3209021","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",21,NA,0,NA,"SER",1,"4",NA,NA,152,130,0,3,148,108,1136,"66",59,14.8,15.2,0.0181458391671346,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"sampled",97.3684210526316,14.9115340937906,12.8036564695902,1.3,57.3110815909829,0.068799223062378,61.5563118727517,2.3975756694929,18.1520754694752,38.8809534343318,3.13177776496103,1.30315703051615,0.0883481734674607,61.625111095814
"342","3209022","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",22,NA,0,NA,"SER",1,"4",NA,NA,119.2,130,1,2,NA,NA,922,"102",92,11.1991527025582,11.92,0.0111594397603755,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",93.9526233436091,14.9115340937906,10.101328558186,1.3,29.7346849292826,0.0391129202331748,30.0802147868803,1.7131153004354,11.9182443815657,16.1159143113694,1.40343867847942,0.599759561606179,0.0428578538596739,30.1193277071135
"343","3209023","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",23,NA,0,NA,"SER",1,"4",NA,NA,86,130,0,1,NA,NA,980,"104",94,8.51480329583191,8.6,0.00580880481648753,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",99.0093406492083,14.9115340937906,7.28850310151507,1.3,13.066043412,0.018331439720036,14.6977189855651,0.995229313021314,8.08791331866093,5.63937466933785,0.661980745729538,0.286460785090539,0.0219894667462541,14.7160504252851
"344","3209024","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",24,NA,0,NA,"SER",1,"4",NA,NA,86,130,0,1,NA,NA,954,"109",98,8.51480329583191,8.6,0.00580880481648753,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",99.0093406492083,14.9115340937906,7.28850310151507,1.3,13.066043412,0.018331439720036,14.6977189855651,0.995229313021314,8.08791331866093,5.63937466933785,0.661980745729538,0.286460785090539,0.0219894667462541,14.7160504252851
"345","3209025","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",25,NA,0,NA,"SER",1,"4",NA,NA,161,130,0,3,NA,NA,1252,"102",92,14.1293187139326,16.1,0.0203583057934253,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",87.7597435647987,14.9115340937906,13.631659339734,1.3,61.7102633683725,0.0786412342163968,66.9386753375712,2.87652103127372,20.574506111792,41.587573893369,3.28742803638261,1.39581382659287,0.0933534694347774,67.0173165717876
"346","3209026","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",26,NA,0,NA,"SER",1,"4",NA,NA,109,130,0,2,NA,NA,1070,"119",107,10.4098790542389,10.9,0.00933131557932508,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",95.5034775618251,14.9115340937906,9.23610952444994,1.3,24.0756250093116,0.0317763768692504,23.8205459720107,1.47353287972699,10.2532953835705,11.9670691584847,1.09608370054972,0.46985630223705,0.0342414271688043,23.8523223488799
"347","3209027","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",27,NA,0,NA,"SER",1,"4",NA,NA,130,130,0,2,NA,NA,1020,"129",116,12.0020435476801,13,0.0132732289614169,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",92.3234119052317,14.9115340937906,11.0162582653035,1.3,36.5982720614257,0.0478422732144194,37.8082454530044,1.98547169605678,13.873774818142,21.3280117988422,1.78996496312552,0.763001092457758,0.0534927804369743,37.8560877262189
"348","3209028","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",28,NA,0,NA,"SER",1,"4",NA,NA,112.5,130,1,2,149,38,352,"144",130,14.9,11.25,0.00994019550549895,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"sampled",132.444444444444,14.9115340937906,9.3403023281509,1.3,33.5052867425152,0.0341960519581544,33.7733187518806,1.14689303865856,10.2598577875819,20.8607013886482,1.86188426901689,0.737334690602912,0.0535406160306335,33.8075148038388
"349","3209029","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",29,NA,0,NA,"SER",1,"4",NA,NA,90,130,0,1,NA,NA,377,"147",132,8.85616756028839,9,0.00636172512351933,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",98.4018617809822,14.9115340937906,7.62594190344531,1.3,14.1220517,0.0203710182941679,16.1160460870528,1.07229729401224,8.4280843121703,6.6232562198281,0.726879688428311,0.313963900276158,0.0238619663499301,16.136417105347
"350","3209030","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",30,NA,0,NA,"SER",1,"4",NA,NA,90,140,0,1,NA,NA,370,"151",136,8.85616756028839,9,0.00636172512351933,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",98.4018617809822,14.9115340937906,7.68750674347199,1.4,14.1220517,0.0203710182941679,16.370690420878,1.07229729401224,8.53584815649459,6.75725815672846,0.735397378777317,0.318056224826605,0.0241305040509961,16.3910614391721
"351","3209031","32090SER",32090,"Pfauenfließ/Biesenthal","BB","27.06.2022","MB",31,NA,0,NA,"SER",1,"4",NA,NA,84,130,0,1,NA,NA,537,"149",134,8.3422218418597,8.4,0.00554176944093239,0.0500343869018386,"SEr","Alnus glutinosa","bu","aLn","LB","ERL","shw","ERL","BI","Alnus spp.",28,0.0700617962380937,0.716254958485491,14.14,119.193939393939,12.270504916632,0.716254958485491,"coeff_sp",99.312164784044,14.9115340937906,7.12020860123038,1.3,12.547577552,0.0173574201660942,14.0142620786547,0.957656567927419,7.9250607815108,5.1635042224739,0.631203133666259,0.273398787699592,0.0210951533041541,14.0316194988208
