"","plot_ID","compartiment","B_t_plot","C_t_plot","N_t_plot","plot_A_ha","MoMok_A_ha","B_t_ha","C_t_ha","N_t_ha","B_t_MA","C_t_MA","N_t_MA","N_species_plot","Nt_plot","Nt_ha","Nt_MA"
"1",26010,"ag",0.0102308448544196,0.00511542242720978,4.91933724271337e-05,0.0165952432811023,0.25,0.616492610630772,0.308246305315386,0.00296430559009353,0.154123152657693,0.0770615763288465,0.000741076397523381,NA,NA,NA,NA
"2",26010,"bg",0.000615206613361356,0.000307603306680678,2.38463573354935e-06,0.0165952432811023,0.25,0.0370712621044801,0.01853563105224,0.000143693930432754,0.00926781552612001,0.00463390776306001,3.59234826081885e-05,NA,NA,NA,NA
"3",26010,"f",0.00222470798560106,0.00111235399280053,1.66799640885808e-05,0.0165952432811023,0.25,0.134056967283777,0.0670284836418887,0.00100510512597155,0.0335142418209443,0.0167571209104722,0.000251276281492886,NA,NA,NA,NA
"4",26010,"stem",0.00913844571425442,0.00456922285712721,4.01144991270141e-05,0.0165952432811023,0.25,0.55066657110479,0.275333285552395,0.00241722874726965,0.137666642776198,0.0688333213880988,0.000604307186817414,NA,NA,NA,NA
"5",26010,"total",0.0108460514677809,0.00542302573389045,5.11349193979145e-05,0.0165952432811023,0.25,0.653563872735252,0.326781936367626,0.00308129977558955,0.163390968183813,0.0816954840919065,0.000770324943897387,2,12,723.098769733908,180.774692433477
"6",26020,"ag",0.0208975279474876,0.0104487639737438,2.18100450973635e-05,0.0187016811553343,0.25,1.11741440643303,0.558707203216514,0.00116620772839679,0.279353601608257,0.139676800804128,0.000291551932099198,NA,NA,NA,NA
"7",26020,"bg",0.00278373886118078,0.00139186943059039,8.53690721022834e-06,0.0187016811553343,0.25,0.14884965891886,0.0744248294594301,0.000456478064154856,0.037212414729715,0.0186062073648575,0.000114119516038714,NA,NA,NA,NA
"8",26020,"f",0.0065781416471008,0.0032890708235504,1.72988281172724e-05,0.0187016811553343,0.25,0.351740658631886,0.175870329315943,0.00092498786465185,0.0879351646579714,0.0439675823289857,0.000231246966162963,NA,NA,NA,NA
"9",26020,"stem",0.020011427603856,0.010005713801928,0.000108829214296475,0.0187016811553343,0.25,1.07003362091585,0.535016810457923,0.00581922092418061,0.267508405228961,0.133754202614481,0.00145480523104515,NA,NA,NA,NA
"10",26020,"total",0.0236812668086684,0.0118406334043342,2.2186147360251e-05,0.0187016811553343,0.25,1.26626406535189,0.633132032675944,0.00118631834090075,0.316566016337972,0.158283008168986,0.000296579585225187,5,36,1924.96063327075,481.240158317688
"11",26030,"ag",0.0321049806262628,0.0160524903131314,1.576827e-05,0.0109913645534085,0.25,2.92092764917955,1.46046382458978,0.00143460531432471,0.730231912294888,0.365115956147444,0.000358651328581177,NA,NA,NA,NA
"12",26030,"bg",0.00235014821778808,0.00117507410889404,7.12792083588918e-06,0.0109913645534085,0.25,0.213817693551006,0.106908846775503,0.000648501903585646,0.0534544233877514,0.0267272116938757,0.000162125475896412,NA,NA,NA,NA
"13",26030,"f",0.00644558888996879,0.00322279444498439,1.576827e-05,0.0109913645534085,0.25,0.586422992218012,0.293211496109006,0.00143460531432471,0.146605748054503,0.0733028740272516,0.000358651328581177,NA,NA,NA,NA
"14",26030,"stem",0.0318630929863275,0.0159315464931638,0.00015010785668492,0.0109913645534085,0.25,2.89892058729384,1.44946029364692,0.0136568900026495,0.724730146823459,0.36236507341173,0.00341422250066237,NA,NA,NA,NA
"15",26030,"total",0.0344551288440509,0.0172275644220255,1.576827e-05,0.0109913645534085,0.25,3.13474534273056,1.56737267136528,0.00143460531432471,0.783686335682639,0.39184316784132,0.000358651328581177,4,40,3639.22057226242,909.805143065604
"16",27011,"ag",0.00122873246544128,0.00061436623272064,1.00494564432955e-05,0.00134614103613669,0.25,0.912781374652715,0.456390687326358,0.00746538154139971,0.228195343663179,0.114097671831589,0.00186634538534993,NA,NA,NA,NA
"17",27011,"bg",0.000677969424801753,0.000338984712400876,2.80679341867926e-06,0.00134614103613669,0.25,0.50363922248999,0.251819611244995,0.00208506638110856,0.125909805622498,0.0629549028112488,0.00052126659527714,NA,NA,NA,NA
"18",27011,"f",0.00054581023113886,0.00027290511556943,7.08352517972012e-06,0.00134614103613669,0.25,0.405462887236012,0.202731443618006,0.00526209735054897,0.101365721809003,0.0506828609045015,0.00131552433763724,NA,NA,NA,NA
"19",27011,"stem",0.000682922234302419,0.00034146111715121,2.96593126357541e-06,0.00134614103613669,0.25,0.507318487416703,0.253659243708352,0.00220328419085074,0.126829621854176,0.0634148109270879,0.000550821047712686,NA,NA,NA,NA
"20",27011,"total",0.00190670189024303,0.000953350945121516,1.28562498619748e-05,0.00134614103613669,0.25,1.41642059714271,0.708210298571353,0.00955044792250827,0.354105149285676,0.177052574642838,0.00238761198062707,1,1,742.864211962451,185.716052990613
"21",27040,"ag",0.0730415693071213,0.0365207846535606,0,0.00279523206353152,0.25,26.1307711299075,13.0653855649538,0,6.53269278247688,3.26634639123844,0,NA,NA,NA,NA
"22",27040,"bg",3.19868259644693e-05,1.59934129822346e-05,1.18351256068536e-07,0.00279523206353152,0.25,0.0114433525508637,0.00572167627543183,4.23404044381955e-05,0.00286083813771591,0.00143041906885796,1.05851011095489e-05,NA,NA,NA,NA
"23",27040,"f",0.00362843547615152,0.00181421773807576,0,0.00279523206353152,0.25,1.29808022864739,0.649040114323696,0,0.324520057161848,0.162260028580924,0,NA,NA,NA,NA
"24",27040,"stem",0.0730415693071213,0.0365207846535606,0.000442412785293234,0.00279523206353152,0.25,26.1307711299075,13.0653855649538,0.15827408073385,6.53269278247688,3.26634639123844,0.0395685201834625,NA,NA,NA,NA
"25",27040,"total",0.0730735561330857,0.0365367780665429,0,0.00279523206353152,0.25,26.1422144824584,13.0711072412292,0,6.5355536206146,3.2677768103073,0,1,40,14310.0819863463,3577.52049658658
"26",29080,"ag",0.0162913670626737,0.00814568353133687,0.000199734271896823,0.0212927096963825,0.25,0.765114787876978,0.382557393938489,0.00938040647455767,0.191278696969245,0.0956393484846223,0.00234510161863942,NA,NA,NA,NA
"27",29080,"bg",0.00170676077853346,0.000853380389266728,7.06598962312851e-06,0.0212927096963825,0.25,0.08015704919057,0.040078524595285,0.00033185018364896,0.0200392622976425,0.0100196311488212,8.29625459122399e-05,NA,NA,NA,NA
"28",29080,"f",0.0122284339804539,0.00611421699022695,0.000158700616198331,0.0212927096963825,0.25,0.574301446590025,0.287150723295012,0.00745328417384534,0.143575361647506,0.0717876808237531,0.00186332104346134,NA,NA,NA,NA
"29",29080,"stem",0.00944822834411518,0.00472411417205759,4.10336556984922e-05,0.0212927096963825,0.25,0.443730670207765,0.221865335103883,0.00192712230071233,0.110932667551941,0.0554663337759707,0.000481780575178081,NA,NA,NA,NA
"30",29080,"total",0.0179981278412072,0.0089990639206036,0.000206800261519951,0.0212927096963825,0.25,0.845271837067548,0.422635918533774,0.00971225665820663,0.211317959266887,0.105658979633444,0.00242806416455166,1,29,1361.96850534843,340.492126337107
"31",29090,"ag",0.0650105352878219,0.0325052676439109,0.000661366065979576,0.0134202240816783,0.25,4.84422129557256,2.42211064778628,0.0492812982819334,1.21105532389314,0.60552766194657,0.0123203245704833,NA,NA,NA,NA
"32",29090,"bg",0.0102570426412498,0.00512852132062488,1.81549654750121e-05,0.0134202240816783,0.25,0.764297419985181,0.382148709992591,0.00135280643337377,0.191074354996295,0.0955371774981477,0.000338201608343443,NA,NA,NA,NA
"33",29090,"f",0.0334719404365895,0.0167359702182947,0.000508266777576597,0.0134202240816783,0.25,2.49414169486829,1.24707084743415,0.03787319604227,0.623535423717073,0.311767711858536,0.0094682990105675,NA,NA,NA,NA
"34",29090,"stem",0.0377277694438095,0.0188638847219048,0.000153099288402979,0.0134202240816783,0.25,2.81126225718664,1.40563112859332,0.0114081022396634,0.702815564296659,0.35140778214833,0.00285202555991584,NA,NA,NA,NA
"35",29090,"total",0.0752675779290716,0.0376337889645358,0.000679521031454588,0.0134202240816783,0.25,5.60851871555774,2.80425935777887,0.0506341047153071,1.40212967888943,0.701064839444717,0.0126585261788268,2,40,2980.57616300231,745.144040750577
"36",32010,"ag",0.00417028369678419,0.00208514184839209,0,0.0194795080804366,0.25,0.214085678116915,0.107042839058457,0,0.0535214195292287,0.0267607097646143,0,NA,NA,NA,NA
"37",32010,"bg",2.99876493416899e-06,1.4993824670845e-06,1.10954302564253e-08,0.0194795080804366,0.25,0.000153944592532122,7.69722962660611e-05,5.69594992368852e-07,3.84861481330306e-05,1.92430740665153e-05,1.42398748092213e-07,NA,NA,NA,NA
"38",32010,"f",0.0011726658258892,0.000586332912944602,0,0.0194795080804366,0.25,0.060199971223448,0.030099985611724,0,0.015049992805862,0.007524996402931,0,NA,NA,NA,NA
"39",32010,"stem",0.00417028369678419,0.00208514184839209,2.99813996019192e-05,0.0194795080804366,0.25,0.214085678116915,0.107042839058457,0.00153912508868895,0.0535214195292287,0.0267607097646143,0.000384781272172239,NA,NA,NA,NA
"40",32010,"total",0.00417328246171835,0.00208664123085918,0,0.0194795080804366,0.25,0.214239622709447,0.107119811354723,0,0.0535599056773617,0.0267799528386808,0,2,13,667.367982102998,166.841995525749
"41",32020,"ag",0.0337691376644099,0.016884568832205,0,0.0215018769352585,0.25,1.57052046042714,0.785260230213571,0,0.392630115106786,0.196315057553393,0,NA,NA,NA,NA
"42",32020,"bg",2.90911434581646e-05,1.45455717290823e-05,1.07637230795209e-07,0.0215018769352585,0.25,0.00135295832758029,0.000676479163790146,5.00594581204708e-06,0.000338239581895073,0.000169119790947537,1.25148645301177e-06,NA,NA,NA,NA
"43",32020,"f",0.00236585868555148,0.00118292934277574,0,0.0215018769352585,0.25,0.110030333290206,0.0550151666451029,0,0.0275075833225514,0.0137537916612757,0,NA,NA,NA,NA
"44",32020,"stem",0.0337691376644099,0.016884568832205,0.000243363494580258,0.0215018769352585,0.25,1.57052046042714,0.785260230213571,0.0113182442310975,0.392630115106786,0.196315057553393,0.00282956105777438,NA,NA,NA,NA
"45",32020,"total",0.0337982288078681,0.016899114403934,0,0.0215018769352585,0.25,1.57187341875472,0.785936709377361,0,0.392968354688681,0.19648417734434,0,2,26,1209.19676353303,302.299190883257
"46",32050,"ag",0.13233664929401,0.0661683246470052,0,0.0183650595025021,0.25,7.20589275934447,3.60294637967223,0,1.80147318983612,0.900736594918058,0,NA,NA,NA,NA
"47",32050,"bg",8.27085076205386e-05,4.13542538102693e-05,3.06021478195993e-07,0.0183650595025021,0.25,0.00450357961591521,0.00225178980795761,1.66632445788863e-05,0.0011258949039788,0.000562947451989401,4.16581114472157e-06,NA,NA,NA,NA
"48",32050,"f",0.00331351512740957,0.00165675756370478,0,0.0183650595025021,0.25,0.180424960069316,0.0902124800346582,0,0.0451062400173291,0.0225531200086646,0,NA,NA,NA,NA
"49",32050,"stem",0.13233664929401,0.0661683246470052,0.000801563084773821,0.0183650595025021,0.25,7.20589275934447,3.60294637967223,0.0436460924433494,1.80147318983612,0.900736594918058,0.0109115231108374,NA,NA,NA,NA
"50",32050,"total",0.132419357801631,0.0662096789008155,0,0.0183650595025021,0.25,7.21039633896038,3.60519816948019,0,1.8025990847401,0.901299542370048,0,1,36,1960.24412526925,490.061031317312
"51",32070,"ag",0.0540493568378792,0.0270246784189396,0,0.0274894697896618,0.25,1.96618404252402,0.983092021262011,0,0.491546010631005,0.245773005315503,0,NA,NA,NA,NA
"52",32070,"bg",0.00155923625299698,0.000779618126498489,4.75008912373518e-06,0.0274894697896618,0.25,0.0567212196134599,0.0283606098067299,0.000172796680331811,0.014180304903365,0.00709015245168249,4.31991700829528e-05,NA,NA,NA,NA
"53",32070,"f",0.0034317244194824,0.0017158622097412,0,0.0274894697896618,0.25,0.124837781366485,0.0624188906832425,0,0.0312094453416213,0.0156047226708106,0,NA,NA,NA,NA
"54",32070,"stem",0.0540493568378792,0.0270246784189396,0.000349955699007168,0.0274894697896618,0.25,1.96618404252402,0.983092021262011,0.0127305365176152,0.491546010631005,0.245773005315503,0.00318263412940379,NA,NA,NA,NA
"55",32070,"total",0.0556085930908762,0.0278042965454381,0,0.0274894697896618,0.25,2.02290526213748,1.01145263106874,0,0.50572631553437,0.252863157767185,0,6,23,836.684016679354,209.171004169839
"56",32080,"ag",0.0670837175720249,0.0335418587860124,0,0.0170442082872268,0.25,3.93586586373145,1.96793293186573,0,0.983966465932863,0.491983232966432,0,NA,NA,NA,NA
"57",32080,"bg",0.00126167920569174,0.000630839602845868,3.88439927609607e-06,0.0170442082872268,0.25,0.0740239255722576,0.0370119627861288,0.000227901420273483,0.0185059813930644,0.0092529906965322,5.69753550683708e-05,NA,NA,NA,NA
"58",32080,"f",0.00471727194306308,0.00235863597153154,0,0.0170442082872268,0.25,0.276766856140703,0.138383428070351,0,0.0691917140351757,0.0345958570175878,0,NA,NA,NA,NA
"59",32080,"stem",0.0670837175720249,0.0335418587860124,0.000369577324036447,0.0170442082872268,0.25,3.93586586373145,1.96793293186573,0.0216834550369473,0.983966465932863,0.491983232966432,0.00542086375923681,NA,NA,NA,NA
"60",32080,"total",0.0683453967777166,0.0341726983888583,0,0.0170442082872268,0.25,4.00988978930371,2.00494489465185,0,1.00247244732593,0.501236223662964,0,4,40,2346.83825296693,586.709563241734
"61",32090,"ag",0.0125938785373383,0.00629693926866915,0,0.0232509272292181,0.25,0.54165059368094,0.27082529684047,0,0.135412648420235,0.0677063242101175,0,NA,NA,NA,NA
"62",32090,"bg",2.0811152212849e-05,1.04055761064245e-05,7.70012631875413e-08,0.0232509272292181,0.25,0.000895067624946022,0.000447533812473011,3.31175021230028e-06,0.000223766906236506,0.000111883453118253,8.27937553075071e-07,NA,NA,NA,NA
"63",32090,"f",0.000378496569150637,0.000189248284575318,0,0.0232509272292181,0.25,0.0162787731181319,0.00813938655906596,0,0.00406969327953298,0.00203484663976649,0,NA,NA,NA,NA
"64",32090,"stem",0.0125938785373383,0.00629693926866915,9.08522397683585e-05,0.0232509272292181,0.25,0.54165059368094,0.27082529684047,0.0039074673828143,0.135412648420235,0.0677063242101175,0.000976866845703576,NA,NA,NA,NA
"65",32090,"total",0.0126146896895512,0.00630734484477558,0,0.0232509272292181,0.25,0.542545661305886,0.271272830652943,0,0.135636415326472,0.0678182076632358,0,1,4,172.036149808832,43.0090374522079
"66",33010,"ag",0.0326807847318251,0.0163403923659126,0,0.0291486391178022,0.25,1.12117703333415,0.560588516667073,0,0.280294258333537,0.140147129166768,0,NA,NA,NA,NA
"67",33010,"bg",3.5804976883694e-05,1.7902488441847e-05,1.32478414469668e-07,0.0291486391178022,0.25,0.00122835844030284,0.000614179220151422,4.54492622912053e-06,0.000307089610075711,0.000153544805037856,1.13623155728013e-06,NA,NA,NA,NA
"68",33010,"f",0.00273182569859666,0.00136591284929833,0,0.0291486391178022,0.25,0.0937205228537833,0.0468602614268916,0,0.0234301307134458,0.0117150653567229,0,NA,NA,NA,NA
"69",33010,"stem",0.0326807847318251,0.0163403923659126,0.000235736159007286,0.0291486391178022,0.25,1.12117703333415,0.560588516667073,0.00808738130293405,0.280294258333537,0.140147129166768,0.00202184532573351,NA,NA,NA,NA
"70",33010,"total",0.0327165897087088,0.0163582948543544,0,0.0291486391178022,0.25,1.12240539177445,0.561202695887225,0,0.280601347943612,0.140300673971806,0,2,30,1029.20756879102,257.301892197755
