"","plot_ID","SP_group","DW_type","D_mean","L_mean","B_tot_t","C_tot_t","N_tot_t","plot_A_ha","B_tot_t_ha","C_tot_t_ha","N_tot_t_ha","C_share","N_share","B_share"
"41",33010,1,1,7.66666666666667,3.73333333333333,0.0299420483424663,0.0149710241712331,7.41065696476041e-05,0.0500343869018386,0.598429404185744,0.299214702092872,0.00148111277535972,25.3350782261922,15.5964962973756,25.3350782261922
"42",33010,1,2,12,8.36666666666667,0.0882421075347841,0.044121053767392,0.000401042260157676,0.0500343869018386,1.76362923578747,0.881814617893733,0.00801533275394124,74.6649217738078,84.4035037026244,74.6649217738078
"43",33040,1,1,10.7,5.665,0.533624173714557,0.266812086857279,0.00132071982994353,0.0500343869018386,10.6651486458995,5.33257432294976,0.0263962428986013,76.2333704980714,65.700763242858,76.2333704980714
"44",33040,1,2,17,20.2,0.00875733381226768,0.00437866690613384,0.00011103156996006,0.0500343869018386,0.175026303998658,0.087513151999329,0.00221910523612272,1.25106977151863,5.52339620034374,1.25106977151863
"45",33040,1,3,14.0909090909091,3.63636363636364,0.147575658954674,0.0737878294773369,0.000470035245121687,0.0500343869018386,2.9494847062721,1.47474235313605,0.00939424412342334,21.0826091465762,23.3824567901423,21.0826091465762
"46",33040,1,4,14,0.566666666666667,0.0100304770243815,0.00501523851219075,0.000108418053908868,0.0500343869018386,0.20047166849591,0.100235834247955,0.00216687083868084,1.43295058383373,5.39338376665591,1.43295058383373
"47",33050,1,1,13.7272727272727,3.68181818181818,0.198788280686527,0.0993941403432637,0.000492000994699156,0.0500343869018386,3.97303320767227,1.98651660383614,0.00983325718898888,72.05764344269,68.456030071817,72.05764344269
"48",33050,1,3,17.5,7.85,0.0396250230104523,0.0198125115052261,0.00013399482506267,0.0500343869018386,0.791955802080512,0.395977901040256,0.00267805470117085,14.3634512539404,18.6437707906808,14.3634512539404
"49",33050,1,4,21.5,0.8,0.0374606649606701,0.018730332480335,9.27151457776584e-05,0.0500343869018386,0.748698390851942,0.374349195425971,0.00185302851735856,13.5789053033697,12.9001991375022,13.5789053033697
"50",33050,2,1,10,6.45,0.0376896870651168,0.0188448435325584,9.3281975486164e-05,0.0500343869018386,0.753275684961611,0.376637842480806,0.00186435732027999,26.0606739155145,8.54013495479939,26.0606739155145
"51",33050,2,2,18.5,12.4,0.0630331421767716,0.0315165710883858,0.000861455992053204,0.0500343869018386,1.25979643360945,0.629898216804725,0.0172172788634999,43.5844999535556,78.8678669315507,43.5844999535556
"52",33050,2,3,14.25,4.2,0.0340077650589612,0.0170038825294806,0.000113056255284106,0.0500343869018386,0.679687853988904,0.339843926994452,0.00225957111268113,23.5147952877881,10.3505063285642,23.5147952877881
"53",33050,2,4,32,1,0.00989224694762354,0.00494612347381177,2.44833111953683e-05,0.0500343869018386,0.197708966975671,0.0988544834878353,0.000489329693264785,6.84003084314178,2.24149178508563,6.84003084314178
"54",34010,1,2,12.5,10.7,0.120156754406136,0.0600783772030678,0.00014247351007389,0.100068773803677,1.20074174828872,0.600370874144358,0.00142375592963101,100,100,100
"55",34010,2,1,10.5943396226415,4.97358490566038,0.496427789345384,0.248213894672692,0.000403099364948452,0.100068773803677,4.96086611712976,2.48043305856488,0.00402822328710936,30.7311973420661,9.8267846543667,30.7311973420661
"56",34010,2,2,13.2,8.855,0.375171101607114,0.187585550803557,0.0018709673008361,0.100068773803677,3.74913259498067,1.87456629749033,0.0186968144978644,23.2248423798593,45.610572378424,23.2248423798593
"57",34010,2,3,13,5.56666666666667,0.333878345997649,0.166939172998824,0.000368718564028131,0.100068773803677,3.33648882969904,1.66824441484952,0.00368465156524763,20.6686280649727,8.98864707275117,20.6686280649727
"58",34010,2,4,26.5617283950617,0.248024691358025,0.294259468337461,0.147129734168731,0.00114014340687161,0.100068773803677,2.94057233992656,1.47028616996328,0.0113935982578184,18.2160346083254,27.7944961184844,18.2160346083254
"59",34010,2,5,16.3333333333333,13.2,0.115650368049276,0.0578251840246382,0.000319118768713239,0.100068773803677,1.15570885555337,0.577854427776683,0.00318899449431959,7.15929760477648,7.77949977597378,7.15929760477648
"60",34030,1,2,13,10.3,0.0176055793165999,0.00880278965829993,7.23077370917486e-05,0.0500343869018386,0.351869592229437,0.175934796114719,0.00144516084974934,100,100,100
"61",34030,2,1,8.83333333333333,6.58333333333333,0.103145335489338,0.0515726677446689,8.37540124173423e-05,0.0500343869018386,2.0614889454266,1.0307444727133,0.0016739290236864,52.9699221645529,37.8162181097491,52.9699221645529
"62",34030,2,3,12.6666666666667,1.8,0.0312702823004775,0.0156351411502388,3.39227618487739e-05,0.0500343869018386,0.624975826361698,0.312487913180849,0.000677988958180426,16.0587428569769,15.3166460200859,16.0587428569769
"63",34030,2,4,31.1904761904762,0.219047619047619,0.060308730055955,0.0301543650279775,0.000103799662574484,0.0500343869018386,1.20534563907565,0.602672819537825,0.0020745664932025,30.9713349784702,46.867135870165,30.9713349784702
"64",34040,2,1,11.3,3.29,0.0624601241210599,0.0312300620605299,5.07176207863006e-05,0.0500343869018386,1.24834394880463,0.624171974402315,0.00101365528642936,17.9702186463818,3.83921769587185,17.9702186463818
"65",34040,2,3,14.5,3.85,0.0531579256404202,0.0265789628202101,5.6915411873151e-05,0.0500343869018386,1.06242784077098,0.53121392038549,0.00113752591762166,15.2939104747051,4.30837750358862,15.2939104747051
"66",34040,2,4,29.46875,0.265625,0.231957710723971,0.115978855361986,0.00121340747100449,0.0500343869018386,4.63596588440355,2.31798294220177,0.0242514707611996,66.7358708789132,91.8524048005395,66.7358708789132
"67",35500,1,1,10.2,1.78,0.0188988789262001,0.00944943946310006,3.45471506770938e-05,0.0500343869018386,0.377717807620535,0.188858903810268,0.000690468152330339,17.4272392410546,17.4272392410546,17.4272392410546
"68",35500,1,4,27.9090909090909,0.463636363636364,0.0895456008034333,0.0447728004017166,0.000163689358268676,0.0500343869018386,1.78968118424456,0.894840592122282,0.00327153720479906,82.5727607589454,82.5727607589454,82.5727607589454
