"","plot_ID","C_layer","SP_code","mean_DBH_cm","sd_DBH_cm","d_g","mean_H_m","sd_height_m","h_g","SP_BA_plot","mean_BA_SP_plot","SP_BA_m2ha","tot_BA_m2ha","Nt_plot","Nt_ha","BA_SP_per","dom_SP"
"1",26010,1,"MBI",22.9464285714286,6.84430930486248,2.39221196206117,17.4702591240431,2.54083851133016,17.4702591240431,1.88772395574624,0.0449458084701485,37.7285317685559,37.7285317685559,42,839.422697082287,100,"MBI"
"2",26010,2,"MBI",9,NA,0.9,10.2,NA,10.2,0.00636172512351933,0.00636172512351933,0.127147058601922,0.127147058601922,1,19.9862546924354,100,"MBI"
"3",26020,1,"MBI",36.15,5.86898628384835,3.63874291479901,18.15,1.34350288425444,18.15,0.207980502251115,0.103990251125557,4.15675128905142,33.1048964803183,2,39.9725093848708,12.5563035411475,"SER"
"4",26020,1,"SER",16.5779365079365,4.26439352369549,1.71091899096678,14.169947327654,2.20984414220035,14.169947327654,1.44840269659045,0.0229905189934991,28.9481451912669,33.1048964803183,63,1259.13404562343,87.4436964588525,"SER"
"5",26020,2,"MBI",9.5,NA,0.95,9.9,NA,9.9,0.00708821842466197,0.00708821842466197,0.141666938750907,0.57687091402724,1,19.9862546924354,24.5578231292517,"SER"
"6",26020,2,"SER",9.56666666666667,1.15902257671425,0.961335876094649,9.46666666666667,1.33166562369588,9.46666666666667,0.0217751640801943,0.00725838802673142,0.435203975276333,0.57687091402724,3,59.9587640773062,75.4421768707483,"SER"
"7",26030,1,"SER",24.9295348837209,6.81047091354411,2.58221912405806,18.5562681571668,2.92632391514466,18.5562681571668,2.25187626464773,0.0523692154569241,45.0065725610997,45.0065725610997,43,859.408951774722,100,"SER"
"8",26030,2,"SER",11.4,NA,1.14,10.8006011304353,NA,10.8006011304353,0.0102070345315132,0.0102070345315132,0.204000391801307,0.204000391801307,1,19.9862546924354,100,"SER"
"9",27011,1,"GFI",28.4945454545455,9.34316263736117,2.99430879361417,23.3801322909657,3.89366227169656,23.3801322909657,2.32379061130671,0.0704178973123245,46.443871009466,62.0635889125254,33,659.546404850368,74.8327188666541,"GFI"
"10",27011,1,"GKI",44.16,7.07340087935075,4.46108955301281,26.5551142547289,2.26536230228299,26.5551142547289,0.781523008859245,0.156304601771849,15.6197179030593,62.0635889125254,5,99.931273462177,25.1672811333458,"GFI"
"11",27011,2,"GFI",11.6777777777778,1.30074764825636,1.17419949090623,10.7962925169902,1.6019067282234,10.7962925169902,0.0974577019014992,0.010828633544611,1.94781445194281,1.94781445194281,9,179.876292231919,100,"GFI"
"12",27040,1,"MBI",10.5866666666667,0.292631736715848,1.05893625870493,6.9,1.3856406460551,6.9,0.0264210926679923,0.00880703088933075,0.52805868731493,0.52805868731493,3,59.9587640773062,100,"MBI"
"13",29080,1,"GFI",24.1626315789474,6.18088886281762,2.49003101861889,17.1185626398143,3.14482742501869,17.1185626398143,0.925237010483394,0.0486966847622839,18.4920225423886,18.4920225423886,19,379.738839156272,100,"GFI"
"14",29080,2,"GFI",9.98,1.15195486022674,1.00330454000767,7.82,1.78941331167509,7.82,0.039529874961957,0.00790597499239139,0.790054148949797,0.790054148949797,5,99.931273462177,100,"GFI"
"15",29090,1,"BKI",11.8131818181818,3.2709346070295,1.22378085902219,7.25266228438463,0.797107960840113,7.25266228438463,0.258773544508887,0.0117624338413131,5.17191396821889,6.74849040337954,22,439.697603233579,76.6380873214085,"BKI"
"16",29090,1,"GFI",11,NA,1.1,7.8,NA,7.8,0.00950331777710912,0.00950331777710912,0.189935729516452,6.74849040337954,1,19.9862546924354,2.81449210361676,"BKI"
"17",29090,1,"GKI",25.6,NA,2.56,15.7,NA,15.7,0.0514718540364152,0.0514718540364152,1.02872958426365,6.74849040337954,1,19.9862546924354,15.243847479556,"BKI"
"18",29090,1,"MBI",15.1,NA,1.51,9.2,NA,9.2,0.0179078635236252,0.0179078635236252,0.357911121380547,6.74849040337954,1,19.9862546924354,5.30357309541866,"BKI"
"19",29090,2,"BKI",8.66956521739131,1.2414927900822,0.875417912621812,4.55133203770979,0.369840434071487,4.55133203770979,0.138435851076761,0.0060189500468157,2.7668141781842,2.7668141781842,23,459.683857926014,100,"BKI"
"20",32010,1,"SER",17.8134615384615,6.12683038184537,1.88184902934076,15.5141219669508,2.07167540326038,15.5141219669508,1.44631464488722,0.027813743170908,28.9064128581152,28.9064128581152,52,1039.28524400664,100,"SER"
"21",32010,2,"SER",9.45,1.34350288425444,0.94976312836412,8.95,3.88908729652601,8.95,0.0141693682658534,0.00708468413292668,0.283192602992257,0.283192602992257,2,39.9725093848708,100,"SER"
"22",32020,1,"SER",36.6611111111111,4.66200397315914,3.69400039102446,25.7345920289338,2.41192474951199,25.7345920289338,1.92910674990926,0.107172597217181,38.5556188325828,38.5556188325828,18,359.752584463837,100,"SER"
