bnr,bart,bund_nr,quirl,nadeljg,trieb,probe_nr,anmerkung
1,gki,140008,7,0,1,200710306,
1,gki,140008,7,+1,1,200710307,
1,gki,140008,7,+2,1,200710308,
2,gki,140008,7,0,1,200710306,
2,gki,140008,7,+1,1,200710307,
2,gki,140008,7,+2,1,200710308,
3,gki,140008,7,0,1,200710306,
3,gki,140008,7,+1,1,200710307,
3,gki,140008,7,+2,1,200710308,
1,gki,140009,7,0,1,200710324,
1,gki,140009,7,+1,1,200710325,
1,gki,140009,7,+2,1,200710326,
2,gki,140009,7,0,1,200710324,
2,gki,140009,7,+1,1,200710325,
2,gki,140009,7,+2,1,200710326,
3,gki,140009,7,0,1,200710324,
3,gki,140009,7,+1,1,200710325,
3,gki,140009,7,+2,1,200710326,
1,sbi,140010,-2,-2,1,200710160,
2,sbi,140010,-2,-2,1,200710160,
3,sbi,140010,-2,-2,1,200710160,
1,gki,140011,7,0,1,200710321,
1,gki,140011,7,+1,1,200710322,
1,gki,140011,7,+2,1,200710323,
2,gki,140011,7,0,1,200710321,
2,gki,140011,7,+1,1,200710322,
2,gki,140011,7,+2,1,200710323,
3,gki,140011,7,0,1,200710321,
3,gki,140011,7,+1,1,200710322,
3,gki,140011,7,+2,1,200710323,
4,sbi,140011,-2,-2,1,200710161,
5,sbi,140011,-2,-2,1,200710161,
6,sbi,140011,-2,-2,1,200710161,
1,gki,140012,7,0,1,200710296,
1,gki,140012,7,+1,1,200710297,
2,gki,140012,7,0,1,200710296,
2,gki,140012,7,+1,1,200710297,
3,gki,140012,7,0,1,200710296,
3,gki,140012,7,+1,1,200710297,
1,gki,140013,7,0,1,200710293,
1,gki,140013,7,+1,1,200710294,
1,gki,140013,7,+2,1,200710295,
2,gki,140013,7,0,1,200710293,
2,gki,140013,7,+1,1,200710294,
2,gki,140013,7,+2,1,200710295,
3,gki,140013,7,0,1,200710293,
3,gki,140013,7,+1,1,200710294,
3,gki,140013,7,+2,1,200710295,
1,gki,140014,7,0,1,200710301,
1,gki,140014,7,+1,1,200710302,
1,gki,140014,7,+2,1,200710303,
2,gki,140014,7,0,1,200710301,
2,gki,140014,7,+1,1,200710302,
2,gki,140014,7,+2,1,200710303,
3,gki,140014,7,0,1,200710301,
3,gki,140014,7,+1,1,200710302,
3,gki,140014,7,+2,1,200710303,
1,gki,140015,7,0,1,200710283,
1,gki,140015,7,+1,1,200710284,
1,gki,140015,7,+2,1,200710285,
2,gki,140015,7,0,1,200710283,
2,gki,140015,7,+1,1,200710284,
2,gki,140015,7,+2,1,200710285,
3,gki,140015,7,0,1,200710283,
3,gki,140015,7,+1,1,200710284,
3,gki,140015,7,+2,1,200710285,
1,gki,140016,7,0,1,200810082,
1,gki,140016,7,+1,1,200810083,
1,gki,140016,7,+2,1,200810084,
2,gki,140016,7,0,1,200810082,
2,gki,140016,7,+1,1,200810083,
2,gki,140016,7,+2,1,200810084,
3,gki,140016,7,0,1,200810082,
3,gki,140016,7,+1,1,200810083,
3,gki,140016,7,+2,1,200810084,
4,rbu,140016,-2,-2,1,200710159,
5,rbu,140016,-2,-2,1,200710159,
6,rbu,140016,-2,-2,1,200710159,
1,gki,140017,7,0,1,200710269,
1,gki,140017,7,+1,1,200710270,
2,gki,140017,7,0,1,200710269,
2,gki,140017,7,+1,1,200710270,
3,gki,140017,7,0,1,200710269,
3,gki,140017,7,+1,1,200710270,
4,gfi,140017,7,0,1,200710271,
4,gfi,140017,7,+1,1,200710272,
4,gfi,140017,7,+2,1,200710273,
5,gfi,140017,7,0,1,200710271,
5,gfi,140017,7,+1,1,200710272,
5,gfi,140017,7,+2,1,200710273,
6,gfi,140017,7,0,1,200710271,
6,gfi,140017,7,+1,1,200710272,
6,gfi,140017,7,+2,1,200710273,
7,rbu,140017,-2,-2,1,200710110,
1,gki,140018,7,0,1,200710274,
1,gki,140018,7,+1,1,200710275,
1,gki,140018,7,+2,1,200710276,"wenig Material 1,80g"
2,gki,140018,7,0,1,200710274,
2,gki,140018,7,+1,1,200710275,
2,gki,140018,7,+2,1,200710276,"wenig Material 1,80g"
3,gki,140018,7,0,1,200710274,
3,gki,140018,7,+1,1,200710275,
3,gki,140018,7,+2,1,200710276,"wenig Material 1,80g"
4,gfi,140018,7,0,1,200710277,
4,gfi,140018,7,+1,1,200710278,
4,gfi,140018,7,+2,1,200710279,
5,gfi,140018,7,0,1,200710277,
5,gfi,140018,7,+1,1,200710278,
5,gfi,140018,7,+2,1,200710279,
6,gfi,140018,7,0,1,200710277,
6,gfi,140018,7,+1,1,200710278,
6,gfi,140018,7,+2,1,200710279,
1,sei,140019,-2,-2,1,200710113,
2,sei,140019,-2,-2,1,200710113,
3,sei,140019,-2,-2,1,200710113,
1,gki,140020,7,0,1,200710288,
1,gki,140020,7,+1,1,200710289,
2,gki,140020,7,0,1,200710288,
2,gki,140020,7,+1,1,200710289,
3,gki,140020,7,0,1,200710288,
3,gki,140020,7,+1,1,200710289,
1,gki,140021,7,0,1,200710266,
1,gki,140021,7,+1,1,200710267,
1,gki,140021,7,+2,1,200710268,"bei P 268/07 kleinstes Nadelprobengewicht 4,90g dadurch ca 15g Probe"
2,gki,140021,7,0,1,200710266,
2,gki,140021,7,+1,1,200710267,
2,gki,140021,7,+2,1,200710268,"bei P 268/07 kleinstes Nadelprobengewicht 4,90g dadurch ca 15g Probe"
3,gki,140021,7,0,1,200710266,
3,gki,140021,7,+1,1,200710267,
3,gki,140021,7,+2,1,200710268,"bei P 268/07 kleinstes Nadelprobengewicht 4,90g dadurch ca 15g Probe"
1,sbi,140022,-2,-2,1,200710114,
2,sbi,140022,-2,-2,1,200710114,
3,sbi,140022,-2,-2,1,200710114,
4,sei,140022,-2,-2,1,200710115,
5,sei,140022,-2,-2,1,200710115,
6,sei,140022,-2,-2,1,200710115,
1,gki,140024,7,0,1,200710280,
1,gki,140024,7,+1,1,200710281,
1,gki,140024,7,+2,1,200710282,
2,gki,140024,7,0,1,200710280,
2,gki,140024,7,+1,1,200710281,
2,gki,140024,7,+2,1,200710282,
3,gki,140024,7,0,1,200710280,
3,gki,140024,7,+1,1,200710281,
3,gki,140024,7,+2,1,200710282,
1,gki,140025,7,0,1,200710286,
1,gki,140025,7,+1,1,200710287,
2,gki,140025,7,0,1,200710286,
2,gki,140025,7,+1,1,200710287,
3,gki,140025,7,0,1,200710286,
3,gki,140025,7,+1,1,200710287,
1,rbu,140026,-2,-2,1,200710156,
2,tei,140026,-2,-2,1,200710155,
1,gfi,140027,7,0,1,200810076,
1,gfi,140027,7,+1,1,200810077,
1,gfi,140027,7,+2,1,200810078,
2,gfi,140027,7,0,1,200810076,
2,gfi,140027,7,+1,1,200810077,
2,gfi,140027,7,+2,1,200810078,
3,gfi,140027,7,0,1,200810076,
3,gfi,140027,7,+1,1,200810077,
3,gfi,140027,7,+2,1,200810078,
1,ela,140028,-9,0,1,200710158,
1,gfi,140029,7,0,1,200810071,
1,gfi,140029,7,+1,1,200810072,
1,gfi,140029,7,+2,1,200810073,
2,gfi,140029,7,0,1,200810071,
2,gfi,140029,7,+1,1,200810072,
2,gfi,140029,7,+2,1,200810073,
3,gfi,140029,7,0,1,200810071,
3,gfi,140029,7,+1,1,200810072,
3,gfi,140029,7,+2,1,200810073,
4,rbu,140029,-2,-2,1,200710153,
5,rbu,140029,-2,-2,1,200710153,
6,rbu,140029,-2,-2,1,200710153,
7,tei,140029,-2,-2,1,200710154,
8,tei,140029,-2,-2,1,200710154,
9,tei,140029,-2,-2,1,200710154,
1,gki,140030,7,0,1,200810057,
1,gki,140030,7,+1,1,200810058,
1,gki,140030,7,+2,1,200810059,
2,gki,140030,7,0,1,200810057,
2,gki,140030,7,+1,1,200810058,
2,gki,140030,7,+2,1,200810059,
3,gki,140030,7,0,1,200810057,
3,gki,140030,7,+1,1,200810058,
3,gki,140030,7,+2,1,200810059,
1,gfi,140031,7,0,1,200810060,
1,gfi,140031,7,+1,1,200810061,
1,gfi,140031,7,+2,1,200810062,
2,gfi,140031,7,0,1,200810060,
2,gfi,140031,7,+1,1,200810061,
2,gfi,140031,7,+2,1,200810062,
3,gfi,140031,7,0,1,200810060,
3,gfi,140031,7,+1,1,200810061,
3,gfi,140031,7,+2,1,200810062,
1,gfi,140032,7,0,1,200810079,
1,gfi,140032,7,+1,1,200810080,
1,gfi,140032,7,+2,1,200810081,
2,gfi,140032,7,0,1,200810079,
2,gfi,140032,7,+1,1,200810080,
2,gfi,140032,7,+2,1,200810081,
3,gfi,140032,7,0,1,200810079,
3,gfi,140032,7,+1,1,200810080,
3,gfi,140032,7,+2,1,200810081,
4,ela,140032,-9,0,1,200710106,
5,sbi,140032,-2,-2,1,200710103,
1,gfi,140033,7,0,1,200710560,
1,gfi,140033,7,+1,1,200710561,
1,gfi,140033,7,+2,1,200710562,
2,gfi,140033,7,0,1,200710560,
2,gfi,140033,7,+1,1,200710561,
2,gfi,140033,7,+2,1,200710562,
3,gfi,140033,7,0,1,200710560,
3,gfi,140033,7,+1,1,200710561,
3,gfi,140033,7,+2,1,200710562,
1,gfi,140034,7,0,1,200810004,
1,gfi,140034,7,+1,1,200810005,
1,gfi,140034,7,+2,1,200810006,
2,gfi,140034,7,0,1,200810004,
2,gfi,140034,7,+1,1,200810005,
2,gfi,140034,7,+2,1,200810006,
3,gfi,140034,7,0,1,200810004,
3,gfi,140034,7,+1,1,200810005,
3,gfi,140034,7,+2,1,200810006,
1,gfi,140035,7,0,1,200810007,
1,gfi,140035,7,+1,1,200810008,
1,gfi,140035,7,+2,1,200810009,
2,gfi,140035,7,0,1,200810007,
2,gfi,140035,7,+1,1,200810008,
2,gfi,140035,7,+2,1,200810009,
3,gfi,140035,7,0,1,200810007,
3,gfi,140035,7,+1,1,200810008,
3,gfi,140035,7,+2,1,200810009,
4,rbu,140035,-2,-2,1,200710104,
1,gfi,140036,7,0,1,200810010,
1,gfi,140036,7,+1,1,200810011,
1,gfi,140036,7,+2,1,200810012,
2,gfi,140036,7,0,1,200810010,
2,gfi,140036,7,+1,1,200810011,
2,gfi,140036,7,+2,1,200810012,
3,gfi,140036,7,0,1,200810010,
3,gfi,140036,7,+1,1,200810011,
3,gfi,140036,7,+2,1,200810012,
1,gfi,140037,7,0,1,200810013,
1,gfi,140037,7,+1,1,200810014,
1,gfi,140037,7,+2,1,200810015,
2,gfi,140037,7,0,1,200810013,
2,gfi,140037,7,+1,1,200810014,
2,gfi,140037,7,+2,1,200810015,
3,gfi,140037,7,0,1,200810013,
3,gfi,140037,7,+1,1,200810014,
3,gfi,140037,7,+2,1,200810015,
1,gfi,140038,7,0,1,200810022,
1,gfi,140038,7,+1,1,200810023,
1,gfi,140038,7,+2,1,200810024,
2,gfi,140038,7,0,1,200810022,
2,gfi,140038,7,+1,1,200810023,
2,gfi,140038,7,+2,1,200810024,
3,gfi,140038,7,0,1,200810022,
3,gfi,140038,7,+1,1,200810023,
3,gfi,140038,7,+2,1,200810024,
1,gfi,140039,7,0,1,200810031,
1,gfi,140039,7,+1,1,200810032,
1,gfi,140039,7,+2,1,200810033,
2,gfi,140039,7,0,1,200810031,
2,gfi,140039,7,+1,1,200810032,
2,gfi,140039,7,+2,1,200810033,
3,gfi,140039,7,0,1,200810031,
3,gfi,140039,7,+1,1,200810032,
3,gfi,140039,7,+2,1,200810033,
1,gfi,140040,7,0,1,200810034,
1,gfi,140040,7,+1,1,200810035,
1,gfi,140040,7,+2,1,200810036,
2,gfi,140040,7,0,1,200810034,
2,gfi,140040,7,+1,1,200810035,
2,gfi,140040,7,+2,1,200810036,
3,gfi,140040,7,0,1,200810034,
3,gfi,140040,7,+1,1,200810035,
3,gfi,140040,7,+2,1,200810036,
1,gfi,140041,7,0,1,200710121,
1,gfi,140041,7,0,1,200810040,
1,gfi,140041,7,+1,1,200810041,
1,gfi,140041,7,+2,1,200810042,
2,gfi,140041,7,0,1,200810040,
2,gfi,140041,7,+1,1,200810041,
2,gfi,140041,7,+2,1,200810042,
3,gfi,140041,7,0,1,200810040,
3,gfi,140041,7,+1,1,200810041,
3,gfi,140041,7,+2,1,200810042,
4,rbu,140041,,,,,
1,gfi,140042,7,0,1,200810043,
1,gfi,140042,7,+1,1,200810044,
1,gfi,140042,7,+2,1,200810045,
2,gfi,140042,7,0,1,200810043,
2,gfi,140042,7,+1,1,200810044,
2,gfi,140042,7,+2,1,200810045,
3,gfi,140042,7,0,1,200810043,
3,gfi,140042,7,+1,1,200810044,
3,gfi,140042,7,+2,1,200810045,
1,gfi,140043,7,0,1,200810028,
1,gfi,140043,7,+1,1,200810029,
1,gfi,140043,7,+2,1,200810030,
2,gfi,140043,7,0,1,200810028,
2,gfi,140043,7,+1,1,200810029,
2,gfi,140043,7,+2,1,200810030,
3,gfi,140043,7,0,1,200810028,
3,gfi,140043,7,+1,1,200810029,
3,gfi,140043,7,+2,1,200810030,
4,rbu,140043,-2,-2,1,200710116,
5,rbu,140043,-2,-2,1,200710116,
6,rbu,140043,-2,-2,1,200710116,
1,gfi,140044,7,0,1,200810025,
1,gfi,140044,7,+1,1,200810026,
1,gfi,140044,7,+2,1,200810027,
2,gfi,140044,7,0,1,200810025,
2,gfi,140044,7,+1,1,200810026,
2,gfi,140044,7,+2,1,200810027,
3,gfi,140044,7,0,1,200810025,
3,gfi,140044,7,+1,1,200810026,
3,gfi,140044,7,+2,1,200810027,
1,gfi,140045,7,0,1,200710360,
1,gfi,140045,7,+1,1,200710361,
1,gfi,140045,7,+2,1,200710362,
2,gfi,140045,7,0,1,200710360,
2,gfi,140045,7,+1,1,200710361,
2,gfi,140045,7,+2,1,200710362,
3,gfi,140045,7,0,1,200710360,
3,gfi,140045,7,+1,1,200710361,
3,gfi,140045,7,+2,1,200710362,
1,gfi,140046,7,0,1,200810037,
1,gfi,140046,7,+1,1,200810038,
1,gfi,140046,7,+2,1,200810039,
2,gfi,140046,7,0,1,200810037,
2,gfi,140046,7,+1,1,200810038,
2,gfi,140046,7,+2,1,200810039,
3,gfi,140046,7,0,1,200810037,
3,gfi,140046,7,+1,1,200810038,
3,gfi,140046,7,+2,1,200810039,
1,gfi,140047,7,0,1,200710357,
1,gfi,140047,7,+1,1,200710358,
1,gfi,140047,7,+2,1,200710359,
2,gfi,140047,7,0,1,200710357,
2,gfi,140047,7,+1,1,200710358,
2,gfi,140047,7,+2,1,200710359,
3,gfi,140047,7,0,1,200710357,
3,gfi,140047,7,+1,1,200710358,
3,gfi,140047,7,+2,1,200710359,
1,gfi,140048,7,0,1,200710354,
1,gfi,140048,7,+1,1,200710355,
1,gfi,140048,7,+2,1,200710356,
2,gfi,140048,7,0,1,200710354,
2,gfi,140048,7,+1,1,200710355,
2,gfi,140048,7,+2,1,200710356,
3,gfi,140048,7,0,1,200710354,
3,gfi,140048,7,+1,1,200710355,
3,gfi,140048,7,+2,1,200710356,
1,gfi,140049,7,0,1,200710342,
1,gfi,140049,7,+1,1,200710343,
1,gfi,140049,7,+2,1,200710344,
2,gfi,140049,7,0,1,200710342,
2,gfi,140049,7,+1,1,200710343,
2,gfi,140049,7,+2,1,200710344,
3,gfi,140049,7,0,1,200710342,
3,gfi,140049,7,+1,1,200710343,
3,gfi,140049,7,+2,1,200710344,
1,gfi,140050,7,0,1,200710339,
1,gfi,140050,7,+1,1,200710340,
1,gfi,140050,7,+2,1,200710341,
2,gfi,140050,7,0,1,200710339,
2,gfi,140050,7,+1,1,200710340,
2,gfi,140050,7,+2,1,200710341,
3,gfi,140050,7,0,1,200710339,
3,gfi,140050,7,+1,1,200710340,
3,gfi,140050,7,+2,1,200710341,
1,gfi,140051,7,0,1,200710330,
1,gfi,140051,7,+1,1,200710331,
1,gfi,140051,7,+2,1,200710332,
2,gfi,140051,7,0,1,200710330,
2,gfi,140051,7,+1,1,200710331,
2,gfi,140051,7,+2,1,200710332,
3,gfi,140051,7,0,1,200710330,
3,gfi,140051,7,+1,1,200710331,
3,gfi,140051,7,+2,1,200710332,
1,gfi,140052,7,0,1,200710348,
1,gfi,140052,7,+1,1,200710349,
1,gfi,140052,7,+2,1,200710350,
2,gfi,140052,7,0,1,200710348,
2,gfi,140052,7,+1,1,200710349,
2,gfi,140052,7,+2,1,200710350,
3,gfi,140052,7,0,1,200710348,
3,gfi,140052,7,+1,1,200710349,
3,gfi,140052,7,+2,1,200710350,
1,gfi,140053,7,0,1,200710345,
1,gfi,140053,7,+1,1,200710346,
1,gfi,140053,7,+2,1,200710347,
2,gfi,140053,7,0,1,200710345,
2,gfi,140053,7,+1,1,200710346,
2,gfi,140053,7,+2,1,200710347,
3,gfi,140053,7,0,1,200710345,
3,gfi,140053,7,+1,1,200710346,
3,gfi,140053,7,+2,1,200710347,
4,sbi,140053,-2,-2,1,200710117,
5,sbi,140053,-2,-2,1,200710117,
6,sbi,140053,-2,-2,1,200710117,
1,gfi,140054,7,0,1,200710554,
1,gfi,140054,7,+1,1,200710555,
1,gfi,140054,7,+2,1,200710556,
2,gfi,140054,7,0,1,200710554,
2,gfi,140054,7,+1,1,200710555,
2,gfi,140054,7,+2,1,200710556,
3,gfi,140054,7,0,1,200710554,
3,gfi,140054,7,+1,1,200710555,
3,gfi,140054,7,+2,1,200710556,
1,gfi,140055,7,0,1,200710557,
1,gfi,140055,7,+1,1,200710558,
1,gfi,140055,7,+2,1,200710559,
2,gfi,140055,7,0,1,200710557,
2,gfi,140055,7,+1,1,200710558,
2,gfi,140055,7,+2,1,200710559,
3,gfi,140055,7,0,1,200710557,
3,gfi,140055,7,+1,1,200710558,
3,gfi,140055,7,+2,1,200710559,
1,gfi,140056,7,0,1,200710318,
1,gfi,140056,7,+1,1,200710319,
1,gfi,140056,7,+2,1,200710320,
2,gfi,140056,7,0,1,200710318,
2,gfi,140056,7,+1,1,200710319,
2,gfi,140056,7,+2,1,200710320,
3,gfi,140056,7,0,1,200710318,
3,gfi,140056,7,+1,1,200710319,
3,gfi,140056,7,+2,1,200710320,
4,sbi,140056,-2,-2,1,200710119,
5,sei,140056,-2,-2,1,200710118,
1,gfi,140057,7,0,1,200710312,
1,gfi,140057,7,+1,1,200710313,
1,gfi,140057,7,+2,1,200710314,
2,gfi,140057,7,0,1,200710312,
2,gfi,140057,7,+1,1,200710313,
2,gfi,140057,7,+2,1,200710314,
3,gfi,140057,7,0,1,200710312,
3,gfi,140057,7,+1,1,200710313,
3,gfi,140057,7,+2,1,200710314,
1,gfi,140058,7,0,1,200710315,
1,gfi,140058,7,+1,1,200710316,
1,gfi,140058,7,+2,1,200710317,
2,gfi,140058,7,0,1,200710315,
2,gfi,140058,7,+1,1,200710316,
2,gfi,140058,7,+2,1,200710317,
3,gfi,140058,7,0,1,200710315,
3,gfi,140058,7,+1,1,200710316,
3,gfi,140058,7,+2,1,200710317,
1,gki,140059,7,0,1,200810049,
1,gki,140059,7,+1,1,200810050,
2,gki,140059,7,0,1,200810049,
2,gki,140059,7,+1,1,200810050,
3,gki,140059,7,0,1,200810049,
3,gki,140059,7,+1,1,200810050,
4,sbi,140059,-2,-2,1,200710147,
1,sbi,140060,-2,-2,1,200710150,
2,sbi,140060,-2,-2,1,200710150,
3,sbi,140060,-2,-2,1,200710150,
4,tei,140060,-2,-2,1,200710149,
5,tei,140060,-2,-2,1,200710149,
6,tei,140060,-2,-2,1,200710149,
1,tei,140061,-2,-2,1,200710151,
2,tei,140061,-2,-2,1,200710151,
3,tei,140061,-2,-2,1,200710151,
4,gki,140061,7,0,1,200710552,
4,gki,140061,7,+1,1,200710553,
5,gki,140061,7,0,1,200710552,
5,gki,140061,7,+1,1,200710553,
6,gki,140061,7,0,1,200710552,
6,gki,140061,7,+1,1,200710553,
1,gki,140062,7,0,1,200710550,
1,gki,140062,7,+1,1,200710551,
2,gki,140062,7,0,1,200710550,
2,gki,140062,7,+1,1,200710551,
3,gki,140062,7,0,1,200710550,
3,gki,140062,7,+1,1,200710551,
1,gki,140063,7,0,1,200710546,
1,gki,140063,7,+1,1,200710547,
2,gki,140063,7,0,1,200710546,
2,gki,140063,7,+1,1,200710547,
3,gki,140063,7,0,1,200710546,
3,gki,140063,7,+1,1,200710547,
1,gki,140064,7,0,1,200710548,
1,gki,140064,7,+1,1,200710549,
2,gki,140064,7,0,1,200710548,
2,gki,140064,7,+1,1,200710549,
3,gki,140064,7,0,1,200710548,
3,gki,140064,7,+1,1,200710549,
1,sbi,140065,-2,-2,1,200710152,
2,sbi,140065,-2,-2,1,200710152,
3,sbi,140065,-2,-2,1,200710152,
1,gfi,140066,7,0,1,200810046,
1,gfi,140066,7,+1,1,200810047,
1,gfi,140066,7,+2,1,200810048,
2,gfi,140066,7,0,1,200810046,
2,gfi,140066,7,+1,1,200810047,
2,gfi,140066,7,+2,1,200810048,
3,gfi,140066,7,0,1,200810046,
3,gfi,140066,7,+1,1,200810047,
3,gfi,140066,7,+2,1,200810048,
1,gki,140067,7,0,1,200810051,
1,gki,140067,7,+1,1,200810052,
1,gki,140067,7,+2,1,200810053,
2,gki,140067,7,0,1,200810051,
2,gki,140067,7,+1,1,200810052,
2,gki,140067,7,+2,1,200810053,
3,gki,140067,7,0,1,200810051,
3,gki,140067,7,+1,1,200810052,
3,gki,140067,7,+2,1,200810053,
1,gfi,140068,7,0,1,200810054,
1,gfi,140068,7,+1,1,200810055,
1,gfi,140068,7,+2,1,200810056,
2,gfi,140068,7,0,1,200810054,
2,gfi,140068,7,+1,1,200810055,
2,gfi,140068,7,+2,1,200810056,
3,gfi,140068,7,0,1,200810054,
3,gfi,140068,7,+1,1,200810055,
3,gfi,140068,7,+2,1,200810056,
1,gki,140089,7,0,1,200710298,
1,gki,140089,7,+1,1,200710299,
1,gki,140089,7,+2,1,200710300,
2,gki,140089,7,0,1,200710298,
2,gki,140089,7,+1,1,200710299,
2,gki,140089,7,+2,1,200710300,
3,gki,140089,7,0,1,200710298,
3,gki,140089,7,+1,1,200710299,
3,gki,140089,7,+2,1,200710300,
1,gki,140102,7,0,1,200710309,
1,gki,140102,7,+1,1,200710310,
1,gki,140102,7,+2,1,200710311,
2,gki,140102,7,0,1,200710309,
2,gki,140102,7,+1,1,200710310,
2,gki,140102,7,+2,1,200710311,
3,gki,140102,7,0,1,200710309,
3,gki,140102,7,+1,1,200710310,
3,gki,140102,7,+2,1,200710311,
1,gfi,140175,7,0,1,200810019,
1,gfi,140175,7,+1,1,200810020,
1,gfi,140175,7,+2,1,200810021,
2,gfi,140175,7,0,1,200810019,
2,gfi,140175,7,+1,1,200810020,
2,gfi,140175,7,+2,1,200810021,
3,gfi,140175,7,0,1,200810019,
3,gfi,140175,7,+1,1,200810020,
3,gfi,140175,7,+2,1,200810021,
4,rbu,140175,-2,-2,1,200710105,
1,gfi,140187,7,0,1,200710543,
1,gfi,140187,7,+1,1,200710544,
1,gfi,140187,7,+2,1,200710545,
2,gfi,140187,7,0,1,200710543,
2,gfi,140187,7,+1,1,200710544,
2,gfi,140187,7,+2,1,200710545,
3,gfi,140187,7,0,1,200710543,
3,gfi,140187,7,+1,1,200710544,
3,gfi,140187,7,+2,1,200710545,
4,rbu,140187,-2,-2,1,200710120,
5,rbu,140187,-2,-2,1,200710120,
6,rbu,140187,-2,-2,1,200710120,
1,gfi,140234,7,0,1,200710336,
1,gfi,140234,7,+1,1,200710337,
1,gfi,140234,7,+2,1,200710338,
2,gfi,140234,7,0,1,200710336,
2,gfi,140234,7,+1,1,200710337,
2,gfi,140234,7,+2,1,200710338,
3,gfi,140234,7,0,1,200710336,
3,gfi,140234,7,+1,1,200710337,
3,gfi,140234,7,+2,1,200710338,
1,gfi,140252,7,0,1,200710351,
1,gfi,140252,7,+1,1,200710352,
1,gfi,140252,7,+2,1,200710353,
2,gfi,140252,7,0,1,200710351,
2,gfi,140252,7,+1,1,200710352,
2,gfi,140252,7,+2,1,200710353,
3,gfi,140252,7,0,1,200710351,
3,gfi,140252,7,+1,1,200710352,
3,gfi,140252,7,+2,1,200710353,
1,gfi,140254,,,,,
2,gfi,140254,,,,,
3,gfi,140254,,,,,
1,gfi,140315,7,0,1,200710333,
1,gfi,140315,7,+1,1,200710334,
1,gfi,140315,7,+2,1,200710335,
2,gfi,140315,7,0,1,200710333,
2,gfi,140315,7,+1,1,200710334,
2,gfi,140315,7,+2,1,200710335,
3,gfi,140315,7,0,1,200710333,
3,gfi,140315,7,+1,1,200710334,
3,gfi,140315,7,+2,1,200710335,
1,sei,140316,-2,-2,1,200710148,
2,sei,140316,-2,-2,1,200710148,
3,sei,140316,-2,-2,1,200710148,
