bund_nr,datum,ort,lfd_nr,schicht,deckung_bze2,deckung,art,frequenz_epi,anz_flechten
140048,2006-07-26,z,20,ks,0.5,-9.0,144.005.118,,
140048,2006-07-26,z,21,ks,0.5,-9.0,154.017.002,,
140048,2006-07-26,z,22,ks,0.2,-9.0,154.021.027,,
140048,2006-07-26,z,23,ks,0.1,-9.0,169.089.001,,
140048,2006-07-26,z,24,ks,0.1,-9.0,169.096.071,,
140048,2006-07-26,z,25,ks,0.1,-9.0,169.118.028,,
140048,2006-07-26,z,26,ks,0.2,-9.0,169.172.001,,
140048,2006-07-26,z,27,ks,0.2,-9.0,169.173.030,,
140048,2006-07-26,z,28,ks,0.01,-9.0,169.181.065,,
140048,2006-07-26,z,29,ks,0.2,-9.0,193.074.005,,
140048,2006-07-26,z,30,ks,0.01,-9.0,193.087.019,,
140048,2006-07-26,z,31,ks,5.0,-9.0,193.091.003,,
140048,2006-07-26,z,32,ks,0.2,-9.0,199.012.103,,
140048,2006-07-26,z,33,ms,0.5,-9.0,315.001.013,,
140048,2006-07-26,z,34,ms,2.0,-9.0,315.001.021,,
140048,2006-07-26,z,35,ms,0.5,-9.0,315.001.022,,
140048,2006-07-26,z,36,ms,0.5,-9.0,315.004.001,,
140048,2006-07-26,z,37,ms,0.1,-9.0,317.009.021,,
140048,2006-07-26,z,38,ms,4.0,-9.0,334.011.017,,
140048,2006-07-26,z,39,ms,0.01,-9.0,348.005.001,,
140048,2006-07-26,z,40,ms,2.0,-9.0,357.008.001,,
140048,2006-07-26,z,41,ms,0.01,-9.0,385.005.002,,
140048,2006-07-26,z,42,ms,0.01,-9.0,409.004.004,,
140048,2006-07-26,z,43,ss,0.03,-9.0,026.001.006,,
140048,2006-07-26,z,44,ss,0.1,-9.0,026.004.001,,
140048,2006-07-26,z,45,ss,0.2,-9.0,036.001.001,,
140049,2006-07-19,z,1,b1,60.0,-9.0,026.004.001,,
140049,2006-07-19,z,2,ks,0.1,-9.0,019.003.009,,
140049,2006-07-19,z,3,ks,0.2,-9.0,019.003.017,,
140049,2006-07-19,z,4,ks,0.01,-9.0,036.001.001,,
140049,2006-07-19,z,5,ks,0.02,-9.0,123.005.001,,
140049,2006-07-19,z,6,ks,1.5,-9.0,132.018.006,,
140049,2006-07-19,z,7,ks,0.1,-9.0,135.009.001,,
140049,2006-07-19,z,8,ks,0.01,-9.0,144.005.118,,
140049,2006-07-19,z,9,ks,0.01,-9.0,169.173.030,,
140049,2006-07-19,z,10,ks,0.1,-9.0,193.074.005,,
140049,2006-07-19,z,11,ks,8.0,-9.0,193.091.003,,
140049,2006-07-19,z,12,ms,5.0,-9.0,334.011.017,,
140049,2006-07-19,z,13,ms,0.2,-9.0,348.005.001,,
140049,2006-07-19,z,14,ms,0.1,-9.0,348.005.004,,
140049,2006-07-19,z,15,ms,0.3,-9.0,385.005.002,,
140049,2006-07-19,z,16,ms,0.1,-9.0,391.001.001,,
140049,2006-07-19,z,17,ms,1.0,-9.0,402.001.014,,
140049,2006-07-19,z,18,ms,0.1,-9.0,500.018.024,,
140049,2006-07-19,z,19,ms,0.01,-9.0,500.018.999,,
140049,2006-07-19,z,20,ss,1.0,-9.0,026.004.001,,
140050,2006-07-19,z,1,b1,40.0,-9.0,026.004.001,,
140050,2006-07-19,z,2,b1,0.5,-9.0,034.001.001,,
140050,2006-07-19,z,3,ks,0.1,-9.0,018.006.001,,
140050,2006-07-19,z,4,ks,0.1,-9.0,019.003.017,,
140050,2006-07-19,z,5,ks,0.1,-9.0,026.004.001,,
140050,2006-07-19,z,6,ks,0.2,-9.0,036.001.001,,
140050,2006-07-19,z,7,ks,0.1,-9.0,080.028.002,,
140050,2006-07-19,z,8,ks,0.05,-9.0,082.001.006,,
140050,2006-07-19,z,9,ks,0.01,-9.0,095.001.001,,
140050,2006-07-19,z,10,ks,0.01,-9.0,095.001.005,,
140050,2006-07-19,z,11,ks,1.0,-9.0,132.018.006,,
140050,2006-07-19,z,12,ks,0.1,-9.0,135.009.001,,
140050,2006-07-19,z,13,ks,0.01,-9.0,144.005.118,,
140050,2006-07-19,z,14,ks,0.1,-9.0,193.074.005,,
140050,2006-07-19,z,15,ks,3.0,-9.0,193.091.003,,
140050,2006-07-19,z,16,ks,0.1,-9.0,199.012.999,,
140050,2006-07-19,z,17,ms,0.2,-9.0,315.001.022,,
140050,2006-07-19,z,18,ms,0.1,-9.0,315.004.012,,
140050,2006-07-19,z,19,ms,10.0,-9.0,334.011.016,,
140050,2006-07-19,z,20,ms,5.0,-9.0,334.011.017,,
140050,2006-07-19,z,21,ms,2.0,-9.0,348.005.001,,
140050,2006-07-19,z,22,ms,0.5,-9.0,357.008.001,,
140050,2006-07-19,z,23,ms,0.1,-9.0,364.001.004,,
140050,2006-07-19,z,24,ms,0.1,-9.0,374.006.004,,
140050,2006-07-19,z,25,ms,0.1,-9.0,383.003.003,,
140050,2006-07-19,z,26,ss,1.0,-9.0,026.004.001,,
140050,2006-07-19,z,27,ss,0.5,-9.0,036.001.001,,
140050,2006-07-19,z,28,ss,0.5,-9.0,080.028.002,,
140051,2006-07-19,z,1,b1,45.0,-9.0,026.004.001,,
140051,2006-07-19,z,2,ks,2.0,-9.0,019.003.017,,
140051,2006-07-19,z,3,ks,30.0,-9.0,193.074.005,,
140051,2006-07-19,z,4,ks,0.1,-9.0,193.016.027,,
140051,2006-07-19,z,5,ks,0.1,-9.0,193.016.004,,
140051,2006-07-19,z,6,ks,0.5,-9.0,169.172.001,,
140051,2006-07-19,z,7,ks,0.5,-9.0,169.096.071,,
140051,2006-07-19,z,8,ks,0.1,-9.0,169.096.062,,
140051,2006-07-19,z,9,ks,0.5,-9.0,164.001.003,,
140051,2006-07-19,z,10,ks,0.5,-9.0,154.017.002,,
140051,2006-07-19,z,11,ks,0.2,-9.0,151.010.006,,
140051,2006-07-19,z,12,ks,0.001,-9.0,144.005.132,,
140051,2006-07-19,z,13,ks,1.0,-9.0,144.005.118,,
140051,2006-07-19,z,14,ks,0.1,-9.0,135.009.001,,
140051,2006-07-19,z,15,ks,20.0,-9.0,132.018.006,,
140051,2006-07-19,z,16,ks,0.5,-9.0,123.005.001,,
140051,2006-07-19,z,17,ks,0.2,-9.0,080.028.002,,
140051,2006-07-19,z,18,ks,2.0,-9.0,080.009.076,,
140051,2006-07-19,z,19,ks,10.0,-9.0,080.009.007,,
140051,2006-07-19,z,20,ks,0.05,-9.0,040.001.006,,
140051,2006-07-19,z,21,ks,0.2,-9.0,036.001.001,,
140051,2006-07-19,z,22,ks,1.0,-9.0,026.004.001,,
140051,2006-07-19,z,23,ks,2.0,-9.0,019.003.009,,
140051,2006-07-19,z,24,ms,5.0,-9.0,315.001.022,,
140051,2006-07-19,z,25,ms,7.0,-9.0,315.001.013,,
140051,2006-07-19,z,26,ms,0.2,-9.0,357.008.001,,
140051,2006-07-19,z,27,ms,0.2,-9.0,383.003.004,,
140051,2006-07-19,z,28,ss,0.1,-9.0,036.004.011,,
140051,2006-07-19,z,29,ss,17.0,-9.0,080.009.007,,
140051,2006-07-19,z,30,ss,2.0,-9.0,080.028.002,,
140051,2006-07-19,z,31,ss,1.0,-9.0,164.001.003,,
140052,2006-07-19,z,1,b1,40.0,-9.0,026.004.001,,
140052,2006-07-19,z,2,b1,0.5,-9.0,026.007.018,,
140052,2006-07-19,z,3,b2,5.0,-9.0,026.004.001,,
140052,2006-07-19,z,4,ks,0.01,-9.0,018.001.001,,
140052,2006-07-19,z,5,ks,0.1,-9.0,019.003.017,,
140052,2006-07-19,z,6,ks,1.5,-9.0,026.004.001,,
140052,2006-07-19,z,7,ks,0.01,-9.0,036.004.011,,
140052,2006-07-19,z,8,ks,0.01,-9.0,057.002.002,,
140052,2006-07-19,z,9,ks,0.01,-9.0,080.009.007,,
140052,2006-07-19,z,10,ks,0.1,-9.0,080.009.076,,
140052,2006-07-19,z,11,ks,0.1,-9.0,080.028.002,,
140052,2006-07-19,z,12,ks,0.01,-9.0,095.001.001,,
140052,2006-07-19,z,13,ks,0.01,-9.0,095.001.005,,
140052,2006-07-19,z,14,ks,0.02,-9.0,103.004.001,,
140052,2006-07-19,z,15,ks,0.01,-9.0,123.005.008,,
140052,2006-07-19,z,16,ks,0.02,-9.0,132.003.001,,
140052,2006-07-19,z,17,ks,0.1,-9.0,132.018.004,,
140052,2006-07-19,z,18,ks,10.0,-9.0,132.018.006,,
140052,2006-07-19,z,19,ks,0.1,-9.0,144.005.118,,
140052,2006-07-19,z,20,ks,0.02,-9.0,154.017.002,,
140052,2006-07-19,z,21,ks,0.05,-9.0,154.021.027,,
140052,2006-07-19,z,22,ks,0.02,-9.0,154.027.021,,
140052,2006-07-19,z,23,ks,0.1,-9.0,169.118.028,,
140052,2006-07-19,z,24,ks,0.1,-9.0,169.158.005,,
140052,2006-07-19,z,25,ks,0.01,-9.0,169.172.001,,
140052,2006-07-19,z,26,ks,0.1,-9.0,169.173.030,,
140052,2006-07-19,z,27,ks,0.01,-9.0,189.002.002,,
140052,2006-07-19,z,28,ks,0.1,-9.0,193.016.027,,
140052,2006-07-19,z,29,ks,0.02,-9.0,193.074.001,,
140052,2006-07-19,z,30,ks,15.0,-9.0,193.074.005,,
140052,2006-07-19,z,31,ks,0.2,-9.0,193.083.001,,
140052,2006-07-19,z,32,ks,0.1,-9.0,199.012.124,,
140052,2006-07-19,z,33,ms,7.0,-9.0,315.001.019,,
140052,2006-07-19,z,34,ms,5.0,-9.0,315.001.021,,
140052,2006-07-19,z,35,ms,2.0,-9.0,315.001.022,,
140052,2006-07-19,z,36,ms,15.0,-9.0,334.011.017,,
140052,2006-07-19,z,37,ms,0.5,-9.0,334.013.001,,
140052,2006-07-19,z,38,ms,0.2,-9.0,348.005.001,,
140052,2006-07-19,z,39,ms,4.0,-9.0,357.005.009,,
140052,2006-07-19,z,40,ms,1.0,-9.0,357.008.001,,
140052,2006-07-19,z,41,ms,15.0,-9.0,385.005.002,,
140052,2006-07-19,z,42,ss,0.3,-9.0,026.004.001,,
140052,2006-07-19,z,43,ss,0.1,-9.0,034.001.001,,
140052,2006-07-19,z,44,ss,0.1,-9.0,103.004.001,,
140053,2006-07-11,z,1,b1,35.0,-9.0,026.004.001,,
140053,2006-07-11,z,2,b1,5.0,-9.0,034.001.001,,
140053,2006-07-11,z,3,b2,5.0,-9.0,034.001.001,,
140053,2006-07-11,z,4,b2,4.0,-9.0,036.004.011,,
140053,2006-07-11,z,5,b2,1.0,-9.0,080.028.002,,
140053,2006-07-11,z,6,ks,0.1,-9.0,019.003.017,,
140053,2006-07-11,z,7,ks,1.0,-9.0,026.004.001,,
140053,2006-07-11,z,8,ks,0.1,-9.0,036.004.011,,
140053,2006-07-11,z,9,ks,0.1,-9.0,080.009.076,,
140053,2006-07-11,z,10,ks,2.0,-9.0,080.028.002,,
140053,2006-07-11,z,11,ks,0.1,-9.0,103.004.001,,
140053,2006-07-11,z,12,ks,2.0,-9.0,132.018.006,,
140053,2006-07-11,z,13,ks,0.5,-9.0,154.027.021,,
140053,2006-07-11,z,14,ks,55.0,-9.0,193.074.005,,
140053,2006-07-11,z,15,ks,0.01,-9.0,193.087.019,,
140053,2006-07-11,z,16,ks,0.1,-9.0,199.012.124,,
140053,2006-07-11,z,17,ms,0.2,-9.0,315.001.013,,
140053,2006-07-11,z,18,ms,0.3,-9.0,315.001.019,,
140053,2006-07-11,z,19,ms,0.1,-9.0,317.009.021,,
140053,2006-07-11,z,20,ms,0.1,-9.0,334.008.004,,
140053,2006-07-11,z,21,ms,0.02,-9.0,338.001.003,,
140053,2006-07-11,z,22,ms,0.1,-9.0,348.005.004,,
140053,2006-07-11,z,23,ms,1.0,-9.0,357.005.003,,
140053,2006-07-11,z,24,ms,7.0,-9.0,357.011.002,,
140053,2006-07-11,z,25,ms,5.0,-9.0,383.003.004,,
140053,2006-07-11,z,26,ms,0.3,-9.0,385.005.002,,
140053,2006-07-11,z,27,ss,0.1,-9.0,036.004.011,,
140053,2006-07-11,z,28,ss,0.1,-9.0,080.028.002,,
140053,2006-07-11,z,29,ss,0.5,-9.0,103.004.001,,
140053,2006-07-11,z,30,ss,0.2,-9.0,164.001.003,,
140054,2006-07-26,z,1,b1,55.0,-9.0,026.004.001,,
140054,2006-07-26,z,2,b1,1.0,-9.0,026.005.002,,
140054,2006-07-26,z,3,ks,0.001,-9.0,080.028.002,,
140054,2006-07-26,z,4,ks,0.1,-9.0,103.004.001,,
140054,2006-07-26,z,5,ks,0.1,-9.0,144.005.118,,
140054,2006-07-26,z,6,ks,0.01,-9.0,154.017.002,,
140054,2006-07-26,z,7,ks,0.1,-9.0,193.016.027,,
140054,2006-07-26,z,8,ks,1.0,-9.0,193.074.005,,
140054,2006-07-26,z,9,ks,0.2,-9.0,193.091.001,,
140054,2006-07-26,z,10,ks,0.2,-9.0,193.091.003,,
140054,2006-07-26,z,11,ks,0.01,-9.0,199.012.103,,
140054,2006-07-26,z,12,ks,0.1,-9.0,199.012.124,,
140054,2006-07-26,z,13,ms,0.5,-9.0,311.001.001,,
140054,2006-07-26,z,14,ms,0.5,-9.0,315.001.025,,
140054,2006-07-26,z,15,ms,3.0,-9.0,315.011.003,,
140054,2006-07-26,z,16,ms,0.1,-9.0,317.009.021,,
140054,2006-07-26,z,17,ms,1.0,-9.0,334.004.006,,
140054,2006-07-26,z,18,ms,0.01,-9.0,334.008.004,,
140054,2006-07-26,z,19,ms,0.3,-9.0,334.011.016,,
140054,2006-07-26,z,20,ms,0.2,-9.0,348.005.001,,
140054,2006-07-26,z,21,ms,3.0,-9.0,357.005.003,,
140054,2006-07-26,z,22,ms,0.5,-9.0,357.005.009,,
140054,2006-07-26,z,23,ms,0.1,-9.0,385.005.002,,
140054,2006-07-26,z,24,ms,0.1,-9.0,500.018.029,,
140054,2006-07-26,z,25,ss,0.5,-9.0,034.001.001,,
140054,2006-07-26,z,26,ss,10.0,-9.0,103.004.001,,
140055,2006-06-02,z,1,b1,55.0,-9.0,026.004.001,,
140055,2006-06-02,z,2,b1,5.0,-9.0,034.001.002,,
140055,2006-06-02,z,3,b1,1.0,-9.0,036.004.011,,
140055,2006-06-02,z,4,b1,1.0,-9.0,139.004.003,,
140055,2006-06-02,z,5,b2,2.0,-9.0,026.004.001,,
140055,2006-06-02,z,6,ks,25.0,-9.0,019.003.009,,
140055,2006-06-02,z,7,ks,1.0,-9.0,026.004.001,,
140055,2006-06-02,z,8,ks,1.0,-9.0,080.009.007,,
140055,2006-06-02,z,9,ks,10.0,-9.0,080.009.076,,
140055,2006-06-02,z,10,ks,1.0,-9.0,080.028.002,,
140055,2006-06-02,z,11,ks,1.0,-9.0,082.001.006,,
140055,2006-06-02,z,12,ks,1.0,-9.0,095.001.005,,
140055,2006-06-02,z,13,ks,0.1,-9.0,103.004.001,,
140055,2006-06-02,z,14,ks,2.0,-9.0,164.001.003,,
140055,2006-06-02,z,15,ks,0.1,-9.0,183.043.001,,
140055,2006-06-02,z,16,ks,0.1,-9.0,183.046.004,,
140055,2006-06-02,z,17,ks,0.2,-9.0,193.016.008,,
140055,2006-06-02,z,18,ms,0.1,-9.0,317.009.021,,
140055,2006-06-02,z,19,ms,0.1,-9.0,334.008.004,,
140055,2006-06-02,z,20,ms,0.1,-9.0,348.005.004,,
140055,2006-06-02,z,21,ms,0.2,-9.0,383.003.004,,
140055,2006-06-02,z,22,ms,0.5,-9.0,385.001.004,,
140055,2006-06-02,z,23,ss,0.5,-9.0,035.003.001,,
140055,2006-06-02,z,24,ss,1.0,-9.0,095.001.005,,
140055,2006-06-02,z,25,ss,1.0,-9.0,164.001.003,,
140056,2006-06-19,z,1,b1,60.0,-9.0,026.004.001,,
140056,2006-06-19,z,2,b1,2.0,-9.0,026.007.007,,
140056,2006-06-19,z,3,b1,3.0,-9.0,034.001.001,,
140056,2006-06-19,z,4,b2,4.0,-9.0,026.004.001,,
140056,2006-06-19,z,5,b2,1.0,-9.0,026.007.007,,
140056,2006-06-19,z,6,b2,2.0,-9.0,034.001.001,,
140056,2006-06-19,z,7,b2,4.0,-9.0,036.004.011,,
140056,2006-06-19,z,8,b2,4.0,-9.0,095.001.005,,
140056,2006-06-19,z,9,ks,0.01,-9.0,026.004.001,,
140056,2006-06-19,z,10,ks,0.02,-9.0,036.004.011,,
140056,2006-06-19,z,11,ks,15.0,-9.0,040.001.006,,
140056,2006-06-19,z,12,ks,0.1,-9.0,047.008.001,,
140056,2006-06-19,z,13,ks,0.01,-9.0,057.006.003,,
140056,2006-06-19,z,14,ks,0.1,-9.0,061.019.006,,
140056,2006-06-19,z,15,ks,0.1,-9.0,080.009.007,,
140056,2006-06-19,z,16,ks,1.0,-9.0,080.028.002,,
140056,2006-06-19,z,17,ks,1.0,-9.0,095.001.005,,
140056,2006-06-19,z,18,ks,0.2,-9.0,103.004.001,,
140056,2006-06-19,z,19,ks,0.1,-9.0,110.001.999,,
140056,2006-06-19,z,20,ks,5.0,-9.0,129.013.001,,
140056,2006-06-19,z,21,ks,0.5,-9.0,129.092.005,,
140056,2006-06-19,z,22,ks,0.001,-9.0,135.008.003,,
140056,2006-06-19,z,23,ks,0.1,-9.0,144.005.132,,
140056,2006-06-19,z,24,ks,0.2,-9.0,151.010.999,,
140056,2006-06-19,z,25,ks,0.1,-9.0,152.010.007,,
140056,2006-06-19,z,26,ks,0.01,-9.0,154.021.030,,
140056,2006-06-19,z,27,ks,0.1,-9.0,164.001.002,,
140056,2006-06-19,z,28,ks,0.01,-9.0,164.001.003,,
140056,2006-06-19,z,29,ks,0.1,-9.0,169.096.071,,
140056,2006-06-19,z,30,ks,0.01,-9.0,169.173.030,,
140056,2006-06-19,z,31,ks,0.2,-9.0,169.181.254,,
140056,2006-06-19,z,32,ks,0.01,-9.0,193.004.008,,
140056,2006-06-19,z,33,ks,5.0,-9.0,193.016.008,,
140056,2006-06-19,z,34,ks,1.0,-9.0,193.026.001,,
140056,2006-06-19,z,35,ks,15.0,-9.0,193.074.005,,
140056,2006-06-19,z,36,ks,2.0,-9.0,193.083.004,,
140056,2006-06-19,z,37,ks,0.1,-9.0,193.091.001,,
140056,2006-06-19,z,38,ks,5.0,-9.0,193.093.001,,
140056,2006-06-19,z,39,ks,0.1,-9.0,193.121.999,,
140056,2006-06-19,z,40,ks,0.01,-9.0,199.012.124,,
140056,2006-06-19,z,41,ms,0.01,-9.0,315.001.025,,
140056,2006-06-19,z,42,ms,0.1,-9.0,315.004.012,,
140056,2006-06-19,z,43,ms,0.05,-9.0,317.009.021,,
140056,2006-06-19,z,44,ms,0.02,-9.0,334.008.004,,
140056,2006-06-19,z,45,ms,0.01,-9.0,357.005.009,,
140056,2006-06-19,z,46,ms,0.01,-9.0,364.003.003,,
140056,2006-06-19,z,47,ms,0.01,-9.0,383.003.003,,
140056,2006-06-19,z,48,ms,0.2,-9.0,385.001.004,,
140056,2006-06-19,z,49,ms,0.1,-9.0,385.005.002,,
140056,2006-06-19,z,50,ss,0.1,-9.0,080.028.002,,
140056,2006-06-19,z,51,ss,1.0,-9.0,103.004.001,,
140056,2006-06-19,z,52,ss,9.0,-9.0,164.001.002,,
140056,2006-06-19,z,53,ss,0.01,-9.0,164.001.003,,
140057,2006-07-11,z,1,b1,35.0,-9.0,026.004.001,,
140057,2006-07-11,z,2,b1,5.0,-9.0,036.004.011,,
140057,2006-07-11,z,3,b2,2.0,-9.0,026.004.001,,
140057,2006-07-11,z,4,ks,0.1,-9.0,018.001.001,,
140057,2006-07-11,z,5,ks,0.2,-9.0,019.003.009,,
140057,2006-07-11,z,6,ks,0.1,-9.0,026.004.001,,
140057,2006-07-11,z,7,ks,0.001,-9.0,026.007.007,,
140057,2006-07-11,z,8,ks,0.001,-9.0,029.001.001,,
140057,2006-07-11,z,9,ks,0.02,-9.0,034.001.001,,
140057,2006-07-11,z,10,ks,0.001,-9.0,036.001.001,,
140057,2006-07-11,z,11,ks,0.1,-9.0,036.004.001,,
140057,2006-07-11,z,12,ks,0.1,-9.0,036.004.011,,
140057,2006-07-11,z,13,ks,0.2,-9.0,080.009.007,,
140057,2006-07-11,z,14,ks,2.0,-9.0,080.009.076,,
140057,2006-07-11,z,15,ks,0.5,-9.0,080.028.002,,
140057,2006-07-11,z,16,ks,0.1,-9.0,080.035.018,,
140057,2006-07-11,z,17,ks,0.5,-9.0,095.001.005,,
140057,2006-07-11,z,18,ks,0.01,-9.0,103.004.001,,
140057,2006-07-11,z,19,ks,0.001,-9.0,123.005.001,,
140057,2006-07-11,z,20,ks,1.0,-9.0,132.003.001,,
140057,2006-07-11,z,21,ks,0.1,-9.0,132.018.006,,
140057,2006-07-11,z,22,ks,0.1,-9.0,164.001.003,,
140057,2006-07-11,z,23,ks,0.3,-9.0,169.096.071,,
140057,2006-07-11,z,24,ks,0.001,-9.0,169.173.030,,
140057,2006-07-11,z,25,ks,0.02,-9.0,189.002.001,,
140057,2006-07-11,z,26,ks,2.0,-9.0,193.074.005,,
140057,2006-07-11,z,27,ks,0.01,-9.0,193.087.022,,
140057,2006-07-11,z,28,ks,0.01,-9.0,193.091.003,,
140057,2006-07-11,z,29,ks,5.0,-9.0,199.012.124,,
140057,2006-07-11,z,30,ms,0.1,-9.0,315.001.021,,
140057,2006-07-11,z,31,ms,1.0,-9.0,334.008.004,,
140057,2006-07-11,z,32,ms,0.3,-9.0,357.005.003,,
140057,2006-07-11,z,33,ms,0.5,-9.0,385.001.004,,
140057,2006-07-11,z,34,ms,0.1,-9.0,385.005.002,,
140057,2006-07-11,z,35,ss,0.1,-9.0,080.028.002,,
140057,2006-07-11,z,36,ss,0.1,-9.0,095.001.005,,
140058,2006-06-19,z,1,b1,65.0,-9.0,026.004.001,,
140058,2006-06-19,z,2,b2,19.0,-9.0,026.004.001,,
140058,2006-06-19,z,3,b2,1.0,-9.0,036.004.011,,
140058,2006-06-19,z,4,ks,0.01,-9.0,080.009.076,,
140058,2006-06-19,z,5,ks,0.3,-9.0,080.028.002,,
140058,2006-06-19,z,6,ks,0.001,-9.0,103.004.001,,
140058,2006-06-19,z,7,ks,0.5,-9.0,132.018.006,,
140058,2006-06-19,z,8,ks,0.2,-9.0,144.005.118,,
140058,2006-06-19,z,9,ks,2.0,-9.0,193.074.005,,
140058,2006-06-19,z,10,ks,0.001,-9.0,199.012.124,,
140058,2006-06-19,z,11,ms,0.1,-9.0,315.004.012,,
140058,2006-06-19,z,12,ms,0.5,-9.0,315.011.003,,
140058,2006-06-19,z,13,ms,0.1,-9.0,317.009.021,,
140058,2006-06-19,z,14,ms,0.1,-9.0,334.008.004,,
140058,2006-06-19,z,15,ms,0.1,-9.0,348.005.004,,
140058,2006-06-19,z,16,ms,5.0,-9.0,357.005.003,,
140058,2006-06-19,z,17,ms,10.0,-9.0,357.005.009,,
140058,2006-06-19,z,18,ms,2.0,-9.0,374.003.004,,
140058,2006-06-19,z,19,ms,5.0,-9.0,383.003.004,,
140058,2006-06-19,z,20,ms,1.0,-9.0,385.005.002,,
140058,2006-06-19,z,21,ss,0.01,-9.0,080.028.002,,
140058,2006-06-19,z,22,ss,5.0,-9.0,026.004.001,,
140059,2006-06-16,z,1,b1,45.0,-9.0,034.001.001,,
140059,2006-06-16,z,2,b1,5.0,-9.0,026.007.007,,
140059,2006-06-16,z,3,b2,1.0,-9.0,036.004.011,,
140059,2006-06-16,z,4,b2,9.0,-9.0,026.004.001,,
140059,2006-06-16,z,5,ks,0.01,-9.0,169.181.065,,
140059,2006-06-16,z,6,ks,1.0,-9.0,189.002.022,,
140059,2006-06-16,z,7,ks,0.5,-9.0,193.016.008,,
140059,2006-06-16,z,8,ks,0.01,-9.0,193.044.010,,
140059,2006-06-16,z,9,ks,0.1,-9.0,193.064.001,,
140059,2006-06-16,z,10,ks,0.01,-9.0,193.074.001,,
140059,2006-06-16,z,11,ks,20.0,-9.0,193.074.005,,
140059,2006-06-16,z,12,ks,1.0,-9.0,193.087.022,,
140059,2006-06-16,z,13,ks,5.0,-9.0,193.091.001,,
140059,2006-06-16,z,14,ks,0.5,-9.0,193.113.001,,
140059,2006-06-16,z,15,ks,2.0,-9.0,199.012.018,,
140059,2006-06-16,z,16,ks,0.1,-9.0,199.012.124,,
140059,2006-06-16,z,17,ks,0.001,-9.0,123.005.001,,
140059,2006-06-16,z,18,ks,0.01,-9.0,154.017.002,,
140059,2006-06-16,z,19,ks,0.01,-9.0,169.096.071,,
140059,2006-06-16,z,20,ks,0.2,-9.0,169.118.057,,
140059,2006-06-16,z,21,ks,1.0,-9.0,019.003.009,,
140059,2006-06-16,z,22,ks,0.01,-9.0,019.003.017,,
140059,2006-06-16,z,23,ks,0.5,-9.0,035.001.001,,
140059,2006-06-16,z,24,ks,0.1,-9.0,036.004.001,,
140059,2006-06-16,z,25,ks,0.1,-9.0,036.004.011,,
140059,2006-06-16,z,26,ks,0.001,-9.0,057.002.002,,
140059,2006-06-16,z,27,ks,0.001,-9.0,057.006.003,,
140059,2006-06-16,z,28,ks,1.0,-9.0,080.009.007,,
140059,2006-06-16,z,29,ks,5.0,-9.0,080.009.076,,
140059,2006-06-16,z,30,ks,0.001,-9.0,095.001.001,,
140059,2006-06-16,z,31,ks,0.001,-9.0,110.001.015,,
140059,2006-06-16,z,32,ms,0.1,-9.0,311.001.001,,
140059,2006-06-16,z,33,ms,0.5,-9.0,357.008.001,,
140059,2006-06-16,z,34,ms,0.1,-9.0,385.001.004,,
140059,2006-06-16,z,35,ms,1.0,-9.0,385.005.002,,
140059,2006-06-16,z,36,ms,2.0,-9.0,315.004.012,,
140059,2006-06-16,z,37,ms,12.0,-9.0,315.001.021,,
140059,2006-06-16,z,38,ms,0.5,-9.0,334.011.017,,
140059,2006-06-16,z,39,ss,2.0,-9.0,080.009.076,,
140059,2006-06-16,z,40,ss,6.0,-9.0,080.028.002,,
140059,2006-06-16,z,41,ss,0.1,-9.0,095.001.005,,
140059,2006-06-16,z,42,ss,1.0,-9.0,103.004.001,,
140059,2006-06-16,z,43,ss,1.0,-9.0,035.001.001,,
140059,2006-06-16,z,44,ss,1.0,-9.0,036.001.001,,
140059,2006-06-16,z,45,ss,0.1,-9.0,026.007.007,,
140059,2006-06-16,z,46,ss,0.1,-9.0,034.001.001,,
140059,2006-06-16,z,47,ss,0.1,-9.0,036.004.001,,
140059,2006-06-16,z,48,ss,1.0,-9.0,036.004.011,,
140059,2006-06-16,z,49,ss,3.0,-9.0,080.009.007,,
140060,2006-05-29,z,1,b1,25.0,-9.0,034.001.002,,
140060,2006-05-29,z,2,b1,10.0,-9.0,036.004.011,,
140060,2008-07-19,z,3,b1,20.0,-9.0,036.004.014,,
140060,2008-07-19,z,4,b1,60.0,-9.0,034.001.002,,
140060,2008-07-19,z,5,b2,2.0,-9.0,095.001.005,,
140060,2008-07-19,z,6,b2,0.5,-9.0,080.034.014,,
140060,2008-07-19,z,7,b2,1.0,-9.0,080.028.002,,
140060,2008-07-19,z,8,b2,1.0,-9.0,036.004.014,,
140060,2008-07-19,z,9,b2,1.0,-9.0,036.004.011,,
140060,2008-07-19,z,10,b2,2.0,-9.0,035.001.001,,
140060,2008-07-19,z,11,b2,35.0,-9.0,034.001.002,,
140060,2006-05-29,z,12,b2,6.0,-9.0,034.001.002,,
140060,2006-05-29,z,13,b2,2.0,-9.0,080.028.002,,
140060,2006-05-29,z,14,b2,10.0,-9.0,080.035.017,,
140060,2006-05-29,z,15,b2,7.0,-9.0,105.001.005,,
140060,2008-07-19,z,16,b2,5.0,-9.0,139.004.003,,
140060,2008-07-19,z,17,b2,0.5,-9.0,128.001.001,,
140060,2008-07-19,z,18,b2,5.0,-9.0,105.001.005,,
140060,2008-07-19,z,19,b2,5.0,-9.0,103.004.001,,
140060,2008-07-19,z,20,b2,1.0,-9.0,080.035.018,,
