"";"bfhnr";"lfdnr";"ort";"bart";"schi";"bhd";"hori";"azi";"hoehe";"alter";"roid";"fadd"
"322";10010;5;9;"RBu";1;239;1028;144;NA;70;322;2013-06-19 10:11:40
"323";10010;6;9;"BAh";1;373;721;150;232;70;323;2013-06-19 10:11:40
"324";10010;7;9;"BAh";1;178;649;154;NA;60;324;2013-06-19 10:11:40
"325";10010;8;9;"RBu";1;229;878;184;NA;70;325;2013-06-19 10:11:40
"326";10010;9;9;"RBu";2;115;1043;185;142;35;326;2013-06-19 10:11:40
"327";10010;10;9;"Hbu";3;94;483;197;104;35;327;2013-06-19 10:11:40
"328";10010;11;9;"Hbu";3;133;834;199;NA;40;328;2013-06-19 10:11:40
"329";10010;12;9;"Hbu";2;148;373;200;NA;40;329;2013-06-19 10:11:40
"330";10010;13;9;"RBu";3;85;686;203;139;35;330;2013-06-19 10:11:40
"331";10010;14;9;"GEs";1;255;523;211;NA;70;331;2013-06-19 10:11:40
"332";10010;15;9;"RBu";2;192;839;214;187;50;332;2013-06-19 10:11:40
"333";10010;16;9;"Hbu";2;148;983;223;NA;40;333;2013-06-19 10:11:40
"334";10010;17;9;"BAh";3;80;814;237;155;30;334;2013-06-19 10:11:40
"335";10010;18;9;"RBu";2;222;723;239;NA;50;335;2013-06-19 10:11:40
"336";10010;19;9;"Hbu";2;177;670;243;NA;50;336;2013-06-19 10:11:40
"337";10010;20;9;"Hbu";3;112;1114;253;157;40;337;2013-06-19 10:11:40
"338";10010;21;9;"RBu";3;71;573;258;138;30;338;2013-06-19 10:11:40
"339";10010;22;9;"RBu";2;141;1051;261;NA;40;339;2013-06-19 10:11:40
"340";10010;23;9;"RBu";2;154;1057;275;NA;50;340;2013-06-19 10:11:40
"341";10010;24;9;"RBu";3;94;968;280;NA;40;341;2013-06-19 10:11:40
"342";10010;25;9;"BAh";1;237;1086;307;NA;60;342;2013-06-19 10:11:40
"343";10010;26;9;"RBu";3;90;924;309;NA;35;343;2013-06-19 10:11:40
"344";10010;27;9;"RBu";1;704;469;320;NA;127;344;2013-06-19 10:11:40
"345";10010;28;9;"RBu";3;103;528;323;NA;35;345;2013-06-19 10:11:40
"346";10010;29;9;"Hbu";2;205;1087;346;197;40;346;2013-06-19 10:11:40
"347";10010;30;9;"Hbu";2;159;612;360;169;40;347;2013-06-19 10:11:40
"348";10010;31;9;"RBu";2;171;1069;370;NA;40;348;2013-06-19 10:11:40
"349";10010;32;9;"RBu";1;284;859;392;NA;70;349;2013-06-19 10:11:40
"350";10010;33;9;"RBu";2;102;548;393;NA;40;350;2013-06-19 10:11:40
"351";10010;34;9;"Hbu";2;127;497;15;NA;40;351;2013-06-19 10:11:40
"352";10010;35;9;"GEs";1;281;1025;18;251;70;352;2013-06-19 10:11:40
"353";10010;36;9;"RBu";2;137;1010;25;NA;40;353;2013-06-19 10:11:40
"354";10010;37;9;"Hbu";2;131;201;34;NA;40;354;2013-06-19 10:11:40
"355";10010;38;9;"RBu";2;178;1040;37;NA;60;355;2013-06-19 10:11:40
"356";10010;39;9;"GEs";1;179;836;38;NA;60;356;2013-06-19 10:11:40
"357";10010;40;9;"GEs";1;263;709;60;242;70;357;2013-06-19 10:11:40
"358";10010;41;9;"BAh";1;302;1038;61;265;70;358;2013-06-19 10:11:40
"359";10010;42;9;"RBu";1;255;964;93;NA;70;359;2013-06-19 10:11:40
"360";10010;43;9;"RBu";3;101;736;93;NA;35;360;2013-06-19 10:11:40
"361";10010;44;9;"RBu";1;266;718;103;242;70;361;2013-06-19 10:11:40
"362";10010;45;9;"Hbu";2;145;594;113;NA;40;362;2013-06-19 10:11:40
"363";10010;46;9;"RBu";3;94;947;123;NA;35;363;2013-06-19 10:11:40
"364";10010;47;9;"SEi";1;564;2125;161;NA;127;364;2013-06-19 10:11:40
"365";10010;48;9;"SEi";1;899;2495;176;NA;127;365;2013-06-19 10:11:40
"366";10010;49;9;"SEi";1;658;1400;264;249;127;366;2013-06-19 10:11:40
"367";10010;50;9;"SEi";1;805;2032;302;309;127;367;2013-06-19 10:11:40
"368";10010;51;9;"RBu";1;709;2026;45;292;127;368;2013-06-19 10:11:40
"369";10010;52;9;"RBu";1;638;1486;49;NA;127;369;2013-06-19 10:11:40
"370";10011;1;9;"GFi";1;432;270;297;NA;99;370;2013-06-19 10:11:40
"371";10011;2;9;"GFi";1;519;995;310;NA;99;371;2013-06-19 10:11:40
"372";10011;3;9;"GFi";3;81;258;343;51;13;372;2013-06-19 10:11:40
"373";10011;4;9;"GFi";3;84;1031;26;58;15;373;2013-06-19 10:11:40
"374";10011;5;9;"GFi";3;81;968;35;NA;13;374;2013-06-19 10:11:40
"375";10011;6;9;"GFi";1;576;366;105;NA;99;375;2013-06-19 10:11:40
"376";10011;7;9;"GFi";1;525;1089;198;NA;99;376;2013-06-19 10:11:40
"377";10011;8;9;"GFi";1;463;697;232;NA;99;377;2013-06-19 10:11:40
"378";10011;9;9;"GFi";1;578;1005;277;NA;99;378;2013-06-19 10:11:40
"379";10011;10;9;"GFi";1;558;2477;371;292;99;379;2013-06-19 10:11:40
"380";10011;11;9;"GFi";1;594;2433;397;284;99;380;2013-06-19 10:11:40
"381";10011;12;9;"GFi";1;730;1819;80;NA;99;381;2013-06-19 10:11:40
"382";10011;13;9;"GFi";1;581;2188;185;NA;99;382;2013-06-19 10:11:40
"383";10012;1;9;"GFi";2;114;201;249;NA;30;383;2013-06-19 10:11:40
"384";10012;2;9;"GFi";2;183;210;263;116;30;384;2013-06-19 10:11:40
"385";10012;3;9;"JLa";3;74;648;263;68;10;385;2013-06-19 10:11:40
"386";10012;4;9;"Dgl";3;74;868;268;67;10;386;2013-06-19 10:11:40
"387";10012;5;9;"Dgl";3;90;707;270;NA;12;387;2013-06-19 10:11:40
"388";10012;6;9;"GFi";2;288;820;297;176;35;388;2013-06-19 10:11:40
"389";10012;7;9;"GFi";2;153;729;316;NA;30;389;2013-06-19 10:11:40
"390";10012;8;9;"GFi";2;185;946;317;NA;30;390;2013-06-19 10:11:40
"391";10012;9;9;"Dgl";3;89;1119;342;NA;10;391;2013-06-19 10:11:40
"392";10012;10;9;"GFi";2;160;532;351;NA;35;392;2013-06-19 10:11:40
"393";10012;11;9;"GFi";2;221;818;383;NA;35;393;2013-06-19 10:11:40
"394";10012;12;9;"GKi";1;391;711;389;222;129;394;2013-06-19 10:11:40
"395";10012;13;9;"GFi";3;87;605;396;NA;30;395;2013-06-19 10:11:40
"396";10012;14;9;"GFi";2;190;932;3;NA;35;396;2013-06-19 10:11:40
"397";10012;15;9;"GFi";3;72;783;56;NA;15;397;2013-06-19 10:11:40
"398";10012;16;9;"GFi";3;82;1051;59;NA;15;398;2013-06-19 10:11:40
"399";10012;17;9;"GFi";3;70;696;64;69;15;399;2013-06-19 10:11:40
"400";10012;18;9;"GFi";3;85;612;71;80;18;400;2013-06-19 10:11:40
"401";10012;19;9;"GFi";2;201;860;77;NA;25;401;2013-06-19 10:11:40
"402";10012;20;9;"GFi";2;188;903;121;NA;35;402;2013-06-19 10:11:40
"403";10012;21;9;"GFi";2;138;582;130;NA;30;403;2013-06-19 10:11:40
"404";10012;22;9;"GFi";2;124;828;131;NA;30;404;2013-06-19 10:11:40
"405";10012;23;9;"GFi";2;145;1032;143;NA;25;405;2013-06-19 10:11:40
"406";10012;24;9;"GFi";3;84;744;151;NA;18;406;2013-06-19 10:11:40
"407";10012;25;9;"GFi";2;200;330;158;NA;35;407;2013-06-19 10:11:40
"408";10012;26;9;"GKi";1;445;671;176;234;129;408;2013-06-19 10:11:40
"409";10012;27;9;"GFi";2;158;488;183;NA;30;409;2013-06-19 10:11:40
"410";10012;28;9;"Dgl";3;106;1028;201;NA;15;410;2013-06-19 10:11:40
"411";10012;29;9;"GFi";2;177;631;201;NA;30;411;2013-06-19 10:11:40
"412";10012;30;9;"GFi";2;144;485;225;NA;30;412;2013-06-19 10:11:40
"413";10012;31;9;"Dgl";3;80;888;248;74;12;413;2013-06-19 10:11:40
"414";10013;1;9;"SFi";1;435;232;41;NA;59;414;2013-06-19 10:11:40
"415";10013;2;9;"GFi";1;424;876;47;NA;59;415;2013-06-19 10:11:40
"416";10013;3;9;"GFi";1;384;646;93;NA;59;416;2013-06-19 10:11:40
"417";10013;4;9;"GFi";1;357;1091;123;NA;59;417;2013-06-19 10:11:40
"418";10013;5;9;"GFi";1;434;1119;131;NA;59;418;2013-06-19 10:11:40
"419";10013;6;9;"GFi";1;447;472;142;283;59;419;2013-06-19 10:11:40
"420";10013;7;9;"GFi";1;307;733;178;284;59;420;2013-06-19 10:11:40
"421";10013;8;9;"GFi";1;446;615;186;NA;59;421;2013-06-19 10:11:40
"422";10013;9;9;"GFi";1;402;956;191;NA;59;422;2013-06-19 10:11:40
"423";10013;10;9;"GFi";1;448;998;242;NA;59;423;2013-06-19 10:11:40
"424";10013;11;9;"SFi";1;242;511;244;NA;59;424;2013-06-19 10:11:40
"425";10013;12;9;"SFi";1;250;755;261;NA;59;425;2013-06-19 10:11:40
"426";10013;13;9;"SFi";1;237;383;286;NA;59;426;2013-06-19 10:11:40
"427";10013;14;9;"SFi";1;275;1093;307;NA;59;427;2013-06-19 10:11:40
"428";10013;15;9;"SFi";1;405;822;320;265;59;428;2013-06-19 10:11:40
"429";10013;16;9;"SFi";1;321;1067;326;NA;59;429;2013-06-19 10:11:40
"430";10013;17;9;"SFi";1;313;953;356;NA;59;430;2013-06-19 10:11:40
"431";10013;18;9;"SFi";1;319;233;361;NA;59;431;2013-06-19 10:11:40
"432";10013;19;9;"SFi";1;399;928;367;NA;59;432;2013-06-19 10:11:40
"433";10013;20;9;"SFi";1;339;662;388;NA;59;433;2013-06-19 10:11:40
"434";10013;21;9;"SFi";1;564;1467;378;275;59;434;2013-06-19 10:11:40
"435";10013;22;9;"SEi";1;1002;2514;351;232;120;435;2013-06-19 10:11:40
"436";10014;1;9;"RBu";3;112;274;31;103;40;436;2013-06-19 10:11:40
"437";10014;2;9;"RBu";2;220;784;53;225;40;437;2013-06-19 10:11:40
"438";10014;3;9;"RBu";2;264;732;73;NA;60;438;2013-06-19 10:11:40
"439";10014;4;9;"RBu";1;362;564;77;NA;80;439;2013-06-19 10:11:40
"440";10014;5;9;"RBu";3;154;969;87;183;40;440;2013-06-19 10:11:40
"441";10014;6;9;"SEi";1;885;1057;115;NA;109;441;2013-06-19 10:11:40
"442";10014;7;9;"RBu";3;169;626;136;NA;40;442;2013-06-19 10:11:40
"443";10014;8;9;"RBu";2;298;972;149;223;80;443;2013-06-19 10:11:40
"444";10014;9;9;"RBu";2;273;642;150;NA;80;444;2013-06-19 10:11:40
"445";10014;10;9;"RBu";3;162;511;200;NA;40;445;2013-06-19 10:11:40
"446";10014;11;9;"RBu";1;505;654;229;NA;109;446;2013-06-19 10:11:40
"447";10014;12;9;"RBu";1;471;978;242;NA;109;447;2013-06-19 10:11:40
"448";10014;13;9;"RBu";3;184;651;280;NA;40;448;2013-06-19 10:11:40
"449";10014;14;9;"RBu";3;186;754;306;NA;40;449;2013-06-19 10:11:40
"450";10014;15;9;"RBu";1;746;532;382;NA;109;450;2013-06-19 10:11:40
"451";10014;16;9;"RBu";3;167;374;21;NA;40;451;2013-06-19 10:11:40
"452";10014;17;9;"RBu";1;561;1239;52;NA;109;452;2013-06-19 10:11:40
"453";10014;18;9;"RBu";1;639;2078;65;306;109;453;2013-06-19 10:11:40
"454";10014;19;9;"RBu";1;658;1327;98;350;109;454;2013-06-19 10:11:40
"455";10014;20;9;"RBu";1;506;2047;112;NA;109;455;2013-06-19 10:11:40
"456";10014;21;9;"SEi";1;768;1624;163;NA;109;456;2013-06-19 10:11:40
"457";10014;22;9;"SEi";1;776;1390;197;NA;109;457;2013-06-19 10:11:40
"458";10014;23;9;"RBu";1;541;2250;251;NA;109;458;2013-06-19 10:11:40
"459";10014;24;9;"SEi";1;713;1774;253;NA;109;459;2013-06-19 10:11:40
"460";10014;25;9;"SEi";1;749;2404;311;NA;109;460;2013-06-19 10:11:40
"461";10014;26;9;"SEi";1;781;1987;330;323;109;461;2013-06-19 10:11:40
"462";10014;27;9;"SEi";1;657;1970;376;317;109;462;2013-06-19 10:11:40
"463";10015;1;9;"SFi";1;312;161;54;NA;58;463;2013-06-19 10:11:40
"464";10015;2;9;"SFi";1;261;943;60;NA;58;464;2013-06-19 10:11:40
"465";10015;3;9;"SFi";1;311;794;66;NA;58;465;2013-06-19 10:11:40
"466";10015;4;9;"SFi";1;384;280;72;NA;58;466;2013-06-19 10:11:40
"467";10015;5;9;"SFi";1;214;1120;92;NA;58;467;2013-06-19 10:11:40
"468";10015;6;9;"SFi";1;373;867;114;NA;58;468;2013-06-19 10:11:40
"469";10015;7;9;"SFi";1;436;495;137;NA;58;469;2013-06-19 10:11:40
"470";10015;8;9;"SFi";1;321;373;145;NA;58;470;2013-06-19 10:11:40
"471";10015;9;9;"SFi";1;212;814;179;NA;58;471;2013-06-19 10:11:40
"472";10015;10;9;"SFi";1;354;891;208;NA;58;472;2013-06-19 10:11:40
"473";10015;11;9;"SFi";1;334;371;212;NA;58;473;2013-06-19 10:11:40
"474";10015;12;9;"SFi";1;290;982;228;NA;58;474;2013-06-19 10:11:40
"475";10015;13;9;"SFi";1;222;982;244;NA;58;475;2013-06-19 10:11:40
"476";10015;14;9;"SFi";1;468;749;267;NA;58;476;2013-06-19 10:11:40
"477";10015;15;9;"SFi";1;377;370;284;310;58;477;2013-06-19 10:11:40
"478";10015;16;9;"SFi";1;243;804;291;NA;58;478;2013-06-19 10:11:40
"479";10015;17;9;"SFi";1;291;552;304;NA;58;479;2013-06-19 10:11:40
"480";10015;18;9;"SFi";1;337;851;331;NA;58;480;2013-06-19 10:11:40
"481";10015;19;9;"SFi";1;173;394;353;NA;58;481;2013-06-19 10:11:40
"482";10015;20;9;"SFi";1;229;597;360;NA;58;482;2013-06-19 10:11:40
"483";10015;21;9;"SFi";1;274;936;380;NA;58;483;2013-06-19 10:11:40
"484";10015;22;9;"SFi";1;326;370;398;NA;58;484;2013-06-19 10:11:40
"485";10015;23;9;"SFi";1;328;679;12;NA;58;485;2013-06-19 10:11:40
"486";10015;24;9;"SFi";1;403;990;32;279;58;486;2013-06-19 10:11:40
"487";10016;1;9;"JLa";1;370;297;81;NA;52;487;2013-06-19 10:11:40
"488";10016;2;9;"JLa";1;461;707;96;271;52;488;2013-06-19 10:11:40
"489";10016;3;9;"JLa";1;389;1024;158;NA;52;489;2013-06-19 10:11:40
"490";10016;4;9;"JLa";1;334;581;168;NA;52;490;2013-06-19 10:11:40
"491";10016;5;9;"JLa";1;336;1035;189;NA;52;491;2013-06-19 10:11:40
"492";10016;6;9;"JLa";1;281;838;201;NA;52;492;2013-06-19 10:11:40
"493";10016;7;9;"JLa";1;359;1126;238;NA;52;493;2013-06-19 10:11:40
"494";10016;8;9;"JLa";1;402;610;244;227;52;494;2013-06-19 10:11:40
"495";10016;9;9;"JLa";1;372;1045;274;NA;52;495;2013-06-19 10:11:40
"496";10016;10;9;"JLa";1;377;1101;316;NA;52;496;2013-06-19 10:11:40
"497";10016;11;9;"JLa";1;409;916;376;NA;52;497;2013-06-19 10:11:40
"498";10017;1;9;"TEi";1;562;339;2;276;120;498;2013-06-19 10:11:40
"499";10017;2;9;"RBu";3;143;1007;102;89;30;499;2013-06-19 10:11:40
"500";10017;3;9;"SEi";1;361;732;138;25;80;500;2013-06-19 10:11:40
"501";10017;4;9;"TEi";1;602;1075;273;NA;120;501;2013-06-19 10:11:40
"502";10017;5;9;"TEi";1;763;405;280;NA;120;502;2013-06-19 10:11:40
"503";10017;6;9;"RBu";2;219;511;280;141;40;503;2013-06-19 10:11:40
"504";10017;7;9;"RBu";2;174;614;300;NA;40;504;2013-06-19 10:11:40
"505";10017;8;9;"RBu";2;153;1040;303;NA;40;505;2013-06-19 10:11:40
"506";10017;9;9;"RBu";3;96;1055;317;85;30;506;2013-06-19 10:11:40
"507";10017;10;9;"RBu";2;227;428;350;174;45;507;2013-06-19 10:11:40
"508";10017;11;9;"TEi";1;548;944;380;NA;120;508;2013-06-19 10:11:40
"509";10017;12;9;"RBu";1;731;1366;18;337;120;509;2013-06-19 10:11:40
"510";10017;13;9;"TEi";1;548;2095;40;279;120;510;2013-06-19 10:11:40
"511";10017;14;9;"RBu";1;828;1644;66;NA;120;511;2013-06-19 10:11:40
"512";10017;15;9;"TEi";1;694;1143;101;NA;120;512;2013-06-19 10:11:40
"513";10017;16;9;"RBu";1;720;2146;107;NA;120;513;2013-06-19 10:11:40
"514";10017;17;9;"GFi";1;623;2397;167;267;64;514;2013-06-19 10:11:40
"515";10017;18;9;"GFi";1;502;2245;190;292;64;515;2013-06-19 10:11:40
"516";10017;19;9;"TEi";1;619;1484;306;NA;120;516;2013-06-19 10:11:40
"517";10017;20;9;"TEi";1;728;2322;322;NA;120;517;2013-06-19 10:11:40
"518";10017;21;9;"RBu";1;613;2455;391;296;120;518;2013-06-19 10:11:40
"519";10018;1;9;"GFi";3;96;69;13;89;30;519;2013-06-19 10:11:40
"520";10018;2;9;"GFi";1;417;1094;22;264;64;520;2013-06-19 10:11:40
"521";10018;3;9;"GFi";1;258;736;48;NA;64;521;2013-06-19 10:11:40
"522";10018;4;9;"GFi";1;158;1037;50;NA;64;522;2013-06-19 10:11:40
"523";10018;5;9;"MBi";1;314;1100;89;197;64;523;2013-06-19 10:11:40
"524";10018;6;9;"MBi";2;115;580;91;116;50;524;2013-06-19 10:11:40
"525";10018;7;9;"GFi";1;707;496;152;NA;80;525;2013-06-19 10:11:40
"526";10018;8;9;"MBi";1;184;1083;222;NA;50;526;2013-06-19 10:11:40
"527";10018;9;9;"MBi";2;106;106;236;110;40;527;2013-06-19 10:11:40
"528";10018;10;9;"GFi";1;290;487;242;NA;64;528;2013-06-19 10:11:40
"529";10018;11;9;"GFi";1;361;1101;268;NA;64;529;2013-06-19 10:11:40
"530";10018;12;9;"GFi";3;128;296;278;NA;30;530;2013-06-19 10:11:40
"531";10018;13;9;"MBi";1;242;617;288;NA;50;531;2013-06-19 10:11:40
"532";10018;14;9;"MBi";1;218;290;293;NA;50;532;2013-06-19 10:11:40
"533";10018;15;9;"MBi";1;106;826;320;NA;40;533;2013-06-19 10:11:40
"534";10018;16;9;"GFi";3;75;356;322;51;25;534;2013-06-19 10:11:40
"535";10018;17;9;"MBi";3;87;381;353;72;25;535;2013-06-19 10:11:40
"536";10018;18;9;"GFi";1;634;410;2;NA;80;536;2013-06-19 10:11:40
"537";10018;19;9;"GFi";1;512;173;70;254;64;537;2013-06-19 10:11:40
"538";10018;20;9;"RBu";1;837;1444;140;238;80;538;2013-06-19 10:11:40
"539";10018;21;9;"MBi";1;519;2509;163;224;64;539;2013-06-19 10:11:40
"540";10018;22;9;"Pa";1;525;2117;369;255;64;540;2013-06-19 10:11:40
"541";10019;1;9;"RBu";1;202;165;106;193;44;541;2013-06-19 10:11:40
"542";10019;2;9;"SBi";1;161;546;122;NA;44;542;2013-06-19 10:11:40
"543";10019;3;9;"MBi";2;78;653;156;NA;25;543;2013-06-19 10:11:40
"544";10019;4;9;"SBi";1;234;544;162;214;44;544;2013-06-19 10:11:40
"545";10019;5;9;"SBi";1;161;1097;165;NA;44;545;2013-06-19 10:11:40
"546";10019;6;9;"MBi";2;90;750;168;135;25;546;2013-06-19 10:11:40
"547";10019;7;9;"SBi";1;143;346;174;NA;44;547;2013-06-19 10:11:40
"548";10019;8;9;"SBi";1;177;1041;177;NA;44;548;2013-06-19 10:11:40
"549";10019;9;9;"MBi";1;111;741;207;153;44;549;2013-06-19 10:11:40
"550";10019;10;9;"MBi";1;135;1128;207;NA;44;550;2013-06-19 10:11:40
"551";10019;11;9;"MBi";1;101;821;215;NA;44;551;2013-06-19 10:11:40
"552";10019;12;9;"SBi";1;160;397;222;NA;44;552;2013-06-19 10:11:40
"553";10019;13;9;"MBi";1;139;958;239;NA;44;553;2013-06-19 10:11:40
"554";10019;14;9;"SBi";1;115;1036;239;NA;44;554;2013-06-19 10:11:40
"555";10019;15;9;"SBi";1;161;740;242;NA;44;555;2013-06-19 10:11:40
"556";10019;16;9;"SBi";1;207;807;243;NA;44;556;2013-06-19 10:11:40
"557";10019;17;9;"MBi";1;120;684;246;NA;44;557;2013-06-19 10:11:40
"558";10019;18;9;"SBi";1;121;712;248;NA;44;558;2013-06-19 10:11:40
"559";10019;19;9;"MBi";1;93;533;250;134;44;559;2013-06-19 10:11:40
"560";10019;20;9;"SBi";1;123;696;263;NA;44;560;2013-06-19 10:11:40
"561";10019;21;9;"SBi";1;150;441;270;NA;44;561;2013-06-19 10:11:40
"562";10019;22;9;"SBi";1;221;808;284;181;44;562;2013-06-19 10:11:40
"563";10019;23;9;"MBi";1;151;1106;292;NA;44;563;2013-06-19 10:11:40
"564";10019;24;9;"SBi";1;166;1096;322;NA;44;564;2013-06-19 10:11:40
"565";10019;25;9;"SBi";1;215;621;323;NA;44;565;2013-06-19 10:11:40
"566";10019;26;9;"SBi";1;157;734;328;NA;44;566;2013-06-19 10:11:40
"567";10019;27;9;"SBi";1;195;1076;360;NA;44;567;2013-06-19 10:11:40
"568";10019;28;9;"SBi";1;155;912;362;NA;44;568;2013-06-19 10:11:40
"569";10019;29;9;"SBi";1;280;274;366;NA;44;569;2013-06-19 10:11:40
"570";10019;30;9;"MBi";2;87;652;377;99;25;570;2013-06-19 10:11:40
"571";10019;31;9;"SBi";1;187;463;378;NA;44;571;2013-06-19 10:11:40
"572";10019;32;9;"SBi";1;218;1072;392;NA;44;572;2013-06-19 10:11:40
"573";10019;33;9;"SBi";2;74;473;397;105;25;573;2013-06-19 10:11:40
"574";10019;34;9;"SBi";2;74;721;2;115;25;574;2013-06-19 10:11:40
"575";10019;35;9;"SBi";1;228;909;20;NA;44;575;2013-06-19 10:11:40
"576";10019;36;9;"SBi";1;105;970;27;NA;44;576;2013-06-19 10:11:40
"577";10019;37;9;"SBi";1;152;670;27;NA;44;577;2013-06-19 10:11:40
"578";10019;38;9;"SBi";1;178;271;27;NA;44;578;2013-06-19 10:11:40
"579";10019;39;9;"SBi";1;168;297;32;NA;44;579;2013-06-19 10:11:40
"580";10019;40;9;"SBi";1;162;905;46;NA;44;580;2013-06-19 10:11:40
"581";10019;41;9;"RBu";2;117;936;58;91;44;581;2013-06-19 10:11:40
"582";10019;42;9;"SBi";1;186;872;60;NA;44;582;2013-06-19 10:11:40
"583";10019;43;9;"SBi";1;171;919;59;NA;44;583;2013-06-19 10:11:40
"584";10019;44;9;"Vbe";2;99;757;64;114;25;584;2013-06-19 10:11:40
"585";10019;45;9;"SBi";1;207;731;65;NA;44;585;2013-06-19 10:11:40
"586";10019;46;9;"SBi";1;135;411;65;NA;44;586;2013-06-19 10:11:40
"587";10019;47;9;"MBi";2;72;768;68;NA;25;587;2013-06-19 10:11:40
"588";10019;48;9;"SBi";1;116;753;73;NA;44;588;2013-06-19 10:11:40
"589";10019;49;9;"SBi";1;119;629;74;NA;44;589;2013-06-19 10:11:40
"590";10019;50;9;"SFi";3;92;279;101;45;30;590;2013-06-19 10:11:40
"591";10019;51;9;"SBi";1;221;492;101;NA;44;591;2013-06-19 10:11:40
"592";10019;52;9;"SBi";1;111;588;101;NA;44;592;2013-06-19 10:11:40
"593";10019;53;9;"SBi";1;101;1094;111;NA;44;593;2013-06-19 10:11:40
"594";10020;1;9;"Dgl";1;72;510;266;64;8;594;2013-06-19 10:11:40
"595";10020;2;9;"SBi";1;70;821;322;83;8;595;2013-06-19 10:11:40
"596";10020;3;9;"SBi";1;91;977;334;NA;8;596;2013-06-19 10:11:40
"597";10020;4;9;"SBi";1;70;578;347;NA;8;597;2013-06-19 10:11:40
"598";10020;5;9;"SBi";1;76;782;361;NA;8;598;2013-06-19 10:11:40
"599";10020;6;9;"SBi";1;95;621;371;95;8;599;2013-06-19 10:11:40
"600";10020;7;9;"SBi";1;83;875;372;NA;8;600;2013-06-19 10:11:40
"601";10020;8;9;"SBi";1;72;899;391;NA;8;601;2013-06-19 10:11:40
"602";10020;9;9;"RBu";1;312;717;70;114;30;602;2013-06-19 10:11:40
"603";10020;10;9;"SBi";1;76;656;196;NA;8;603;2013-06-19 10:11:40
"604";10020;11;9;"JLa";1;81;526;214;62;8;604;2013-06-19 10:11:40
"605";10020;12;9;"SFi";1;521;2220;298;257;79;605;2013-06-19 10:11:40
"606";10020;13;9;"Dgl";1;547;2352;11;298;79;606;2013-06-19 10:11:40
"607";10021;1;9;"GFi";1;209;270;132;NA;69;607;2013-06-19 10:11:40
"608";10021;2;9;"GFi";1;339;946;151;NA;69;608;2013-06-19 10:11:40
"609";10021;3;9;"GFi";1;104;320;180;NA;69;609;2013-06-19 10:11:40
"610";10021;4;9;"GFi";1;275;932;199;NA;69;610;2013-06-19 10:11:40
"611";10021;5;9;"GFi";1;305;1112;207;NA;69;611;2013-06-19 10:11:40
"612";10021;6;9;"GFi";1;264;687;234;216;69;612;2013-06-19 10:11:40
"613";10021;7;9;"GFi";1;119;920;234;NA;69;613;2013-06-19 10:11:40
"614";10021;8;9;"GFi";1;269;918;262;NA;69;614;2013-06-19 10:11:40
"615";10021;9;9;"GFi";1;349;341;271;NA;69;615;2013-06-19 10:11:40
"616";10021;10;9;"GFi";1;210;917;287;NA;69;616;2013-06-19 10:11:40
"617";10021;11;9;"GFi";1;392;762;319;237;69;617;2013-06-19 10:11:40
"618";10021;12;9;"GFi";1;217;1106;324;NA;69;618;2013-06-19 10:11:40
"619";10021;13;9;"GFi";1;262;329;376;NA;69;619;2013-06-19 10:11:40
"620";10021;14;9;"GFi";1;336;924;71;NA;69;620;2013-06-19 10:11:40
"621";10021;15;9;"GFi";1;365;582;91;NA;69;621;2013-06-19 10:11:40
"622";10021;16;9;"GFi";1;202;877;116;NA;69;622;2013-06-19 10:11:40
"623";10022;1;9;"RBu";1;668;478;23;NA;184;623;2013-06-19 10:11:40
"624";10022;2;9;"RBu";1;634;705;154;336;184;624;2013-06-19 10:11:40
"625";10022;3;9;"Kir";3;70;859;246;50;8;625;2013-06-19 10:11:40
"626";10022;4;9;"Hbu";3;93;1108;267;48;8;626;2013-06-19 10:11:40
"627";10022;5;9;"SAh";3;87;868;321;72;8;627;2013-06-19 10:11:40
"628";10022;6;9;"RBu";1;669;2063;55;NA;184;628;2013-06-19 10:11:40
"629";10022;7;9;"RBu";1;778;1778;72;NA;184;629;2013-06-19 10:11:40
"630";10022;8;9;"RBu";1;567;1562;122;NA;184;630;2013-06-19 10:11:40
"631";10022;9;9;"RBu";1;807;2420;155;317;184;631;2013-06-19 10:11:40
"632";10022;10;9;"SEi";1;613;2260;229;284;184;632;2013-06-19 10:11:40
"633";10023;1;9;"RBu";3;124;342;387;NA;31;633;2013-06-19 10:11:40
"634";10023;2;9;"Vbe";2;119;791;387;146;31;634;2013-06-19 10:11:40
"635";10023;3;9;"RBu";2;138;889;392;NA;31;635;2013-06-19 10:11:40
"636";10023;4;9;"SBi";2;156;372;392;NA;31;636;2013-06-19 10:11:40
"637";10023;5;9;"Hbu";3;78;588;6;111;25;637;2013-06-19 10:11:40
"638";10023;6;9;"Hbu";2;164;652;31;148;41;638;2013-06-19 10:11:40
"639";10023;7;9;"RBu";2;155;410;36;NA;41;639;2013-06-19 10:11:40
"640";10023;8;9;"RBu";2;213;417;44;135;41;640;2013-06-19 10:11:40
"641";10023;9;9;"SBi";2;115;840;46;NA;31;641;2013-06-19 10:11:40
"642";10023;10;9;"RBu";3;101;981;50;103;31;642;2013-06-19 10:11:40
"643";10023;11;9;"RBu";3;114;654;50;NA;31;643;2013-06-19 10:11:40
"644";10023;12;9;"RBu";3;113;1017;79;91;31;644;2013-06-19 10:11:40
