"";"MoMoK_Nr";"Name";"Bundeland";"Datum";"Nr_VJ_PK";"Lage";"Distanz MB [cm]";"pk_maxdist [cm]";"LfdNr";"Baumart (Code)";"Baumart";"Hoehe [cm]";"grklasse"
"231";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"S";"Süd";1000;469;4;104;"SER";160;1
"232";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"S";"Süd";1000;469;5;104;"SER";55;0
"233";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;1;104;"SER";240;1
"234";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;2;104;"SER";110;0
"235";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;3;104;"SER";170;1
"236";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;4;104;"SER";290;1
"237";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;5;104;"SER";230;3
"238";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;6;104;"SER";90;0
"239";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;7;104;"SER";260;1
"240";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;8;104;"SER";210;1
"241";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;9;104;"SER";200;1
"242";33010;"Pälitzsee/Pelzkuhl";"MV";2022-08-10;"W";"West";1000;476;10;104;"SER";120;0
"243";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;1;207;"GFI";50;0
"244";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;2;207;"GFI";45;0
"245";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;3;207;"GFI";35;0
"246";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;4;207;"GFI";30;0
"247";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;5;207;"GFI";30;0
"248";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;6;207;"GFI";30;0
"249";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;7;207;"GFI";25;0
"250";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;8;207;"GFI";30;0
"251";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;9;207;"GFI";40;0
"252";34030;"Steinbach/Steinbach";"SN";2022-08-24;"N";"Nord";1000;207;10;207;"GFI";45;0
"253";34030;"Steinbach/Steinbach";"SN";2022-08-24;"E";"Ost";1000;409;1;207;"GFI";85;0
"254";34030;"Steinbach/Steinbach";"SN";2022-08-24;"E";"Ost";1000;409;2;207;"GFI";240;1
"255";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;1;207;"GFI";25;0
"256";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;2;207;"GFI";25;0
"257";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;3;207;"GFI";50;0
"258";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;4;207;"GFI";45;0
"259";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;5;207;"GFI";25;0
"260";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;6;207;"GFI";35;0
"261";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;7;207;"GFI";20;0
"262";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;8;207;"GFI";25;0
"263";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;9;207;"GFI";30;0
"264";34030;"Steinbach/Steinbach";"SN";2022-08-24;"S";"Süd";1000;159;10;207;"GFI";35;0
"265";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;1;121;"VBE";30;0
"266";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;2;121;"VBE";40;0
"267";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;3;207;"GFI";280;1
"268";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;4;207;"GFI";200;1
"269";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;5;207;"GFI";320;1
"270";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;6;207;"GFI";500;3
"271";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;7;207;"GFI";280;1
"272";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;8;207;"GFI";110;0
"273";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;9;207;"GFI";270;1
"274";34030;"Steinbach/Steinbach";"SN";2022-08-24;"W";"West";1000;380;10;207;"GFI";85;0
"275";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;1;207;"GFI";20;0
"276";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;2;207;"GFI";35;0
"277";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;3;207;"GFI";20;0
"278";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;4;207;"GFI";30;0
"279";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;5;207;"GFI";35;0
"280";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;6;207;"GFI";30;0
"281";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;7;207;"GFI";20;0
"282";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;8;207;"GFI";20;0
"283";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;9;207;"GFI";20;0
"284";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"N";"Nord";1000;330;10;207;"GFI";30;0
"285";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"E";"Ost";1000;215;1;121;"VBE";30;0
"286";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"E";"Ost";1000;215;2;121;"VBE";30;0
"287";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"E";"Ost";1000;215;3;121;"VBE";20;0
"288";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"E";"Ost";1000;215;4;121;"VBE";45;0
"289";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"E";"Ost";1000;215;5;121;"VBE";30;0
"290";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"E";"Ost";1000;215;6;121;"VBE";30;0
"291";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;1;207;"GFI";65;0
"292";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;2;207;"GFI";80;0
"293";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;3;121;"VBE";80;0
"294";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;4;121;"VBE";55;0
"295";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;5;121;"VBE";50;0
"296";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;6;121;"VBE";55;0
"297";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;7;201;"WTA";20;0
"298";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;8;201;"WTA";20;0
"299";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;9;121;"VBE";150;1
"300";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"S";"Süd";1000;217;10;121;"VBE";130;1
"301";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;1;121;"VBE";60;0
"302";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;2;121;"VBE";160;1
"303";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;3;207;"GFI";40;0
"304";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;4;121;"VBE";60;0
"305";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;5;207;"GFI";40;0
"306";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;6;207;"GFI";40;0
"307";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;7;207;"GFI";40;0
"308";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;8;207;"GFI";60;0
"309";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;9;207;"GFI";20;0
"310";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"W";"West";1000;312;10;121;"VBE";115;0
"311";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;1;214;"BKI";220;1
"312";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;2;214;"BKI";100;0
"313";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;3;214;"BKI";400;1
"314";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;4;214;"BKI";270;1
"315";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;5;214;"BKI";80;0
"316";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;6;214;"BKI";300;1
"317";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;7;214;"BKI";300;1
"318";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;8;214;"BKI";170;1
"319";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;9;214;"BKI";260;1
"320";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"N";"Nord";1000;278;10;214;"BKI";140;1
"321";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;1;214;"BKI";105;0
"322";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;2;214;"BKI";95;0
"323";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;3;214;"BKI";140;1
"324";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;4;214;"BKI";45;0
"325";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;5;214;"BKI";70;0
"326";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;6;214;"BKI";85;0
"327";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;7;214;"BKI";105;0
"328";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;8;214;"BKI";50;0
"329";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;9;214;"BKI";155;1
"330";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"E";"Ost";1000;84;10;214;"BKI";175;1
"331";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;1;214;"BKI";400;3
"332";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;2;214;"BKI";110;0
"333";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;3;214;"BKI";120;0
"334";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;4;214;"BKI";230;1
"335";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;5;214;"BKI";105;0
"336";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;6;214;"BKI";140;1
"337";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;7;214;"BKI";350;1
"338";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;8;214;"BKI";160;1
"339";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;9;214;"BKI";200;1
"340";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"S";"Süd";1000;280;10;214;"BKI";400;1
"341";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;1;214;"BKI";250;1
"342";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;2;214;"BKI";340;1
"343";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;3;214;"BKI";130;1
"344";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;4;214;"BKI";150;1
"345";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;5;214;"BKI";150;1
"346";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;6;214;"BKI";180;1
"347";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;7;214;"BKI";310;3
"348";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;8;214;"BKI";310;2
"349";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;9;214;"BKI";380;2
"350";34020;"Friedrichsheider Hochmoor/Erlabrunn";"SN";2022-09-13;"W";"West";1000;263;10;214;"BKI";270;1
"351";33040;"Drewensee/Priepert";"MV";2022-09-07;"N";"Nord";1000;500;1;104;"SER";145;1
"352";33040;"Drewensee/Priepert";"MV";2022-09-07;"N";"Nord";1000;500;2;104;"SER";70;0
"353";33040;"Drewensee/Priepert";"MV";2022-09-07;"N";"Nord";1000;500;3;104;"SER";110;0
"354";33040;"Drewensee/Priepert";"MV";2022-09-07;"N";"Nord";1000;500;4;104;"SER";175;1
"355";33040;"Drewensee/Priepert";"MV";2022-09-07;"N";"Nord";1000;500;5;104;"SER";205;1
"356";33040;"Drewensee/Priepert";"MV";2022-09-07;"N";"Nord";1000;500;6;104;"SER";145;0
"357";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;1;207;"GFI";55;0
"358";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;2;207;"GFI";35;0
"359";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;3;207;"GFI";30;0
"360";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;4;207;"GFI";30;0
"361";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;5;207;"GFI";35;0
"362";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;6;207;"GFI";75;0
"363";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;7;207;"GFI";35;0
"364";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;8;207;"GFI";25;0
"365";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;9;104;"SER";110;0
"366";33040;"Drewensee/Priepert";"MV";2022-09-07;"E";"Ost";1000;411;10;104;"SER";95;0
"367";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;1;207;"GFI";30;0
"368";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;2;207;"GFI";105;0
"369";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;3;207;"GFI";115;0
"370";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;4;207;"GFI";110;0
"371";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;5;207;"GFI";75;0
"372";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;6;207;"GFI";30;0
"373";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;7;104;"SER";60;0
"374";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;8;104;"SER";60;0
"375";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;9;104;"SER";60;0
"376";33040;"Drewensee/Priepert";"MV";2022-09-07;"S";"Süd";1000;493;10;111;"RBU";65;0
"377";33040;"Drewensee/Priepert";"MV";2022-09-07;"W";"West";1000;483;1;104;"SER";125;0
"378";33040;"Drewensee/Priepert";"MV";2022-09-07;"W";"West";1000;483;2;104;"SER";65;0
"379";33040;"Drewensee/Priepert";"MV";2022-09-07;"W";"West";1000;483;3;104;"SER";170;1
"380";33040;"Drewensee/Priepert";"MV";2022-09-07;"W";"West";1000;483;4;104;"SER";70;0
"381";33040;"Drewensee/Priepert";"MV";2022-09-07;"W";"West";1000;483;5;104;"SER";90;0
"382";33040;"Drewensee/Priepert";"MV";2022-09-07;"W";"West";1000;483;6;104;"SER";80;0
"383";33040;"Drewensee/Priepert";"MV";2022-09-07;"W";"West";1000;483;7;207;"GFI";30;0
"384";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"N";"Nord";1000;498;1;207;"GFI";60;0
"385";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"N";"Nord";1000;498;2;207;"GFI";30;0
"386";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"N";"Nord";1000;498;3;207;"GFI";20;0
"387";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"N";"Nord";1000;498;4;207;"GFI";25;0
"388";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"N";"Nord";1000;498;5;207;"GFI";50;0
"389";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"N";"Nord";1000;498;6;207;"GFI";50;0
"390";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;1;207;"GFI";20;0
"391";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;2;207;"GFI";25;0
"392";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;3;207;"GFI";40;0
"393";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;4;207;"GFI";25;0
"394";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;5;207;"GFI";35;0
"395";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;6;207;"GFI";45;0
"396";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;7;207;"GFI";60;0
"397";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;8;207;"GFI";55;0
"398";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;9;207;"GFI";30;0
"399";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"E";"Ost";1000;244;10;207;"GFI";65;0
"400";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"S";"Süd";1000;492;1;207;"GFI";95;0
"401";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"S";"Süd";1000;492;2;207;"GFI";125;0
"402";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"S";"Süd";1000;492;3;207;"GFI";300;2
"403";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"S";"Süd";1000;492;4;207;"GFI";75;0
"404";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"S";"Süd";1000;492;5;207;"GFI";170;1
"405";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"S";"Süd";1000;492;6;207;"GFI";230;1
"406";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"S";"Süd";1000;492;7;207;"GFI";180;1
"407";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"S";"Süd";1000;492;8;207;"GFI";490;3
"408";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"W";"West";1000;358;1;207;"GFI";85;0
"409";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"W";"West";1000;358;2;207;"GFI";310;1
"410";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"W";"West";1000;358;3;207;"GFI";380;2
"411";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"W";"West";1000;358;4;207;"GFI";20;0
"412";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"W";"West";1000;358;5;207;"GFI";80;0
"413";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;1;214;"BKI";225;3
"414";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;2;214;"BKI";180;1
"415";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;3;214;"BKI";260;1
"416";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;4;214;"BKI";140;1
"417";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;5;214;"BKI";420;3
"418";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;6;214;"BKI";305;2
"419";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;7;214;"BKI";240;1
"420";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;8;214;"BKI";230;1
"421";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;9;214;"BKI";340;2
"422";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"N";"Nord";1000;352;10;207;"GFI";95;0
"423";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;1;214;"BKI";140;1
"424";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;2;214;"BKI";300;3
"425";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;3;214;"BKI";140;1
"426";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;4;214;"BKI";220;1
"427";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;5;214;"BKI";100;0
"428";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;6;214;"BKI";155;1
"429";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;7;214;"BKI";145;1
"430";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;8;214;"BKI";105;0
"431";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;9;214;"BKI";305;1
"432";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"E";"Ost";1000;295;10;214;"BKI";135;1
"433";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;1;214;"BKI";120;0
"434";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;2;214;"BKI";440;3
"435";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;3;214;"BKI";220;2
"436";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;4;214;"BKI";95;0
"437";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;5;214;"BKI";125;0
"438";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;6;214;"BKI";115;0
"439";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;7;214;"BKI";330;3
"440";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;8;214;"BKI";310;2
"441";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;9;214;"BKI";45;0
"442";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"S";"Süd";1000;275;10;214;"BKI";90;0
"443";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;1;214;"BKI";310;2
"444";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;2;214;"BKI";135;1
"445";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;3;214;"BKI";100;0
"446";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;4;214;"BKI";165;1
"447";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;5;214;"BKI";250;1
"448";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;6;214;"BKI";100;0
"449";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;7;214;"BKI";280;3
"450";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;8;214;"BKI";45;0
"451";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;9;214;"BKI";85;0
"452";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"W";"West";1000;375;10;214;"BKI";110;0
"453";35500;"Jävenitzer Moor/Gardelegen";"ST";2022-10-19;"E";"Ost";1000;462;1;108;"MBI";70;0
"454";35500;"Jävenitzer Moor/Gardelegen";"ST";2022-10-19;"E";"Ost";1000;462;2;108;"MBI";65;0
"455";35500;"Jävenitzer Moor/Gardelegen";"ST";2022-10-19;"W";"West";1000;100;1;108;"MBI";115;0
"456";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;1;108;"MBI";125;0
"457";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;2;108;"MBI";80;0
"458";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;3;108;"MBI";220;1
"459";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;4;108;"MBI";150;1
"460";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;5;108;"MBI";160;1
"461";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;6;108;"MBI";150;1
"462";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;7;108;"MBI";230;1
"463";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;8;108;"MBI";240;1
"464";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;9;108;"MBI";150;1
