"";"MoMoK_Nr";"Name";"Bundeland";"Datum";"Nr_VJ_PK";"Lage";"Distanz MB [cm]";"pk_maxdist [cm]";"LfdNr";"Baumart (Code)";"Baumart";"Hoehe [cm]";"grklasse"
"465";27040;"Palmbruch/Morbach";"RP";2023-02-13;"N";"Nord";1000;125;10;108;"MBI";150;1
"466";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;1;108;"MBI";150;1
"467";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;2;108;"MBI";130;1
"468";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;3;108;"MBI";120;0
"469";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;4;108;"MBI";130;1
"470";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;5;108;"MBI";140;1
"471";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;6;108;"MBI";150;1
"472";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;7;108;"MBI";165;1
"473";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;8;108;"MBI";150;1
"474";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;9;108;"MBI";150;1
"475";27040;"Palmbruch/Morbach";"RP";2023-02-13;"E";"Ost";1000;105;10;108;"MBI";120;0
"476";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;1;108;"MBI";230;1
"477";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;2;108;"MBI";150;1
"478";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;3;108;"MBI";150;1
"479";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;4;108;"MBI";150;1
"480";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;5;108;"MBI";110;0
"481";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;6;108;"MBI";80;0
"482";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;7;108;"MBI";150;1
"483";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;8;108;"MBI";230;1
"484";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;9;108;"MBI";185;1
"485";27040;"Palmbruch/Morbach";"RP";2023-02-13;"S";"Süd";1000;135;10;108;"MBI";150;1
"486";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;1;108;"MBI";250;1
"487";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;2;108;"MBI";260;1
"488";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;3;108;"MBI";200;1
"489";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;4;108;"MBI";160;1
"490";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;5;108;"MBI";135;1
"491";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;6;108;"MBI";180;1
"492";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;7;108;"MBI";190;1
"493";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;8;108;"MBI";110;0
"494";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;9;108;"MBI";115;0
"495";27040;"Palmbruch/Morbach";"RP";2023-02-13;"W";"West";1000;210;10;108;"MBI";290;1
"496";27011;"Landstuhler Bruch";"RP";2023-02-08;"N";"Nord";1000;207;1;207;"GFI";500;3
"497";26010;"Brander Bruch/Münden";"RP";2023-02-06;"N";"Nord";1000;463;1;207;"GFI";215;1
"498";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;1;121;"VBE";105;0
"499";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;2;121;"VBE";115;0
"500";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;3;121;"VBE";215;1
"501";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;4;207;"GFI";50;0
"502";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;5;121;"VBE";125;0
"503";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;6;121;"VBE";90;0
"504";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;7;121;"VBE";105;0
"505";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;8;121;"VBE";85;0
"506";26010;"Brander Bruch/Münden";"RP";2023-02-06;"E";"Ost";1000;376;9;121;"VBE";95;0
"507";26010;"Brander Bruch/Münden";"RP";2023-02-06;"S";"Süd";1000;273;1;121;"VBE";100;0
"508";26010;"Brander Bruch/Münden";"RP";2023-02-06;"W";"West";1000;313;1;207;"GFI";406;2
"509";26020;"Ellerhorst/Münden";"HE";2023-02-06;"N";"Nord";1000;396;1;104;"SER";110;0
"510";26020;"Ellerhorst/Münden";"HE";2023-02-06;"N";"Nord";1000;396;2;108;"MBI";70;0
"511";26020;"Ellerhorst/Münden";"HE";2023-02-06;"N";"Nord";1000;396;3;104;"SER";90;0
"512";26020;"Ellerhorst/Münden";"HE";2023-02-06;"N";"Nord";1000;396;4;104;"SER";80;0
"513";26020;"Ellerhorst/Münden";"HE";2023-02-06;"N";"Nord";1000;396;5;104;"SER";145;1
"514";26020;"Ellerhorst/Münden";"HE";2023-02-06;"N";"Nord";1000;396;6;104;"SER";60;0
"515";26020;"Ellerhorst/Münden";"HE";2023-02-06;"N";"Nord";1000;396;7;111;"RBU";260;1
"516";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;1;104;"SER";30;0
"517";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;2;104;"SER";45;0
"518";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;3;104;"SER";65;0
"519";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;4;104;"SER";45;0
"520";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;5;111;"RBU";220;1
"521";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;6;104;"SER";60;0
"522";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;7;104;"SER";40;0
"523";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;8;207;"GFI";35;0
"524";26020;"Ellerhorst/Münden";"HE";2023-02-06;"E";"Ost";1000;452;9;104;"SER";100;0
"525";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;1;121;"VBE";240;1
"526";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;2;121;"VBE";200;1
"527";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;3;121;"VBE";315;1
"528";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;4;121;"VBE";335;1
"529";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;5;121;"VBE";280;1
"530";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;6;111;"RBU";530;2
"531";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;7;207;"GFI";30;0
"532";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;8;121;"VBE";160;1
"533";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;9;121;"VBE";280;1
"534";26020;"Ellerhorst/Münden";"HE";2023-02-06;"S";"Süd";1000;197;10;121;"VBE";290;1
"535";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;1;104;"SER";190;1
"536";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;2;207;"GFI";220;1
"537";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;3;104;"SER";50;0
"538";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;4;104;"SER";80;0
"539";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;5;207;"GFI";160;1
"540";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;6;104;"SER";100;0
"541";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;7;104;"SER";100;0
"542";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;8;121;"VBE";180;1
"543";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;9;121;"VBE";170;1
"544";26020;"Ellerhorst/Münden";"HE";2023-02-06;"W";"West";1000;442;10;104;"SER";130;0
"545";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;1;104;"SER";80;0
"546";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;2;102;"BAH";75;0
"547";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;3;102;"BAH";105;0
"548";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;4;104;"SER";60;0
"549";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;5;102;"BAH";75;0
"550";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;6;104;"SER";100;0
"551";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;7;102;"BAH";120;0
"552";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;8;102;"BAH";110;0
"553";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;9;102;"BAH";120;0
"554";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"N";"Nord";1000;285;10;102;"BAH";310;1
"555";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;1;121;"VBE";350;1
"556";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;2;102;"BAH";140;1
"557";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;3;102;"BAH";230;1
"558";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;4;207;"GFI";60;0
"559";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;5;207;"GFI";40;0
"560";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;6;207;"GFI";40;0
"561";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;7;121;"VBE";160;1
"562";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;8;121;"VBE";230;1
"563";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;9;207;"GFI";60;0
"564";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"E";"Ost";1000;296;10;207;"GFI";40;0
"565";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;1;104;"SER";110;0
"566";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;2;102;"BAH";280;1
"567";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;3;102;"BAH";190;1
"568";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;4;102;"BAH";400;1
"569";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;5;102;"BAH";230;1
"570";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;6;102;"BAH";330;1
"571";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;7;102;"BAH";370;1
"572";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;8;102;"BAH";190;1
"573";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;9;102;"BAH";180;1
"574";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"S";"Süd";1000;239;10;104;"SER";140;1
"575";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;1;104;"SER";450;3
"576";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;2;102;"BAH";450;1
"577";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;3;104;"SER";50;0
"578";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;4;102;"BAH";130;1
"579";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;5;102;"BAH";90;0
"580";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;6;102;"BAH";60;0
"581";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;7;102;"BAH";60;0
"582";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;8;102;"BAH";60;0
"583";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;9;102;"BAH";60;0
"584";26030;"Krämersgrund/Wetter";"HE";2023-02-14;"W";"West";1000;352;10;102;"BAH";120;0
"585";21030;"Schwonau";"SH";2023-05-01;"N";"Nord";1000;426;1;102;"BAH";260;1
"586";21030;"Schwonau";"SH";2023-05-01;"N";"Nord";1000;426;2;102;"BAH";450;1
"587";21030;"Schwonau";"SH";2023-05-01;"N";"Nord";1000;426;3;102;"BAH";422;1
"588";21030;"Schwonau";"SH";2023-05-01;"E";"Ost";1000;493;1;102;"BAH";230;1
"589";21030;"Schwonau";"SH";2023-05-01;"E";"Ost";1000;493;2;102;"BAH";430;1
"590";21030;"Schwonau";"SH";2023-05-01;"E";"Ost";1000;493;3;102;"BAH";70;0
"591";21030;"Schwonau";"SH";2023-05-01;"E";"Ost";1000;493;4;112;"GES";130;1
"592";21030;"Schwonau";"SH";2023-05-01;"E";"Ost";1000;493;5;112;"GES";128;0
"593";21030;"Schwonau";"SH";2023-05-01;"S";"Süd";1000;500;1;102;"BAH";280;1
"594";21020;"Krummsee";"SH";2023-05-04;"S";"Süd";1000;499;1;104;"SER";590;3
"595";21020;"Krummsee";"SH";2023-05-04;"S";"Süd";1000;499;2;104;"SER";270;1
"596";21020;"Krummsee";"SH";2023-05-04;"S";"Süd";1000;499;3;104;"SER";160;1
"597";21020;"Krummsee";"SH";2023-05-04;"S";"Süd";1000;499;4;108;"MBI";100;0
"598";21020;"Krummsee";"SH";2023-05-04;"S";"Süd";1000;499;5;104;"SER";80;0
"599";21020;"Krummsee";"SH";2023-05-04;"W";"West";1000;485;1;104;"SER";170;1
"600";21020;"Krummsee";"SH";2023-05-04;"W";"West";1000;485;2;108;"MBI";80;0
"601";21020;"Krummsee";"SH";2023-05-04;"W";"West";1000;485;3;108;"MBI";450;2
"602";21020;"Krummsee";"SH";2023-05-04;"W";"West";1000;485;4;108;"MBI";500;2
"603";21020;"Krummsee";"SH";2023-05-04;"W";"West";1000;485;5;108;"MBI";200;1
"604";21020;"Krummsee";"SH";2023-05-04;"W";"West";1000;485;6;104;"SER";180;1
"605";21020;"Krummsee";"SH";2023-05-04;"W";"West";1000;485;7;104;"SER";80;0
"606";21020;"Krummsee";"SH";2023-05-04;"W";"West";1000;485;8;104;"SER";120;0
"607";21020;"Krummsee";"SH";2023-05-04;"N";"Nord";1000;405;1;104;"SER";580;1
"608";21020;"Krummsee";"SH";2023-05-04;"N";"Nord";1000;405;2;120;"SWE";120;0
"609";21020;"Krummsee";"SH";2023-05-04;"N";"Nord";1000;405;3;104;"SER";220;1
"610";21020;"Krummsee";"SH";2023-05-04;"N";"Nord";1000;405;4;104;"SER";270;1
"611";21020;"Krummsee";"SH";2023-05-04;"N";"Nord";1000;405;5;120;"SWE";450;1
"612";21020;"Krummsee";"SH";2023-05-04;"E";"Ost";1000;463;1;104;"SER";180;1
"613";21020;"Krummsee";"SH";2023-05-04;"E";"Ost";1000;463;2;104;"SER";170;1
"614";21020;"Krummsee";"SH";2023-05-04;"E";"Ost";1000;463;3;104;"SER";120;0
"615";21020;"Krummsee";"SH";2023-05-04;"E";"Ost";1000;463;4;104;"SER";90;0
"616";21020;"Krummsee";"SH";2023-05-04;"E";"Ost";1000;463;5;NA;"SHA";20;0
"617";21020;"Krummsee";"SH";2023-05-04;"E";"Ost";1000;463;6;104;"SER";70;0
"618";21020;"Krummsee";"SH";2023-05-04;"E";"Ost";1000;463;7;102;"BAH";110;0
"619";21020;"Krummsee";"SH";2023-05-04;"E";"Ost";1000;463;8;104;"SER";620;3
"620";23061;"Wildenkiel 2";"NS";2023-06-06;"N";"Nord";1000;462;1;207;"GFI";20;0
"621";23061;"Wildenkiel 2";"NS";2023-06-06;"N";"Nord";1000;462;2;207;"GFI";48;0
"622";23061;"Wildenkiel 2";"NS";2023-06-06;"N";"Nord";1000;462;3;207;"GFI";188;1
"623";23061;"Wildenkiel 2";"NS";2023-06-06;"N";"Nord";1000;462;4;207;"GFI";245;1
"624";23061;"Wildenkiel 2";"NS";2023-06-06;"N";"Nord";1000;462;5;207;"GFI";172;1
"625";23061;"Wildenkiel 2";"NS";2023-06-06;"N";"Nord";1000;462;6;207;"GFI";40;0
"626";23061;"Wildenkiel 2";"NS";2023-06-06;"N";"Nord";1000;462;7;207;"GFI";198;1
"627";23061;"Wildenkiel 2";"NS";2023-06-06;"N";"Nord";1000;462;8;108;"MBI";71;0
"628";23061;"Wildenkiel 2";"NS";2023-06-06;"E";"Ost";1000;498;1;207;"GFI";27;0
"629";23061;"Wildenkiel 2";"NS";2023-06-06;"E";"Ost";1000;498;2;207;"GFI";23;0
"630";23061;"Wildenkiel 2";"NS";2023-06-06;"E";"Ost";1000;498;3;207;"GFI";101;0
"631";23061;"Wildenkiel 2";"NS";2023-06-06;"E";"Ost";1000;498;4;207;"GFI";138;1
"632";23061;"Wildenkiel 2";"NS";2023-06-06;"E";"Ost";1000;498;5;207;"GFI";24;0
"633";23061;"Wildenkiel 2";"NS";2023-06-06;"E";"Ost";1000;498;6;207;"GFI";145;1
"634";23061;"Wildenkiel 2";"NS";2023-06-06;"E";"Ost";1000;498;7;108;"MBI";83;0
"635";23061;"Wildenkiel 2";"NS";2023-06-06;"S";"Süd";1000;369;1;207;"GFI";128;0
"636";23061;"Wildenkiel 2";"NS";2023-06-06;"S";"Süd";1000;369;2;207;"GFI";105;0
"637";23061;"Wildenkiel 2";"NS";2023-06-06;"S";"Süd";1000;369;3;207;"GFI";167;1
"638";23061;"Wildenkiel 2";"NS";2023-06-06;"S";"Süd";1000;369;4;207;"GFI";221;1
"639";23061;"Wildenkiel 2";"NS";2023-06-06;"S";"Süd";1000;369;5;207;"GFI";73;0
"640";23061;"Wildenkiel 2";"NS";2023-06-06;"S";"Süd";1000;369;6;207;"GFI";134;1
"641";23061;"Wildenkiel 2";"NS";2023-06-06;"S";"Süd";1000;369;7;207;"GFI";252;1
"642";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;1;207;"GFI";110;0
"643";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;2;207;"GFI";176;1
"644";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;3;207;"GFI";154;1
"645";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;4;108;"MBI";138;1
"646";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;5;207;"GFI";114;0
"647";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;6;121;"VBE";150;1
"648";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;7;207;"GFI";191;1
"649";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;8;207;"GFI";242;1
"650";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;9;207;"GFI";91;0
"651";23061;"Wildenkiel 2";"NS";2023-06-06;"W";"West";1000;373;10;108;"MBI";73;0
"652";23060;"Wildenkiel 1";"NS";2023-06-06;"N";"Nord";1000;486;1;207;"GFI";20;0
"653";23060;"Wildenkiel 1";"NS";2023-06-06;"N";"Nord";1000;486;2;207;"GFI";20;0
"654";23060;"Wildenkiel 1";"NS";2023-06-06;"N";"Nord";1000;486;3;207;"GFI";20;0
"655";23060;"Wildenkiel 1";"NS";2023-06-06;"N";"Nord";1000;486;4;207;"GFI";35;0
"656";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;1;121;"VBE";21;0
"657";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;2;121;"VBE";25;0
"658";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;3;121;"VBE";39;0
"659";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;4;121;"VBE";31;0
"660";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;5;207;"GFI";37;0
"661";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;6;207;"GFI";26;0
"662";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;7;207;"GFI";105;0
"663";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;8;207;"GFI";34;0
"664";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;9;207;"GFI";45;0
"665";23060;"Wildenkiel 1";"NS";2023-06-06;"E";"Ost";1000;500;10;207;"GFI";56;0
"666";23060;"Wildenkiel 1";"NS";2023-06-06;"S";"Süd";1000;476;1;207;"GFI";42;0
"667";23060;"Wildenkiel 1";"NS";2023-06-06;"S";"Süd";1000;476;2;207;"GFI";26;0
"668";23060;"Wildenkiel 1";"NS";2023-06-06;"S";"Süd";1000;476;3;121;"VBE";55;0
"669";23060;"Wildenkiel 1";"NS";2023-06-06;"W";"West";1000;480;1;121;"VBE";20;0
"670";23060;"Wildenkiel 1";"NS";2023-06-06;"W";"West";1000;480;2;121;"VBE";26;0
"671";23060;"Wildenkiel 1";"NS";2023-06-06;"W";"West";1000;480;3;121;"VBE";23;0
"672";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;1;207;"GFI";280;1
"673";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;2;108;"MBI";330;1
"674";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;3;108;"MBI";350;1
"675";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;4;121;"VBE";180;1
"676";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;5;108;"MBI";310;1
"677";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;6;108;"MBI";330;1
"678";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;7;108;"MBI";300;1
"679";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;8;207;"GFI";325;3
"680";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;9;108;"MBI";450;1
"681";23150;"Wildenloh";"NS";2023-06-29;"N";"Nord";1000;463;10;108;"MBI";240;1
"682";23150;"Wildenloh";"NS";2023-06-29;"E";"Ost";1000;487;1;108;"MBI";450;2
"683";23150;"Wildenloh";"NS";2023-06-29;"E";"Ost";1000;487;2;108;"MBI";660;2
"684";23150;"Wildenloh";"NS";2023-06-29;"E";"Ost";1000;487;3;207;"GFI";220;1
"685";23150;"Wildenloh";"NS";2023-06-29;"E";"Ost";1000;487;4;108;"MBI";360;1
"686";23150;"Wildenloh";"NS";2023-06-29;"E";"Ost";1000;487;5;108;"MBI";160;1
"687";23150;"Wildenloh";"NS";2023-06-29;"E";"Ost";1000;487;6;207;"GFI";490;3
"688";23150;"Wildenloh";"NS";2023-06-29;"S";"Süd";1000;461;1;108;"MBI";360;3
"689";23150;"Wildenloh";"NS";2023-06-29;"S";"Süd";1000;461;2;207;"GFI";220;1
"690";23150;"Wildenloh";"NS";2023-06-29;"S";"Süd";1000;461;3;207;"GFI";210;1
"691";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;1;207;"GFI";270;1
"692";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;2;207;"GFI";160;1
"693";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;3;108;"MBI";280;1
"694";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;4;235;"STR";510;2
"695";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;5;207;"GFI";130;1
"696";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;6;108;"MBI";60;0
"697";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;7;235;"STR";200;1
"698";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;8;108;"MBI";320;1
"699";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;9;108;"MBI";270;1
"700";23150;"Wildenloh";"NS";2023-06-29;"W";"West";1000;496;10;207;"GFI";110;0
"701";23170;"Holzurburg";"NS";2023-06-28;"N";"Nord";1000;499;1;207;"GKI";180;1
"702";23170;"Holzurburg";"NS";2023-06-28;"N";"Nord";1000;499;2;108;"MBI";390;1
"703";23170;"Holzurburg";"NS";2023-06-28;"N";"Nord";1000;499;3;108;"MBI";430;1
"704";23170;"Holzurburg";"NS";2023-06-28;"N";"Nord";1000;499;4;108;"MBI";510;2
"705";23170;"Holzurburg";"NS";2023-06-28;"N";"Nord";1000;499;5;108;"MBI";390;1
"706";23170;"Holzurburg";"NS";2023-06-28;"N";"Nord";1000;499;6;108;"MBI";520;1
"707";23170;"Holzurburg";"NS";2023-06-28;"N";"Nord";1000;499;7;108;"MBI";520;2
"708";23170;"Holzurburg";"NS";2023-06-28;"N";"Nord";1000;499;8;108;"MBI";260;1
"709";23170;"Holzurburg";"NS";2023-06-28;"E";"Ost";1000;452;1;108;"MBI";530;1
"710";23170;"Holzurburg";"NS";2023-06-28;"E";"Ost";1000;452;2;207;"GKI";140;1
"711";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;1;207;"GKI";60;0
"712";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;2;207;"GKI";130;1
"713";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;3;207;"GKI";260;1
"714";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;4;108;"MBI";150;1
"715";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;5;108;"MBI";350;1
"716";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;6;108;"MBI";550;2
"717";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;7;108;"MBI";340;1
"718";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;8;108;"MBI";340;1
"719";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;9;207;"GKI";90;0
"720";23170;"Holzurburg";"NS";2023-06-28;"S";"Süd";1000;378;10;108;"MBI";500;1
"721";23170;"Holzurburg";"NS";2023-06-28;"W";"West";1000;499;1;108;"MBI";450;3
"722";23170;"Holzurburg";"NS";2023-06-28;"W";"West";1000;499;2;207;"GKI";130;1
"723";23170;"Holzurburg";"NS";2023-06-28;"W";"West";1000;499;3;207;"GKI";90;0
"724";23170;"Holzurburg";"NS";2023-06-28;"W";"West";1000;499;4;207;"GKI";140;1
