"";"MoMoK_Nr";"Name";"Bundesland";"Datum";"Nr_PK";"Nr";"Baumartengruppe";"TYP";"Hoehe/Laenge [dm]";"Durchmesser [cm]";"Zersetzungsgrad"
"781";21020;"Krummsee";"SH";2023-05-04;"MB";14;1;1;46;"16";2
"782";21020;"Krummsee";"SH";2023-05-04;"MB";15;1;1;24;"19";3
"783";21020;"Krummsee";"SH";2023-05-04;"MB";16;1;1;16;"18";3
"784";21020;"Krummsee";"SH";2023-05-04;"MB";17;1;1;121;"14";3
"785";21020;"Krummsee";"SH";2023-05-04;"MB";18;1;1;43;"13";4
"786";21020;"Krummsee";"SH";2023-05-04;"MB";19;1;1;55;"15";5
"787";21020;"Krummsee";"SH";2023-05-04;"MB";20;1;1;50;"14";5
"788";21020;"Krummsee";"SH";2023-05-04;"MB";21;1;1;52;"9";3
"789";21020;"Krummsee";"SH";2023-05-04;"MB";22;1;4;6;"28";5
"790";21020;"Krummsee";"SH";2023-05-04;"MB";23;1;1;20;"17";5
"791";21020;"Krummsee";"SH";2023-05-04;"MB";24;1;1;33;"16";5
"792";21020;"Krummsee";"SH";2023-05-04;"MB";25;1;1;30;"19";4
"793";21020;"Krummsee";"SH";2023-05-04;"MB";26;1;1;60;"14";4
"794";21020;"Krummsee";"SH";2023-05-04;"MB";27;1;1;22;"16";5
"795";21020;"Krummsee";"SH";2023-05-04;"MB";28;1;1;20;"13";5
"796";21020;"Krummsee";"SH";2023-05-04;"MB";29;1;4;12;"20";5
"797";21020;"Krummsee";"SH";2023-05-04;"MB";30;1;1;24;"12";5
"798";21020;"Krummsee";"SH";2023-05-04;"MB";31;1;4;4;"20";5
"799";21020;"Krummsee";"SH";2023-05-04;"MB";32;1;1;22;"13";5
"800";21020;"Krummsee";"SH";2023-05-04;"MB";33;1;4;13;"8";5
"801";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";1;1;4;3;"12";5
"802";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";2;1;4;3;"31";5
"803";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";3;1;1;88;"7";3
"804";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";4;1;4;2;"18";5
"805";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";5;1;4;4;"27";5
"806";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";6;1;4;2;"17";5
"807";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";7;1;1;71;"9";3
"808";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";8;1;4;3;"16";4
"809";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";9;1;4;2;"13";4
"810";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";10;1;1;92;"9";4
"811";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";11;1;4;2;"28";4
"812";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";12;1;4;3;"18";5
"813";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";13;1;4;3;"18";3
"814";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";14;1;1;60;"10";4
"815";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";15;1;4;2;"31";5
"816";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";16;1;4;2;"40";5
"817";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";17;1;4;4;"18";4
"818";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";18;1;1;13;"11";4
"819";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";19;1;1;25;"11";5
"820";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";20;1;4;2;"15";5
"821";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";21;1;4;2;"23";4
"822";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";22;1;1;83;"9";4
"823";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";23;1;1;75;"13";4
"824";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";24;1;3;46;"10";4
"825";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";25;1;4;2;"39";5
"826";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";26;1;4;2;"13";5
"827";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";27;1;1;57;"8";4
"828";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";28;1;1;82;"11";4
"829";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";29;1;4;2;"18";4
"830";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";30;1;1;66;"8";4
"831";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";31;1;1;56;"10";4
"832";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";32;1;4;2;"23";5
"833";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";33;1;1;4;"9";5
"834";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";34;1;1;55;"14";4
"835";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";35;1;1;47;"11";4
"836";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";36;1;4;2;"17";5
"837";23061;"Wildenkiel 2";"NS";2023-06-06;"MB";37;1;4;2;"20";5
"838";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";1;2;2;141;"17";2
"839";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";2;2;2;89;"12";2
"840";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";3;2;4;2;"21";5
"841";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";4;2;1;113;"7";3
"842";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";5;2;4;3;"55";5
"843";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";6;2;4;2;"14";5
"844";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";7;2;1;81;"7";3
"845";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";8;2;4;2;"27";5
"846";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";9;2;4;2;"22";5
"847";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";10;2;4;2;"22";4
"848";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";11;2;4;2;"21";5
"849";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";12;2;4;2;"26";5
"850";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";13;2;4;6;"27";5
"851";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";14;2;1;84;"19";2
"852";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";15;2;1;45;"19";4
"853";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";16;2;1;20;"18";5
"854";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";17;2;4;2;"32";5
"855";23060;"Wildenkiel 1";"NS";2023-06-06;"MB";18;2;4;2;"40";5
"856";23150;"Wildenloh";"NS";2023-06-29;"MB";1;2;2;110;"20";2
"857";23150;"Wildenloh";"NS";2023-06-29;"MB";2;2;2;95;"15";2
"858";23150;"Wildenloh";"NS";2023-06-29;"MB";3;1;4;10;"19";5
"859";23150;"Wildenloh";"NS";2023-06-29;"MB";4;2;2;106;"27";2
"860";23150;"Wildenloh";"NS";2023-06-29;"MB";5;2;2;84;"17";2
"861";23150;"Wildenloh";"NS";2023-06-29;"MB";6;1;1;22;"11";5
"862";23150;"Wildenloh";"NS";2023-06-29;"MB";7;1;3;39;"11";4
"863";23150;"Wildenloh";"NS";2023-06-29;"MB";8;2;1;34;"15";5
"864";23150;"Wildenloh";"NS";2023-06-29;"MB";9;2;1;88;"11";4
"865";23150;"Wildenloh";"NS";2023-06-29;"MB";10;2;1;41;"8";2
"866";23150;"Wildenloh";"NS";2023-06-29;"MB";11;2;1;122;"15";3
"867";23150;"Wildenloh";"NS";2023-06-29;"MB";12;2;1;52;"9";2
"868";23170;"Holzurburg";"NS";2023-06-28;"MB";1;2;1;73;"13";3
"869";23170;"Holzurburg";"NS";2023-06-28;"MB";2;2;1;35;"27";2
"870";23170;"Holzurburg";"NS";2023-06-28;"MB";3;2;4;22;"3";4
"871";23170;"Holzurburg";"NS";2023-06-28;"MB";4;2;1;83;"17";5
"872";23170;"Holzurburg";"NS";2023-06-28;"MB";5;2;1;60;"11";3
"873";23170;"Holzurburg";"NS";2023-06-28;"MB";6;2;1;60;"18";4
"874";23170;"Holzurburg";"NS";2023-06-28;"MB";7;2;1;74;"10";3
"875";23170;"Holzurburg";"NS";2023-06-28;"MB";8;2;1;118;"11";4
"876";23170;"Holzurburg";"NS";2023-06-28;"MB";9;2;4;24;"3";5
"877";23170;"Holzurburg";"NS";2023-06-28;"MB";10;2;1;101;"12";4
"878";23170;"Holzurburg";"NS";2023-06-28;"MB";11;2;1;150;"12";3
"879";23170;"Holzurburg";"NS";2023-06-28;"MB";12;2;1;110;"23";4
"880";23170;"Holzurburg";"NS";2023-06-28;"MB";13;2;1;53;"8";4
"881";23170;"Holzurburg";"NS";2023-06-28;"MB";14;2;1;38;"24";4
"882";23170;"Holzurburg";"NS";2023-06-28;"MB";15;2;1;115;"17";4
"883";23170;"Holzurburg";"NS";2023-06-28;"MB";16;2;1;35;"9";4
"884";23170;"Holzurburg";"NS";2023-06-28;"MB";17;2;1;13;"23";4
"885";23170;"Holzurburg";"NS";2023-06-28;"MB";18;2;4;2;"17";5
"886";23170;"Holzurburg";"NS";2023-06-28;"MB";19;2;1;115;"17";3
"887";23170;"Holzurburg";"NS";2023-06-28;"MB";20;2;1;62;"9";3
"888";23170;"Holzurburg";"NS";2023-06-28;"MB";21;2;4;3;"31";4
"889";23170;"Holzurburg";"NS";2023-06-28;"MB";22;2;1;56;"11";4
"890";25100;"Ebbemoor";"NRW";2023-07-04;"MB";1;1;4;3;"21";5
"891";25100;"Ebbemoor";"NRW";2023-07-04;"MB";2;1;4;4;"17";5
"892";33300;"Buchenhorst";"MV";NA;"1";1;1;4;1;"24.5";5
"893";33300;"Buchenhorst";"MV";NA;"1";2;1;1;23;"13.5";3
"894";33300;"Buchenhorst";"MV";NA;"1";3;1;5;127;"12.3";2
"895";33300;"Buchenhorst";"MV";NA;"1";4;1;4;1;"12.5";5
"896";33300;"Buchenhorst";"MV";NA;"1";5;1;4;1;"13";5
"897";33300;"Buchenhorst";"MV";NA;"1";6;1;5;99;"15.4";1
"898";33300;"Buchenhorst";"MV";NA;"1";7;1;4;2;"12";5
"899";33300;"Buchenhorst";"MV";NA;"1";8;1;4;1;"21";5
"900";33300;"Buchenhorst";"MV";NA;"1";9;1;1;79;"13";2
"901";33300;"Buchenhorst";"MV";NA;"1";10;1;1;26;"15.5";2
"902";33300;"Buchenhorst";"MV";NA;"1";11;1;1;44;"10";3
"903";33300;"Buchenhorst";"MV";NA;"1";12;1;1;68;"10";2
"904";33300;"Buchenhorst";"MV";NA;"1";13;1;4;1;"17";4
"905";33300;"Buchenhorst";"MV";NA;"1";14;1;5;88;"11.1";2
"906";33300;"Buchenhorst";"MV";NA;"1";15;1;4;1;"22";5
"907";33300;"Buchenhorst";"MV";NA;"1";16;1;1;49;"10.5";3
"908";33300;"Buchenhorst";"MV";NA;"1";17;1;4;1;"11";4
"909";33300;"Buchenhorst";"MV";NA;"1";18;1;1;55;"10";2
"910";33300;"Buchenhorst";"MV";NA;"1";19;1;1;33;"10.5";3
"911";33300;"Buchenhorst";"MV";NA;"2";1;1;2;136;"12.9";1
"912";33300;"Buchenhorst";"MV";NA;"2";2;1;2;75;"10.9";2
"913";33300;"Buchenhorst";"MV";NA;"2";3;1;1;25;"11.5";2
"914";33300;"Buchenhorst";"MV";NA;"2";4;1;4;2;"11.5";5
"915";33300;"Buchenhorst";"MV";NA;"2";5;1;4;2;"15";5
"916";33300;"Buchenhorst";"MV";NA;"2";6;1;5;45;"11";2
"917";33300;"Buchenhorst";"MV";NA;"2";7;1;1;82;"14";2
"918";33300;"Buchenhorst";"MV";NA;"2";8;1;4;2;"14";4
"919";33300;"Buchenhorst";"MV";NA;"2";9;1;1;56;"11";2
"920";33300;"Buchenhorst";"MV";NA;"2";10;1;1;33;"12.5";3
"921";33300;"Buchenhorst";"MV";NA;"2";11;1;4;5;"13";4
"922";33300;"Buchenhorst";"MV";NA;"2";12;1;1;63;"18.2";2
"923";33300;"Buchenhorst";"MV";NA;"2";13;1;1;44;"11.5";2
"924";33300;"Buchenhorst";"MV";NA;"2";14;1;1;15;"22";4
"925";33300;"Buchenhorst";"MV";NA;"2";15;1;1;127;"19";3
"926";33300;"Buchenhorst";"MV";NA;"2";16;1;2;146;"12.8";1
"927";33300;"Buchenhorst";"MV";NA;"2";17;1;2;124;"11.2";2
"928";33300;"Buchenhorst";"MV";NA;"2";18;1;1;72;"16";4
"929";33300;"Buchenhorst";"MV";NA;"2";19;1;4;4;"16";5
"930";33300;"Buchenhorst";"MV";NA;"2";20;1;1;51;"10";4
"931";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"MB";1;1;1;48;"26";5
"932";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"MB";2;1;1;80;"10";3
"933";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"MB";3;1;4;2;"11";4
"934";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"MB";4;1;1;95;"9";4
"935";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"MB";5;1;1;24;"11";4
"936";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"MB";6;1;1;17;"16";5
"937";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"MB";7;1;1;14;"25";5
"938";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"MB";8;1;1;34;"20";4
"939";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";1;2;2;61;"12";1
"940";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";2;2;3;16;"18";5
"941";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";3;2;2;63;"13";1
"942";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";4;2;3;34;"13";3
"943";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";5;2;4;8;"11";5
"944";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";6;2;1;32;"8";5
"945";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";7;2;4;3;"12";5
"946";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";8;2;1;22;"8";4
"947";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";9;2;4;4;"37";5
"948";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";10;2;4;4;"38";5
"949";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";11;2;4;4;"29";5
"950";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";12;2;4;2;"28";5
"951";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";13;2;4;6;"30";5
"952";36041;"Sommerbachskopf 2";"TH";2023-08-22;"MB";14;2;4;3;"36";5
"953";36010;"Siegmundsburg";"TH";2023-08-23;"MB";1;2;4;3;"30";4
"954";36010;"Siegmundsburg";"TH";2023-08-23;"MB";2;2;4;3;"22";5
"955";36010;"Siegmundsburg";"TH";2023-08-23;"MB";3;1;1;105;"12";3
"956";36010;"Siegmundsburg";"TH";2023-08-23;"MB";4;2;4;3;"30";4
"957";36010;"Siegmundsburg";"TH";2023-08-23;"MB";5;2;4;3;"30";4
"958";36010;"Siegmundsburg";"TH";2023-08-23;"MB";6;2;4;2;"18";5
"959";36010;"Siegmundsburg";"TH";2023-08-23;"MB";7;2;4;2;"20";5
"960";36010;"Siegmundsburg";"TH";2023-08-23;"MB";8;2;4;3;"40";4
"961";36010;"Siegmundsburg";"TH";2023-08-23;"MB";9;2;4;3;"25";4
"962";36010;"Siegmundsburg";"TH";2023-08-23;"MB";10;2;4;2;"34";4
"963";36010;"Siegmundsburg";"TH";2023-08-23;"MB";11;2;4;3;"33";5
"964";36010;"Siegmundsburg";"TH";2023-08-23;"MB";12;2;4;3;"35";4
"965";36010;"Siegmundsburg";"TH";2023-08-23;"MB";13;2;4;3;"30";4
"966";36010;"Siegmundsburg";"TH";2023-08-23;"MB";14;2;4;2;"30";4
"967";36010;"Siegmundsburg";"TH";2023-08-23;"MB";15;2;4;3;"25";4
"968";36010;"Siegmundsburg";"TH";2023-08-23;"MB";16;2;4;3;"26";4
"969";23110;"Brambosteler Moor";"NS";2023-09-12;"MB";1;2;2;173;"18";2
"970";23110;"Brambosteler Moor";"NS";2023-09-12;"MB";2;2;2;148;"21";2
"971";23110;"Brambosteler Moor";"NS";2023-09-12;"MB";3;2;1;70;"16";4
"972";23110;"Brambosteler Moor";"NS";2023-09-12;"MB";4;2;1;23;"12";5
"973";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";1;2;1;50;"26";3
"974";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";2;2;1;70;"15";3
"975";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";3;2;1;30;"11";3
"976";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";4;2;1;15;"12";3
"977";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";5;2;1;48;"16";4
"978";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";6;2;4;3;"29";4
"979";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";7;2;1;28;"12";4
"980";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";8;2;1;28;"15";4
"981";23090;"Groﬂes Moor bei Malloh";"NS";2023-09-11;"MB";9;2;1;36;"17";4
