"";"MoMoK_Nr";"Name";"Bundesland";"Datum";"Nr_PK";"Nr";"Baumartengruppe";"TYP";"Hoehe/Laenge [dm]";"Durchmesser [cm]";"Zersetzungsgrad"
"220";32050;"Stromtrasse/Spechti";"BB";2022-05-05;"MB";6;1;1;35;"10";5
"221";32050;"Stromtrasse/Spechti";"BB";2022-05-05;"MB";7;1;1;46;"9";5
"222";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";1;1;3;28;"10";4
"223";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";2;1;1;28;"12";2
"224";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";3;1;1;66;"8";1
"225";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";4;1;1;32;"11";2
"226";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";5;1;4;7;"20";3
"227";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";6;1;1;90;"16";2
"228";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";7;1;1;61;"11";2
"229";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";8;1;1;30;"8";2
"230";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";9;1;1;23;"12";2
"231";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";10;1;1;38;"14";2
"232";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";11;1;4;11;"17";1
"233";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";12;1;1;92;"9";1
"234";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";13;1;4;10;"18";4
"235";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";14;1;1;88;"12";2
"236";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";15;1;4;3;"15";4
"237";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";16;1;1;30;"9";3
"238";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";17;1;1;54;"13";3
"239";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";18;1;1;25;"10";3
"240";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";19;1;4;9;"18";3
"241";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";20;1;1;40;"12";3
"242";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";21;1;1;8;"14";3
"243";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";22;1;1;7;"13";3
"244";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";23;1;1;16;"14";3
"245";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";24;1;3;18;"15";4
"246";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";25;1;1;16;"14";3
"247";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";26;1;3;35;"15";4
"248";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";27;1;1;29;"15";2
"249";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";28;1;4;7;"15";5
"250";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";29;1;4;6;"17";5
"251";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";30;1;4;9;"14";5
"252";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";31;1;4;5;"17";5
"253";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";32;1;4;7;"15";5
"254";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";33;1;1;30;"10";3
"255";32070;"Hellsee/Biesenthal";"BB";2022-07-04;"MB";34;1;3;56;"20";2
"256";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";1;1;2;137;"12";1
"257";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";2;1;2;154;"11";1
"258";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";3;1;2;137;"11";1
"259";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";4;1;3;61;"10";1
"260";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";5;1;3;113;"10";1
"261";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";6;1;2;143;"12";2
"262";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";7;1;3;152;"13";2
"263";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";8;1;2;134;"10";1
"264";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";9;1;2;138;"11";1
"265";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";10;1;2;159;"14";1
"266";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";11;1;2;153;"14";1
"267";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";12;1;3;16;"11";1
"268";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";13;1;3;120;"14";2
"269";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";14;1;2;152;"12";1
"270";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";15;1;3;48;"10";2
"271";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";16;1;2;146;"18";1
"272";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";17;1;2;141;"14";2
"273";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";18;1;2;128;"10";2
"274";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";19;1;2;174;"11";2
"275";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";20;1;3;139;"12";2
"276";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";21;1;2;178;"15";1
"277";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";22;1;3;27;"13";1
"278";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";23;1;3;33;"11";1
"279";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";24;1;2;185;"17";1
"280";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";25;1;3;18;"16";1
"281";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";26;1;3;12;"14";2
"282";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";27;1;3;42;"18";1
"283";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";28;1;2;173;"12";1
"284";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";29;1;2;159;"16";2
"285";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";30;1;3;40;"21";1
"286";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";31;1;2;189;"16";2
"287";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";32;1;2;178;"19";1
"288";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";33;1;2;172;"15";1
"289";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";34;1;2;157;"10";1
"290";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";35;1;2;172;"13";1
"291";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";36;1;2;190;"22";2
"292";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";37;1;4;9;"10";1
"293";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";38;1;2;153;"11";1
"294";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";39;1;3;152;"11";1
"295";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";40;1;2;151;"13";2
"296";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";41;1;3;40;"11";1
"297";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";42;1;4;10;"10";2
"298";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";43;1;2;164;"10";1
"299";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";44;1;1;71;"14";2
"300";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";45;1;1;50;"11";2
"301";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";46;1;1;65;"12";2
"302";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";47;1;1;61;"14";2
"303";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";48;1;1;31;"11";2
"304";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";49;1;1;27;"9";2
"305";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";50;1;1;108;"11";2
"306";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";51;1;1;70;"10";2
"307";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";52;1;1;37;"11";2
"308";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";53;1;4;7;"11";2
"309";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";54;1;1;46;"9";2
"310";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";55;1;4;6;"10";2
"311";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";56;1;1;41;"9";2
"312";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";57;1;4;5;"10";2
"313";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";58;1;4;5;"10";2
"314";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";59;1;1;90;"10";2
"315";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";60;1;1;60;"8";2
"316";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";61;1;2;126;"10";2
"317";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";62;1;2;150;"13";2
"318";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";63;1;1;50;"11";2
"319";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";64;1;4;6;"18";2
"320";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";65;1;1;80;"13";2
"321";32090;"Pfauenflieﬂ/Biesenthal";"BB";2022-06-30;"MB";66;1;1;65;"13";2
"322";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";1;1;4;11;"10";5
"323";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";2;1;1;12;"10";5
"324";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";3;1;4;3;"13";5
"325";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";4;1;1;5;"8";5
"326";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";5;1;1;10;"16";5
"327";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";6;1;1;3;"10";5
"328";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";7;1;1;10;"13";5
"329";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";8;1;1;8;"8";5
"330";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";9;1;1;6;"10";5
"331";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";10;1;4;3;"13";5
"332";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";11;1;1;6;"10";5
"333";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";12;1;1;32;"10";3
"334";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";13;1;1;100;"8";2
"335";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";14;1;4;4;"12";4
"336";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";15;1;1;26;"9";3
"337";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";16;1;1;7;"9";5
"338";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";17;1;1;140;"8";2
"339";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";18;4;1;2;"23";5
"340";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";19;1;1;10;"13";5
"341";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";20;1;1;14;"8";5
"342";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";21;1;4;4;"45";5
"343";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";22;4;4;8;"16";5
"344";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";23;1;1;19;"12";5
"345";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";24;1;1;13;"13";5
"346";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";25;1;1;20;"10";5
"347";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";26;1;1;6;"12";5
"348";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";27;1;4;9;"11";5
"349";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";28;1;1;11;"11";5
"350";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";29;1;4;3;"10";5
"351";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";30;1;4;6;"11";5
"352";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";31;1;1;7;"15";5
"353";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";32;1;1;22;"11";5
"354";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";33;1;1;15;"9";5
"355";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";34;1;1;13;"11";5
"356";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";35;1;1;130;"7";1
"357";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";36;1;4;2;"14";5
"358";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";37;1;1;14;"10";4
"359";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";38;1;1;19;"9";3
"360";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";39;1;1;37;"8";2
"361";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";40;1;1;32;"6";2
"362";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";41;1;1;15;"8";3
"363";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";42;1;1;27;"8";4
"364";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";43;1;4;4;"26";3
"365";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";44;1;1;103;"8";2
"366";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";45;1;1;32;"9";2
"367";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";46;1;1;7;"14";5
"368";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";47;1;4;3;"20";5
"369";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";48;1;4;2;"20";5
"370";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";49;1;1;25;"8";4
"371";32080;"Plˆtzensee/Biesenthal";"BB";2022-08-03;"MB";50;1;4;9;"22";5
"372";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";1;1;1;16;"12";5
"373";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";2;1;1;9;"9";2
"374";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";3;1;1;59;"10";2
"375";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";4;1;1;20;"13";2
"376";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";5;1;4;9;"14";4
"377";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";6;1;3;70;"18";2
"378";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";7;1;3;87;"17";2
"379";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";8;2;2;91;"18";2
"380";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";9;2;2;142;"20";2
"381";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";10;2;3;73;"13";2
"382";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";11;2;2;158;"18";2
"383";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";12;2;3;35;"18";3
"384";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";13;1;1;40;"13";4
"385";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";14;1;4;5;"12";5
"386";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";15;1;1;60;"16";5
"387";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";16;1;4;12;"30";5
"388";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";17;1;1;50;"18";4
"389";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";18;1;1;30;"28";5
"390";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";19;1;1;60;"11";4
"391";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";20;2;4;10;"32";5
"392";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";21;2;1;75;"10";2
"393";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";22;2;1;54;"10";2
"394";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";23;2;2;105;"18";2
"395";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";24;2;3;18;"10";4
"396";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";25;1;1;36;"10";3
"397";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";26;1;4;6;"30";5
"398";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";27;2;3;42;"16";3
"399";33050;"R‰tzsee/Fleeth";"MV";2022-08-08;"MB";28;1;1;25;"11";3
"400";33010;"P‰litzsee/Pelzkuhl";"MV";2022-08-10;"MB";1;1;1;33;"10";2
"401";33010;"P‰litzsee/Pelzkuhl";"MV";2022-08-10;"MB";2;1;2;72;"11";2
"402";33010;"P‰litzsee/Pelzkuhl";"MV";2022-08-10;"MB";3;1;2;70;"12";2
"403";33010;"P‰litzsee/Pelzkuhl";"MV";2022-08-10;"MB";4;1;2;109;"13";2
"404";33010;"P‰litzsee/Pelzkuhl";"MV";2022-08-10;"MB";5;1;1;33;"7";2
"405";33010;"P‰litzsee/Pelzkuhl";"MV";2022-08-10;"MB";6;1;1;46;"6";2
"406";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";1;2;1;48;"6";1
"407";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";2;2;1;129;"13";1
"408";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";3;1;2;103;"13";1
"409";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";4;2;3;27;"18";1
"410";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";5;2;3;15;"10";1
"411";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";6;2;1;83;"8";1
"412";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";7;2;4;2;"28";5
"413";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";8;2;4;1;"20";5
"414";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";9;2;4;3;"35";5
"415";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";10;2;4;2;"20";5
"416";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";11;2;4;2;"20";5
"417";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";12;2;4;3;"50";5
"418";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";13;2;4;3;"47";5
"419";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";14;2;4;3;"31";3
"420";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";15;2;4;2;"20";4
"421";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";16;2;1;15;"10";5
"422";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";17;2;4;2;"22";5
"423";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";18;2;4;2;"30";5
"424";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";19;2;4;2;"20";5
"425";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";20;2;4;2;"38";5
"426";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";21;2;4;2;"47";4
"427";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";22;2;3;12;"10";4
"428";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";23;2;1;40;"8";5
"429";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";24;2;4;2;"51";5
"430";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";25;2;1;80;"8";1
"431";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";26;2;4;2;"30";3
"432";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";27;2;4;3;"38";4
"433";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";28;2;4;2;"27";4
"434";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";29;2;4;2;"27";4
"435";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";30;2;4;2;"24";4
"436";34030;"Steinbach/Steinbach";"SN";2022-08-24;"MB";31;2;4;2;"30";4
"437";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";1;2;3;14;"11";5
"438";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";2;2;3;15;"15";5
"439";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";3;2;1;39;"10";2
"440";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";4;2;1;16;"12";5
"441";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";5;2;1;76;"12";5
"442";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";6;2;1;14;"12";5
"443";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";7;2;1;25;"8";5
"444";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";8;2;1;12;"12";5
"445";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";9;2;1;54;"11";2
"446";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";10;2;1;14;"15";5
"447";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";11;2;1;66;"10";5
"448";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";12;2;4;3;"70";5
"449";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";13;2;4;1;"18";2
"450";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";14;2;4;2;"35";2
"451";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";15;2;4;4;"40";2
"452";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";16;2;4;2;"30";2
"453";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";17;2;1;13;"11";2
"454";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";18;2;4;1;"16";2
"455";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";19;2;4;3;"30";2
"456";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";20;2;4;3;"30";2
"457";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";21;2;4;3;"31";2
"458";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";22;2;4;2;"12";3
"459";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";23;2;4;2;"10";3
"460";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";24;2;4;1;"16";3
"461";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";25;2;4;4;"32";2
"462";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";26;2;4;2;"21";2
"463";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";27;2;4;1;"22";4
"464";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";28;2;4;4;"40";3
"465";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";29;2;4;3;"32";2
"466";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";30;2;4;4;"36";2
"467";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";31;2;4;2;"30";4
"468";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";32;2;4;4;"33";2
"469";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";33;2;4;2;"25";3
"470";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";34;2;4;4;"40";2
"471";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";35;2;4;2;"32";5
"472";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";36;2;4;4;"40";2
"473";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";37;2;4;3;"39";2
"474";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";38;2;4;5;"14";3
"475";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";39;2;4;3;"43";3
"476";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";40;2;4;2;"30";2
"477";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";41;2;4;1;"27";4
"478";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";42;2;4;4;"13";5
"479";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";43;2;4;3;"34";2
"480";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";44;2;4;1;"22";3
"481";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";45;2;3;64;"18";3
"482";34040;"Milchbach/Erlabrunn";"SN";2022-09-14;"MB";46;2;3;61;"14";3
"483";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";1;1;4;3;"20";5
"484";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";2;1;3;14;"11";3
"485";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";3;1;1;80;"10";2
"486";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";4;1;1;31;"9";2
"487";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";5;1;1;48;"9";2
"488";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";6;1;3;15;"12";1
"489";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";7;1;1;160;"10";1
"490";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";8;1;3;18;"12";2
"491";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";9;1;3;38;"16";2
"492";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";10;1;1;24;"10";2
"493";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";11;1;1;60;"s";2
"494";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";12;1;3;38;"12";2
"495";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";13;1;1;60;"9";2
"496";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";14;1;4;8;"10";2
