MoMoK_Nr;Name;Bundeland;Datum_Aufnahme;Nr_PK;BNr;ZW;St;Baumart (Code);Baumart;Schi;Kraft;Alt;Alt-Meth;BHD [mm];BHD Hoehe [cm];Permanent-Maßband;BHD Stufen;Hoehe [dm];Kronenansatz [dm];Distanz [cm];Azimut [Gon];Azimut [°];Bemerkung
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;7;;0;;RER;1;4;;;199;130;0;3;;;1246;272;245;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;8;;0;;RER;1;4;;;149,5;130;1;2;250;114;633;326;293;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;9;;0;;RER;1;2;;;283;130;0;5;;;837;302;272;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;10;;0;;RER;1;3;;;229;130;0;4;;;882;331;298;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;11;;0;;RER;1;4;;;137;130;0;2;;;874;344;310;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;12;;0;;RER;1;2;;;304;130;0;6;;;1110;314;283;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;13;;0;;RER;1;4;;;135;130;0;2;;;1181;316;284;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;14;;0;;RER;2;;;;86;130;0;1;98;56;1144;340;306;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;15;;0;;RER;1;2;;;260,1;130;1;5;230;150;552;359;323;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;16;;0;;RER;1;4;;;145;130;0;2;;;663;0;0;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;17;;0;;RER;1;2;;;231;130;0;4;182;109;778;379;341;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;18;;0;;RER;1;3;;;251;130;0;5;;;937;358;322;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;19;;0;;RER;1;2;;;180;130;0;3;185;135;1007;377;339;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;20;;0;;RER;1;2;;;230;130;0;4;;;1144;364;328;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;21;;0;;RER;1;2;;;288;130;0;5;;;327;61;55;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;22;;0;;RER;1;4;;;241;130;0;4;;;355;53;48;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;23;;0;;RER;1;4;;;218;130;0;4;;;688;47;42;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;24;;0;;RER;1;3;;;245;130;0;4;;;861;41;37;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;25;;0;;RER;1;3;;;275;130;0;5;;;736;21;19;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;26;;0;;RER;1;2;;;312;130;0;6;;;1100;23;21;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;27;;0;;RER;2;;;;132;130;0;2;;;1087;10;9;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;28;;0;;RER;1;4;;;228;130;0;4;;;1096;3;3;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;29;;0;;RER;1;3;;;246;130;0;4;;;1222;6;5;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;30;;0;;RER;1;3;;;214;130;0;4;;;1012;61;55;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;31;;0;;RER;1;3;;;220;130;0;4;;;1045;63;57;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;32;;0;;RER;1;4;;;164;130;0;3;;;386;112;101;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;33;;0;;RER;1;4;;;258;130;0;5;;;698;91;82;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;34;;0;;RER;1;2;;;318;130;0;6;;;1126;99;89;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;35;;0;;RER;1;3;;;224;130;0;4;;;1227;112;101;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;36;;0;;RER;2;;;;129;130;0;2;;;1125;123;111;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;37;;0;;RER;1;2;;;400,9;130;1;8;223;127;649;128;115;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;38;;0;;RER;1;3;;;264;130;0;5;;;638;169;152;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;39;;0;;RER;1;3;;;266;130;0;5;;;671;169;152;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;40;;0;;RER;2;;;;242;130;0;4;110;39;830;183;165;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;41;;0;;RER;1;3;;;281,5;130;1;5;;;948;173;156;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;42;;0;;RER;1;3;;;204;130;0;4;;;332;154;139;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;43;;0;;RER;1;4;;;207;130;0;4;;;501;188;169;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;44;;0;;RER;2;;;;106;130;0;2;;;1009;203;183;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;45;;0;;RER;1;2;;;400;130;0;8;;;617;239;215;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;46;;0;;RER;1;2;;;298;130;0;5;;;853;234;211;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;47;;0;;RER;1;2;;;286;130;0;5;;;1237;243;219;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;48;;0;;RER;2;;;;76;130;0;1;75;33;1159;242;218;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;1;;0;;RER;1;2;;;188,4;130;1;3;153;66;169;282;254;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;2;;0;;RER;1;3;;;121;130;0;2;;;332;280;252;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;3;;0;;RER;1;2;;;143,5;130;1;2;124;76;522;292;263;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;4;;0;;RER;1;3;;;143;130;0;2;;;722;270;243;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;5;;0;;RER;1;3;;;166;130;0;3;;;768;249;224;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;6;;0;;RER;2;;;;97,2;130;1;1;70;49;1002;244;220;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;7;;0;;RER;1;4;;;85;130;0;1;119;32;950;232;209;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;8;;0;;RER;1;2;;;191;130;0;3;;;1160;230;207;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;9;;0;;RER;1;2;;;151;130;0;3;;;861;213;192;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;10;;0;;RER;1;3;;;124;130;0;2;;;723;216;194;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;11;;0;;RER;1;4;;;144;130;0;2;;;565;202;182;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;12;;0;;RER;1;2;;;177;130;0;3;;;347;178;160;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;13;;0;;RER;1;2;;;146;130;0;2;;;532;233;210;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;14;;0;;RER;1;4;;;132;130;0;2;;;268;223;201;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;15;;0;;RER;2;;;;91;130;0;1;86;35;329;159;143;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;16;;0;;RER;1;2;;;193,9;130;1;3;139;59;547;164;148;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;17;;0;;RER;2;;;;102;130;0;2;55;40;723;188;169;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;18;;0;;RER;1;2;;;171;130;0;3;;;847;164;148;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;19;;0;;RER;2;;;;160;130;0;3;;;941;181;163;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;20;;0;;RER;1;3;;;182;130;0;3;;;1056;189;170;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;21;;0;;RER;1;4;;;98;130;0;1;;;1062;204;184;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;22;;0;;RER;1;2;;;172;130;0;3;;;1249;211;190;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;23;;0;;RER;2;;;;113;130;0;2;51;21;761;139;125;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;24;;0;;RER;1;2;;;140;130;0;2;;;1071;133;120;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;25;;0;;RER;1;2;;;183;130;0;3;;;1172;153;138;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;26;;0;;RER;1;2;;;157;140;0;3;;;1190;124;112;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;27;;0;;RER;2;;;;79;130;0;1;;;437;119;107;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;28;;0;;RER;1;4;;;100;130;0;2;;;424;112;101;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;29;;0;;RER;1;2;;;188;130;0;3;;;583;90;81;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;30;;0;;RER;1;4;;;114;130;0;2;;;776;102;92;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;31;;0;;RER;1;2;;;196;130;0;3;;;1040;108;97;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;32;;0;;RER;1;4;;;107;130;0;2;;;433;66;59;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;33;;0;;RER;1;4;;;95;130;0;1;;;753;63;57;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;34;;0;;RER;1;2;;;166;130;0;3;;;992;81;73;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;35;;0;;RER;1;2;;;205,3;130;1;4;125;78;1078;63;57;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;36;;0;;RER;2;;;;87;130;0;1;62;44;1217;53;48;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;37;;0;;RER;1;2;;;201;130;0;4;;;454;391;352;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;38;;0;;RER;1;3;;;156;130;0;3;;;512;12;11;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;39;;0;;RER;1;4;;;80;130;0;1;;;732;24;22;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;40;;0;;RER;1;2;;;218;130;0;4;;;765;44;40;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;41;;0;;RER;1;2;;;167;130;0;3;;;987;49;44;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;42;;0;;RER;2;;;;77;130;0;1;;;931;30;27;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;43;;0;;RER;1;4;;;109;130;0;2;;;1001;18;16;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;44;;0;;RER;1;3;;;169;130;0;3;;;1164;24;22;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;45;;0;;RER;1;3;;;109;130;0;2;;;966;6;5;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;46;;0;;RER;2;;;;97;130;0;1;;;1098;384;346;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;47;;0;;RER;1;3;;;144;130;0;2;;;1198;390;351;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;48;;0;;RER;1;4;;;101;130;0;2;;;1076;0;0;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;49;;0;;RER;1;3;;;126;130;0;2;;;396;314;283;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;50;;0;;RER;1;2;;;172;130;0;3;;;576;332;299;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;51;;0;;RER;1;2;;;136;130;0;2;;;866;326;293;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;52;;0;;RER;1;3;;;166;130;0;3;;;1061;319;287;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;53;;0;;RER;1;3;;;166;130;0;3;;;1156;309;278;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;54;;0;;RER;1;2;;;112;130;0;2;;;1028;296;266;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;55;;0;;RER;1;3;;;127;130;0;2;;;1106;289;260;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;56;;0;;RER;1;4;;;120;130;0;2;;;1228;303;273;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;57;;0;;RER;1;3;;;144;130;0;2;;;1229;286;257;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;58;;0;;RER;1;3;;;156;130;0;3;;;1258;280;252;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;59;;0;;RER;1;3;;;138;130;0;2;;;979;277;249;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;60;;0;;RER;1;2;;;170;130;0;3;;;1243;257;231;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;61;;0;;RER;2;;;;75;130;0;1;;;670;356;320;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;62;;0;;RER;1;3;;;159;130;0;3;;;1123;347;312;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;63;;0;;RER;1;3;;;125;130;0;2;;;1209;366;329;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;64;;0;;RER;1;4;;;136;130;0;2;;;1232;364;328;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;1;;0;;GFI;1;2;70;;240;130;1;2;;;144;254;229;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;2;;0;;GFI;1;4;37;;144;130;0;2;;;165;340;306;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;3;;0;;GFI;1;4;37;;129;130;0;2;;;217;310;279;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;4;;0;;GFI;1;3;37;;158;130;0;3;;;306;242;218;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;5;;0;;GFI;1;2;37;;216;120;0;4;;;381;254;229;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;6;;0;;GFI;1;4;37;;150;130;0;3;;;428;271;244;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;7;;0;;GFI;2;;NA;;93;150;0;1;;;510;272;245;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;8;;0;;GFI;1;2;37;;136,6;130;1;2;;;587;283;255;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;9;;0;;GFI;1;2;37;;194,5;130;1;3;;;665;262;236;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;10;;0;;GFI;1;2;37;;155;130;0;3;;;716;297;267;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;11;;0;;GFI;1;3;37;;213;130;0;4;;;885;290;261;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;12;;0;;GFI;1;4;37;;123;130;0;2;;;1086;277;249;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;13;;0;;GFI;1;2;37;;158;130;0;3;;;1211;272;245;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;14;;0;;GFI;1;2;70;;306;130;0;6;;;1146;298;268;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;15;;0;;GFI;1;4;37;;125;130;0;2;;;382;344;310;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;16;;0;;GFI;1;4;37;;160;130;0;3;;;513;309;278;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;17;;0;;GFI;1;2;37;;187;130;0;3;;;686;354;319;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;18;;0;;GFI;1;3;37;;134;130;0;2;;;727;324;292;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;19;;0;;GFI;1;2;70;;244;130;0;4;;;1000;338;304;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;20;;0;;GFI;1;2;70;;287;130;1;5;195;45;1230;336;302;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;21;;0;;GFI;1;4;37;;184;130;0;3;;;1203;329;296;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;22;;0;;GFI;1;3;37;;133;130;0;2;;;1033;316;284;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;23;;0;;GFI;1;3;37;;169;130;0;3;;;1161;310;279;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;24;;0;;GFI;1;4;37;;117;130;0;2;;;1165;303;273;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;25;;0;;GFI;1;3;37;;161;130;0;3;;;325;1;1;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;26;;0;;GFI;1;2;37;;215;130;1;4;175;80;449;11;10;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;27;;0;;GFI;1;3;37;;134;130;0;2;;;602;28;25;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;28;;0;;GFI;2;;37;;109;130;0;2;91;55;735;sa;15;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;29;;0;;GFI;1;4;37;;208;130;0;4;;;748;9;8;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;30;;0;;GFI;1;4;37;;151;130;0;3;;;523;371;334;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;31;;0;;GFI;1;2;70;;268;130;0;5;;;947;3;3;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;32;;0;;GFI;1;3;37;;184;130;0;3;;;1039;387;348;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;33;;0;;GFI;2;;NA;;90;130;0;1;;;748;9;8;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;34;;0;;GFI;1;4;NA;;96;160;0;1;;;884;392;353;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;35;;0;;GFI;2;;NA;;75;130;0;1;65;38;586;1;1;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;36;;0;;GFI;2;;NA;;72;130;0;1;58;48;741;3;3;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;37;;0;;GFI;2;;NA;;78;130;0;1;74;53;832;1;1;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;38;;0;;GFI;1;2;37;;219;130;0;4;;;811;387;348;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;39;;0;;GFI;2;;NA;;120;130;0;2;;;862;376;338;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;40;;0;;GFI;2;;NA;;105;130;0;2;;;826;361;325;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;41;;0;;GFI;1;2;70;;300;130;0;6;;;991;359;323;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;42;;0;;GFI;1;2;37;;208;130;0;4;;;335;64;58;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;43;;0;;GFI;1;2;70;;296;130;0;5;;;545;67;60;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;44;;0;;GFI;1;3;37;;220;130;0;4;;;633;69;62;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;45;;0;;GFI;1;4;37;;199;130;0;3;;;686;79;71;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;46;;0;;GFI;1;2;70;;246;130;0;4;;;964;44;40;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;47;;0;;GFI;1;2;70;;263;130;0;5;;;1139;56;50;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;48;;0;;GFI;1;2;37;;198;130;0;3;;;1049;76;68;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;49;;0;;GFI;2;;NA;;82;130;0;1;;;1197;58;52;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;50;;0;;GFI;1;2;70;;294;130;0;5;;;301;149;134;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;51;;0;;GFI;1;2;70;;298;130;0;5;;;425;108;97;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;52;;0;;GFI;1;2;70;;309;130;0;6;;;701;94;85;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;53;;0;;GFI;1;3;70;;254;130;0;5;;;843;88;79;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;54;;0;;GFI;1;2;70;;256;130;0;5;;;998;108;97;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;55;;0;;GFI;1;4;37;;146;130;0;2;;;1177;98;88;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;56;;0;;GFI;1;3;37;;218;130;0;4;;;784;134;121;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;57;;0;;GFI;1;3;37;;178;130;0;3;;;864;151;136;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;58;;0;;GFI;1;3;37;;168;130;0;3;;;1022;146;131;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;59;;0;;GFI;1;2;70;;342;130;0;6;;;1037;139;125;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;60;;0;;GFI;1;2;70;;273;130;0;5;;;1192;149;134;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;61;;0;;GFI;1;2;70;;280;130;0;5;;;1084;118;106;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;62;;0;;GFI;1;2;70;;276;130;0;5;;;331;212;191;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;63;;0;;GFI;1;4;37;;112;130;0;2;;;574;222;200;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;64;;0;;GFI;1;2;70;;299;130;0;5;;;663;242;218;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;65;;0;;GFI;2;;NA;;96;130;0;1;;;791;213;192;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;66;;0;;GFI;1;2;70;;269;130;0;5;;;930;224;202;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;67;;0;;GFI;1;2;37;;233;130;0;4;;;972;247;222;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;68;;0;;GFI;1;4;37;;105;130;0;2;;;932;258;232;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;69;;0;;GFI;1;4;37;;111;130;0;2;;;1131;261;235;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;70;;0;;GFI;1;4;37;;160;130;0;3;;;595;179;161;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;71;;0;;GFI;1;2;70;;313;130;0;6;;;827;169;152;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;72;;0;;GFI;1;4;37;;108;130;0;2;;;929;166;149;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;73;;0;;GFI;2;;NA;;124;130;0;2;;;986;177;159;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;74;;0;;GFI;1;3;37;;195;140;0;3;;;1255;166;149;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;75;;0;;GFI;1;2;119;;396;130;0;7;;;1249;174;157;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;1;;0;;GFI;1;2;83;;291;130;1;5;285;82;165;176;158;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;2;;0;;GFI;1;2;106;;409;130;0;8;;;377;159;143;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;3;;0;;GFI;1;2;66;;262;130;0;5;;;722;123;111;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;4;;0;;GFI;1;3;83;;307;130;0;6;;;957;128;115;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;5;;0;;GFI;1;2;83;;346;130;0;6;;;1072;111;100;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;6;;0;;GFI;1;3;66;;249;150;0;4;214;110;1112;88;79;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;7;;0;;GFI;1;2;66;;270;130;0;5;;;678;72;65;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;8;;0;;GFI;1;2;83;;382;130;0;7;275;162;1150;61;55;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;9;;0;;GFI;1;2;83;;364;130;0;7;;;1079;31;28;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;10;;0;;GFI;1;2;106;;444;130;0;8;;;886;396;356;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;11;;0;;GFI;2;;66;;192;130;0;3;;;488;24;22;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;12;;0;;GFI;1;2;106;;408,7;130;1;8;280;94;270;388;349;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;13;;0;;GFI;1;2;83;;337;130;0;6;;;1032;347;312;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;14;;0;;GFI;1;1;106;;544,5;130;1;10;286;158;622;311;280;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;15;;0;;GFI;1;2;83;;332;130;0;6;;;1163;290;261;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;16;;0;;GFI;2;;66;;149,7;130;1;2;127;93;671;261;235;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;17;;0;;GFI;1;2;83;;327,7;130;1;6;284;120;541;239;215;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;18;;0;;GFI;1;2;83;;373;130;0;7;;;571;224;202;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;19;;0;;GFI;1;4;66;;233;130;0;4;;;815;223;201;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;20;;0;;GFI;1;2;106;;462;130;0;9;286;177;986;244;220;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;21;;0;;GFI;1;2;83;;302;130;0;6;;;898;197;177;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;1;;0;;BKI;1;3;60;;147,2;130;1;2;72;44;157;12;11;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;2;;0;;BKI;1;3;60;;120,8;130;1;2;69;42;207;398;358;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;3;;0;;BKI;1;3;60;;78;130;0;1;;;241;384;346;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;4;;0;;BKI;1;3;60;;74;130;0;1;;;275;54;49;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;5;;0;;BKI;1;3;60;;126;130;0;2;;;317;42;38;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;6;;0;;BKI;1;3;60;;96;130;0;1;;;331;29;26;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;7;;0;;BKI;1;3;60;;72;130;0;1;;;372;43;39;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;8;;0;;BKI;1;3;60;;172;130;0;3;;;499;18;16;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;9;;0;;BKI;1;3;60;;72;130;0;1;;;566;44;40;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;10;;0;;BKI;1;4;60;;103;130;0;2;;;733;33;30;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;11;;0;;BKI;1;3;60;;71;130;0;1;;;892;34;31;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;12;;0;;BKI;1;3;60;;103;130;0;2;;;1028;22;20;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;13;;0;;BKI;1;3;60;;126;130;0;2;;;1109;6;5;
