MoMoK_Nr;Name;Bundeland;Datum_Aufnahme;Nr_PK;BNr;ZW;St;Baumart (Code);Baumart;Schi;Kraft;Alt;Alt-Meth;BHD [mm];BHD Hoehe [cm];Permanent-Maßband;BHD Stufen;Hoehe [dm];Kronenansatz [dm];Distanz [cm];Azimut [Gon];Azimut [°];Bemerkung
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;14;;0;;BKI;1;2;60;;99;130;0;1;;;1164;6;5;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;15;;0;;BKI;1;2;60;;105;130;0;2;;;1203;1;1;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;16;;0;;BKI;1;3;60;;75;130;0;1;;;531;389;350;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;17;;0;;BKI;1;2;60;;155;130;0;3;;;602;392;353;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;18;;0;;BKI;1;3;60;;101;130;0;2;;;759;398;358;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;19;;0;;BKI;1;3;60;;107;130;0;2;;;787;391;352;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;20;;0;;BKI;1;3;60;;90;130;0;1;;;863;396;356;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;21;;0;;BKI;1;2;60;;165;130;0;3;;;1194;388;349;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;22;;0;;BKI;1;2;60;;110;130;0;2;;;1260;388;349;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;23;;0;;BKI;1;3;60;;77;130;0;1;;;1241;386;347;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;24;;0;;BKI;1;3;60;;75;130;0;1;;;710;356;320;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;25;;0;;BKI;1;3;60;;90;130;0;1;;;772;346;311;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;26;;0;;BKI;1;3;60;;76;130;0;1;;;790;340;306;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;27;;0;;BKI;1;3;60;;91;130;0;1;;;982;331;298;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;28;;0;;BKI;1;3;60;;127;130;0;2;;;1023;329;296;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;29;;0;;BKI;1;2;60;;74;130;0;1;;;863;319;287;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;30;;0;;BKI;1;2;60;;110;130;0;2;;;1053;300;270;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;31;;0;;BKI;1;2;60;;110;130;0;2;;;881;304;274;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;32;;0;;BKI;1;4;60;;85;130;0;1;;;688;302;272;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;33;;0;;BKI;1;3;60;;85;130;0;1;;;744;286;257;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;34;;0;;BKI;1;3;60;;90;130;0;1;;;777;280;252;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;35;;0;;BKI;1;3;60;;104;130;0;2;;;907;270;243;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;36;;0;;BKI;1;3;60;;78;130;0;1;;;828;267;240;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;37;;0;;BKI;1;3;60;;106;130;0;2;;;659;294;265;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;38;;0;;BKI;1;3;60;;87;130;0;1;;;608;280;252;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;39;;0;;BKI;1;2;60;;98;130;0;1;;;457;261;235;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;40;;0;;BKI;1;3;60;;79,2;130;1;1;40;26;340;228;205;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;41;;0;;BKI;1;3;60;;80;130;0;1;;;342;229;206;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;42;;0;;BKI;1;3;60;;72;130;0;1;;;371;223;201;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;43;;0;;BKI;1;3;60;;91;130;0;1;;;492;216;194;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;44;;0;;BKI;1;3;60;;71;130;0;1;;;428;236;212;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;45;;0;;BKI;1;3;60;;75;130;0;1;;;518;248;223;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;46;;0;;BKI;1;3;60;;90;130;0;1;;;578;240;216;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;47;;0;;BKI;1;4;60;;79;130;0;1;;;519;222;200;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;48;;0;;BKI;1;3;60;;89;130;0;1;;;570;219;197;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;49;;0;;BKI;1;3;60;;102;130;0;2;;;854;212;191;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;50;;0;;BKI;1;2;60;;140;130;0;2;;;991;222;200;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;51;;0;;BKI;1;3;60;;95;130;0;1;;;1190;224;202;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;52;;0;;BKI;1;3;60;;114;130;0;2;;;1219;221;199;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;53;;0;;BKI;1;3;60;;96;130;0;1;;;1108;208;187;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;54;;0;;BKI;1;3;60;;125;130;0;2;;;1248;224;202;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;55;;0;;BKI;1;3;60;;104;130;0;2;;;1207;208;187;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;56;;0;;BKI;1;2;60;;85;130;0;1;;;1102;202;182;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;57;;0;;BKI;1;2;60;;104;130;0;2;;;1235;202;182;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;58;;0;;BKI;1;2;60;;78;130;0;1;;;607;153;138;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;59;;0;;BKI;1;3;60;;84;130;0;1;;;335;111;100;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;60;;0;;BKI;1;3;60;;100;130;0;2;;;382;117;105;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;61;;0;;BKI;1;4;60;;96;130;0;1;;;464;113;102;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;62;;0;;BKI;1;2;60;;162,9;130;1;4;79;32;475;106;95;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;63;;0;;BKI;1;3;60;;96,4;130;1;1;67;45;374;100;90;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;64;;0;;BKI;1;4;60;;79;130;0;1;;;639;74;67;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;65;;0;;BKI;1;2;60;;80;130;0;1;;;819;67;60;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;66;;0;;BKI;1;2;60;;120;130;0;2;;;759;56;50;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;67;;0;;BKI;1;3;60;;79;130;0;1;;;1013;66;59;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;68;;0;;BKI;1;3;60;;110;130;0;2;;;1260;58;52;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;69;;0;;BKI;1;4;60;;71;130;0;1;;;896;48;43;
33040;Drewensee/Priepert;MV;07.09.2022;MB;1;;0;;RER;1;3;;;190;130;0;3;;;140;317;285;
33040;Drewensee/Priepert;MV;07.09.2022;MB;2;;0;;RER;1;4;;;210;130;0;4;;;166;272;245;
33040;Drewensee/Priepert;MV;07.09.2022;MB;3;;0;;RER;1;2;;;225;130;0;4;;;222;289;260;
33040;Drewensee/Priepert;MV;07.09.2022;MB;4;;0;;RER;1;3;;;217,5;130;1;4;;;196;276;248;
33040;Drewensee/Priepert;MV;07.09.2022;MB;5;;0;;RER;1;4;;;166;130;0;3;;;276;308;277;
33040;Drewensee/Priepert;MV;07.09.2022;MB;6;;0;;RER;1;2;;;317;130;0;6;;;625;300;270;
33040;Drewensee/Priepert;MV;07.09.2022;MB;7;;0;;RER;1;3;;;180;130;0;3;;;955;304;274;
33040;Drewensee/Priepert;MV;07.09.2022;MB;8;;0;;RER;1;2;;;224;130;0;4;;;1126;311;280;
33040;Drewensee/Priepert;MV;07.09.2022;MB;9;;0;;RER;1;4;;;180;130;0;3;;;1178;311;280;
33040;Drewensee/Priepert;MV;07.09.2022;MB;10;;0;;RER;1;4;;;154;130;0;3;;;1203;317;285;
33040;Drewensee/Priepert;MV;07.09.2022;MB;11;;0;;RER;1;2;;;180;130;0;3;;;1224;327;294;
33040;Drewensee/Priepert;MV;07.09.2022;MB;12;;0;;RER;1;2;;;190,3;130;1;3;;;984;329;296;
33040;Drewensee/Priepert;MV;07.09.2022;MB;13;;0;;RER;1;3;;;181;130;0;3;;;995;332;299;
33040;Drewensee/Priepert;MV;07.09.2022;MB;14;;0;;RER;1;2;;;304,1;130;1;6;;;350;229;206;
33040;Drewensee/Priepert;MV;07.09.2022;MB;15;;0;;RER;1;3;;;278,5;130;1;5;;;428;233;210;
33040;Drewensee/Priepert;MV;07.09.2022;MB;16;;0;;RER;1;4;;;178;130;0;3;;;631;266;239;
33040;Drewensee/Priepert;MV;07.09.2022;MB;17;;0;;RER;1;4;;;210;130;0;4;;;791;254;229;
33040;Drewensee/Priepert;MV;07.09.2022;MB;18;;0;;RER;1;2;;;206;130;0;4;;;1025;251;226;
33040;Drewensee/Priepert;MV;07.09.2022;MB;19;;0;;RER;1;3;;;227;130;0;4;;;1242;260;234;
33040;Drewensee/Priepert;MV;07.09.2022;MB;20;;0;;RER;1;4;;;217;130;0;4;;;1244;256;230;
33040;Drewensee/Priepert;MV;07.09.2022;MB;21;;0;;RER;1;3;;;228;130;0;4;;;1261;214;193;
33040;Drewensee/Priepert;MV;07.09.2022;MB;22;;0;;RER;1;4;;;165;130;0;3;;;1228;213;192;
33040;Drewensee/Priepert;MV;07.09.2022;MB;23;;0;;RER;1;3;;;193;130;0;3;;;821;203;183;
33040;Drewensee/Priepert;MV;07.09.2022;MB;24;;0;;RER;1;3;;;183;130;0;3;;;795;206;185;
33040;Drewensee/Priepert;MV;07.09.2022;MB;25;;0;;RER;1;2;;;218;130;0;4;;;801;211;190;
33040;Drewensee/Priepert;MV;07.09.2022;MB;26;;0;;RER;1;2;;;236;130;0;4;;;946;182;164;
33040;Drewensee/Priepert;MV;07.09.2022;MB;27;;0;;RER;1;2;;;211;130;0;4;;;1030;189;170;
33040;Drewensee/Priepert;MV;07.09.2022;MB;28;;0;;RER;1;2;;;215;130;0;4;;;1231;199;179;
33040;Drewensee/Priepert;MV;07.09.2022;MB;29;;0;;RER;1;2;;;265;130;0;5;;;1214;177;159;
33040;Drewensee/Priepert;MV;07.09.2022;MB;30;;0;;RER;1;4;;;190;130;0;3;;;782;147;132;
33040;Drewensee/Priepert;MV;07.09.2022;MB;31;;0;;RER;1;1;;;295,3;130;1;5;258;174;606;134;121;
33040;Drewensee/Priepert;MV;07.09.2022;MB;32;;0;;RER;1;2;;;234;130;0;4;241;139;1066;119;107;
33040;Drewensee/Priepert;MV;07.09.2022;MB;33;;0;;RER;1;2;;;254;130;0;5;261;191;1166;114;103;
33040;Drewensee/Priepert;MV;07.09.2022;MB;34;;0;;RER;1;2;;;258;130;0;5;;;1213;118;106;
33040;Drewensee/Priepert;MV;07.09.2022;MB;35;;0;;RER;1;2;;;292;130;0;5;;;1193;121;109;
33040;Drewensee/Priepert;MV;07.09.2022;MB;36;;0;;RER;1;3;;;192;130;0;3;;;935;82;74;
33040;Drewensee/Priepert;MV;07.09.2022;MB;37;;0;;RER;1;4;;;162;130;0;3;;;1017;81;73;
33040;Drewensee/Priepert;MV;07.09.2022;MB;38;;0;;RER;1;2;;;260;130;0;5;;;1077;84;76;
33040;Drewensee/Priepert;MV;07.09.2022;MB;39;;0;;RER;1;3;;;230;130;0;4;;;508;84;76;
33040;Drewensee/Priepert;MV;07.09.2022;MB;40;;0;;RER;1;4;;;152;130;0;3;;;281;62;56;
33040;Drewensee/Priepert;MV;07.09.2022;MB;41;;0;;RER;1;2;;;231;130;0;4;;;538;46;41;
33040;Drewensee/Priepert;MV;07.09.2022;MB;42;;0;;RER;1;2;;;205;130;0;4;;;793;43;39;
33040;Drewensee/Priepert;MV;07.09.2022;MB;43;;0;;RER;1;2;;;205;130;0;4;;;1189;61;55;
33040;Drewensee/Priepert;MV;07.09.2022;MB;44;;0;;RER;1;3;;;185;130;0;3;;;1205;57;51;
33040;Drewensee/Priepert;MV;07.09.2022;MB;45;;0;;RER;1;2;;;224;130;0;4;;;1080;38;34;
33040;Drewensee/Priepert;MV;07.09.2022;MB;46;;0;;RER;2;;;;125;130;0;2;127;73;373;2;2;
33040;Drewensee/Priepert;MV;07.09.2022;MB;47;;0;;RER;1;4;;;159;130;0;3;;;520;396;356;
33040;Drewensee/Priepert;MV;07.09.2022;MB;48;;0;;RER;1;2;;;233;130;0;4;;;553;1;1;
33040;Drewensee/Priepert;MV;07.09.2022;MB;49;;0;;RER;1;4;;;170;130;0;3;;;560;8;7;
33040;Drewensee/Priepert;MV;07.09.2022;MB;50;;0;;RER;1;3;;;166;130;0;3;;;631;394;355;
33040;Drewensee/Priepert;MV;07.09.2022;MB;51;;0;;RER;1;4;;;143;130;0;2;;;671;1;1;
33040;Drewensee/Priepert;MV;07.09.2022;MB;52;;0;;RER;1;1;;;310;130;0;6;;;1043;1;1;
33040;Drewensee/Priepert;MV;07.09.2022;MB;53;;0;;RER;1;3;;;196;130;0;3;;;1224;374;337;
33040;Drewensee/Priepert;MV;07.09.2022;MB;54;;0;;RER;1;4;;;119;130;0;2;;;986;376;338;
33040;Drewensee/Priepert;MV;07.09.2022;MB;55;;0;;RER;1;3;;;169;130;0;3;;;997;361;325;
33040;Drewensee/Priepert;MV;07.09.2022;MB;56;;0;;RER;1;4;;;134;130;0;2;180;141;750;357;321;
33040;Drewensee/Priepert;MV;07.09.2022;MB;57;;0;;RER;1;2;;;265;130;0;5;;;791;349;314;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;1;;0;;GFI;1;3;;;284,5;130;1;5;200;128;289;41;37;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;2;;0;;GFI;1;3;;;183;130;0;3;;;671;50;45;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;3;;0;;GFI;1;3;;;276;130;0;5;;;629;341;307;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;4;;0;;GFI;1;4;;;154;130;0;3;;;857;358;322;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;5;;0;;GFI;1;3;;;217,1;130;1;4;159;97;890;363;327;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;6;;0;;GFI;1;4;;;197;130;0;3;;;912;381;343;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;7;;0;;GFI;1;3;;;303;130;0;6;;;1038;387;348;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;8;;0;;GFI;1;4;;;179,7;130;1;3;136;99;1202;348;313;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;9;;0;;GFI;2;;;;117;130;0;2;96;71;1172;322;290;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;10;;0;;GFI;1;4;;;314;130;0;6;;;303;258;232;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;11;;0;;GFI;1;2;;;327;130;0;6;;;761;296;266;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;12;;0;;GFI;1;4;;;182;130;0;3;;;857;258;232;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;13;;0;;GFI;1;3;;;331,4;130;1;6;210;123;847;242;218;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;14;;0;;GFI;2;;;;88;130;0;1;72;61;1056;243;219;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;15;;0;;GFI;2;;;;105;130;0;2;98;84;1073;249;224;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;16;;0;;GFI;2;;;;97;130;0;1;67;56;1100;261;235;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;17;;0;;GFI;1;2;;;209,2;130;1;4;159;83;978;186;167;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;18;;0;;GFI;1;2;;;223;130;0;4;;;849;170;153;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;19;;0;;GFI;1;4;;;172;130;0;3;;;768;153;138;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;20;;0;;GFI;1;3;;;268;130;0;5;;;809;144;130;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;21;;0;;GFI;1;2;;;322;130;0;6;;;644;139;125;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;22;;0;;GFI;2;;;;92;130;0;1;58;32;1198;111;100;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;23;;0;;GFI;1;2;;;280;130;0;5;;;318;167;150;
29080;Filzwald/Klingbrunn Bhf;BY;12.10.2022;MB;24;;0;;GFI;1;4;;;168;130;0;3;;;304;207;186;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;1;;0;;BKI;1;4;;;97;140;0;1;;;249;373;336;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;2;;0;;BKI;1;2;;;124,7;130;1;2;87;63;286;299;269;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;3;;0;;MBI;1;4;;;151;130;0;3;92;32;261;264;238;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;4;;0;;BKI;2;;;;75;130;0;1;;;406;322;290;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;5;;0;;BKI;2;;;;96;130;0;1;;;393;313;282;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;6;;0;;BKI;1;3;;;119,2;130;1;2;;;556;289;260;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;7;;0;;BKI;2;;;;95;130;0;1;;;509;287;258;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;8;;0;;BKI;2;;;;84;130;0;1;;;589;272;245;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;9;;0;;BKI;2;;;;75;130;0;1;;;687;288;259;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;10;;0;;BKI;1;4;;;110;130;0;2;;;906;296;266;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;11;;0;;BKI;1;3;;;112,2;130;1;2;;;918;298;268;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;12;;0;;BKI;2;;;;79;130;0;1;;;1126;302;272;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;13;;0;;BKI;2;;;;77;130;0;1;;;1156;316;284;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;14;;0;;BKI;1;1;;;188,3;130;1;3;56;27;966;334;301;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;15;;0;;BKI;2;;;;87;130;0;1;;;1020;352;317;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;16;;0;;BKI;1;4;;;133;140;0;2;;;1050;354;319;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;17;;0;;BKI;1;4;;;71;130;0;1;;;981;369;332;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;18;;0;;BKI;1;4;;;88;130;0;1;;;1100;366;329;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;19;1;0;;BKI;1;4;;;123;130;0;2;;;544;398;358;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;20;;0;;BKI;1;3;;;93;130;0;1;64;34;640;63;57;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;21;;0;;GFI;1;3;;;110;130;0;2;78;13;693;53;48;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;22;;0;;BKI;2;;;;76;130;0;1;;;640;67;60;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;23;;0;;BKI;1;4;;;75;130;0;1;;;593;79;71;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;24;1;0;;BKI;2;;;;92;130;0;1;;;380;101;91;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;25;;0;;BKI;2;;;;79;130;0;1;;;781;92;83;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;26;;0;;BKI;1;2;;;154,5;140;1;3;;;789;110;99;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;27;;0;;BKI;2;;;;101;130;0;2;;;1066;90;81;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;28;;0;;BKI;1;4;;;85;130;0;1;;;941;69;62;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;29;;0;;BKI;2;;;;76;130;0;1;48;36;1076;74;67;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;30;;0;;BKI;2;;;;86;130;0;1;;;576;131;118;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;31;;0;;BKI;1;4;;;120;130;0;2;;;342;209;188;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;32;;0;;BKI;2;;;;100;130;0;2;;;337;192;173;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;33;1;0;;BKI;1;4;;;112;130;0;2;;;552;206;185;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;34;;0;;BKI;2;;;;76;130;0;1;41;24;733;211;190;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;35;;0;;BKI;1;3;;;167;130;0;3;;;656;238;214;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;36;;0;;BKI;1;4;;;86;130;0;1;;;609;241;217;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;37;;0;;BKI;2;;;;74;130;0;1;38;17;693;248;223;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;38;;0;;BKI;2;;;;99;130;0;1;34;21;1077;261;235;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;39;;0;;BKI;2;;;;89;130;0;1;49;31;1095;264;238;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;40;;0;;BKI;1;4;;;106;130;0;2;;;1210;259;233;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;41;;0;;BKI;1;4;;;101;130;0;2;;;543;174;157;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;42;;0;;BKI;2;;;;90;130;0;1;;;628;170;153;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;43;;0;;GKI;1;4;;;256;130;0;5;157;104;733;173;156;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;44;;0;;BKI;2;;;;86;130;0;1;;;931;168;151;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;45;;0;;BKI;1;4;;;173;130;0;3;;;1016;164;148;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;46;;0;;BKI;2;;;;76;130;0;1;;;1083;160;144;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;47;;0;;BKI;1;3;;;160;130;0;3;61;28;1086;140;126;
29090;Klosterfilz/Skt. Oswald;BY;11.10.2022;MB;48;;0;;BKI;2;;;;126;130;0;2;;;838;70;63;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;1;;0;;MBI;1;2;;;249,2;130;1;4;190;96;211;136;122;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;2;;0;;MBI;1;2;;;268;130;1;5;237;89;332;67;60;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;3;;0;;MBI;1;3;;;218,1;130;1;4;194;89;585;159;143;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;4;;0;;MBI;1;2;;;282,4;130;1;5;218;99;1125;122;110;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;5;;0;;MBI;1;3;;;316;140;1;6;218;58;948;81;73;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;6;;0;;MBI;1;3;;;212;140;0;4;;;378;370;333;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;7;;0;;MBI;1;2;;;284;130;0;5;;;1020;0;0;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;8;;0;;MBI;1;2;;;238;130;0;4;;;1058;387;348;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;9;;0;;MBI;1;2;;;222;130;0;4;;;841;304;274;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;10;;0;;MBI;1;2;;;255;140;0;5;;;970;291;262;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;11;;0;;MBI;1;2;;;213;130;0;4;;;1022;248;223;
35500;Jävenitzer Moor/Gardelegen;ST;19.10.2022;MB;12;;0;;MBI;1;3;;;244;130;0;4;;;1254;209;188;
27040;Palmbruch/Morbach;RP;13.02.2023;MB;1;;0;;MBI;1;2;;;107,8;130;1;2;61;16;741;378;340;
27040;Palmbruch/Morbach;RP;13.02.2023;MB;2;;0;;MBI;1;2;;;102,5;120;1;2;61;13;945;254;229;
27040;Palmbruch/Morbach;RP;13.02.2023;MB;3;;0;;MBI;1;2;;;107,3;130;1;2;85;19;1028;198;178;
27011;Landstuhler Bruch;RP;08.02.2023;MB;1;;0;;GFI;1;3;;;226;130;;4;;;298;298;268;
27011;Landstuhler Bruch;RP;08.02.2023;MB;2;;0;;GFI;1;2;;;268,5;130;1;5;250;121;466;264;238;
27011;Landstuhler Bruch;RP;08.02.2023;MB;3;;0;;GFI;2;;;;133;130;0;2;129;111;451;300;270;
27011;Landstuhler Bruch;RP;08.02.2023;MB;4;;0;;GKI;1;2;;;463;130;0;9;;;708;304;274;
27011;Landstuhler Bruch;RP;08.02.2023;MB;5;;0;;GFI;2;;;;119;130;0;2;119;107;750;291;262;
27011;Landstuhler Bruch;RP;08.02.2023;MB;6;;0;;GFI;1;2;;;355;130;0;7;282;154;960;309;278;
27011;Landstuhler Bruch;RP;08.02.2023;MB;7;;0;;GFI;1;4;;;205;130;0;4;;;1125;326;293;
